"IDRSSD"	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONC980	RCONC981	RCONC982	RCONC983	RCONC984	RCONC985	RCONF264	
90739	0	0	0	0	0	188	87560	96837	0	0	0	0	0	80600	0	0	0	0	0	0	0	0	0	0	0	2863	0	0	0	0	0	0	935	1330	0	0	0	310	0	0	-174	0	10645	1851	0	0	0	0	0	0	0	0	0	10429	70171	0	0	0	0	0	5484	0	0	261	114	-1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3762	0	0	0	3762	0	0	0	935	12546	12394	79042	0	2509	6197	79042	87748	0	0	0	7164	0	0	0	0	0	0	0	0	0	
91147	0	0	0	0	0	126	39501	59991	0	0	0	0	0	42203	117	1463	1463	166	166	0	141	0	25	0	0	335	0	0	0	0	0	0	506	2733	0	0	0	0	0	0	-125	0	11353	850	0	0	0	0	0	0	0	0	4811	10020	27372	0	0	0	0	0	1722	335	0	332	49	-411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	21505	10919	29866	0	4301	5460	29866	39627	0	2135	2135	6757	0	0	0	0	0	0	0	0	0	
91156	0	0	0	0	0	221	183205	237082	0	0	0	0	0	160158	0	0	0	1242	1242	0	0	0	1242	0	0	114	0	0	0	0	0	0	1855	3122	0	0	0	0	0	0	-795	972	57949	2303	0	0	0	0	0	0	0	0	1379	9100	149679	0	0	0	0	0	9546	114	89	574	0	-3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4965	0	0	0	4965	0	0	0	2916	65344	11403	164655	0	13069	5702	164655	183426	0	2320	2320	18516	0	0	0	0	0	0	0	0	0	
91259	0	0	0	0	0	120	62727	77713	0	0	0	0	0	54583	0	0	0	0	0	0	0	0	0	0	0	3013	0	0	0	0	0	0	490	812	0	0	0	0	0	0	-145	0	17152	855	0	0	0	0	332	0	0	101	136	3653	50693	0	0	0	0	0	6220	3013	303	358	21	1962	141	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3366	0	0	0	3366	0	0	0	894	18458	4861	56724	0	3692	2431	56724	62847	0	0	0	9428	0	0	0	0	0	0	0	0	0	
91615	0	0	0	0	0	0	37131	59726	0	0	0	0	0	38674	0	0	0	30	30	0	0	0	30	0	0	0	0	0	0	0	0	0	706	1094	0	0	0	0	0	0	-524	0	18159	419	0	0	0	0	0	0	0	0	0	15475	23199	0	0	0	0	0	1954	0	0	345	0	-903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	426	0	0	0	706	19598	15894	25264	0	3920	7947	25264	37131	0	0	0	5991	0	0	0	0	0	0	0	0	0	
91651	0	0	0	0	0	0	68321	86360	0	0	0	0	0	62375	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	567	1763	0	0	0	0	0	0	-132	13829	2181	0	500	0	0	0	0	0	0	0	540	4599	57236	0	0	0	0	0	7062	44	0	229	0	-886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	553	0	0	0	14396	4713	4599	65078	0	943	2300	65078	68321	0	0	0	8960	0	0	0	0	0	0	0	0	0	
91754	0	0	0	0	0	0	76726	119754	0	0	0	0	0	78036	0	0	0	73	73	0	0	0	73	0	0	22347	0	0	0	0	0	0	1469	6415	0	0	0	0	0	0	-588	1404	38405	0	0	0	0	0	0	0	0	3303	0	29445	45288	0	0	0	0	0	28888	22347	79	112	0	20982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	0	0	982	0	0	0	6255	46550	29445	52693	0	9310	14723	52693	76726	0	1618	1618	10898	0	0	0	0	0	0	0	0	0	
91950	0	0	0	0	0	0	30377	44019	0	0	0	0	0	30548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	1022	0	0	0	0	373	0	-12	8	3029	0	0	0	0	0	0	0	0	0	347	8182	22019	0	0	0	0	0	2472	0	0	0	0	-254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	8038	8555	24491	0	1608	4278	24491	30377	0	3640	3640	4178	0	0	0	0	0	0	0	0	0	
91969	0	0	0	1697	62	507	665397	761659	0	0	0	0	0	580378	0	0	0	9922	9922	0	0	0	9922	0	0	0	0	0	0	0	0	1241	4893	27576	0	0	8997	111764	0	0	-86	0	4637	0	2385	0	0	0	0	0	0	0	4007	3390	572981	0	0	0	0	0	38216	1701	726	4003	0	-7216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16398	0	0	0	16398	0	1697	0	14616	153684	3390	633472	0	30737	1695	633472	665904	0	0	0	61005	0	0	0	0	0	0	0	0	0	
92050	0	0	0	0	0	19	34660	62779	0	0	0	0	0	32449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	549	0	0	0	0	0	0	-14	6973	15273	1949	3	0	0	0	0	0	0	0	2836	5680	23933	0	0	0	0	0	2208	0	0	0	0	-466	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7659	23593	7629	26145	0	4719	3815	26145	34679	0	4935	4935	4034	0	0	0	0	0	0	0	0	0	
92144	0	0	0	0	0	71	16904	27011	0	0	0	0	0	12517	0	0	0	16	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1236	0	0	0	0	0	-89	0	10518	306	0	0	0	0	0	0	0	0	0	1578	10939	0	0	0	0	0	689	0	0	0	0	-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	0	0	0	694	0	0	0	0	12293	1884	13574	0	2459	942	13574	16975	0	1775	1775	4277	0	0	0	0	0	0	0	0	0	
92630	0	0	0	0	0	2327	881763	975677	0	0	0	0	0	807609	0	0	0	967	967	0	0	0	967	0	0	0	0	0	0	0	0	0	3933	7627	0	0	307	121038	0	0	0	0	0	0	0	0	0	0	397	0	0	0	2968	32694	771947	0	0	0	0	0	39153	0	1	4678	0	-13378	222	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32047	0	0	0	32047	0	0	0	4241	139433	33091	839657	0	27887	16546	839657	884090	0	3122	3122	117870	0	0	0	0	0	0	0	0	0	
92706	0	0	0	0	0	0	138651	217559	0	0	0	0	0	167606	234	2925	2925	51	51	0	0	0	51	0	0	0	9	0	0	0	0	0	1242	1861	0	0	0	0	0	0	-1115	0	15286	0	11825	0	0	0	0	0	0	0	0	125321	42285	0	0	0	0	0	16330	9	2130	0	0	-2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3372	23566	125321	71277	0	4713	62661	71277	138651	0	6419	6419	29614	0	0	0	0	0	0	0	0	0	
92854	0	0	0	0	0	0	20057	28604	0	0	0	0	0	17513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	1013	0	0	33	713	0	0	-59	0	6313	0	0	0	0	0	0	0	0	0	568	1016	15929	0	0	0	0	0	1496	0	0	85	6	-286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	140	0	0	0	104	10359	1022	17474	0	2072	511	17474	20057	0	1667	1667	3604	0	0	0	0	0	0	0	0	0	
92902	0	0	0	0	0	32	6935	13075	0	0	0	0	0	8762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	123	0	0	0	1429	0	0	-2	0	250	867	0	0	0	0	0	0	0	0	0	6604	2158	0	0	0	0	0	765	32	9	14	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	1816	7471	2868	0	363	3736	2868	6967	0	0	0	1499	0	0	0	0	0	0	0	0	0	
93244	0	0	0	0	0	0	107390	147889	0	0	0	0	0	108626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	1953	0	0	0	22734	2515	0	0	0	0	0	0	0	0	0	0	0	0	0	2278	30571	75777	0	0	0	0	0	6581	0	0	738	194	-965	0	0	0	0	0	70	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	745	0	0	0	745	0	0	0	0	0	0	1442	0	0	50	1392	0	0	0	743	35462	33330	83633	0	7092	16665	83633	107390	0	7759	7759	11662	0	0	0	0	0	0	0	0	0	
93413	0	0	0	0	0	66	142675	227628	0	0	0	0	0	130797	0	0	0	617	617	0	0	0	617	0	0	252	0	0	0	0	0	0	2268	2823	0	0	0	0	0	0	-1965	927	65839	0	8310	0	0	0	0	0	0	0	0	46835	83962	0	0	0	0	0	10828	252	129	1092	0	-3573	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1067	0	0	0	1067	0	0	0	3324	80054	46835	103312	0	16011	23418	103312	142741	0	10300	10300	18763	0	0	0	0	0	0	0	0	0	
93543	0	0	0	0	0	57	170742	246357	0	0	0	0	0	174984	0	0	0	240	3000	0	0	0	3000	0	0	0	22	0	0	0	0	0	6627	129	0	0	0	0	0	0	-364	1346	33849	3717	0	0	0	0	0	0	0	1382	0	68444	105158	0	0	0	0	0	14880	216	0	2056	0	-2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4591	0	0	0	4591	0	0	0	9355	46805	72161	125357	0	9361	36081	125357	170799	0	10771	10771	24465	0	0	0	0	0	0	0	0	0	
93619	0	0	0	0	0	0	9853	26039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	16621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6604	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	16621	0	6529	0	3324	0	6529	9853	0	0	0	20052	0	0	0	0	0	0	0	0	0	
93721	0	0	0	439	0	2091	3906157	5749417	0	0	0	0	0	3888399	0	0	0	15366	15366	0	0	0	15366	0	0	129055	0	0	0	0	0	0	82352	130773	1991	0	1503	8326	0	0	-5353	311707	652010	100	11939	0	0	0	35158	0	0	0	3111	1142967	2742321	0	0	0	0	0	428725	129055	0	0	0	76122	3038	0	0	0	3038	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351038	351038	0	0	0	439	0	0	747039	1224038	1178225	3074327	0	244808	589113	3074327	3908248	0	429818	429818	447864	0	0	0	0	0	0	0	0	0	
93758	0	0	0	0	0	0	41879	63206	0	0	0	0	0	41282	0	0	0	118	118	0	0	0	118	0	0	0	0	0	0	0	0	0	1015	216	0	0	0	0	0	0	-320	956	16557	0	0	0	0	0	0	0	0	0	617	9099	31566	0	0	0	0	0	2151	0	10	334	0	-743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	293	0	0	0	1981	17724	9099	33784	0	3545	4550	33784	41879	0	0	0	4988	0	0	0	0	0	0	0	0	0	
94139	0	0	0	0	0	0	254115	506585	0	0	0	0	0	203099	0	0	0	273	546	273	0	0	273	0	0	880	0	0	0	0	0	0	23187	10760	0	0	1500	143772	10780	0	-144	1489	72892	0	0	0	0	0	0	0	0	12115	1456	37747	151781	0	0	0	0	0	28652	880	13	2285	0	-2364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1675	0	0	0	1675	0	0	0	38577	253240	48527	179203	0	50648	24264	179203	254115	0	22075	22075	45713	0	0	0	0	0	0	0	0	0	
94456	0	0	0	0	0	513	20955	24122	0	0	0	0	0	19982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	135	500	635	0	-33	0	1867	0	74	0	0	0	0	0	0	0	0	1113	18869	0	0	0	0	0	985	0	0	0	0	-814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	3332	1748	19928	0	666	874	19928	21468	0	0	0	2940	0	0	0	0	0	0	0	0	0	
94522	0	0	0	0	0	0	247072	317613	0	0	0	0	0	270822	0	0	0	694	694	0	0	0	694	0	0	0	0	0	0	0	0	0	2262	6217	0	0	0	500	0	0	-301	0	21654	2826	0	0	0	0	0	0	0	0	0	115168	155654	0	0	0	0	0	18878	1789	0	0	0	-653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8738	0	0	0	8738	0	0	0	2262	29498	117994	182175	0	5900	58997	182175	247072	0	1127	1127	29983	0	0	0	0	0	0	0	0	0	
94755	0	0	0	0	0	0	69853	94724	0	0	0	0	0	60888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	2443	0	0	0	0	5083	0	-404	60	18913	0	0	0	0	0	0	0	0	0	0	5397	55491	0	0	0	0	0	2961	0	60	0	0	-1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	31106	10480	58392	0	6221	5240	58392	69853	0	9750	9750	8059	0	0	0	0	0	0	0	0	0	
94858	0	0	0	0	0	0	64418	84980	0	0	0	0	0	66050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2355	3674	0	0	0	0	0	0	-77	0	8897	1374	0	0	0	0	0	0	0	0	0	14302	51748	0	0	0	0	0	2287	0	0	109	96	-736	61	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2355	13212	15772	53890	0	2642	7886	53890	64418	0	532	532	7232	0	0	0	0	0	0	0	0	0	
95051	0	0	0	0	0	0	99432	110261	0	0	0	0	0	97000	0	0	0	218	218	0	0	0	218	0	0	0	0	0	0	0	0	0	588	3103	0	0	0	0	0	0	-92	206	6699	1426	0	0	0	0	0	0	0	0	3499	7958	85543	0	0	0	0	0	3540	0	0	0	0	-1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	839	0	0	0	794	23002	9384	90140	0	4600	4692	90140	99432	0	9701	9701	9278	0	0	0	0	0	0	0	0	0	
95659	0	0	0	0	0	13	45003	59066	0	0	0	0	0	50015	0	0	0	13	13	0	0	0	13	0	0	11	0	0	0	0	0	0	622	877	0	0	0	0	0	0	-34	3	1644	1297	0	0	0	0	0	0	0	0	0	19424	30591	0	0	0	0	0	3031	11	18	372	0	-599	256	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	5824	20721	33490	0	1165	10361	33490	45016	0	2931	2931	4951	0	0	0	0	0	0	0	0	0	
96254	0	0	0	0	0	0	166543	214097	0	0	0	0	0	153886	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	1738	5033	0	0	0	15224	500	0	-151	0	15945	0	0	0	0	0	0	0	0	0	0	30971	122915	0	0	0	0	0	11310	425	80	1100	0	-1295	947	0	0	0	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7660	0	0	0	7660	0	0	0	1818	47902	31471	141227	0	9580	15736	141227	166543	0	10600	10600	21761	0	0	0	0	0	0	0	0	0	
96357	0	0	0	0	0	0	55327	80139	0	0	0	0	0	47432	0	0	0	734	734	0	0	0	734	0	0	364	0	0	0	0	0	0	1141	1102	0	0	0	75	0	0	-1099	0	19785	3711	532	0	0	0	0	0	0	0	3417	4256	39759	0	0	0	0	0	5214	364	0	283	0	-1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	0	0	0	779	0	0	0	1141	24862	7967	46371	0	4972	3984	46371	55327	0	200	200	6678	0	0	0	0	0	0	0	0	0	
96553	0	0	0	0	0	447	28989	37443	0	0	0	0	0	33030	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1896	0	0	700	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3197	6838	22995	0	0	0	0	0	928	0	0	122	0	-815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	706	0	0	0	700	7502	6838	24517	0	1500	3419	24517	29436	0	600	600	5980	0	0	0	0	0	0	0	0	0	
97055	0	145	0	38	11	0	79206	74122	0	0	0	0	0	71713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239	0	0	0	0	0	0	-200	149	7239	2446	89	0	0	0	0	0	0	0	1048	343	70322	0	0	0	0	0	4630	0	0	826	0	-715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518	0	0	0	1518	0	38	0	149	10390	2789	75733	0	2078	1395	75733	79206	0	0	0	8368	0	0	0	0	0	0	0	0	0	
97279	0	0	0	0	0	0	14886	32380	0	0	0	0	0	16673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	2869	0	0	207	5265	5870	0	0	0	0	0	0	0	0	0	0	0	0	0	277	14202	2194	0	0	0	0	0	1202	0	1	336	94	-138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	89	44	0	0	0	637	8747	20255	3009	0	1749	10128	3009	14886	0	0	0	3200	0	0	0	0	0	0	0	0	0	
97457	0	0	0	0	0	35	21890	31448	0	0	0	0	0	26355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	319	0	0	0	0	0	0	0	0	2715	0	0	0	0	0	196	0	0	0	480	13135	12740	0	0	0	0	0	1713	0	0	0	0	-306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	4030	13331	14453	0	806	6666	14453	21925	0	516	516	2070	0	0	0	0	0	0	0	0	0	
97804	0	0	0	0	0	0	207309	396143	0	0	0	0	0	159534	0	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	1292	3603	506	0	0	0	0	0	-5415	164	158373	26231	13781	0	0	0	0	0	0	0	359	86998	72177	0	0	0	0	0	39921	2606	0	7224	0	-5065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	1076	0	0	0	0	0	0	2532	170696	113229	116555	0	34139	56615	116555	207309	0	1137	1137	42645	0	0	0	0	0	0	0	0	0	
97943	0	0	0	0	0	0	126065	174107	0	0	0	0	0	108126	0	0	0	885	885	0	0	0	885	0	0	0	0	0	0	0	0	0	968	2525	0	0	3	0	0	0	-921	0	20571	32672	0	0	0	0	0	310	0	0	0	14945	93181	0	0	0	0	0	4309	0	0	1224	314	-2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	24758	47931	97147	0	4952	23966	97147	126065	0	438	438	14973	0	0	0	0	0	0	0	0	0	
98351	0	0	0	0	0	0	36606	65185	0	0	0	0	0	34084	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1694	65	0	0	0	1273	0	0	-130	14644	10329	0	0	0	0	0	0	0	0	0	0	5755	28329	0	0	0	0	0	1404	0	0	268	0	-443	319	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16338	19715	5755	29785	0	3943	2878	29785	36606	0	7780	7780	8378	0	0	0	0	0	0	0	0	0	
98454	0	0	0	0	0	383	98266	116732	0	0	0	0	0	87319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2971	1251	0	0	0	0	0	0	-167	0	14705	110	0	0	0	0	0	0	0	450	0	4908	81961	0	0	0	0	0	9036	0	211	272	0	-1777	379	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	570	0	0	0	3632	23384	5018	91463	0	4677	2509	91463	98649	0	7156	7156	13963	0	0	0	0	0	0	0	0	0	
98463	0	0	0	0	0	0	314298	355853	0	0	0	0	0	272645	0	0	0	324	324	0	0	0	324	0	0	0	0	0	0	0	0	0	4488	11944	0	0	0	4981	499	0	-57	1184	40899	0	0	0	0	0	0	95	0	0	0	18448	254197	0	0	0	0	0	20189	0	0	905	0	-3007	1604	0	0	0	1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17442	0	0	0	17442	0	0	0	5672	59391	18947	292946	0	11878	9474	292946	314298	0	662	662	48093	0	0	0	0	0	0	0	0	0	
98548	0	0	0	0	0	57	31644	36704	0	0	0	0	0	28916	0	0	0	140	140	0	0	0	140	0	0	519	0	0	0	0	0	0	1239	6449	0	0	0	0	0	0	-118	0	5184	0	0	0	0	0	0	0	0	0	0	3342	25574	0	0	0	0	0	2843	519	230	388	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	206	0	0	0	1469	12021	3342	27626	0	2404	1671	27626	31701	0	0	0	7244	0	0	0	0	0	0	0	0	0	
98557	0	0	0	0	0	0	47076	90225	0	0	0	0	0	41852	0	0	0	365	365	0	0	0	365	0	0	0	0	0	0	0	0	0	828	3775	0	0	212	17087	989	0	-226	640	13539	0	0	0	0	0	0	0	0	0	0	17067	24785	0	0	0	0	0	4647	0	0	186	0	-671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	43	0	0	0	1680	41972	18056	29654	0	8394	9028	29654	47076	0	7385	7385	9961	0	0	0	0	0	0	0	0	0	
98641	0	0	0	0	0	0	167295	199308	0	0	0	0	0	156600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2103	3049	0	0	0	0	0	0	-310	0	28181	600	0	0	0	0	969	0	0	0	3807	20739	132054	0	0	0	0	0	15239	0	298	1430	453	-1383	957	0	0	0	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2552	0	0	0	2552	0	0	0	2401	36467	22761	148621	0	7293	11381	148621	167295	0	0	0	18377	0	0	0	0	0	0	0	0	0	
98717	0	0	0	0	0	339	125212	165827	0	0	0	0	0	111042	0	0	0	733	733	0	0	0	733	0	0	0	0	0	0	0	0	0	678	2570	0	0	39	7	0	992	-9	500	6361	0	0	0	0	0	0	0	0	3700	0	14594	92748	0	0	0	0	0	9435	0	177	341	0	-1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3326	0	0	0	3326	0	0	0	5094	57689	14594	106716	0	11538	7297	106716	125551	0	48410	48410	19986	0	0	0	0	0	0	0	0	0	
99004	0	0	0	0	0	524	81537	138956	0	0	0	0	0	59156	0	0	0	1982	1982	0	0	0	1982	0	0	3180	0	0	0	0	0	0	2939	2042	0	0	0	0	0	0	-425	3197	47205	0	0	0	0	0	0	0	0	0	0	4857	54299	0	0	0	0	0	13598	3205	0	189	462	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6136	66890	5319	66023	0	13378	2660	66023	82061	0	17454	17454	9646	0	0	0	0	0	0	0	0	0	
99059	0	0	0	0	0	0	100276	127065	0	0	0	0	0	97465	0	0	0	0	0	0	0	0	0	0	0	8814	0	0	0	0	0	0	1612	12640	0	0	0	0	0	0	-381	1931	11885	0	2	0	0	0	0	0	0	253	4237	13302	79673	0	0	0	0	0	11186	8814	8	201	9	7592	0	0	0	0	0	65	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4456	0	0	0	4456	0	0	0	3804	36349	13311	86350	0	7270	6656	86350	100276	0	7386	7386	30064	0	0	0	0	0	0	0	0	0	
