"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
37	20070630	BANK OF HANCOCK COUNTY	10057	SPARTA	GA	31087	
242	20070630	First Community  Bank, Xenia-Flora	3850	Xenia	IL	62899	
279	20070630	MINEOLA COMMUNITY BANK S. S. B.	28868	MINEOLA	TX	75773	
354	20070630	Bison State Bank	14083	Bison	KS	675200328	
439	20070630	PEOPLES BANK	16498	BLACKSHEAR	GA	31516	
457	20070630	LOWRY STATE BANK	10202	LOWRY	MN	563490123	
505	20070630	BALLSTON SPA NATIONAL BANK	6959	BALLSTON SPA	NY	12020	
1155	20070630	FIRST STATE BANK & TRUST COMPANY	17639	FREMONT	NE	680260549	
1351	20070630	Bank of Grandin	9392	Grandin	MO	63943	
1454	20070630	Hilltop National Bank	19184	Casper	WY	82602	
1557	20070630	THE FIRST STATE BANK	15328	KIOWA	KS	67070	
1632	20070630	Sea Island Bank	5707	Statesboro	GA	30458	
1669	20070630	The Liberty National Bank in Paris	3384	Paris	TX	754610919	
1829	20070630	Allegheny Valley Bank of Pittsburgh	6058	Pittsburgh	PA	15201	
1856	20070630	Washita State Bank	22430	Burns Flat	OK	73624	
2040	20070630	Farmers and Merchants Bank	13046	Tomah	WI	54660	
2161	20070630	LAMAR NATIONAL BANK	23597	PARIS	TX	75460	
2376	20070630	Oritani Savings Bank	28866	Washington Township	NJ	7676	
2451	20070630	Thunder Bank	10506	Sylvan Grove	KS	67481	
2554	20070630	STATE BANK OF MARIETTA	18525	MARIETTA	MN	56257	
2732	20070630	Albany Bank & Trust Co., N.A.	17230	Chicago	IL	60625	
2750	20070630	GENOA NATIONAL BANK	5408	GENOA	NE	68640	
2938	20070630	Security Bank and Trust Company of Albany	20246	Albany	GA	31701	
3252	20070630	FIRST NATIONAL BANK OF GORDON	5410	GORDON	NE	69343	
3458	20070630	Farmers Bank of Green City	16103	Green City	MO	63545	
3720	20070630	Bank of Clarendon	15671	Manning	SC	29102	
3953	20070630	First Capital Bank	416	Guthrie	OK	730440520	
4138	20070630	First National Bank of LaFollette	4944	LaFollette	TN	37766	
4156	20070630	KANZA Bank	13157	Kingman	KS	67068	
4231	20070630	FARMERS AND MERCHANTS BANK	16440	SYLVANIA	GA	30467	
4437	20070630	First National Bank	6795	Ronceverte	WV	24970	
4839	20070630	Austin Bank of Chicago	11694	Chicago	IL	606441997	
5005	20070630	STONEHAM SAVINGS BANK	90286	STONEHAM	MA	2180	
5069	20070630	First Credit Bank	24332	West Hollywood	CA	90069	
5135	20070630	First State Bank of Blakely	15496	Blakely	GA	39823	
5210	20070630	Adams County National Bank	7506	Gettysburg	PA	173250000	
5331	20070630	Hyde Park Bank and Trust Company	10448	Chicago	IL	60615	
5461	20070630	BANK OF AGRICULTURE AND COMMERCE	19434	STOCKTON	CA	95207	
5751	20070630	The Kearny County Bank	15194	Lakin	KS	678600067	
6039	20070630	ALMA EXCHANGE BANK & TRUST	15699	ALMA	GA	315101988	
6057	20070630	Farmers & Merchants Bank of Hale	1651	Hale	MO	64643	
6141	20070630	TALLAHATCHIE COUNTY BANK	16567	CHARLESTON	MS	38921	
6329	20070630	ANDERSON BROTHERS BANK	9923	MULLINS	SC	295740310	
6972	20070630	FIRST INDEPENDENT BANK	1500	VANCOUVER	WA	986688904	
7009	20070630	Bessemer Trust Company	20015	Woodbridge	NJ	70951191	
7045	20070630	The Peoples Bank	5779	Brownstown	IN	47220	
7157	20070630	THE STATE BANK OF BLUE RAPIDS	15057	BLUE RAPIDS	KS	664110157	
7456	20070630	Bank of Hartington	13962	Hartington	NE	687390077	
7634	20070630	THE FOUR COUNTY BANK	15904	ALLENTOWN	GA	31003	
8033	20070630	Peoples Bank & Trust Company of Pointe Coupee Parish	23090	New Roads	LA	70760	
8462	20070630	Perryton National Bank	3388	Perryton	TX	79070	
8631	20070630	Pleasants County Bank	847	St. Marys	WV	26170	
9357	20070630	Fidelity Bank	20268	Edina	MN	55435	
9553	20070630	ADAMS COUNTY BANK	14311	KENESAW	NE	689560149	
9807	20070630	Amboy National Bank	6423	Old Bridge	NJ	8857	
9955	20070630	First State Bank & Trust Co	15899	Larned	KS	67550	
10157	20070630	First National Bank & Trust Company in Larned	4709	Larned	KS	675500029	
10250	20070630	The Bank of Elk River	1607	Elk River	MN	55330	
10849	20070630	FIRST STATE BANK	15050	LONOKE	AR	72086	
10858	20070630	Platte Valley State Bank and Trust Company	16112	Kearney	NE	68847	
11145	20070630	Lake-Osceola State Bank	8172	Baldwin	MI	49304	
11640	20070630	First National Bank of Clarksdale	19070	Clarksdale	MS	38614	
11837	20070630	THE FARMERS BANK	5709	Greensboro	GA	30642	
12030	20070630	FIRST NATIONAL BANK SOUTH	17011	ALMA	GA	31510	
12058	20070630	Bank of Holden	8297	Holden	MO	64040	
12142	20070630	Cleveland State Bank	12201	Cleveland	MS	387321000	
12245	20070630	BANK NORTH	15093	Crivitz	WI	54114	
12311	20070630	The Huntington National Bank	6560	Columbus	OH	43215	
12647	20070630	The Portage County Bank	10012	Almond	WI	54909	
12656	20070630	EMERALD BANK	14944	BURDEN	KS	67019	
12937	20070630	Oak Bank	20226	Chicago	IL	60611	
12946	20070630	Farmers Bank and Trust Company	1291	Magnolia	AR	71753	
12955	20070630	Bank of Nebraska	21704	La Vista	NE	68128	
13037	20070630	TRADERS BANK	848	SPENCER	WV	25276	
13103	20070630	Bristol County Savings Bank	23622	Taunton	MA	2780	
13251	20070630	ELYSIAN BANK	10185	ELYSIAN	MN	56028	
13457	20070630	FIRST NATIONAL BANK OF LEWELLEN	5425	LEWELLEN	NE	691470248	
14052	20070630	LINCOLN COMMUNITY BANK	9042	MERRILL	WI	54452	
14155	20070630	F & C Bank	9378	Holden	MO	64040	
14258	20070630	Jackson State Bank & Trust	520	Jackson	WY	83001	
14409	20070630	CITIZENS BANK OF MASSACHUSETTS	18562	BOSTON	MA	21091775	
14454	20070630	First Security Bank-Evansville	8186	Evansville	MN	56326	
14650	20070630	BANK OF LOCUST GROVE	16795	LOCUST GROVE	OK	743520219	
14753	20070630	THE FARMERS STATE BANK OF BUCKLIN	18101	BUCKLIN	KS	67834	
14865	20070630	Bank of Eastern Oregon	16243	Arlington	OR	97812	
15536	20070630	Park National Bank	11677	Chicago	IL	60610	
16337	20070630	Wakulla Bank	21777	Crawfordville	FL	32327	
16458	20070630	Douglas County Bank	17105	Lawrence	KS	66044	
16551	20070630	Northview Bank	10956	Finlayson	MN	55735	
16748	20070630	The Elberfeld State Bank	13104	Elberfeld	IN	47613	
16944	20070630	THE WEST MICHIGAN SAVINGS BANK	11404	BANGOR	MI	49013	
16953	20070630	First State Bank of Fertile	10186	Fertile	MN	56540	
17110	20070630	The Haverford Trust Company	26189	Radnor	PA	19087	
17147	20070630	First Merchants Bank, NA	4365	Muncie	IN	47305	
17259	20070630	THE FIRST NATIONAL BANK IN MARLOW	26260	MARLOW	OK	730550033	
17464	20070630	Bank of the Cascades	22407	Bend	OR	977099906	
17839	20070630	Sumter Bank and Trust Co	21803	Americus	GA	31709	
17950	20070630	Bank of Bridger NA	2224	Bridger	MT	59014	
18050	20070630	First National Bank of Bastrop	3091	Bastrop	TX	78602	
18135	20070630	South Central Bank, National Association	19536	Chicago	IL	60607	
18377	20070630	Bally Savings Bank	34440	Bally	PA	195030130	
18827	20070630	The Merchants National Bank of Kittanning	7900	Kittanning	PA	16201	
18836	20070630	CAPON VALLEY BANK	9998	WARDENSVILLE	WV	26851	
18854	20070630	BANK 7	4147	MEDFORD	OK	73759	
18957	20070630	THE FIRST STATE BANK OF BURLINGAME	15794	BURLINGAME	KS	66413	
19356	20070630	SECURITY BANK AND TRUST COMPANY	9881	MIAMI	OK	74354	
19730	20070630	Standard Bank and Trust Company	16606	Hickory Hills	IL	604572298	
19936	20070630	Citizens Bank of Americus	15477	Americus	GA	317091128	
19972	20070630	FARMERS BUILDING AND SAVINGS BANK	34711	ROCHESTER	PA	15074	
20053	20070630	Security Bank	10015	New Auburn	WI	54575	
20147	20070630	FARMERS STATE BANK	10484	NEW ROSS	IN	47968	
20259	20070630	First State Bank of Pinedale	18747	Pinedale	WY	82941	
20370	20070630	First Heritage Bank	23626	Snohomoish	WA	982910550	
20512	20070630	First National Bank of Port Allegany	7704	Port Allegany	PA	16743	
20633	20070630	MCNB Bank and Trust Co.	6803	Welch	WV	24801	
20839	20070630	Colony Bank, S. E.	19653	Broxton	GA	31519	
20857	20070630	GRANITE FALLS BANK	10998	GRANITE FALLS	MN	562410008	
20866	20070630	Home Valley Bank	23181	Grants Pass	OR	97528	
21256	20070630	State Bank of Burrton	16583	Burrton	KS	670200219	
21359	20070630	AMERICAN STATE BANK OF GRYGLA	22263	GRYGLA	MN	56727	
21630	20070630	Teche Bank & Trust Company	20041	St. Martinville	LA	70582	
21658	20070630	ALLIANCE BANK	12511	MONDOVI	WI	54755	
22048	20070630	UNION BANK & TRUST CO.	1753	MONTICELLO	AR	716570270	
22235	20070630	Colony Bank Ashburn	8023	Ashburn	GA	31714	
22356	20070630	FIRST NATIONAL BANK AND TRUST	2226	POWELL	WY	82435	
22459	20070630	First National Bank & Trust Co. of Leavenworth	4712	Leavenworth	KS	660480109	
22543	20070630	State Savings Bank	8162	Frankfort	MI	496351169	
22552	20070630	FIRST SOUTHEAST BANK	10576	HARMONY	MN	55939	
22730	20070630	West Union Bank	2452	West Union	WV	26456	
22936	20070630	Farmers & Merchants Bank	16673	Statesboro	GA	304592789	
22954	20070630	First National Bank	5161	Hawley	MN	565490688	
23036	20070630	CB&T Bank of Middle Georgia	25804	Warner Robins	GA	31093	
23045	20070630	West Michigan National Bank & Trust	24471	Frankfort	MI	496351009	
23241	20070630	Integra Bank, N.A.	4392	Evansville	IN	477050868	
23456	20070630	The First National Bank of Henning	5162	Ottertail	MN	56571	
23504	20070630	Bridgehampton National Bank	6976	Bridgehampton	NY	11932	
23540	20070630	Oswego Community Bank	17899	Oswego	IL	60543	
23643	20070630	Commercial Bank & Trust Company	90	Monticello	AR	71655	
23755	20070630	First National Community Bank	5357	New Richmond	WI	54017	
23812	20070630	First National Bank of Chester County	7802	West Chester	PA	193810523	
24006	20070630	Putnam County Savings Bank	15995	Brewster	NY	105090417	
24453	20070630	ROCKY MOUNTAIN BANK	24334	ROCK SPRINGS	WY	82901	
24659	20070630	PRODUCE STATE BANK	10178	HOLLANDALE	MN	56045	
24668	20070630	BANK TEXAS, NATIONAL ASSOCIATION	3402	QUITMAN	TX	757831675	
24855	20070630	FIRST NATIONAL BANK OF NASH	4155	NASH	OK	73761	
24949	20070630	THE BARABOO NATIONAL BANK	12788	BARABOO	WI	53913	
25357	20070630	All America Bank	20093	Mustang	OK	73064	
25647	20070630	Family Bank and Trust Company	22536	Palos Hills	IL	60465	
25852	20070630	S&C Bank	14800	New Richmond	WI	54017	
26149	20070630	PALMER BANK	12103	TAYLORVILLE	IL	62568	
26242	20070630	First National Bank and Trust Company	18979	Mountain Home	AR	726541928	
26457	20070630	La Monte Community Bank	16423	La Monte	MO	65337	
26765	20070630	San Antonio National Bank	3405	San Antonio	TX	78279	
26859	20070630	OMNIBANK, N.A.	17325	HOUSTON	TX	77021	
26916	20070630	Delaware National Bank	22837	Georgetown	DE	19947	
27548	20070630	Blackhawk State Bank	14078	Beloit	WI	53511	
27614	20070630	Andover Bank	10663	Andover	OH	440031300	
27838	20070630	Heritage Bank	17917	Frankfort	IL	60423	
27847	20070630	DIAMOND BANK	1527	MURFREESBORO	AR	71958	
28013	20070630	Northfield Savings Bank	28710	Staten Island	NY	103140725	
28152	20070630	State Bank of Kimball	11415	Kimball	MN	55353	
28255	20070630	The First National Bank of Beeville	3095	Beeville	TX	78102	
28349	20070630	ALLIED BANK	91	MULBERRY	AR	72947	
28406	20070630	Hyde Park Savings Bank	90160	Hyde Park	MA	21369935	
28572	20070630	Columbia Savings Bank	32284	Cincinnati	OH	45220	
28732	20070630	Peoples Bank & Trust Co.	1475	Manchester	TN	373491049	
29104	20070630	UNION CENTER NATIONAL BANK	6431	UNION	NJ	7083	
29252	20070630	MidAmerican Bank & Trust Company, n.a.	4713	Leavenworth	KS	66048	
29636	20070630	The Citizens Bank	12204	Philadelphia	MS	393500209	
29850	20070630	First Texas Bank - Belton	3100	Belton	TX	76513	
29944	20070630	Centennial Bank	5627	Little Rock	AR	72227	
29953	20070630	HOME STATE BANK	10650	LOUISVILLE	NE	68037	
30052	20070630	Amistad Bank	26658	Del Rio	TX	78840	
30155	20070630	SHERMAN COUNTY BANK	5431	LOUP CITY	NE	68853	
30258	20070630	The RiverBank	10216	Wyoming	MN	55092	
30418	20070630	College Savings Bank	27041	Princeton	NJ	8540	
30502	20070630	NORTHWAY BANK	14240	BERLIN	NH	3570	
30650	20070630	Lake Community Bank	8193	Long Lake	MN	55356	
30810	20070630	Discover Bank	5649	New Castle	DE	19720	
30856	20070630	NBanC (OKC)	24093	Oklahoma City	OK	73156	
31134	20070630	The First National Bank of Waynesboro	2160	Waynesboro	GA	308300647	
31255	20070630	Central Bank	17612	Houston	TX	77041	
31657	20070630	FIRST STATE BANK OF BEN WHEELER	11904	BEN WHEELER	TX	75754	
31826	20070630	POWELL VALLEY NATIONAL BANK	6863	JONESVILLE	VA	242630100	
31835	20070630	BANK OF ANGUILLA	8243	ANGUILLA	MS	38721	
32159	20070630	CITIZENS NATIONAL BANK	26541	FORT WORTH	TX	76107	
32234	20070630	FIRST NATIONAL BANK AND TRUST CO.	3639	CLINTON	IL	617270191	
32766	20070630	LAKESIDE NATIONAL BANK	21693	ROCKWALL	TX	75032	
33147	20070630	Farmers Bank & Trust Co.	1027	Blytheville	AR	723150688	
33259	20070630	Premier Bank	21714	Maplewood	MN	55109	
33268	20070630	THE ROSCOE STATE BANK	1213	ROSCOE	TX	795450609	
33549	20070630	Black Earth State Bank	12787	Black Earth	WI	53515	
33727	20070630	Maryland Bank & Trust Co., N. A.	18115	Waldorf	MD	20604	
33754	20070630	FARMERS STATE BANK	10712	BERTRAM	TX	78605	
33772	20070630	Placer Sierra Bank	30307	Auburn	CA	95603	
33839	20070630	Peoples State Bank of Colfax	10075	Colfax	IL	617280527	
33857	20070630	THE BANK OF MADISON	15545	MADISON	NE	68748	
34153	20070630	American Bank of St. Paul	20843	St. Paul	MN	551043908	
34359	20070630	Bank of Marquette	5436	Marquette	NE	68854	
34425	20070630	Bank of Lancaster	11200	Kilmarnock	VA	22482	
34434	20070630	MAGNOLIA STATE BANK	22081	BAY SPRINGS	MS	394220580	
34452	20070630	First National Bank of Park Falls	5358	Park Falls	WI	54552	
34537	20070630	Seacoast National Bank	131	Stuart	FL	349959012	
34555	20070630	MACON-ATLANTA STATE BANK	14695	MACON	MO	635520128	
34742	20070630	First Western Bank	13083	Booneville	AR	729270238	
34836	20070630	THE WOODBURY BANKING COMPANY	11297	WOODBURY	GA	30293	
34863	20070630	The First Bank, Roxton, Texas	5503	Roxton	TX	75477	
35057	20070630	ALLIANT BANK	1946	MADISON	MO	65263	
35244	20070630	Community Bank	1749	Cabot	AR	72023	
35301	20070630	State Street Bank and Trust Company	14	Boston	MA	2110	
35570	20070630	Investors Savings Bank	28892	Short Hills	NJ	7078	
35646	20070630	BONDUEL STATE BANK	11235	BONDUEL	WI	54107	
35842	20070630	PREMIER BANK OF JACKSONVILLE	10868	JACKSONVILLE	IL	62650	
35936	20070630	STATE BANK OF COLUSA	9634	COLUSA	IL	623290010	
36054	20070630	Coppermark Bank	18957	Oklahoma City	OK	731250676	
36344	20070630	FREESTAR BANK, N.A.	14736	Pontiac	IL	61764	
36456	20070630	Farmers State Bank	15907	MAYWOOD	NE	69038	
36858	20070630	Premier Bank	22924	Lenexa	KS	66219	
36933	20070630	First State Bank	19163	Wrens	GA	30833	
37051	20070630	PIGEON FALLS STATE BANK	13030	PIGEON FALLS	WI	547600489	
37341	20070630	BANK OF ONTARIO	21085	ONTARIO	WI	54651	
37350	20070630	The State Bank of Lebo	15288	Lebo	KS	66856	
37378	20070630	Central Valley Bank	18616	Toppenish	WA	98948	
37435	20070630	United Bank	172	Zebulon	GA	30295	
37640	20070630	GERMAN AMERICAN BANCORP	17393	JASPER	IN	47547	
37659	20070630	FARMERS STATE BANK	12758	ALLEN	OK	74825	
37743	20070630	Calumet County Bank	11607	Brillion	WI	54110	
37949	20070630	Bank of Rantoul	11711	Rantoul	IL	61866	
38526	20070630	Iron and Glass Bank	9891	Pittsburgh	PA	152031187	
38535	20070630	First United Bank	20685	Crete	IL	60417	
38740	20070630	Owen County State Bank	13112	Spencer	IN	47460	
39327	20070630	Calvin B Taylor Banking Company of Berlin, Maryland	5874	Berlin	MD	218110005	
39420	20070630	The Lorain National Bank	14832	Lorain	OH	440521739	
39475	20070630	AmericanWest Bank	22441	Spokane	WA	99201	
39756	20070630	NBanC (Tulsa)	4032	Tulsa	OK	74136	
39934	20070630	First National Bank of Georgia	11292	Buchanan	GA	30113	
40033	20070630	Richton Bank & Trust Company	11817	Richton	MS	39476	
40305	20070630	Chittenden Trust Company	14149	Burlington	VT	5401	
40350	20070630	MURRAY STATE BANK	10653	MURRAY	NE	684090076	
40707	20070630	Connecticut River Bank NA	6209	Springfield	VT	5156	
40855	20070630	Eitzen State Bank	10980	Eitzen	MN	55931	
41245	20070630	Farmers & Merchants Bank of Orfordville	15173	Orfordville	WI	53576	
41553	20070630	First State Bank	12283	Anadarko	OK	73005	
41629	20070630	PIONEER  BANK	6913	Stanley	VA	22851	
41647	20070630	First Banking Center	5287	Burlington	WI	53105	
41759	20070630	FARMERS STATE BANK OF ELKTON	1416	ELKTON	MN	55933	
41825	20070630	Middletown Valley Bank	14017	Middletown	MD	217690075	
41937	20070630	FARMERS STATE BANK OF DANFORTH	10802	DANFORTH	IL	609300168	
41955	20070630	Bank of Newman Grove	5447	Newman Grove	NE	68758	
42037	20070630	Peoples Exchange Bank of Monroe County	70	Beatrice	AL	364250008	
42055	20070630	ANADARKO BANK AND TRUST COMPANY	15354	ANADARKO	OK	73005	
42354	20070630	The Commercial National Bank of Brady	3110	Brady	TX	768250591	
42420	20070630	FIRST COMMONWEALTH BANK	7468	INDIANA	PA	157010400	
42448	20070630	FIRST NATIONAL BANK	3887	PARAGOULD	AR	72451	
42457	20070630	COMMERCIAL BANK	12246	Nelson	NE	68961	
43052	20070630	SECURITY STATE BANK	9036	IRON RIVER	WI	54847	
43155	20070630	First National Bank	12216	Mountain View	MO	65548	
43173	20070630	United Commercial Bank	32469	San Francisco	CA	94111	
43351	20070630	Leonardville State Bank	17685	Leonardville	KS	66449	
43454	20070630	AMERICAN STATE BANK	10204	ERSKINE	MN	56535	
43511	20070630	Union National Community Bank	7635	Mount Joy	PA	175520567	
43641	20070630	The Farmers State Bank	12830	Lanesville	IN	47136	
43744	20070630	Cambridge State Bank	14823	Cambridge	WI	53523	
43856	20070630	THE MINERS NATIONAL BANK OF EVELETH	5141	EVELETH	MN	55734	
43959	20070630	Bridge City State Bank	18155	Bridge City	TX	776110887	
44040	20070630	The First National Bank of Monterey	4364	Monterey	IN	46960	
44134	20070630	First Commercial Bank	26359	Birmingham	AL	35209	
44433	20070630	Intercredit Bank, National Association	25258	Miami	FL	33131	
44602	20070630	Mellon Trust of New England	22295	Boston	MA	2108	
44741	20070630	Citizens Bank	9647	Mooresville	IN	46158	
44750	20070630	Citizens Bank of Newburg	16126	Newburg	MO	65550	
44929	20070630	First National Bank	6637	McConnelsville	OH	437560208	
45038	20070630	STATE BANK OF DAVIS	5740	DAVIS	IL	61019	
45047	20070630	The First National Bank at Paris	14534	Paris	AR	72855	
45056	20070630	Platte Valley Bank	9818	North Bend	NE	686490500	
45430	20070630	JOHNSON COUNTY BANK	22070	MOUNTAIN CITY	TN	37683	
45458	20070630	THE STATE BANK OF LEON	17927	LEON	KS	67074	
45551	20070630	Bank Midwest Mn- Ia N.A.	5170	Fairmont	MN	56031	
45560	20070630	Jefferson Bank	16470	San Antonio	TX	78201	
45627	20070630	First Charter Bank	4886	Charlotte	NC	282622373	
45775	20070630	Iron Workers Bank	28908	Aston	PA	19014	
46053	20070630	The State Bank of Faribault	1610	Faribault	MN	55021	
46941	20070630	FARMERS BANK & TRUST COMPANY	2765	PRINCETON	KY	424450559	
