"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ651	RCONJ652	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AVG DAILY AMT NONINT ACTS GT 250K	AVG DAILY NBR NONINT ACT GT 250K	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
209559																0	4527	176	272	1	29967	2728	16535	14	51302	0	46136	0	0	0	0	0	0	0	0	0	0	0	0.00	1420	4		
209830																0	9770	283	895	3	93577	5728	32185	38	136427	0			0	0	0	0	0	0	0	0	372	2025	5.00	2485	6		
209858																0	9258	625	265	1	157796	13853	99042	114	266361	0			0	0	0	0	0	0	0	0	0	16149	18.76	15554	24		
210238																0	19428	3843	657	2	247047	24650	112524	122	379656	0			0	0	0	0	0	0	0	0	0	40233	40.12	36307	37		
210256																0	7033	808	535	2	67975	14125	22289	31	97832	0			0	0	0	0	0	0	0	0	0	2878	3.0000	4261	6		
210434	65114365	49543212	60511080	47181170	1614484	0	0	52076	150000	200000	231638	767070	49543212	47177011	9019926	0	171306	5861	36455	74	3209735	92488	12153657	5554													0	0	0.00	6292412	2563		
210452																0	2164	165	430	1	17676	1868	557	2	20832	5			0	0	0	0	0	0	0	0	0	572	2.00	557	2		
210555																0	9312	448	1066	3	71563	7229	13729	29	95670	0			0	0	0	0	0	0	0	0	0	4237	6.09	6700	11		
211114																0	13117	303	709	2	60629	11485	25415	40	99870	0			0	0	0	0	0	0	0	0	0			0	0		
211338																0	8292	210	785	2	76232	6241	20886	36	106195	0			0	0	0	0	0	0	0	0	0	1319	3.00	0	0		
211851																0	5617	743	0	0	40385	5492	4825	12	50827	0			0	0	0	0	0	0	0	0	0	458	0.99	466	1		
211954																0	2183	194	0	0	25249	2932	4234	11	31666	0			0	0	0	0	0	0	0	0	0	2055	4.89	0	0		
212018																0	35192	1299	979	3	234507	23820	47480	69	318158	0			0	0	0	0	0	0	0	0	0			6741	9		
212335																0	3547	297	252	1	47109	5140	11272	21	62180	0			0	0	0	0	0	0	0	0	0	5842	7.1100	1849	3		
212344																0	8095	360	0	0	53360	5765	5339	11	66793	0			0	0	0	0	0	0	0	0	0			0	0		
212465	60800138	2545026	62510824	2244586	1079939	399022	0	0	0	0	756021	0	2321032	1939465	21792344	0	909414	68649	107412	264	21900702	2399808	35337584	19362													0			10764268	6800		
212522																0	48322	1936	4485	13	351714	41954	166995	199	571516	0			0	0	0	0	0	0	0	0	0	34892	49.55	36496	45		
213538																0	6561	222	549	2	93364	6636	26033	60	126507	0			0	0	0	0	0	0	0	0	0	12236	27.00	14396	29		
213912																0	1387	111	0	0	66891	7633	11735	20	80013	0			0	0	0	0	0	0	0	0	0	6359	10.00	7451	12		
213958																0	1885	140	284	1	37793	5267	16301	22	56263	0	53179	0	0	0	0	0	0	0	0	0	3000			10836	10		
