"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RIADG377	
	REAL ESTATE LOANS, TOTAL	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	CMRCL IND LN MEAS AT FV	LN TO INDV FOR HH FAM PERS EXPND	LN TO INDV FOR HH EXPND OTHR CRDT PL	LN TO INDV FOR HH EXPND OTHR CNSMR L	OTH LN MSRD AT FV	UNPD PRIN BAL OF CMRL IND LN	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN TO IND HH AND OT	UNPD PRIN BAL OF OTHR LN	LN SEC BY REAL ESTATE	UNPD PRIN BAL OF LN SEC BY REAL EST	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	PLDG LN AND LEASE	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	LOANS FOR PURCHASING SECURITIES	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	TOTAL CARRY AMT OF CLS-END LN NEG AM	TOTAL MAX REMAINING NEG AMRTZ PERMIT	TOTAL AMT NEG AMRTZ ON CLS-END LN IN	LN SEC 1-4 RES PROP IN DMST OFC	LN SEC 1-4 RES PROP IN PROC OF FCLS	LN SEC CNST LAND DEV AND OTHR LAND L	LN SEC FARMLAND	RVLVG OE LN SEC 1-4 FAM RES PROP	RVLVG CLS LN SEC 1-4 FAM RES PROP	RVLVG CLS LN SEC JR 1-4 FAM RES PROP	LN SEC MLTI FMLY RES PROP	LN SEC NONFARM NON RES PROP	CMRCL IND LN MEAS AT FV	LN TO INDV FOR HH FAM PERS EXPND	LN TO INDV FOR HH EXPND OTHR CRDT PL	LN TO INDV FOR HH EXPND OTHR CNSMR L	OTH LN MSRD AT FV	UNPD PRIN BAL OF CONS LND DEV AND OT	UNPD PRIN BAL OF LN SEC BY FRM LAND	UNPD PRIN BAL OF LN SEC RVLV CRDT	UNPD PRIN BAL OF LN SEC RVLV RES PRO	UNPD PRIN BAL OF LN SEC RVLV RES PRO	UNPD PRIN BAL OF LN SEC BY MFAM RES 	UNPD PRIN BAL OF LN SEC BY NONFRM RE	UNPD PRIN BAL OF CMRL IND LN	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN TO IND HH AND OT	UNPD PRIN BAL OF OTHR LN	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	CNSTRCTN DEV & OTHR AMT LN INT RSRV	PLDG LN AND LEASE	ALL OTHR LN (EXCLUDE CONSUMER LN)	LN NDEP FNCL INST	OTHER LOANS	HECM REVERSE MTG	PROPRIETARY REVERSE MTG	EST NBR FEE PAID RFRL HECM REVERSE M	EST NBR FEE PAID PROPRIETARY REVERSE	PRIN AMT SOLD HECM REVERSE MTG	PRIN AMT SOLD PROPRIETARY REVERSE MT	CNSTRCTN DEV & OTHR AMT INT CAP	
37																																																										0	1620	0		219	0			3203	0	7518	0	4156	45531	0	0	0	20924	128	0	16677	1283	3656	8249	5509	1741	53	7190	4616	6691	3254	1553	0								0	0			0	0	948	0	4537	2211			0			203	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	67	0	0	0	0	0	0		
242																																																										0	3732	0		4150	0			1405	27	2855	0	0	23226	0	0	0	7731	42	0	6686	203	1554	4055	1114	742	0	9096	3163	1904	1109	223	0								0	0			0	0	0	0	0	3268			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		7730		0	16	0	0	0	0	0	0		
279																																																										0	466	2189		218	0			1818	724	5954	0	169	75752	75	0	56	47849	582	1109	6129	242	868	965	1328	13556	30890	2963	2074	3583	3407	10405	5546								0	0			0	0	459	4020	3377	8002			0			0	42																									0	0	0	0	0	0	0	0	0	0	0	0		26556		0	0	0	0	0	0	0	0		
354																																																										0	1229	0		777	0			464	0	856	0	0	4532	0	0	0	1206	0	661	1033	661	3	32	0	331	165	1105	652	775	203	524	0								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
457																																																										0	3743	313		7124	0			6002	0	2746	0	440	31765	0	0	0	6156	876	5244	17049	472	1407	3675	272	0	0	7999	7530	7220	2266	43	441								0	0			0	0	628	389	1980	1313			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		14037		0	55	0	0	0	0	0	0		
505																																																										0	0	6014	0	0	0	15786	0	15786	15011	30299	0	8422	234544	5711	0	0	116826	3520	27426	19803	2366	15280	6486	7422	22920	60075	27053	9650	22691	19763	29811	11254	0	0	0	0	0	0	0	0	418	0		0	0	252	2544	20703	18519	0	0	0			0	1511																									0	0	0	0	0	0	0	0	0	0	0	0		115708	61	1880	61	0	0	0	0	0	0		
1155																																																										0	6122	465		8523	1773			38202	727	5754	0	2170	139127	0	0	0	19681	3813	542	46480	1888	1182	5805	9149	887	509	36891	13419	23952	32904	7925	799								512	204			0	0	754	2292	18663	28359			0			0	182																									0	0	0	0	0	0	0	0	0	0	0	0		139127		919	1967	0	0	0	0	0	0		
1351																																																										0	10522	0		4691	6068			18673	0	9786	0	0	71032	0	0	0	12420	0	12353	45073	2888	8485	527	133	321	0	16422	28651	7935	3918	523	0								0	0		0	0	0	0	0	0	14888			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	52	0	0	0	0	0	0		
1454																																																										0	4683	1664	0	2398	0	27204	0	27204	4936	26095	0	0	220851	824	0	29	87685	5276	3786	24907	3124	3037	4679	7625	48032	21188	12494	12486	25030	47704	28377	7199	0	0	0	0	0	0	0	0	1170	0		0	0	599	3268	34714	21934	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	49	0	49	0	0	26	0	0	0		
1557																																																										0	7316	0		18768	0			1557	0	1043	0	0	33198	0	0	0	2498	0	0	11515	60	156	553	494	1235	0	1975	9324	4781	6793	7128	699								0	0		0	0	0	0	0	1799	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	217	0	0	0	0	0	0		
1669																																																										0	293	191		1841	802			10337	0	12458	0	2109	83848	0	0	0	43215	1585	26957	10063	60	808	967	1830	18565	20711	3328	8150	9576	9830	8507	565								0	0			0	0	882	592	8254	1892			0			0	231																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	199	0	0	0	0	0	0		
1829																																																										0	0	15519	0	0	0	21700	0	21700	7736	194	0	0	256921	314	23781	0	93918	13674	12756	37330	1584	1311	8542	7242	35598	39302	28294	6141	40133	34616	43122	6431	0	0	0	0	0	0	0	760	1241	0		0	0	1751	7222	36569	33104	0	23781	0			0	131																									0	0	0	0	0	0	0	0	0	0	0	0		36015	66	0	66	0	0	0	0	0	0		
1856																																																										0	5591	0		359	0			26799	0	772	0	0	38753	0	0	0	2088	93	1363	6745	106	2	430	513	915	66	861	5799	1423	13028	15196	229								0	0			0	0	0	0	2842	209			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
2040																																																										0	5549	9511		949	1870			14896	2014	3408	0	0	148870	0	0	0	28826	887	278	70448	5159	9569	12345	846	98	148	24768	30952	51015	3513	6099	257								383	0			0	0	1551	14326	31573	34964			0			262	1041																									0	0	0	0	0	0	0	0	0	0	0	0		24947		0	33	0	0	0	0	0	0		
2161																																																										0	70	0		4395	0			13755	0	8572	0	0	60351	1	0	0	30105	110	20733	20714	969	8717	6391	4210	6332	3486	3861	7167	6406	6573	5817	397								344	0			0	0	123	0	2842	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	36	0	0	0	0	0	0		
2376																																																										0	0	417427	0	0	6411	22104	0	22104	8983	456	0	0	1633755	0	0	7835	216958	18994	45463	104016	538	8026	15426	23554	74386	94533	37060	79230	147225	143222	713076	262931	0	0	0	0	0	0	0	0	0	0		0	0	19300	97072	66203	766258	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		1176088	0	0	0	0	0	0	0	0	0		
2554																																																										0	2120	0		1420	0			740	0	324	0	6	5244	0	0	0	476	18	265	1029	80	69	73	69	69	116	2763	110	228	843	825	0								0	0			0	0	0	0	94	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	46	0	0	0	0	0	0		
2732																																																										0	393	78238	0	0	489	69798	0	69798	6452	4272	0	0	383163	265	0	0	24980	1447	7520	80325	5839	1985	3036	1628	395	10806	96973	47699	101803	20298	5782	78490	0	0	0	0	0	0	0	0	0	0		0	0	7574	7205	100526	82326	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	217	0	217	0	0	0	0	0	0		
2750																																																										0	7895	447		18271	0			2448	0	1710	0	0	36165	0	0	0	2675	193	250	17063	266	294	1263	802	47	0	14301	5132	4125	6987	397	871								0	186			0	0	121	155	550	1465			0			0	3																									0	0	0	0	0	0	0	0	0	0	0	0		11222		0	49	0	0	0	0	0	0		
3252																																																										0	19316	0		30507	0			10874	0	5403	0	1450	74058	0	122	0	679	0	442	0	0	392	25	76	160	0	24534	27000	15018	2912	2120	7								0	0			0	0	0	892	0	4720			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		17980		0	95	0	0	0	0	0	0		
3458																																																										0	4987	374		781	562			3134	0	863	0	0	14809	0	70	0	2693	26	0	4446	81	571	1597	267	0	177	1574	3015	3452	1496	1065	1247								0	0			0	0	0	977	14	890			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
3720																																																										0	6488	255		5440	1185			11597	3424	7529	0	1126	111991	0	0	1815	23006	1065	1118	30468	678	4128	8213	7597	2138	0	14968	14177	19854	34791	4632	501								0	283			0	0	1592	8906	30384	10256			0			1507	0																									0	0	0	0	0	0	0	0	0	0	0	0		20874		0	640	0	0	0	0	0	0		
3953																																																										0	9495	956		15167	0			38747	0	6576	0	0	112568	0	0	0	11702	2395	1668	43110	2296	1495	4513	3129	68	0	48823	12217	12683	5975	2783	1282								0	0			0	0	4674	482	15054	7257			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	16251		0	63	0	0	0	0	0	0	0	
4138																																																										0	354	1750		0	0			10004	3209	7923	0	138	119101	87	0	0	45452	942	17669	14757	3391	8843	12383	10436	8394	1691	18614	13740	9306	8375	5792	16258								0	42			0	0	3004	8353	15218	22624			0			464	545																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	175	0	0	0	0	0	0		
4156																																																										0	13134	9785		11106	0			15251	2597	2835	0	0	133708	0	1076	0	30154	2604	152	33463	1064	4126	3570	3485	15936	1745	13925	19676	30011	17804	20613	568								0	0			0	0	3477	1773	16084	23832			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		50487		0	0	0	0	0	0	0	0		
4231																																																										0	12813	0		976	0			6316	0	7533	0	700	80589	0	0	0	14052	0	0	41681	967	2641	7128	2803	371	0	13606	26035	20649	5419	745	0								0	0			0	0	229	275	10563	27107			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	25	0	0	0	0	0	0		
4437																																																										0	7651	1807		318	1385			13197	8517	7430	0	333	154981	213	0	0	53781	4801	40121	29897	3218	4929	30614	8275	3318	1491	40109	7395	32423	10403	4988	0								0	2498			0	0	162	12735	35172	6721			0			296	110																									0	0	0	0	0	0	0	0	0	0	0	0		144862		0	71	0	0	0	0	0	0		
4839																																																										0	0	36338	0	0	5966	9082	0	9082	5800	1509	0	0	235988	0	0	0	27001	1750	3427	104431	5813	7845	9032	3369	752	0	64277	32029	61421	46299	2456	0	0	0	0	0	0	0	0	0	449	0		0	0	7175	16969	71590	57090	0	0	0			0	190																									0	0	0	0	0	0	0	0	0	0	0	0	11615	57857	1235	0	1235	0	0	0	0	0	0	47	
5005																																																										0	0	13417	0	0	2160	2889	0	2889	4777	140	0	0	239416	0	0	0	116002	5683	49246	19355	3560	11032	15885	6590	14969	61808	12569	10024	29948	32017	24940	9743	0	0	0	0	0	0	0	0	76	0		0	0	11022	6521	44761	34091	0	0	0			0	298																									0	0	0	0	0	0	0	0	0	0	0	0	10740	107768	37	0	37	0	0	0	0	0	0	68	
5069																																																										0	0	7625	0	0	2161	2542	0	2542	1832	0	0	0	376502	2693	0	0	37198	475	7625	247589	1960	2613	0	25000	0	0	206279	45596	49416	26074	2204	0	0	0	0	0	0	0	0	0	0	25045		0	0	3364	25239	262892	38028	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		141639	0	0	0	0	0	0	0	0	0		
5135																																																										0	51404	1989	0	26606	0	26189	0	26189	0	10374	0	6687	227382	0	0	0	52689	1693	15084	149022	10469	16467	21720	1083	2735	203	65606	57034	36438	5147	7380	2813	0	0	0	0	0	0	0	516	0	0		0	0	341	12619	24215	12060	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		39654	0	0	0	0	0	0	0	0	0		
5210																																																										0	15621	31654	0	2856	0	33093	0	33093	48857	11013	0	14495	669344	0	0	0	267808	29702	112043	45591	15165	24888	27563	42619	86063	70514	70548	40633	144303	64035	41951	26405	0	0	0	0	0	0	0	0	3163	0		0	0	6337	22853	95532	83143	0	0	0			0	1593																									0	0	0	0	0	0	0	0	0	0	0	0		98750	3217	0	3217	0	0	0	0	0	0		
5331																																																										0	0	65151	0	0	0	4018	0	4018	10462	326	0	0	143458	113	0	726	15762	429	3158	34991	551	2636	7717	2598	1119	653	32042	9693	34636	39623	4552	0	0	0	0	0	0	0	0	0	80	0		0	0	0	15834	6239	23237	0	0	0			159	0																									0	0	0	0	0	0	0	0	0	0	0	0		42965	2033	0	2033	0	0	0	0	0	0		
5461																																																										0	9960	11072	0	1417	3893	48357	0	48357	17100	9079	0	0	354920	283	0	27465	30150	2236	5163	121670	2263	5354	6036	12137	2573	808	49315	64747	95765	100788	9180	399	0	0	0	0	0	0	0	0	366	0		0	0	694	21166	89476	102953	0	0	0			1522	0																									0	0	0	0	0	0	0	0	0	0	0	0		95843	11177	0	11177	0	0	0	0	0	0		
5751																																																										0	8913	351		20718	0			7318	0	3660	0	924	53475	0	826	0	9845	0	1623	11856	36	504	777	545	4930	3034	11431	3273	6672	8538	8843	2773								0	9			0	0	89	338	376	103			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		8781		0	5	0	0	0	0	0	0		
6039																																																										0	3404	70		4749	454			8734	0	3953	0	1614	56544	20	0	0	6787	1232	187	25029	473	839	2147	928	1697	2	23215	9924	8543	3424	2271	0								515	84			0	0	215	5238	0	19585			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	384	0	0	0	0	0	0		
6141																																																										0	3332	0		3280	0			1601	0	4161	0	245	23957	0	0	0	6773	0	370	9211	190	243	750	2714	2705	138	4828	3951	2201	3126	2610	464								0	0			0	0	0	0	0	4558			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	7	0	0	0	0	0	0		
6329																																																										0	6488	616	0	3839	489	40032	0	40032	5844	90375	0	128	368083	0	0	0	78026	5092	1649	142082	7679	21566	33919	8278	1975	80	41765	71737	78796	60639	13714	0	0	0	0	0	0	0	0	1188	1469	0		0	0	17175	59577	32461	23305	0	0	0			504	4603																									0	0	0	0	0	0	0	0	0	0	0	0	14123	7561	961	1507	961	0	0	0	0	0	0	12	
6972																																																										0	8440	40527	89	2238	143	79787	0	79787	38713	1130	0	12290	527712	0	2055	8504	25918	2650	7175	158939	1325	2867	2738	3221	6221	9332	91881	112727	143513	40293	78036	5901	0	0	0	0	0	0	0	0	3099	0		0	0	15007	82340	59946	151736	0	2055	0			306	0																									0	0	0	0	0	0	0	0	0	0	0	0	79563	242433	1746	1	1835	0	0	0	0	0	0	295	
7009																																																										0	0	0	2434	0	0	71452	0	71452	0	217538	0	0	302073	0	0	0	0	0	0	258361	0	0	0	0	0	0	250453	7908	43712	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	10649	2434	0	0	0	0	0	0		
7045																																																										0	3514	0		4769	0			3484	659	11143	0	941	68787	0	0	0	26041	303	23578	8754	137	789	5609	8231	4771	5706	2867	4961	11588	13742	4602	4128								523	13			0	0	115	1681	9055	6546			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
7157																																																										0	2432	172		2622	0			6726	0	4039	0	0	26299	0	0	0	8586	0	0	13302	824	1746	5904	17	0	0	2973	7759	5313	1150	47	382								0	0			0	0	0	0	0	1722			0			0	95																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
7456																																																										0	4782	0		9522	0			8541	0	1715	0	0	32233	0	0	0	2401	256	0	13789	10	204	1262	925	0	0	12910	1203	6455	7709	1555	0								0	0		0	0	0	364	883	1720	1977			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	72	0	0	0	0	0	0		
7634																																																										0	4062	0		1197	0			5701	0	4238	0	3	51241	0	0	0	13397	461	912	12891	2304	2494	6304	898	406	0	7785	10783	15705	2735	294	0								0	0			0	0	5	3640	226	18307			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		10943		0	4	0	0	0	0	0	0		
8033																																																										0	21189	701		2733	2294			20449	0	6297	0	0	124111	0	0	0	30422	1655	746	33591	4081	8361	14184	3471	290	35	29510	16277	27221	17178	3194	0								0	0			0	0	5284	16894	14076	3831			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	22944		0	580	0	0	0	0	0	0	0	
8462																																																										0	4329	0		7995	0			10137	0	8141	0	423	34967	0	0	0	1776	478	0	9667	0	0	15	87	623	1051	13237	5027	5631	6159	2632	495								0	0			0	0	0	0	1566	122			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
8631																																																										0	197	0		16	12			7046	0	7919	0	0	33291	0	0	0	13802	106	0	4402	88	123	225	540	6696	6021	2103	2088	2678	4860	7125	487								0	0			0	0	0	328	3873	0			0			40	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	4	0	0	0	0	0	0		
9357																																																										0	0	0	0	0	0	91536	0	91536	4326	6278	0	0	312793	0	0	0	165834	684	0	243439	163939	0	290	0	560	1045	91069	6158	24230	24036	1466	0	0	0	0	0	0	0	0	0	441	0		0	0	0	0	36719	6848	0	0	0			1107	0																									0	0	0	0	0	0	0	0	0	0	0	0		251317	127	0	127	0	0	0	0	0	0		
9553																																																										0	21649	1857		33642	0			3709	0	1776	0	0	72813	0	0	0	7176	98	57	28513	590	506	1439	2357	1874	410	45633	425	3406	9934	5364	682								0	0			0	0	905	0	846	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		24316		0	1155	0	0	0	0	0	0		
9807																																																										0	0	18492	0	0	84606	85739	0	85739	94332	708	0	0	1565761	1510	0	0	424310	26694	67518	471051	57943	21628	26466	19925	100072	181999	392594	142876	286160	136647	67894	25698	0	0	0	0	0	0	0	0	159	0		0	0	172046	402402	136459	205689	0	0	0			1192	16043																									0	0	0	0	0	0	0	0	0	0	0	0	116128	325159	241	0	241	0	50017	0	0	0	0	749	
9955																																																										0	15802	0		7808	0			8236	1739	2572	0	0	58525	0	1247	0	10075	67	3409	28786	1157	2994	2041	820	1279	1738	10268	14446	12298	7699	3436	299								0	13			0	0	600	2005	0	8361			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		13229		0	0	0	0	0	0	0	0		
10250																																																										250	899	6090	0	0	15650	58260	0	58260	13823	16480	0	1983	314724	0	449	0	40368	17137	13327	85947	4253	4295	18837	8697	995	699	28035	54028	93858	68500	8157	390	250	0	250	0	0	0	0	303	1246	0		0	0	2101	30923	82204	42069	0	449	0			1268	57																									0	0	0	0	0	0	0	0	0	0	0	0	0	117755	139	0	139	0	0	0	0	0	0	0	
10849																																																										501	7626	34630	0	4602	10238	11095	0	11095	417	2164	0	770	201243	0	0	0	38372	2827	28028	49284	3624	13409	11574	7792	1262	6	54276	25600	55234	19873	5019	98	0	0	0	501	0	0	0	0	0	0		0	0	3424	19292	28746	46586	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	18967	129	62	129	0	0	0	0	0	0	0	
10858																																																										25000	24632	6320	0	35719	0	45357	0	45357	4746	13784	0	3854	273419	0	0	0	28826	7875	3496	96008	1413	4212	4759	8973	6124	2983	85700	19177	65381	58351	12390	110	25000	0	25000	0	0	0	0	0	676	0	0	0	0	2445	7348	37369	28633	0	0	0			0	135																									0	0	0	0	0	0	0	0	0	0	0	0		6599	835	0	835	0	0	0	0	0	0		
