"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RIADG377	
160454																																																										0	6745	460		4880	0			9593	0	5856	0	0	65502	14	0	0	17114	216	1672	18185	1014	2081	7745	1744	1062	3318	7828	9262	16332	8540	5785	528								0	0			0	0	4170	3778	9701	2082			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	921	0	0	0	0	0	0		
160557																																																										0	3769	0		5033	0			1081	0	295	0	0	10703	0	0	0	287	0	0	4913	174	0	1	51	61	0	2687	2246	1282	1262	2939	0								0	0			0	0	0	0	40	198			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
160614	0	32305	0	0	32553	0	109044	0	0	173902	0	0	166402	163402	3000	4500	3000	0	0	0	0	0	0	0	0	0	0		0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0		32553	0	32553	0	109044	0	0	173902	0	0		0	0	0		0	0	0	0	0	0							0			0	0			0	0					0	0	0	0			0			0	0																																							32055	0	32305	0	0	0	0	0	0		
160650																																																										0	624	13326	0	0	5657	55023	0	55023	10903	3151	0	5164	350434	128	1243	0	94170	8573	268	146881	14588	27709	45665	1070	521	1441	34612	73640	104275	23158	10605	3801	0	0	0	0	0	0	0	174	68	0		0	0	4717	15698	103066	34549	0	1243	0			8419	1465																									0	0	0	0	0	0	0	0	0	0	0	0		72985	113	0	113	0	0	0	0	0	0		
160959																																																										0	7771	77997	0	965	105	98592	0	98592	1908	7315	0	13371	614238	0	113910	0	115999	10059	84427	133673	6626	12800	45092	16603	14240	19356	40371	104339	140148	98706	79749	30869	0	0	0	0	0	0	0	1238	0	0		0	0	4862	14018	90896	54293	0	113910	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		360592	194	850	194	0	0	0	0	0	0		
161273																																																										0	0	30586	0	0	599	41743	0	41742	15870	567	0	0	332943	0	0	0	84169	6055	39545	14084	2412	19647	9604	6765	21112	24499	25323	23044	78716	66206	47342	7266	0	0	0	0	0	0	0	78	0	0		0	0	3517	12556	58760	79006	0	0	0			279	0																									0	0	0	0	0	0	0	0	0	0	0	0		193671	37	0	37	0	0	0	0	0	0		
161433																																																										0	6935	0		503	0			7688	1011	11760	0	550	86730	0	0	0	37070	5085	32673	20693	2093	7987	20197	6412	134	134	5845	13391	8918	6155	7134	5452								0	0			0	0	453	0	7036	8429			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	210	0	0	0	0	0	0		
161602																																																										0	268	57929	0	90	0	211977	0	211977	84171	210185	0	0	1204156	0	0	0	247066	13450	5749	54148	8219	5357	41091	15409	166066	5700	266584	129033	376891	150010	16501	1862	0	0	0	0	0	0	0	0	3131	0		0	0	11333	11334	134769	218453	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		689034	0	0	0	0	0	0	0	0	0		
162337																																																										0	8452	1264	0	221	800	82	0	82	10712	66962	0	1661	314257	0	0	0	111579	5678	6978	103455	12962	17209	46506	29039	3837	705	37020	52761	52298	36762	13525	911	0	0	0	0	0	0	0	438	0	0		0	0	5507	50380	26978	23494	0	0	0			1601	448																									0	0	0	0	0	0	0	0	0	0	0	0	0	109591	849	0	849	0	0	0	0	0	0	0	
163343																																																										0	4833	1196		2781	753			7795	621	3235	0	0	44388	10	18	0	15450	917	10551	5825	246	985	741	321	2823	10079	6105	3117	3324	2515	6894	6267								0	0		0	0	0	487	144	5199	1722			0			0	129																									0	0	0	0	0	0	0	0	0	0	0	0		10174		0	0	0	0	0	0	0	0		
163370																																																										0	0	14125	0	0	0	7626	0	7626	11963	458	0	0	233052	0	0	0	97150	3488	23712	14696	3575	5589	9613	5506	36626	35488	19461	4392	20461	40446	45552	519	0	0	0	0	0	0	0	0	168	0		0	0	2625	6634	36457	52358	0	0	0			145	0																									0	0	0	0	0	0	0	0	0	0	0	0		14271	0	0	0	0	466	0	0	0	0		
163549																																																										0	1515	14311	0	512	16122	146005	0	146005	48791	4173	0	5630	764925	0	0	0	141511	19378	5011	323286	17920	26680	34757	12939	34219	9325	137957	170713	200840	73047	24556	3529	0	0	0	0	0	0	0	0	233	0		0	0	14620	73746	220178	73357	0	0	0			0	513																									0	0	0	0	0	0	0	0	0	0	0	0	0	160894	965	0	965	0	0	0	0	0	0	0	
163857																																																										0	5596	1036		5420	0			7440	0	5268	0	0	75580	0	2248	0	21489	1413	13480	19075	642	1940	2393	163	3220	13132	6297	10196	16304	11688	8781	549								172	0			0	0	312	5493	4235	10766			0			810	0																									0	0	0	0	0	0	0	0	0	0	0	0		14227		277	4415	0	0	0	0	0	0		
164032																																																										0	4984	1417		1293	2490			25210	2343	8202	0	708	131795	0	0	0	45637	1414	12387	37739	16122	3265	8648	3361	10678	1581	20751	23896	24129	11679	5035	116								446	0			0	0	5031	1052	13960	20012			0			1814	0																									0	0	0	0	0	0	0	0	0	0	0	0		42		0	86	0	0	0	0	0	0		
164153																																																										0	2435	184		1325	976			15806	726	3947	0	0	54835	0	0	1666	7455	2413	124	15055	43	819	780	1258	3182	1374	5337	8856	8396	7803	8960	6292								0	241			0	0	982	855	12249	6217			0			0	10																									0	0	0	0	0	0	0	0	0	0	0	0		24295		0	0	0	0	0	0	0	0		
164331																																																										0	0	0		0	0			16605	980	13062	0	0	112372	0	0	0	60853	1573	981	10771	1457	985	2365	6503	35234	14251	6617	7879	8308	10613	14738	2650								0	0			0	0	0	1447	11120	6701			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	31	0	0	0	0	0	0		
164377																																																										0	0	3641		0	0			384	1985	420	0	117	108001	499	0	0	86048	2598	3766	5327	1004	3313	1333	2376	11389	66105	5327	2	627	1303	1388	13609								0	2885			0	0	0	0	0	10414			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	8	0	0	0	0	0	0		
164854																																																										0	16508	4110		5569	0			16353	7936	4203	0	3605	164925	0	165	0	29843	6551	15484	32576	1616	5119	14036	3935	1790	2211	17747	30143	40372	31264	11175	438								0	70		0	0	0	4712	7517	48716	8972			0			0	325																									0	0	0	0	0	0	0	0	0	0	0	0		23038		0	95	0	0	0	0	0	0		
164957																																																										0	1690	515		2177	0			3094	554	2224	0	0	39120	0	8	0	15890	901	4376	9573	1247	5346	7239	1800	70	188	2897	4605	5877	3897	4548	722								0	6			0	0	1479	1380	0	9197			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		9480		0	5	0	0	0	0	0	0		
164975																																																										0	0	1152		0	0			15	2028	2890	0	0	66012	0	0	0	52695	2547	20055	162	371	6562	12211	1275	8298	22635	2446	2588	3789	1617	2284	552								0	2			0	0	0	0	4682	0			0			0	537																									0	0	0	0	0	0	0	0	0	0	0	0		49638		0	1	0	0	0	0	0	0		
165039																																																										0	1129	1188		0	97			2222	3415	5876	0	2907	105882	0	0	0	53313	567	33367	20012	2307	5912	19835	1040	10214	10865	5862	5931	21017	4380	5541	4381								0	434			0	0	1040	9275	8887	15629			0			890	2472																									0	0	0	0	0	0	0	0	0	0	0	0		105882		0	0	0	0	0	0	0	0		
165628	3348792	24290	15002	9277	825200	0	47033	0	25454	4323328	0	6726	944172	1226296	432205	666211	573959	598754	136349	0	0	0	0	0	28000	4216	0		1636399	1349932	0	5341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1786438	0	69253	251501	2291	15002		825200	0	825200	406294	47033	0	25454	4323328	0	5341		615965	69468	358882		71041	168170	77759	37630	125686	124024							0			0	0			28000	4216					16737	269392	839421	810761			0			2767	16791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															5420	16579	7711	0	0	0	0	0	0		
165758																																																										0	3141	949		86	770			4332	8158	1165	0	256	57300	0	0	0	7307	1042	0	26215	1734	1345	3967	163	0	0	17361	12306	12235	2485	2904	36								0	36			0	0	978	8799	9180	10174			0			497	0																									0	0	0	0	0	0	0	0	0	0	0	0	460	16681		1661	36	0	0	0	0	0	0	2	
165806																																																										0	42333	31527	0	65670	0	105406	0	105406	38113	9239	0	0	584140	0	0	0	103861	8184	39584	86459	1771	4686	11919	7974	48734	27957	55405	77259	88347	104172	104321	44410	0	0	0	0	0	0	0	0	846	0		0	0	13129	21437	78917	65371	0	0	0			0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		75881	107	0	107	0	0	0	0	0	0		
166111																																																										0	0	1061		0	0			1072	7353	5152	0	0	199806	0	0	378	174677	4375	147566	568	17634	60286	21469	35558	19683	18002	3409	11969	2966	3840	2085	808								0	0		0	0	0	1445	270	934	3403			0			0	852																									0	0	0	0	0	0	0	0	0	0	0	0		101100		0	64	0	0	0	0	0	0		
166531																																																										0	28382	22		4641	0			13664	4127	11035	0	1143	148402	163	0	0	41914	658	8322	62304	5878	13613	16225	2989	1839	795	18283	36625	27043	6521	14600	97								0	252			0	0	7106	3442	18489	13685			0			0	95																									0	0	0	0	0	0	0	0	0	0	0	0		41914		0	5	0	0	0	0	0	0		
166652																																																										0	27056	17642	39	27201	12763	141018	0	141018	33620	31750	0	0	529704	0	0	0	37157	12743	5550	299621	7340	12882	10842	1822	1201	880	117999	161400	133646	43005	18967	0	0	0	0	0	0	0	0	0	491	0		0	0	0	63757	52037	78057	0	0	0			0	1827																									0	0	0	0	0	0	0	0	0	0	0	0	5942	210420	7136	0	7175	0	0	0	0	0	0	105	
166803																																																										0	2055	51211	0	490	0	90517	0	90517	42269	6050	0	72261	910741	0	0	0	376173	4539	16301	133636	3172	4463	20183	14188	169778	162943	46895	101079	121892	134677	101912	26242	0	0	0	0	0	0	0	0	235	0		0	0	6286	10134	121556	107128	0	0	0			317	0																									0	0	0	0	0	0	0	0	0	0	0	0		191962	19837	0	19837	0	0	0	0	0	0		
166849																																																										0	18444	0		4849	0			723	0	3281	0	0	39413	0	0	0	7167	274	0	10770	683	2246	4176	0	0	62	3905	6655	13669	5692	1297	384								0	12			0	0	43	0	87	4533			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
167060																																																										598	6635	42584	0	0	8095	60861	0	60861	40023	1081	0	34	484352	320	0	10806	30131	1309	15149	92796	3024	3406	1514	5540	13765	1835	168638	82668	71034	72020	44516	0	598	0	598	0	0	0	0	1236	63	0		0	0	6167	21410	68955	203276	0	0	0			1574	70																									0	0	0	0	0	0	0	0	0	0	0	0		392180	309	0	309	0	0	0	0	0	0		
167453																																																										0	8450	1196		5509	353			8807	1754	3258	0	782	61381	0	0	0	16169	3959	142	23979	1484	5816	7236	924	63	0	9886	10331	16339	4669	2039	105								632	183			0	0	1328	2546	4760	1991			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		15199		0	57	0	0	0	0	0	0		
167556																																																										0	2759	536		2689	0			2387	2024	3257	0	0	39977	0	93	0	15773	344	5532	14536	1137	2760	5403	1531	2296	2465	7415	7483	4639	1597	1905	868								0	2		0	0	0	1222	1289	3244	4293			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	65	0	0	0	0	0	0		
167565																																																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		
167752																																																										0	1074	376		1986	0			2058	325	930	0	0	11768	0	628	0	3213	81	2526	2498	50	516	1446	384	668	149	1066	2529	1716	2291	821	132								0	0			0	0	0	0	0	1083			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		1225		0	14	0	0	0	0	0	0		
167864																																																										0	1559	4874		911	0			98833	0	9415	0	0	169045	0	0	0	15732	80	848	82991	1212	1605	3226	8063	1626	0	70866	29361	28994	19067	2075	862								0	0			0	0	7596	9616	10405	9950			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	74	0	0	0	0	0	0		
168441																																																										0	287	26201		0	1112			15361	18852	1345	0	938	178714	0	0	89	49340	6601	14348	26935	1245	3160	4467	3488	4649	31637	18130	16790	29568	18330	20913	20057								0	95			0	0	1208	12408	18430	27597			0			0	386																									0	0	0	0	0	0	0	0	0	0	0	0		129890		0	51	0	0	0	0	0	0		
168571																																																										0	230	0		132	0			2717	731	2211	0	224	29487	19	0	0	12487	535	1439	1387	197	890	2353	1907	5795	1028	1202	2456	5197	5545	1998	0								0	0			0	0	0	1261	6965	2013			0			0	67																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
169073																																																										0	947	20389	0	0	10244	74176	0	74176	15365	2628	0	0	382648	36	484	0	91079	5554	23214	116045	9177	1725	16259	14845	22263	23445	119261	17272	64683	43902	28322	4204	0	0	0	0	0	0	0	0	151	0		0	0	3236	18327	64686	85662	484	0	0			0	2548																									0	0	0	0	0	0	0	0	0	0	0	0		16271	0	0	0	0	0	0	0	0	0		
169327																																																										0	11826	0		1990	0			21892	18567	4116	0	1367	183303	0	0	0	27591	1304	1380	42692	1318	3636	8219	2470	9872	1829	19017	20000	39989	41079	34675	317								0	375			0	0	4106	2550	36915	50675			0			0	295																									0	0	0	0	0	0	0	0	0	0	0	0		24523		0	29	0	0	0	0	0	0		
169354																																																										0	1690	0		12657	0			14734	0	4020	0	5	39465	0	0	896	1111	0	0	21886	45	59	471	516	20	0	12634	9581	6859	9079	188	0								0	0			0	0	0	307	4723	218			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
169653																																																										0	49343	178424	0	13519	21574	994280	0	994280	401914	24207	0	5988	4533343	4511	1324	14169	668393	42478	322442	1293629	99501	143293	112962	49918	82471	136610	1324153	522337	945924	361283	315737	44757	0	0	0	0	0	0	0	3	6480	0		1407	314	316980	181207	807139	807522	0	1324	2482			86222	23579	0	0	0	54464	6	0	0	0	0	0	0	0	0	0	0	54367	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211678	1965158	38653	0	38653	0	0	0	0	0	0	1581	
169756																																																										0	4085	180	253	1139	0	33108	0	33108	2412	3037	0	0	169712	12	0	0	36128	855	960	10345	632	1894	2576	4929	10543	15554	32203	45078	8528	5174	22184	20407	0	0	0	0	0	0	0	0	0	0		0	0	397	8225	12764	67102	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	39	0	292	0	0	0	0	0	0		
169952																																																										0	5808	379		875	706			5582	956	1812	0	0	48041	0	0	0	12005	2136	0	15954	1179	3723	5528	865	161	230	5041	6776	14246	3915	2416	1336								265	254			0	0	108	3214	8730	5441			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	476	0	0	0	0	0	0		
170051																																																										0	1913	43445	0	0	30075	59474	0	59474	2779	1072	0	14284	368658	216	0	0	14801	1173	4782	172749	6235	5481	1918	865	52	0	113851	101713	103246	16226	1730	5925	0	0	0	0	0	0	0	0	4515	0		0	0	539	45508	24175	155134	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	8264	126194	62	0	62	0	0	0	0	0	0	129	
170257																																																										0	2774	0		7060	0			2315	0	5520	0	114	31111	0	0	0	8313	126	0	8678	381	158	815	2616	4343	0	7047	2596	5786	6377	992	0								0	0			0	0	882	227	3650	111			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	19	0	0	0	0	0	0		
170332																																																										0	0	14206		3	28			7036	4005	31301	0	1343	179995	0	0	0	77982	1236	76263	8305	1457	2913	3906	1717	12166	54257	5650	8539	19814	21468	21603	21000								0	321			0	0	681	4929	26640	10312			0			44	0																									0	0	0	0	0	0	0	0	0	0	0	0		147127		0	0	0	0	0	0	0	0		
170640																																																										0	1591	0		2440	0			698	0	3558	0	0	13188	0	0	0	3899	447	43	2002	43	559	491	809	1997	0	1959	1026	2195	2188	1860	0								0	17			0	0	0	0	378	160			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
170716																																																										0	0	0	0	5230	31108	521190	3808	524998	0	1065026	0	174953	3557422	4759	0	0	962178	10258	14	1417430	149141	47952	101477	87098	258493	235133	1234412	245241	551944	263264	64574	235	0	0	0	0	0	0	0	54444	6370	0	0	0	0	123686	55421	0	573625	0	0	0			58103	57540																									0	0	0	0	0	0	0	0	0	0	0	0		2139707	5992	0	5992	0	0	0	0	0	0		
170976																																																										0	0	4738		0	0			0	3857	542	0	0	35857	142	0	0	20596	1842	9717	37	1601	2276	2467	2903	4135	6338	4862	3591	2147	1150	1804	1380								0	425			0	0	170	0	3829	0			0			263	521																									0	0	0	0	0	0	0	0	0	0	0	0		1205		0	0	0	0	0	0	0	0		
171133	221094	10	0	11564	26662	2949	1021	0	0	345044	381	0	164835	92054	49775	34365	25752	59058	2590	0	0	0	0	92455	0	1234	21437		0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0	68050	92455	183	20155	0	0		26662	2949	29611	2385	1021	0	0	345044	381	0		70725	3928	52730		5094	17912	17429	5736	1334	19278							0			0	92455			0	1234					13320	17310	22109	70979			0			5802	3340																																							10	0	10	0	0	0	0	0	0		
171656																																																										0	1042	863		1391	503			9289	930	2276	0	108	51107	0	0	0	12184	965	3983	15364	1237	1045	2730	1073	4885	1214	11306	6559	7446	3732	7621	1505								0	38			0	0	1883	2100	7685	10353			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
171759																																																										0	16347	1528		13705	0			6683	2507	2127	0	2138	63377	0	79	0	7499	2090	658	19199	522	582	3002	2040	656	697	10591	8089	13762	12780	8048	1258								0	216		0	0	0	398	1612	3911	2529			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		30286		0	8	0	0	0	0	0	0		
171768																																																										0	14943	877		5158	64			7076	0	3563	0	124	144303	0	0	0	79703	1297	3948	65741	51463	1523	5150	4541	9116	7910	4822	8254	18108	9065	14918	9182								166	0			0	0	2794	9096	11493	7910			0			0	13																									0	0	0	0	0	0	0	0	0	0	0	0		36996		0	103	0	0	0	0	0	0		
172158																																																										0	6792	131		13491	0			6322	0	4374	0	0	48224	0	1357	0	11525	0	10122	8591	587	2579	4578	2568	1114	99	6450	8868	10935	6608	3599	239								0	0			0	0	331	0	0	3867			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		5762		0	34	0	0	0	0	0	0		
172251																																																										0	1963	0		982	415			1786	0	516	0	235	22132	0	0	0	7372	808	0	11427	611	3933	2467	21	0	0	2872	4968	5338	316	854	0								0	24			0	0	194	1012	4305	2922			0			418	183																									0	0	0	0	0	0	0	0	0	0	0	0		4063		0	13	0	0	0	0	0	0		
172457																																																										0	1465	1053	0	35	7045	10229	0	10229	402	4389	0	0	153372	0	0	0	33080	5029	21756	24912	3045	13492	10938	3364	161	474	36857	9826	41741	17176	5858	0	0	0	0	0	0	0	0	636	300	0		0	0	9692	18257	33355	35428	0	0	0			839	518																									0	0	0	0	0	0	0	0	0	0	0	0	11195	18768	22	0	22	0	0	0	0	0	0	20	
172859																																																										0	8759	490		30204	0			7742	0	5486	0	923	63475	0	0	0	7245	9	466	24643	79	248	1889	3424	1514	71	21407	4138	10784	13307	5171	1423								0	0		0	0	0	204	0	932	859			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		1648		0	622	0	0	0	0	0	0		
173306																																																										0	1316	8086		374	0			11972	20753	1494	0	2524	182809	183	0	173	85698	4348	58848	8923	2367	587	343	57014	21214	3412	29098	4717	4541	11265	18401	28388								0	71			0	0	4730	3130	27344	10291			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		83231		760	101	0	0	0	0	0	0		
173342																																																										0	1677	22		1365	0			4139	0	2698	0	82	27584	0	0	0	11787	306	0	6430	161	772	3211	2338	4611	694	1182	4686	3959	3945	1986	38								0	0			0	0	372	299	4837	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
173548																																																										0	8903	0		5580	328			14248	0	2482	0	0	41786	0	0	0	10444	0	0	4090	387	1204	3911	2786	1306	850	4207	6229	7273	8249	4165	1000								0	42			0	0	10	0	0	77			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		5500		0	0	0	0	0	0	0	0		
173557																																																										0	654	9376	83	0	249	14274	0	14274	6244	3088	0	107	231491	0	0	0	25900	1696	7019	114197	5002	8691	10706	213	7	347	44743	71781	66281	1531	2012	22	0	0	0	0	0	0	0	0	428	0		0	0	5599	24509	72385	61013	0	0	0			70	239																									0	0	0	0	0	0	0	0	0	0	0	0	9645	26736	6135	0	6218	0	0	0	0	0	0	0	
173575																																																										0	0	19022	0	0	4734	12046	0	12046	35126	2712	0	0	481947	0	0	0	279949	6154	156409	40645	2353	43062	49396	48627	64018	62823	42423	20444	27741	55105	24098	19928	0	0	0	0	0	0	0	0	547	0		0	0	31040	10243	46410	38683	0	0	0			2447	0																									0	0	0	0	0	0	0	0	0	0	0	0		239464	15	0	15	0	0	0	0	0	0		
173641																																																										0	8115	613		3141	0			19949	1093	5581	0	6469	111782	0	0	1019	18095	2364	15006	30484	1963	8623	2227	2405	1649	1228	23219	32103	19291	13413	3694	1209								0	0			0	0	679	10194	19406	13733			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		2173	177	0	0	0	0	0	0		
173959																																																										0	299	243		25	0			4719	0	8367	0	1439	20549	0	14	4719	2559	0	0	7862	0	0	78	179	1456	846	2817	5086	2679	2746	2186	214								0	0			0	0	0	95	518	2229			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	42	0	0	0	0	0	0		
174321																																																										0	34	217		0	0			8236	675	3136	0	0	68141	0	0	0	48086	166	0	6054	76	852	481	1505	14674	29891	3881	1245	2094	5076	5508	2145								0	0			0	0	705	1438	0	5409			0			948	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	39	0	0	0	0	0	0		
174367																																																										0	1215	878		416	0			5129	135	1206	0	0	17159	0	0	0	3197	203	1169	4588	432	803	1247	485	151	79	1093	3182	3489	5245	951	0								0	23			0	0	506	913	927	2403			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	8	0	0	0	0	0	0		
175056																																																										0	43016	4245		24263	0			29572	0	4493	0	0	158135	266	0	0	25241	1561	15503	48725	9090	9768	2164	2753	1395	71	32574	31455	18514	13192	19708	17691								0	0			0	0	1001	40	20262	4665			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	42	0	0	0	0	0	0		
175140																																																										0	13188	2760		3411	5670			17440	8510	3476	0	1392	170189	0	0	0	40972	3365	26916	44149	3911	9054	14581	4114	7003	1556	24417	27667	41980	12653	7497	2719								210	152			0	0	627	12900	30704	31007			0			89	0																									0	0	0	0	0	0	0	0	0	0	0	0		61197		0	75	0	0	0	0	0	0		
175458																																																										0	360	0		3396	68			1461	0	1355	0	251	12746	0	0	0	4608	405	0	4047	118	324	1519	2002	645	0	2830	955	2348	1826	164	0								0	6			0	0	42	146	578	126			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		4278		0	12	0	0	0	0	0	0		
175609																																																										0	5315	0		0	0			4531	7476	6626	0	0	117438	10	0	0	67554	1017	57548	9331	4515	12233	15661	13538	9867	11413	17818	11214	10757	8496	502	870								370	578			0	0	0	1787	17750	4223			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	221	0	0	0	0	0	0		
175672																																																										0	0	2438		0	111			5941	2694	1283	0	0	141699	23	0	449	100556	4383	54816	33968	4431	16996	28231	11374	17788	20937	7555	4986	13812	4026	8447	2340								0	498			0	0	669	1198	16249	5813			0			4351	0																									0	0	0	0	0	0	0	0	0	0	0	0		141722		0	0	0	0	0	0	0	0		
176053																																																										0	2438	0		2606	0			2522	0	719	0	425	18635	0	0	0	1797	102	0	8996	318	448	1003	0	0	28	2026	6204	4481	1591	886	548								87	26			0	0	109	1147	2311	4341			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	5	0	0	0	0	0	0		
176101																																																										0	0	6921	0	0	1735	62559	0	62559	8829	489	0	0	281539	0	0	2101	63138	3080	837	49005	395	191	870	987	37049	22391	47318	14236	46990	34850	42031	29590	0	0	0	0	0	0	0	0	166	0		0	0	1007	19730	72693	40962	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		48238	1965	0	1965	0	0	0	0	0	0		
176325																																																										0	0	733		363	0			11147	1557	1357	0	0	57371	0	0	0	27558	998	13055	3626	1167	1608	9070	1917	3027	9784	5660	1075	4682	2898	3285	11828								0	154			0	0	0	112	5295	8097			0			2627	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
176437																																																										0	3350	0		937	1085			4017	0	3318	0	0	29260	0	0	0	8145	0	7	7594	722	2178	4731	202	215	0	5584	5116	6316	1675	139	0								287	0			0	0	1153	1816	2591	3635			0			448	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	11	0	0	0	0	0	0		
176464																																																										0	27660	11069	0	27151	0	45565	0	45565	0	19460	0	20496	344033	0	1914	0	66888	2634	25399	72652	799	580	1151	1924	33964	28109	39782	46161	33609	18045	52780	81281	0	0	0	0	0	0	0	1808	339	0		0	0	4771	27721	51224	34803	0	1914	0			0	6																									0	0	0	0	0	0	0	0	0	0	0	0		131380	530	0	530	0	0	0	0	0	0		
