"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	16828	16737	613	0	0	240	0	0	16737	0	0	-282	
242	4311	4277	525	0	0	351	0	0	4277	0	0	-140	
279	23161	22441	733	0	0	0	0	0	22441	1	0	-14	
354	995	1008	18	0	0	5	0	0	1008	0	0	-26	
457	3411	3245	534	0	0	357	0	0	3245	0	0	-11	
505	29036	27985	2514	0	0	1053	0	0	27985	0	0	-410	
1155	17630	17043	283	0	500	0	0	0	17043	0	0	-196	
1351	20544	19343	2301	0	0	1161	0	0	19343	0	0	61	
1454	46628	45434	8490	0	0	4183	0	0	45434	0	0	-3113	
1557	5296	5063	426	0	0	360	0	0	5063	200	0	-33	
1669	42531	42004	3020	0	0	2600	0	0	42004	0	0	107	
1829	41280	40570	3095	0	0	2185	0	0	40570	0	0	-200	
1856	18809	15041	-894	0	0	0	0	-10	15031	0	0	4672	
2040	19657	18670	775	0	0	133	0	0	18670	0	0	345	
2161	13026	12665	2190	0	0	1593	0	0	12665	0	0	-236	
2376	395916	194275	13548	0	200816	0	0	0	194275	-6279	0	-6444	
2554	1119	1129	110	0	0	120	0	0	1129	0	0	0	
2732	73967	72224	3352	0	0	926	0	0	72224	0	0	-683	
2750	5154	5206	469	0	0	233	0	0	5206	-30	0	-258	
3252	18395	17434	3221	0	0	2110	0	0	17434	0	0	-150	
3458	3039	2984	134	0	0	80	0	36	3020	0	0	-35	
3720	27082	25940	2019	0	0	720	0	0	25940	0	0	-157	
3953	8599	9874	-905	0	0	370	0	0	9874	0	0	0	
4138	17291	16197	-313	0	1411	0	0	0	16197	0	0	-4	
4156	18876	18009	1371	0	0	75	0	0	18009	0	0	-429	
4231	13825	14252	262	0	0	126	0	0	14252	0	0	-563	
4437	25456	24093	1598	0	0	369	0	0	24093	0	0	134	
4839	29887	26073	2840	0	2100	1181	0	0	26073	0	0	55	
5005	23774	27918	-5011	0	0	0	0	0	27918	0	0	867	
5069	124832	102203	34340	0	0	12456	0	855	103058	0	0	-110	
5135	36997	34844	2604	0	0	510	0	0	34844	0	0	59	
5210	80682	76086	7658	0	0	4506	0	0	76086	0	0	1444	
5331	29515	30130	2001	0	0	800	0	0	30130	0	0	-1816	
5461	45833	43633	5226	0	0	2525	0	0	43633	0	0	-501	
5751	25007	23845	2355	0	0	1596	0	0	23845	0	0	403	
6039	8700	8483	206	0	0	0	0	0	8483	0	0	11	
6141	4805	4552	373	0	0	120	0	0	4552	0	0	0	
6329	34181	35344	-5126	0	4000	0	0	0	35344	0	0	-37	
6972	80829	86602	-34581	0	30358	0	0	0	86602	0	0	-1550	
7009	50138	49327	5653	0	0	3900	0	0	49327	0	0	-942	
7045	14453	14082	1110	0	0	519	0	0	14082	0	0	-220	
7157	4012	4363	-188	0	0	72	0	0	4363	0	0	-91	
7456	4801	4691	562	0	0	531	0	0	4691	0	0	79	
7634	3466	3763	-241	0	0	0	0	0	3763	0	0	-56	
8033	14734	13647	1643	0	0	400	0	-65	13582	0	0	-91	
8462	14230	14551	1903	0	0	1464	0	0	14551	0	0	-760	
8631	6361	6399	368	0	0	300	0	0	6399	0	0	-106	
9357	66733	59748	9155	0	2814	4918	0	0	59748	0	0	-66	
9553	8249	8404	883	0	0	1017	0	0	8404	0	0	-21	
9807	213031	195878	14116	0	0	0	0	0	195878	0	0	3037	
9955	12184	11496	1022	0	0	355	0	0	11496	0	0	21	
10250	29697	41704	-11580	0	0	0	0	0	41704	0	0	-427	
10849	22428	26800	-4872	0	878	0	0	0	26800	0	0	-378	
10858	37142	35913	4914	0	0	8000	0	4311	40224	0	0	4	
11145	16726	16573	1001	0	0	680	0	0	16573	0	0	-168	
11640	29272	27761	3463	0	0	1755	0	0	27761	0	0	-197	
11837	10231	10507	32	0	0	0	0	0	10507	0	0	-308	
12030	34565	33309	1742	0	0	500	0	0	33309	0	0	14	
12142	18983	18848	1374	0	0	975	0	0	18848	0	0	-264	
12245	13041	12708	625	0	0	83	0	0	12708	0	0	-209	
12311	3515597	2820868	344961	0	385068	0	0	-6070	2814798	0	0	-29230	
12647	9346	8819	712	0	564	749	0	0	8819	0	0	0	
12656	1333	1240	93	0	0	0	0	0	1240	0	0	0	
12937	31851	33035	1183	0	0	300	0	-2093	30942	0	0	26	
12946	65766	65707	6533	0	0	3700	0	0	65707	0	0	-2774	
12955	12787	12219	1572	0	0	1004	0	0	12219	0	0	0	
13037	24618	24434	1610	0	0	920	0	0	24434	0	0	-506	
13103	172274	160978	6799	0	0	58	0	0	160978	0	0	4555	
13251	3765	3637	280	0	0	115	0	0	3637	0	0	-37	
13457	5696	5401	213	0	102	0	0	0	5401	0	0	-20	
14052	6485	6621	90	0	0	150	0	0	6621	0	0	-76	
14155	14056	13239	1785	0	0	886	0	0	13239	0	0	-82	
14454	3419	2641	29	0	0	0	0	0	2641	0	0	749	
14650	2649	2763	385	0	0	499	0	0	2763	0	0	0	
14753	3388	3280	294	0	0	0	88	0	3280	0	0	-98	
14865	26265	24032	2084	0	0	184	0	0	24032	856	0	-523	
14977	7533	7286	217	0	0	0	0	0	7286	0	0	30	
16458	32632	31593	1788	0	0	980	0	0	31593	0	0	231	
16551	16936	16256	1401	0	0	600	0	0	16256	0	0	-121	
16748	6173	5760	549	0	0	119	0	0	5760	0	0	-17	
16944	3983	4134	-30	0	0	180	0	0	4134	0	0	59	
16953	4757	5209	182	0	0	198	0	0	5209	0	0	-436	
17110	17229	15761	2468	0	0	1000	0	0	15761	0	0	0	
17147	556847	525365	18397	4546	12500	2300	0	0	525365	744	0	-2405	
17259	7024	7151	979	0	0	789	0	0	7151	0	0	-317	
17464	81462	88750	-9972	0	0	0	0	2991	91741	0	0	-307	
17950	24843	23411	2417	0	0	595	0	0	23411	0	0	-390	
18050	38278	37632	4792	0	0	3534	0	0	37632	0	0	-612	
18135	18696	17683	1292	0	0	219	0	0	17683	0	0	-60	
18377	3133	2837	301	0	0	0	0	0	2837	0	0	-5	
18827	38723	38895	2715	0	0	2332	0	0	38895	0	0	-555	
18836	13128	13642	253	0	0	690	0	0	13642	0	0	-77	
18854	10733	8808	2023	0	0	0	0	0	8808	0	0	-98	
18957	923	1155	-257	0	0	0	0	0	1155	0	0	25	
19356	7810	7994	591	0	0	540	0	-12	7982	0	0	-223	
19730	224442	252323	-27067	0	0	0	0	0	252323	0	0	-814	
19936	20706	18460	53	0	2625	291	0	0	18460	0	0	-141	
19972	12536	11873	663	0	0	0	0	0	11873	0	0	0	
20053	7834	7961	19	0	0	0	0	0	7961	0	0	-146	
20370	4277	15054	-11320	0	0	0	0	0	15054	543	0	0	
20512	9184	9072	883	0	0	406	0	0	9072	0	0	-365	
20633	24889	24614	1591	0	0	505	0	0	24614	0	0	-811	
20857	15875	15249	2478	0	0	1052	0	0	15249	0	0	-800	
21256	1021	1044	-22	0	0	0	0	0	1044	0	0	-1	
21359	2403	2319	274	0	0	166	0	0	2319	0	0	-24	
21630	8176	8326	1146	0	0	933	0	0	8326	0	0	-363	
21658	14061	13888	1369	0	0	904	0	0	13888	0	0	-292	
22048	18334	18003	1092	0	0	590	0	0	18003	0	0	-171	
22356	40322	31364	2107	0	8000	1500	0	0	31364	0	0	351	
22459	10166	10187	970	0	0	900	0	0	10187	0	0	-91	
22543	12955	12279	929	0	0	210	0	0	12279	0	0	-43	
22552	4978	4690	753	0	0	450	0	0	4690	0	0	-15	
22730	11984	11746	652	0	0	329	0	0	11746	0	0	-85	
22936	19024	23719	-6130	0	1432	0	0	0	23719	0	0	3	
22954	7951	7736	610	0	0	248	0	0	7736	0	0	-147	
23045	6702	7777	186	0	0	155	0	0	7777	0	0	-1106	
23241	84642	196579	-115931	0	1750	0	0	0	196579	0	0	2244	
23456	9790	9393	1273	0	0	990	0	0	9393	0	0	114	
23504	79118	71549	10143	0	0	1700	0	0	71549	881	0	-1755	
23540	11778	28140	-12270	0	0	4000	0	0	28140	0	0	-92	
23643	14214	14007	2888	0	0	2156	0	0	14007	0	0	-525	
23755	14117	13881	1048	0	0	434	0	0	13881	0	0	-378	
24006	104381	102384	3249	0	0	0	0	0	102384	0	0	-1252	
24453	15922	34078	-22685	0	4500	0	0	0	34078	56	0	-27	
24659	4403	4396	314	0	0	300	0	0	4396	0	0	-7	
24668	19571	18980	1715	0	0	661	0	5	18985	0	0	-468	
24855	923	905	18	0	0	0	0	0	905	0	0	0	
24949	71652	74158	-2473	0	0	0	0	0	74158	0	0	-33	
25357	10959	11396	96	0	0	308	0	0	11396	0	0	-225	
25647	3426	4834	-1418	0	0	0	0	0	4834	0	0	10	
26149	7085	6910	415	0	0	160	0	0	6910	0	0	-80	
26242	54434	55936	5712	0	0	7786	0	0	55936	0	0	572	
26457	3068	2972	205	0	0	100	0	0	2972	0	0	-9	
26765	21385	22242	-9589	0	8450	0	0	0	22242	0	0	282	
26859	36222	40130	-3908	0	0	0	0	0	40130	0	0	0	
27548	52133	49867	3342	0	0	880	0	0	49867	0	0	-196	
27614	26301	25098	3810	0	0	1917	0	0	25098	0	0	-690	
27847	44237	41776	6194	0	0	2513	0	0	41776	0	0	-1220	
28152	6569	6203	1276	0	0	915	0	0	6203	0	0	5	
28255	19151	12925	1635	0	4922	182	0	0	12925	0	0	-149	
28349	18075	15495	764	0	2875	545	0	0	15495	0	0	-514	
28406	144304	127369	29212	0	0	0	0	0	127369	0	0	-12277	
28572	4569	4736	-208	0	0	0	0	0	4736	0	0	41	
28732	8099	8096	197	0	0	10	0	0	8096	0	0	-184	
29104	122129	104144	7438	0	8000	500	0	0	104144	58	0	2989	
29636	74720	73370	7332	0	0	4654	0	0	73370	0	0	-1328	
29953	10033	8608	2346	0	0	950	0	0	8608	0	0	29	
30052	2812	2627	185	0	0	0	0	0	2627	0	0	0	
30258	14972	29390	-14778	0	0	0	0	0	29390	0	0	360	
30418	39712	37204	-74	0	0	0	0	0	37204	0	0	2582	
30502	69309	64660	5165	0	0	1390	0	0	64660	0	0	874	
30650	13204	13210	-427	0	0	0	0	364	13574	0	0	57	
30810	6082183	5242519	717129	0	275000	125000	0	0	5242519	0	0	-27465	
31134	14399	13558	1161	0	0	243	0	0	13558	0	0	-77	
31255	34936	31619	3925	0	0	645	0	0	31619	0	0	37	
31657	10916	10031	2100	0	0	1215	0	0	10031	0	0	0	
31826	35876	35481	1936	0	0	1831	0	0	35481	0	0	290	
31835	11494	10375	951	0	0	350	0	266	10641	0	0	252	
32234	11555	11034	414	0	0	83	0	0	11034	0	0	190	
32766	4642	4442	200	0	0	0	0	0	4442	0	0	0	
33147	33647	31229	2763	0	0	400	0	0	31229	0	0	55	
33259	47944	52944	-5532	0	0	0	0	0	52944	893	0	-361	
33268	11212	11732	1309	0	0	740	0	0	11732	0	0	-1089	
33727	24525	30515	-5572	0	0	0	0	0	30515	570	0	-988	
33754	4315	4065	272	0	0	0	0	0	4065	0	0	-22	
33839	3060	3055	331	-2	0	241	0	0	3055	0	0	-83	
33857	13739	10375	128	0	2750	0	0	0	10375	0	0	486	
34153	27581	36545	-8533	0	0	0	0	0	36545	0	0	-431	
34359	6061	5831	420	0	0	187	0	0	5831	0	0	-3	
34425	26367	25843	466	0	0	0	0	0	25843	0	0	58	
34434	19612	17951	2502	0	0	813	0	0	17951	0	0	-28	
34452	10208	10583	1245	0	0	1230	0	0	10583	0	0	-390	
34537	198888	191719	-31149	0	38000	0	0	0	191719	493	0	-175	
34555	20254	19566	2340	0	0	1252	0	0	19566	0	0	-400	
34742	23177	22185	1026	0	0	0	0	0	22185	0	0	-34	
34836	1793	2402	-678	0	0	0	0	0	2402	0	0	69	
35057	9606	9224	1083	0	0	507	0	-9	9215	0	0	-185	
35301	16696816	14668018	1884006	0	-16650	1400000	0	26515	14694533	0	0	1534927	
35570	818820	758080	61905	0	6595	10000	0	0	758080	0	0	2240	
35646	11174	10862	618	0	0	311	0	0	10862	0	0	5	
35842	11299	9963	1556	0	0	217	0	0	9963	0	0	-3	
36054	114665	105757	13870	0	0	4924	0	0	105757	0	0	-38	
36344	41683	37656	4864	0	0	2338	0	0	37656	0	0	1501	
36456	9022	8735	938	0	0	875	0	0	8735	0	0	224	
36858	21392	21202	3856	0	0	3000	0	0	21202	0	0	-666	
36933	6678	8672	-1972	0	0	0	0	0	8672	0	0	-22	
37051	6816	6624	388	0	0	181	0	0	6624	0	0	-15	
37341	3422	2927	559	0	3	90	0	23	2950	0	0	0	
37378	15764	13505	2163	0	0	0	0	0	13505	0	0	96	
37435	97775	89974	16166	0	0	7750	0	0	89974	0	0	-615	
37640	135879	135491	14845	0	0	14000	0	0	135491	0	0	-457	
37659	4065	3917	707	0	0	550	0	0	3917	0	0	-9	
37743	8228	8184	104	0	0	0	0	0	8184	0	0	-60	
37949	16144	14808	3751	0	0	1400	0	0	14808	0	0	-1015	
38535	18597	29726	-12605	0	1588	0	0	0	29726	0	0	-112	
38740	16422	16308	706	0	0	435	0	0	16308	0	0	-157	
39327	69825	67455	5105	0	0	2731	0	0	67455	0	0	-4	
39420	120777	118053	4340	0	0	1000	0	0	118053	0	0	-616	
39475	191745	63113	535	-56613	185000	0	0	0	63113	0	0	-290	
39756	36957	36334	5040	0	0	3300	0	0	36334	0	0	-1117	
40033	7530	5321	593	0	0	180	0	0	5321	0	0	1796	
40350	7019	6702	354	0	0	0	0	0	6702	0	0	-37	
40707	20793	20442	1021	0	0	609	0	0	20442	0	0	-61	
40855	5904	5431	740	0	0	239	0	0	5431	0	0	-28	
41245	3941	3723	240	0	0	0	0	0	3723	0	0	-22	
41553	13100	13058	1202	0	0	1050	0	0	13058	0	0	-110	
41629	16043	14384	1994	0	0	260	0	0	14384	0	0	-75	
41759	4569	4453	522	0	0	413	0	0	4453	0	0	7	
41825	17142	16184	1718	0	0	384	0	0	16184	0	0	-376	
41937	5120	5319	392	0	0	364	0	0	5319	0	0	-227	
41955	3175	3432	193	0	0	387	0	0	3432	0	0	-63	
42037	8251	8120	452	0	0	130	0	0	8120	0	0	-191	
42055	6811	6835	192	0	0	0	0	0	6835	0	0	-216	
42354	15748	15260	1953	0	0	1600	0	0	15260	0	0	135	
42420	704760	599900	34860	0	70078	2946	0	0	599900	0	0	2868	
42448	72098	69625	8316	0	0	4799	0	0	69625	0	0	-1044	
42457	5199	5310	189	0	0	300	0	0	5310	0	0	0	
43052	11223	10197	909	0	0	0	0	0	10197	0	0	117	
43351	1206	1012	-262	0	520	22	0	0	1012	0	0	-42	
43454	2982	3001	212	0	0	89	0	0	3001	0	0	-142	
43511	38446	40722	-1354	0	0	0	0	0	40722	0	0	-922	
43744	11461	7710	-3622	0	7375	0	0	0	7710	0	0	-2	
43856	4772	4920	44	0	0	41	0	0	4920	0	0	-151	
43959	13223	12805	1481	0	0	600	0	0	12805	0	0	-463	
44040	27223	26909	1717	0	0	600	0	0	26909	0	0	-803	
44433	22478	25714	-8334	0	0	0	0	0	25714	4680	-2	420	
44741	30476	32643	-1545	0	0	1008	0	0	32643	0	0	386	
44750	14529	13659	488	0	0	217	0	0	13659	0	0	599	
44929	15526	15423	721	0	0	613	0	0	15423	0	0	-5	
45038	11256	10766	1435	0	0	764	0	0	10766	14	0	-195	
45047	17864	17082	1875	0	0	1357	0	0	17082	0	0	264	
45056	8682	10750	471	0	0	2705	0	0	10750	0	0	166	
45430	14626	14078	893	0	0	280	0	0	14078	0	0	-65	
45458	1015	1000	15	0	0	6	0	18	1018	0	0	-12	
45551	58157	54139	6316	0	0	2000	0	0	54139	0	0	-298	
45560	70898	62107	11246	0	3707	4324	0	0	62107	0	0	-1838	
45775	12834	12072	814	0	0	0	0	-52	12020	0	0	0	
46053	19354	18809	372	0	0	400	0	0	18809	0	0	573	
46941	17945	17311	1682	0	0	950	0	0	17311	0	0	-98	
47153	1788	1782	72	0	0	25	0	-41	1741	0	0	0	
47247	23785	23683	484	0	0	0	0	0	23683	0	0	-382	
47256	4431	4662	-265	0	0	0	0	0	4662	0	0	34	
47452	8132	7973	283	0	0	90	0	0	7973	0	0	-34	
47500	44397	42932	1147	0	0	0	0	0	42932	0	0	318	
48057	8274	7381	713	0	500	113	0	0	7381	0	0	-207	
48150	2944	2742	221	0	0	0	0	0	2742	0	0	-19	
48374	63914	57153	17055	0	0	11001	0	0	57153	150	0	557	
48440	6638	6284	670	0	0	263	0	0	6284	0	0	-53	
48730	25822	28932	-15032	0	11900	0	0	0	28932	0	0	22	
49054	26519	27859	-1570	0	331	0	0	0	27859	0	0	-101	
49148	12385	12356	1005	0	0	761	0	0	12356	0	0	-215	
49241	44663	40147	5033	264	0	701	0	0	40147	0	0	-80	
49344	12932	13007	304	0	0	446	0	0	13007	0	0	67	
49643	6673	6410	383	0	0	120	0	0	6410	0	0	0	
49652	12988	12337	1122	0	0	336	0	0	12337	0	0	-135	
49821	94132	95365	1483	0	0	1458	0	0	95365	0	0	-1258	
49858	9175	10110	-902	0	0	0	0	0	10110	0	0	-33	
49951	7797	7684	683	0	0	475	0	0	7684	0	0	-95	
50144	9468	9068	535	0	0	135	0	0	9068	0	0	0	
