"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
2750																																							203	600	0	0	15563	0	292	175	2679	55375	43697	249	50221	0	643	0	6200	0	5154	83	55375	0	0	5223	0	0	93	0	3159	40538			0	36165	35522	-245	341	0	75	0	5154	
3252																																							1667	3705	0	100	67635	0	777	0	3877	150409	124659	353	132014	0	1410	0	3502	0	18395	200	150409	0	0	17150	0	0	300	0	16221	108438			0	74058	72648	745	0	0	3500	0	18395	
3458																																							4045	1855	0	2980	6357	0	352	175	537	30937	25055	198	27898	0	294	0	0	0	3039	100	30937	0	0	1771	0	0	1101	0	3053	22002			0	14809	14515	67	121	0	0	2645	3039	
3720																																							14543	4051	0	4615	45765	0	3349	141	6401	189426	151648	1699	162345	0	1430	0	5524	0	27082	2400	189427	0	0	13386	0	0	10800	450	18556	133092			0	111541	110111	496	0	0	0	3474	27082	
3953																																							16	2545	0	0	4	0	3454	2701	2995	121505	107257	1054	112906	0	2779	0	4595	0	8599	500	121505	0	0	4419	0	0	3680	9676	24404	82853			0	102893	100114	0	0	0	0	0	8599	
4138																																							26188	4160	1098	0	29173	23	7592	2772	3486	193679	173274	762	176388	0	0	86	1183	0	17291	300	193679	0	0	13548	0	0	3212	0	21855	151419			0	119101	119101	231	0	0	0	1169	17291	
4156																																							119	3420	0	0	31983	0	7461	388	7976	184816	147272	497	165940	0	2022	1783	15000	0	18876	1200	184816	0	0	11101	0	0	5981	887	22040	125232			0	132821	130799	594	0	0	2495	676	18876	
4231																																							0	9359	0	0	32760	0	970	3784	2073	128713	114215	673	114888	0	822	0	0	0	13825	500	128713	0	0	1904	0	0	12100	0	15752	98463			0	80589	79767	-679	0	0	0	0	13825	
4437																																							13961	3519	0	630	74849	0	5628	2386	8191	260907	226727	1089	235450	0	3355	0	4158	0	25456	963	260906	0	0	20110	0	0	3750	0	20856	205871			0	154981	151626	633	117	0	0	3476	25456	
4839																																							477	4092	0	0	49345	103	5913	7276	4613	308090	250770	1857	278203	0	4067	0	19000	0	29887	1875	308090	0	0	15356	0	0	12929	0	36505	214265			0	235988	231921	-273	4350	0	0	6576	29887	
5005																																							42967	7783	689	283	41224	0	7026	10301	19281	380365	296328	4503	356591	0	1828	2646	55760	0	23774	0	380365	0	0	-5011	0	0	28132	0	29848	266480			0	239416	237588	653	10577	0	0	0	23774	
5069																																							71515	2674	0	0	28144	0	17711	6887	8313	491278	362826	3620	366446	0	20468	0	0	0	124832	4500	491278	0	0	115814	0	0	4129	0	15796	347030			0	376502	356034	389	0	0	0	0	124832	
5135																																							52973	3689	0	0	23518	0	4963	387	10763	321343	262626	901	284346	0	3374	1042	20819	0	36997	651	321343	0	0	16960	0	0	19349	0	33179	229447			0	227382	224008	37	0	0	0	0	36997	
5210																																							10082	14092	0	10044	189984	0	14007	7859	52992	953152	747628	6756	872470	0	15252	0	80823	0	80682	4798	953152	0	0	69326	0	0	5455	3068	55941	691687			0	666276	651024	1103	0	0	0	37263	80682	
5331																																							1302	3378	0	0	197244	0	12635	541	12327	369049	230566	2134	339534	0	1836	0	23334	0	29515	2580	369049	0	0	17394	0	0	16610	0	43139	187427			0	143458	141622	-7069	0	0	0	83500	29515	
5461																																							24090	10621	220	0	61041	659	11957	469	12514	472160	407354	3373	426327	0	4331	0	15600	0	45833	2059	472160	0	0	38741	0	0	4241	0	118641	288713			0	354920	350589	792	0	0	0	0	45833	
5751																																							0	1640	0	0	52180	0	205	51	3967	119254	93646	601	94247	0	1038	0	0	0	25007	600	119254	0	0	22416	0	0	700	0	8689	84957			0	53475	52437	1291	8774	0	0	0	25007	
6039																																							11601	2840	0	0	3668	0	1519	1834	2715	80103	71123	280	71403	0	1218	0	0	0	8700	469	80103	0	0	2596	0	0	5600	0	9990	61133			0	56544	55326	35	600	0	0	0	8700	
6141																																							0	4461	0	13988	0	0	176	30	578	50897	45929	163	46092	0	343	0	0	0	4805	400	50897	0	0	605	0	0	3800	0	14475	31454			0	23957	23614	0	8050	0	0	0	4805	
6329																																							17155	15565	0	0	41440	0	16223	4777	15801	472905	436195	2529	438724	0	10123	0	0	0	34181	2600	472905	0	0	11843	0	0	19400	0	98333	337862			0	368083	357960	338	3984	0	0	0	34181	
6972																																							7234	11910	256	165062	85882	0	33911	6320	21314	840651	704626	11051	759822	0	18950	0	44145	0	80829	2600	840651	0	0	-834	0	0	84320	20417	147720	556906			0	507295	488345	-5257	0	0	0	0	80829	
7009																																							7281	311	0	0	314632	0	850	0	9670	634845	578515	6193	584708	0	0	0	0	0	50137	500	634845	27	0	45737	0	0	552	0	66617	511898			0	302074	302074	3348	0	0	0	0	50137	
7045																																							0	23228	0	0	38264	0	1628	249	1988	133295	118496	346	118842	0	849	0	0	0	14453	100	133295	0	0	11973	0	0	2325	0	16125	102371			0	68787	67938	55	0	0	0	0	14453	
7157																																							0	630	0	0	22834	0	167	0	704	50406	46131	263	46394	0	386	0	0	0	4012	200	50406	0	0	3549	0	0	200	0	4798	41333			0	26299	25913	63	158	0	0	0	4012	
7456																																							41	993	0	3933	14012	0	437	0	1023	54204	49287	115	49402	0	401	0	0	0	4802	400	54204	0	0	1197	0	0	2900	0	11943	37345			0	32233	31832	305	1933	0	0	0	4802	
7634																																							1942	6391	0	11	5028	0	648	1589	1034	66727	61095	166	63261	0	1157	0	2000	0	3466	200	66727	0	0	-2688	0	0	5950	0	5766	55329			0	51241	50084	4	0	0	0	0	3466	
8033																																							12100	2002	0	0	7257	0	2906	0	3991	160779	125732	1589	146045	0	913	0	18724	0	14734	774	160779	0	0	9570	0	0	4476	0	27959	97773			0	124111	123198	-86	9325	0	0	0	14734	
8462																																							2892	12161	0	0	66366	0	383	0	1054	122404	108001	173	108174	0	469	0	0	0	14230	350	122404	0	0	12891	0	0	350	854	25216	82785			0	34113	33644	639	5050	0	0	0	14230	
8631																																							514	2249	0	0	13382	0	1489	741	2598	58506	51746	399	52145	0	440	0	0	0	6361	500	58506	0	0	5134	0	0	800	0	16602	35144			0	33291	32851	-73	4682	0	0	0	6361	
9357																																							146	4846	2552	0	27337	0	886	0	5157	373899	236922	1873	307166	0	5976	26052	54200	0	66733	500	373899	0	0	11594	0	0	54660	163955	85317	151605			0	148838	142862	-21	106	0	8000	6171	66733	
9553																																							3401	2262	0	0	7240	0	1592	0	4410	90945	71648	1234	82696	0	823	0	9814	0	8249	400	90945	0	0	6666	0	0	1200	0	12330	59318			0	72813	71990	-17	50	0	0	0	8249	
9807																																							153068	15111	0	279572	180454	17	9423	124616	126415	2406797	1812832	9137	2193766	0	53932	0	305998	0	213031	20000	2406797	0	0	150371	6292	0	112272	0	57015	1755817			0	1565761	1511829	-69612	0	0	0	65799	213031	
9955																																							15183	4793	437	0	22945	0	1581	105	2382	104815	90449	151	92631	0	1136	0	2031	0	12184	110	104815	0	0	8828	0	0	3023	0	16670	73779			0	58525	57389	223	0	0	0	0	12184	
10250																																							9038	9744	0	0	50882	0	12065	17459	12720	416219	380324	1198	386522	0	10413	0	5000	0	29697	1500	416219	0	0	-253	0	0	28200	0	48148	332176			0	314724	304311	250	0	0	0	0	29697	
10849																																							23696	1418	0	0	31558	0	3824	17210	7581	282734	240484	856	260307	0	4489	694	18967	0	22428	16	282735	0	0	10415	0	0	12375	0	31335	209149			0	201242	196753	-378	0	0	0	0	22428	
10858																																							22359	6227	0	0	73185	0	6170	476	6285	388138	300934	3231	350996	0	2940	2957	6391	0	37142	2500	388138	0	0	19012	0	0	14755	1964	57967	242967			0	271455	268515	875	0	0	0	40440	37142	
11145																																							3622	4204	0	0	17824	125	5798	1771	6351	166933	140823	879	150208	0	1952	450	8506	0	16725	1000	166933	0	0	10578	0	0	5000	0	19511	121312			0	125040	123088	147	3700	0	0	0	16725	
11640																																							1475	7271	0	0	84957	0	5562	1207	14896	310544	250052	1720	281272	0	2819	0	20000	0	29272	650	310544	0	0	4871	0	0	23270	0	42708	207344			0	197995	195176	481	0	0	9500	0	29272	
11837																																							13087	1274	0	0	54857	0	827	950	2596	112243	94916	96	102012	0	1036	0	7000	0	10231	314	112243	0	0	-125	0	0	10686	0	4970	89947			0	39688	38652	-644	0	0	0	0	10231	
12030																																							14459	6683	0	1000	5630	0	3116	5035	12258	323731	287358	1807	289165	0	8197	0	0	0	34566	300	323731	0	0	33958	0	0	300	0	36179	251179			0	281555	273358	8	2192	0	0	0	34566	
12142																																							8144	4299	0	838	43093	0	6181	518	3703	175649	149167	1907	156666	0	1756	0	0	0	18983	1250	175649	0	0	5037	0	0	13250	0	40833	108334			0	105629	103873	-554	5000	0	0	5592	18983	
12245																																							1073	3289	0	0	31037	0	1440	459	1716	118288	97610	630	105247	0	1323	0	5000	0	13041	1419	118288	0	0	7771	0	0	3581	0	14114	83496			0	80597	79274	270	0	0	2007	0	13041	
12311	364407	619089	399706	0	9545558	0	481350	66048	3375260	53407269	659134	49294133	597539	1228061	388920	2387348	1477049	3515597	39999	53407269	346709	227043	-1916828	321980	0	5589241	793285		0	37933018	36704957	-196815	0	1965768	4113136	1006302	0	1006302				0	9545558					53407269	41570889		49294133				2387348					346709	227043						3120698	38450191							0	0	600	1965768		
12647																																							544	11912	0	5438	0	0	4152	469	1561	97426	81711	169	88080	0	833	0	6200	0	9346	125	97426	0	0	1392	0	0	7829	1256	12646	69065			0	72927	72094	0	0	0	0	0	9346	
12656																																							108	317	0	906	0	0	188	0	321	17234	15762	139	15901	0	248	0	0	0	1333	72	17234	0	0	873	0	0	388	0	2281	13481			0	13322	13074	0	2320	0	0	0	1333	
12937																																							24390	1865	0	0	490	0	11526	0	2217	205986	166373	3318	174135	0	1823	0	4444	0	31851	750	205986	0	0	25753	0	0	5250	0	27164	139209			0	167321	165498	98	0	0	0	0	31851	
12946																																							2265	8012	1358	0	93450	33	12267	8502	19940	677132	593235	5796	611366	0	8293	9960	12335	0	65766	1	677132	0	0	51211	1145	0	17119	278	57330	535905			0	525605	517312	-2565	2610	0	0	0	65766	
12955																																							12112	1883	0	2145	7	0	2987	515	1503	118938	103338	313	106151	0	856	0	2500	0	12788	1567	118939	0	0	2988	0	0	8233	2668	21012	82326			0	95974	95118	0	0	0	0	0	12788	
13037																																							2610	1984	945	0	33708	0	4301	1011	3765	158049	133199	232	133431	0	2249	7116	0	0	24618	900	158049	0	0	6576	0	0	17314	0	27293	105906			0	98457	96208	-172	6401	0	0	0	24618	
13103																																							4359	9627	4030	382	267818	0	17308	1010	35680	1229233	929140	19017	1055906	1053	10004	4198	107749	0	172274	500	1229233	0	0	133207	0	0	34019	1607	32855	896285			0	892469	882465	4548	749	0	0	0	173327	
13251																																							6402	3093	0	0	5338	0	77	341	888	40255	36311	179	36490	0	602	0	0	0	3765	25	40255	0	0	1932	0	0	1725	0	4250	32060			0	19919	19317	83	4799	0	0	0	3765	
13457																																							650	832	0	0	4257	0	9	0	1751	20751	14451	124	15055	0	117	0	0	0	5696	50	20751	0	0	5587	0	0	50	0	2554	11897			0	13369	13252	9	0	0	480	0	5696	
14052																																							9957	572	0	0	9045	0	1982	38	2367	66964	59350	129	60479	0	1051	0	1000	0	6485	1000	66964	0	0	3871	0	0	1500	140	10069	49281			0	40715	39664	114	3199	0	0	0	6485	
14155																																							0	2263	0	0	6302	0	5868	983	3920	115085	93769	635	101029	0	1570	0	6325	0	14056	176	115085	0	0	13685	0	0	160	0	12722	81047			0	97319	95749	35	0	0	300	0	14056	
14454																																							2634	600	0	0	6820	0	407	262	378	20355	15650	61	16936	0	272	696	1000	0	3419	75	20355	0	0	-373	0	0	3696	0	3091	12559			0	8830	8558	21	0	0	225	0	3419	
14650																																							1825	1531	0	3133	24	0	263	74	1639	25995	22946	400	23346	0	209	90	0	0	2649	200	25995	0	0	2149	0	0	300	0	7180	15766			0	15966	15757	0	1659	0	0	0	2649	
14753																																							740	476	0	10687	12035	0	151	0	970	40380	36082	395	36992	0	503	0	0	0	3388	300	40380	0	0	838	0	977	1277	0	8992	27090			0	15786	15283	-4	38	0	515	0	3388	
14865																																							8466	3897	441	0	25728	0	6912	984	10248	251548	223935	1348	225283	0	2976	0	0	0	26265	730	251548	0	0	11893	0	0	13492	0	44073	179862			0	194788	191812	150	3060	0	0	0	26265	
14977																																							12055	1224	0	53	6841	0	548	0	901	43840	34974	196	36306	0	323	0	1136	0	7534	0	43840	0	0	7429	0	0	0	0	3588	31386			0	22541	22218	105	0	0	0	0	7534	
16458																																							11462	2438	0	41128	72577	0	10817	126	2926	284373	250625	858	251741	0	2455	0	258	0	32632	941	284373	0	0	28563	0	0	2059	1244	15927	234698			0	143932	141477	1069	178	0	0	0	32632	
16551																																							357	3070	0	835	14194	0	2615	2938	6543	160733	131860	302	143162	636	2386	2318	11000	0	16935	175	160733	0	0	10052	0	0	6576	0	17136	114724			0	127759	125373	132	2490	0	0	0	17571	
16748																																							4524	2418	411	8915	10491	0	786	47	2350	56947	50238	536	50774	0	458	0	0	0	6173	400	56947	0	0	2912	0	0	2600	25	11001	39237			0	26538	26080	261	900	0	0	0	6173	
16944																																							0	9078	0	0	13386	0	111	310	394	38114	33936	195	34131	0	214	0	0	0	3983	1000	38114	0	0	1335	0	0	1500	0	6001	27935			0	15049	14835	148	0	0	0	0	3983	
16953																																							5817	835	0	2365	9098	0	87	0	413	33301	28450	94	28544	0	91	0	0	0	4757	100	33301	0	0	2534	0	0	2525	0	6388	22062			0	14077	13986	-402	700	0	0	0	4757	
17110																																							7956	4332	0	100	13569	0	1512	0	2900	105493	85589	2675	88264	0	319	0	0	0	17229	300	105493	0	0	9943	0	0	6986	0	0	85589			0	75443	75124	0	0	0	0	0	17229	
17147																																							64485	50838	12022	287428	536108	0	50469	20927	210624	4147658	3301869	17408	3590811	0	82977	132453	161663	0	556847	10871	4147658	0	0	123896	666	125	429853	21469	585559	2716310			0	2835683	2752706	-7898	7463	0	0	109871	556847	
17259																																							14	1266	0	3	25714	0	1533	694	2504	64033	52163	1346	57009	0	202	0	3500	0	7024	769	64033	0	0	5078	0	0	769	0	6376	45787			0	32457	32255	408	50	0	0	0	7024	
17464																																							234513	33825	4912	1806	115010	1231	35281	39536	69791	1715876	1377241	21172	1634413	0	46667	0	236000	0	81463	750	1715876	0	0	3025	0	0	76340	150	145749	1231493			0	1223562	1176895	1348	2926	0	0	0	81463	
17950																																							19	6315	0	168	109198	0	5637	1237	4653	273496	243588	1956	248653	0	2378	1695	3109	0	24843	725	273496	0	0	11285	0	0	12050	244	32804	210784			0	146708	144330	783	0	0	0	0	24843	
18050																																							2967	9186	641	17235	75810	0	12514	618	3543	339379	297261	3186	301101	0	2613	0	654	0	38278	1214	339379	0	0	27988	0	0	7671	750	85023	212238			0	201808	199195	1405	16920	0	0	0	38278	
18135																																							2182	2935	0	14927	42332	0	12359	548	7917	241311	180103	624	222615	0	1482	0	26095	0	18696	456	241311	0	0	12656	0	0	6056	4220	45292	134811			0	142873	141391	-472	12500	0	0	15793	18696	
18377																																							14782	1	0	0	8707	0	634	0	408	43974	40687	154	40841	0	202	0	0	0	3133	0	43974	0	0	2985	0	0	0	0	0	40687			0	19644	19442	148	0	0	0	0	3133	
18827																																							31047	3405	1529	0	61321	666	3872	1884	4535	390559	351172	664	351836	0	4225	0	0	0	38723	528	390559	0	0	32711	0	0	7248	0	45947	305225			0	286525	282300	-1764	0	0	0	0	38723	
18836																																							7456	4226	0	0	5956	0	4716	3462	6416	154664	136369	1177	141536	0	2365	0	3990	0	13128	180	154664	0	0	11173	0	0	1676	0	18877	117492			0	122262	119897	99	2535	0	0	0	13128	
18854																																							10084	2061	0	0	11999	0	2167	402	2241	139295	122828	2734	128562	0	937	0	3000	0	10733	40	139295	0	0	5701	0	0	5060	0	22225	100603			0	111243	110306	-68	35	0	0	0	10733	
18957																																							2350	714	0	0	4537	0	208	0	472	29020	26963	27	28097	0	542	0	1107	0	923	200	29020	0	0	-27	0	0	805	0	3324	23639			0	21223	20681	-55	58	0	0	0	923	
19356																																							23	1943	0	0	29658	0	785	1100	1254	75555	64180	1177	67745	0	874	0	2096	0	7810	2025	75555	0	0	2854	0	0	3200	0	9843	54337			0	41666	40792	-269	0	0	292	0	7810	
19730																																							190961	31580	5810	5489	138330	0	71043	12176	123966	2244599	1960490	12677	2020157	0	41715	17847	46990	0	224442	4083	2244599	0	0	62661	0	0	156304	7860	376305	1584185			0	1676641	1634926	1394	4611	0	0	0	224442	
19936																																							43615	4740	0	2675	34383	0	6006	1876	6378	245316	218911	737	224610	0	3608	0	0	0	20706	420	245316	0	0	7501	0	0	12405	0	26973	191938			0	149251	145643	380	0	0	0	4962	20706	
19972																																							16597	5194	0	16816	0	0	344	0	3238	77737	64506	695	65201	0	250	0	0	0	12536	0	77737	0	0	663	0	0	11873	0	75	64431			0	35798	35548	0	0	0	0	0	12536	
20053																																							3532	1757	279	0	10972	0	376	460	2019	68535	58659	334	60702	0	980	1320	1709	0	7833	150	68535	0	0	1763	0	0	6053	0	9209	49450			0	48001	47021	-133	799	0	0	0	7833	
20370																																							8640	7515	0	0	12065	0	6156	13749	4185	179423	168660	1425	175146	0	3924	0	5061	0	4277	3885	179423	0	0	-18315	0	2696	15931	232	16564	152096			0	130805	126881	80	0	0	0	0	4277	
20512																																							1395	1450	0	489	39600	0	693	295	5316	101595	88273	4138	92411	0	552	0	0	0	9184	410	101595	0	0	8129	0	0	775	0	15489	72784			0	50909	50357	-130	2000	0	0	0	9184	
20633																																							2989	5121	0	6582	63908	0	6296	1375	12086	324603	291549	2165	299714	0	2775	0	6000	0	24889	1106	324603	0	0	23977	0	0	1394	0	24083	267466			0	211101	208326	-1588	17920	0	0	0	24889	
20857																																							4705	3958	0	0	113254	0	1421	0	3708	187121	154711	206	171246	0	621	142	16329	0	15875	200	187121	0	0	6063	0	0	8300	0	100675	54036			0	58554	57933	1312	2000	0	0	0	15875	
21256																																							2033	203	0	0	231	0	73	147	639	8842	7815	6	7821	0	138	0	0	0	1021	105	8842	0	0	418	0	0	495	0	1824	5991			0	5606	5468	3	48	0	0	0	1021	
21359																																							2899	596	0	0	3620	0	116	84	534	23887	21125	32	21484	0	187	0	327	0	2403	550	23887	0	0	1070	0	0	700	0	2230	18895			0	16225	16038	83	0	0	0	0	2403	
21630																																							392	1504	0	0	40085	0	1605	0	957	78610	63508	745	70434	0	333	0	4299	0	8176	281	78610	0	0	5013	0	0	1919	0	12334	51174			0	30900	30567	963	3500	0	0	1882	8176	
21658																																							3961	1950	0	0	33747	0	1476	626	3984	142440	126839	900	128379	0	1471	0	640	0	14061	100	142440	0	0	9909	0	0	4157	0	9	126830			0	96690	95219	-105	1477	0	0	0	14061	
22048																																							6248	4819	0	0	37849	0	3622	268	8660	184382	144287	1334	166048	0	2649	0	17172	0	18334	1000	184382	0	0	10324	0	0	6400	0	22257	122030			0	125491	122842	610	74	0	0	3255	18334	
22356																																							1724	6025	3319	0	154329	0	7539	0	10290	352098	258454	1392	311776	0	2527	0	35930	0	40322	500	352098	0	0	4691	0	0	35303	1397	44768	213686			0	141827	139300	-172	28175	0	0	16000	40322	
