"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											143					0	0	0	0	
242											201					3700	3	0	0	
279											1597					32483	6	0	0	
354											4					0	0	0	0	
457											235					2000	0	0	0	
505											4137					66350	0	0	0	
1155											866					17235	0	0	9956	
1351											0					0	0	0	0	
1454											1092					0	9	0	0	
1557											144					1784	0	0	0	
1632											4087					57000	0	0	0	
1669											427					655	0	0	0	
1829											2627					35736	1918	0	3133	
1856											4620					69000	0	0	0	
2040											1546					28743	0	0	2081	
2161											267					0	0	0	0	
2376											24149					506198	6131	0	0	
2451											1027					3296	0	0	0	
2554											0					0	0	0	0	
2732											174					355	0	0	0	
2750											524					7400	0	0	0	
2938											2039					29000	0	0	3266	
3252											320					3602	0	0	0	
3458											181					0	0	0	4560	
3720											702					5665	0	0	3543	
3953											1044					9497	4	0	0	
4138											991					1738	32	0	2471	
4156											2355					30488	0	0	0	
4231											0					0	0	0	0	
4437											1051					12275	0	0	4533	
4839											2045					35400	0	0	6045	
5005											4537					68953	9947	0	0	
5069											0					0	13347	0	0	
5135											1625					23397	0	0	0	
5210											9170					153168	0	0	32294	
5331											3842					98	0	10000	93500	
5461											2214					29524	0	0	0	
5751											327					0	0	0	0	
6039											855					6000	51	0	0	
6141											0					0	0	0	0	
6329											1049					0	0	0	0	
6972											4933					83990	0	0	6923	
7009											0					0	96708	0	0	
7045											0					0	0	0	0	
7157											23					0	0	0	0	
7456											296					0	0	0	0	
7634											1180					7200	0	0	0	
8033											1444					21188	0	0	0	
8462											21					0	0	0	0	
8631											158					0	0	0	0	
9357											3085					59700	970	0	6873	
9553											753					3351	0	0	0	
9807											19617					262377	0	0	77291	
9955											454					2119	0	0	0	
10157											581					0	0	0	0	
10250											2865					43000	0	0	0	
10849											2421					24305	0	0	0	
10858											1451					16985	0	0	23541	
11145											1085					12361	0	0	0	
11640											2824					40011	0	0	0	
11837											919					7000	0	0	0	
12030											1038					0	0	0	0	
12142											737					4000	0	0	7110	
12245											395					7900	132	0	0	
12311	10028	561632	710148	1130284	0	495372	1043434	283954	4750	4242632	427973	0	53586626	1708719	46006112	4880094	3030	37975	1238484	
12647											310					6200	0	0	0	
12656											29					0	0	0	0	
12937											776					0	0	0	0	
12946											3155					33333	630	0	0	
12955											761					3875	0	0	0	
13037											500					0	0	0	0	
13103											12036					185200	55469	0	14175	
13251											140					0	0	0	0	
13457											0					0	25	0	0	
14052											247					4000	0	0	0	
14155											830					14850	0	0	0	
14454											162					2900	0	0	0	
14650											112					0	0	0	0	
14753											9					0	0	0	0	
14865											560					16701	0	0	0	
14977											185					240	0	0	0	
15536											33103					1475000	4232	0	0	
16337											2295					29000	0	0	6140	
16458											786					1382	0	0	0	
16551											3075					24972	0	0	0	
16748											294					2000	0	0	0	
16944											0					0	0	0	0	
16953											0					0	0	0	0	
17110											219					0	18857	1381	0	
17147											11320					136291	0	0	72577	
17259											419					3500	0	0	0	
17464											10472					248975	423	0	9871	
17839											369					0	0	0	3565	
17950											962					12237	0	0	0	
18050											598					684	0	0	0	
18135											1708					26095	0	0	9170	
18377											117					0	0	0	0	
18827											976					0	15900	0	0	
18836											921					7642	28	0	0	
18854											378					2500	0	0	0	
18957											452					2286	0	0	0	
19356											159					1585	0	0	0	
19730											18195					129927	2265	0	38369	
19936											916					10000	0	0	5946	
19972											211					0	0	0	0	
20053											503					7294	401	0	145	
20147											495					5219	0	0	0	
20370											363					5100	0	0	0	
20512											1060					10390	0	0	0	
20633											1413					13000	1000	0	0	
20857											1274					23873	0	0	0	
20866											1584					29346	0	0	0	
21256											87					500	0	0	0	
21359											114					364	0	0	0	
21630											519					4959	0	0	3302	
21658											442					1661	0	0	0	
22048											744					9890	0	0	3105	
22356											932					961	10	0	11685	
22459											708					7108	0	0	1093	
22543											170					0	0	0	0	
22552											300					2500	0	0	0	
