RCFDJJ04,RCFDJJ05,RCFDJJ06,RCFDJJ07,RCFDJJ08,RCFDJJ09,RCFDJJ11,RCFDJJ12,RCFDJJ13,RCFDJJ14,RCFDJJ15,RCFDJJ16,RCFDJJ17,RCFDJJ18,RCFDJJ19,RCFDJJ20,RCFDJJ21,RCFDJJ23,RCFDJJ24,RCFDJJ25,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,10250,2005-12-31
,,,,,,,,,,,,,,,,,,,,10849,2005-12-31
,,,,,,,,,,,,,,,,,,,,10858,2005-12-31
,,,,,,,,,,,,,,,,,,,,11145,2005-12-31
,,,,,,,,,,,,,,,,,,,,11640,2005-12-31
,,,,,,,,,,,,,,,,,,,,11837,2005-12-31
,,,,,,,,,,,,,,,,,,,,12030,2005-12-31
,,,,,,,,,,,,,,,,,,,,12058,2005-12-31
,,,,,,,,,,,,,,,,,,,,12142,2005-12-31
,,,,,,,,,,,,,,,,,,,,12245,2005-12-31
,,,,,,,,,,,,,,,,,,,,12311,2005-12-31
,,,,,,,,,,,,,,,,,,,,12647,2005-12-31
,,,,,,,,,,,,,,,,,,,,12656,2005-12-31
,,,,,,,,,,,,,,,,,,,,12937,2005-12-31
,,,,,,,,,,,,,,,,,,,,12946,2005-12-31
,,,,,,,,,,,,,,,,,,,,12955,2005-12-31
,,,,,,,,,,,,,,,,,,,,13037,2005-12-31
,,,,,,,,,,,,,,,,,,,,13103,2005-12-31
,,,,,,,,,,,,,,,,,,,,13251,2005-12-31
,,,,,,,,,,,,,,,,,,,,13457,2005-12-31
,,,,,,,,,,,,,,,,,,,,14052,2005-12-31
,,,,,,,,,,,,,,,,,,,,14155,2005-12-31
,,,,,,,,,,,,,,,,,,,,14258,2005-12-31
,,,,,,,,,,,,,,,,,,,,14409,2005-12-31
,,,,,,,,,,,,,,,,,,,,14454,2005-12-31
,,,,,,,,,,,,,,,,,,,,14650,2005-12-31
,,,,,,,,,,,,,,,,,,,,14753,2005-12-31
,,,,,,,,,,,,,,,,,,,,14865,2005-12-31
,,,,,,,,,,,,,,,,,,,,15536,2005-12-31
,,,,,,,,,,,,,,,,,,,,16337,2005-12-31
,,,,,,,,,,,,,,,,,,,,16458,2005-12-31
,,,,,,,,,,,,,,,,,,,,16551,2005-12-31
,,,,,,,,,,,,,,,,,,,,16748,2005-12-31
,,,,,,,,,,,,,,,,,,,,16944,2005-12-31
,,,,,,,,,,,,,,,,,,,,16953,2005-12-31
,,,,,,,,,,,,,,,,,,,,17110,2005-12-31
,,,,,,,,,,,,,,,,,,,,17147,2005-12-31
,,,,,,,,,,,,,,,,,,,,17259,2005-12-31
,,,,,,,,,,,,,,,,,,,,17464,2005-12-31
,,,,,,,,,,,,,,,,,,,,17549,2005-12-31
,,,,,,,,,,,,,,,,,,,,17839,2005-12-31
,,,,,,,,,,,,,,,,,,,,17950,2005-12-31
,,,,,,,,,,,,,,,,,,,,18050,2005-12-31
,,,,,,,,,,,,,,,,,,,,18135,2005-12-31
,,,,,,,,,,,,,,,,,,,,18368,2005-12-31
,,,,,,,,,,,,,,,,,,,,18377,2005-12-31
,,,,,,,,,,,,,,,,,,,,18827,2005-12-31
,,,,,,,,,,,,,,,,,,,,18836,2005-12-31
,,,,,,,,,,,,,,,,,,,,18854,2005-12-31
,,,,,,,,,,,,,,,,,,,,18957,2005-12-31
,,,,,,,,,,,,,,,,,,,,19356,2005-12-31
,,,,,,,,,,,,,,,,,,,,19730,2005-12-31
,,,,,,,,,,,,,,,,,,,,19936,2005-12-31
,,,,,,,,,,,,,,,,,,,,19972,2005-12-31
,,,,,,,,,,,,,,,,,,,,20053,2005-12-31
,,,,,,,,,,,,,,,,,,,,20147,2005-12-31
,,,,,,,,,,,,,,,,,,,,20259,2005-12-31
,,,,,,,,,,,,,,,,,,,,20370,2005-12-31
,,,,,,,,,,,,,,,,,,,,20512,2005-12-31
,,,,,,,,,,,,,,,,,,,,20633,2005-12-31
,,,,,,,,,,,,,,,,,,,,20754,2005-12-31
,,,,,,,,,,,,,,,,,,,,20839,2005-12-31
,,,,,,,,,,,,,,,,,,,,20857,2005-12-31
,,,,,,,,,,,,,,,,,,,,20866,2005-12-31
,,,,,,,,,,,,,,,,,,,,21256,2005-12-31
,,,,,,,,,,,,,,,,,,,,21359,2005-12-31
,,,,,,,,,,,,,,,,,,,,21630,2005-12-31
,,,,,,,,,,,,,,,,,,,,21658,2005-12-31
,,,,,,,,,,,,,,,,,,,,22048,2005-12-31
,,,,,,,,,,,,,,,,,,,,22235,2005-12-31
,,,,,,,,,,,,,,,,,,,,22356,2005-12-31
,,,,,,,,,,,,,,,,,,,,22459,2005-12-31
,,,,,,,,,,,,,,,,,,,,22543,2005-12-31
,,,,,,,,,,,,,,,,,,,,22552,2005-12-31
,,,,,,,,,,,,,,,,,,,,22730,2005-12-31
,,,,,,,,,,,,,,,,,,,,22936,2005-12-31
,,,,,,,,,,,,,,,,,,,,22954,2005-12-31
,,,,,,,,,,,,,,,,,,,,23036,2005-12-31
,,,,,,,,,,,,,,,,,,,,23045,2005-12-31
,,,,,,,,,,,,,,,,,,,,23241,2005-12-31
,,,,,,,,,,,,,,,,,,,,23456,2005-12-31
,,,,,,,,,,,,,,,,,,,,23504,2005-12-31
,,,,,,,,,,,,,,,,,,,,23540,2005-12-31
,,,,,,,,,,,,,,,,,,,,23643,2005-12-31
,,,,,,,,,,,,,,,,,,,,23755,2005-12-31
,,,,,,,,,,,,,,,,,,,,23812,2005-12-31
,,,,,,,,,,,,,,,,,,,,24006,2005-12-31
,,,,,,,,,,,,,,,,,,,,24266,2005-12-31
,,,,,,,,,,,,,,,,,,,,24453,2005-12-31
,,,,,,,,,,,,,,,,,,,,24659,2005-12-31
,,,,,,,,,,,,,,,,,,,,24668,2005-12-31
,,,,,,,,,,,,,,,,,,,,24855,2005-12-31
,,,,,,,,,,,,,,,,,,,,24949,2005-12-31
,,,,,,,,,,,,,,,,,,,,25357,2005-12-31
,,,,,,,,,,,,,,,,,,,,25647,2005-12-31
,,,,,,,,,,,,,,,,,,,,25852,2005-12-31
,,,,,,,,,,,,,,,,,,,,26149,2005-12-31
,,,,,,,,,,,,,,,,,,,,26233,2005-12-31
,,,,,,,,,,,,,,,,,,,,26242,2005-12-31
,,,,,,,,,,,,,,,,,,,,26457,2005-12-31
,,,,,,,,,,,,,,,,,,,,26756,2005-12-31
,,,,,,,,,,,,,,,,,,,,26765,2005-12-31
,,,,,,,,,,,,,,,,,,,,26859,2005-12-31
,,,,,,,,,,,,,,,,,,,,26916,2005-12-31
,,,,,,,,,,,,,,,,,,,,27548,2005-12-31
,,,,,,,,,,,,,,,,,,,,27614,2005-12-31
,,,,,,,,,,,,,,,,,,,,27838,2005-12-31
,,,,,,,,,,,,,,,,,,,,27847,2005-12-31
,,,,,,,,,,,,,,,,,,,,28013,2005-12-31
,,,,,,,,,,,,,,,,,,,,28152,2005-12-31
,,,,,,,,,,,,,,,,,,,,28255,2005-12-31
,,,,,,,,,,,,,,,,,,,,28349,2005-12-31
,,,,,,,,,,,,,,,,,,,,28406,2005-12-31
,,,,,,,,,,,,,,,,,,,,28572,2005-12-31
,,,,,,,,,,,,,,,,,,,,28732,2005-12-31
,,,,,,,,,,,,,,,,,,,,29104,2005-12-31
,,,,,,,,,,,,,,,,,,,,29159,2005-12-31
,,,,,,,,,,,,,,,,,,,,29252,2005-12-31
,,,,,,,,,,,,,,,,,,,,29636,2005-12-31
,,,,,,,,,,,,,,,,,,,,29850,2005-12-31
,,,,,,,,,,,,,,,,,,,,29944,2005-12-31
,,,,,,,,,,,,,,,,,,,,29953,2005-12-31
,,,,,,,,,,,,,,,,,,,,30052,2005-12-31
,,,,,,,,,,,,,,,,,,,,30155,2005-12-31
,,,,,,,,,,,,,,,,,,,,30258,2005-12-31
,,,,,,,,,,,,,,,,,,,,30418,2005-12-31
,,,,,,,,,,,,,,,,,,,,30502,2005-12-31
,,,,,,,,,,,,,,,,,,,,30650,2005-12-31
,,,,,,,,,,,,,,,,,,,,30810,2005-12-31
,,,,,,,,,,,,,,,,,,,,30856,2005-12-31
,,,,,,,,,,,,,,,,,,,,31134,2005-12-31
,,,,,,,,,,,,,,,,,,,,31255,2005-12-31
,,,,,,,,,,,,,,,,,,,,31657,2005-12-31
,,,,,,,,,,,,,,,,,,,,31826,2005-12-31
,,,,,,,,,,,,,,,,,,,,31835,2005-12-31
,,,,,,,,,,,,,,,,,,,,32159,2005-12-31
,,,,,,,,,,,,,,,,,,,,32234,2005-12-31
,,,,,,,,,,,,,,,,,,,,32766,2005-12-31
,,,,,,,,,,,,,,,,,,,,33147,2005-12-31
,,,,,,,,,,,,,,,,,,,,33259,2005-12-31
,,,,,,,,,,,,,,,,,,,,33268,2005-12-31
,,,,,,,,,,,,,,,,,,,,33549,2005-12-31
,,,,,,,,,,,,,,,,,,,,33727,2005-12-31
,,,,,,,,,,,,,,,,,,,,33754,2005-12-31
,,,,,,,,,,,,,,,,,,,,33772,2005-12-31
,,,,,,,,,,,,,,,,,,,,33839,2005-12-31
,,,,,,,,,,,,,,,,,,,,33857,2005-12-31
,,,,,,,,,,,,,,,,,,,,34153,2005-12-31
,,,,,,,,,,,,,,,,,,,,34359,2005-12-31
,,,,,,,,,,,,,,,,,,,,34425,2005-12-31
,,,,,,,,,,,,,,,,,,,,34434,2005-12-31
,,,,,,,,,,,,,,,,,,,,34452,2005-12-31
,,,,,,,,,,,,,,,,,,,,34537,2005-12-31
,,,,,,,,,,,,,,,,,,,,34555,2005-12-31
,,,,,,,,,,,,,,,,,,,,34742,2005-12-31
,,,,,,,,,,,,,,,,,,,,34836,2005-12-31
,,,,,,,,,,,,,,,,,,,,34863,2005-12-31
,,,,,,,,,,,,,,,,,,,,35057,2005-12-31
,,,,,,,,,,,,,,,,,,,,35244,2005-12-31
,,,,,,,,,,,,,,,,,,,,35301,2005-12-31
,,,,,,,,,,,,,,,,,,,,35570,2005-12-31
,,,,,,,,,,,,,,,,,,,,35646,2005-12-31
,,,,,,,,,,,,,,,,,,,,35842,2005-12-31
,,,,,,,,,,,,,,,,,,,,35936,2005-12-31
,,,,,,,,,,,,,,,,,,,,36054,2005-12-31
,,,,,,,,,,,,,,,,,,,,36344,2005-12-31
,,,,,,,,,,,,,,,,,,,,36456,2005-12-31
,,,,,,,,,,,,,,,,,,,,36858,2005-12-31
,,,,,,,,,,,,,,,,,,,,36933,2005-12-31
,,,,,,,,,,,,,,,,,,,,37051,2005-12-31
,,,,,,,,,,,,,,,,,,,,37341,2005-12-31
,,,,,,,,,,,,,,,,,,,,37350,2005-12-31
,,,,,,,,,,,,,,,,,,,,37378,2005-12-31
,,,,,,,,,,,,,,,,,,,,37435,2005-12-31
,,,,,,,,,,,,,,,,,,,,37640,2005-12-31
,,,,,,,,,,,,,,,,,,,,37659,2005-12-31
,,,,,,,,,,,,,,,,,,,,37743,2005-12-31
,,,,,,,,,,,,,,,,,,,,37949,2005-12-31
,,,,,,,,,,,,,,,,,,,,38526,2005-12-31
,,,,,,,,,,,,,,,,,,,,38535,2005-12-31
,,,,,,,,,,,,,,,,,,,,38740,2005-12-31
,,,,,,,,,,,,,,,,,,,,39327,2005-12-31
,,,,,,,,,,,,,,,,,,,,39420,2005-12-31
,,,,,,,,,,,,,,,,,,,,39475,2005-12-31
,,,,,,,,,,,,,,,,,,,,39756,2005-12-31
,,,,,,,,,,,,,,,,,,,,39934,2005-12-31
,,,,,,,,,,,,,,,,,,,,40033,2005-12-31
,,,,,,,,,,,,,,,,,,,,40305,2005-12-31
,,,,,,,,,,,,,,,,,,,,40350,2005-12-31
,,,,,,,,,,,,,,,,,,,,40707,2005-12-31
,,,,,,,,,,,,,,,,,,,,40855,2005-12-31
,,,,,,,,,,,,,,,,,,,,41245,2005-12-31
,,,,,,,,,,,,,,,,,,,,41553,2005-12-31
,,,,,,,,,,,,,,,,,,,,41629,2005-12-31
,,,,,,,,,,,,,,,,,,,,41647,2005-12-31
,,,,,,,,,,,,,,,,,,,,41759,2005-12-31
,,,,,,,,,,,,,,,,,,,,41825,2005-12-31
,,,,,,,,,,,,,,,,,,,,41937,2005-12-31
,,,,,,,,,,,,,,,,,,,,41955,2005-12-31
,,,,,,,,,,,,,,,,,,,,42037,2005-12-31
,,,,,,,,,,,,,,,,,,,,42055,2005-12-31
,,,,,,,,,,,,,,,,,,,,42354,2005-12-31
,,,,,,,,,,,,,,,,,,,,42420,2005-12-31
,,,,,,,,,,,,,,,,,,,,42448,2005-12-31
,,,,,,,,,,,,,,,,,,,,42457,2005-12-31
,,,,,,,,,,,,,,,,,,,,42541,2005-12-31
,,,,,,,,,,,,,,,,,,,,43052,2005-12-31
,,,,,,,,,,,,,,,,,,,,43155,2005-12-31
,,,,,,,,,,,,,,,,,,,,43173,2005-12-31
,,,,,,,,,,,,,,,,,,,,43324,2005-12-31
,,,,,,,,,,,,,,,,,,,,43351,2005-12-31
,,,,,,,,,,,,,,,,,,,,43454,2005-12-31
,,,,,,,,,,,,,,,,,,,,43511,2005-12-31
,,,,,,,,,,,,,,,,,,,,43641,2005-12-31
,,,,,,,,,,,,,,,,,,,,43744,2005-12-31
,,,,,,,,,,,,,,,,,,,,43856,2005-12-31
,,,,,,,,,,,,,,,,,,,,43959,2005-12-31
,,,,,,,,,,,,,,,,,,,,44040,2005-12-31
,,,,,,,,,,,,,,,,,,,,44134,2005-12-31
,,,,,,,,,,,,,,,,,,,,44433,2005-12-31
,,,,,,,,,,,,,,,,,,,,44451,2005-12-31
,,,,,,,,,,,,,,,,,,,,44602,2005-12-31
,,,,,,,,,,,,,,,,,,,,44741,2005-12-31
,,,,,,,,,,,,,,,,,,,,44750,2005-12-31
,,,,,,,,,,,,,,,,,,,,44929,2005-12-31
,,,,,,,,,,,,,,,,,,,,45038,2005-12-31
,,,,,,,,,,,,,,,,,,,,45047,2005-12-31
,,,,,,,,,,,,,,,,,,,,45056,2005-12-31
,,,,,,,,,,,,,,,,,,,,45430,2005-12-31
,,,,,,,,,,,,,,,,,,,,45458,2005-12-31
,,,,,,,,,,,,,,,,,,,,45551,2005-12-31
,,,,,,,,,,,,,,,,,,,,45560,2005-12-31
,,,,,,,,,,,,,,,,,,,,45627,2005-12-31
,,,,,,,,,,,,,,,,,,,,45775,2005-12-31
,,,,,,,,,,,,,,,,,,,,46053,2005-12-31
,,,,,,,,,,,,,,,,,,,,46941,2005-12-31
,,,,,,,,,,,,,,,,,,,,47153,2005-12-31
,,,,,,,,,,,,,,,,,,,,47247,2005-12-31
,,,,,,,,,,,,,,,,,,,,47256,2005-12-31
,,,,,,,,,,,,,,,,,,,,47452,2005-12-31
,,,,,,,,,,,,,,,,,,,,47500,2005-12-31
,,,,,,,,,,,,,,,,,,,,48057,2005-12-31
,,,,,,,,,,,,,,,,,,,,48150,2005-12-31
,,,,,,,,,,,,,,,,,,,,48374,2005-12-31
,,,,,,,,,,,,,,,,,,,,48440,2005-12-31
,,,,,,,,,,,,,,,,,,,,48552,2005-12-31
,,,,,,,,,,,,,,,,,,,,48730,2005-12-31
,,,,,,,,,,,,,,,,,,,,49054,2005-12-31
,,,,,,,,,,,,,,,,,,,,49148,2005-12-31
,,,,,,,,,,,,,,,,,,,,49241,2005-12-31
,,,,,,,,,,,,,,,,,,,,49344,2005-12-31
,,,,,,,,,,,,,,,,,,,,49643,2005-12-31
,,,,,,,,,,,,,,,,,,,,49652,2005-12-31
,,,,,,,,,,,,,,,,,,,,49821,2005-12-31
,,,,,,,,,,,,,,,,,,,,49858,2005-12-31
,,,,,,,,,,,,,,,,,,,,49951,2005-12-31
,,,,,,,,,,,,,,,,,,,,50144,2005-12-31
,,,,,,,,,,,,,,,,,,,,50461,2005-12-31
,,,,,,,,,,,,,,,,,,,,50546,2005-12-31
,,,,,,,,,,,,,,,,,,,,50854,2005-12-31
,,,,,,,,,,,,,,,,,,,,50957,2005-12-31
,,,,,,,,,,,,,,,,,,,,51253,2005-12-31
,,,,,,,,,,,,,,,,,,,,51356,2005-12-31
,,,,,,,,,,,,,,,,,,,,51459,2005-12-31
,,,,,,,,,,,,,,,,,,,,51730,2005-12-31
,,,,,,,,,,,,,,,,,,,,51842,2005-12-31
,,,,,,,,,,,,,,,,,,,,52410,2005-12-31
,,,,,,,,,,,,,,,,,,,,52456,2005-12-31
,,,,,,,,,,,,,,,,,,,,52719,2005-12-31
,,,,,,,,,,,,,,,,,,,,52951,2005-12-31
,,,,,,,,,,,,,,,,,,,,53015,2005-12-31
,,,,,,,,,,,,,,,,,,,,53033,2005-12-31
,,,,,,,,,,,,,,,,,,,,53051,2005-12-31
,,,,,,,,,,,,,,,,,,,,53239,2005-12-31
,,,,,,,,,,,,,,,,,,,,53453,2005-12-31
,,,,,,,,,,,,,,,,,,,,53752,2005-12-31
,,,,,,,,,,,,,,,,,,,,54049,2005-12-31
,,,,,,,,,,,,,,,,,,,,54058,2005-12-31
,,,,,,,,,,,,,,,,,,,,54357,2005-12-31
,,,,,,,,,,,,,,,,,,,,54375,2005-12-31
,,,,,,,,,,,,,,,,,,,,54441,2005-12-31
,,,,,,,,,,,,,,,,,,,,54656,2005-12-31
,,,,,,,,,,,,,,,,,,,,55176,2005-12-31
,,,,,,,,,,,,,,,,,,,,55251,2005-12-31
,,,,,,,,,,,,,,,,,,,,55336,2005-12-31
,,,,,,,,,,,,,,,,,,,,55635,2005-12-31
,,,,,,,,,,,,,,,,,,,,55653,2005-12-31
,,,,,,,,,,,,,,,,,,,,56230,2005-12-31
,,,,,,,,,,,,,,,,,,,,56258,2005-12-31
,,,,,,,,,,,,,,,,,,,,56351,2005-12-31
,,,,,,,,,,,,,,,,,,,,56427,2005-12-31
,,,,,,,,,,,,,,,,,,,,56548,2005-12-31
,,,,,,,,,,,,,,,,,,,,56557,2005-12-31
,,,,,,,,,,,,,,,,,,,,56717,2005-12-31
,,,,,,,,,,,,,,,,,,,,56726,2005-12-31
,,,,,,,,,,,,,,,,,,,,57040,2005-12-31
,,,,,,,,,,,,,,,,,,,,57228,2005-12-31
,,,,,,,,,,,,,,,,,,,,57255,2005-12-31
,,,,,,,,,,,,,,,,,,,,57451,2005-12-31
,,,,,,,,,,,,,,,,,,,,57572,2005-12-31
,,,,,,,,,,,,,,,,,,,,57956,2005-12-31
,,,,,,,,,,,,,,,,,,,,58074,2005-12-31
,,,,,,,,,,,,,,,,,,,,58207,2005-12-31
,,,,,,,,,,,,,,,,,,,,58225,2005-12-31
,,,,,,,,,,,,,,,,,,,,58243,2005-12-31
,,,,,,,,,,,,,,,,,,,,58355,2005-12-31
,,,,,,,,,,,,,,,,,,,,58551,2005-12-31
,,,,,,,,,,,,,,,,,,,,58636,2005-12-31
,,,,,,,,,,,,,,,,,,,,58757,2005-12-31
,,,,,,,,,,,,,,,,,,,,58971,2005-12-31
,,,,,,,,,,,,,,,,,,,,59259,2005-12-31
,,,,,,,,,,,,,,,,,,,,59316,2005-12-31
,,,,,,,,,,,,,,,,,,,,59352,2005-12-31
,,,,,,,,,,,,,,,,,,,,59679,2005-12-31
,,,,,,,,,,,,,,,,,,,,59754,2005-12-31
,,,,,,,,,,,,,,,,,,,,60143,2005-12-31
,,,,,,,,,,,,,,,,,,,,60219,2005-12-31
,,,,,,,,,,,,,,,,,,,,60330,2005-12-31
,,,,,,,,,,,,,,,,,,,,60433,2005-12-31
,,,,,,,,,,,,,,,,,,,,60545,2005-12-31
,,,,,,,,,,,,,,,,,,,,60554,2005-12-31
,,,,,,,,,,,,,,,,,,,,60648,2005-12-31
,,,,,,,,,,,,,,,,,,,,61122,2005-12-31
,,,,,,,,,,,,,,,,,,,,61355,2005-12-31
,,,,,,,,,,,,,,,,,,,,61476,2005-12-31
,,,,,,,,,,,,,,,,,,,,61533,2005-12-31
,,,,,,,,,,,,,,,,,,,,61757,2005-12-31
,,,,,,,,,,,,,,,,,,,,61832,2005-12-31
,,,,,,,,,,,,,,,,,,,,61953,2005-12-31
,,,,,,,,,,,,,,,,,,,,62044,2005-12-31
,,,,,,,,,,,,,,,,,,,,62101,2005-12-31
,,,,,,,,,,,,,,,,,,,,62147,2005-12-31
,,,,,,,,,,,,,,,,,,,,63050,2005-12-31
,,,,,,,,,,,,,,,,,,,,63069,2005-12-31
,,,,,,,,,,,,,,,,,,,,63078,2005-12-31
,,,,,,,,,,,,,,,,,,,,63201,2005-12-31
,,,,,,,,,,,,,,,,,,,,63359,2005-12-31
,,,,,,,,,,,,,,,,,,,,63573,2005-12-31
,,,,,,,,,,,,,,,,,,,,63733,2005-12-31
,,,,,,,,,,,,,,,,,,,,63742,2005-12-31
,,,,,,,,,,,,,,,,,,,,63751,2005-12-31
,,,,,,,,,,,,,,,,,,,,64150,2005-12-31
,,,,,,,,,,,,,,,,,,,,64543,2005-12-31
,,,,,,,,,,,,,,,,,,,,64552,2005-12-31
,,,,,,,,,,,,,,,,,,,,64619,2005-12-31
,,,,,,,,,,,,,,,,,,,,64730,2005-12-31
,,,,,,,,,,,,,,,,,,,,64758,2005-12-31
,,,,,,,,,,,,,,,,,,,,65205,2005-12-31
,,,,,,,,,,,,,,,,,,,,65241,2005-12-31
,,,,,,,,,,,,,,,,,,,,65513,2005-12-31
,,,,,,,,,,,,,,,,,,,,65559,2005-12-31
,,,,,,,,,,,,,,,,,,,,65746,2005-12-31
,,,,,,,,,,,,,,,,,,,,65858,2005-12-31
,,,,,,,,,,,,,,,,,,,,66015,2005-12-31
,,,,,,,,,,,,,,,,,,,,66154,2005-12-31
,,,,,,,,,,,,,,,,,,,,66172,2005-12-31
,,,,,,,,,,,,,,,,,,,,66275,2005-12-31
,,,,,,,,,,,,,,,,,,,,66837,2005-12-31
,,,,,,,,,,,,,,,,,,,,66846,2005-12-31
,,,,,,,,,,,,,,,,,,,,67142,2005-12-31
,,,,,,,,,,,,,,,,,,,,67151,2005-12-31
,,,,,,,,,,,,,,,,,,,,67209,2005-12-31
,,,,,,,,,,,,,,,,,,,,67254,2005-12-31
,,,,,,,,,,,,,,,,,,,,67311,2005-12-31
,,,,,,,,,,,,,,,,,,,,67414,2005-12-31
,,,,,,,,,,,,,,,,,,,,68345,2005-12-31
,,,,,,,,,,,,,,,,,,,,68448,2005-12-31
,,,,,,,,,,,,,,,,,,,,68756,2005-12-31
,,,,,,,,,,,,,,,,,,,,68831,2005-12-31
,,,,,,,,,,,,,,,,,,,,68840,2005-12-31
,,,,,,,,,,,,,,,,,,,,68859,2005-12-31
,,,,,,,,,,,,,,,,,,,,68943,2005-12-31
,,,,,,,,,,,,,,,,,,,,69333,2005-12-31
,,,,,,,,,,,,,,,,,,,,69351,2005-12-31
,,,,,,,,,,,,,,,,,,,,69650,2005-12-31
,,,,,,,,,,,,,,,,,,,,69678,2005-12-31
,,,,,,,,,,,,,,,,,,,,69847,2005-12-31
,,,,,,,,,,,,,,,,,,,,70049,2005-12-31
,,,,,,,,,,,,,,,,,,,,70058,2005-12-31
,,,,,,,,,,,,,,,,,,,,70076,2005-12-31
,,,,,,,,,,,,,,,,,,,,70151,2005-12-31
,,,,,,,,,,,,,,,,,,,,70218,2005-12-31
,,,,,,,,,,,,,,,,,,,,70254,2005-12-31
,,,,,,,,,,,,,,,,,,,,70414,2005-12-31
,,,,,,,,,,,,,,,,,,,,70638,2005-12-31
,,,,,,,,,,,,,,,,,,,,70955,2005-12-31
,,,,,,,,,,,,,,,,,,,,71318,2005-12-31
,,,,,,,,,,,,,,,,,,,,71457,2005-12-31
,,,,,,,,,,,,,,,,,,,,71859,2005-12-31
