RCFDJJ04,RCFDJJ05,RCFDJJ06,RCFDJJ07,RCFDJJ08,RCFDJJ09,RCFDJJ11,RCFDJJ12,RCFDJJ13,RCFDJJ14,RCFDJJ15,RCFDJJ16,RCFDJJ17,RCFDJJ18,RCFDJJ19,RCFDJJ20,RCFDJJ21,RCFDJJ23,RCFDJJ24,RCFDJJ25,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,25357,2011-06-30
,,,,,,,,,,,,,,,,,,,,25647,2011-06-30
,,,,,,,,,,,,,,,,,,,,26149,2011-06-30
,,,,,,,,,,,,,,,,,,,,26242,2011-06-30
,,,,,,,,,,,,,,,,,,,,26457,2011-06-30
,,,,,,,,,,,,,,,,,,,,26765,2011-06-30
,,,,,,,,,,,,,,,,,,,,26859,2011-06-30
,,,,,,,,,,,,,,,,,,,,27548,2011-06-30
,,,,,,,,,,,,,,,,,,,,27614,2011-06-30
,,,,,,,,,,,,,,,,,,,,27847,2011-06-30
,,,,,,,,,,,,,,,,,,,,28152,2011-06-30
,,,,,,,,,,,,,,,,,,,,28255,2011-06-30
,,,,,,,,,,,,,,,,,,,,28349,2011-06-30
,,,,,,,,,,,,,,,,,,,,28406,2011-06-30
,,,,,,,,,,,,,,,,,,,,28572,2011-06-30
,,,,,,,,,,,,,,,,,,,,28732,2011-06-30
,,,,,,,,,,,,,,,,,,,,29104,2011-06-30
,,,,,,,,,,,,,,,,,,,,29636,2011-06-30
,,,,,,,,,,,,,,,,,,,,29953,2011-06-30
,,,,,,,,,,,,,,,,,,,,30052,2011-06-30
,,,,,,,,,,,,,,,,,,,,30258,2011-06-30
,,,,,,,,,,,,,,,,,,,,30418,2011-06-30
,,,,,,,,,,,,,,,,,,,,30502,2011-06-30
,,,,,,,,,,,,,,,,,,,,30650,2011-06-30
,,,,,,,,,,,,,,,,,,,,30810,2011-06-30
,,,,,,,,,,,,,,,,,,,,31134,2011-06-30
,,,,,,,,,,,,,,,,,,,,31255,2011-06-30
,,,,,,,,,,,,,,,,,,,,31657,2011-06-30
,,,,,,,,,,,,,,,,,,,,31826,2011-06-30
,,,,,,,,,,,,,,,,,,,,31835,2011-06-30
,,,,,,,,,,,,,,,,,,,,32234,2011-06-30
,,,,,,,,,,,,,,,,,,,,32766,2011-06-30
,,,,,,,,,,,,,,,,,,,,33147,2011-06-30
,,,,,,,,,,,,,,,,,,,,33259,2011-06-30
,,,,,,,,,,,,,,,,,,,,33268,2011-06-30
,,,,,,,,,,,,,,,,,,,,33754,2011-06-30
,,,,,,,,,,,,,,,,,,,,33839,2011-06-30
,,,,,,,,,,,,,,,,,,,,33857,2011-06-30
,,,,,,,,,,,,,,,,,,,,34153,2011-06-30
,,,,,,,,,,,,,,,,,,,,34359,2011-06-30
,,,,,,,,,,,,,,,,,,,,34425,2011-06-30
,,,,,,,,,,,,,,,,,,,,34434,2011-06-30
,,,,,,,,,,,,,,,,,,,,34452,2011-06-30
,,,,,,,,,,,,,,,,,,,,34537,2011-06-30
,,,,,,,,,,,,,,,,,,,,34555,2011-06-30
,,,,,,,,,,,,,,,,,,,,34742,2011-06-30
,,,,,,,,,,,,,,,,,,,,34836,2011-06-30
,,,,,,,,,,,,,,,,,,,,35057,2011-06-30
,,,,,,,,,,,,,,,,,,,,35301,2011-06-30
,,,,,,,,,,,,,,,,,,,,35570,2011-06-30
,,,,,,,,,,,,,,,,,,,,35646,2011-06-30
,,,,,,,,,,,,,,,,,,,,35842,2011-06-30
,,,,,,,,,,,,,,,,,,,,36054,2011-06-30
,,,,,,,,,,,,,,,,,,,,36344,2011-06-30
,,,,,,,,,,,,,,,,,,,,36456,2011-06-30
,,,,,,,,,,,,,,,,,,,,36858,2011-06-30
,,,,,,,,,,,,,,,,,,,,36933,2011-06-30
,,,,,,,,,,,,,,,,,,,,37051,2011-06-30
,,,,,,,,,,,,,,,,,,,,37341,2011-06-30
,,,,,,,,,,,,,,,,,,,,37378,2011-06-30
,,,,,,,,,,,,,,,,,,,,37435,2011-06-30
,,,,,,,,,,,,,,,,,,,,37640,2011-06-30
,,,,,,,,,,,,,,,,,,,,37659,2011-06-30
,,,,,,,,,,,,,,,,,,,,37743,2011-06-30
,,,,,,,,,,,,,,,,,,,,37949,2011-06-30
,,,,,,,,,,,,,,,,,,,,38535,2011-06-30
,,,,,,,,,,,,,,,,,,,,38740,2011-06-30
,,,,,,,,,,,,,,,,,,,,39327,2011-06-30
,,,,,,,,,,,,,,,,,,,,39420,2011-06-30
,,,,,,,,,,,,,,,,,,,,39475,2011-06-30
,,,,,,,,,,,,,,,,,,,,39756,2011-06-30
,,,,,,,,,,,,,,,,,,,,40033,2011-06-30
,,,,,,,,,,,,,,,,,,,,40350,2011-06-30
,,,,,,,,,,,,,,,,,,,,40707,2011-06-30
,,,,,,,,,,,,,,,,,,,,40855,2011-06-30
,,,,,,,,,,,,,,,,,,,,41245,2011-06-30
,,,,,,,,,,,,,,,,,,,,41553,2011-06-30
,,,,,,,,,,,,,,,,,,,,41629,2011-06-30
,,,,,,,,,,,,,,,,,,,,41759,2011-06-30
,,,,,,,,,,,,,,,,,,,,41825,2011-06-30
,,,,,,,,,,,,,,,,,,,,41937,2011-06-30
,,,,,,,,,,,,,,,,,,,,41955,2011-06-30
,,,,,,,,,,,,,,,,,,,,42037,2011-06-30
,,,,,,,,,,,,,,,,,,,,42055,2011-06-30
,,,,,,,,,,,,,,,,,,,,42354,2011-06-30
,,,,,,,,,,,,,,,,,,,,42420,2011-06-30
,,,,,,,,,,,,,,,,,,,,42448,2011-06-30
,,,,,,,,,,,,,,,,,,,,42457,2011-06-30
,,,,,,,,,,,,,,,,,,,,43052,2011-06-30
,,,,,,,,,,,,,,,,,,,,43351,2011-06-30
,,,,,,,,,,,,,,,,,,,,43454,2011-06-30
,,,,,,,,,,,,,,,,,,,,43744,2011-06-30
,,,,,,,,,,,,,,,,,,,,43856,2011-06-30
,,,,,,,,,,,,,,,,,,,,43959,2011-06-30
,,,,,,,,,,,,,,,,,,,,44040,2011-06-30
,,,,,,,,,,,,,,,,,,,,44433,2011-06-30
,,,,,,,,,,,,,,,,,,,,44741,2011-06-30
,,,,,,,,,,,,,,,,,,,,44750,2011-06-30
,,,,,,,,,,,,,,,,,,,,44929,2011-06-30
,,,,,,,,,,,,,,,,,,,,45038,2011-06-30
,,,,,,,,,,,,,,,,,,,,45047,2011-06-30
,,,,,,,,,,,,,,,,,,,,45056,2011-06-30
,,,,,,,,,,,,,,,,,,,,45430,2011-06-30
,,,,,,,,,,,,,,,,,,,,45458,2011-06-30
,,,,,,,,,,,,,,,,,,,,45551,2011-06-30
,,,,,,,,,,,,,,,,,,,,45560,2011-06-30
,,,,,,,,,,,,,,,,,,,,45775,2011-06-30
,,,,,,,,,,,,,,,,,,,,46053,2011-06-30
,,,,,,,,,,,,,,,,,,,,46941,2011-06-30
,,,,,,,,,,,,,,,,,,,,47153,2011-06-30
,,,,,,,,,,,,,,,,,,,,47247,2011-06-30
,,,,,,,,,,,,,,,,,,,,47256,2011-06-30
,,,,,,,,,,,,,,,,,,,,47452,2011-06-30
,,,,,,,,,,,,,,,,,,,,47500,2011-06-30
,,,,,,,,,,,,,,,,,,,,48057,2011-06-30
,,,,,,,,,,,,,,,,,,,,48150,2011-06-30
,,,,,,,,,,,,,,,,,,,,48374,2011-06-30
,,,,,,,,,,,,,,,,,,,,48440,2011-06-30
,,,,,,,,,,,,,,,,,,,,49054,2011-06-30
,,,,,,,,,,,,,,,,,,,,49148,2011-06-30
,,,,,,,,,,,,,,,,,,,,49241,2011-06-30
,,,,,,,,,,,,,,,,,,,,49344,2011-06-30
,,,,,,,,,,,,,,,,,,,,49643,2011-06-30
,,,,,,,,,,,,,,,,,,,,49652,2011-06-30
,,,,,,,,,,,,,,,,,,,,49821,2011-06-30
,,,,,,,,,,,,,,,,,,,,49858,2011-06-30
,,,,,,,,,,,,,,,,,,,,49951,2011-06-30
,,,,,,,,,,,,,,,,,,,,50144,2011-06-30
,,,,,,,,,,,,,,,,,,,,50461,2011-06-30
,,,,,,,,,,,,,,,,,,,,50546,2011-06-30
,,,,,,,,,,,,,,,,,,,,50854,2011-06-30
,,,,,,,,,,,,,,,,,,,,50957,2011-06-30
,,,,,,,,,,,,,,,,,,,,51253,2011-06-30
,,,,,,,,,,,,,,,,,,,,51356,2011-06-30
,,,,,,,,,,,,,,,,,,,,51459,2011-06-30
,,,,,,,,,,,,,,,,,,,,51730,2011-06-30
,,,,,,,,,,,,,,,,,,,,51842,2011-06-30
,,,,,,,,,,,,,,,,,,,,52410,2011-06-30
,,,,,,,,,,,,,,,,,,,,52719,2011-06-30
,,,,,,,,,,,,,,,,,,,,52951,2011-06-30
,,,,,,,,,,,,,,,,,,,,53015,2011-06-30
,,,,,,,,,,,,,,,,,,,,53033,2011-06-30
,,,,,,,,,,,,,,,,,,,,53051,2011-06-30
,,,,,,,,,,,,,,,,,,,,53239,2011-06-30
,,,,,,,,,,,,,,,,,,,,53453,2011-06-30
,,,,,,,,,,,,,,,,,,,,53752,2011-06-30
,,,,,,,,,,,,,,,,,,,,54049,2011-06-30
,,,,,,,,,,,,,,,,,,,,54058,2011-06-30
,,,,,,,,,,,,,,,,,,,,54375,2011-06-30
,,,,,,,,,,,,,,,,,,,,54441,2011-06-30
,,,,,,,,,,,,,,,,,,,,54656,2011-06-30
,,,,,,,,,,,,,,,,,,,,55176,2011-06-30
,,,,,,,,,,,,,,,,,,,,55336,2011-06-30
,,,,,,,,,,,,,,,,,,,,55635,2011-06-30
,,,,,,,,,,,,,,,,,,,,55653,2011-06-30
,,,,,,,,,,,,,,,,,,,,56258,2011-06-30
,,,,,,,,,,,,,,,,,,,,56351,2011-06-30
,,,,,,,,,,,,,,,,,,,,56427,2011-06-30
,,,,,,,,,,,,,,,,,,,,56548,2011-06-30
,,,,,,,,,,,,,,,,,,,,56557,2011-06-30
,,,,,,,,,,,,,,,,,,,,56717,2011-06-30
,,,,,,,,,,,,,,,,,,,,57040,2011-06-30
,,,,,,,,,,,,,,,,,,,,57228,2011-06-30
,,,,,,,,,,,,,,,,,,,,57255,2011-06-30
,,,,,,,,,,,,,,,,,,,,57451,2011-06-30
,,,,,,,,,,,,,,,,,,,,57572,2011-06-30
,,,,,,,,,,,,,,,,,,,,57956,2011-06-30
,,,,,,,,,,,,,,,,,,,,58074,2011-06-30
,,,,,,,,,,,,,,,,,,,,58207,2011-06-30
,,,,,,,,,,,,,,,,,,,,58225,2011-06-30
,,,,,,,,,,,,,,,,,,,,58243,2011-06-30
,,,,,,,,,,,,,,,,,,,,58355,2011-06-30
,,,,,,,,,,,,,,,,,,,,58551,2011-06-30
,,,,,,,,,,,,,,,,,,,,58636,2011-06-30
,,,,,,,,,,,,,,,,,,,,58757,2011-06-30
,,,,,,,,,,,,,,,,,,,,58971,2011-06-30
,,,,,,,,,,,,,,,,,,,,59316,2011-06-30
,,,,,,,,,,,,,,,,,,,,59352,2011-06-30
,,,,,,,,,,,,,,,,,,,,59679,2011-06-30
,,,,,,,,,,,,,,,,,,,,59754,2011-06-30
,,,,,,,,,,,,,,,,,,,,60143,2011-06-30
,,,,,,,,,,,,,,,,,,,,60330,2011-06-30
,,,,,,,,,,,,,,,,,,,,60433,2011-06-30
,,,,,,,,,,,,,,,,,,,,60545,2011-06-30
,,,,,,,,,,,,,,,,,,,,60554,2011-06-30
,,,,,,,,,,,,,,,,,,,,60648,2011-06-30
,,,,,,,,,,,,,,,,,,,,61122,2011-06-30
,,,,,,,,,,,,,,,,,,,,61355,2011-06-30
,,,,,,,,,,,,,,,,,,,,61476,2011-06-30
,,,,,,,,,,,,,,,,,,,,61757,2011-06-30
,,,,,,,,,,,,,,,,,,,,61832,2011-06-30
,,,,,,,,,,,,,,,,,,,,61953,2011-06-30
,,,,,,,,,,,,,,,,,,,,62044,2011-06-30
,,,,,,,,,,,,,,,,,,,,62110,2011-06-30
,,,,,,,,,,,,,,,,,,,,62147,2011-06-30
,,,,,,,,,,,,,,,,,,,,63050,2011-06-30
,,,,,,,,,,,,,,,,,,,,63069,2011-06-30
,,,,,,,,,,,,,,,,,,,,63078,2011-06-30
,,,,,,,,,,,,,,,,,,,,63201,2011-06-30
,,,,,,,,,,,,,,,,,,,,63359,2011-06-30
,,,,,,,,,,,,,,,,,,,,63573,2011-06-30
,,,,,,,,,,,,,,,,,,,,63733,2011-06-30
,,,,,,,,,,,,,,,,,,,,63742,2011-06-30
,,,,,,,,,,,,,,,,,,,,63751,2011-06-30
,,,,,,,,,,,,,,,,,,,,64150,2011-06-30
,,,,,,,,,,,,,,,,,,,,64543,2011-06-30
,,,,,,,,,,,,,,,,,,,,64552,2011-06-30
,,,,,,,,,,,,,,,,,,,,64619,2011-06-30
,,,,,,,,,,,,,,,,,,,,64730,2011-06-30
,,,,,,,,,,,,,,,,,,,,65205,2011-06-30
,,,,,,,,,,,,,,,,,,,,65241,2011-06-30
,,,,,,,,,,,,,,,,,,,,65513,2011-06-30
,,,,,,,,,,,,,,,,,,,,65559,2011-06-30
,,,,,,,,,,,,,,,,,,,,65746,2011-06-30
,,,,,,,,,,,,,,,,,,,,65858,2011-06-30
,,,,,,,,,,,,,,,,,,,,66015,2011-06-30
,,,,,,,,,,,,,,,,,,,,66154,2011-06-30
,,,,,,,,,,,,,,,,,,,,66172,2011-06-30
,,,,,,,,,,,,,,,,,,,,66275,2011-06-30
,,,,,,,,,,,,,,,,,,,,66837,2011-06-30
,,,,,,,,,,,,,,,,,,,,67142,2011-06-30
,,,,,,,,,,,,,,,,,,,,67151,2011-06-30
,,,,,,,,,,,,,,,,,,,,67209,2011-06-30
,,,,,,,,,,,,,,,,,,,,67254,2011-06-30
,,,,,,,,,,,,,,,,,,,,67311,2011-06-30
,,,,,,,,,,,,,,,,,,,,68345,2011-06-30
,,,,,,,,,,,,,,,,,,,,68448,2011-06-30
,,,,,,,,,,,,,,,,,,,,68756,2011-06-30
,,,,,,,,,,,,,,,,,,,,68831,2011-06-30
,,,,,,,,,,,,,,,,,,,,68840,2011-06-30
,,,,,,,,,,,,,,,,,,,,68859,2011-06-30
,,,,,,,,,,,,,,,,,,,,68943,2011-06-30
,,,,,,,,,,,,,,,,,,,,69333,2011-06-30
,,,,,,,,,,,,,,,,,,,,69678,2011-06-30
,,,,,,,,,,,,,,,,,,,,69847,2011-06-30
,,,,,,,,,,,,,,,,,,,,70049,2011-06-30
,,,,,,,,,,,,,,,,,,,,70058,2011-06-30
,,,,,,,,,,,,,,,,,,,,70218,2011-06-30
,,,,,,,,,,,,,,,,,,,,70414,2011-06-30
,,,,,,,,,,,,,,,,,,,,70638,2011-06-30
,,,,,,,,,,,,,,,,,,,,70955,2011-06-30
,,,,,,,,,,,,,,,,,,,,71318,2011-06-30
,,,,,,,,,,,,,,,,,,,,71457,2011-06-30
,,,,,,,,,,,,,,,,,,,,71859,2011-06-30
,,,,,,,,,,,,,,,,,,,,72258,2011-06-30
,,,,,,,,,,,,,,,,,,,,72351,2011-06-30
,,,,,,,,,,,,,,,,,,,,72454,2011-06-30
,,,,,,,,,,,,,,,,,,,,72678,2011-06-30
,,,,,,,,,,,,,,,,,,,,73031,2011-06-30
,,,,,,,,,,,,,,,,,,,,73116,2011-06-30
,,,,,,,,,,,,,,,,,,,,73152,2011-06-30
,,,,,,,,,,,,,,,,,,,,73554,2011-06-30
,,,,,,,,,,,,,,,,,,,,73956,2011-06-30
,,,,,,,,,,,,,,,,,,,,74056,2011-06-30
,,,,,,,,,,,,,,,,,,,,74140,2011-06-30
,,,,,,,,,,,,,,,,,,,,74159,2011-06-30
,,,,,,,,,,,,,,,,,,,,74403,2011-06-30
,,,,,,,,,,,,,,,,,,,,74449,2011-06-30
,,,,,,,,,,,,,,,,,,,,74458,2011-06-30
,,,,,,,,,,,,,,,,,,,,75053,2011-06-30
,,,,,,,,,,,,,,,,,,,,75259,2011-06-30
,,,,,,,,,,,,,,,,,,,,75446,2011-06-30
,,,,,,,,,,,,,,,,,,,,75455,2011-06-30
,,,,,,,,,,,,,,,,,,,,75558,2011-06-30
,,,,,,,,,,,,,,,,,,,,75633,2011-06-30
,,,,,,,,,,,,,,,,,,,,75651,2011-06-30
,,,,,,,,,,,,,,,,,,,,76135,2011-06-30
,,,,,,,,,,,,,,,,,,,,76153,2011-06-30
,,,,,,,,,,,,,,,,,,,,76443,2011-06-30
,,,,,,,,,,,,,,,,,,,,76854,2011-06-30
,,,,,,,,,,,,,,,,,,,,77150,2011-06-30
,,,,,,,,,,,,,,,,,,,,77253,2011-06-30
,,,,,,,,,,,,,,,,,,,,77422,2011-06-30
,,,,,,,,,,,,,,,,,,,,77758,2011-06-30
,,,,,,,,,,,,,,,,,,,,77851,2011-06-30
,,,,,,,,,,,,,,,,,,,,78036,2011-06-30
,,,,,,,,,,,,,,,,,,,,78157,2011-06-30
,,,,,,,,,,,,,,,,,,,,78241,2011-06-30
,,,,,,,,,,,,,,,,,,,,78559,2011-06-30
,,,,,,,,,,,,,,,,,,,,78858,2011-06-30
,,,,,,,,,,,,,,,,,,,,79042,2011-06-30
,,,,,,,,,,,,,,,,,,,,79127,2011-06-30
,,,,,,,,,,,,,,,,,,,,79145,2011-06-30
,,,,,,,,,,,,,,,,,,,,79257,2011-06-30
,,,,,,,,,,,,,,,,,,,,79855,2011-06-30
,,,,,,,,,,,,,,,,,,,,80020,2011-06-30
,,,,,,,,,,,,,,,,,,,,80150,2011-06-30
,,,,,,,,,,,,,,,,,,,,80431,2011-06-30
,,,,,,,,,,,,,,,,,,,,80552,2011-06-30
,,,,,,,,,,,,,,,,,,,,80936,2011-06-30
,,,,,,,,,,,,,,,,,,,,81429,2011-06-30
,,,,,,,,,,,,,,,,,,,,82033,2011-06-30
,,,,,,,,,,,,,,,,,,,,82257,2011-06-30
,,,,,,,,,,,,,,,,,,,,82350,2011-06-30
,,,,,,,,,,,,,,,,,,,,82659,2011-06-30
,,,,,,,,,,,,,,,,,,,,83151,2011-06-30
,,,,,,,,,,,,,,,,,,,,83236,2011-06-30
,,,,,,,,,,,,,,,,,,,,83375,2011-06-30
,,,,,,,,,,,,,,,,,,,,83638,2011-06-30
,,,,,,,,,,,,,,,,,,,,83834,2011-06-30
,,,,,,,,,,,,,,,,,,,,83852,2011-06-30
,,,,,,,,,,,,,,,,,,,,83955,2011-06-30
,,,,,,,,,,,,,,,,,,,,84046,2011-06-30
,,,,,,,,,,,,,,,,,,,,84055,2011-06-30
,,,,,,,,,,,,,,,,,,,,84251,2011-06-30
,,,,,,,,,,,,,,,,,,,,84541,2011-06-30
,,,,,,,,,,,,,,,,,,,,84804,2011-06-30
,,,,,,,,,,,,,,,,,,,,85052,2011-06-30
,,,,,,,,,,,,,,,,,,,,85258,2011-06-30
,,,,,,,,,,,,,,,,,,,,85454,2011-06-30
,,,,,,,,,,,,,,,,,,,,85931,2011-06-30
,,,,,,,,,,,,,,,,,,,,86349,2011-06-30
,,,,,,,,,,,,,,,,,,,,86358,2011-06-30
,,,,,,,,,,,,,,,,,,,,86527,2011-06-30
,,,,,,,,,,,,,,,,,,,,86554,2011-06-30
,,,,,,,,,,,,,,,,,,,,87047,2011-06-30
,,,,,,,,,,,,,,,,,,,,87159,2011-06-30
,,,,,,,,,,,,,,,,,,,,87234,2011-06-30
,,,,,,,,,,,,,,,,,,,,87476,2011-06-30
,,,,,,,,,,,,,,,,,,,,88240,2011-06-30
,,,,,,,,,,,,,,,,,,,,88259,2011-06-30
,,,,,,,,,,,,,,,,,,,,88352,2011-06-30
,,,,,,,,,,,,,,,,,,,,88455,2011-06-30
,,,,,,,,,,,,,,,,,,,,88530,2011-06-30
,,,,,,,,,,,,,,,,,,,,88950,2011-06-30
,,,,,,,,,,,,,,,,,,,,89032,2011-06-30
,,,,,,,,,,,,,,,,,,,,89135,2011-06-30
,,,,,,,,,,,,,,,,,,,,89751,2011-06-30
,,,,,,,,,,,,,,,,,,,,89854,2011-06-30
,,,,,,,,,,,,,,,,,,,,89957,2011-06-30
,,,,,,,,,,,,,,,,,,,,90047,2011-06-30
