RCFDJJ04,RCFDJJ05,RCFDJJ06,RCFDJJ07,RCFDJJ08,RCFDJJ09,RCFDJJ11,RCFDJJ12,RCFDJJ13,RCFDJJ14,RCFDJJ15,RCFDJJ16,RCFDJJ17,RCFDJJ18,RCFDJJ19,RCFDJJ20,RCFDJJ21,RCFDJJ23,RCFDJJ24,RCFDJJ25,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,20633,2013-12-31
,,,,,,,,,,,,,,,,,,,,20857,2013-12-31
,,,,,,,,,,,,,,,,,,,,21256,2013-12-31
,,,,,,,,,,,,,,,,,,,,21359,2013-12-31
,,,,,,,,,,,,,,,,,,,,21630,2013-12-31
,,,,,,,,,,,,,,,,,,,,21658,2013-12-31
,,,,,,,,,,,,,,,,,,,,22048,2013-12-31
,,,,,,,,,,,,,,,,,,,,22543,2013-12-31
,,,,,,,,,,,,,,,,,,,,22552,2013-12-31
,,,,,,,,,,,,,,,,,,,,22730,2013-12-31
,,,,,,,,,,,,,,,,,,,,22936,2013-12-31
,,,,,,,,,,,,,,,,,,,,23045,2013-12-31
,,,,,,,,,,,,,,,,,,,,23456,2013-12-31
,,,,,,,,,,,,,,,,,,,,23504,2013-12-31
,,,,,,,,,,,,,,,,,,,,23643,2013-12-31
,,,,,,,,,,,,,,,,,,,,23755,2013-12-31
,,,,,,,,,,,,,,,,,,,,24006,2013-12-31
,,,,,,,,,,,,,,,,,,,,24378,2013-12-31
,,,,,,,,,,,,,,,,,,,,24453,2013-12-31
,,,,,,,,,,,,,,,,,,,,24659,2013-12-31
,,,,,,,,,,,,,,,,,,,,24668,2013-12-31
,,,,,,,,,,,,,,,,,,,,24855,2013-12-31
,,,,,,,,,,,,,,,,,,,,24949,2013-12-31
,,,,,,,,,,,,,,,,,,,,25357,2013-12-31
,,,,,,,,,,,,,,,,,,,,25647,2013-12-31
,,,,,,,,,,,,,,,,,,,,26176,2013-12-31
,,,,,,,,,,,,,,,,,,,,26242,2013-12-31
,,,,,,,,,,,,,,,,,,,,26457,2013-12-31
,,,,,,,,,,,,,,,,,,,,26765,2013-12-31
,,,,,,,,,,,,,,,,,,,,26859,2013-12-31
,,,,,,,,,,,,,,,,,,,,27070,2013-12-31
,,,,,,,,,,,,,,,,,,,,27548,2013-12-31
,,,,,,,,,,,,,,,,,,,,27614,2013-12-31
,,,,,,,,,,,,,,,,,,,,27847,2013-12-31
,,,,,,,,,,,,,,,,,,,,28013,2013-12-31
,,,,,,,,,,,,,,,,,,,,28152,2013-12-31
,,,,,,,,,,,,,,,,,,,,28255,2013-12-31
,,,,,,,,,,,,,,,,,,,,28349,2013-12-31
,,,,,,,,,,,,,,,,,,,,28406,2013-12-31
,,,,,,,,,,,,,,,,,,,,28572,2013-12-31
,,,,,,,,,,,,,,,,,,,,28675,2013-12-31
,,,,,,,,,,,,,,,,,,,,28732,2013-12-31
,,,,,,,,,,,,,,,,,,,,29104,2013-12-31
,,,,,,,,,,,,,,,,,,,,29476,2013-12-31
,,,,,,,,,,,,,,,,,,,,29636,2013-12-31
,,,,,,,,,,,,,,,,,,,,29878,2013-12-31
,,,,,,,,,,,,,,,,,,,,29953,2013-12-31
,,,,,,,,,,,,,,,,,,,,30052,2013-12-31
,,,,,,,,,,,,,,,,,,,,30418,2013-12-31
,,,,,,,,,,,,,,,,,,,,30502,2013-12-31
,,,,,,,,,,,,,,,,,,,,30650,2013-12-31
,,,,,,,,,,,,,,,,,,,,30810,2013-12-31
,,,,,,,,,,,,,,,,,,,,30874,2013-12-31
,,,,,,,,,,,,,,,,,,,,31134,2013-12-31
,,,,,,,,,,,,,,,,,,,,31255,2013-12-31
,,,,,,,,,,,,,,,,,,,,31657,2013-12-31
,,,,,,,,,,,,,,,,,,,,31826,2013-12-31
,,,,,,,,,,,,,,,,,,,,31835,2013-12-31
,,,,,,,,,,,,,,,,,,,,32234,2013-12-31
,,,,,,,,,,,,,,,,,,,,32766,2013-12-31
,,,,,,,,,,,,,,,,,,,,32971,2013-12-31
,,,,,,,,,,,,,,,,,,,,33147,2013-12-31
,,,,,,,,,,,,,,,,,,,,33259,2013-12-31
,,,,,,,,,,,,,,,,,,,,33268,2013-12-31
,,,,,,,,,,,,,,,,,,,,33370,2013-12-31
,,,,,,,,,,,,,,,,,,,,33839,2013-12-31
,,,,,,,,,,,,,,,,,,,,33857,2013-12-31
,,,,,,,,,,,,,,,,,,,,34153,2013-12-31
,,,,,,,,,,,,,,,,,,,,34359,2013-12-31
,,,,,,,,,,,,,,,,,,,,34425,2013-12-31
,,,,,,,,,,,,,,,,,,,,34434,2013-12-31
,,,,,,,,,,,,,,,,,,,,34452,2013-12-31
,,,,,,,,,,,,,,,,,,,,34537,2013-12-31
,,,,,,,,,,,,,,,,,,,,34555,2013-12-31
,,,,,,,,,,,,,,,,,,,,34742,2013-12-31
,,,,,,,,,,,,,,,,,,,,34836,2013-12-31
,,,,,,,,,,,,,,,,,,,,35057,2013-12-31
,,,,,,,,,,,,,,,,,,,,35301,2013-12-31
,,,,,,,,,,,,,,,,,,,,35570,2013-12-31
,,,,,,,,,,,,,,,,,,,,35646,2013-12-31
,,,,,,,,,,,,,,,,,,,,35842,2013-12-31
,,,,,,,,,,,,,,,,,,,,35879,2013-12-31
,,,,,,,,,,,,,,,,,,,,36456,2013-12-31
,,,,,,,,,,,,,,,,,,,,36933,2013-12-31
,,,,,,,,,,,,,,,,,,,,37051,2013-12-31
,,,,,,,,,,,,,,,,,,,,37341,2013-12-31
,,,,,,,,,,,,,,,,,,,,37435,2013-12-31
,,,,,,,,,,,,,,,,,,,,37640,2013-12-31
,,,,,,,,,,,,,,,,,,,,37659,2013-12-31
,,,,,,,,,,,,,,,,,,,,37743,2013-12-31
,,,,,,,,,,,,,,,,,,,,37949,2013-12-31
,,,,,,,,,,,,,,,,,,,,38740,2013-12-31
,,,,,,,,,,,,,,,,,,,,39327,2013-12-31
,,,,,,,,,,,,,,,,,,,,39420,2013-12-31
,,,,,,,,,,,,,,,,,,,,39475,2013-12-31
,,,,,,,,,,,,,,,,,,,,39756,2013-12-31
,,,,,,,,,,,,,,,,,,,,40033,2013-12-31
,,,,,,,,,,,,,,,,,,,,40350,2013-12-31
,,,,,,,,,,,,,,,,,,,,40499,2013-12-31
,,,,,,,,,,,,,,,,,,,,40707,2013-12-31
,,,,,,,,,,,,,,,,,,,,40855,2013-12-31
,,,,,,,,,,,,,,,,,,,,41245,2013-12-31
,,,,,,,,,,,,,,,,,,,,41553,2013-12-31
,,,,,,,,,,,,,,,,,,,,41629,2013-12-31
,,,,,,,,,,,,,,,,,,,,41759,2013-12-31
,,,,,,,,,,,,,,,,,,,,41825,2013-12-31
,,,,,,,,,,,,,,,,,,,,41937,2013-12-31
,,,,,,,,,,,,,,,,,,,,41955,2013-12-31
,,,,,,,,,,,,,,,,,,,,42037,2013-12-31
,,,,,,,,,,,,,,,,,,,,42055,2013-12-31
,,,,,,,,,,,,,,,,,,,,42354,2013-12-31
,,,,,,,,,,,,,,,,,,,,42372,2013-12-31
,,,,,,,,,,,,,,,,,,,,42420,2013-12-31
,,,,,,,,,,,,,,,,,,,,42448,2013-12-31
,,,,,,,,,,,,,,,,,,,,42457,2013-12-31
,,,,,,,,,,,,,,,,,,,,42671,2013-12-31
,,,,,,,,,,,,,,,,,,,,43052,2013-12-31
,,,,,,,,,,,,,,,,,,,,43351,2013-12-31
,,,,,,,,,,,,,,,,,,,,43454,2013-12-31
,,,,,,,,,,,,,,,,,,,,43744,2013-12-31
,,,,,,,,,,,,,,,,,,,,43856,2013-12-31
,,,,,,,,,,,,,,,,,,,,43959,2013-12-31
,,,,,,,,,,,,,,,,,,,,44040,2013-12-31
,,,,,,,,,,,,,,,,,,,,44433,2013-12-31
,,,,,,,,,,,,,,,,,,,,44741,2013-12-31
,,,,,,,,,,,,,,,,,,,,44750,2013-12-31
,,,,,,,,,,,,,,,,,,,,44929,2013-12-31
,,,,,,,,,,,,,,,,,,,,45038,2013-12-31
,,,,,,,,,,,,,,,,,,,,45047,2013-12-31
,,,,,,,,,,,,,,,,,,,,45056,2013-12-31
,,,,,,,,,,,,,,,,,,,,45430,2013-12-31
,,,,,,,,,,,,,,,,,,,,45458,2013-12-31
,,,,,,,,,,,,,,,,,,,,45551,2013-12-31
,,,,,,,,,,,,,,,,,,,,45560,2013-12-31
,,,,,,,,,,,,,,,,,,,,45775,2013-12-31
,,,,,,,,,,,,,,,,,,,,46053,2013-12-31
,,,,,,,,,,,,,,,,,,,,46941,2013-12-31
,,,,,,,,,,,,,,,,,,,,47153,2013-12-31
,,,,,,,,,,,,,,,,,,,,47247,2013-12-31
,,,,,,,,,,,,,,,,,,,,47256,2013-12-31
,,,,,,,,,,,,,,,,,,,,47452,2013-12-31
,,,,,,,,,,,,,,,,,,,,47500,2013-12-31
,,,,,,,,,,,,,,,,,,,,48057,2013-12-31
,,,,,,,,,,,,,,,,,,,,48150,2013-12-31
,,,,,,,,,,,,,,,,,,,,48374,2013-12-31
,,,,,,,,,,,,,,,,,,,,48440,2013-12-31
,,,,,,,,,,,,,,,,,,,,49054,2013-12-31
,,,,,,,,,,,,,,,,,,,,49148,2013-12-31
,,,,,,,,,,,,,,,,,,,,49241,2013-12-31
,,,,,,,,,,,,,,,,,,,,49344,2013-12-31
,,,,,,,,,,,,,,,,,,,,49643,2013-12-31
,,,,,,,,,,,,,,,,,,,,49652,2013-12-31
,,,,,,,,,,,,,,,,,,,,49821,2013-12-31
,,,,,,,,,,,,,,,,,,,,49858,2013-12-31
,,,,,,,,,,,,,,,,,,,,49951,2013-12-31
,,,,,,,,,,,,,,,,,,,,50144,2013-12-31
,,,,,,,,,,,,,,,,,,,,50461,2013-12-31
,,,,,,,,,,,,,,,,,,,,50546,2013-12-31
,,,,,,,,,,,,,,,,,,,,50854,2013-12-31
,,,,,,,,,,,,,,,,,,,,50872,2013-12-31
,,,,,,,,,,,,,,,,,,,,50957,2013-12-31
,,,,,,,,,,,,,,,,,,,,51253,2013-12-31
,,,,,,,,,,,,,,,,,,,,51356,2013-12-31
,,,,,,,,,,,,,,,,,,,,51459,2013-12-31
,,,,,,,,,,,,,,,,,,,,51730,2013-12-31
,,,,,,,,,,,,,,,,,,,,51842,2013-12-31
,,,,,,,,,,,,,,,,,,,,52719,2013-12-31
,,,,,,,,,,,,,,,,,,,,52951,2013-12-31
,,,,,,,,,,,,,,,,,,,,53033,2013-12-31
,,,,,,,,,,,,,,,,,,,,53051,2013-12-31
,,,,,,,,,,,,,,,,,,,,53453,2013-12-31
,,,,,,,,,,,,,,,,,,,,53752,2013-12-31
,,,,,,,,,,,,,,,,,,,,54049,2013-12-31
,,,,,,,,,,,,,,,,,,,,54058,2013-12-31
,,,,,,,,,,,,,,,,,,,,54375,2013-12-31
,,,,,,,,,,,,,,,,,,,,54441,2013-12-31
,,,,,,,,,,,,,,,,,,,,54656,2013-12-31
,,,,,,,,,,,,,,,,,,,,54973,2013-12-31
,,,,,,,,,,,,,,,,,,,,55176,2013-12-31
,,,,,,,,,,,,,,,,,,,,55336,2013-12-31
,,,,,,,,,,,,,,,,,,,,55635,2013-12-31
,,,,,,,,,,,,,,,,,,,,55653,2013-12-31
,,,,,,,,,,,,,,,,,,,,55970,2013-12-31
,,,,,,,,,,,,,,,,,,,,56258,2013-12-31
,,,,,,,,,,,,,,,,,,,,56351,2013-12-31
,,,,,,,,,,,,,,,,,,,,56427,2013-12-31
,,,,,,,,,,,,,,,,,,,,56548,2013-12-31
,,,,,,,,,,,,,,,,,,,,56557,2013-12-31
,,,,,,,,,,,,,,,,,,,,56717,2013-12-31
,,,,,,,,,,,,,,,,,,,,57040,2013-12-31
,,,,,,,,,,,,,,,,,,,,57228,2013-12-31
,,,,,,,,,,,,,,,,,,,,57255,2013-12-31
,,,,,,,,,,,,,,,,,,,,57451,2013-12-31
,,,,,,,,,,,,,,,,,,,,57572,2013-12-31
,,,,,,,,,,,,,,,,,,,,58177,2013-12-31
,,,,,,,,,,,,,,,,,,,,58207,2013-12-31
,,,,,,,,,,,,,,,,,,,,58225,2013-12-31
,,,,,,,,,,,,,,,,,,,,58243,2013-12-31
,,,,,,,,,,,,,,,,,,,,58355,2013-12-31
,,,,,,,,,,,,,,,,,,,,58551,2013-12-31
,,,,,,,,,,,,,,,,,,,,58636,2013-12-31
,,,,,,,,,,,,,,,,,,,,58757,2013-12-31
,,,,,,,,,,,,,,,,,,,,58971,2013-12-31
,,,,,,,,,,,,,,,,,,,,59316,2013-12-31
,,,,,,,,,,,,,,,,,,,,59352,2013-12-31
,,,,,,,,,,,,,,,,,,,,59370,2013-12-31
,,,,,,,,,,,,,,,,,,,,59754,2013-12-31
,,,,,,,,,,,,,,,,,,,,60143,2013-12-31
,,,,,,,,,,,,,,,,,,,,60330,2013-12-31
,,,,,,,,,,,,,,,,,,,,60545,2013-12-31
,,,,,,,,,,,,,,,,,,,,60554,2013-12-31
,,,,,,,,,,,,,,,,,,,,60648,2013-12-31
,,,,,,,,,,,,,,,,,,,,61122,2013-12-31
,,,,,,,,,,,,,,,,,,,,61177,2013-12-31
,,,,,,,,,,,,,,,,,,,,61355,2013-12-31
,,,,,,,,,,,,,,,,,,,,61476,2013-12-31
,,,,,,,,,,,,,,,,,,,,61757,2013-12-31
,,,,,,,,,,,,,,,,,,,,61832,2013-12-31
,,,,,,,,,,,,,,,,,,,,61953,2013-12-31
,,,,,,,,,,,,,,,,,,,,62044,2013-12-31
,,,,,,,,,,,,,,,,,,,,62110,2013-12-31
,,,,,,,,,,,,,,,,,,,,62147,2013-12-31
,,,,,,,,,,,,,,,,,,,,62772,2013-12-31
,,,,,,,,,,,,,,,,,,,,63050,2013-12-31
,,,,,,,,,,,,,,,,,,,,63069,2013-12-31
,,,,,,,,,,,,,,,,,,,,63078,2013-12-31
,,,,,,,,,,,,,,,,,,,,63201,2013-12-31
,,,,,,,,,,,,,,,,,,,,63573,2013-12-31
,,,,,,,,,,,,,,,,,,,,63733,2013-12-31
,,,,,,,,,,,,,,,,,,,,63742,2013-12-31
,,,,,,,,,,,,,,,,,,,,63751,2013-12-31
,,,,,,,,,,,,,,,,,,,,64150,2013-12-31
,,,,,,,,,,,,,,,,,,,,64543,2013-12-31
,,,,,,,,,,,,,,,,,,,,64552,2013-12-31
,,,,,,,,,,,,,,,,,,,,64730,2013-12-31
,,,,,,,,,,,,,,,,,,,,65205,2013-12-31
,,,,,,,,,,,,,,,,,,,,65241,2013-12-31
,,,,,,,,,,,,,,,,,,,,65513,2013-12-31
,,,,,,,,,,,,,,,,,,,,65559,2013-12-31
,,,,,,,,,,,,,,,,,,,,65746,2013-12-31
,,,,,,,,,,,,,,,,,,,,65858,2013-12-31
,,,,,,,,,,,,,,,,,,,,66015,2013-12-31
,,,,,,,,,,,,,,,,,,,,66154,2013-12-31
,,,,,,,,,,,,,,,,,,,,66275,2013-12-31
,,,,,,,,,,,,,,,,,,,,66677,2013-12-31
,,,,,,,,,,,,,,,,,,,,67142,2013-12-31
,,,,,,,,,,,,,,,,,,,,67151,2013-12-31
,,,,,,,,,,,,,,,,,,,,67209,2013-12-31
,,,,,,,,,,,,,,,,,,,,67254,2013-12-31
,,,,,,,,,,,,,,,,,,,,67311,2013-12-31
,,,,,,,,,,,,,,,,,,,,67656,2013-12-31
,,,,,,,,,,,,,,,,,,,,67870,2013-12-31
,,,,,,,,,,,,,,,,,,,,68345,2013-12-31
,,,,,,,,,,,,,,,,,,,,68448,2013-12-31
,,,,,,,,,,,,,,,,,,,,68671,2013-12-31
,,,,,,,,,,,,,,,,,,,,68756,2013-12-31
,,,,,,,,,,,,,,,,,,,,68831,2013-12-31
,,,,,,,,,,,,,,,,,,,,68840,2013-12-31
,,,,,,,,,,,,,,,,,,,,68859,2013-12-31
,,,,,,,,,,,,,,,,,,,,68943,2013-12-31
,,,,,,,,,,,,,,,,,,,,69333,2013-12-31
,,,,,,,,,,,,,,,,,,,,69678,2013-12-31
,,,,,,,,,,,,,,,,,,,,70049,2013-12-31
,,,,,,,,,,,,,,,,,,,,70058,2013-12-31
,,,,,,,,,,,,,,,,,,,,70218,2013-12-31
,,,,,,,,,,,,,,,,,,,,70414,2013-12-31
,,,,,,,,,,,,,,,,,,,,70638,2013-12-31
,,,,,,,,,,,,,,,,,,,,70955,2013-12-31
,,,,,,,,,,,,,,,,,,,,71073,2013-12-31
,,,,,,,,,,,,,,,,,,,,71318,2013-12-31
,,,,,,,,,,,,,,,,,,,,71457,2013-12-31
,,,,,,,,,,,,,,,,,,,,71859,2013-12-31
,,,,,,,,,,,,,,,,,,,,72258,2013-12-31
,,,,,,,,,,,,,,,,,,,,72351,2013-12-31
,,,,,,,,,,,,,,,,,,,,72454,2013-12-31
,,,,,,,,,,,,,,,,,,,,72678,2013-12-31
,,,,,,,,,,,,,,,,,,,,73116,2013-12-31
,,,,,,,,,,,,,,,,,,,,73152,2013-12-31
,,,,,,,,,,,,,,,,,,,,73554,2013-12-31
,,,,,,,,,,,,,,,,,,,,73956,2013-12-31
,,,,,,,,,,,,,,,,,,,,74056,2013-12-31
,,,,,,,,,,,,,,,,,,,,74140,2013-12-31
,,,,,,,,,,,,,,,,,,,,74159,2013-12-31
,,,,,,,,,,,,,,,,,,,,74403,2013-12-31
,,,,,,,,,,,,,,,,,,,,74449,2013-12-31
,,,,,,,,,,,,,,,,,,,,75053,2013-12-31
,,,,,,,,,,,,,,,,,,,,75259,2013-12-31
,,,,,,,,,,,,,,,,,,,,75446,2013-12-31
,,,,,,,,,,,,,,,,,,,,75455,2013-12-31
,,,,,,,,,,,,,,,,,,,,75558,2013-12-31
,,,,,,,,,,,,,,,,,,,,75633,2013-12-31
,,,,,,,,,,,,,,,,,,,,75651,2013-12-31
,,,,,,,,,,,,,,,,,,,,76135,2013-12-31
,,,,,,,,,,,,,,,,,,,,76153,2013-12-31
,,,,,,,,,,,,,,,,,,,,76443,2013-12-31
,,,,,,,,,,,,,,,,,,,,76854,2013-12-31
,,,,,,,,,,,,,,,,,,,,77150,2013-12-31
,,,,,,,,,,,,,,,,,,,,77253,2013-12-31
,,,,,,,,,,,,,,,,,,,,77422,2013-12-31
,,,,,,,,,,,,,,,,,,,,77758,2013-12-31
,,,,,,,,,,,,,,,,,,,,77851,2013-12-31
,,,,,,,,,,,,,,,,,,,,78036,2013-12-31
,,,,,,,,,,,,,,,,,,,,78157,2013-12-31
,,,,,,,,,,,,,,,,,,,,78241,2013-12-31
,,,,,,,,,,,,,,,,,,,,78559,2013-12-31
,,,,,,,,,,,,,,,,,,,,78858,2013-12-31
,,,,,,,,,,,,,,,,,,,,79042,2013-12-31
,,,,,,,,,,,,,,,,,,,,79127,2013-12-31
,,,,,,,,,,,,,,,,,,,,79145,2013-12-31
,,,,,,,,,,,,,,,,,,,,79257,2013-12-31
,,,,,,,,,,,,,,,,,,,,79855,2013-12-31
,,,,,,,,,,,,,,,,,,,,80020,2013-12-31
,,,,,,,,,,,,,,,,,,,,80150,2013-12-31
,,,,,,,,,,,,,,,,,,,,80374,2013-12-31
,,,,,,,,,,,,,,,,,,,,80431,2013-12-31
,,,,,,,,,,,,,,,,,,,,80552,2013-12-31
,,,,,,,,,,,,,,,,,,,,80936,2013-12-31
,,,,,,,,,,,,,,,,,,,,81175,2013-12-31
,,,,,,,,,,,,,,,,,,,,81429,2013-12-31
,,,,,,,,,,,,,,,,,,,,82033,2013-12-31
,,,,,,,,,,,,,,,,,,,,82079,2013-12-31
,,,,,,,,,,,,,,,,,,,,82257,2013-12-31
,,,,,,,,,,,,,,,,,,,,82350,2013-12-31
,,,,,,,,,,,,,,,,,,,,82659,2013-12-31
,,,,,,,,,,,,,,,,,,,,83151,2013-12-31
,,,,,,,,,,,,,,,,,,,,83236,2013-12-31
,,,,,,,,,,,,,,,,,,,,83375,2013-12-31
,,,,,,,,,,,,,,,,,,,,83638,2013-12-31
,,,,,,,,,,,,,,,,,,,,83834,2013-12-31
,,,,,,,,,,,,,,,,,,,,83852,2013-12-31
,,,,,,,,,,,,,,,,,,,,83955,2013-12-31
,,,,,,,,,,,,,,,,,,,,84046,2013-12-31
,,,,,,,,,,,,,,,,,,,,84055,2013-12-31
,,,,,,,,,,,,,,,,,,,,84251,2013-12-31
,,,,,,,,,,,,,,,,,,,,84541,2013-12-31
,,,,,,,,,,,,,,,,,,,,84804,2013-12-31
,,,,,,,,,,,,,,,,,,,,85052,2013-12-31
,,,,,,,,,,,,,,,,,,,,85258,2013-12-31
,,,,,,,,,,,,,,,,,,,,85454,2013-12-31
,,,,,,,,,,,,,,,,,,,,85472,2013-12-31
,,,,,,,,,,,,,,,,,,,,85931,2013-12-31
,,,,,,,,,,,,,,,,,,,,86349,2013-12-31
,,,,,,,,,,,,,,,,,,,,86358,2013-12-31
,,,,,,,,,,,,,,,,,,,,86554,2013-12-31
,,,,,,,,,,,,,,,,,,,,86675,2013-12-31
,,,,,,,,,,,,,,,,,,,,87047,2013-12-31
,,,,,,,,,,,,,,,,,,,,87159,2013-12-31
,,,,,,,,,,,,,,,,,,,,87177,2013-12-31
,,,,,,,,,,,,,,,,,,,,87234,2013-12-31
,,,,,,,,,,,,,,,,,,,,87476,2013-12-31
,,,,,,,,,,,,,,,,,,,,87579,2013-12-31
,,,,,,,,,,,,,,,,,,,,88231,2013-12-31
,,,,,,,,,,,,,,,,,,,,88240,2013-12-31
,,,,,,,,,,,,,,,,,,,,88259,2013-12-31
,,,,,,,,,,,,,,,,,,,,88352,2013-12-31
,,,,,,,,,,,,,,,,,,,,88455,2013-12-31
