RCFDJJ04,RCFDJJ05,RCFDJJ06,RCFDJJ07,RCFDJJ08,RCFDJJ09,RCFDJJ11,RCFDJJ12,RCFDJJ13,RCFDJJ14,RCFDJJ15,RCFDJJ16,RCFDJJ17,RCFDJJ18,RCFDJJ19,RCFDJJ20,RCFDJJ21,RCFDJJ23,RCFDJJ24,RCFDJJ25,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,37,2001-09-30
,,,,,,,,,,,,,,,,,,,,242,2001-09-30
,,,,,,,,,,,,,,,,,,,,279,2001-09-30
,,,,,,,,,,,,,,,,,,,,354,2001-09-30
,,,,,,,,,,,,,,,,,,,,439,2001-09-30
,,,,,,,,,,,,,,,,,,,,457,2001-09-30
,,,,,,,,,,,,,,,,,,,,505,2001-09-30
,,,,,,,,,,,,,,,,,,,,1146,2001-09-30
,,,,,,,,,,,,,,,,,,,,1155,2001-09-30
,,,,,,,,,,,,,,,,,,,,1351,2001-09-30
,,,,,,,,,,,,,,,,,,,,1454,2001-09-30
,,,,,,,,,,,,,,,,,,,,1557,2001-09-30
,,,,,,,,,,,,,,,,,,,,1632,2001-09-30
,,,,,,,,,,,,,,,,,,,,1669,2001-09-30
,,,,,,,,,,,,,,,,,,,,1829,2001-09-30
,,,,,,,,,,,,,,,,,,,,1856,2001-09-30
,,,,,,,,,,,,,,,,,,,,1959,2001-09-30
,,,,,,,,,,,,,,,,,,,,2040,2001-09-30
,,,,,,,,,,,,,,,,,,,,2161,2001-09-30
,,,,,,,,,,,,,,,,,,,,2376,2001-09-30
,,,,,,,,,,,,,,,,,,,,2451,2001-09-30
,,,,,,,,,,,,,,,,,,,,2554,2001-09-30
,,,,,,,,,,,,,,,,,,,,2732,2001-09-30
,,,,,,,,,,,,,,,,,,,,2750,2001-09-30
,,,,,,,,,,,,,,,,,,,,2938,2001-09-30
,,,,,,,,,,,,,,,,,,,,2956,2001-09-30
,,,,,,,,,,,,,,,,,,,,3252,2001-09-30
,,,,,,,,,,,,,,,,,,,,3458,2001-09-30
,,,,,,,,,,,,,,,,,,,,3506,2001-09-30
,,,,,,,,,,,,,,,,,,,,3579,2001-09-30
,,,,,,,,,,,,,,,,,,,,3720,2001-09-30
,,,,,,,,,,,,,,,,,,,,3953,2001-09-30
,,,,,,,,,,,,,,,,,,,,4138,2001-09-30
,,,,,,,,,,,,,,,,,,,,4147,2001-09-30
,,,,,,,,,,,,,,,,,,,,4156,2001-09-30
,,,,,,,,,,,,,,,,,,,,4231,2001-09-30
,,,,,,,,,,,,,,,,,,,,4437,2001-09-30
,,,,,,,,,,,,,,,,,,,,4745,2001-09-30
,,,,,,,,,,,,,,,,,,,,4839,2001-09-30
,,,,,,,,,,,,,,,,,,,,5005,2001-09-30
,,,,,,,,,,,,,,,,,,,,5050,2001-09-30
,,,,,,,,,,,,,,,,,,,,5069,2001-09-30
,,,,,,,,,,,,,,,,,,,,5135,2001-09-30
,,,,,,,,,,,,,,,,,,,,5210,2001-09-30
,,,,,,,,,,,,,,,,,,,,5247,2001-09-30
,,,,,,,,,,,,,,,,,,,,5274,2001-09-30
,,,,,,,,,,,,,,,,,,,,5331,2001-09-30
,,,,,,,,,,,,,,,,,,,,5461,2001-09-30
,,,,,,,,,,,,,,,,,,,,5751,2001-09-30
,,,,,,,,,,,,,,,,,,,,5939,2001-09-30
,,,,,,,,,,,,,,,,,,,,6039,2001-09-30
,,,,,,,,,,,,,,,,,,,,6057,2001-09-30
,,,,,,,,,,,,,,,,,,,,6141,2001-09-30
,,,,,,,,,,,,,,,,,,,,6329,2001-09-30
,,,,,,,,,,,,,,,,,,,,6842,2001-09-30
,,,,,,,,,,,,,,,,,,,,6972,2001-09-30
,,,,,,,,,,,,,,,,,,,,7009,2001-09-30
,,,,,,,,,,,,,,,,,,,,7045,2001-09-30
,,,,,,,,,,,,,,,,,,,,7157,2001-09-30
,,,,,,,,,,,,,,,,,,,,7166,2001-09-30
,,,,,,,,,,,,,,,,,,,,7456,2001-09-30
,,,,,,,,,,,,,,,,,,,,7634,2001-09-30
,,,,,,,,,,,,,,,,,,,,8033,2001-09-30
,,,,,,,,,,,,,,,,,,,,8154,2001-09-30
,,,,,,,,,,,,,,,,,,,,8417,2001-09-30
,,,,,,,,,,,,,,,,,,,,8462,2001-09-30
,,,,,,,,,,,,,,,,,,,,8547,2001-09-30
,,,,,,,,,,,,,,,,,,,,8631,2001-09-30
,,,,,,,,,,,,,,,,,,,,9115,2001-09-30
,,,,,,,,,,,,,,,,,,,,9160,2001-09-30
,,,,,,,,,,,,,,,,,,,,9339,2001-09-30
,,,,,,,,,,,,,,,,,,,,9357,2001-09-30
,,,,,,,,,,,,,,,,,,,,9553,2001-09-30
,,,,,,,,,,,,,,,,,,,,9807,2001-09-30
,,,,,,,,,,,,,,,,,,,,9955,2001-09-30
,,,,,,,,,,,,,,,,,,,,10157,2001-09-30
,,,,,,,,,,,,,,,,,,,,10250,2001-09-30
,,,,,,,,,,,,,,,,,,,,10577,2001-09-30
,,,,,,,,,,,,,,,,,,,,10849,2001-09-30
,,,,,,,,,,,,,,,,,,,,10858,2001-09-30
,,,,,,,,,,,,,,,,,,,,11145,2001-09-30
,,,,,,,,,,,,,,,,,,,,11350,2001-09-30
,,,,,,,,,,,,,,,,,,,,11640,2001-09-30
,,,,,,,,,,,,,,,,,,,,11837,2001-09-30
,,,,,,,,,,,,,,,,,,,,12030,2001-09-30
,,,,,,,,,,,,,,,,,,,,12058,2001-09-30
,,,,,,,,,,,,,,,,,,,,12142,2001-09-30
,,,,,,,,,,,,,,,,,,,,12245,2001-09-30
,,,,,,,,,,,,,,,,,,,,12311,2001-09-30
,,,,,,,,,,,,,,,,,,,,12357,2001-09-30
,,,,,,,,,,,,,,,,,,,,12405,2001-09-30
,,,,,,,,,,,,,,,,,,,,12647,2001-09-30
,,,,,,,,,,,,,,,,,,,,12656,2001-09-30
,,,,,,,,,,,,,,,,,,,,12937,2001-09-30
,,,,,,,,,,,,,,,,,,,,12946,2001-09-30
