RCFDJJ04,RCFDJJ05,RCFDJJ06,RCFDJJ07,RCFDJJ08,RCFDJJ09,RCFDJJ11,RCFDJJ12,RCFDJJ13,RCFDJJ14,RCFDJJ15,RCFDJJ16,RCFDJJ17,RCFDJJ18,RCFDJJ19,RCFDJJ20,RCFDJJ21,RCFDJJ23,RCFDJJ24,RCFDJJ25,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,42372,2019-06-30
,,,,,,,,,,,,,,,,,,,,42420,2019-06-30
,,,,,,,,,,,,,,,,,,,,42448,2019-06-30
,,,,,,,,,,,,,,,,,,,,42457,2019-06-30
,,,,,,,,,,,,,,,,,,,,43052,2019-06-30
,,,,,,,,,,,,,,,,,,,,43351,2019-06-30
,,,,,,,,,,,,,,,,,,,,43856,2019-06-30
,,,,,,,,,,,,,,,,,,,,43959,2019-06-30
,,,,,,,,,,,,,,,,,,,,44040,2019-06-30
,,,,,,,,,,,,,,,,,,,,44433,2019-06-30
,,,,,,,,,,,,,,,,,,,,44741,2019-06-30
,,,,,,,,,,,,,,,,,,,,44750,2019-06-30
,,,,,,,,,,,,,,,,,,,,44929,2019-06-30
,,,,,,,,,,,,,,,,,,,,45038,2019-06-30
,,,,,,,,,,,,,,,,,,,,45047,2019-06-30
,,,,,,,,,,,,,,,,,,,,45056,2019-06-30
,,,,,,,,,,,,,,,,,,,,45430,2019-06-30
,,,,,,,,,,,,,,,,,,,,45458,2019-06-30
,,,,,,,,,,,,,,,,,,,,45551,2019-06-30
,,,,,,,,,,,,,,,,,,,,45560,2019-06-30
,,,,,,,,,,,,,,,,,,,,45775,2019-06-30
,,,,,,,,,,,,,,,,,,,,46053,2019-06-30
,,,,,,,,,,,,,,,,,,,,46941,2019-06-30
,,,,,,,,,,,,,,,,,,,,47247,2019-06-30
,,,,,,,,,,,,,,,,,,,,47256,2019-06-30
,,,,,,,,,,,,,,,,,,,,47452,2019-06-30
,,,,,,,,,,,,,,,,,,,,47500,2019-06-30
,,,,,,,,,,,,,,,,,,,,48057,2019-06-30
,,,,,,,,,,,,,,,,,,,,48150,2019-06-30
,,,,,,,,,,,,,,,,,,,,48374,2019-06-30
,,,,,,,,,,,,,,,,,,,,48440,2019-06-30
,,,,,,,,,,,,,,,,,,,,49054,2019-06-30
,,,,,,,,,,,,,,,,,,,,49148,2019-06-30
,,,,,,,,,,,,,,,,,,,,49241,2019-06-30
,,,,,,,,,,,,,,,,,,,,49652,2019-06-30
,,,,,,,,,,,,,,,,,,,,49858,2019-06-30
,,,,,,,,,,,,,,,,,,,,49951,2019-06-30
,,,,,,,,,,,,,,,,,,,,50144,2019-06-30
,,,,,,,,,,,,,,,,,,,,50461,2019-06-30
,,,,,,,,,,,,,,,,,,,,50872,2019-06-30
,,,,,,,,,,,,,,,,,,,,51253,2019-06-30
,,,,,,,,,,,,,,,,,,,,51356,2019-06-30
,,,,,,,,,,,,,,,,,,,,51459,2019-06-30
,,,,,,,,,,,,,,,,,,,,51842,2019-06-30
,,,,,,,,,,,,,,,,,,,,52719,2019-06-30
,,,,,,,,,,,,,,,,,,,,52951,2019-06-30
,,,,,,,,,,,,,,,,,,,,53051,2019-06-30
,,,,,,,,,,,,,,,,,,,,53752,2019-06-30
,,,,,,,,,,,,,,,,,,,,54058,2019-06-30
,,,,,,,,,,,,,,,,,,,,54656,2019-06-30
,,,,,,,,,,,,,,,,,,,,54973,2019-06-30
,,,,,,,,,,,,,,,,,,,,55336,2019-06-30
,,,,,,,,,,,,,,,,,,,,55635,2019-06-30
,,,,,,,,,,,,,,,,,,,,55653,2019-06-30
,,,,,,,,,,,,,,,,,,,,55970,2019-06-30
,,,,,,,,,,,,,,,,,,,,56258,2019-06-30
,,,,,,,,,,,,,,,,,,,,56351,2019-06-30
,,,,,,,,,,,,,,,,,,,,56548,2019-06-30
,,,,,,,,,,,,,,,,,,,,56717,2019-06-30
,,,,,,,,,,,,,,,,,,,,57040,2019-06-30
,,,,,,,,,,,,,,,,,,,,57451,2019-06-30
,,,,,,,,,,,,,,,,,,,,58225,2019-06-30
,,,,,,,,,,,,,,,,,,,,58243,2019-06-30
,,,,,,,,,,,,,,,,,,,,58355,2019-06-30
,,,,,,,,,,,,,,,,,,,,58551,2019-06-30
,,,,,,,,,,,,,,,,,,,,58636,2019-06-30
,,,,,,,,,,,,,,,,,,,,58757,2019-06-30
,,,,,,,,,,,,,,,,,,,,58971,2019-06-30
,,,,,,,,,,,,,,,,,,,,59316,2019-06-30
,,,,,,,,,,,,,,,,,,,,59352,2019-06-30
,,,,,,,,,,,,,,,,,,,,59370,2019-06-30
,,,,,,,,,,,,,,,,,,,,59754,2019-06-30
,,,,,,,,,,,,,,,,,,,,60143,2019-06-30
,,,,,,,,,,,,,,,,,,,,60330,2019-06-30
,,,,,,,,,,,,,,,,,,,,60545,2019-06-30
,,,,,,,,,,,,,,,,,,,,60554,2019-06-30
,,,,,,,,,,,,,,,,,,,,60648,2019-06-30
,,,,,,,,,,,,,,,,,,,,61122,2019-06-30
,,,,,,,,,,,,,,,,,,,,61355,2019-06-30
,,,,,,,,,,,,,,,,,,,,61476,2019-06-30
,,,,,,,,,,,,,,,,,,,,61757,2019-06-30
,,,,,,,,,,,,,,,,,,,,61832,2019-06-30
,,,,,,,,,,,,,,,,,,,,61953,2019-06-30
,,,,,,,,,,,,,,,,,,,,62044,2019-06-30
,,,,,,,,,,,,,,,,,,,,62110,2019-06-30
,,,,,,,,,,,,,,,,,,,,62147,2019-06-30
,,,,,,,,,,,,,,,,,,,,62772,2019-06-30
,,,,,,,,,,,,,,,,,,,,63050,2019-06-30
,,,,,,,,,,,,,,,,,,,,63069,2019-06-30
,,,,,,,,,,,,,,,,,,,,63201,2019-06-30
,,,,,,,,,,,,,,,,,,,,63573,2019-06-30
,,,,,,,,,,,,,,,,,,,,63733,2019-06-30
,,,,,,,,,,,,,,,,,,,,63742,2019-06-30
,,,,,,,,,,,,,,,,,,,,63751,2019-06-30
,,,,,,,,,,,,,,,,,,,,64150,2019-06-30
,,,,,,,,,,,,,,,,,,,,64552,2019-06-30
,,,,,,,,,,,,,,,,,,,,64730,2019-06-30
,,,,,,,,,,,,,,,,,,,,65205,2019-06-30
,,,,,,,,,,,,,,,,,,,,65513,2019-06-30
,,,,,,,,,,,,,,,,,,,,65559,2019-06-30
,,,,,,,,,,,,,,,,,,,,65746,2019-06-30
,,,,,,,,,,,,,,,,,,,,65858,2019-06-30
,,,,,,,,,,,,,,,,,,,,66154,2019-06-30
,,,,,,,,,,,,,,,,,,,,66275,2019-06-30
,,,,,,,,,,,,,,,,,,,,66677,2019-06-30
,,,,,,,,,,,,,,,,,,,,67142,2019-06-30
,,,,,,,,,,,,,,,,,,,,67151,2019-06-30
,,,,,,,,,,,,,,,,,,,,67209,2019-06-30
,,,,,,,,,,,,,,,,,,,,67254,2019-06-30
,,,,,,,,,,,,,,,,,,,,67656,2019-06-30
,,,,,,,,,,,,,,,,,,,,67870,2019-06-30
,,,,,,,,,,,,,,,,,,,,68448,2019-06-30
,,,,,,,,,,,,,,,,,,,,68671,2019-06-30
,,,,,,,,,,,,,,,,,,,,68756,2019-06-30
,,,,,,,,,,,,,,,,,,,,68831,2019-06-30
,,,,,,,,,,,,,,,,,,,,69333,2019-06-30
,,,,,,,,,,,,,,,,,,,,69678,2019-06-30
,,,,,,,,,,,,,,,,,,,,70058,2019-06-30
,,,,,,,,,,,,,,,,,,,,70218,2019-06-30
,,,,,,,,,,,,,,,,,,,,70414,2019-06-30
,,,,,,,,,,,,,,,,,,,,70638,2019-06-30
,,,,,,,,,,,,,,,,,,,,70955,2019-06-30
,,,,,,,,,,,,,,,,,,,,71073,2019-06-30
,,,,,,,,,,,,,,,,,,,,71318,2019-06-30
,,,,,,,,,,,,,,,,,,,,71457,2019-06-30
,,,,,,,,,,,,,,,,,,,,71859,2019-06-30
,,,,,,,,,,,,,,,,,,,,72258,2019-06-30
,,,,,,,,,,,,,,,,,,,,72351,2019-06-30
,,,,,,,,,,,,,,,,,,,,72454,2019-06-30
,,,,,,,,,,,,,,,,,,,,72678,2019-06-30
,,,,,,,,,,,,,,,,,,,,73116,2019-06-30
,,,,,,,,,,,,,,,,,,,,73152,2019-06-30
,,,,,,,,,,,,,,,,,,,,73554,2019-06-30
,,,,,,,,,,,,,,,,,,,,73956,2019-06-30
,,,,,,,,,,,,,,,,,,,,74056,2019-06-30
,,,,,,,,,,,,,,,,,,,,74140,2019-06-30
,,,,,,,,,,,,,,,,,,,,74403,2019-06-30
,,,,,,,,,,,,,,,,,,,,74449,2019-06-30
,,,,,,,,,,,,,,,,,,,,75053,2019-06-30
,,,,,,,,,,,,,,,,,,,,75259,2019-06-30
,,,,,,,,,,,,,,,,,,,,75446,2019-06-30
,,,,,,,,,,,,,,,,,,,,75455,2019-06-30
,,,,,,,,,,,,,,,,,,,,75558,2019-06-30
,,,,,,,,,,,,,,,,,,,,75633,2019-06-30
,,,,,,,,,,,,,,,,,,,,75651,2019-06-30
,,,,,,,,,,,,,,,,,,,,76153,2019-06-30
,,,,,,,,,,,,,,,,,,,,76443,2019-06-30
,,,,,,,,,,,,,,,,,,,,76854,2019-06-30
,,,,,,,,,,,,,,,,,,,,77150,2019-06-30
,,,,,,,,,,,,,,,,,,,,77253,2019-06-30
,,,,,,,,,,,,,,,,,,,,77422,2019-06-30
,,,,,,,,,,,,,,,,,,,,77851,2019-06-30
,,,,,,,,,,,,,,,,,,,,78157,2019-06-30
,,,,,,,,,,,,,,,,,,,,78241,2019-06-30
,,,,,,,,,,,,,,,,,,,,78559,2019-06-30
,,,,,,,,,,,,,,,,,,,,79042,2019-06-30
,,,,,,,,,,,,,,,,,,,,79127,2019-06-30
,,,,,,,,,,,,,,,,,,,,79145,2019-06-30
,,,,,,,,,,,,,,,,,,,,79257,2019-06-30
,,,,,,,,,,,,,,,,,,,,79855,2019-06-30
,,,,,,,,,,,,,,,,,,,,80150,2019-06-30
,,,,,,,,,,,,,,,,,,,,80374,2019-06-30
,,,,,,,,,,,,,,,,,,,,80431,2019-06-30
,,,,,,,,,,,,,,,,,,,,80552,2019-06-30
,,,,,,,,,,,,,,,,,,,,81175,2019-06-30
,,,,,,,,,,,,,,,,,,,,82033,2019-06-30
,,,,,,,,,,,,,,,,,,,,82257,2019-06-30
,,,,,,,,,,,,,,,,,,,,82350,2019-06-30
,,,,,,,,,,,,,,,,,,,,82659,2019-06-30
,,,,,,,,,,,,,,,,,,,,83151,2019-06-30
,,,,,,,,,,,,,,,,,,,,83236,2019-06-30
,,,,,,,,,,,,,,,,,,,,83375,2019-06-30
,,,,,,,,,,,,,,,,,,,,83638,2019-06-30
,,,,,,,,,,,,,,,,,,,,83834,2019-06-30
,,,,,,,,,,,,,,,,,,,,83852,2019-06-30
,,,,,,,,,,,,,,,,,,,,83955,2019-06-30
,,,,,,,,,,,,,,,,,,,,84046,2019-06-30
,,,,,,,,,,,,,,,,,,,,84541,2019-06-30
,,,,,,,,,,,,,,,,,,,,84804,2019-06-30
,,,,,,,,,,,,,,,,,,,,85052,2019-06-30
,,,,,,,,,,,,,,,,,,,,85454,2019-06-30
,,,,,,,,,,,,,,,,,,,,85472,2019-06-30
,,,,,,,,,,,,,,,,,,,,85931,2019-06-30
,,,,,,,,,,,,,,,,,,,,86349,2019-06-30
,,,,,,,,,,,,,,,,,,,,86554,2019-06-30
,,,,,,,,,,,,,,,,,,,,86675,2019-06-30
,,,,,,,,,,,,,,,,,,,,87047,2019-06-30
,,,,,,,,,,,,,,,,,,,,87159,2019-06-30
,,,,,,,,,,,,,,,,,,,,87234,2019-06-30
,,,,,,,,,,,,,,,,,,,,87476,2019-06-30
,,,,,,,,,,,,,,,,,,,,87579,2019-06-30
,,,,,,,,,,,,,,,,,,,,88231,2019-06-30
,,,,,,,,,,,,,,,,,,,,88240,2019-06-30
,,,,,,,,,,,,,,,,,,,,88259,2019-06-30
,,,,,,,,,,,,,,,,,,,,88352,2019-06-30
,,,,,,,,,,,,,,,,,,,,88455,2019-06-30
,,,,,,,,,,,,,,,,,,,,88950,2019-06-30
,,,,,,,,,,,,,,,,,,,,89032,2019-06-30
,,,,,,,,,,,,,,,,,,,,89135,2019-06-30
,,,,,,,,,,,,,,,,,,,,89854,2019-06-30
,,,,,,,,,,,,,,,,,,,,89957,2019-06-30
,,,,,,,,,,,,,,,,,,,,90047,2019-06-30
,,,,,,,,,,,,,,,,,,,,90177,2019-06-30
,,,,,,,,,,,,,,,,,,,,90328,2019-06-30
,,,,,,,,,,,,,,,,,,,,90337,2019-06-30
,,,,,,,,,,,,,,,,,,,,90579,2019-06-30
,,,,,,,,,,,,,,,,,,,,91615,2019-06-30
,,,,,,,,,,,,,,,,,,,,91754,2019-06-30
,,,,,,,,,,,,,,,,,,,,91950,2019-06-30
,,,,,,,,,,,,,,,,,,,,92144,2019-06-30
,,,,,,,,,,,,,,,,,,,,92676,2019-06-30
,,,,,,,,,,,,,,,,,,,,92706,2019-06-30
,,,,,,,,,,,,,,,,,,,,92902,2019-06-30
,,,,,,,,,,,,,,,,,,,,93244,2019-06-30
,,,,,,,,,,,,,,,,,,,,93543,2019-06-30
,,,,,,,,,,,,,,,,,,,,93619,2019-06-30
,,,,,,,,,,,,,,,,,,,,94139,2019-06-30
,,,,,,,,,,,,,,,,,,,,94522,2019-06-30
,,,,,,,,,,,,,,,,,,,,94755,2019-06-30
,,,,,,,,,,,,,,,,,,,,94858,2019-06-30
,,,,,,,,,,,,,,,,,,,,95051,2019-06-30
,,,,,,,,,,,,,,,,,,,,95677,2019-06-30
,,,,,,,,,,,,,,,,,,,,96553,2019-06-30
,,,,,,,,,,,,,,,,,,,,97055,2019-06-30
,,,,,,,,,,,,,,,,,,,,97279,2019-06-30
,,,,,,,,,,,,,,,,,,,,97457,2019-06-30
,,,,,,,,,,,,,,,,,,,,97804,2019-06-30
,,,,,,,,,,,,,,,,,,,,97943,2019-06-30
,,,,,,,,,,,,,,,,,,,,98351,2019-06-30
,,,,,,,,,,,,,,,,,,,,98463,2019-06-30
,,,,,,,,,,,,,,,,,,,,98717,2019-06-30
,,,,,,,,,,,,,,,,,,,,99143,2019-06-30
,,,,,,,,,,,,,,,,,,,,99255,2019-06-30
,,,,,,,,,,,,,,,,,,,,99376,2019-06-30
,,,,,,,,,,,,,,,,,,,,99442,2019-06-30
,,,,,,,,,,,,,,,,,,,,99536,2019-06-30
,,,,,,,,,,,,,,,,,,,,99853,2019-06-30
,,,,,,,,,,,,,,,,,,,,100236,2019-06-30
,,,,,,,,,,,,,,,,,,,,100357,2019-06-30
,,,,,,,,,,,,,,,,,,,,100562,2019-06-30
,,,,,,,,,,,,,,,,,,,,100777,2019-06-30
,,,,,,,,,,,,,,,,,,,,100843,2019-06-30
,,,,,,,,,,,,,,,,,,,,101019,2019-06-30
,,,,,,,,,,,,,,,,,,,,101037,2019-06-30
,,,,,,,,,,,,,,,,,,,,101439,2019-06-30
,,,,,,,,,,,,,,,,,,,,101671,2019-06-30
,,,,,,,,,,,,,,,,,,,,101738,2019-06-30
,,,,,,,,,,,,,,,,,,,,101952,2019-06-30
,,,,,,,,,,,,,,,,,,,,102333,2019-06-30
,,,,,,,,,,,,,,,,,,,,102342,2019-06-30
,,,,,,,,,,,,,,,,,,,,102539,2019-06-30
,,,,,,,,,,,,,,,,,,,,102557,2019-06-30
,,,,,,,,,,,,,,,,,,,,102874,2019-06-30
,,,,,,,,,,,,,,,,,,,,103134,2019-06-30
,,,,,,,,,,,,,,,,,,,,103255,2019-06-30
,,,,,,,,,,,,,,,,,,,,103563,2019-06-30
,,,,,,,,,,,,,,,,,,,,104234,2019-06-30
,,,,,,,,,,,,,,,,,,,,104542,2019-06-30
,,,,,,,,,,,,,,,,,,,,104971,2019-06-30
,,,,,,,,,,,,,,,,,,,,105026,2019-06-30
,,,,,,,,,,,,,,,,,,,,105222,2019-06-30
,,,,,,,,,,,,,,,,,,,,105473,2019-06-30
,,,,,,,,,,,,,,,,,,,,105530,2019-06-30
,,,,,,,,,,,,,,,,,,,,106359,2019-06-30
,,,,,,,,,,,,,,,,,,,,106452,2019-06-30
,,,,,,,,,,,,,,,,,,,,106676,2019-06-30
,,,,,,,,,,,,,,,,,,,,107244,2019-06-30
,,,,,,,,,,,,,,,,,,,,107459,2019-06-30
,,,,,,,,,,,,,,,,,,,,107570,2019-06-30
,,,,,,,,,,,,,,,,,,,,107758,2019-06-30
,,,,,,,,,,,,,,,,,,,,108072,2019-06-30
,,,,,,,,,,,,,,,,,,,,108269,2019-06-30
,,,,,,,,,,,,,,,,,,,,108652,2019-06-30
,,,,,,,,,,,,,,,,,,,,108746,2019-06-30
,,,,,,,,,,,,,,,,,,,,108951,2019-06-30
,,,,,,,,,,,,,,,,,,,,109136,2019-06-30
,,,,,,,,,,,,,,,,,,,,109154,2019-06-30
,,,,,,,,,,,,,,,,,,,,109453,2019-06-30
,,,,,,,,,,,,,,,,,,,,109574,2019-06-30
,,,,,,,,,,,,,,,,,,,,109659,2019-06-30
,,,,,,,,,,,,,,,,,,,,110413,2019-06-30
,,,,,,,,,,,,,,,,,,,,110936,2019-06-30
,,,,,,,,,,,,,,,,,,,,110945,2019-06-30
,,,,,,,,,,,,,,,,,,,,110972,2019-06-30
,,,,,,,,,,,,,,,,,,,,111157,2019-06-30
,,,,,,,,,,,,,,,,,,,,111205,2019-06-30
,,,,,,,,,,,,,,,,,,,,111942,2019-06-30
,,,,,,,,,,,,,,,,,,,,111979,2019-06-30
,,,,,,,,,,,,,,,,,,,,112163,2019-06-30
,,,,,,,,,,,,,,,,,,,,112332,2019-06-30
,,,,,,,,,,,,,,,,,,,,112444,2019-06-30
,,,,,,,,,,,,,,,,,,,,112510,2019-06-30
