RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1030,30,2,0,998,0,0,,,0,0,,,,,,,,,,,,,,,,,,37,2016-06-30
,,185,0,20,0,171,6,0,,,0,0,,,,,,,,,,,,,,,,,,242,2016-06-30
,,936,3,48,0,892,7,0,,,0,0,,,,,,,,,,,,,,,,,,279,2016-06-30
,,160,0,1,0,188,29,0,,,0,0,,,,,,,,,,,,,,,,,,354,2016-06-30
,,529,40,3,0,492,6,0,,,0,0,,,,,,,,,,,,,,,,,,457,2016-06-30
,,3955,60,17,0,4188,310,0,,,0,0,,,,,,,,,,,,,,,,,,505,2016-06-30
,,2593,307,38,0,2282,34,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2016-06-30
,,1192,155,52,0,1300,315,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2016-06-30
,,3333,397,27,0,3147,238,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2016-06-30
,,714,66,8,0,675,35,0,,,0,0,,,,,,,,,,,,,,,,,,1557,2016-06-30
,,2908,33,29,0,2933,87,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2016-06-30
,,3715,200,6,0,3579,70,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2016-06-30
,,979,0,2,0,985,8,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2016-06-30
,,3218,0,70,0,3396,248,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2016-06-30
,,762,33,5,0,743,19,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2016-06-30
,,29951,177,8,0,30458,692,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2016-06-30
,,119,13,4,0,102,0,0,,,0,0,,,,,,,,,,,,,,,,,,2554,2016-06-30
,,3802,300,51,0,3451,0,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2016-06-30
,,646,0,1,0,645,0,0,,,0,0,,,,,,,,,,,,,,,,,,2750,2016-06-30
,,3245,313,0,0,3190,258,0,,,0,0,,,,,,,,,,,,,,,,,,3177,2016-06-30
,,3251,600,134,0,3006,489,0,,,0,0,,,,,,,,,,,,,,,,,,3252,2016-06-30
,,360,30,0,0,331,1,0,,,0,0,,,,,,,,,,,,,,,,,,3458,2016-06-30
,,1721,36,3,0,1686,4,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2016-06-30
,,10443,267,419,0,11003,1246,0,,,0,0,,,,,,,,,,,,,,,,,,3971,2016-06-30
,,2032,30,8,0,2006,12,0,,,0,0,,,,,,,,,,,,,,,,,,4156,2016-06-30
,,970,170,15,0,877,92,0,,,0,0,,,,,,,,,,,,,,,,,,4231,2016-06-30
,,4844,750,32,0,4705,643,0,,,0,0,,,,,,,,,,,,,,,,,,4839,2016-06-30
,,12342,542,0,0,11800,0,0,,,0,0,,,,,,,,,,,,,,,,,,5069,2016-06-30
,,4168,145,48,0,4076,101,0,,,0,0,,,,,,,,,,,,,,,,,,5135,2016-06-30
,,14636,0,184,0,14747,295,0,,,0,0,,,,,,,,,,,,,,,,,,5210,2016-06-30
,,5366,0,99,0,5361,94,0,,,0,0,,,,,,,,,,,,,,,,,,5461,2016-06-30
,,1584,104,24,0,1456,0,0,,,0,0,,,,,,,,,,,,,,,,,,5751,2016-06-30
,,815,10,10,0,813,18,0,,,0,0,,,,,,,,,,,,,,,,,,6039,2016-06-30
,,337,30,15,0,423,131,0,,,0,0,,,,,,,,,,,,,,,,,,6141,2016-06-30
,,7231,4120,416,0,5628,2933,0,,,0,0,,,,,,,,,,,,,,,,,,6329,2016-06-30
,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,7009,2016-06-30
,,817,789,15,0,1050,1037,0,,,0,0,,,,,,,,,,,,,,,,,,7045,2016-06-30
,,1789,150,28,0,1703,92,0,,,0,0,,,,,,,,,,,,,,,,,,7072,2016-06-30
,,254,5,1,0,249,1,0,,,0,0,,,,,,,,,,,,,,,,,,7157,2016-06-30
,,702,36,0,0,666,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7456,2016-06-30
,,933,90,58,0,1123,338,0,,,0,0,,,,,,,,,,,,,,,,,,7634,2016-06-30
,,1147,0,6,0,1156,15,0,,,0,0,,,,,,,,,,,,,,,,,,8033,2016-06-30
,,769,95,5,0,680,11,0,,,0,0,,,,,,,,,,,,,,,,,,8462,2016-06-30
,,422,0,2,0,425,5,0,,,0,0,,,,,,,,,,,,,,,,,,8631,2016-06-30
,,3274,50,2,0,3222,0,0,,,0,0,,,,,,,,,,,,,,,,,,9357,2016-06-30
,,1000,0,53,0,1001,54,0,,,0,0,,,,,,,,,,,,,,,,,,9553,2016-06-30
,,28902,0,367,0,28688,153,0,,,0,0,,,,,,,,,,,,,,,,,,9807,2016-06-30
,,1615,95,3,0,1522,5,0,,,0,0,,,,,,,,,,,,,,,,,,9955,2016-06-30
,,3288,-650,287,0,3930,279,0,,,0,0,,,,,,,,,,,,,,,,,,10250,2016-06-30
,,1506,0,15,0,1495,4,0,,,0,0,,,,,,,,,,,,,,,,,,10849,2016-06-30
,,1853,36,18,0,1909,110,0,,,0,0,,,,,,,,,,,,,,,,,,11145,2016-06-30
,,959,600,423,0,15853,64,-15853,,,0,0,,,,,,,,,,,,,,,,,,11275,2016-06-30
,,3801,430,462,0,2939,30,0,,,0,0,,,,,,,,,,,,,,,,,,11640,2016-06-30
,,935,-800,1304,0,433,2,0,,,0,0,,,,,,,,,,,,,,,,,,11837,2016-06-30
,,7856,750,1813,0,8149,2856,0,,,0,0,,,,,,,,,,,,,,,,,,12030,2016-06-30
,,1650,60,53,0,1651,114,0,,,0,0,,,,,,,,,,,,,,,,,,12142,2016-06-30
,,216,-50,1,0,268,3,0,,,0,0,,,,,,,,,,,,,,,,,,12179,2016-06-30
,,619193,49776,77930,-104,594620,103237,0,,,0,0,,,,,,,,,,,,,,,,,,12311,2016-06-30
,,965,0,0,0,967,2,0,,,0,0,,,,,,,,,,,,,,,,,,12647,2016-06-30
,,238,0,24,0,264,50,0,,,0,0,,,,,,,,,,,,,,,,,,12656,2016-06-30
,,1954,60,9,0,1885,0,0,,,0,0,,,,,,,,,,,,,,,,,,12937,2016-06-30
,,15360,655,180,0,16487,1962,0,,,0,0,,,,,,,,,,,,,,,,,,12946,2016-06-30
,,1405,60,5,0,1360,20,0,,,0,0,,,,,,,,,,,,,,,,,,12955,2016-06-30
,,13404,1095,62,0,12676,429,0,,,0,0,,,,,,,,,,,,,,,,,,13103,2016-06-30
,,492,60,7,0,427,2,0,,,0,0,,,,,,,,,,,,,,,,,,13251,2016-06-30
,,204,20,0,0,184,0,0,,,0,0,,,,,,,,,,,,,,,,,,13457,2016-06-30
,,485,30,2,0,504,51,0,0,0,0,0,,,,,,,,,,,,,,,,,,14052,2016-06-30
,,2149,150,18,0,2086,105,0,,,0,0,,,,,,,,,,,,,,,,,,14155,2016-06-30
,,540,60,28,0,482,30,0,,,0,0,,,,,,,,,,,,,,,,,,14650,2016-06-30
,,494,0,0,0,496,2,0,,,0,0,,,,,,,,,,,,,,,,,,14753,2016-06-30
,,3251,50,10,0,3209,18,0,,,0,0,,,,,,,,,,,,,,,,,,14865,2016-06-30
,,498,60,0,0,439,1,0,,,0,0,,,,,,,,,,,,,,,,,,14977,2016-06-30
,,2660,300,5,0,2415,60,0,,,0,0,,,,,,,,,,,,,,,,,,16551,2016-06-30
,,689,60,0,0,629,0,0,,,0,0,,,,,,,,,,,,,,,,,,16748,2016-06-30
,,279,0,0,0,279,0,0,,,0,0,,,,,,,,,,,,,,,,,,17110,2016-06-30
,,62186,1340,2973,0,62453,4580,0,,,0,202,,,,,,,,,,,,,,,,,,17147,2016-06-30
,,210,0,6,0,209,5,0,,,0,0,,,,,,,,,,,,,,,,,,17259,2016-06-30
,,24667,0,4264,0,24415,4012,0,,,0,0,,,,,,,,,,,,,,,,,,17464,2016-06-30
,,3684,219,13,0,3616,164,0,,,0,0,,,,,,,,,,,,,,,,,,17950,2016-06-30
,,2405,-281,181,0,2505,0,0,,,0,0,,,,,,,,,,,,,,,,,,17978,2016-06-30
,,4236,300,45,0,3972,81,0,,,0,0,,,,,,,,,,,,,,,,,,18050,2016-06-30
,,1158,0,40,0,1276,158,0,,,0,0,,,,,,,,,,,,,,,,,,18135,2016-06-30
,,246,6,0,0,240,0,0,,,0,0,,,,,,,,,,,,,,,,,,18377,2016-06-30
,,5381,201,62,0,5275,157,0,,,0,0,,,,,,,,,,,,,,,,,,18827,2016-06-30
,,1428,3,73,0,1539,187,0,,,0,0,,,,,,,,,,,,,,,,,,18836,2016-06-30
,,6316,942,142,0,5677,445,0,,,0,0,,,,,,,,,,,,,,,,,,18854,2016-06-30
,,877,0,5,0,874,2,0,,,0,0,,,,,,,,,,,,,,,,,,19356,2016-06-30
,,18701,3900,243,0,22740,8182,0,,,0,0,,,,,,,,,,,,,,,,,,19730,2016-06-30
,,3247,150,28,0,3107,38,0,,,0,0,,,,,,,,,,,,,,,,,,19936,2016-06-30
,,370,0,0,0,400,30,0,0,0,0,0,,,,,,,,,,,,,,,,,,19972,2016-06-30
,,1218,0,107,0,1114,3,0,,,0,0,,,,,,,,,,,,,,,,,,20053,2016-06-30
,,2926,120,4,0,3121,319,0,,,0,0,,,,,,,,,,,,,,,,,,20633,2016-06-30
,,769,25,6,0,738,0,0,,,0,0,,,,,,,,,,,,,,,,,,20857,2016-06-30
,,127,0,0,0,127,0,0,,,0,0,,,,,,,,,,,,,,,,,,21256,2016-06-30
,,268,19,0,0,249,0,0,,,0,0,,,,,,,,,,,,,,,,,,21359,2016-06-30
,,885,136,7,0,789,47,0,,,0,0,,,,,,,,,,,,,,,,,,21630,2016-06-30
,,1606,30,15,0,1564,3,0,,,0,0,,,,,,,,,,,,,,,,,,21658,2016-06-30
,,1666,0,33,0,1747,114,0,,,0,0,,,,,,,,,,,,,,,,,,22048,2016-06-30
,,738,0,1,0,739,2,0,,,0,0,,,,,,,,,,,,,,,,,,22543,2016-06-30
,,1227,185,20,0,1022,0,0,,,0,0,,,,,,,,,,,,,,,,,,22552,2016-06-30
,,747,55,33,0,758,99,0,,,0,0,,,,,,,,,,,,,,,,,,22730,2016-06-30
,,1349,0,188,0,1394,233,0,,,0,0,,,,,,,,,,,,,,,,,,22936,2016-06-30
,,170,0,0,0,170,0,0,,,0,0,,,,,,,,,,,,,,,,,,23045,2016-06-30
,,1191,78,2,0,1122,11,0,,,0,0,,,,,,,,,,,,,,,,,,23456,2016-06-30
,,22708,2150,113,0,20744,299,0,,,0,0,,,,,,,,,,,,,,,,,,23504,2016-06-30
,,1344,25,185,0,1646,512,0,,,0,0,,,,,,,,,,,,,,,,,,23643,2016-06-30
,,1481,40,4,0,1459,22,0,,,0,0,,,,,,,,,,,,,,,,,,23755,2016-06-30
,,4042,1332,283,0,4145,1718,0,,,0,0,,,,,,,,,,,,,,,,,,24006,2016-06-30
,,200,0,0,0,222,22,0,0,0,0,0,,,,,,,,,,,,,,,,,,24378,2016-06-30
,,2195,170,3,0,2066,44,0,,,0,0,,,,,,,,,,,,,,,,,,24453,2016-06-30
,,499,60,38,0,408,5,-2,,,0,0,,,,,,,,,,,,,,,,,,24659,2016-06-30
,,7997,1269,14,0,6807,93,0,,,0,0,,,,,,,,,,,,,,,,,,24668,2016-06-30
,,6269,-1223,444,0,7511,463,0,,,0,0,,,,,,,,,,,,,,,,,,24949,2016-06-30
,,1627,397,15,0,1278,63,0,,,0,0,,,,,,,,,,,,,,,,,,25357,2016-06-30
,,1473,0,81,0,1448,56,0,,,0,0,,,,,,,,,,,,,,,,,,25647,2016-06-30
,,4545,-550,267,0,4828,0,0,,,0,0,,,,,,,,,,,,,,,,,,26176,2016-06-30
,,2574,150,72,0,2494,130,-12,,,0,0,,,,,,,,,,,,,,,,,,26242,2016-06-30
,,189,0,1,0,188,0,0,,,0,0,,,,,,,,,,,,,,,,,,26457,2016-06-30
,,4475,-50,124,0,4422,21,0,,,0,0,,,,,,,,,,,,,,,,,,26765,2016-06-30
,,1000,286,1,0,800,87,0,,,0,0,,,,,,,,,,,,,,,,,,27070,2016-06-30
,,4975,970,275,0,4790,1060,0,,,0,0,,,,,,,,,,,,,,,,,,27548,2016-06-30
,,1323,0,11,0,1393,81,0,,,0,0,,,,,,,,,,,,,,,,,,27614,2016-06-30
,,5000,0,30,0,5221,251,0,,,0,0,,,,,,,,,,,,,,,,,,27847,2016-06-30
,,24317,-117,153,0,24770,489,0,,,0,783,,,,,,,,,,,,,,,,,,28013,2016-06-30
,,1325,0,0,0,1325,0,0,,,0,0,,,,,,,,,,,,,,,,,,28152,2016-06-30
,,2772,244,6,0,2531,9,0,,,0,0,,,,,,,,,,,,,,,,,,28255,2016-06-30
,,2427,3367,117,0,2101,3158,0,,,0,0,,,,,,,,,,,,,,,,,,28349,2016-06-30
,,18078,1086,33,0,17102,143,0,,,0,0,,,,,,,,,,,,,,,,,,28406,2016-06-30
,,672,0,1,0,674,3,0,,,0,0,,,,,,,,,,,,,,,,,,28675,2016-06-30
,,818,-75,25,0,872,4,0,,,0,0,,,,,,,,,,,,,,,,,,28732,2016-06-30
,,521,53,5,0,468,5,0,,,0,0,,,,,,,,,,,,,,,,,,29476,2016-06-30
,,4809,-87,82,0,6474,1660,0,,,0,0,,,,,,,,,,,,,,,,,,29636,2016-06-30
,,15715,232,0,0,15681,198,0,,,0,0,,,,,,,,,,,,,,,,,,29878,2016-06-30
,,274,28,0,0,256,10,0,,,0,0,,,,,,,,,,,,,,,,,,30052,2016-06-30
,,8521,0,272,0,8623,374,0,,,0,0,,,,,,,,,,,,,,,,,,30502,2016-06-30
,,1395,0,36,0,1365,6,0,,,0,0,,,,,,,,,,,,,,,,,,30650,2016-06-30
,,1931207,833876,242052,0,1852777,997498,0,0,139222,0,36249,,,,,,,,,,,,,,,,,,30810,2016-06-30
,,10716,1067,55,0,10562,968,0,,,0,0,,,,,,,,,,,,,,,,,,30874,2016-06-30
,,1056,168,29,0,900,41,0,,,0,0,,,,,,,,,,,,,,,,,,31134,2016-06-30
,,4237,300,67,0,3873,3,0,,,0,0,,,,,,,,,,,,,,,,,,31255,2016-06-30
,,836,70,17,0,754,5,0,,,0,0,,,,,,,,,,,,,,,,,,31657,2016-06-30
,,2905,75,50,0,2944,164,0,,,0,0,,,,,,,,,,,,,,,,,,31826,2016-06-30
,,1416,135,224,0,1300,243,0,,,0,0,,,,,,,,,,,,,,,,,,31835,2016-06-30
,,279,0,0,0,279,0,0,,,0,0,,,,,,,,,,,,,,,,,,32234,2016-06-30
,,257,73,6,0,234,56,0,,,0,0,,,,,,,,,,,,,,,,,,32766,2016-06-30
,,2187,258,59,0,1979,109,0,,,0,0,,,,,,,,,,,,,,,,,,32971,2016-06-30
,,5921,250,323,0,5421,73,0,,,0,0,,,,,,,,,,,,,,,,,,33147,2016-06-30
,,6578,0,454,0,6126,2,0,,,0,0,,,,,,,,,,,,,,,,,,33259,2016-06-30
,,1163,104,2,0,1064,7,0,,,0,0,,,,,,,,,,,,,,,,,,33268,2016-06-30
,,268,200,0,0,141,73,0,,,0,0,,,,,,,,,,,,,,,,,,33370,2016-06-30
,,101,0,13,0,88,0,0,,,0,0,,,,,,,,,,,,,,,,,,33839,2016-06-30
,,5110,375,16,0,5231,512,0,,,0,0,,,,,,,,,,,,,,,,,,33857,2016-06-30
,,3546,148,21,0,4222,845,0,,,0,0,,,,,,,,,,,,,,,,,,34425,2016-06-30
,,1868,150,6,0,1736,24,0,,,0,0,,,,,,,,,,,,,,,,,,34434,2016-06-30
,,569,73,0,0,611,115,0,,,0,0,,,,,,,,,,,,,,,,,,34452,2016-06-30
,,20725,861,1231,0,19128,495,0,,,0,0,,,,,,,,,,,,,,,,,,34537,2016-06-30
,,2302,300,4,0,2013,15,0,,,0,0,,,,,,,,,,,,,,,,,,34555,2016-06-30
,,2989,143,1,0,2852,7,0,,,0,0,,,,,,,,,,,,,,,,,,34742,2016-06-30
,,364,64,5,0,434,139,0,,,0,0,,,,,,,,,,,,,,,,,,34836,2016-06-30
,,1455,20,15,0,1463,43,0,,,0,0,,,,,,,,,,,,,,,,,,35057,2016-06-30
,,51193,8118,0,0,45529,2454,0,,,0,0,,,,,,,,,,,,,,,,,,35301,2016-06-30
,,220316,10000,2218,0,218505,10407,0,,,0,0,,,,,,,,,,,,,,,,,,35570,2016-06-30
,,223,8,0,0,224,9,0,,,0,0,,,,,,,,,,,,,,,,,,35646,2016-06-30
,,987,0,2,0,985,0,0,,,0,0,,,,,,,,,,,,,,,,,,35879,2016-06-30
,,1185,100,31,0,1109,55,0,,,0,0,,,,,,,,,,,,,,,,,,36456,2016-06-30
,,759,0,23,0,799,63,0,,,0,0,,,,,,,,,,,,,,,,,,36933,2016-06-30
,,766,0,4,0,769,7,0,,,0,0,,,,,,,,,,,,,,,,,,37051,2016-06-30
,,360,30,4,0,513,187,0,,,0,0,,,,,,,,,,,,,,,,,,37341,2016-06-30
,,10456,37,861,0,10183,625,0,,,0,0,,,,,,,,,,,,,,,,,,37435,2016-06-30
,,15304,1200,129,0,14438,463,0,,,0,0,,,,,,,,,,,,,,,,,,37640,2016-06-30
,,447,20,2,0,451,26,0,,,0,0,,,,,,,,,,,,,,,,,,37659,2016-06-30
,,1993,105,30,0,1865,7,0,,,0,0,,,,,,,,,,,,,,,,,,37949,2016-06-30
,,1332,150,17,0,1206,41,0,,,0,0,,,,,,,,,,,,,,,,,,38740,2016-06-30
,,1076,390,5,0,889,208,0,,,0,0,,,,,,,,,,,,,,,,,,39327,2016-06-30
,,5061,625,12,0,4601,177,0,,,0,0,,,,,,,,,,,,,,,,,,39756,2016-06-30
,,445,0,0,0,491,46,0,,,0,0,,,,,,,,,,,,,,,,,,40033,2016-06-30
,,259,0,0,0,259,0,0,,,0,0,,,,,,,,,,,,,,,,,,40350,2016-06-30
,,14439,1006,322,0,13700,589,0,,,0,0,,,,,,,,,,,,,,,,,,40499,2016-06-30
,,781,32,26,0,723,0,0,,,0,0,,,,,,,,,,,,,,,,,,40855,2016-06-30
,,534,0,42,0,512,20,0,,,0,0,,,,,,,,,,,,,,,,,,41245,2016-06-30
,,717,0,3,0,718,4,0,,,0,0,,,,,,,,,,,,,,,,,,41553,2016-06-30
,,2067,292,173,0,2103,501,0,,,0,0,,,,,,,,,,,,,,,,,,41629,2016-06-30
,,2501,387,3,0,2150,39,0,,,0,0,,,,,,,,,,,,,,,,,,41825,2016-06-30
,,255,0,0,0,257,2,0,,,0,0,,,,,,,,,,,,,,,,,,41937,2016-06-30
,,306,0,0,0,306,0,0,,,0,0,,,,,,,,,,,,,,,,,,41955,2016-06-30
,,377,0,1,0,383,7,0,,,0,0,,,,,,,,,,,,,,,,,,42037,2016-06-30
,,1060,33,4,0,1029,6,0,,,0,0,,,,,,,,,,,,,,,,,,42354,2016-06-30
,,2247,-1,2,0,2271,25,0,,,0,0,,,,,,,,,,,,,,,,,,42372,2016-06-30
,,59821,16898,1757,0,50812,9646,0,,,0,0,,,,,,,,,,,,,,,,,,42420,2016-06-30
,,13181,1404,406,0,14982,3611,0,,,0,0,,,,,,,,,,,,,,,,,,42448,2016-06-30
,,455,12,0,0,443,0,0,,,0,0,,,,,,,,,,,,,,,,,,42457,2016-06-30
,,1251,0,16,0,1351,116,0,,,0,0,,,,,,,,,,,,,,,,,,43052,2016-06-30
,,709,151,0,0,559,1,0,,,0,0,,,,,,,,,,,,,,,,,,43351,2016-06-30
,,223,0,5,0,227,9,0,,,0,0,,,,,,,,,,,,,,,,,,43856,2016-06-30
,,629,95,0,0,888,354,0,,,0,0,,,,,,,,,,,,,,,,,,43959,2016-06-30
,,4350,383,43,0,3958,34,0,,,0,0,,,,,,,,,,,,,,,,,,44040,2016-06-30
,,4488,44,31,0,4420,7,0,,,0,0,,,,,,,,,,,,,,,,,,44433,2016-06-30
,,4229,154,176,0,4221,322,0,,,0,0,,,,,,,,,,,,,,,,,,44741,2016-06-30
,,1690,166,6,0,1610,94,2,,,0,0,,,,,,,,,,,,,,,,,,44750,2016-06-30
,,1137,470,6,0,791,130,0,,,0,0,,,,,,,,,,,,,,,,,,44929,2016-06-30
,,2315,154,0,0,2290,129,0,,,0,0,,,,,,,,,,,,,,,,,,45038,2016-06-30
,,1782,45,7,0,1796,66,0,,,0,0,,,,,,,,,,,,,,,,,,45047,2016-06-30
,,484,0,0,0,484,0,0,,,0,0,,,,,,,,,,,,,,,,,,45056,2016-06-30
,,729,-12,28,0,798,85,0,,,0,0,,,,,,,,,,,,,,,,,,45430,2016-06-30
,,433,58,8,0,367,0,0,,,0,0,,,,,,,,,,,,,,,,,,45458,2016-06-30
,,7761,684,132,0,7137,192,0,,,0,0,,,,,,,,,,,,,,,,,,45551,2016-06-30
,,8979,675,84,0,8342,122,0,,,0,0,,,,,,,,,,,,,,,,,,45560,2016-06-30
,,760,30,0,0,730,0,0,,,0,0,,,,,,,,,,,,,,,,,,45775,2016-06-30
,,1985,60,47,0,1897,19,0,,,0,0,,,,,,,,,,,,,,,,,,46053,2016-06-30
,,1304,50,16,0,1249,11,0,,,0,0,,,,,,,,,,,,,,,,,,46941,2016-06-30
,,3369,2,62,0,3390,85,0,,,0,0,,,,,,,,,,,,,,,,,,47247,2016-06-30
,,224,0,0,0,224,0,0,,,0,0,,,,,,,,,,,,,,,,,,47256,2016-06-30
,,709,0,1,0,709,1,0,,,0,0,,,,,,,,,,,,,,,,,,47452,2016-06-30
,,2900,65,198,0,2739,102,0,,,0,0,,,,,,,,,,,,,,,,,,47500,2016-06-30
,,807,136,34,0,693,56,0,0,0,0,0,,,,,,,,,,,,,,,,,,48057,2016-06-30
,,168,0,0,0,168,0,0,,,0,0,,,,,,,,,,,,,,,,,,48150,2016-06-30
,,9517,1000,85,0,9251,819,0,,,0,0,,,,,,,,,,,,,,,,,,48374,2016-06-30
,,1046,0,21,0,1025,0,0,,,0,0,,,,,,,,,,,,,,,,,,48440,2016-06-30
,,2338,280,10,0,2115,67,0,,,0,0,,,,,,,,,,,,,,,,,,49054,2016-06-30
,,477,20,1,0,465,9,0,,,0,0,,,,,,,,,,,,,,,,,,49148,2016-06-30
,,5479,225,290,0,5219,113,-142,,,0,0,,,,,,,,,,,,,,,,,,49241,2016-06-30
,,265,0,2,0,263,0,0,,,0,0,,,,,,,,,,,,,,,,,,49344,2016-06-30
,,2339,0,1,0,2338,0,0,,,0,0,,,,,,,,,,,,,,,,,,49652,2016-06-30
,,7090,50,565,0,7359,884,0,,,0,0,,,,,,,,,,,,,,,,,,49821,2016-06-30
,,805,0,116,0,710,21,0,,,0,0,,,,,,,,,,,,,,,,,,49858,2016-06-30
,,826,0,66,0,763,3,0,,,0,0,,,,,,,,,,,,,,,,,,49951,2016-06-30
,,532,30,16,0,502,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,50144,2016-06-30
,,3712,0,173,0,3539,0,0,,,0,0,,,,,,,,,,,,,,,,,,50461,2016-06-30
,,318,23,8,0,303,16,0,,,0,0,,,,,,,,,,,,,,,,,,50546,2016-06-30
,,618,30,22,0,644,78,0,,,0,0,,,,,,,,,,,,,,,,,,50854,2016-06-30
,,1529,-4,4,0,1579,50,0,,,0,0,,,,,,,,,,,,,,,,,,50872,2016-06-30
,,3306,2804,75,0,2022,1595,0,,,0,0,,,,,,,,,,,,,,,,,,50957,2016-06-30
,,4811,0,78,0,5281,548,0,,,0,0,,,,,,,,,,,,,,,,,,51253,2016-06-30
,,144,0,0,0,167,23,0,,,0,0,,,,,,,,,,,,,,,,,,51356,2016-06-30
,,1649,45,80,0,1542,18,0,,,0,0,,,,,,,,,,,,,,,,,,51459,2016-06-30
,,8749,600,24,0,8131,6,0,,,0,0,,,,,,,,,,,,,,,,,,51842,2016-06-30
,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,52719,2016-06-30
,,2557,412,109,0,2432,396,0,,,0,0,,,,,,,,,,,,,,,,,,52951,2016-06-30
,,47402,1350,1214,0,45479,641,0,,,0,8480,,,,,,,,,,,,,,,,,,53033,2016-06-30
,,276,0,1,0,275,0,0,,,0,0,,,,,,,,,,,,,,,,,,53051,2016-06-30
,,62,0,0,0,62,0,0,,,0,0,,,,,,,,,,,,,,,,,,53752,2016-06-30
,,2714,0,85,0,2738,109,0,0,0,0,0,,,,,,,,,,,,,,,,,,54049,2016-06-30
,,6848,450,30,0,6380,12,0,,,0,0,,,,,,,,,,,,,,,,,,54058,2016-06-30
,,6561,405,474,0,6851,1169,0,,,0,79,,,,,,,,,,,,,,,,,,54375,2016-06-30
,,1568,60,0,0,1508,0,0,,,0,0,,,,,,,,,,,,,,,,,,54441,2016-06-30
,,1977,30,32,0,1960,45,0,,,0,0,,,,,,,,,,,,,,,,,,54656,2016-06-30
,,55331,9519,1237,0,50038,5463,0,,,0,0,,,,,,,,,,,,,,,,,,54973,2016-06-30
,,2191,164,60,0,2084,117,0,,,0,0,,,,,,,,,,,,,,,,,,55336,2016-06-30
,,1285,75,22,0,1210,22,0,,,0,0,,,,,,,,,,,,,,,,,,55635,2016-06-30
