RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,984,40,3,0,1019,78,0,,,,,,,,,,,,,,,,,,,,,,37,2018-09-30
,,184,0,10,0,185,11,0,,,,,,,,,,,,,,,,,,,,,,242,2018-09-30
,,974,10,6,0,971,13,0,,,,,,,,,,,,,,,,,,,,,,279,2018-09-30
,,154,0,13,0,124,7,24,,,,,,,,,,,,,,,,,,,,,,354,2018-09-30
,,454,60,92,0,516,214,0,,,,,,,,,,,,,,,,,,,,,,457,2018-09-30
,,5326,483,14,0,4839,10,0,,,,,,,,,,,,,,,,,,,,,,505,2018-09-30
,,3433,206,204,0,3153,130,0,,,,,,,,,,,,,,,,,,,,,,1155,2018-09-30
,,1238,255,75,0,1200,292,0,,,,,,,,,,,,,,,,,,,,,,1351,2018-09-30
,,3399,80,87,0,3364,132,0,,,,,,,,,,,,,,,,,,,,,,1454,2018-09-30
,,2894,101,21,0,2900,128,0,,,,,,,,,,,,,,,,,,,,,,1669,2018-09-30
,,574,0,3,0,580,9,0,,,,,,,,,,,,,,,,,,,,,,1856,2018-09-30
,,2821,0,111,0,2762,52,0,,,,,,,,,,,,,,,,,,,,,,2040,2018-09-30
,,1090,173,11,0,949,43,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2018-09-30
,,28566,-2000,258,0,30402,94,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2018-09-30
,,150,20,0,0,155,25,0,,,,,,,,,,,,,,,,,,,,,,2554,2018-09-30
,,4851,325,152,0,4539,165,0,,,,,,,,,,,,,,,,,,,,,,2732,2018-09-30
,,866,0,5,0,861,0,0,,,,,,,,,,,,,,,,,,,,,,2750,2018-09-30
,,4307,1350,251,0,3691,985,0,,,,,,,,,,,,,,,,,,,,,,3252,2018-09-30
,,400,45,5,0,443,93,0,,,,,,,,,,,,,,,,,,,,,,3458,2018-09-30
,,1710,78,2,0,1640,10,0,,,,0,,,,,,,,,,,,,,,,,,3720,2018-09-30
,,10216,684,835,0,10362,1665,0,,,,,,,,,,,,,,,,,,,,,,3971,2018-09-30
,,1988,0,44,0,2008,64,0,,,,,,,,,,,,,,,,,,,,,,4156,2018-09-30
,,622,285,46,0,613,322,0,,,,,,,,,,,,,,,,,,,,,,4231,2018-09-30
,,11550,-1115,0,0,12665,0,0,,,,,,,,,,,,,,,,,,,,,,5069,2018-09-30
,,4635,540,46,0,4410,361,0,,,,,,,,,,,,,,,,,,,,,,5135,2018-09-30
,,13414,770,167,0,13976,1499,0,,,0,0,,,,,,,,,,,,,,,,,,5210,2018-09-30
,,6137,0,106,0,6133,102,0,,,,,,,,,,,,,,,,,,,,,,5461,2018-09-30
,,2085,0,118,0,2084,117,0,,,,,,,,,,,,,,,,,,,,,,5751,2018-09-30
,,2895,125,80,0,2770,80,0,,,0,0,,,,,,,,,,,,,,,,,,6039,2018-09-30
,,10794,6150,817,0,9650,5823,0,,,,0,,,,,,,,,,,,,,,,,,6329,2018-09-30
,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,7009,2018-09-30
,,1212,240,31,0,1033,92,0,,,0,0,,,,,,,,,,,,,,,,,,7045,2018-09-30
,,1901,399,37,0,2001,536,0,,,,,,,,,,,,,,,,,,,,,,7072,2018-09-30
,,816,25,1,0,849,59,0,,,,,,,,,,,,,,,,,,,,,,7456,2018-09-30
,,1043,90,37,0,991,75,0,,,,,,,,,,,,,,,,,,,,,,7634,2018-09-30
