RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,909,180,65,0,987,323,0,,,,,,,,,,,,,,,,,,,,,,37,2002-12-31
,,128,17,1,0,130,20,0,,,,,,,,,,,,,,,,,,,,,,242,2002-12-31
,,352,31,7,0,323,9,0,,,,,,,,,,,,,,,,,,,,,,279,2002-12-31
,,135,18,34,0,133,50,0,,,,,,,,,,,,,,,,,,,,,,354,2002-12-31
,,1005,500,147,0,931,573,0,,,,,,,,,,,,,,,,,,,,,,439,2002-12-31
,,192,40,7,0,152,7,0,,,,,,,,,,,,,,,,,,,,,,457,2002-12-31
,,2056,2317,150,0,2118,2529,0,,,,,,,,,,,,,,,,,,,,,,505,2002-12-31
,,2890,400,48,0,3009,567,0,,,,,,,,,,,,,,,,,,,,,,1146,2002-12-31
,,1345,180,11,0,1239,85,0,,,,,,,,,,,,,,,,,,,,,,1155,2002-12-31
,,380,100,16,0,374,110,0,,,,,,,,,,,,,,,,,,,,,,1351,2002-12-31
,,828,100,44,0,862,178,0,,,,,,,,,,,,,,,,,,,,,,1454,2002-12-31
,,380,17,65,0,358,60,0,,,,,,,,,,,,,,,,,,,,,,1557,2002-12-31
,,2618,683,220,0,2088,373,0,,,,,,,,,,,,,,,,,,,,,,1632,2002-12-31
,,1528,765,36,0,915,188,0,,,,,,,,,,,,,,,,,,,,,,1669,2002-12-31
,,2089,504,196,5,1695,301,0,,,,,,,,,,,,,,,,,,,,,,1829,2002-12-31
,,109,0,2,0,111,4,0,,,,,,,,,,,,,,,,,,,,,,1856,2002-12-31
,,1238,493,87,0,1381,723,0,,,,,,,,,,,,,,,,,,,,,,2040,2002-12-31
,,511,113,54,0,492,148,0,,,,,,,,,,,,,,,,,,,,,,2161,2002-12-31
,,6164,573,2,0,5046,6,549,,,,,,,,,,,,,,,,,,,,,,2376,2002-12-31
,,131,30,2,0,111,12,0,,,,,,,,,,,,,,,,,,,,,,2451,2002-12-31
,,43,24,1,0,33,15,0,,,,,,,,,,,,,,,,,,,,,,2554,2002-12-31
,,2525,845,41,0,2296,657,0,,,,,,,,,,,,,,,,,,,,,,2732,2002-12-31
,,776,174,89,0,899,386,0,,,,,,,,,,,,,,,,,,,,,,2750,2002-12-31
,,3340,1902,17,0,2433,1012,0,,,,,,,,,,,,,,,,,,,,,,2938,2002-12-31
,,875,187,24,0,852,188,0,,,,,,,,,,,,,,,,,,,,,,2956,2002-12-31
,,1224,655,136,0,886,453,0,,,,,,,,,,,,,,,,,,,,,,3252,2002-12-31
,,342,0,18,0,353,29,0,,,,,,,,,,,,,,,,,,,,,,3458,2002-12-31
,,7206,1500,63,0,6569,926,0,,,,,,,,,,,,,,,,,,,,,,3506,2002-12-31
,,1913,402,27,0,1563,79,0,,,,,,,,,,,,,,,,,,,,,,3579,2002-12-31
,,1078,101,5,0,1004,32,0,,,,,,,,,,,,,,,,,,,,,,3720,2002-12-31
,,844,350,34,0,665,205,0,,,,,,,,,,,,,,,,,,,,,,3953,2002-12-31
,,974,350,41,0,943,360,0,,,,,,,,,,,,,,,,,,,,,,4138,2002-12-31
,,466,36,6,0,497,73,0,,,,,,,,,,,,,,,,,,,,,,4147,2002-12-31
,,1325,576,85,0,636,186,214,,,,,,,,,,,,,,,,,,,,,,4156,2002-12-31
,,691,75,46,0,660,90,0,,,,,,,,,,,,,,,,,,,,,,4231,2002-12-31
,,1036,304,16,0,837,121,0,,,,,,,,,,,,,,,,,,,,,,4437,2002-12-31
,,61,4,2,0,55,0,0,,,,,,,,,,,,,,,,,,,,,,4745,2002-12-31
,,1745,585,90,0,1516,446,0,,,,,,,,,,,,,,,,,,,,,,4839,2002-12-31
,,1238,-463,0,0,1747,46,0,,,,,,,,,,,,,,,,,,,,,,5005,2002-12-31
,,549,140,44,0,540,175,0,,,,,,,,,,,,,,,,,,,,,,5050,2002-12-31
,,5494,360,0,0,5139,5,0,,,,,,,,,,,,,,,,,,,,,,5069,2002-12-31
,,1664,22,67,0,1069,206,712,,,,,,,,,,,,,,,,,,,,,,5135,2002-12-31
,,3837,370,80,0,3723,336,0,,,,,,,,,,,,,,,,,,,,,,5210,2002-12-31
,,2253,180,27,0,2222,176,0,,,,,,,,,,,,,,,,,,,,,,5247,2002-12-31
,,689,93,55,0,646,105,0,,,,,,,,,,,,,,,,,,,,,,5274,2002-12-31
,,624,0,4,0,735,92,-23,,,,,,,,,,,,,,,,,,,,,,5331,2002-12-31
,,1752,0,96,0,1671,15,0,,,,,,,,,,,,,,,,,,,,,,5461,2002-12-31
,,807,90,9,0,714,6,0,,,,,,,,,,,,,,,,,,,,,,5751,2002-12-31
,,27987,5350,1619,0,31997,10979,0,,,,,,,,,,,,,,,,,,,,,,5939,2002-12-31
,,940,295,34,0,924,313,0,,,,,,,,,,,,,,,,,,,,,,6039,2002-12-31
,,176,144,5,0,140,113,0,,,,,,,,,,,,,,,,,,,,,,6057,2002-12-31
,,316,60,25,0,411,180,0,,,,,,,,,,,,,,,,,,,,,,6141,2002-12-31
,,2615,1400,146,0,1697,628,0,,,,,,,,,,,,,,,,,,,,,,6329,2002-12-31
,,6257,2635,7,0,3858,243,0,,,,,,,,,,,,,,,,,,,,,,6972,2002-12-31
,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,7009,2002-12-31
,,713,150,38,0,676,151,0,,,,,,,,,,,,,,,,,,,,,,7045,2002-12-31
,,199,0,7,0,215,23,0,,,,,,,,,,,,,,,,,,,,,,7157,2002-12-31
,,4100,1240,29,0,3776,359,-586,,,,,,,,,,,,,,,,,,,,,,7166,2002-12-31
,,415,60,0,0,360,5,0,,,,,,,,,,,,,,,,,,,,,,7456,2002-12-31
,,616,505,6,0,440,335,0,,,,,,,,,,,,,,,,,,,,,,7634,2002-12-31
,,617,0,57,0,615,55,0,,,,,,,,,,,,,,,,,,,,,,8033,2002-12-31
,,421,-105,110,0,537,121,0,,,,,,,,,,,,,,,,,,,,,,8154,2002-12-31
,,433,141,0,0,292,0,0,,,,,,,,,,,,,,,,,,,,,,8417,2002-12-31
,,336,75,33,0,344,116,0,,,,,,,,,,,,,,,,,,,,,,8462,2002-12-31
,,3684,610,259,0,4217,1402,0,,,,,,,,,,,,,,,,,,,,,,8547,2002-12-31
,,333,275,20,0,271,233,0,,,,,,,,,,,,,,,,,,,,,,8631,2002-12-31
,,8644,1450,127,0,7631,564,0,,,,,,,,,,,,,,,,,,,,,,9115,2002-12-31
,,1210,45,17,0,1153,5,0,,,,,,,,,,,,,,,,,,,,,,9160,2002-12-31
,,2842,705,37,0,2285,185,0,,,,,,,,,,,,,,,,,,,,,,9357,2002-12-31
,,491,60,4,0,430,3,0,,,,,,,,,,,,,,,,,,,,,,9553,2002-12-31
,,35475,3500,104,0,32154,283,0,,,,,,,,,,,,,,,,,,,,,,9807,2002-12-31
,,407,500,14,0,480,587,0,,,,,,,,,,,,,,,,,,,,,,9955,2002-12-31
,,589,175,184,0,596,366,0,,,,,,,,,,,,,,,,,,,,,,10157,2002-12-31
,,1735,1477,58,0,1479,1279,0,,,,,,,,,,,,,,,,,,,,,,10250,2002-12-31
,,1689,249,3,0,1447,10,0,,,,,,,,,,,,,,,,,,,,,,10849,2002-12-31
,,4768,7519,42,0,3973,5949,-817,,,,,,,,,,,,,,,,,,,,,,10858,2002-12-31
,,1197,438,50,0,854,145,0,,,,,,,,,,,,,,,,,,,,,,11145,2002-12-31
,,1163,367,91,0,1014,309,0,,,,,,,,,,,,,,,,,,,,,,11640,2002-12-31
,,1213,0,89,0,1145,21,0,,,,,,,,,,,,,,,,,,,,,,11837,2002-12-31
,,3505,1700,1847,0,3690,3732,0,,,,,,,,,,,,,,,,,,,,,,12030,2002-12-31
,,1076,1649,110,0,726,1409,0,,,,,,,,,,,,,,,,,,,,,,12058,2002-12-31
,,1163,180,177,0,1149,343,0,,,,,,,,,,,,,,,,,,,,,,12142,2002-12-31
,,744,52,10,0,701,19,0,,,,,,,,,,,,,,,,,,,,,,12245,2002-12-31
,,323010,188875,37439,0,367588,228873,-42019,,,,,,,,,,,,,,,,,,,,,,12311,2002-12-31
,,86,5,0,0,81,0,0,,,,,,,,,,,,,,,,,,,,,,12357,2002-12-31
,,431,48,1,0,407,25,0,,,,,,,,,,,,,,,,,,,,,,12647,2002-12-31
,,303,20,17,0,321,55,0,,,,,,,,,,,,,,,,,,,,,,12656,2002-12-31
,,830,72,0,0,768,10,0,,,,,,,,,,,,,,,,,,,,,,12937,2002-12-31
,,3843,1079,363,0,3530,1129,0,,,,,,,,,,,,,,,,,,,,,,12946,2002-12-31
,,825,410,105,0,797,487,0,,,,,,,,,,,,,,,,,,,,,,12955,2002-12-31
,,1519,0,445,0,1163,89,0,,,,,,,,,,,,,,,,,,,,,,13037,2002-12-31
,,4004,418,18,0,3814,152,-94,,,,,,,,,,,,,,,,,,,,,,13103,2002-12-31
,,275,52,30,0,275,81,0,,,,,,,,,,,,,,,,,,,,,,13251,2002-12-31
,,63249,46170,6807,0,58829,48557,0,,,,,,,,,,,,,,,,,,,,,,13309,2002-12-31
,,344,0,8,0,339,3,0,,,,,,,,,,,,,,,,,,,,,,13457,2002-12-31
,,725,168,22,0,582,47,0,,,,,,,,,,,,,,,,,,,,,,14052,2002-12-31
,,993,360,74,0,842,283,0,,,,,,,,,,,,,,,,,,,,,,14155,2002-12-31
,,5292,900,178,0,4450,236,0,,,,,,,,,,,,,,,,,,,,,,14258,2002-12-31
,,211697,58618,12611,0,208892,75018,6594,,,,,,,,,,,,,,,,,,,,,,14409,2002-12-31
,,670,350,34,0,737,451,0,,,,,,,,,,,,,,,,,,,,,,14454,2002-12-31
,,302,10,124,0,288,120,0,,,,,,,,,,,,,,,,,,,,,,14650,2002-12-31
,,553,0,32,0,525,4,0,,,,,,,,,,,,,,,,,,,,,,14753,2002-12-31
,,753,110,10,0,685,52,0,,,,,,,,,,,,,,,,,,,,,,14865,2002-12-31
,,146,-104,119,0,131,0,0,,,,,,,,,,,,,,,,,,,,,,14931,2002-12-31
,,1205,331,13,0,893,32,0,,,,,,,,,,,,,,,,,,,,,,14940,2002-12-31
,,12648,7500,866,0,7813,3531,0,,,,,,,,,,,,,,,,,,,,,,15536,2002-12-31
,,3246,400,196,0,2906,256,0,,,,,,,,,,,,,,,,,,,,,,15732,2002-12-31
,,1587,420,47,0,1343,223,0,,,,,,,,,,,,,,,,,,,,,,16337,2002-12-31
,,527,10,2,0,521,6,0,,,,,,,,,,,,,,,,,,,,,,16355,2002-12-31
,,1547,781,52,0,1458,744,0,,,,,,,,,,,,,,,,,,,,,,16458,2002-12-31
,,1218,200,72,0,1001,55,0,,,,,,,,,,,,,,,,,,,,,,16551,2002-12-31
,,438,238,32,0,388,220,0,,,,,,,,,,,,,,,,,,,,,,16748,2002-12-31
,,6662,2306,515,0,6295,2453,-1,,,,,,,,,,,,,,,,,,,,,,16766,2002-12-31
,,306,0,23,0,287,4,0,,,,,,,,,,,,,,,,,,,,,,16944,2002-12-31
,,114,27,4,0,107,24,0,,,,,,,,,,,,,,,,,,,,,,16953,2002-12-31
,,786,214,0,0,572,0,0,,,,,,,,,,,,,,,,,,,,,,17110,2002-12-31
,,5648,2400,531,0,5745,3028,0,,,,,,,,,,,,,,,,,,,,,,17147,2002-12-31
,,126,60,15,0,91,40,0,,,,,,,,,,,,,,,,,,,,,,17259,2002-12-31
,,7669,2680,504,0,6555,2070,0,,,,,,,,,,,,,,,,,,,,,,17464,2002-12-31
,,2141,2000,93,0,2041,1993,0,,,,,,,,,,,,,,,,,,,,,,17549,2002-12-31
,,2010,250,330,0,2059,629,0,,,,,,,,,,,,,,,,,,,,,,17839,2002-12-31
,,528,44,0,0,304,20,200,,,,,,,,,,,,,,,,,,,,,,17950,2002-12-31
,,2012,400,76,0,1404,270,402,,,,,,,,,,,,,,,,,,,,,,18050,2002-12-31
,,675,345,65,0,644,379,0,,,,,,,,,,,,,,,,,,,,,,18135,2002-12-31
,,5977,1200,212,0,5403,838,0,,,,,,,,,,,,,,,,,,,,,,18368,2002-12-31
,,77,35,0,0,42,0,0,,,,,,,,,,,,,,,,,,,,,,18377,2002-12-31
,,1099,120,4,0,1165,123,-67,,,,,,,,,,,,,,,,,,,,,,18827,2002-12-31
,,788,390,52,0,688,342,0,,,,,,,,,,,,,,,,,,,,,,18836,2002-12-31
,,142,24,8,0,170,60,0,,,,,,,,,,,,,,,,,,,,,,18854,2002-12-31
,,5442,1000,93,0,2121,208,2436,,,,,,,,,,,,,,,,,,,,,,18863,2002-12-31
,,379,100,16,0,312,49,0,,,,,,,,,,,,,,,,,,,,,,18957,2002-12-31
,,1082,140,39,0,1010,107,0,,,,,,,,,,,,,,,,,,,,,,19356,2002-12-31
