RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1026,50,6,0,997,27,0,,,0,0,,,,,,,,,,,,,,,,,,37,2016-12-31
,,184,0,21,0,171,8,0,,,0,0,,,,,,,,,,,,,,,,,,242,2016-12-31
,,953,5,64,0,892,8,0,,,0,0,,,,,,,,,,,,,,,,,,279,2016-12-31
,,155,-6,3,0,188,30,0,,,0,0,,,,,,,,,,,,,,,,,,354,2016-12-31
,,501,40,3,0,492,34,0,,,0,0,,,,,,,,,,,,,,,,,,457,2016-12-31
,,4040,180,30,0,4188,358,0,,,0,0,,,,,,,,,,,,,,,,,,505,2016-12-31
,,2263,616,67,0,2282,702,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2016-12-31
,,1200,328,88,0,1300,516,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2016-12-31
,,3440,577,147,0,3147,431,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2016-12-31
,,934,1020,8,0,675,769,0,,,0,0,,,,,,,,,,,,,,,,,,1557,2016-12-31
,,2902,66,48,0,2933,145,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2016-12-31
,,3792,400,7,0,3579,194,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2016-12-31
,,979,0,3,0,985,9,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2016-12-31
,,3010,-209,71,0,3396,248,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2016-12-31
,,1150,431,9,0,743,33,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2016-12-31
,,29877,177,9,0,30458,767,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2016-12-31
,,130,24,4,0,102,0,0,,,0,0,,,,,,,,,,,,,,,,,,2554,2016-12-31
,,3878,450,245,0,3451,268,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2016-12-31
,,646,0,1,0,645,0,0,,,0,0,,,,,,,,,,,,,,,,,,2750,2016-12-31
,,2936,2550,332,0,3006,2952,0,,,0,0,,,,,,,,,,,,,,,,,,3252,2016-12-31
,,384,60,2,0,331,9,0,,,0,0,,,,,,,,,,,,,,,,,,3458,2016-12-31
,,1726,44,10,0,1686,14,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2016-12-31
,,9880,914,988,0,11003,3025,0,,,0,0,,,,,,,,,,,,,,,,,,3971,2016-12-31
,,2013,30,9,0,2006,32,0,,,0,0,,,,,,,,,,,,,,,,,,4156,2016-12-31
,,663,195,58,0,877,467,0,,,0,0,,,,,,,,,,,,,,,,,,4231,2016-12-31
,,5094,1425,56,0,4705,1092,0,,,0,0,,,,,,,,,,,,,,,,,,4839,2016-12-31
,,13454,1804,0,0,11800,150,0,,,0,0,,,,,,,,,,,,,,,,,,5069,2016-12-31
,,4144,385,87,0,4076,404,0,,,0,0,,,,,,,,,,,,,,,,,,5135,2016-12-31
,,14194,0,213,0,14747,766,0,,,0,0,,,,,,,,,,,,,,,,,,5210,2016-12-31
,,5385,0,123,0,5361,99,0,,,0,0,,,,,,,,,,,,,,,,,,5461,2016-12-31
,,1645,151,66,0,1456,28,0,,,0,0,,,,,,,,,,,,,,,,,,5751,2016-12-31
,,2934,265,95,0,813,156,1917,,,0,0,,,,,,,,,,,,,,,,,,6039,2016-12-31
,,318,60,31,0,423,196,0,,,0,0,,,,,,,,,,,,,,,,,,6141,2016-12-31
,,8924,8570,1029,0,5628,6303,0,,,0,0,,,,,,,,,,,,,,,,,,6329,2016-12-31
,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,7009,2016-12-31
,,860,889,34,0,1050,1113,0,,,0,0,,,,,,,,,,,,,,,,,,7045,2016-12-31
,,1735,-92,273,0,1703,149,0,,,0,0,,,,,,,,,,,,,,,,,,7072,2016-12-31
,,254,5,2,0,249,2,0,,,0,0,,,,,,,,,,,,,,,,,,7157,2016-12-31
,,749,84,0,0,666,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,7456,2016-12-31
,,923,163,84,0,1123,447,0,,,0,0,,,,,,,,,,,,,,,,,,7634,2016-12-31
,,1244,57,52,0,1156,21,0,,,0,0,,,,,,,,,,,,,,,,,,8033,2016-12-31
,,946,297,13,0,680,44,0,,,0,0,,,,,,,,,,,,,,,,,,8462,2016-12-31
,,429,0,11,0,425,7,0,,,0,0,,,,,,,,,,,,,,,,,,8631,2016-12-31
,,3275,50,3,0,3222,0,0,,,0,0,,,,,,,,,,,,,,,,,,9357,2016-12-31
,,1003,0,56,0,1001,54,0,,,0,0,,,,,,,,,,,,,,,,,,9553,2016-12-31
,,29257,0,776,0,28688,207,0,,,0,0,,,,,,,,,,,,,,,,,,9807,2016-12-31
,,1572,120,5,0,1522,75,0,,,0,0,,,,,,,,,,,,,,,,,,9955,2016-12-31
,,2992,-1000,517,0,3930,455,0,,,0,0,,,,,,,,,,,,,,,,,,10250,2016-12-31
,,1512,0,21,0,1495,4,0,,,0,0,,,,,,,,,,,,,,,,,,10849,2016-12-31
,,2022,348,30,0,1909,265,0,,,0,0,,,,,,,,,,,,,,,,,,11145,2016-12-31
,,3782,410,509,0,2939,76,0,,,0,0,,,,,,,,,,,,,,,,,,11640,2016-12-31
,,959,-800,1329,0,433,3,0,,,0,0,,,,,,,,,,,,,,,,,,11837,2016-12-31
,,8072,4200,3713,0,8149,7990,0,,,0,0,,,,,,,,,,,,,,,,,,12030,2016-12-31
,,1661,120,120,0,1651,230,0,,,0,0,,,,,,,,,,,,,,,,,,12142,2016-12-31
,,213,-54,2,0,268,3,0,,,0,0,,,,,,,,,,,,,,,,,,12179,2016-12-31
,,636964,168302,118376,19941,594620,224393,0,8597,25644,0,0,,,,,,,,,,,,,,,,,,12311,2016-12-31
,,1049,88,2,0,967,8,0,,,0,0,,,,,,,,,,,,,,,,,,12647,2016-12-31
,,234,0,24,0,264,54,0,,,0,0,,,,,,,,,,,,,,,,,,12656,2016-12-31
,,2024,120,19,0,1885,0,0,,,0,0,,,,,,,,,,,,,,,,,,12937,2016-12-31
,,17406,4155,445,0,16487,3681,0,,,0,0,,,,,,,,,,,,,,,,,,12946,2016-12-31
,,1545,180,25,0,1360,20,0,,,0,0,,,,,,,,,,,,,,,,,,12955,2016-12-31
,,13498,1832,134,0,12676,1144,0,,,0,0,,,,,,,,,,,,,,,,,,13103,2016-12-31
,,476,120,13,0,427,84,0,,,0,0,,,,,,,,,,,,,,,,,,13251,2016-12-31
,,214,30,0,0,184,0,0,,,0,0,,,,,,,,,,,,,,,,,,13457,2016-12-31
,,492,30,9,0,504,51,0,0,0,0,0,,,,,,,,,,,,,,,,,,14052,2016-12-31
,,2283,300,32,0,2086,135,0,,,0,0,,,,,,,,,,,,,,,,,,14155,2016-12-31
,,587,120,50,0,482,65,0,,,0,0,,,,,,,,,,,,,,,,,,14650,2016-12-31
,,514,20,0,0,496,2,0,,,0,0,,,,,,,,,,,,,,,,,,14753,2016-12-31
,,3465,350,470,0,3209,564,0,,,0,0,,,,,,,,,,,,,,,,,,14865,2016-12-31
,,473,60,1,0,439,27,0,,,0,0,,,,,,,,,,,,,,,,,,14977,2016-12-31
,,2906,550,10,0,2415,69,0,,,0,0,,,,,,,,,,,,,,,,,,16551,2016-12-31
,,719,90,0,0,629,0,0,,,0,0,,,,,,,,,,,,,,,,,,16748,2016-12-31
,,279,0,0,0,279,0,0,,,0,0,,,,,,,,,,,,,,,,,,17110,2016-12-31
,,66037,5657,5356,0,62453,7429,0,,,0,0,,,,,,,,,,,,,,,,,,17147,2016-12-31
,,184,0,19,0,209,44,0,,,0,0,,,,,,,,,,,,,,,,,,17259,2016-12-31
,,25289,0,6001,0,24415,5127,0,,,0,0,,,,,,,,,,,,,,,,,,17464,2016-12-31
,,3717,402,35,0,3616,336,0,,,0,0,,,,,,,,,,,,,,,,,,17950,2016-12-31
,,2145,-541,181,0,2505,0,0,,,0,0,,,,,,,,,,,,,,,,,,17978,2016-12-31
,,4456,600,74,0,3972,190,0,,,0,0,,,,,,,,,,,,,,,,,,18050,2016-12-31
,,1144,0,57,0,1276,189,0,,,0,0,,,,,,,,,,,,,,,,,,18135,2016-12-31
,,252,12,0,0,240,0,0,,,0,0,,,,,,,,,,,,,,,,,,18377,2016-12-31
,,7417,2441,374,0,5275,673,0,,,0,0,,,,,,,,,,,,,,,,,,18827,2016-12-31
,,1177,82,132,0,1539,576,0,,,0,0,,,,,,,,,,,,,,,,,,18836,2016-12-31
,,6873,1554,230,0,5677,588,0,,,0,0,,,,,,,,,,,,,,,,,,18854,2016-12-31
,,874,14,8,0,874,22,0,,,0,0,,,,,,,,,,,,,,,,,,19356,2016-12-31
,,21627,9800,662,0,22740,11575,0,,,0,0,,,,,,,,,,,,,,,,,,19730,2016-12-31
,,3249,-850,1344,0,3107,352,0,,,0,0,,,,,,,,,,,,,,,,,,19936,2016-12-31
,,550,180,0,0,400,30,0,0,0,0,0,,,,,,,,,,,,,,,,,,19972,2016-12-31
,,1238,120,111,0,1114,107,0,,,0,0,,,,,,,,,,,,,,,,,,20053,2016-12-31
,,2936,240,16,0,3121,441,0,,,0,0,,,,,,,,,,,,,,,,,,20633,2016-12-31
,,769,25,6,0,738,0,0,,,0,0,,,,,,,,,,,,,,,,,,20857,2016-12-31
,,121,-5,0,0,127,1,0,,,0,0,,,,,,,,,,,,,,,,,,21256,2016-12-31
,,305,58,0,0,249,2,0,,,0,0,,,,,,,,,,,,,,,,,,21359,2016-12-31
,,880,237,19,0,789,165,0,,,0,0,,,,,,,,,,,,,,,,,,21630,2016-12-31
,,1613,81,34,0,1564,66,0,,,0,0,,,,,,,,,,,,,,,,,,21658,2016-12-31
,,1674,260,56,0,1747,389,0,,,0,0,,,,,,,,,,,,,,,,,,22048,2016-12-31
,,692,0,2,0,739,49,0,,,0,0,,,,,,,,,,,,,,,,,,22543,2016-12-31
,,1223,210,38,0,1022,47,0,,,0,0,,,,,,,,,,,,,,,,,,22552,2016-12-31
,,1068,496,102,0,758,288,0,,,0,0,,,,,,,,,,,,,,,,,,22730,2016-12-31
,,1166,-300,329,0,1394,257,0,,,0,0,,,,,,,,,,,,,,,,,,22936,2016-12-31
,,963,138,4,0,1122,301,0,,,0,0,,,,,,,,,,,,,,,,,,23456,2016-12-31
,,25904,5550,597,0,20744,987,0,,,0,0,,,,,,,,,,,,,,,,,,23504,2016-12-31
,,1351,25,247,0,1646,567,0,,,0,0,,,,,,,,,,,,,,,,,,23643,2016-12-31
,,1479,125,14,0,1459,119,0,,,0,0,,,,,,,,,,,,,,,,,,23755,2016-12-31
,,4628,2049,1120,0,4145,2686,0,,,0,0,,,,,,,,,,,,,,,,,,24006,2016-12-31
,,189,0,1,0,222,34,0,0,0,0,0,,,,,,,,,,,,,,,,,,24378,2016-12-31
,,2320,295,4,0,2066,45,0,,,0,0,,,,,,,,,,,,,,,,,,24453,2016-12-31
,,465,80,103,0,408,126,0,,,0,0,,,,,,,,,,,,,,,,,,24659,2016-12-31
,,9181,2516,16,0,6807,158,0,,,0,0,,,,,,,,,,,,,,,,,,24668,2016-12-31
,,6259,-1223,994,0,7511,1023,0,,,0,0,,,,,,,,,,,,,,,,,,24949,2016-12-31
,,2062,892,27,0,1278,135,0,,,0,0,,,,,,,,,,,,,,,,,,25357,2016-12-31
,,1520,0,128,0,1448,56,0,,,0,0,,,,,,,,,,,,,,,,,,25647,2016-12-31
,,4603,-550,325,0,4828,0,0,,,0,0,,,,,,,,,,,,,,,,,,26176,2016-12-31
,,2694,350,153,0,2494,290,-13,,,0,0,,,,,,,,,,,,,,,,,,26242,2016-12-31
,,195,5,2,0,188,0,0,,,0,0,,,,,,,,,,,,,,,,,,26457,2016-12-31
,,4905,849,545,0,4422,911,0,,,0,0,,,,,,,,,,,,,,,,,,26765,2016-12-31
,,1000,331,1,0,800,132,0,,,0,0,,,,,,,,,,,,,,,,,,27070,2016-12-31
,,5093,1880,959,0,4790,2536,0,,,0,0,,,,,,,,,,,,,,,,,,27548,2016-12-31
,,1393,80,76,0,1393,156,0,,,0,0,,,,,,,,,,,,,,,,,,27614,2016-12-31
,,4956,0,71,0,5221,336,0,,,0,0,,,,,,,,,,,,,,,,,,27847,2016-12-31
,,24595,635,194,0,24770,1004,0,,,0,896,,,,,,,,,,,,,,,,,,28013,2016-12-31
,,1325,0,0,0,1325,0,0,,,0,0,,,,,,,,,,,,,,,,,,28152,2016-12-31
,,2644,1559,8,0,2530,1453,0,,,0,0,,,,,,,,,,,,,,,,,,28255,2016-12-31
,,18751,4885,239,0,17102,3475,0,,,0,0,,,,,,,,,,,,,,,,,,28406,2016-12-31
,,669,-3,1,0,674,3,0,,,0,0,,,,,,,,,,,,,,,,,,28675,2016-12-31
,,874,-75,82,0,872,5,0,,,0,0,,,,,,,,,,,,,,,,,,28732,2016-12-31
,,571,119,12,0,468,28,0,,,0,0,,,,,,,,,,,,,,,,,,29476,2016-12-31
,,3903,-65,135,0,6474,2641,0,,,0,0,,,,,,,,,,,,,,,,,,29636,2016-12-31
,,15754,304,19,0,15681,250,0,,,0,0,,,,,,,,,,,,,,,,,,29878,2016-12-31
,,293,75,0,0,256,38,0,,,0,0,,,,,,,,,,,,,,,,,,30052,2016-12-31
,,7878,0,329,0,8623,1074,0,,,0,0,,,,,,,,,,,,,,,,,,30502,2016-12-31
,,1364,0,40,0,1365,41,0,,,0,0,,,,,,,,,,,,,,,,,,30650,2016-12-31
,,2151027,1858346,473410,0,1852777,2031881,-1625,0,169348,0,34624,,,,,,,,,,,,,,,,,,30810,2016-12-31
,,950,164,49,0,900,163,0,,,0,0,,,,,,,,,,,,,,,,,,31134,2016-12-31
,,4361,400,100,0,3873,12,0,,,0,0,,,,,,,,,,,,,,,,,,31255,2016-12-31
,,867,100,29,0,754,16,0,,,0,0,,,,,,,,,,,,,,,,,,31657,2016-12-31
,,2964,225,73,0,2944,278,0,,,0,0,,,,,,,,,,,,,,,,,,31826,2016-12-31
,,1199,445,288,0,1300,834,0,,,0,0,,,,,,,,,,,,,,,,,,31835,2016-12-31
,,279,0,0,0,279,0,0,,,0,0,,,,,,,,,,,,,,,,,,32234,2016-12-31
,,230,112,27,0,234,143,0,,,0,0,,,,,,,,,,,,,,,,,,32766,2016-12-31
,,2174,358,81,0,1979,244,0,,,0,0,,,,,,,,,,,,,,,,,,32971,2016-12-31
,,5906,250,429,0,5421,194,0,,,0,0,,,,,,,,,,,,,,,,,,33147,2016-12-31
,,6592,0,798,0,6126,332,0,,,0,0,,,,,,,,,,,,,,,,,,33259,2016-12-31
,,1192,137,3,0,1064,12,0,,,0,0,,,,,,,,,,,,,,,,,,33268,2016-12-31
,,268,200,0,0,141,73,0,,,0,0,,,,,,,,,,,,,,,,,,33370,2016-12-31
,,101,0,13,0,88,0,0,,,0,0,,,,,,,,,,,,,,,,,,33839,2016-12-31
,,5881,2537,31,0,5231,1918,0,,,0,0,,,,,,,,,,,,,,,,,,33857,2016-12-31
,,3862,287,326,0,4222,946,-27,,,0,0,,,,,,,,,,,,,,,,,,34425,2016-12-31
,,1853,525,12,0,1736,420,0,,,0,0,,,,,,,,,,,,,,,,,,34434,2016-12-31
,,597,146,0,0,611,160,0,,,0,0,,,,,,,,,,,,,,,,,,34452,2016-12-31
,,23400,2411,3236,0,19128,1375,0,,,0,0,,,,,,,,,,,,,,,,,,34537,2016-12-31
,,2848,1600,10,0,2013,775,0,,,0,0,,,,,,,,,,,,,,,,,,34555,2016-12-31
,,3055,574,7,0,2852,378,0,,,0,0,,,,,,,,,,,,,,,,,,34742,2016-12-31
,,1481,23,47,0,1463,52,0,,,0,0,,,,,,,,,,,,,,,,,,35057,2016-12-31
,,53146,10351,0,0,45529,2734,0,,,0,0,,,,,,,,,,,,,,,,,,35301,2016-12-31
,,228373,19750,5115,0,218505,14997,0,,,0,0,,,,,,,,,,,,,,,,,,35570,2016-12-31
,,228,13,0,0,224,9,0,,,0,0,,,,,,,,,,,,,,,,,,35646,2016-12-31
,,1008,20,3,0,985,0,0,,,0,0,,,,,,,,,,,,,,,,,,35879,2016-12-31
,,1282,150,97,0,1109,74,0,,,0,0,,,,,,,,,,,,,,,,,,36456,2016-12-31
,,799,50,36,0,799,86,0,,,0,0,,,,,,,,,,,,,,,,,,36933,2016-12-31
,,701,-70,11,0,769,9,0,,,0,0,,,,,,,,,,,,,,,,,,37051,2016-12-31
,,475,133,29,0,513,200,0,,,0,0,,,,,,,,,,,,,,,,,,37341,2016-12-31
,,10973,146,2429,0,10183,1785,0,,,0,0,,,,,,,,,,,,,,,,,,37435,2016-12-31
,,14808,1200,270,0,14438,1100,0,,,0,105,,,,,,,,,,,,,,,,,,37640,2016-12-31
,,431,60,12,0,451,92,0,,,0,0,,,,,,,,,,,,,,,,,,37659,2016-12-31
,,1737,255,60,0,1865,443,0,,,0,0,,,,,,,,,,,,,,,,,,37949,2016-12-31
,,1517,300,70,0,1206,59,0,,,0,0,,,,,,,,,,,,,,,,,,38740,2016-12-31
,,717,40,11,0,889,223,0,,,0,0,,,,,,,,,,,,,,,,,,39327,2016-12-31
,,5393,975,22,0,4601,205,0,,,0,0,,,,,,,,,,,,,,,,,,39756,2016-12-31
