RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,979,300,44,0,963,328,0,,,0,0,,,,,,,,,,,,,,,,,,37,2010-12-31
,,168,13,11,0,167,23,0,,,0,0,,,,,,,,,,,,,,,,,,242,2010-12-31
,,450,434,6,0,527,493,-24,,,0,0,,,,,,,,,,,,,,,,,,279,2010-12-31
,,212,0,20,0,196,4,0,,,0,0,,,,,,,,,,,,,,,,,,354,2010-12-31
,,411,393,29,0,436,447,0,,,0,0,,,,,,,,,,,,,,,,,,457,2010-12-31
,,4595,655,25,0,4348,433,0,,,0,0,,,,,,,,,,,,,,,,,,505,2010-12-31
,,2121,3703,36,0,2207,3825,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2010-12-31
,,1120,696,54,0,1120,750,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2010-12-31
,,3471,600,96,0,2943,168,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2010-12-31
,,481,100,0,0,381,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1557,2010-12-31
,,2555,761,43,0,1955,204,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2010-12-31
,,3790,690,11,0,4121,1032,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2010-12-31
,,610,555,1,0,229,175,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2010-12-31
,,3147,2013,167,0,2896,1929,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2010-12-31
,,589,40,19,0,562,32,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2010-12-31
,,24181,9450,80,0,22164,7513,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2010-12-31
,,74,28,3,0,70,27,0,,,0,0,,,,,,,,,,,,,,,,,,2554,2010-12-31
,,5183,4000,29,1238,4505,2113,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2010-12-31
,,643,243,13,0,520,123,-10,,,0,0,,,,,,,,,,,,,,,,,,2750,2010-12-31
,,1410,750,331,0,1089,760,0,,,0,0,,,,,,,,,,,,,,,,,,3252,2010-12-31
,,294,60,18,0,263,47,0,,,0,0,,,,,,,,,,,,,,,,,,3458,2010-12-31
,,1430,212,14,0,1641,437,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2010-12-31
,,2779,2940,268,0,1931,2360,0,,,0,0,,,,,,,,,,,,,,,,,,3953,2010-12-31
,,0,1557,212,0,2766,1537,-2998,,,0,0,,,,,,,,,,,,,,,,,,4138,2010-12-31
,,2022,1137,644,0,2539,2298,0,,,0,0,,,,,,,,,,,,,,,,,,4156,2010-12-31
,,822,1001,39,0,1138,1356,0,,,0,0,,,,,,,,,,,,,,,,,,4231,2010-12-31
,,3355,1340,24,0,3094,1103,0,,,0,0,,,,,,,,,,,,,,,,,,4437,2010-12-31
,,4067,1550,15,0,3519,1017,0,,,0,0,,,,,,,,,,,,,,,,,,4839,2010-12-31
,,1828,4241,151,0,8634,11198,0,,,0,0,,,,,,,,,,,,,,,,,,5005,2010-12-31
,,20468,-3660,4801,0,19337,10,0,,,0,0,,,,,,,,,,,,,,,,,,5069,2010-12-31
,,3374,860,21,0,3607,1114,0,,,0,0,,,,,,,,,,,,,,,,,,5135,2010-12-31
,,15252,6410,42,0,11981,3181,0,,,0,0,,,,,,,,,,,,,,,,,,5210,2010-12-31
,,1836,2150,1,0,2236,2551,0,,,0,0,,,,,,,,,,,,,,,,,,5331,2010-12-31
,,4331,1896,88,0,3718,1376,5,,,0,0,,,,,,,,,,,,,,,,,,5461,2010-12-31
,,1038,0,6,0,1076,44,0,,,0,0,,,,,,,,,,,,,,,,,,5751,2010-12-31
,,1218,750,36,0,1006,574,0,,,0,0,,,,,,,,,,,,,,,,,,6039,2010-12-31
,,343,60,25,0,409,151,0,,,0,0,,,,,,,,,,,,,,,,,,6141,2010-12-31
,,10123,18050,355,0,5414,13696,0,,,0,0,,,,,,,,,,,,,,,,,,6329,2010-12-31
,,18950,39205,1955,26035,26150,22325,0,,,0,0,,,,,,,,,,,,,,,,,,6972,2010-12-31
,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,7009,2010-12-31
,,849,245,30,0,776,202,0,,,0,0,,,,,,,,,,,,,,,,,,7045,2010-12-31
,,386,450,28,0,192,284,0,,,0,0,,,,,,,,,,,,,,,,,,7157,2010-12-31
,,401,10,5,0,426,40,0,0,0,0,0,,,,,,,,,,,,,,,,,,7456,2010-12-31
,,1157,874,51,0,2899,2667,0,,,0,0,,,,,,,,,,,,,,,,,,7634,2010-12-31
,,913,0,50,0,897,34,0,,,0,0,,,,,,,,,,,,,,,,,,8033,2010-12-31
,,469,25,29,0,458,43,0,,,0,0,,,,,,,,,,,,,,,,,,8462,2010-12-31
,,440,124,5,0,387,76,0,,,0,0,,,,,,,,,,,,,,,,,,8631,2010-12-31
,,5976,150,92,0,6268,534,0,,,0,0,,,,,,,,,,,,,,,,,,9357,2010-12-31
,,823,50,1,0,783,11,0,,,0,0,,,,,,,,,,,,,,,,,,9553,2010-12-31
,,53932,5000,3073,0,61520,15661,0,,,0,0,,,,,,,,,,,,,,,,,,9807,2010-12-31
,,1136,545,16,0,730,155,0,,,0,0,,,,,,,,,,,,,,,,,,9955,2010-12-31
,,10413,17995,321,0,6283,14186,0,,,0,0,,,,,,,,,,,,,,,,,,10250,2010-12-31
,,4488,7725,308,0,6069,9614,0,,,0,0,,,,,,,,,,,,,,,,,,10849,2010-12-31
,,2940,860,227,0,9752,1266,-6633,0,0,0,0,,,,,,,,,,,,,,,,,,10858,2010-12-31
,,1952,1211,132,0,1783,1174,0,,,0,0,,,,,,,,,,,,,,,,,,11145,2010-12-31
,,2819,678,522,0,2374,755,0,,,0,0,,,,,,,,,,,,,,,,,,11640,2010-12-31
,,1036,1425,18,0,1220,1627,0,,,0,0,,,,,,,,,,,,,,,,,,11837,2010-12-31
,,8197,7185,5033,0,9867,13888,0,,,0,0,,,,,,,,,,,,,,,,,,12030,2010-12-31
,,1756,200,120,0,1741,305,0,,,0,0,,,,,,,,,,,,,,,,,,12142,2010-12-31
,,1323,751,28,0,1153,609,0,,,0,0,,,,,,,,,,,,,,,,,,12245,2010-12-31
,,1228061,609485,127340,0,1464576,973340,0,,,0,0,,,,,,,,,,,,,,,,,,12311,2010-12-31
,,833,320,25,0,752,264,0,,,0,0,,,,,,,,,,,,,,,,,,12647,2010-12-31
,,248,37,12,0,212,13,0,,,0,0,,,,,,,,,,,,,,,,,,12656,2010-12-31
,,1823,760,14,0,1254,205,0,,,0,0,,,,,,,,,,,,,,,,,,12937,2010-12-31
,,8293,6880,238,0,7176,6001,0,,,0,0,,,,,,,,,,,,,,,,,,12946,2010-12-31
,,856,666,58,0,991,859,0,,,0,0,,,,,,,,,,,,,,,,,,12955,2010-12-31
,,2249,507,21,0,2041,320,0,,,0,0,,,,,,,,,,,,,,,,,,13037,2010-12-31
,,10004,4600,167,0,9705,4468,0,,,0,0,,,,,,,,,,,,,,,,,,13103,2010-12-31
,,602,257,22,0,600,277,0,,,0,0,,,,,,,,,,,,,,,,,,13251,2010-12-31
,,117,6,2,0,113,4,0,,,0,0,,,,,,,,,,,,,,,,,,13457,2010-12-31
,,1051,745,30,25,737,436,0,0,0,0,0,,,,,,,,,,,,,,,,,,14052,2010-12-31
,,1570,450,302,0,1414,596,0,,,0,0,,,,,,,,,,,,,,,,,,14155,2010-12-31
,,272,60,2,0,592,382,0,,,0,0,,,,,,,,,,,,,,,,,,14454,2010-12-31
,,209,90,22,0,187,90,0,,,0,0,,,,,,,,,,,,,,,,,,14650,2010-12-31
,,503,0,0,0,515,12,0,,,0,0,,,,,,,,,,,,,,,,,,14753,2010-12-31
,,2976,1265,20,0,3434,1743,0,,,0,0,,,,,,,,,,,,,,,,,,14865,2010-12-31
,,323,0,2,0,328,7,0,,,0,0,,,,,,,,,,,,,,,,,,14977,2010-12-31
,,2455,823,39,0,2106,513,0,,,0,0,,,,,,,,,,,,,,,,,,16458,2010-12-31
,,2386,900,83,0,2365,962,0,,,0,0,,,,,,,,,,,,,,,,,,16551,2010-12-31
,,457,30,29,0,447,49,0,,,0,0,,,,,,,,,,,,,,,,,,16748,2010-12-31
,,214,67,10,0,225,88,0,,,0,0,,,,,,,,,,,,,,,,,,16944,2010-12-31
,,91,8,24,0,125,66,0,,,0,0,,,,,,,,,,,,,,,,,,16953,2010-12-31
,,319,0,0,0,720,401,0,,,0,0,,,,,,,,,,,,,,,,,,17110,2010-12-31
,,82977,46483,11935,0,92131,67572,0,,,0,0,,,,,,,,,,,,,,,,,,17147,2010-12-31
,,202,186,46,0,190,220,0,,,0,0,,,,,,,,,,,,,,,,,,17259,2010-12-31
,,46667,24000,9112,0,58586,45031,0,,,0,0,,,,,,,,,,,,,,,,,,17464,2010-12-31
,,2378,783,18,0,1800,223,0,,,0,0,,,,,,,,,,,,,,,,,,17950,2010-12-31
,,2613,600,96,0,2240,323,0,,,0,0,,,,,,,,,,,,,,,,,,18050,2010-12-31
,,1482,638,25,0,1341,522,0,,,0,0,,,,,,,,,,,,,,,,,,18135,2010-12-31
,,202,50,0,0,152,0,0,,,0,0,,,,,,,,,,,,,,,,,,18377,2010-12-31
,,4225,1685,20,0,2907,387,0,,,0,0,,,,,,,,,,,,,,,,,,18827,2010-12-31
,,2365,1659,321,0,1700,1315,0,,,0,0,,,,,,,,,,,,,,,,,,18836,2010-12-31
,,937,842,10,0,773,688,0,,,0,0,,,,,,,,,,,,,,,,,,18854,2010-12-31
,,542,553,14,0,552,577,0,,,0,0,,,,,,,,,,,,,,,,,,18957,2010-12-31
,,874,31,23,0,874,54,0,,,0,0,,,,,,,,,,,,,,,,,,19356,2010-12-31
,,41715,79282,330,0,42606,80504,1,,,0,0,,,,,,,,,,,,,,,,,,19730,2010-12-31
,,3608,3400,27,0,3607,3426,0,,,0,0,,,,,,,,,,,,,,,,,,19936,2010-12-31
,,250,10,0,0,240,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,19972,2010-12-31
,,980,1003,99,0,904,1026,0,,,0,0,,,,,,,,,,,,,,,,,,20053,2010-12-31
