RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,964,90,22,0,963,111,0,,,0,0,,,,,,,,,,,,,,,,,,37,2010-06-30
,,177,0,10,0,167,0,0,,,0,0,,,,,,,,,,,,,,,,,,242,2010-06-30
,,496,60,2,0,527,93,0,,,0,0,,,,,,,,,,,,,,,,,,279,2010-06-30
,,211,0,15,0,196,0,0,,,0,0,,,,,,,,,,,,,,,,,,354,2010-06-30
,,365,145,19,0,436,235,0,,,0,0,,,,,,,,,,,,,,,,,,457,2010-06-30
,,4497,230,13,0,4348,94,0,,,0,0,,,,,,,,,,,,,,,,,,505,2010-06-30
,,2364,746,11,0,2207,600,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2010-06-30
,,1482,652,22,0,1120,312,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2010-06-30
,,3185,300,45,0,2943,103,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2010-06-30
,,381,0,0,0,381,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1557,2010-06-30
,,2008,130,27,0,1955,104,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2010-06-30
,,3858,232,8,0,4121,503,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2010-06-30
,,248,30,0,0,229,11,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2010-06-30
,,3368,619,131,0,2896,278,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2010-06-30
,,561,10,9,0,562,20,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2010-06-30
,,25902,4950,0,0,22164,1212,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2010-06-30
,,1583,1412,24,0,1262,1115,0,,,0,0,,,,,,,,,,,,,,,,,,2451,2010-06-30
