RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1074,90,32,0,987,35,0,,,,,,,,,,,,,,,,,,,,,,37,2002-06-30
,,129,0,0,0,130,1,0,,,,,,,,,,,,,,,,,,,,,,242,2002-06-30
,,343,17,3,0,323,0,0,,,,,,,,,,,,,,,,,,,,,,279,2002-06-30
,,127,0,19,0,133,25,0,,,,,,,,,,,,,,,,,,,,,,354,2002-06-30
,,1066,300,116,0,931,281,0,,,,,,,,,,,,,,,,,,,,,,439,2002-06-30
,,156,1,5,0,152,2,0,,,,,,,,,,,,,,,,,,,,,,457,2002-06-30
,,2491,525,74,0,2118,226,0,,,,,,,,,,,,,,,,,,,,,,505,2002-06-30
,,2727,0,32,0,3009,314,0,,,,,,,,,,,,,,,,,,,,,,1146,2002-06-30
,,1275,90,5,0,1239,59,0,,,,,,,,,,,,,,,,,,,,,,1155,2002-06-30
,,373,40,9,0,374,50,0,,,,,,,,,,,,,,,,,,,,,,1351,2002-06-30
,,846,20,34,0,862,70,0,,,,,,,,,,,,,,,,,,,,,,1454,2002-06-30
,,363,17,48,0,358,60,0,,,,,,,,,,,,,,,,,,,,,,1557,2002-06-30
,,2292,130,186,0,2088,112,0,,,,,,,,,,,,,,,,,,,,,,1632,2002-06-30
,,916,90,25,0,915,114,0,,,,,,,,,,,,,,,,,,,,,,1669,2002-06-30
,,1795,137,36,5,1695,68,0,,,,,,,,,,,,,,,,,,,,,,1829,2002-06-30
,,108,0,0,0,111,3,0,,,,,,,,,,,,,,,,,,,,,,1856,2002-06-30
,,1177,90,61,0,1381,355,0,,,,,,,,,,,,,,,,,,,,,,2040,2002-06-30
,,507,29,43,0,492,57,0,,,,,,,,,,,,,,,,,,,,,,2161,2002-06-30
,,5146,100,0,0,5046,0,0,,,,,,,,,,,,,,,,,,,,,,2376,2002-06-30
,,128,15,2,0,111,0,0,,,,,,,,,,,,,,,,,,,,,,2451,2002-06-30
,,41,10,0,0,33,2,0,,,,,,,,,,,,,,,,,,,,,,2554,2002-06-30
,,2354,285,17,0,2296,244,0,,,,,,,,,,,,,,,,,,,,,,2732,2002-06-30
,,735,99,8,0,899,271,0,,,,,,,,,,,,,,,,,,,,,,2750,2002-06-30
,,3353,1301,5,0,2433,386,0,,,,,,,,,,,,,,,,,,,,,,2938,2002-06-30
,,858,102,6,0,852,102,0,,,,,,,,,,,,,,,,,,,,,,2956,2002-06-30
,,903,80,69,0,886,132,0,,,,,,,,,,,,,,,,,,,,,,3252,2002-06-30
,,340,0,5,0,353,18,0,,,,,,,,,,,,,,,,,,,,,,3458,2002-06-30
,,6430,480,46,0,6569,665,0,,,,,,,,,,,,,,,,,,,,,,3506,2002-06-30
,,1791,255,19,0,1563,46,0,,,,,,,,,,,,,,,,,,,,,,3579,2002-06-30
,,1054,62,3,0,1004,15,0,,,,,,,,,,,,,,,,,,,,,,3720,2002-06-30
,,679,100,24,0,665,110,0,,,,,,,,,,,,,,,,,,,,,,3953,2002-06-30
,,989,120,25,0,943,99,0,,,,,,,,,,,,,,,,,,,,,,4138,2002-06-30
,,512,18,5,0,497,8,0,,,,,,,,,,,,,,,,,,,,,,4147,2002-06-30
,,733,77,37,0,636,17,0,,,,,,,,,,,,,,,,,,,,,,4156,2002-06-30
,,691,30,37,0,660,36,0,,,,,,,,,,,,,,,,,,,,,,4231,2002-06-30
,,1003,209,11,0,837,54,0,,,,,,,,,,,,,,,,,,,,,,4437,2002-06-30
,,59,2,2,0,55,0,0,,,,,,,,,,,,,,,,,,,,,,4745,2002-06-30
,,1650,300,34,0,1516,200,0,,,,,,,,,,,,,,,,,,,,,,4839,2002-06-30
,,1791,45,0,0,1747,1,0,,,,,,,,,,,,,,,,,,,,,,5005,2002-06-30
,,567,80,29,0,540,82,0,,,,,,,,,,,,,,,,,,,,,,5050,2002-06-30
,,5314,180,0,0,5139,5,0,,,,,,,,,,,,,,,,,,,,,,5069,2002-06-30
,,1052,0,3,0,1069,20,0,,,,,,,,,,,,,,,,,,,,,,5135,2002-06-30
,,3778,120,50,0,3723,115,0,,,,,,,,,,,,,,,,,,,,,,5210,2002-06-30
,,2252,90,20,0,2222,80,0,,,,,,,,,,,,,,,,,,,,,,5247,2002-06-30
,,642,42,16,0,646,62,0,,,,,,,,,,,,,,,,,,,,,,5274,2002-06-30
,,716,0,1,0,735,2,-18,,,,,,,,,,,,,,,,,,,,,,5331,2002-06-30
,,1691,0,20,0,1671,0,0,,,,,,,,,,,,,,,,,,,,,,5461,2002-06-30
,,764,45,5,0,714,0,0,,,,,,,,,,,,,,,,,,,,,,5751,2002-06-30
,,30617,3100,899,0,31997,5379,0,,,,,,,,,,,,,,,,,,,,,,5939,2002-06-30
,,968,145,17,0,924,118,0,,,,,,,,,,,,,,,,,,,,,,6039,2002-06-30
,,185,131,3,0,140,89,0,,,,,,,,,,,,,,,,,,,,,,6057,2002-06-30
,,334,30,18,0,411,125,0,,,,,,,,,,,,,,,,,,,,,,6141,2002-06-30
,,2055,525,84,0,1697,251,0,,,,,,,,,,,,,,,,,,,,,,6329,2002-06-30
,,144,15,0,0,147,18,0,,,,,,,,,,,,,,,,,,,,,,6842,2002-06-30
,,4204,450,4,0,3858,108,0,,,,,,,,,,,,,,,,,,,,,,6972,2002-06-30
,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,7009,2002-06-30
,,719,90,24,0,676,71,0,,,,,,,,,,,,,,,,,,,,,,7045,2002-06-30
,,211,0,5,0,215,9,0,,,,,,,,,,,,,,,,,,,,,,7157,2002-06-30
,,4414,640,11,0,3776,13,0,,,,,,,,,,,,,,,,,,,,,,7166,2002-06-30
,,360,0,0,0,360,0,0,,,,,,,,,,,,,,,,,,,,,,7456,2002-06-30
,,465,90,3,0,440,68,0,,,,,,,,,,,,,,,,,,,,,,7634,2002-06-30
,,624,0,31,0,615,22,0,,,,,,,,,,,,,,,,,,,,,,8033,2002-06-30
,,446,-105,107,0,537,93,0,,,,,,,,,,,,,,,,,,,,,,8154,2002-06-30
,,455,163,0,0,292,0,0,,,,,,,,,,,,,,,,,,,,,,8417,2002-06-30
,,298,15,9,0,344,70,0,,,,,,,,,,,,,,,,,,,,,,8462,2002-06-30
,,3824,135,132,0,4217,660,0,,,,,,,,,,,,,,,,,,,,,,8547,2002-06-30
,,303,50,6,0,271,24,0,,,,,,,,,,,,,,,,,,,,,,8631,2002-06-30
,,8066,650,80,0,7631,295,0,,,,,,,,,,,,,,,,,,,,,,9115,2002-06-30
,,1182,30,1,0,1153,2,0,,,,,,,,,,,,,,,,,,,,,,9160,2002-06-30
,,3242,325,4,0,2998,85,0,,,,,,,,,,,,,,,,,,,,,,9339,2002-06-30
,,2515,270,3,0,2285,43,0,,,,,,,,,,,,,,,,,,,,,,9357,2002-06-30
,,489,60,2,0,430,3,0,,,,,,,,,,,,,,,,,,,,,,9553,2002-06-30
,,33608,1500,58,0,32154,104,0,,,,,,,,,,,,,,,,,,,,,,9807,2002-06-30
,,574,100,4,0,480,10,0,,,,,,,,,,,,,,,,,,,,,,9955,2002-06-30
,,595,100,18,0,596,119,0,,,,,,,,,,,,,,,,,,,,,,10157,2002-06-30
,,1493,345,25,0,1479,356,0,,,,,,,,,,,,,,,,,,,,,,10250,2002-06-30
,,1652,208,1,0,1447,4,0,,,,,,,,,,,,,,,,,,,,,,10849,2002-06-30
,,4117,3792,27,0,3973,3675,0,,,,,,,,,,,,,,,,,,,,,,10858,2002-06-30
,,999,183,33,0,854,71,0,,,,,,,,,,,,,,,,,,,,,,11145,2002-06-30
,,392,15,1,0,388,12,0,,,,,,,,,,,,,,,,,,,,,,11350,2002-06-30
,,1106,203,19,0,1014,130,0,,,,,,,,,,,,,,,,,,,,,,11640,2002-06-30
,,1165,0,25,0,1145,5,0,,,,,,,,,,,,,,,,,,,,,,11837,2002-06-30
,,4811,750,1444,0,3690,1073,0,,,,,,,,,,,,,,,,,,,,,,12030,2002-06-30
,,1057,1108,54,0,726,831,0,,,,,,,,,,,,,,,,,,,,,,12058,2002-06-30
,,1161,90,90,0,1149,168,0,,,,,,,,,,,,,,,,,,,,,,12142,2002-06-30
,,717,16,6,0,701,6,0,,,,,,,,,,,,,,,,,,,,,,12245,2002-06-30
,,389085,107490,24327,0,408828,125007,-26553,,,,,,,,,,,,,,,,,,,,,,12311,2002-06-30
,,81,0,0,0,81,0,0,,,,,,,,,,,,,,,,,,,,,,12357,2002-06-30
,,416,24,0,0,407,15,0,,,,,,,,,,,,,,,,,,,,,,12647,2002-06-30
,,313,12,3,0,321,23,0,,,,,,,,,,,,,,,,,,,,,,12656,2002-06-30
,,804,36,0,0,768,0,0,,,,,,,,,,,,,,,,,,,,,,12937,2002-06-30
,,3937,796,184,0,3530,573,0,,,,,,,,,,,,,,,,,,,,,,12946,2002-06-30
,,797,100,50,0,797,150,0,,,,,,,,,,,,,,,,,,,,,,12955,2002-06-30
,,1289,180,5,0,1163,59,0,,,,,,,,,,,,,,,,,,,,,,13037,2002-06-30
,,3620,0,10,0,3814,71,-133,,,,,,,,,,,,,,,,,,,,,,13103,2002-06-30
,,293,0,18,0,275,0,0,,,,,,,,,,,,,,,,,,,,,,13251,2002-06-30
,,56988,31920,2880,0,58829,36641,0,,,,,,,,,,,,,,,,,,,,,,13309,2002-06-30
,,339,0,3,0,339,3,0,,,,,,,,,,,,,,,,,,,,,,13457,2002-06-30
,,671,80,14,0,582,5,0,,,,,,,,,,,,,,,,,,,,,,14052,2002-06-30
,,934,119,38,0,842,65,0,,,,,,,,,,,,,,,,,,,,,,14155,2002-06-30
,,4823,450,77,0,4450,154,0,,,,,,,,,,,,,,,,,,,,,,14258,2002-06-30
,,202655,24736,7791,0,208892,38764,0,,,,,,,,,,,,,,,,,,,,,,14409,2002-06-30
,,596,235,10,0,737,386,0,,,,,,,,,,,,,,,,,,,,,,14454,2002-06-30
,,338,10,91,0,288,51,0,,,,,,,,,,,,,,,,,,,,,,14650,2002-06-30
,,523,0,1,0,525,3,0,,,,,,,,,,,,,,,,,,,,,,14753,2002-06-30
,,727,43,7,0,685,8,0,,,,,,,,,,,,,,,,,,,,,,14865,2002-06-30
,,144,13,0,0,131,0,0,,,,,,,,,,,,,,,,,,,,,,14931,2002-06-30
,,1082,214,0,0,893,25,0,,,,,,,,,,,,,,,,,,,,,,14940,2002-06-30
,,8811,2000,109,0,7813,1111,0,,,,,,,,,,,,,,,,,,,,,,15536,2002-06-30
,,3038,200,5,0,2906,73,0,,,,,,,,,,,,,,,,,,,,,,15732,2002-06-30
,,1468,210,17,0,1343,102,0,,,,,,,,,,,,,,,,,,,,,,16337,2002-06-30
,,498,-20,1,0,521,4,0,,,,,,,,,,,,,,,,,,,,,,16355,2002-06-30
,,1126,86,19,0,1458,437,0,,,,,,,,,,,,,,,,,,,,,,16458,2002-06-30
,,1158,120,58,0,1001,21,0,,,,,,,,,,,,,,,,,,,,,,16551,2002-06-30
,,433,196,19,0,388,170,0,,,,,,,,,,,,,,,,,,,,,,16748,2002-06-30
,,6733,2283,0,0,6295,1845,0,,,,,,,,,,,,,,,,,,,,,,16766,2002-06-30
,,306,0,20,0,287,1,0,,,,,,,,,,,,,,,,,,,,,,16944,2002-06-30
,,117,10,3,0,107,3,0,,,,,,,,,,,,,,,,,,,,,,16953,2002-06-30
,,716,144,0,0,572,0,0,,,,,,,,,,,,,,,,,,,,,,17110,2002-06-30
,,5586,1000,303,0,5745,1462,0,,,,,,,,,,,,,,,,,,,,,,17147,2002-06-30
,,100,25,9,0,91,25,0,,,,,,,,,,,,,,,,,,,,,,17259,2002-06-30
,,7394,1830,158,0,6555,1149,0,,,,,,,,,,,,,,,,,,,,,,17464,2002-06-30
,,1658,0,50,0,2041,433,0,,,,,,,,,,,,,,,,,,,,,,17549,2002-06-30
,,1900,75,144,0,2059,378,0,,,,,,,,,,,,,,,,,,,,,,17839,2002-06-30
,,323,30,0,0,304,11,0,,,,,,,,,,,,,,,,,,,,,,17950,2002-06-30
,,1515,200,47,0,1404,136,0,,,,,,,,,,,,,,,,,,,,,,18050,2002-06-30
,,8205,199,123,0,7992,360,251,,,,,,,,,,,,,,,,,,,,,,18126,2002-06-30
,,716,255,55,0,644,238,0,,,,,,,,,,,,,,,,,,,,,,18135,2002-06-30
,,5724,600,78,0,5403,357,0,,,,,,,,,,,,,,,,,,,,,,18368,2002-06-30
,,42,0,0,0,42,0,0,,,,,,,,,,,,,,,,,,,,,,18377,2002-06-30
,,1120,60,1,0,1165,28,-78,,,,,,,,,,,,,,,,,,,,,,18827,2002-06-30
,,721,140,32,0,688,139,0,,,,,,,,,,,,,,,,,,,,,,18836,2002-06-30
,,137,12,5,0,170,50,0,,,,,,,,,,,,,,,,,,,,,,18854,2002-06-30
,,4850,300,21,0,2121,28,2436,,,,,,,,,,,,,,,,,,,,,,18863,2002-06-30
,,353,47,10,0,312,16,0,,,,,,,,,,,,,,,,,,,,,,18957,2002-06-30
,,1071,100,24,0,1010,63,0,,,,,,,,,,,,,,,,,,,,,,19356,2002-06-30
,,11563,0,2,0,11570,9,0,,,,,,,,,,,,,,,,,,,,,,19730,2002-06-30
,,1095,180,75,0,1061,221,0,,,,,,,,,,,,,,,,,,,,,,19936,2002-06-30
,,76,0,0,0,76,0,0,,,,,,,,,,,,,,,,,,,,,,19972,2002-06-30
,,142,8,0,0,163,29,0,,,,,,,,,,,,,,,,,,,,,,20053,2002-06-30
,,586,0,4,0,638,56,0,,,,,,,,,,,,,,,,,,,,,,20147,2002-06-30
,,228,34,17,0,211,34,0,,,,,,,,,,,,,,,,,,,,,,20259,2002-06-30
,,1051,175,41,0,1157,322,0,,,,,,,,,,,,,,,,,,,,,,20370,2002-06-30
,,653,26,49,0,601,23,0,,,,,,,,,,,,,,,,,,,,,,20512,2002-06-30
,,1957,50,90,0,1880,63,0,,,,,,,,,,,,,,,,,,,,,,20633,2002-06-30
,,65,0,2,0,71,8,0,,,,,,,,,,,,,,,,,,,,,,20754,2002-06-30
,,808,97,1,0,715,5,0,,,,,,,,,,,,,,,,,,,,,,20839,2002-06-30
,,243,331,0,0,223,311,0,,,,,,,,,,,,,,,,,,,,,,20857,2002-06-30
,,383,60,2,0,369,48,0,,,,,,,,,,,,,,,,,,,,,,20866,2002-06-30
,,56,0,1,0,55,0,0,,,,,,,,,,,,,,,,,,,,,,21256,2002-06-30
,,121,0,0,0,121,0,0,,,,,,,,,,,,,,,,,,,,,,21359,2002-06-30
,,320,20,0,0,300,0,0,,,,,,,,,,,,,,,,,,,,,,21630,2002-06-30
,,630,12,17,0,601,0,0,,,,,,,,,,,,,,,,,,,,,,21658,2002-06-30
,,1023,240,7,0,1008,232,0,,,,,,,,,,,,,,,,,,,,,,22048,2002-06-30
,,2310,445,7,0,2124,266,0,,,,,,,,,,,,,,,,,,,,,,22235,2002-06-30
,,1722,153,48,0,1551,30,0,,,,,,,,,,,,,,,,,,,,,,22356,2002-06-30
,,843,42,7,0,836,42,0,,,,,,,,,,,,,,,,,,,,,,22459,2002-06-30
,,347,15,1,0,333,2,0,,,,,,,,,,,,,,,,,,,,,,22543,2002-06-30
,,508,295,39,0,451,277,0,,,,,,,,,,,,,,,,,,,,,,22552,2002-06-30
,,911,2,126,0,858,75,0,,,,,,,,,,,,,,,,,,,,,,22730,2002-06-30
,,1069,300,47,0,1073,351,0,,,,,,,,,,,,,,,,,,,,,,22936,2002-06-30
,,591,31,0,0,540,0,20,,,,,,,,,,,,,,,,,,,,,,22954,2002-06-30
,,2697,768,47,162,2370,326,0,,,,,,,,,,,,,,,,,,,,,,23036,2002-06-30
,,226,0,2,0,224,0,0,,,,,,,,,,,,,,,,,,,,,,23045,2002-06-30
,,24438,830,2000,0,23868,2260,0,,,,,,,,,,,,,,,,,,,,,,23241,2002-06-30
,,1318,0,6,0,909,7,410,,,,,,,,,,,,,,,,,,,,,,23344,2002-06-30
,,487,83,6,0,398,0,0,,,,,,,,,,,,,,,,,,,,,,23456,2002-06-30
,,2364,120,36,0,2348,51,-89,,,,,,,,,,,,,,,,,,,,,,23504,2002-06-30
,,406,6,3,0,404,7,0,,,,,,,,,,,,,,,,,,,,,,23540,2002-06-30
,,1046,710,8,0,855,527,0,,,,,,,,,,,,,,,,,,,,,,23643,2002-06-30
,,515,48,8,0,494,35,0,,,,,,,,,,,,,,,,,,,,,,23755,2002-06-30
,,6561,780,281,0,6344,844,0,,,,,,,,,,,,,,,,,,,,,,23812,2002-06-30
,,1614,120,5,0,1521,32,0,,,,,,,,,,,,,,,,,,,,,,24006,2002-06-30
,,19160,600,375,0,20659,787,-1687,,,,,,,,,,,,,,,,,,,,,,24266,2002-06-30
,,306,30,3,0,285,12,0,,,,,,,,,,,,,,,,,,,,,,24453,2002-06-30
,,222,0,0,0,222,0,0,,,,,,,,,,,,,,,,,,,,,,24659,2002-06-30
,,842,168,32,0,622,48,68,,,,,,,,,,,,,,,,,,,,,,24668,2002-06-30
,,46,0,19,0,35,8,0,,,,,,,,,,,,,,,,,,,,,,24855,2002-06-30
,,3242,483,39,0,2965,245,0,,,,,,,,,,,,,,,,,,,,,,24949,2002-06-30
,,196,5,1,0,190,0,0,,,,,,,,,,,,,,,,,,,,,,25357,2002-06-30
,,59044,13543,3663,0,58650,17120,308,,,,,,,,,,,,,,,,,,,,,,25450,2002-06-30
,,1937,1511,1,0,466,41,0,,,,,,,,,,,,,,,,,,,,,,25647,2002-06-30
,,4477,182,19,0,4209,36,103,,,,,,,,,,,,,,,,,,,,,,25852,2002-06-30
,,671,15,28,0,721,93,0,,,,,,,,,,,,,,,,,,,,,,26149,2002-06-30
,,3074,254,118,0,2891,189,0,,,,,,,,,,,,,,,,,,,,,,26233,2002-06-30
,,1163,240,184,0,1156,417,0,,,,,,,,,,,,,,,,,,,,,,26242,2002-06-30
,,204,0,2,0,202,0,0,,,,,,,,,,,,,,,,,,,,,,26457,2002-06-30
,,873,0,0,0,324,0,549,,,,,,,,,,,,,,,,,,,,,,26756,2002-06-30
,,130,50,1,0,96,17,0,,,,,,,,,,,,,,,,,,,,,,26765,2002-06-30
,,3338,240,31,0,3308,241,0,,,,,,,,,,,,,,,,,,,,,,26859,2002-06-30
,,2879,210,32,0,2836,199,0,,,,,,,,,,,,,,,,,,,,,,26916,2002-06-30
,,2519,261,36,0,2404,182,0,,,,,,,,,,,,,,,,,,,,,,27548,2002-06-30
,,1563,0,25,0,1584,46,0,,,,,,,,,,,,,,,,,,,,,,27614,2002-06-30
,,1550,81,1,0,1469,1,0,,,,,,,,,,,,,,,,,,,,,,27838,2002-06-30
,,1225,441,41,0,930,187,0,,,,,,,,,,,,,,,,,,,,,,27847,2002-06-30
,,2105,0,0,0,2105,0,0,,,,,,,,,,,,,,,,,,,,,,28013,2002-06-30
,,235,0,0,0,237,2,0,,,,,,,,,,,,,,,,,,,,,,28152,2002-06-30
,,421,0,14,0,452,45,0,,,,,,,,,,,,,,,,,,,,,,28255,2002-06-30
,,714,150,27,0,382,85,240,,,,,,,,,,,,,,,,,,,,,,28349,2002-06-30
,,1464,0,2,0,1467,5,0,,,,,,,,,,,,,,,,,,,,,,28406,2002-06-30
