RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,940,165,14,0,881,120,0,,,0,0,,,,,,,,,,,,,,,,,,37,2013-12-31
,,189,25,1,0,168,5,0,,,0,0,,,,,,,,,,,,,,,,,,242,2013-12-31
,,700,208,58,0,617,183,0,,,0,0,,,,,,,,,,,,,,,,,,279,2013-12-31
,,184,0,13,0,173,2,0,,,0,0,,,,,,,,,,,,,,,,,,354,2013-12-31
,,435,138,19,0,451,173,0,,,0,0,,,,,,,,,,,,,,,,,,457,2013-12-31
,,4275,120,278,0,4294,417,0,,,0,0,,,,,,,,,,,,,,,,,,505,2013-12-31
,,2469,2,20,0,2616,169,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2013-12-31
,,1382,239,112,0,1892,861,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2013-12-31
,,2934,220,22,0,2773,81,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2013-12-31
,,176,208,8,0,408,40,-408,0,0,0,0,,,,,,,,,,,,,,,,,,1557,2013-12-31
,,2842,187,57,0,2881,283,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2013-12-31
,,3321,425,81,0,3386,571,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2013-12-31
,,1066,230,193,0,860,217,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2013-12-31
,,4256,282,25,0,4065,116,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2013-12-31
,,762,175,16,0,603,32,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2013-12-31
,,30391,1100,51,0,31909,2669,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2013-12-31
,,145,8,7,0,130,0,0,,,0,0,,,,,,,,,,,,,,,,,,2554,2013-12-31
,,5195,1000,639,0,6730,3174,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2013-12-31
,,907,-30,118,0,819,0,0,,,0,0,,,,,,,,,,,,,,,,,,2750,2013-12-31
,,3781,757,13,0,3532,521,0,,,0,0,,,,,,,,,,,,,,,,,,3177,2013-12-31
,,1890,850,289,0,1974,1223,0,,,0,0,,,,,,,,,,,,,,,,,,3252,2013-12-31
,,390,24,11,0,364,9,0,,,0,0,,,,,,,,,,,,,,,,,,3458,2013-12-31
,,1607,105,16,0,1545,59,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2013-12-31
,,13215,2376,1658,0,13832,4651,0,,,0,0,,,,,,,,,,,,,,,,,,3971,2013-12-31
,,1794,15,121,0,1722,64,0,,,0,0,,,,,,,,,,,,,,,,,,4156,2013-12-31
,,846,686,32,0,801,673,0,,,0,0,,,,,,,,,,,,,,,,,,4231,2013-12-31
,,2151,475,134,0,2971,1429,0,,,0,0,,,,,,,,,,,,,,,,,,4437,2013-12-31
,,4969,2788,84,0,4877,2780,0,,,0,0,,,,,,,,,,,,,,,,,,4839,2013-12-31
,,13180,-1820,0,0,15000,0,0,,,0,0,,,,,,,,,,,,,,,,,,5069,2013-12-31
,,4015,540,48,0,3774,347,0,,,0,0,,,,,,,,,,,,,,,,,,5135,2013-12-31
,,16091,1450,243,0,16825,2427,0,,,0,0,,,,,,,,,,,,,,,,,,5210,2013-12-31
