RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1039,135,49,0,987,132,0,,,,,,,,,,,,,,,,,,,,,,37,2002-09-30
,,128,7,1,0,130,10,0,,,,,,,,,,,,,,,,,,,,,,242,2002-09-30
,,338,17,7,0,323,9,0,,,,,,,,,,,,,,,,,,,,,,279,2002-09-30
,,124,0,23,0,133,32,0,,,,,,,,,,,,,,,,,,,,,,354,2002-09-30
,,879,350,119,0,931,521,0,,,,,,,,,,,,,,,,,,,,,,439,2002-09-30
,,158,7,6,0,152,7,0,,,,,,,,,,,,,,,,,,,,,,457,2002-09-30
,,2406,660,103,0,2118,475,0,,,,,,,,,,,,,,,,,,,,,,505,2002-09-30
,,2691,50,40,0,3009,408,0,,,,,,,,,,,,,,,,,,,,,,1146,2002-09-30
,,1319,135,7,0,1239,62,0,,,,,,,,,,,,,,,,,,,,,,1155,2002-09-30
,,379,70,11,0,373,75,0,,,,,,,,,,,,,,,,,,,,,,1351,2002-09-30
,,835,80,40,0,862,147,0,,,,,,,,,,,,,,,,,,,,,,1454,2002-09-30
,,378,17,63,0,358,60,0,,,,,,,,,,,,,,,,,,,,,,1557,2002-09-30
,,2467,462,209,0,2088,292,0,,,,,,,,,,,,,,,,,,,,,,1632,2002-09-30
,,940,135,30,0,915,140,0,,,,,,,,,,,,,,,,,,,,,,1669,2002-09-30
,,1939,232,175,5,1695,158,0,,,,,,,,,,,,,,,,,,,,,,1829,2002-09-30
,,110,0,2,0,111,3,0,,,,,,,,,,,,,,,,,,,,,,1856,2002-09-30
,,1223,135,72,0,1381,365,0,,,,,,,,,,,,,,,,,,,,,,2040,2002-09-30
,,513,37,54,0,492,70,0,,,,,,,,,,,,,,,,,,,,,,2161,2002-09-30
,,6162,573,0,0,5046,6,549,,,,,,,,,,,,,,,,,,,,,,2376,2002-09-30
,,138,25,2,0,111,0,0,,,,,,,,,,,,,,,,,,,,,,2451,2002-09-30
