RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,987,180,81,0,942,216,,,,,,,,,,,,,,,,,,,,,,,37,2001-12-31
,,130,0,13,0,125,8,,,,,,,,,,,,,,,,,,,,,,,242,2001-12-31
,,323,59,9,0,270,15,,,,,,,,,,,,,,,,,,,,,,,279,2001-12-31
,,133,0,21,0,129,17,,,,,,,,,,,,,,,,,,,,,,,354,2001-12-31
,,931,400,38,0,1233,740,,,,,,,,,,,,,,,,,,,,,,,439,2001-12-31
,,152,10,2,0,164,24,,,,,,,,,,,,,,,,,,,,,,,457,2001-12-31
,,2118,1635,144,0,1281,942,,,,,,,,,,,,,,,,,,,,,,,505,2001-12-31
,,3009,1310,105,0,2396,802,,,,,,,,,,,,,,,,,,,,,,,1146,2001-12-31
,,1239,180,22,0,1133,96,,,,,,,,,,,,,,,,,,,,,,,1155,2001-12-31
,,374,155,17,0,329,127,,,,,,,,,,,,,,,,,,,,,,,1351,2001-12-31
,,862,134,39,0,843,154,,,,,,,,,,,,,,,,,,,,,,,1454,2001-12-31
,,358,0,10,0,350,2,,,,,,,,,,,,,,,,,,,,,,,1557,2001-12-31
,,2088,371,78,0,1961,322,,,,,,,,,,,,,,,,,,,,,,,1632,2001-12-31
,,915,350,81,0,715,231,,,,,,,,,,,,,,,,,,,,,,,1669,2001-12-31
,,1695,415,41,0,1607,368,,,,,,,,,,,,,,,,,,,,,,,1829,2001-12-31
,,111,0,18,0,125,32,,,,,,,,,,,,,,,,,,,,,,,1856,2001-12-31
,,179,250,8,0,324,403,,,,,,,,,,,,,,,,,,,,,,,1959,2001-12-31
,,1381,434,78,0,1104,235,,,,,,,,,,,,,,,,,,,,,,,2040,2001-12-31
,,492,26,14,0,516,64,,,,,,,,,,,,,,,,,,,,,,,2161,2001-12-31
,,5046,270,0,0,4776,0,,,,,,,,,,,,,,,,,,,,,,,2376,2001-12-31
,,111,50,2,0,89,30,,,,,,,,,,,,,,,,,,,,,,,2451,2001-12-31
,,33,0,0,0,42,9,,,,,,,,,,,,,,,,,,,,,,,2554,2001-12-31
,,2296,400,107,0,1902,113,,,,,,,,,,,,,,,,,,,,,,,2732,2001-12-31
,,899,206,102,0,803,212,,,,,,,,,,,,,,,,,,,,,,,2750,2001-12-31
,,2433,462,15,0,2693,737,,,,,,,,,,,,,,,,,,,,,,,2938,2001-12-31
,,852,122,24,0,791,85,,,,,,,,,,,,,,,,,,,,,,,2956,2001-12-31
,,886,250,171,0,874,409,,,,,,,,,,,,,,,,,,,,,,,3252,2001-12-31
,,353,0,30,0,332,9,,,,,,,,,,,,,,,,,,,,,,,3458,2001-12-31
,,6569,1075,304,0,6154,964,,,,,,,,,,,,,,,,,,,,,,,3506,2001-12-31
,,1563,325,50,0,804,168,,,,,,,,,,,,,,,,,,,,,,,3579,2001-12-31
,,1004,92,28,0,960,76,,,,,,,,,,,,,,,,,,,,,,,3720,2001-12-31
,,665,150,83,0,776,344,,,,,,,,,,,,,,,,,,,,,,,3953,2001-12-31
,,943,289,54,0,935,335,,,,,,,,,,,,,,,,,,,,,,,4138,2001-12-31
,,497,36,2,0,483,24,,,,,,,,,,,,,,,,,,,,,,,4147,2001-12-31
,,636,53,40,0,629,86,,,,,,,,,,,,,,,,,,,,,,,4156,2001-12-31
,,660,60,29,0,629,58,,,,,,,,,,,,,,,,,,,,,,,4231,2001-12-31
,,837,257,17,0,619,56,,,,,,,,,,,,,,,,,,,,,,,4437,2001-12-31
,,55,4,0,0,53,2,,,,,,,,,,,,,,,,,,,,,,,4745,2001-12-31
,,1516,390,67,0,1399,340,,,,,,,,,,,,,,,,,,,,,,,4839,2001-12-31
,,1747,180,2,0,1568,3,,,,,,,,,,,,,,,,,,,,,,,5005,2001-12-31
,,540,175,74,0,549,258,,,,,,,,,,,,,,,,,,,,,,,5050,2001-12-31
,,5139,120,0,0,5019,0,,,,,,,,,,,,,,,,,,,,,,,5069,2001-12-31
,,1069,0,123,0,1125,179,,,,,,,,,,,,,,,,,,,,,,,5135,2001-12-31
,,3723,240,97,0,3695,309,,,,,,,,,,,,,,,,,,,,,,,5210,2001-12-31
,,2222,1880,18,0,2112,1788,,,,,,,,,,,,,,,,,,,,,,,5247,2001-12-31
,,646,88,64,0,625,131,,,,,,,,,,,,,,,,,,,,,,,5274,2001-12-31
,,735,0,37,0,883,8,,,,,,,,,,,,,,,,,,,,,,,5331,2001-12-31
,,1671,0,561,0,1197,87,,,,,,,,,,,,,,,,,,,,,,,5461,2001-12-31
,,714,135,1,0,605,27,,,,,,,,,,,,,,,,,,,,,,,5751,2001-12-31
,,31997,16150,2182,0,33462,19184,,,,,,,,,,,,,,,,,,,,,,,5939,2001-12-31
,,924,375,43,0,853,347,,,,,,,,,,,,,,,,,,,,,,,6039,2001-12-31
,,140,107,8,0,131,106,,,,,,,,,,,,,,,,,,,,,,,6057,2001-12-31
,,411,60,6,0,493,148,,,,,,,,,,,,,,,,,,,,,,,6141,2001-12-31
,,1697,1000,164,0,1798,1265,,,,,,,,,,,,,,,,,,,,,,,6329,2001-12-31
,,147,133,1,0,115,102,,,,,,,,,,,,,,,,,,,,,,,6842,2001-12-31
,,3858,1210,43,0,2784,179,,,,,,,,,,,,,,,,,,,,,,,6972,2001-12-31
,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,7009,2001-12-31
,,676,165,22,0,617,128,,,,,,,,,,,,,,,,,,,,,,,7045,2001-12-31
,,215,413,20,0,152,370,,,,,,,,,,,,,,,,,,,,,,,7157,2001-12-31
,,3776,785,38,0,3120,167,,,,,,,,,,,,,,,,,,,,,,,7166,2001-12-31
,,360,185,150,0,403,378,,,,,,,,,,,,,,,,,,,,,,,7456,2001-12-31
,,440,115,11,0,463,149,,,,,,,,,,,,,,,,,,,,,,,7634,2001-12-31
,,615,4,79,0,695,163,,,,,,,,,,,,,,,,,,,,,,,8033,2001-12-31
,,537,68,3,0,501,35,,,,,,,,,,,,,,,,,,,,,,,8154,2001-12-31
,,292,-80,0,0,372,0,,,,,,,,,,,,,,,,,,,,,,,8417,2001-12-31
,,344,0,22,0,362,40,,,,,,,,,,,,,,,,,,,,,,,8462,2001-12-31
,,4217,538,76,0,1135,377,,,,,,,,,,,,,,,,,,,,,,,8547,2001-12-31
,,271,130,6,0,272,137,,,,,,,,,,,,,,,,,,,,,,,8631,2001-12-31
,,7631,1631,166,0,6378,544,,,,,,,,,,,,,,,,,,,,,,,9115,2001-12-31
,,1153,140,1,0,1027,15,,,,,,,,,,,,,,,,,,,,,,,9160,2001-12-31
,,2998,322,12,0,2951,287,,,,,,,,,,,,,,,,,,,,,,,9339,2001-12-31
,,2285,990,149,0,2134,988,,,,,,,,,,,,,,,,,,,,,,,9357,2001-12-31
,,430,15,3,0,412,0,,,,,,,,,,,,,,,,,,,,,,,9553,2001-12-31
,,32154,2500,153,0,30056,555,,,,,,,,,,,,,,,,,,,,,,,9807,2001-12-31
,,480,0,16,0,488,24,,,,,,,,,,,,,,,,,,,,,,,9955,2001-12-31
,,596,150,54,0,498,106,,,,,,,,,,,,,,,,,,,,,,,10157,2001-12-31
,,1479,390,57,0,1349,317,,,,,,,,,,,,,,,,,,,,,,,10250,2001-12-31
,,1447,134,5,0,1325,17,,,,,,,,,,,,,,,,,,,,,,,10849,2001-12-31
,,3973,6677,44,0,3988,6744,,,,,,,,,,,,,,,,,,,,,,,10858,2001-12-31
,,854,252,24,0,741,163,,,,,,,,,,,,,,,,,,,,,,,11145,2001-12-31
,,388,30,10,0,362,14,,,,,,,,,,,,,,,,,,,,,,,11350,2001-12-31
,,1014,435,111,0,1048,580,,,,,,,,,,,,,,,,,,,,,,,11640,2001-12-31
,,1145,-50,73,0,1159,37,,,,,,,,,,,,,,,,,,,,,,,11837,2001-12-31
,,3690,2000,908,0,3587,2805,,,,,,,,,,,,,,,,,,,,,,,12030,2001-12-31
,,726,735,72,0,518,599,,,,,,,,,,,,,,,,,,,,,,,12058,2001-12-31
,,1149,230,173,0,1058,312,,,,,,,,,,,,,,,,,,,,,,,12142,2001-12-31
,,701,40,16,0,669,24,,,,,,,,,,,,,,,,,,,,,,,12245,2001-12-31
,,367588,256285,28272,0,264224,174540,,,,,,,,,,,,,,,,,,,,,,,12311,2001-12-31
,,81,0,0,0,81,0,,,,,,,,,,,,,,,,,,,,,,,12357,2001-12-31
,,407,48,0,0,390,31,,,,,,,,,,,,,,,,,,,,,,,12647,2001-12-31
,,321,264,5,0,95,43,,,,,,,,,,,,,,,,,,,,,,,12656,2001-12-31
,,768,72,0,0,703,7,,,,,,,,,,,,,,,,,,,,,,,12937,2001-12-31
,,3530,550,410,0,3787,1217,,,,,,,,,,,,,,,,,,,,,,,12946,2001-12-31
,,797,150,198,0,770,321,,,,,,,,,,,,,,,,,,,,,,,12955,2001-12-31
,,1163,640,22,0,1095,594,,,,,,,,,,,,,,,,,,,,,,,13037,2001-12-31
,,3814,313,62,0,3495,56,,,,,,,,,,,,,,,,,,,,,,,13103,2001-12-31
,,275,48,35,0,277,85,,,,,,,,,,,,,,,,,,,,,,,13251,2001-12-31
,,58829,18224,4945,0,59291,23631,,,,,,,,,,,,,,,,,,,,,,,13309,2001-12-31
,,339,0,9,0,341,11,,,,,,,,,,,,,,,,,,,,,,,13457,2001-12-31
,,582,142,1,0,474,35,,,,,,,,,,,,,,,,,,,,,,,14052,2001-12-31
,,842,394,53,0,620,225,,,,,,,,,,,,,,,,,,,,,,,14155,2001-12-31
,,4450,900,67,0,4224,741,,,,,,,,,,,,,,,,,,,,,,,14258,2001-12-31
,,208892,89946,12359,0,158927,50597,,,,,,,,,,,,,,,,,,,,,,,14409,2001-12-31
,,737,95,15,0,681,54,,,,,,,,,,,,,,,,,,,,,,,14454,2001-12-31
,,288,215,30,0,285,242,,,,,,,,,,,,,,,,,,,,,,,14650,2001-12-31
,,525,0,34,0,493,2,,,,,,,,,,,,,,,,,,,,,,,14753,2001-12-31
,,685,51,12,0,667,45,,,,,,,,,,,,,,,,,,,,,,,14865,2001-12-31
,,131,37,8,0,207,121,,,,,,,,,,,,,,,,,,,,,,,14931,2001-12-31
,,893,211,1,0,723,42,,,,,,,,,,,,,,,,,,,,,,,14940,2001-12-31
,,7813,2675,281,0,9443,4586,,,,,,,,,,,,,,,,,,,,,,,15536,2001-12-31
,,2906,585,3,0,2409,91,,,,,,,,,,,,,,,,,,,,,,,15732,2001-12-31
,,1343,450,51,0,1052,210,,,,,,,,,,,,,,,,,,,,,,,16337,2001-12-31
,,521,14,5,0,503,1,,,,,,,,,,,,,,,,,,,,,,,16355,2001-12-31
,,1458,51,23,0,1767,383,,,,,,,,,,,,,,,,,,,,,,,16458,2001-12-31
,,1001,335,3,0,759,96,,,,,,,,,,,,,,,,,,,,,,,16551,2001-12-31
,,388,249,7,0,271,139,,,,,,,,,,,,,,,,,,,,,,,16748,2001-12-31
,,6295,4419,23,0,4869,3016,,,,,,,,,,,,,,,,,,,,,,,16766,2001-12-31
,,287,157,24,0,473,367,,,,,,,,,,,,,,,,,,,,,,,16944,2001-12-31
,,107,12,2,0,111,18,,,,,,,,,,,,,,,,,,,,,,,16953,2001-12-31
,,572,202,0,0,370,0,,,,,,,,,,,,,,,,,,,,,,,17110,2001-12-31
,,5745,1902,215,0,4817,1189,,,,,,,,,,,,,,,,,,,,,,,17147,2001-12-31
,,91,27,6,0,134,76,,,,,,,,,,,,,,,,,,,,,,,17259,2001-12-31
,,6555,3690,333,0,5020,2488,,,,,,,,,,,,,,,,,,,,,,,17464,2001-12-31
,,2041,1275,154,0,1242,630,,,,,,,,,,,,,,,,,,,,,,,17549,2001-12-31
,,241,282,34,0,222,297,,,,,,,,,,,,,,,,,,,,,,,17642,2001-12-31
,,2059,30,605,0,1684,260,,,,,,,,,,,,,,,,,,,,,,,17839,2001-12-31
,,304,60,0,0,253,9,,,,,,,,,,,,,,,,,,,,,,,17950,2001-12-31
,,1404,300,52,0,1254,202,,,,,,,,,,,,,,,,,,,,,,,18050,2001-12-31
,,7992,1050,94,0,5393,483,,,,,,,,,,,,,,,,,,,,,,,18126,2001-12-31
,,644,180,75,0,607,218,,,,,,,,,,,,,,,,,,,,,,,18135,2001-12-31
,,5403,1600,227,0,5042,1466,,,,,,,,,,,,,,,,,,,,,,,18368,2001-12-31
,,42,0,0,0,42,0,,,,,,,,,,,,,,,,,,,,,,,18377,2001-12-31
,,1165,59,20,0,1154,68,,,,,,,,,,,,,,,,,,,,,,,18827,2001-12-31
,,688,255,75,0,686,328,,,,,,,,,,,,,,,,,,,,,,,18836,2001-12-31
,,170,148,6,0,201,185,,,,,,,,,,,,,,,,,,,,,,,18854,2001-12-31
,,2121,225,209,0,1843,156,,,,,,,,,,,,,,,,,,,,,,,18863,2001-12-31
,,311,45,92,0,264,90,,,,,,,,,,,,,,,,,,,,,,,18957,2001-12-31
,,1010,300,53,0,1082,425,,,,,,,,,,,,,,,,,,,,,,,19356,2001-12-31
,,11570,0,5,0,11592,27,,,,,,,,,,,,,,,,,,,,,,,19730,2001-12-31
,,1061,1045,76,0,1024,1084,,,,,,,,,,,,,,,,,,,,,,,19936,2001-12-31
,,76,5,2,0,69,0,,,,,,,,,,,,,,,,,,,,,,,19972,2001-12-31
,,162,24,1,0,170,33,,,,,,,,,,,,,,,,,,,,,,,20053,2001-12-31
,,638,0,190,0,588,140,,,,,,,,,,,,,,,,,,,,,,,20147,2001-12-31
,,211,39,22,0,189,39,,,,,,,,,,,,,,,,,,,,,,,20259,2001-12-31
,,1157,510,654,0,1029,1036,,,,,,,,,,,,,,,,,,,,,,,20370,2001-12-31
,,601,0,28,0,635,62,,,,,,,,,,,,,,,,,,,,,,,20512,2001-12-31
,,1880,338,177,0,1500,135,,,,,,,,,,,,,,,,,,,,,,,20633,2001-12-31
,,71,0,1,0,70,0,,,,,,,,,,,,,,,,,,,,,,,20754,2001-12-31
,,715,144,12,0,578,19,,,,,,,,,,,,,,,,,,,,,,,20839,2001-12-31
,,223,98,0,0,188,63,,,,,,,,,,,,,,,,,,,,,,,20857,2001-12-31
,,369,105,35,0,342,113,,,,,,,,,,,,,,,,,,,,,,,20866,2001-12-31
