RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1019,180,60,0,970,191,0,0,0,0,,,,,,,,,,,,,,,,,,,37,2004-12-31
,,158,0,9,0,157,8,0,0,0,0,,,,,,,,,,,,,,,,,,,242,2004-12-31
,,433,78,71,0,381,97,0,0,0,0,,,,,,,,,,,,,,,,,,,279,2004-12-31
,,182,215,25,0,195,253,0,0,0,0,,,,,,,,,,,,,,,,,,,354,2004-12-31
,,1696,420,25,0,1419,168,0,0,0,0,,,,,,,,,,,,,,,,,,,439,2004-12-31
,,322,109,4,0,225,16,0,0,0,0,,,,,,,,,,,,,,,,,,,457,2004-12-31
,,2214,0,72,0,2243,101,0,0,0,0,,,,,,,,,,,,,,,,,,,505,2004-12-31
,,3359,838,96,0,3041,616,0,,,0,,,,,,,,,,,,,,,,,,,1146,2004-12-31
,,1646,315,34,0,1433,136,0,0,0,0,,,,,,,,,,,,,,,,,,,1155,2004-12-31
,,720,2010,11,0,417,1718,0,0,0,0,,,,,,,,,,,,,,,,,,,1351,2004-12-31
,,800,160,47,0,818,225,0,0,0,0,,,,,,,,,,,,,,,,,,,1454,2004-12-31
,,369,0,21,0,361,13,0,0,0,0,,,,,,,,,,,,,,,,,,,1557,2004-12-31
,,3961,1285,69,0,2775,168,0,0,0,0,,,,,,,,,,,,,,,,,,,1632,2004-12-31
,,1200,315,139,0,1182,436,0,0,0,0,,,,,,,,,,,,,,,,,,,1669,2004-12-31
,,2940,2159,193,0,2103,1515,0,0,0,0,,,,,,,,,,,,,,,,,,,1829,2004-12-31
,,104,8,7,0,93,4,0,0,0,0,,,,,,,,,,,,,,,,,,,1856,2004-12-31
,,1684,345,149,0,1558,368,0,0,0,0,,,,,,,,,,,,,,,,,,,2040,2004-12-31
,,520,30,28,0,504,42,0,0,0,0,,,,,,,,,,,,,,,,,,,2161,2004-12-31
,,6172,0,0,0,6172,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2376,2004-12-31
,,187,0,0,0,147,20,60,0,0,0,,,,,,,,,,,,,,,,,,,2451,2004-12-31
,,44,0,0,0,47,3,0,0,0,0,,,,,,,,,,,,,,,,,,,2554,2004-12-31
,,3163,300,40,0,3108,285,0,0,0,0,,,,,,,,,,,,,,,,,,,2732,2004-12-31
,,615,5,48,0,589,27,0,0,0,0,,,,,,,,,,,,,,,,,,,2750,2004-12-31
,,4997,2241,283,0,3721,1248,0,0,0,0,,,,,,,,,,,,,,,,,,,2938,2004-12-31
,,704,0,2,0,713,11,0,0,0,0,,,,,,,,,,,,,,,,,,,2956,2004-12-31
,,960,830,255,0,1322,1447,0,0,0,0,,,,,,,,,,,,,,,,,,,3252,2004-12-31
,,372,0,10,0,362,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3458,2004-12-31
,,9797,1200,93,0,9641,1137,0,,,0,,,,,,,,,,,,,,,,,,,3506,2004-12-31
,,2261,528,231,0,2228,726,0,0,0,0,,,,,,,,,,,,,,,,,,,3579,2004-12-31
,,1169,59,6,0,1146,42,0,0,0,0,,,,,,,,,,,,,,,,,,,3720,2004-12-31
,,1042,400,498,0,823,679,0,0,0,0,,,,,,,,,,,,,,,,,,,3953,2004-12-31
,,1300,495,8,0,1207,410,0,0,0,0,,,,,,,,,,,,,,,,,,,4138,2004-12-31
,,411,120,8,0,543,260,0,0,0,0,,,,,,,,,,,,,,,,,,,4147,2004-12-31
,,1366,1301,119,0,1268,1199,-123,0,0,0,,,,,,,,,,,,,,,,,,,4156,2004-12-31
,,647,60,45,0,711,169,0,0,0,0,,,,,,,,,,,,,,,,,,,4231,2004-12-31
