RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1013,85,10,0,988,70,0,,,0,0,,,,,,,,,,,,,,,,,,37,2015-09-30
,,197,0,9,0,189,1,0,,,0,0,,,,,,,,,,,,,,,,,,242,2015-09-30
,,864,209,25,0,733,103,0,,,0,0,,,,,,,,,,,,,,,,,,279,2015-09-30
,,186,0,5,0,181,0,0,,,0,0,,,,,,,,,,,,,,,,,,354,2015-09-30
,,491,0,8,0,489,6,0,,,0,0,,,,,,,,,,,,,,,,,,457,2015-09-30
,,4228,90,43,0,4193,98,0,,,0,0,,,,,,,,,,,,,,,,,,505,2015-09-30
,,2306,692,71,0,2022,479,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2015-09-30
,,1296,190,11,0,1300,205,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2015-09-30
,,2897,90,76,0,2902,171,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2015-09-30
,,635,215,1,0,434,15,0,,,0,0,,,,,,,,,,,,,,,,,,1557,2015-09-30
,,2911,97,53,0,2898,137,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2015-09-30
,,3660,263,210,0,3547,360,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2015-09-30
,,1047,0,4,0,1043,0,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2015-09-30
,,3646,60,92,0,3495,1,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2015-09-30
,,745,5,1,0,758,19,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2015-09-30
,,30395,-10,0,0,31036,631,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2015-09-30
,,93,19,0,0,165,91,0,,,0,0,,,,,,,,,,,,,,,,,,2554,2015-09-30
,,3767,600,112,0,3508,453,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2015-09-30
,,645,-90,15,0,720,0,0,,,0,0,,,,,,,,,,,,,,,,,,2750,2015-09-30
,,3116,496,0,0,3760,1140,0,,,0,0,,,,,,,,,,,,,,,,,,3177,2015-09-30
,,2921,950,263,0,2444,736,0,,,0,0,,,,,,,,,,,,,,,,,,3252,2015-09-30
,,320,50,1,0,322,53,0,,,0,0,,,,,,,,,,,,,,,,,,3458,2015-09-30
,,1701,-6,63,0,1645,1,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2015-09-30
,,11129,-153,1380,0,11331,1429,0,,,0,0,,,,,,,,,,,,,,,,,,3971,2015-09-30
,,2000,90,79,0,1854,23,0,,,0,0,,,,,,,,,,,,,,,,,,4156,2015-09-30
,,818,180,20,0,679,61,0,,,0,0,,,,,,,,,,,,,,,,,,4231,2015-09-30
,,1976,-131,179,0,2016,88,0,,,0,0,,,,,,,,,,,,,,,,,,4437,2015-09-30
,,5370,1575,40,0,5323,1568,0,,,0,0,,,,,,,,,,,,,,,,,,4839,2015-09-30
,,11800,-530,0,0,12330,0,0,,,0,0,,,,,,,,,,,,,,,,,,5069,2015-09-30
,,4090,110,15,0,4039,74,0,,,0,0,,,,,,,,,,,,,,,,,,5135,2015-09-30
,,14762,0,377,0,15172,787,0,,,0,0,,,,,,,,,,,,,,,,,,5210,2015-09-30
,,5731,0,171,0,5608,48,0,,,0,0,,,,,,,,,,,,,,,,,,5461,2015-09-30
,,1428,32,45,0,1381,30,0,,,0,0,,,,,,,,,,,,,,,,,,5751,2015-09-30
,,906,30,8,0,962,94,0,,,0,0,,,,,,,,,,,,,,,,,,6039,2015-09-30
,,421,45,60,0,377,61,0,,,0,0,,,,,,,,,,,,,,,,,,6141,2015-09-30
,,5767,2975,676,0,6539,4423,0,,,0,0,,,,,,,,,,,,,,,,,,6329,2015-09-30
,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,7009,2015-09-30
,,1302,230,22,0,1155,105,0,,,0,0,,,,,,,,,,,,,,,,,,7045,2015-09-30
,,1628,520,111,0,1534,537,0,,,0,0,,,,,,,,,,,,,,,,,,7072,2015-09-30
,,241,0,3,0,239,1,0,,,0,0,,,,,,,,,,,,,,,,,,7157,2015-09-30
,,664,88,0,0,576,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7456,2015-09-30
,,1157,80,62,0,1092,77,0,,,0,0,,,,,,,,,,,,,,,,,,7634,2015-09-30
,,1081,73,50,0,1027,69,0,,,0,0,,,,,,,,,,,,,,,,,,8033,2015-09-30
,,677,95,14,0,578,10,0,,,0,0,,,,,,,,,,,,,,,,,,8462,2015-09-30
,,430,0,15,0,443,28,0,,,0,0,,,,,,,,,,,,,,,,,,8631,2015-09-30
,,3221,100,3,0,3193,75,0,,,0,0,,,,,,,,,,,,,,,,,,9357,2015-09-30
,,1001,50,2,0,953,4,0,,,0,0,,,,,,,,,,,,,,,,,,9553,2015-09-30
,,29563,-6000,2190,0,35690,2317,0,,,0,0,,,,,,,,,,,,,,,,,,9807,2015-09-30
,,1524,0,18,0,1511,5,0,,,0,0,,,,,,,,,,,,,,,,,,9955,2015-09-30
,,3813,-1000,393,0,4875,455,0,,,0,0,,,,,,,,,,,,,,,,,,10250,2015-09-30
,,1494,20,156,0,1328,10,0,,,0,0,,,,,,,,,,,,,,,,,,10849,2015-09-30
,,2229,678,38,0,1622,109,0,,,0,0,,,,,,,,,,,,,,,,,,11145,2015-09-30
,,15799,1500,624,0,15926,2251,0,,,0,0,,,,,,,,,,,,,,,,,,11275,2015-09-30
,,2919,457,231,0,2304,73,0,,,0,0,,,,,,,,,,,,,,,,,,11640,2015-09-30
,,417,-75,36,0,527,71,0,,,0,0,,,,,,,,,,,,,,,,,,11837,2015-09-30
,,7780,1750,2709,0,7752,4431,0,,,0,0,,,,,,,,,,,,,,,,,,12030,2015-09-30
,,1517,90,44,0,1543,160,0,,,0,0,,,,,,,,,,,,,,,,,,12142,2015-09-30
,,261,-23,27,0,276,19,0,,,0,0,,,,,,,,,,,,,,,,,,12179,2015-09-30
,,588155,60552,94794,7357,603072,162906,0,,,0,659,,,,,,,,,,,,,,,,,,12311,2015-09-30
,,1023,30,0,0,996,3,0,,,0,0,,,,,,,,,,,,,,,,,,12647,2015-09-30
,,263,2,14,0,285,38,0,,,0,0,,,,,,,,,,,,,,,,,,12656,2015-09-30
,,1841,90,2,0,1931,182,0,,,0,0,,,,,,,,,,,,,,,,,,12937,2015-09-30
,,14513,3834,1163,0,13810,4354,60,,,0,0,,,,,,,,,,,,,,,,,,12946,2015-09-30
,,1319,70,1,0,1248,0,0,,,0,0,,,,,,,,,,,,,,,,,,12955,2015-09-30
,,12387,1950,129,0,11671,1363,0,,,0,0,,,,,,,,,,,,,,,,,,13103,2015-09-30
,,500,90,43,0,443,76,0,,,0,0,,,,,,,,,,,,,,,,,,13251,2015-09-30
,,184,0,1,0,183,0,0,,,0,0,,,,,,,,,,,,,,,,,,13457,2015-09-30
,,610,0,7,0,605,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,14052,2015-09-30
,,2054,225,33,0,1830,34,0,,,0,0,,,,,,,,,,,,,,,,,,14155,2015-09-30
,,450,83,16,0,432,81,0,,,0,0,,,,,,,,,,,,,,,,,,14650,2015-09-30
,,486,70,0,0,428,12,0,,,0,0,,,,,,,,,,,,,,,,,,14753,2015-09-30
,,3206,724,38,0,3933,1489,0,,,0,0,,,,,,,,,,,,,,,,,,14865,2015-09-30
,,409,50,0,0,370,11,0,,,0,0,,,,,,,,,,,,,,,,,,14977,2015-09-30
,,2448,225,16,0,2261,54,0,,,0,0,,,,,,,,,,,,,,,,,,16551,2015-09-30
,,599,70,0,0,529,0,0,,,0,0,,,,,,,,,,,,,,,,,,16748,2015-09-30
,,130,15,2,0,125,12,0,,,0,0,,,,,,,,,,,,,,,,,,16953,2015-09-30
,,279,0,0,0,279,0,0,,,0,0,,,,,,,,,,,,,,,,,,17110,2015-09-30
,,62861,417,4875,0,63964,6395,0,,,0,311,,,,,,,,,,,,,,,,,,17147,2015-09-30
,,226,0,11,0,228,13,0,,,0,0,,,,,,,,,,,,,,,,,,17259,2015-09-30
,,26623,-2000,8931,0,22053,2361,0,,,0,0,,,,,,,,,,,,,,,,,,17464,2015-09-30
,,3508,320,24,0,3304,140,0,,,0,0,,,,,,,,,,,,,,,,,,17950,2015-09-30
,,2505,1,0,0,2545,41,0,,,0,0,,,,,,,,,,,,,,,,,,17978,2015-09-30
,,3916,375,69,0,3617,145,0,,,0,0,,,,,,,,,,,,,,,,,,18050,2015-09-30
,,1174,20,94,0,1112,52,0,,,0,0,,,,,,,,,,,,,,,,,,18135,2015-09-30
,,152,10,0,0,182,40,0,,,0,0,,,,,,,,,,,,,,,,,,18377,2015-09-30
,,5211,400,298,0,4816,303,0,,,0,0,,,,,,,,,,,,,,,,,,18827,2015-09-30
,,1552,-3,75,0,1691,211,0,,,0,0,,,,,,,,,,,,,,,,,,18836,2015-09-30
,,5444,1730,70,0,4829,1185,0,,,0,0,,,,,,,,,,,,,,,,,,18854,2015-09-30
,,887,0,18,0,874,5,0,,,0,0,,,,,,,,,,,,,,,,,,19356,2015-09-30
,,22933,4000,1019,0,26320,8406,0,,,0,0,,,,,,,,,,,,,,,,,,19730,2015-09-30
