RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,959,90,19,0,940,90,0,,,0,0,,,,,,,,,,,,,,,,,,37,2014-09-30
,,190,0,1,0,189,0,0,,,0,0,,,,,,,,,,,,,,,,,,242,2014-09-30
,,736,35,21,0,700,20,0,,,0,0,,,,,,,,,,,,,,,,,,279,2014-09-30
,,191,0,8,0,184,1,0,,,0,0,,,,,,,,,,,,,,,,,,354,2014-09-30
,,488,30,107,0,435,84,0,,,0,0,,,,,,,,,,,,,,,,,,457,2014-09-30
,,4180,90,22,0,4275,207,0,,,0,0,,,,,,,,,,,,,,,,,,505,2014-09-30
,,2444,1,23,0,2469,49,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2014-09-30
,,1347,135,30,0,1382,200,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2014-09-30
,,2935,60,57,0,2934,116,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2014-09-30
,,419,251,0,0,176,8,0,,,0,0,,,,,,,,,,,,,,,,,,1557,2014-09-30
,,2825,90,32,0,2842,139,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2014-09-30
,,3452,292,1,0,3321,162,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2014-09-30
,,1040,0,10,0,1066,36,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2014-09-30
,,4587,353,18,0,4256,40,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2014-09-30
,,752,0,15,0,762,25,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2014-09-30
,,31359,440,1016,0,30391,488,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2014-09-30
,,160,10,6,0,145,1,0,,,0,0,,,,,,,,,,,,,,,,,,2554,2014-09-30
,,3242,1200,371,0,5195,3524,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2014-09-30
,,766,-135,2,0,907,8,0,,,0,0,,,,,,,,,,,,,,,,,,2750,2014-09-30
,,3279,263,76,0,3781,841,0,,,0,0,,,,,,,,,,,,,,,,,,3177,2014-09-30
,,2418,725,249,0,1890,446,0,,,0,0,,,,,,,,,,,,,,,,,,3252,2014-09-30
,,396,0,8,0,390,2,0,,,0,0,,,,,,,,,,,,,,,,,,3458,2014-09-30
,,1641,45,15,0,1607,26,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2014-09-30
,,12136,-27,1170,0,13215,2222,0,,,0,0,,,,,,,,,,,,,,,,,,3971,2014-09-30
