RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,997,40,17,0,1019,79,0,,,,,,,,,,,,,,,,,,,,,,37,2018-12-31
,,188,0,14,0,185,11,0,,,,,,,,,,,,,,,,,,,,,,242,2018-12-31
,,974,16,7,0,971,20,0,,,,,,,,,,,,,,,,,,,,,,279,2018-12-31
,,136,0,17,0,124,5,0,,,,,,,,,,,,,,,,,,,,,,354,2018-12-31
,,453,70,92,0,516,225,0,,,,,,,,,,,,,,,,,,,,,,457,2018-12-31
,,5652,803,22,0,4839,12,0,,,,,,,,,,,,,,,,,,,,,,505,2018-12-31
,,3413,206,222,0,3153,168,0,,,,,,,,,,,,,,,,,,,,,,1155,2018-12-31
,,1200,370,87,0,1200,457,0,,,,,,,,,,,,,,,,,,,,,,1351,2018-12-31
,,3384,80,104,0,3364,164,0,,,,,,,,,,,,,,,,,,,,,,1454,2018-12-31
,,2959,274,26,0,2900,241,0,,,,,,,,,,,,,,,,,,,,,,1669,2018-12-31
,,575,0,4,0,580,9,0,,,,,,,,,,,,,,,,,,,,,,1856,2018-12-31
,,2831,0,121,0,2762,52,0,,,,,,,,,,,,,,,,,,,,,,2040,2018-12-31
,,1465,534,34,0,949,52,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2018-12-31
,,28639,-2000,331,0,30402,94,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2018-12-31
,,156,26,0,0,155,25,0,,,,,,,,,,,,,,,,,,,,,,2554,2018-12-31
,,4933,400,159,0,4539,165,0,,,,,,,,,,,,,,,,,,,,,,2732,2018-12-31
,,867,0,6,0,861,0,0,,,,,,,,,,,,,,,,,,,,,,2750,2018-12-31
