RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1061,45,15,0,1019,18,0,0,0,0,,,,,,,,,,,,,,,,,,,37,2005-03-31
,,158,0,0,0,158,0,0,0,0,0,,,,,,,,,,,,,,,,,,,242,2005-03-31
,,436,2,3,0,433,2,0,0,0,0,,,,,,,,,,,,,,,,,,,279,2005-03-31
,,168,0,6,0,182,20,0,0,0,0,,,,,,,,,,,,,,,,,,,354,2005-03-31
,,1609,105,19,0,1696,211,0,0,0,0,,,,,,,,,,,,,,,,,,,439,2005-03-31
,,329,6,3,0,322,2,0,0,0,0,,,,,,,,,,,,,,,,,,,457,2005-03-31
,,2184,0,3,0,2214,33,0,0,0,0,,,,,,,,,,,,,,,,,,,505,2005-03-31
,,3464,240,27,0,3359,162,0,,,0,,,,,,,,,,,,,,,,,,,1146,2005-03-31
,,1723,75,2,0,1646,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1155,2005-03-31
,,706,75,8,0,720,97,0,0,0,0,,,,,,,,,,,,,,,,,,,1351,2005-03-31
,,885,90,16,0,800,21,0,0,0,0,,,,,,,,,,,,,,,,,,,1454,2005-03-31
,,378,0,9,0,369,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1557,2005-03-31
,,4468,540,11,0,3961,44,0,0,0,0,,,,,,,,,,,,,,,,,,,1632,2005-03-31
,,1210,60,17,0,1200,67,0,0,0,0,,,,,,,,,,,,,,,,,,,1669,2005-03-31
,,3087,180,1,0,2940,34,0,0,0,0,,,,,,,,,,,,,,,,,,,1829,2005-03-31
,,112,4,6,0,104,2,0,0,0,0,,,,,,,,,,,,,,,,,,,1856,2005-03-31
