RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1020,5,2,0,1026,13,0,,,,0,,,,,,,,,,,,,,,,,,37,2017-03-31
,,183,0,1,0,184,2,0,,,,0,,,,,,,,,,,,,,,,,,242,2017-03-31
,,958,0,8,0,953,3,0,,,0,0,,,,,,,,,,,,,,,,,,279,2017-03-31
,,147,0,1,0,155,9,0,,,,0,,,,,,,,,,,,,,,,,,354,2017-03-31
,,501,0,0,0,501,0,0,,,,0,,,,,,,,,,,,,,,,,,457,2017-03-31
,,4155,75,42,0,4040,2,0,,,,0,,,,,,,,,,,,,,,,,,505,2017-03-31
,,2485,227,8,0,2263,13,0,,,,0,,,,,,,,,,,,,,,,,,1155,2017-03-31
,,1101,170,31,0,1200,300,0,,,,0,,,,,,,,,,,,,,,,,,1351,2017-03-31
,,3434,60,11,0,3440,77,0,,,,0,,,,,,,,,,,,,,,,,,1454,2017-03-31
,,1025,200,8,0,934,117,0,,,,0,,,,,,,,,,,,,,,,,,1557,2017-03-31
,,2916,22,10,0,2902,18,0,,,,0,,,,,,,,,,,,,,,,,,1669,2017-03-31
,,3886,100,0,0,3792,6,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2017-03-31
,,1042,0,63,0,979,0,0,,,,0,,,,,,,,,,,,,,,,,,1856,2017-03-31
,,3056,0,64,0,3010,18,0,,,,0,,,,,,,,,,,,,,,,,,2040,2017-03-31
,,1166,55,2,0,1150,41,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2017-03-31
,,29877,0,0,0,29877,0,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2017-03-31
,,136,6,0,0,130,0,0,,,,0,,,,,,,,,,,,,,,,,,2554,2017-03-31
,,3965,75,12,0,3878,0,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2017-03-31
,,650,0,4,0,646,0,0,,,0,0,,,,,,,,,,,,,,,,,,2750,2017-03-31
,,3324,450,94,0,2936,156,0,,,,0,,,,,,,,,,,,,,,,,,3252,2017-03-31
,,395,15,11,0,384,15,0,,,,0,,,,,,,,,,,,,,,,,,3458,2017-03-31
,,1726,-2,2,0,1726,0,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2017-03-31
,,10236,622,284,0,9880,550,0,,,,0,,,,,,,,,,,,,,,,,,3971,2017-03-31
,,1996,0,4,0,2013,21,0,,,0,0,,,,,,,,,,,,,,,,,,4156,2017-03-31
,,694,20,11,0,663,0,0,,,,0,,,,,,,,,,,,,,,,,,4231,2017-03-31
