RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1073,135,34,0,1126,222,0,,,0,0,,,,,,,,,,,,,,,,,,37,2009-09-30
,,167,0,3,0,164,0,0,,,0,0,,,,,,,,,,,,,,,,,,242,2009-09-30
,,446,100,1,0,444,99,0,,,0,0,,,,,,,,,,,,,,,,,,279,2009-09-30
,,205,0,12,0,193,0,0,,,0,0,,,,,,,,,,,,,,,,,,354,2009-09-30
,,374,214,8,0,217,65,0,,,0,0,,,,,,,,,,,,,,,,,,457,2009-09-30
,,4202,675,27,0,3766,266,0,,,0,0,,,,,,,,,,,,,,,,,,505,2009-09-30
,,2392,825,6,0,1838,277,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2009-09-30
,,1096,100,15,0,1120,139,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2009-09-30
,,2808,450,350,0,2123,115,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2009-09-30
,,380,0,0,0,380,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1557,2009-09-30
,,15549,19301,480,3512,10419,11139,0,,,0,0,,,,,,,,,,,,,,,,,,1632,2009-09-30
,,1974,172,43,0,1951,192,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2009-09-30
,,4046,270,64,0,3937,225,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2009-09-30
,,216,33,51,0,132,0,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2009-09-30
,,2919,372,114,0,2525,92,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2009-09-30
,,560,27,15,0,558,40,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2009-09-30
,,21165,7055,0,0,18907,4797,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2009-09-30
,,1275,892,147,0,498,262,0,,,0,0,,,,,,,,,,,,,,,,,,2451,2009-09-30
,,62,30,1,0,33,2,0,,,0,0,,,,,,,,,,,,,,,,,,2554,2009-09-30
,,4142,3560,17,0,4064,3499,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2009-09-30
,,489,140,15,0,425,91,0,,,0,0,,,,,,,,,,,,,,,,,,2750,2009-09-30
,,11536,14770,293,0,8610,14623,2486,,,0,0,,,,,,,,,,,,,,,,,,2938,2009-09-30
,,1097,350,218,0,1006,477,0,,,0,0,,,,,,,,,,,,,,,,,,3252,2009-09-30
,,216,570,10,0,318,682,0,,,0,0,,,,,,,,,,,,,,,,,,3458,2009-09-30
,,1622,108,11,0,1565,62,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2009-09-30
,,2297,1300,32,0,1371,406,0,,,0,0,,,,,,,,,,,,,,,,,,3953,2009-09-30
,,2727,1796,109,0,3912,3090,0,,,0,0,,,,,,,,,,,,,,,,,,4138,2009-09-30
,,2148,1421,181,0,1695,1149,0,,,0,0,,,,,,,,,,,,,,,,,,4156,2009-09-30
,,1039,738,72,0,1060,831,0,,,0,0,,,,,,,,,,,,,,,,,,4231,2009-09-30
,,3033,1450,16,0,2539,972,0,,,0,0,,,,,,,,,,,,,,,,,,4437,2009-09-30
,,3584,1254,6,0,3242,918,0,,,0,0,,,,,,,,,,,,,,,,,,4839,2009-09-30
,,10804,9784,0,0,3663,2643,0,,,0,0,,,,,,,,,,,,,,,,,,5005,2009-09-30
,,18204,9000,0,0,9204,0,0,,,0,0,,,,,,,,,,,,,,,,,,5069,2009-09-30
,,3688,1735,15,0,3521,1583,0,,,0,0,,,,,,,,,,,,,,,,,,5135,2009-09-30
,,10994,3550,170,0,7393,119,0,,,0,0,,,,,,,,,,,,,,,,,,5210,2009-09-30
,,2058,1275,178,0,1650,1045,0,,,0,0,,,,,,,,,,,,,,,,,,5331,2009-09-30
,,4441,978,324,0,3471,332,0,,,0,0,,,,,,,,,,,,,,,,,,5461,2009-09-30
,,1266,320,0,0,950,4,0,,,0,0,,,,,,,,,,,,,,,,,,5751,2009-09-30
,,1293,500,7,0,1165,379,0,,,0,0,,,,,,,,,,,,,,,,,,6039,2009-09-30
,,432,45,16,0,402,31,0,,,0,0,,,,,,,,,,,,,,,,,,6141,2009-09-30
,,4435,6300,412,0,4564,6841,0,,,0,0,,,,,,,,,,,,,,,,,,6329,2009-09-30
,,22700,9069,1239,0,32112,19720,0,,,0,0,,,,,,,,,,,,,,,,,,6972,2009-09-30
,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,7009,2009-09-30
,,713,153,27,0,749,216,0,,,0,0,,,,,,,,,,,,,,,,,,7045,2009-09-30
,,192,0,2,0,204,14,0,,,0,0,,,,,,,,,,,,,,,,,,7157,2009-09-30
,,426,99,6,0,321,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7456,2009-09-30
,,2226,2545,22,0,782,1123,0,,,0,0,,,,,,,,,,,,,,,,,,7634,2009-09-30
,,900,12,54,0,852,18,0,,,0,0,,,,,,,,,,,,,,,,,,8033,2009-09-30
