RCFDJJ03,RCONJJ03,RIAD3123,RIAD4230,RIAD4605,RIAD5523,RIADB522,RIADC079,RIADC233,RIADC389,RIADC390,RIADC435,RIADC781,RIADJH88,RIADJH89,RIADJH90,RIADJH91,RIADJH92,RIADJH93,RIADJH94,RIADJH95,RIADJH96,RIADJH97,RIADJH98,RIADJH99,RIADJJ00,RIADJJ01,RIADJJ02,RIADMG93,RIADMG94,IDRSSD,RCON9999
,,1061,75,9,0,988,11,0,,,0,0,,,,,,,,,,,,,,,,,,37,2015-06-30
,,197,0,9,0,189,1,0,,,0,0,,,,,,,,,,,,,,,,,,242,2015-06-30
,,842,187,17,0,733,95,0,,,0,0,,,,,,,,,,,,,,,,,,279,2015-06-30
,,184,0,3,0,181,0,0,,,0,0,,,,,,,,,,,,,,,,,,354,2015-06-30
,,494,0,5,0,489,0,0,,,0,0,,,,,,,,,,,,,,,,,,457,2015-06-30
,,4169,60,10,0,4193,94,0,,,0,0,,,,,,,,,,,,,,,,,,505,2015-06-30
,,2081,458,54,0,2022,453,0,,,0,0,,,,,,,,,,,,,,,,,,1155,2015-06-30
,,1317,135,7,0,1300,125,0,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2015-06-30
,,2870,60,64,0,2902,156,0,,,0,0,,,,,,,,,,,,,,,,,,1454,2015-06-30
,,498,78,1,0,434,15,0,,,0,0,,,,,,,,,,,,,,,,,,1557,2015-06-30
,,2869,64,18,0,2898,111,0,,,0,0,,,,,,,,,,,,,,,,,,1669,2015-06-30
,,3582,175,207,0,3547,347,0,,,0,0,,,,,,,,,,,,,,,,,,1829,2015-06-30
,,1046,0,3,0,1043,0,0,,,0,0,,,,,,,,,,,,,,,,,,1856,2015-06-30
,,3594,60,40,0,3495,1,0,,,0,0,,,,,,,,,,,,,,,,,,2040,2015-06-30
,,755,4,1,0,758,8,0,,,0,0,,,,,,,,,,,,,,,,,,2161,2015-06-30
,,30620,-40,0,0,31036,376,0,,,0,0,,,,,,,,,,,,,,,,,,2376,2015-06-30
,,177,12,0,0,165,0,0,,,0,0,,,,,,,,,,,,,,,,,,2554,2015-06-30
,,3598,450,92,0,3508,452,0,,,0,0,,,,,,,,,,,,,,,,,,2732,2015-06-30
,,630,-90,0,0,720,0,0,,,0,0,,,,,,,,,,,,,,,,,,2750,2015-06-30
,,3392,331,0,0,3760,699,0,,,0,0,,,,,,,,,,,,,,,,,,3177,2015-06-30
,,2811,450,188,0,2444,271,0,,,0,0,,,,,,,,,,,,,,,,,,3252,2015-06-30
,,320,35,1,0,322,38,0,,,0,0,,,,,,,,,,,,,,,,,,3458,2015-06-30
,,1701,6,51,0,1645,1,0,,,0,0,,,,,,,,,,,,,,,,,,3720,2015-06-30
,,10919,2,586,0,11331,1000,0,,,0,0,,,,,,,,,,,,,,,,,,3971,2015-06-30
,,1969,60,78,0,1854,23,0,,,0,0,,,,,,,,,,,,,,,,,,4156,2015-06-30
,,757,110,14,0,679,46,0,,,0,0,,,,,,,,,,,,,,,,,,4231,2015-06-30
,,1978,-137,176,0,2016,77,0,,,0,0,,,,,,,,,,,,,,,,,,4437,2015-06-30
,,4884,1050,29,0,5323,1518,0,,,0,0,,,,,,,,,,,,,,,,,,4839,2015-06-30
,,11800,-530,0,0,12330,0,0,,,0,0,,,,,,,,,,,,,,,,,,5069,2015-06-30
,,4025,35,9,0,4039,58,0,,,0,0,,,,,,,,,,,,,,,,,,5135,2015-06-30
,,14865,0,371,0,15172,678,0,,,0,0,,,,,,,,,,,,,,,,,,5210,2015-06-30
,,5632,0,71,0,5608,47,0,,,0,0,,,,,,,,,,,,,,,,,,5461,2015-06-30
,,1425,32,27,0,1381,15,0,,,0,0,,,,,,,,,,,,,,,,,,5751,2015-06-30
,,903,30,5,0,962,94,0,,,0,0,,,,,,,,,,,,,,,,,,6039,2015-06-30
,,425,30,49,0,377,31,0,,,0,0,,,,,,,,,,,,,,,,,,6141,2015-06-30
,,5517,1800,386,0,6539,3208,0,,,0,0,,,,,,,,,,,,,,,,,,6329,2015-06-30
,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,7009,2015-06-30
,,1311,160,15,0,1155,19,0,,,0,0,,,,,,,,,,,,,,,,,,7045,2015-06-30
,,1567,455,66,0,1534,488,0,,,0,0,,,,,,,,,,,,,,,,,,7072,2015-06-30
,,240,0,2,0,239,1,0,,,0,0,,,,,,,,,,,,,,,,,,7157,2015-06-30
,,649,73,0,0,576,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7456,2015-06-30
