"IDRSSD"	RIAD4097	RIAD4235	RIAD4239	RIAD4341	RIAD4797	RIAD4843	RIAD4844	RIAD4845	RIAD4846	RIADB523	RIADB524	RIADB525	
	NON INT INCM OF INTL BUSINESS	PROV FOR LOAN LOSS, INTL BUSINESS	NON-INT EXPENSE, INTL BUSINESS	NET INCM ATTRIB TO INTL BUSINESS	INCOME TAX ATTRIB TO INTL BUSINESS	NET NON-INT INC(EXP) ATTRIB TO INT O	EST PRETAX INC ATTRIG TO INT OPR	ADJ TO PRETAX INC FOR INTERNAL ALLOC	EST PRETAX INC ATTRIB TO INT OPR AFT	GROSS INTEREST INCOME (INTERNL OPER)	GROSS INTEREST EXPENSE (INTERNL OPER	NET INTEREST INCOME (INTERNATL OPER)	
896258													
896427													
896566													
896856													
897237													
897273													
897330													
897433													
897451													
897648													
897657													
897853													
898010													
898140													
898458													
898533													
898627													
898850													
899008													
899156													
899343													
899370													
899428													
899455													
899642													
899651													
899736													
899754													
900034													
900137													
900146													
900258													
900306													
900454													
900502													
901134													
901358													
901451													
901844													
901938													
901956													
902645													
902672													
903062													
903240													
903455													
903558													
903754													
903950													
904171													
904201													
904359													
904425													
904667													
904845													
904957													
905356													
906063													
906241													
906410													
906559													
906652													
907257													
907444													
907547													
907958													
908450													
908553													
908759													
908861													
909055													
909541													
909756													
910042													
910118													
910239													
910314													
910350													
910659													
911160													
911339													
911405													
911740													
911759													
911807	0	0	0	0	0	0	0	0	0	0	0	0	
911825													
912055													
912242													
912550													
912578													
912756													
912943													
913034													
913146													
913203													
913267													
913436													
913520													
913641													
913753													
913838													
913856													
913940													
914237													
914330													
914349													
914545													
914648													
914853													
914956													
915056													
915065													
915252													
915261													
915645													
915935													
916147													
916259													
916343													
916745													
916857													
917032													
917050													
917331													
917359													
917452													
917500													
917555													
917630													
917742													
917854													
918132													
918150													
918356													
918459													
918477													
918655													
918918	9038	0	0	17066	12359	9038	29425	0	29425	32316	11929	20387	
918954													
919241													
919308													
919344													
919456													
919568													
919652													
919755													
919858													
919942													
920050													
920210													
920274													
920359													
920733													
920854													
920975													
921039													
921655													
921833													
921842													
921936													
922157													
922344													
922456													
922559													
922728	6761	2	36034	-21187	-995	-29275	-22182	0	-22182	14904	7811	7093	
922924													
923257													
923350													
923707													
923743													
923752													
923855													
923949													
924058													
924236													
924254													
924348													
924357													
924553													
924656													
924759													
924843													
924937													
925037													
925055													
925354													
925411	0	0	0	-1101	-761	0	-1862	0	-1862	0	1862	-1862	
925439													
925653													
925710													
925840													
925859													
926155													
926203													
926342													
926360													
926632													
926650													
926959													
927134													
927255													
927479													
928038													
928056													
928421													
928618													
928645													
929044													
929352													
929802													
929932													
930358													
930442													
930853													
930965													
931038													
931047													
931159													
931270													
931319													
931355													
931458													
931654													
931766													
931944													
932062													
932277													
932633													
932642													
932745													
932978													
933023													
933041													
933135													
933256													
933340													
933377													
933621													
933863													
933957													
933966													
933975													
934075													
934114													
934329	100921	2426	113094	-12994	-6400	-14599	-19394	0	-19394	65593	70387	-4795	
934646													
934954													
935111													
935250													
935308													
935559													
935634													
935719													
935858													
936136													
936426													
936462													
936556													
936640													
936837													
936855													
937339													
937553													
937674													
937740													
937759													
937834													
937843													
938233													
938354													
938523													
938550													
938644													
938653													
938840													
938859													
939155													
939249													
939351													
939753													
939959													
940021													
940311	238000	71000	494000	265000	50000	-327000	315000	0	315000	891000	249000	642000	
940674													
940731													
940852													
940955													
941233													
941457													
941541													
941804													
941952													
942258													
942454													
942539													
942838													
942847													
942874													
942959													
943059													
943068													
943143													
943152													
943255													
943675													
943853													
944047													
944337													
944355													
944551													
944627													
944739													
944748													
944841													
944935													
945026													
945053													
945343													
945941													
945950													
945969													
946171													
946461													
946555													
947150													
947178													
947525													
947543													
947628													
947655													
947749													
947776													
947842													
948036													
948250													
948278													
948531													
948643													
948951													
949154													
949257													
949305													
949453													
949556													
949752													
949949													
950141													
950356													
950365													
950758													
950936													
951102													
951371													
951456													
952172													
952257													
952453													
952547													
952846													
953357													
953450													
953535													
953843													
953852													
953955													
954158													
954251													
954279													
954457													
954550													
954653													
955052													
955548													
955605													
955623													
955753													
955940													
955959													
956134													
956152													
956255													
956358													
956376													
956527													
956554													
956750													
956938													
956956													
957047													
957056													
957159													
957551													
957757													
958053													
958204													
958231													
958558													
958727													
958763													
959256													
959443													
959630													
959658													
959715													
959779													
959854													
960047													
960159													
960430													
960533													
960551													
960560													
960609													
960748													
960841													
960935													
961259													
961343													
961400													
961446													
961811													
962256													
962265													
962313													
962854													
962966													
963002													
963543													
963730													
963945													
963954													
964157													
964250													
964344													
964353													
964643													
964700													
965051													
965220													
965800													
965855													
966245													
966254													
966348													
966357													
966656													
966722													
966731													
966919													
966946													
967046													
967411													
967877													
967943													
967952													
968155													
968249													
968351													
968436													
968557													
968605	13718	0	8189	8653	7079	5529	15732	0	15732	17272	7069	10203	
968744													
969059													
969255													
969349													
969424													
969639													
969723													
969741													
969844													
969956													
970055													
970233													
971379													
971472													
971959													
972143													
972237													
972406													
972648													
972732													
972750													
972769													
972862													
972956													
973056													
973140													
973252													
973364													
974213													
974259													
974343													
974558													
974754													
974866													
975153													
975256													
975452													
975555													
975751													
975854													
975911													
976057													
976226													
976347													
976534													
976552													
976703													
976842													
976954													
977036													
977045													
977250													
977616													
977652													
977942													
977951													
978051													
978118													
978154													
978239													
978323													
978369													
978417													
978622													
978659													
979133													
979151													
979357													
979629													
979759													
980045													
980157													
980344													
980353													
980438													
980531													
980634													
980661	0	0	0	0	0	0	0	0	0	0	0	0	
980951													
980960													
981350													
981453													
981855													
982142													
982151													
982263													
982348													
982553													
982731													
982937													
983055													
983130													
983158													
983215													
983448	0	0	0	0	0	0	0	0	0	0	0	0	
983457													
983550													
984258													
984351													
984379													
984454													
984557													
984650													
984856													
985451													
985554													
985620													
985657													
985844													
985956													
986159													
986551													
986739													
986757													
986850													
986935													
987053													
987231													
987259													
987352													
987651													
987848													
988144													
988153													
988229													
988256													
988452													
988658													
988845													
988957													
989141													
989347													
989356													
989534													
989655													
989730													
989758													
989851													
990053													
990352													
990642													
991041													
991135													
991340													
991359													
991555													
991621													
991854													
992057													
992758													
992851													
993250													
993335													
993353													
993652													
994435													
994565													
994716													
995076													
995450													
995517													
995571													
995674													
995955													
996251													
996260													
996457													
996466													
996840													
997052													
997155													
997333													
997472	0	0	0	0	0	0	0	0	0	0	0	0	
997557													
997650													
997847													
997856													
998358													
998554													
998648													
998657													
998750													
998844													
998974													
999355													
999430													
999663													
999935													
1000052													
1000100													
1000276													
1000409													
1000511													
1000557													
1000641													
1000726													
1000856													
1000959													
1001059													
1001152													
1001273													
1001451													
1001639													
1001648													
1001705													
1001817													
1001853													
1002355													
1002373													
1002430													
1002458													
1002618													
1002850													
1002878													
1002953													
1003455													
1003549													
1003558													
1003606													
1003839													
1003848													
1003950													
1004238													
1004256													
1004265													
1004368													
1004470													
1005440													
1005459													
1005552													
1005655													
1005758													
1005851													
1005860													
1006148													
1006157													
1006344													
1006513													
1006559													
1006577													
1006652													
1006670													
1006858													
1006951													
1007015													
1007051													
1007145													
1007154													
1007417													
1007659													
1007734													
1007752													
1007819													
1007846													
1007930													
1007958													
1008076													
1008133													
1008151													
1008209													
1008432													
1008450													
1008553													
1008647													
1008674													
1008731													
1008955													
1009055													
1009242													
1009354													
1009420													
1009541													
1009756													
1009804													
1009813													
1009831													
1009840													
1009952													
1010015													
1010051													
1010471													
1010930													
1011432													
1011526													
1011553													
1011638													
1011656													
1011740													
1011852													
1011955													
1012055													
1012251													
1012354													
1012457													
1012671													
1012859													
1013070													
1013650													
1013735													
1013744													
1013753													
1013856													
1014040													
1014059													
1014125													
1014246													
1014255													
1014376													
1014451													
1014554													
1014657													
1014675													
1014778													
1014844													
1014853													
1014956													
1014965													
1015056													
1015177													
1015243													
1015252													
1015458													
1015467													
1015560													
1015832													
1015841													
1015850													
1016062													
1016231													
1016259													
1016558													
1016718													
1016754													
1016848													
1016857													
1016941													
1017032													
1017256													
1017274													
1017425													
1017555													
1017564													
1017658													
1017854													
1017939													
1017957													
1018927													
1156221													
1156388													
1156397													
1156539													
1156874													
1157219													
1157415													
1158832													
1158878													
1159996													
1160152	0	618	923	-750	-386	-1541	-1136	0	-1136	405	0	405	
1160161	0	0	0	0	0	0	0	0	0	0	0	0	
1160509													
1160732													
1160853													
1161029													
1161216													
1162017													
1162099													
1162147													
1162530													
1162558													
1163153													
1164329													
1164347													
1164730													
1165531													
1165540													
1166060													
1166435													
1166453													
1167393													
1167889													
1169650													
1169913													
1176881													
1176920													
1186956													
1186965													
1187001													
1187029													
1187391													
1187494													
1187551													
1187896													
1188772													
1188987													
1189041													
1189993													
1190001													
1190074													
1190476													
1191352													
1191446													
1191482													
1193543													
1198605													
1198614													
1198641													
1211371													
1212846													
1213768													
1213777													
1215726													
1216059													
1216291													
1216321													
1216808													
1216826													
1216974													
1216992													
1218165													
1218446													
1219144													
1219591													
1221558													
1222519													
1222948													
1224812													
1225033													
1225752													
1225761													
1225798													
1225800													
1228034													
1228249													
1229198													
1229228													
1229424													
1293078													
1349890													
1356115													
1356526													
1356535													
1356768													
1356852													
1357466													
1358696													
1362246													
1363270													
1366909													
1367858													
1369870													
1377521													
1386251													
1390324													
1391170													
1391415													
1391778													
1392542													
1393624													
1394621													
1394676	0	0	0	0	0	0	0	0	0	0	0	0	
1396483													
1396652													
1396700													
1396764													
1397190													
1397471													
1398580													
1399916													
1401387													
1401529													
1401547													
1401631													
1401686													
1401891													
1401903													
1402384													
1402405													
1402610													
1402629													
1402638													
1404463													
1404481													
1404847													
1404883													
1404940													
1406980													
1407512													
1407521													
1407530													
1407932													
1408069													
1411032													
1412598													
1412619													
1412712													
1413090													
1413139													
1414819													
1416327													
1417557													
1418255													
1419234													
1421040													
1421095													
1421161													
1422980													
1427770													
1429028													
1434826													
1435092													
1435412													
1436071													
1436204													
1436473													
1437199													
1438217													
1438589													
1439054													
1439456													
1440117													
1441600													
1442661													
1443266													
1444021													
1444580													
1445037													
1445121													
1445943													
1447639													
1447853													
1448636													
1450620													
1451636													
1456501													
1457003													
1458608													
1458989													
1459034													
1459191													
1459575													
1459717													
1459735													
1459799													
1460290													
1462986													
1463086													
1463705													
1463983													
1464122													
1466489													
1469211													
1469677													
1470150													
1471577													
1473496													
1474309													
1478222													
1478231													
1478307													
1479470													
1479630													
1479667													
1479676													
1480207													
1481745													
1481754													
1484595													
1492817													
1494240													
1494482													
1494914													
1495331													
1496150													
1516348													
1516423													
1629903													
1718188													
1718517													
1819366													
1820979													
1821976													
1824285													
1824324													
1826382													
1830035	1033553	216555	977040	128011	63992	-160042	394012	-202009	192003	824815	270761	554054	
1836701													
1841536													
1842065													
1852381													
1852569													
1853856													
1857087													
1857377													
1861927													
1862719													
1863097													
1863275													
1864197													
1864375													
1864601													
1864629													
1865091													
1865680													
1865961													
1866726	663	21	1382	217	124	-740	341	0	341	3292	2211	1081	
1866762													
1867983													
1871122													
1872941													
1872996													
1874936													
1877665													
1879016													
1879043													
1882070													
1885848													
1885932													
1887495													
1887516													
1890374													
1890525													
1890598													
1892154													
1893263													
1893272													
1897168													
1897270													
1898419													
1899902													
1900675													
1901243													
1904020													
1904673													
1906172													
1907599													
1908082													
1914421													
1916612													
1916751													
1917301													
1918344													
1928754													
1929247													
1931941													
1933927													
1936320													
1940747													
1945247													
1954294													
1962888													
1972298													
1973129													
1977248													
1978535													
1990751													
1992513													
1994124													
1996762													
1998775													
2002222													
2006024													
2007991													
2008608													
2009605													
2010722													
2017570													
2019453													
2033123													
2033806													
2035716													
2037185													
2038717													
2044811													
2044820													
2045694													
2047504													
2051127													
2059758													
2060110													
2068107													
2068134													
2074256													
2078290													
2085177													
2087845													
2107341													
2108348													
2110640													
2111553													
2114282													
2119773													
2121196													
2122997													
2123930													
2129008													
2132594													
2132941													
2140348													
2142016													
2142155													
2145389													
2146023													
2158389													
2160654													
2164111													
2171100													
2187101													
2190521													
2194426													
2197098													
2199252													
2203355													
2209553													
2218425													
2232757													
2233875													
2235244													
2236821													
2239288													
2243977													
2249175													
2250108													
2253725													
2253891	565168	69950	537297	106103	49893	-42079	155996	0	155996	308739	110664	198075	
2254656													
2262718													
2262763													
2263313													
2264075													
2265335													
2265456													
2267683													
2267991													
2269847													
2270601													
2270795													
2271523													
2273385													
2280552													
2281371													
2285708													
2286554													
2289537													
2290122													
2290887													
2292368													
2297073													
2297998													
2298995													
2301840													
2301952													
2302379													
2303086													
2304234													
2304382													
2304636													
2305969													
2307271													
2308326													
2316714													
2317645													
2317672													
2319676													
2328137													
2328230													
2328249													
2328285													
2329200													
2330895													
2331838													
2332602													
2332666													
2332808													
2332910													
2333140													
2333298													
2333412													
2337335													
2339535													
2339599													
2339795													
2339900													
2339964													
2340193													
2340205													
2342160													
2343167													
2344753													
2347044													
2349301													
2349459													
2352235													
2352507													
2352815													
2353595													
2354314													
2354323													
2354387													
2354985													
2356064													
2356091													
2356336													
2356710													
2358769													
2360904													
2361901													
2362074													
2362168													
2362458													
2366924													
2370994													
2371508													
2371816													
2372774													
2374901													
2376464													
2380470													
2380993													
2382308													
2383882													
2383903													
2385149													
2385514													
2388784													
2389820													
2389857													
2389884													
2390929													
2391252													
2391494													
2391588													
2392950													
2396547													
2396583													
2396592													
2396604													
2397713													
2398596													
2398701	1962	-121	2611	-552	-284	-528	-836	0	-836	1373	1681	-308	
2399119													
2409997													
2412072													
2413510													
2428381													
2433451													
2434113													
2435615													
2435660													
2443478													
2443535													
2445052													
2446152													
2450711													
2451240													
2451482													
2453132													
2454607													
2454867													
2458119													
2459992													
2461641													
2465881													
2466712													
2467670													
2468097													
2470858													
2471239													
2472508													
2473354													
2474940													
2479310													
2479477													
2479927													
2480503													
2480512													
2480790													
2481180													
2481210													
2482169													
2482374													
2482824													
2482851													
2483120													
2483362													
2483438													
2485544													
2488956													
2490285													
2491291													
2493110													
2493697													
2494742													
2496081													
2497181													
2497190													
2498786													
2500773													
2502610													
2502656													
2502825													
2503091													
2503185													
2503345													
2505424													
2505451													
2505460													
2505787													
2506056													
2506328													
2506757													
2507802													
2508126													
2508359													
2508751													
2512347													
2512440													
2514547													
2514837													
2515320													
2515441													
2516327													
2516626													
2517182													
2518497													
2519001													
2522681													
2524797													
2525860													
2528656													
2529176													
2529644													
2531496													
2531562													
2531991													
2532082													
2532662													
2532961													
2533043													
2533119													
2534086													
2535551													
2535560													
2536633													
2538842													
2539081													
2539960													
2540537													
2544991													
2550095													
2552099													
2557151													
2558176													
2558185													
2558970													
2559520													
2560526													
2562137													
2562164													
2562230													
2562838													
2567123													
2568120													
2571081													
2572109													
2574327													
2575155													
2575717													
2576134													
2576143													
2576198													
2576433													
2577243													
2577739													
2578240													
2578491													
2578727													
2579069													
2580243													
2580506													
2580645													
2581558													
2581905													
2582023													
2582032													
2582591													
2583347													
2583721													
2586281													
2586302													
2587916													
2587998													
2594240													
2594400													
2594419													
2594428													
2595461													
2595649													
2595975													
2596262													
2596619													
2596637													
2596646													
2596785													
2597223													
2597698													
2598275													
2598396													
2599478													
2600039													
2602220													
2602800													
2602828													
2603629													
2604514													
2605566													
2606460													
2607225													
2607382													
2607412													
2607449													
2607467													
2608754													
2608790													
2608905													
2610784													
2613516													
2614018													
2614344													
2615190													
2615220													
2616076													
2618276													
2618726													
2618780	0	0	0	0	0	0	0	0	0	0	0	0	
2619572													
2619714													
2619732													
2620439													
2621285													
2621306													
2621342													
2621379													
2621931													
2621940													
2622161													
2622198													
2623346													
2623494													
2624400													
2624651													
2625724													
2626794													
2626815													
2630782													
2631172													
2631314													
2631323													
2631408													
2631846													
2632599													
2634191													
2634351													
2634735													
2635077													
2635901													
2636074													
2636083													
2640530													
2640594													
2641827													
2642598													
2643438													
2643595													
2645106													
2646327													
2646523													
2646813													
2648330													
2648376													
2648460													
2649122													
2649177													
2650333													
2651675													
2651899													
2652092													
2654818													
2655495													
2657855													
2661861													
2661898													
2665841													
2666400													
2667911													
2667920													
2667939													
2667957													
2668459	0	0	0	0	0	0	0	0	0	0	0	0	
2668570													
2668598													
2671093													
2671105													
2678449													
2679709													
2679839													
2683014													
2683555													
2684132													
2684552													
2685241													
2685504													
2685764													
2686136													
2686211													
2686529													
2686828													
2687133													
2687487													
2687919													
2688390													
2688448													
2688895													
2689128													
2689191													
2689463													
2692418													
2692753													
2692762													
2693264													
2693693													
2694430													
2694681													
2694935													
2694944													
2696180													
2697963													
2698438													
2698492													
2699109													
2699631													
2700322													
2700984													
2701767													
2702764													
2704188													
2705121													
2705895													
2706016													
2708122													
2710554													
2710705													
2712978													
2713461													
2713555													
2713582													
2714217													
2714570													
2716088													
2716163													
2716613													
2716622													
2716828													
2717012													
2717151													
2718297													
2718345													
2718596													
2719427													
2719810													
2720946													
2721103													
2721475													
2721747													
2721765													
2721877													
2722173													
2722922													
2723068													
2723581													
2723666													
2724757													
2724766													
2726050													
2726416													
2726443													
2727431													
2727619													
2727673													
2727990													
2728111													
2728661													
2729314													
2729604													
2729770													
2729846													
2730356													
2730431													
2730477													
2731876													
2732565													
2733263													
2733348													
2734729													
2735137													
2735173													
2735191													
2735324													
2735913													
2735959													
2736219													
2736291													
2736349													
2736442													
2736451													
2736714													
2736732													
2737029													
2737038													
2737551													
2737775													
2737841													
2737980													
2738857													
2742153													
2742210													
2743244													
2744063													
2744782													
2745426													
2745565													
2745743													
2746227													
2746245													
2746263													
2746348													
2747242													
2747279													
2747420													
2747466													
2747587													
2748502													
2748650													
2749059													
2750448													
2750699													
2751007													
2751388													
2751593													
2751977													
2753588													
2753917													
2754389													
2755733													
2756730													
2756749													
2756767													
2756785													
2756909													
2757205													
2757586													
2757906													
2757951													
2758024													
2758613													
2759629													
2760102													
2760232													
2761275													
2761912													
2761930													
2761967													
2762638													
2764212													
2764258													
2765602													
2765611													
2767763													
2769383													
2769570													
2769589													
2769954													
2769972													
2771694													
2771797													
2772888													
2773867													
2774707													
2775151													
2775179													
2775692													
2777070													
2777472													
2777650													
2781152													
2782337													
2783660													
2783736													
2783772													
2785477													
2785637													
2785646													
2787770													
2788656													
2789457													
2791003													
2791076													
2791085													
2791281													
2791508													
2791517													
2791795													
2792064													
2792466													
2793155													
2793593													
2793883													
2794732													
2796017													
2796277													
2796295													
2796615													
2797153													
2797162													
2797171													
2797210													
2797359													
2797724													
2798897													
2799250													
2799399													
2799803													
2800026													
2800491													
2802664													
2802945													
2803223													
2803830													
2804284													
2804864													
2804882													
2804891													
2804903													
2805441													
2805535													
2805928													
2806091													
2806112													
2806626													
2806635													
2806840													
2807173													
2808358													
2808602													
2808723													
2808787													
2808808													
2809935													
2810007													
2811086													
2813491													
2813790													
2814210													
2815262													
2815879													
2816474													
2817323													
2817677													
2817837													
2818731													
2819103													
2820604													
2822363													
2823221													
2823230													
2824657													
2826017													
2826316													
2828794													
2830135													
2830537													
2831619													
2833181													
2833882													
2834179													
2834759													
2835103													
2835626													
2835756													
2836306													
2837059													
2837077													
2837189													
2837200													
2837406													
2838207													
2839053													
2839790													
2841047													
2841702													
2843706													
2843724													
2845166	16807	45	10441	4114	2608	6321	6722	0	6722	482	81	401	
2845205													
2845755													
2845782													
2846051													
2846444													
2846453													
2846574													
2847085													
2847142													
2847432													
2847553													
2847900													
2848037													
2848055													
2848493													
2848671													
2848756													
2848895													
2849212													
2849285													
2849605													
2849801													
2849829													
2850535													
2850722													
2850768													
2851028													
2851185													
2853349													
2853358													
2854113													
2854140													
2854494													
2855071													
2855156													
2855307													
2855633													
2855866													
2855884													
2855893													
2855914													
2855950													
2855978													
2856032													
2856395													
2856500													
2856685													
2856694													
2856939													
2857600													
2857794													
2857806													
2858205													
2858492													
2858858													
2858960													
2859118													
2859574													
2859903													
2860039													
2860066													
2860271													
2860440													
2860628													
2861317													
2864729													
2866255													
2866385													
2867056													
2867337													
2868259													
2868352													
2869162													
2869180													
2869199													
2869667													
2870430													
2871099													
2871558													
2872340													
2872845													
2873075													
2873860													
2873981													
2874634													
2875592													
2876311													
2876889													
2877345													
2877484													
2877831													
2877840													
2877886													
2879992													
2880019													
2881593													
2882125													
2882983													
2883001													
2883038													
2883047													
2883971													
2883980													
2885171													
2886178													
2886187													
2887335													
2887399													
2887661													
2888604													
2888789													
2889227													
2893831													
2895835													
2896216													
2896298													
2896430													
2897400													
2897503													
2897633													
2897736													
2897754													
2897763													
2900092													
2901343													
2901558													
2901688													
2902041													
2903123													
2904344													
2904849													
2905163													
2905538													
2905565													
2905604													
2905613													
2905761													
2906311													
2907019													
2907046													
2907309													
2907439													
2907484													
2907493													
2907943													
2908575													
2908641													
2910121													
2910194													
2911128													
2911511													
2911856													
2911865													
2911986													
2912367													
2912750													
2913346													
2913551													
2913702													
2913887													
2914361													
2914718													
2914727													
2914820													
2914905													
2915126													
2915461													
2915797													
2916365													
2916879													
2916963													
2917184													
2919076													
2919423													
2919898													
2920287													
2920737													
2920773													
2921211													
2921592													
2921622													
2922339													
2922674													
2924128													
2925620													
2925666													
2925723													
2927615													
2928733													
2929075													
2929253													
2929392													
2931603													
2934903													
2934930													
2935423													
2936840													
2938143													
2938198													
2938769													
2939001													
2939038													
2939391													
2941068													
2941509													
2942524													
2942690													
2942814													
2942823													
2943389													
2943615													
2944108													
2944715													
2947556													
2948049													
2948058													
2948423													
2948450													
2949073													
2949514													
2949710													
2950604													
2950668													
2950677													
2951683													
2953418													
2954059													
2954497													
2955458													
2957014													
2957667													
2958048													
2958972													
2960331													
2960434													
2960555													
2960742													
2960788													
2961703													
2961776													
2962652													
2963266													
2963275													
2963547													
2963864													
2966614													
2967349													
2967796													
2970657													
2972839													
2973041													
2975269													
2975625													
2976042													
2978297													
2980209													
2981813													
2981822													
2986304													
2989006													
2992350													
2994493													
2995904													
2996536													
2997216													
2997748													
2997926													
2998576													
2998660													
2999845													
3004803													
3005097													
3008306													
3009778													
3010000													
3010318													
3010363													
3013823													
3015939													
3016347													
3017737													
3018538													
3019982													
3020193													
3020447													
3020746													
3021435													
3022076													
3022610													
3023493													
3023701													
3025134													
3025406													
3025929													
3027053													
3027174													
3027763													
3028087													
3028902													
3029589													
3030697													
3030969													
3032301													
3032833													
3034257													
3034695													
3035245													
3035759													
3037874													
3039636													
3040379													
3041349													
3041358													
3041974													
3041983													
3042234													
3043651													
3044500													
3044818													
3045299													
3045383													
3047314													
3047659													
3048067													
3048487													
3048861													
3048982													
3049514													
3049635													
3049653													
3049699													
3049701													
3049729													
3051021													
3051432													
3052813													
3057818													
3058114													
3058329													
3058619													
3058842													
3066025													
3066155													
3067929													
3068579													
3069343													
3069660													
3070545													
3071083													
3071391													
3072053													
3072129													
3073199													
3075278													
3075474													
3076163													
3076190													
3076220													
3076248													
3076284													
3076453													
3076604													
3077629													
3077937													
3080852													
3082052													
3083741													
3085240													
3086256													
3086265													
3089752													
3090310													
3090338													
3090833													
3093964													
3095641													
3097243													
3101654													
3101775													
3102530													
3102893													
3103591													
3105308													
3108907													
3109043													
3109146													
3109397													
3109584													
3110197													
3112070													
3115129													
3115277													
3116274													
3116519													
3116809													
3117431													
3118447													
3119163													
3119378													
3120039													
3120646													
3120897													
3121045													
3121072													
3121081													
3121308													
3122828													
3122994													
3123106													
3124149													
3125016													
3125137													
3125315													
3125557													
3125566													
3128174													
3128914													
3128923													
3129902													
3130216													
3130298													
3130999													
3131400													
3132667													
3133011													
3133253													
3133570													
3134250													
3134399													
3134698													
3134885													
3135097													
3135109													
3138146													
3138182													
3139321													
3140260													
3140309													
3140822													
3141726													
3142358													
3143805													
3145162													
3145797													
3145984													
3146150													
3148613													
3149012													
3150205													
3150447													
3150474													
3150586													
3151060													
3151417													
3151837													
3153288													
3153297													
3153626													
3154780													
3155134													
3156122													
3156300													
3157183													
3157697													
3158005													
3158546													
3158863													
3160978													
3161144													
3161993													
3165320													
3165357													
3165599													
3166699													
3166729													
3167883													
3168563													
3170276													
3172038													
3174920													
3175619													
3176812													
3177127													
3177378													
3177426													
3178825													
3179082													
3179729													
3179831													
3180136													
3180752													
3181197													
3182082													
3183584													
3184228													
3184460													
3184693													
3185485													
3185579													
3185896													
3187395													
3187612													
3187630													
3188646													
3188712													
3189063													
3189634													
3192960													
3193462													
3193501													
3194179													
3194638													
3194692													
3195037													
3195064													
3195653													
3195895													
3198421													
3198980													
3199811													
3200034													
3201527													
3201853													
3202702													
3202962													
3203174													
3203996													
3204993													
3205253													
3205909													
3206399													
3206465													
3207444													
3207921													
3208049													
3208441													
3211768													
3211937													
3212149													
3212402													
3213333													
3213735													
3214059													
3214077													
3216017													
3216295													
3216316													
3217117													
3217331													
3217519													
3217957													
3218123													
3219175													
3219214													
3219335													
3220500													
3220818													
3220863													
3221468													
3222175													
3223305													
3223408													
3223417													
3223444													
3223695													
3223800													
3224302													
3224375													
3224478													
3224580													
3225411													
3226856													
3227442													
3228908													
3229811													
3229866													
3229875													
3230732													
3232370													
3233407													
3234598													
3235410													
3235689													
3236396													
3237825													
3239249													
3242575													
3243282													
3247589													
3247598													
3248849													
3249770													
3250114													
3251081													
3252510													
3253571													
3253834													
3254185													
3254297													
3255098													
3257047													
3258286													
3259171													
3261549													
3262788													
3263833													
3263936													
3265257													
3266487													
3266825													
3267185													
3267934													
3268173													
3268249													
3269590													
3269974													
3271007													
3271799													
3273823													
3274709													
3274772													
3275283													
3275939													
3276543													
3277241													
3277876													
3277988													
3278305													
3278387													
3279450													
3279469													
3280625													
3281293													
3281510													
3282012													
3282692													
3282852													
3283372													
3284070													
3284397													
3284780													
3287503													
3287660													
3290231													
3290240													
3293540													
3294583													
3295320													
3296149													
