"IDRSSD"	RIAD4097	RIAD4235	RIAD4239	RIAD4341	RIAD4797	RIAD4843	RIAD4844	RIAD4845	RIAD4846	RIADB523	RIADB524	RIADB525	
	NON INT INCM OF INTL BUSINESS	PROV FOR LOAN LOSS, INTL BUSINESS	NON-INT EXPENSE, INTL BUSINESS	NET INCM ATTRIB TO INTL BUSINESS	INCOME TAX ATTRIB TO INTL BUSINESS	NET NON-INT INC(EXP) ATTRIB TO INT O	EST PRETAX INC ATTRIG TO INT OPR	ADJ TO PRETAX INC FOR INTERNAL ALLOC	EST PRETAX INC ATTRIB TO INT OPR AFT	GROSS INTEREST INCOME (INTERNL OPER)	GROSS INTEREST EXPENSE (INTERNL OPER	NET INTEREST INCOME (INTERNATL OPER)	
411240													
411464													
411512													
411549													
411576													
411624													
411651													
412135													
412153													
412452													
412555													
412667													
412751													
412845													
413141													
413208	59408	-4889	80714	126590	72731	-16417	-40767	240088	199321	171848	196198	-24350	
413347													
413543													
413570													
413646													
413730													
413758													
413851													
414102													
414652													
414728													
414764													
414858													
415051													
415855													
416245													
416272													
416339													
416348													
416357													
416656													
416674													
417149													
417158													
417251													
417626													
417710													
417859													
417952													
418100													
418249													
418342													
418436													
418856													
419255													
419406													
419460													
419675													
419947													
420457													
420644													
420653													
420868													
420934													
421155													
421203													
421445													
421539													
421838													
422059													
422116													
422358													
422433													
422657													
422750													
423065													
423074													
423159													
423355	29456	12125	122	19982	9744	17209	29726	0	29726	67206	54689	12517	
423449													
423458													
423636													
423739													
423841													
424035													
424156													
424240													
424343													
424352													
424437													
424633													
425050													
425108													
425818													
425845													
425911													
425957													
425975													
426057													
426141													
426347													
426534													
426758													
426945													
427241													
427353													
427456													
427719													
427858													
427915													
427960													
428033													
428060													
428462													
428547													
428631													
428659													
428855													
428958													
429021													
429526													
429759													
430036													
430054													
430344													
430670													
430858													
431323													
431350													
431743													
431846													
431958													
432012													
432058													
432432													
433158													
433354													
433439													
433505													
433550													
433608													
433859													
433943													
434203													
434539													
435059													
435152													
435255													
435349													
435358													
435666													
435750													
436131													
436159													
436252													
436467													
436542													
436711													
436739													
436823													
436953													
436971													
437044													
437053													
437138													
437231													
437455													
437521													
438050													
438238													
438265													
438434													
438715													
439132													
439338													
439356													
439404													
439459													
439730													
439833													
439860													
440110													
440259													
440352													
440446													
440857													
441050													
441078													
441135													
441256													
441359													
441434													
441630													
442011													
442039													
442057													
442244													
442534													
442655													
442749													
442758													
442776													
442806													
443148													
443205													
443353													
443447													
443625													
443634													
443951													
444051													
444172													
444257													
444350													
444556													
444677													
444958													
445843	0	0	0	0	0	0	0	0	0	0	0	0	
445852													
445955													
446130													
446149													
446336													
446877													
447034													
447070													
447100													
447342													
447351													
447557													
447874													
448040													
448554													
449038													
449430													
449832													
449841													
449850													
449926													
449953													
450034													
450632													
450641													
450650													
450669													
450753													
450856													
450959													
451068													
451246													
451853													
451965	0	0	0	0	0	0	0	0	0	0	0	0	
452104													
452159													
452270													
452739													
452841													
452850													
453026													
453071													
453147													
453446													
453839													
454340													
454434													
454546													
454658													
454742													
455150													
455253													
455365													
455459													
455534	0	0	0	0	0	0	0	0	0	0	0	0	
455552													
455945													
455972													
456045													
456054													
456157													
456250													
456344													
456447													
456456													
456474													
456755													
456858													
456960													
457060													
457220													
457426													
457547													
457659													
457752													
458049													
458142													
458263													
458544													
458553													
458665													
458946													
459046													
459130													
459354													
459372													
459448													
459644													
459671													
460033													
460248													
460332													
460341													
460350													
460556													
460770													
460855													
461058													
461245													
461441													
461870													
462756													
463203													
463342													
463351													
463605													
463650													
463735													
464116													
464255													
464536													
464750													
464853													
464956													
465038													
465243													
465337													
465524													
465542													
465618													
465672													
465757													
465850													
466044													
466240													
466549													
466642													
466754													
466857													
466932													
467144													
467265													
467630													
467658													
467733													
467957													
468655													
468673													
468806													
468954													
469250													
469308													
469362													
469559													
469737													
470032													
470050													
470256													
470434													
470452													
470724													
470836													
471057													
471217													
471749													
471945													
472018													
472045													
472148													
472250													
472335													
472353													
472531													
472616													
472643													
472652													
472858													
472951													
472979													
473042													
473257													
473266													
473341													
473501													
473930													
474058													
474245													
474254													
474348													
474357													
474450													
474544													
474656													
474759													
474825													
474919													
474946													
475046													
475215													
475345													
475354													
475363													
475550													
475653													
475756													
476070													
476276													
476342													
476445													
476454													
476539													
476810	8097000	2412000	8318000	4848000	2114000	-2633000	7056000	-94000	6962000	13975000	4286000	9689000	
476968													
477059													
477303													
477321													
477349													
477376													
477554													
477639													
477648													
477657													
477844													
478140													
478195													
478252													
478430													
478449													
478533													
478542													
478766													
478944													
479053													
479071													
479268													
479446													
479455													
479567													
479754													
479802													
479839													
479914													
479932													
480059													
480228	37716	-118819	467628	-194846	159965	-311093	28939	-63820	-34881	998107	658075	340032	
480246													
480330													
480433													
480563													
480723													
480750													
480817													
480853													
480862													
481140													
481159													
481177													
481225													
481355													
481430													
481542													
481551													
481627													
481748													
481878													
481935													
481944													
482053													
482156													
482370													
482446													
483032													
483274													
483537													
483751													
484057													
484123													
484141													
484422	95000	1000	98000	38000	189000	-4000	227000	0	227000	565000	334000	231000	
484459													
484927													
485054													
485139													
485214													
485353													
485456													
485559													
485652													
485858													
485867													
486248													
486752													
486837													
487142													
487236													
487357													
487843													
488055													
488167													
488318	0	0	0	0	0	0	0	0	0	0	0	0	
488420													
488439													
488653													
488756													
489016													
489128													
489155													
489249													
489548													
489623													
489641													
489735													
489913	0	0	0	0	0	0	0	0	0	0	0	0	
490115													
490179													
490348													
490450													
490535													
490544													
490843													
490937													
490955													
491224													
491251													
491402													
491569													
491653													
491822													
491934													
492650													
492810													
493013													
493077													
493143													
493152													
493741													
493750													
493844													
494168													
494261													
494458													
494654													
495044													
495277													
495352													
495419													
495558													
495857													
496171													
496434													
496845													
496957													
497039													
497404													
497655													
497851													
497954													
497972													
498148													
498317													
498362													
498456													
498531													
498625													
498746													
498942													
499154													
499239													
499453													
499501													
499538													
499743													
499752													
499855													
500050													
500256													
500407													
500658													
501039													
501105													
501132													
501459													
501655													
501758													
501767													
501815													
502111													
502157													
502353													
502447													
502559													
502643													
502652													
502746													
502849													
502858													
503453													
503547													
503640													
504142													
504311													
504450													
504535													
504647													
504713	0	0	0	0	0	0	0	0	0	0	0	0	
505242													
505457													
505550													
505831													
505916													
506052													
506249													
506838													
506922													
507068													
507152													
507330													
507349													
507509													
507947													
508270													
508346													
508355													
508841													
508878													
509138													
509231													
509400													
509642													
509811													
509857													
509950													
510330													
510460													
510648													
510871	0	0	0	0	0	0	0	0	0	0	0	0	
510938													
510947													
511618													
511832													
512839													
513050													
513256													
513322													
513340													
513546													
513854													
513920													
513957													
514048													
514057													
514066													
514132													
514253													
514356													
514440													
514655													
514936													
515054													
515250													
515353													
516042													
516154													
516305													
516855													
517049													
517348													
517357													
517423													
517441													
517834													
518037													
518073													
518279													
518354													
518840													
518877													
518952													
519146													
519267													
519360													
519445													
519874													
520003													
520423													
520777													
521064													
521158													
521251													
521608													
521756													
521804													
521952													
522034													
522043													
522146													
522454													
522557													
522605													
522669													
522753													
522847													
522856													
522959													
523152													
523161													
523648													
523714													
523808													
523974													
524252													
524579													
524757													
524766													
524953													
525053													
525156													
525352													
525446													
525455													
525549													
525950													
526135													
526229													
526452													
526519													
526706													
526751													
526854													
527057													
527459													
527507													
527600													
527730													
527749													
527954													
528102													
528241													
528568													
528616													
528746													
528849													
528858													
528960													
529172													
529341													
529659													
529846													
529855													
529958													
530655													
530703													
530851													
530954													
531157													
531250													
531353													
532042													
532453													
532752													
532864													
533124													
533227													
533535													
533740													
533759													
533852													
533928													
533937													
534055													
534158													
534242													
534345													
534466													
534653													
534756													
534859													
534877													
535034													
535258													
535463													
535641													
535753													
535847													
535856													
535931													
535940													
536059													
536349													
536358													
536479													
536527													
536554													
536853													
537038													
537243													
537355													
537449													
537458													
537551													
537560													
538044													
538222													
538240													
538352													
538754													
538802	0	0	0	0	0	0	0	0	0	0	0	0	
538950													
539032													
539340													
539452													
539667													
539872													
539939													
540056													
540542													
540551													
540739													
540850													
540926													
541035													
541101	930716	0	732810	156992	124103	197906	281095	0	281095	389251	306062	83189	
541231													
541437													
541464													
541642													
541754													
541857													
542153													
542340													
542443													
542528													
542537													
542649													
542667													
542715													
542854													
543066													
543253													
543262													
543338													
543459													
543637													
543945													
544335													
544447													
544652													
544951													
545042													
545154													
545604													
545846													
545855													
546003													
546320													
546432													
546535													
546544													
546647													
547149													
547251													
547279													
547550													
547840													
548052													
548203													
548267													
548351													
548641													
548771													
548829													
548838													
548856													
549358													
549545													
549826													
549862													
550327													
550354													
550448													
550653													
550756													
550952													
551016													
551315													
551454													
551557													
551904													
552059													
552161													
552451													
552545													
552657													
552732													
552956													
552974													
553038													
553766													
553926													
553944													
554268													
554343													
554745													
554848													
554857													
554941													
555005													
555238													
555256													
555658													
555724													
556011													
556459													
556815													
556936													
556945													
557317													
557438													
557858													
557933													
558257													
558462													
558556													
559058													
559553													
559777													
559852													
560214													
560353													
560438													
560830													
561145													
561239													
561574													
561659													
561864													
561958													
562058													
562553													
563233													
563336													
563457													
563756													
563774													
563907													
563934													
564052													
564155													
564324													
564463													
564557													
564678													
564771													
564838													
564856													
565143													
565152													
565536													
565750													
565844													
566056													
566243													
566458													
566551													
566953													
567231													
567240													
567736													
567754													
567905													
568126													
568135													
568144													
568238													
568359													
568443													
568470													
568751													
568854													
568939													
569253													
569422													
569459													
569534													
569730													
569945													
569972													
570231	0	0	0	0	0	0	0	0	0	0	0	0	
570558													
570651													
570745													
570848													
571135													
571153													
571265													
571443													
571920													
571957													
572338													
572347													
572374													
572459													
572655													
572776													
573036													
573335													
573559													
574051													
574556													
574949													
574976													
575133													
575254													
575348													
575375													
575647													
575656													
575759													
575834													
575852													
575955													
576037													
576130													
576354													
576439													
576541													
576608													
576644													
576653													
576710													
576952													
577128													
577137	1871	-672	2257	1108	570	286	1678	0	1678	2917	1525	1392	
577230													
577472													
578116													
578237													
578255													
578554													
578741													
578862													
579140													
579252													
579319													
579364													
579636													
580155													
580548													
580623													
580726													
580847													
581116													
581237													
581358													
582177													
582234													
582579													
582654													
582766													
582953													
583138													
583268													
583352													
583745													
583754													
583905													
583932													
584377													
584724													
584920													
585235													
585749													
586027													
586175													
586205													
586241													
586335													
586858													
586960													
587275													
587350													
587574													
587677													
587743													
587752													
587800													
588058													
588245													
588348													
588441													
588517													
588553													
589158													
589439													
589523													
589943													
590145													
590220													
590248													
590640													
590855													
590949													
591209													
591320													
591357													
591366													
591740													
591825													
591852													
591937													
592439													
592448													
592550													
592644													
592831													
592859													
593007													
593052													
593249													
593333													
593351													
593753													
593771													
593865													
593940													
593977													
594134													
594433													
594451													
594714													
594853													
594938													
594947													
595038													
595337													
595430													
595449													
595560													
595869													
595944													
595953													
596053													
596062													
596156													
596361													
596455													
596642													
596848													
596978													
597041													
597162													
597256													
597313													
597452													
597546													
597555													
597658													
597751													
598002													
598048													
598132													
598374													
598534													
598543													
598646													
598954													
599643													
599755													
599764													
600129													
600419													
600651													
601032													
601041													
601050													
601153													
601416													
601434													
601443													
601564													
601658													
601733													
602048													
602150													
602235													
602356													
602543													
602842													
602851													
603232													
603540													
603559													
603755													
603951													
604024													
604033													
604453													
604547													
604556													
604640													
604734													
605058													
605133													
605610													
605638													
605656													
606046													
606073													
606309													
606653													
607146													
607333													
607511													
607931													
607959													
608358													
608367													
608451													
608844													
608938													
609010													
609373													
609467													
609609													
609618													
609645													
609832													
610052													
610128													
610155													
610164													
610539													
610557													
610623													
610847													
610913													
611031													
611246													
611451													
611639													
612159													
612346													
612364													
612551													
612618													
613008													
613156													
613213													
613222													
613231													
613307													
613334													
613343													
613400													
613464													
613558													
613754													
613839													
613950													
614256													
614313													
614340													
614368													
614751													
614948													
615217													
615253													
615459													
615851													
615954													
616036													
616148													
616410													
616540													
616755													
616849													
617024													
617051													
617145													
617275													
617341													
617538													
617743													
618405													
618544													
618647													
618656													
618740													
618807													
619327													
619457													
619701													
619859													
620015													
620051													
620453													
620752													
620930													
621151													
621245													
621357													
621375													
621432													
621441													
621674													
622037													
622653													
622756													
622774													
622831													
623052													
623258													
623306													
623445													
623454													
623548													
623922													
624152													
624246													
624563													
624648													
624956													
625056													
625065													
625140													
625159													
625355													
625449													
625654													
625757													
625850													
625953													
626101													
626352													
626941													
627108													
627135													
627256													
627377													
627407													
627425													
627658													
627854													
627863													
628039													
628123													
628178													
628235													
628356													
628552													
628730													
629148													
629353													
629522													
629746													
629849													
630041													
630340													
630555													
630658													
630948													
631039													
631150													
631244													
631422													
632139													
632410													
632607													
632858													
633154													
633341													
633501													
633640													
633837													
634272													
634357													
634544													
634656													
634731													
634946													
634955													
635457													
635840													
635859													
635907													
636342													
636575													
636753													
636771													
637451													
637554													
637750													
638047													
638131													
638346													
638355													
638850													
639053													
639343													
639549													
639567													
639633													
639651													
639857													
639950													
640143													
640152													
640246													
640442													
640451													
640554													
640844													
640956													
641047													
641252													
641355													
641364													
641449													
641476													
641579													
641775													
642259													
642370													
642437													
642549													
642839													
642857													
642866													
643274													
643340													
643368													
643452													
643546													
643658													
644057													
644132													
644141													
644178													
644440													
644459													
644600													
644646													
644776													
644842													
644936													
644963													
645054													
645157													
645317													
645465													
645540													
645625													
645661													
645942													
646042													
646145													
646444													
646453													
646471													
646556													
646743													
646837													
646958													
647218													
647245													
647414													
647432													
647759													
647919													
647955													
648055													
648130													
648242													
648251													
648345													
648550													
648952													
649342													
649351													
649445													
649548													
649632													
649650													
649874													
650647													
650674													
650834													
650843													
650955													
651037													
651103													
651121													
651149													
651158													
651354													
651411													
651448													
651457													
651541													
651756													
651859													
651952													
652043													
652351													
652445													
652726													
652753													
652874													
652959													
653134													
653349													
653433													
653611													
653648													
653947													
654047													
654252													
654300													
654542													
654757													
655156													
655530													
655651													
655660													
655839													
655857													
656032													
656153													
656247													
656359													
656470													
656555													
656649													
656658													
656733	0	0	1347	33853	0	-1347	33853	0	33853	35465	265	35200	
656742													
657178													
657365													
657459													
657758													
657767													
657954													
658139													
658157													
658540													
658559													
658924													
659042													
659257													
659341													
659453													
659538													
659556													
659622													
659640													
659734													
659855													
660066													
660253													
660271													
660570													
660655													
660927													
661157													
661223													
661308													
661858													
662350													
662369													
662453													
662556													
662640													
662659													
662770													
662949													
663058													
663245													
663450													
663638													
663647													
663656													
663722													
663768													
663834													
663955													
664206													
664336													
664457													
664653													
664756													
664831													
665052													
665146													
665258													
665865													
665931	0	0	0	0	0	0	0	0	0	0	0	0	
666031	14422	-1550	9294	10885	0	6678	10885	0	10885	8639	4432	4207	
666059													
666273													
666358													
666554													
666657													
666750													
666844													
667029													
667038													
667252													
667346													
667355													
667458													
667524													
667551													
667757													
667832													
667850													
667869													
668053													
668147													
668352													
668745													
668848													
669340													
669359													
669443													
669555													
669751													
670056													
670159													
670421													
670430													
670467													
670551													
670560													
670654													
670748													
670850													
671053													
671147													
671334													
671464													
671558													
671576													
671857													
672041													
672238													
672247													
672359													
672537													
672836													
673132													
673178													
673244													
673431													
673440													
673851													
673909													
673963													
674344													
674513													
674737													
674849													
675042													
675051													
675079													
675239													
675248													
675332	0	0	0	0	0	0	0	0	0	0	0	0	
675341													
675547													
675659													
675855													
675949													
676049													
676151													
676160													
676245													
676432													
676656	0	0	0	0	0	0	0	0	0	0	0	0	
676955													
677354													
677448													
677644													
677756													
678043													
678052													
678070													
678258													
678454													
678557													
678717													
678744													
678931													
679246													
679451													
679648													
679826													
680055													
680130													
680149													
680354													
680457													
680617													
680747													
680813													
680952													
681043													
681249													
682143													
682545													
682563													
682611													
682648													
682732													
683252													
683449													
683814													
684325													
684455													
685023													
685050													
685368													
685407													
685555													
685649													
685658													
685733													
686271													
686440													
686459													
686655													
686758													
686963													
687009													
687054													
687250													
687269													
687474													
687830													
687858													
687951													
688079	0	0	0	0	0	0	0	0	0	0	0	0	
688257													
688453													
688556													
689209													
689302													
689357													
689740													
689759													
689937													
690045													
690773													
691042													
691079													
691145													
691350													
691556													
691743													
691958													
692450													
692478													
692704													
692946													
693224													
693345													
693662													
693952													
694146													
694463													
694771													
694847													
694904													
695134													
695228													
695349													
695545													
695648													
695705													
695732													
695750													
695947													
696047													
696056													
696168													
696430													
696551													
696645													
697035													
697147													
697156													
697231													
697455													
697633													
697754													
697763													
697857													
697950													
697978													
698144													
698229													
698322													
698546													
698649													
698957													
699105													
699132													
699253													
699534													
699552													
700140													
700252													
700337													
700430													
700458													
700672													
700739													
701062													
701222													
701240													
701259													
701651													
701736													
701745													
701839													
701857													
701950													
702050													
702117													
702229													
702359													
702612													
702751													
702836													
702854													
702911													
702966													
703039													
703141													
703310													
703347													
703552													
703767													
704326													
704447													
704559													
704737													
704755													
704906													
704942													
705444													
705453													
705556													
705565													
705958													
706030													
706058													
706151													
706236													
706254													
706450													
706656													
707354													
707372													
707840													
708052													
708137													
708164													
708333													
708379													
708454													
708753													
709031													
709143													
709358													
709451													
709554													
709602													
709639													
709648													
709675													
709956													
710176													
710251													
710859													
711472	1639	324	1485	802	72	-170	874	0	874	1389	345	1044	
711520													
711548													
711753													
711801													
711959													
712031													
712059													
712648													
712750													
712956													
713038													
713047													
713140													
713252													
713926													
714165													
714361													
714437													
714811	0	0	0	0	0	0	0	0	0	0	0	0	
714839													
714978													
715032													
715050													
715144													
715340													
715630													
715751													
715809													
716413													
716440													
716655													
716833													
716851													
716954													
717232													
717513													
717737													
717867													
717924													
718079													
718145													
718275													
718538													
718547													
718556													
718930													
719030													
719441													
719610													
719656													
719955													
719964													
720045													
720157													
720166													
720344													
720465													
720746													
720858													
720951													
721350													
721659													
721752													
721949													
722227													
722432													
722450													
722544													
722816													
723037													
723112													
723158													
723550													
723653													
723710													
723747													
723756													
723822													
723868													
724052													
724230													
724351													
724548													
724744													
724753													
724847													
724940													
725077													
725376													
725732	133	0	6	-259	0	127	-259	0	-259	6	392	-386	
725741													
725844													
725853													
726234													
726355													
726458													
726757													
726953													
727156													
727343													
727455													
727530													
727950													
728452													
728733													
728742													
728779													
728948													
728957													
729011													
729057													
729132	0	0	0	0	0	0	0	0	0	0	0	0	
729310													
729440													
729459													
729637													
729842													
729945													
730213													
730446													
730745													
730754													
730857													
731050													
731247													
731957													
732178													
732253													
732459													
732570													
732637													
732730													
732758													
732918													
732945													
732954													
733045													
733054													
733531													
733540													
733559													
733661													
733755													
733951													
734051													
734248													
734350													
734538													
734565													
734613													
734855													
734949													
735049													
735067													
735142													
735357													
735414													
735441													
735656													
735768													
735852													
736158													
736206													
736448													
736550													
736662													
736877													
737548													
737632													
737753													
737959													
738013													
738040													
738143													
738255													
738303													
738611													
738657													
738769													
739159													
739346													
739355													
739430													
739560													
739832													
739850													
740249													
740258													
740931													
741068													
741152													
741330													
741358													
741639													
741648													
741657													
741844													
741956													
742056													
742355													
742542													
742560	0	0	0	135	0	0	135	0	135	135	0	135	
742636													
742944													
743053													
743455													
743651													
743679													
743857													
743950													
744144													
744238													
744256													
744854													
745150													
745347													
745570													
745646													
745954													
746054													
746157													
746223													
746344													
746429													
746513													
746755													
746942													
747051													
747257													
747435	0	0	0	625	0	0	625	0	625	949	324	625	
747743													
747846													
748254													
748357													
748441													
748647													
748964													
749046													
749121													
749242													
749550													
749635													
749840													
749943													
749952													
750051													
750127													
750154													
750239													
750305													
750341													
750444													
750501													
750846													
750864	4978	151	12128	2191	1494	-7301	3685	0	3685	19364	8378	10986	
751151													
751254													
751656													
751759													
751852													
751955													
752644													
752653													
752831													
752970													
753052													
753324													
753351													
753548													
753641													
753856													
754068													
754246													
754358													
754433													
754536													
754657													
754826													
754853													
754929													
755047													
755056													
755252													
755421													
755458													
755551													
755850													
756316													
756343													
756848													
756950													
757377													
757452													
757612													
757779													
758703													
758721													
758842													
758851													
759045													
759250													
759540													
759625													
760108													
760210													
760331													
760340													
760434													
760649													
760854													
760939													
760957													
761244													
761347													
761459													
761543													
761806													
761833													
761851													
761954													
762045													
762054													
762353													
762447													
762625													
762661													
763211													
763556													
763752													
763930													
764030													
764058													
764067													
764142													
764151													
764414													
764441													
764647													
764816													
764843													
765019													
765046													
765130													
765318													
765354													
765505													
765662													
766052													
766164													
766258													
766735													
767040													
767152													
767246													
767255													
767554													
767611													
767705													
767732													
767769													
767817													
767947													
768074													
768252													
768458													
768953													
769156													
769334													
769455													
769857													
770068													
770330													
770367													
770433													
770451													
770545													
770572													
770639													
770657													
770853													
771047													
771140													
771458													
771551													
771609													
771636													
771748													
772008													
772240													
772446													
772558													
772745													
772754													
773032													
773126													
773247													
773359													
773443													
773546													
773742													
773751													
774105													
774132													
774235													
774253													
774262													
774347													
774655													
774833													
774851													
775054													
775214													
775241													
775456													
775540													
775755													
776060													
776248													
776275													
776350													
776369													
776547													
776659													
776734													
776752													
777160													
777254													
777366	459	100	475	504	89	-116	593	0	593	713	4	709	
777441													
777553													
777870													
777964													
778466													
778738													
779016													
779351													
779360													
779539													
779641													
779650													
779968													
780049													
780218													
780263													
780562													
780722													
780955													
781028													
781130													
782016													
782351													
782548													
782650													
782904													
783161													
783246													
783349													
783648	0	0	0	0	0	0	0	0	0	0	0	0	
783844													
783910													
783956													
783965													
784159													
784430													
784944													
785062													
785147													
785259													
785325													
785718													
785857													
785923													
785932													
785950													
786210													
786256													
786340													
786443													
786555													
786612													
786733													
786742													
786948													
787141													
787253													
787440													
787459													
787570													
787842													
788559													
788652													
789051													
789136													
790150													
790235													
790271													
790534	0	0	0	0	0	0	0	0	0	0	0	0	
790543													
790703													
790721													
790851													
790918													
791072													
791205													
791353													
791474													
791513													
791746													
791821													
791942													
792248													
792453													
792640													
792659													
792743													
793151													
793245													
793571													
794149													
794251													
794336													
794345													
794608													
794653													
795249													
795454													
795548													
795650													
795959													
795968	7042	0	12133	15684	8446	-5091	24130	0	24130	49509	20288	29221	
796125													
796152													
796415													
796451													
796657													
796769													
797140													
797159													
797234													
797319													
797467													
797775													
798512													
798857													
799256													
799359													
799612													
799751													
799854													
799939													
799948													
800134													
800442													
800479													
800657													
800750													
800853													
801047													
801056													
801654													
802110													
802129													
802174													
802352													
802736													
802839													
802866													
803144													
803256													
803265													
803461													
803649													
803658													
803957													
804150													
804208	0	0	0	0	0	0	0	0	0	0	0	0	
804338													
804422													
804758													
804815													
804860													
804963	0	0	0	0	0	0	0	0	0	0	0	0	
805045													
805250													
805335													
805447													
805670													
805755													
805858													
805876													
806042													
806154													
806220													
806846													
806958													
807067													
807348													
807432													
807656													
807665													
807946													
807955													
808167													
808176													
808260													
808345													
808354													
808448													
808653													
809034													
809324													
809379													
809539													
809650													
809856													
809940													
810151													
810339													
810544													
810553													
810834													
810900	0	0	0	0	0	0	0	0	0	0	0	0	
810919													
811046													
811279													
811457													
811541													
811550													
811747													
811756													
812164													
812436													
812557													
812614													
813059													
813572													
813732													
813844													
813853													
813947													
814216													
814355													
814430													
814458													
814551													
814711													
814748													
814953													
815053													
815147													
815156													
815277													
815754													
815950													
816144													
816210	0	0	0	0	0	0	0	0	0	0	0	0	
816256													
816304													
816452													
816603													
816649													
816751													
816760													
816948													
817356													
817477													
817824	0	0	0	0	0	0	0	0	0	0	0	0	
817833													
818353													
818401													
818540													
818559													
818625													
818652													
819154													
819172													
819453													
819556													
819855													
820048													
820178													
820301													
820310													
820459													
820655													
820842													
821036													
821120													
821157													
821278													
821456													
821531													
821559													
821643													
821652													
821858													
821906													
821951													
822042													
822051													
822145													
822154													
822257													
822408													
822529													
822556													
822631													
822846													
822873													
823133													
823142													
823450													
823553													
823638													
823656													
824000													
824055													
824242													
824550													
824653													
824738													
825146													
825454													
825548													
825735													
825753													
825847													
825940													
825977													
826255													
826451													
826648													
826956													
827346													
827355													
827458													
827560	0	0	0	0	0	0	0	0	0	0	0	0	
827953													
827971													
828053													
828110													
828530													
828651													
828745													
829032													
829041													
829050													
829256													
829452													
830113													
830168													
830252													
830355													
830458													
830542													
830645													
830748													
831008													
831044													
831053													
831352													
831549													
831576													
831642													
831727													
831857													
831941													
832377													
832470													
832528													
832546													
833271													
833404													
833646													
833749													
833758													
833851													
834045													
834269													
834353													
834755													
834849													
834979													
835257													
835378													
835408													
835444													
835613													
835659													
835743													
835958													
836142													
836151													
836544													
836656													
836843													
836852													
837000													
837037													
837046													
837149													
837158													
837260	0	0	0	0	0	0	0	0	0	0	0	0	
837354													
837448													
837541													
837550													
837653													
837840													
837952													
838155													
838427													
838632	0	0	0	0	0	0	0	0	0	0	0	0	
839068													
839246													
839255													
839657													
839817													
840019													
840251													
840354													
840363													
840532													
840578													
840747													
840859													
841052													
841258													
841436													
841472													
841539													
841753													
841838													
841865													
842004													
842031													
842116													
842358													
842376													
842460													
842853													
843159													
843270													
843542													
843711													
843935													
843953													
844053													
844138													
844343													
844455													
844558													
844567													
844820													
845108													
845247													
845443													
845452													
845751													
846132													
846262													
846356													
846619													
846945													
847157													
847447													
847540													
847643													
848248													
848453													
848752													
849151													
849254													
849348													
849357													
849432													
849450													
849647													
849665													
849777													
849834													
850036													
850054													
850456													
850616													
851024													
851060													
851239													
851257													
851556													
851631													
852133													
852218	5456000	263000	4059000	2354000	831000	1134000	3018000	167000	3185000	5664000	3780000	1884000	
852254													
852263													
852320	0	0	0	0	0	0	0	0	0	0	0	0	
852357													
852544													
852704													
852713													
852973													
853112													
853158													
853251													
853372													
853644													
853747													
853804													
853934													
853952													
853970													
854052													
854173													
854258													
854351													
854418													
854454													
854520													
854548													
854753													
854847													
855134													
855143													
855264													
855303													
855563													
855648													
855741													
855778													
855844													
855956													
856140													
856159													
856243													
856337													
856346													
856458													
856542													
856748													
856869													
856944													
856971													
857017													
857147													
857259													
857455													
857576													
857745													
857811													
857941													
858153													
858210													
858443													
858452													
858528													
858818													
858854													
859002													
859141													
859150													
859543													
859552													
859655													
859712													
859851													
859945													
860053													
860147													
860156													
860231													
860259													
860334													
860352													
861153													
861434													
861658													
861742													
861854													
862057													
862141													
862552													
862824													
862851													
862945													
863353													
863362													
863607													
863652													
863746													
863951													
864248													
864341													
864752													
864846													
864855													
864958													
865058													
865142													
865151													
865357													
865450													
865544													
865674													
865759													
865852													
866000													
866055													
866121													
866251													
866859													
866943													
867258													
867454													
867632	0	0	0	-114	0	0	-114	0	-114	0	114	-114	
867650													
867856													
867940													
868059													
868068													
868376													
868442													
868817													
868844													
868956													
869346													
869524													
869551													
869663													
869953													
869971													
870258													
870472													
870539													
870650													
870678													
870847													
870856													
870913													
870968													
871358													
871648													
871769													
871956													
872047													
872421													
872551													
872711													
872953													
873035													
873138	0	0	0	0	0	0	0	0	0	0	0	0	
873259													
873679													
873914													
873950													
874041													
874050													
874452													
874649													
874845	0	0	42	3372	1816	-42	5188	0	5188	5230	0	5230	
875048													
875057													
875132													
875253													
875619													
875655													
875758													
875909													
875918													
875936													
875954													
876157													
876465													
876634													
876700													
877015													
877042													
877154													
877239													
877350													
877369													
877752													
877958													
878254													
879000													
879336													
879439													
879457													
879532													
879550													
879644													
879747													
880051													
880332													
880556													
880659													
880855													
881012													
881133	0	0	0	0	0	0	0	0	0	0	0	0	
881339													
881441													
881478													
881544													
881656													
881777													
881852													
881900													
882130													
882242													
882354													
882541													
882644													
882701													
882952													
883137													
883351													
883753													
883810													
883874													
883959													
884059													
884303													
884358													
884442													
884554													
884639													
884648													
884657													
885225													
885252													
885337													
885430													
885458													
885515													
885579													
885869													
886044													
886204													
886343													
886624													
887247													
887340													
887555													
887827													
887854													
888002													
888141													
888253													
888552													
888758													
888833													
888954													
889036													
889456													
889652													
889876													
890050													
890603													
890649													
890742													
890957													
891226													
891253													
891721													
892223													
892250													
892353													
893248													
893538													
893640													
893800													
893855													
894058													
894151													
894245													
894348													
894544													
894553													
894834													
894946													
895055													
895158													
895448													
895550													
895653													
895710													
895822													
895831													
895952													
896155													
