"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											267	0			0			0	0	0	0	
242											154	0			0			2312	0	0	0	
279											1866	0			0			30132	0	0	0	
354											5	0			0			0	0	0	0	
439											351	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1933	0			0			15875	0	0	0	
1146											2382	0			0			29267	948	0	0	
1155											528	0			0			3000	0	0	14347	
1351											0	0			0			0	0	0	0	
1454											1093	0			0			0	5	0	0	
1557											52	0			0			5	0	0	0	
1632											1450	0			0			29000	0	0	2875	
1669											682	0			0			470	0	0	0	
1829											1379	0			0			9000	2181	0	1927	
1856											4197	0			0			79790	0	0	75000	
2040											1084	0			0			16505	408	0	0	
2161											230	0			0			0	0	0	0	
2376											7686	0			0			153718	60000	0	0	
2451											258	0			0			1209	0	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			349	0	0	0	
2750											374	0			0			4800	0	0	583	
2938											2057	0			0			40500	0	0	4841	
2956											163	0			0			0	0	0	0	
3252											273	0			0			3234	0	0	0	
3458											75	0			0			0	0	0	2650	
3506											4258	0			0			44000	0	0	9756	
3579											2954	0			0			47349	0	0	11673	
3720											575	0			0			9668	0	0	1280	
3953											296	0			0			4485	0	0	0	
4138											833	0			0			3646	0	0	0	
4147											3172	0			0			8500	0	0	0	
4156											977	0			0			19545	0	0	0	
4231											0	0			0			0	0	0	7000	
4437											930	0			0			11365	0	0	5638	
4839											1376	0			0			24900	0	0	4678	
5005											2174	0			0			22542	16508	0	0	
5050											398	0			0			5400	0	0	0	
5069											0	0			0			0	0	0	0	
5135											830	0			0			16000	0	0	0	
5210											10427	0			0			171750	0	0	39839	
5247											0	0			0			2589	500	0	13718	
5274											3851	0			0			8605	0	0	1349	
5331											4364	0			0			30101	0	0	82000	
5461											0	0			0			421	800	0	0	
5751											0	0			0			0	0	0	0	
6039											166	0			0			8	50	0	0	
6057											96	0			0			900	0	0	0	
6141											0	0			0			0	0	0	0	
6329											880	0			0			0	0	0	0	
6972											709	0			0			2853	0	0	4579	
7009											0	0			0			0	21220	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											2217	0			0			3000	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											465	0			0			8851	0	0	0	
8417											2191	0			0			0	0	100898	0	
8462											21	0			0			0	0	0	0	
8547											3156	0			0			31000	0	0	96	
8631											95	0			0			0	0	0	0	
9357											3013	0			0			18400	992	0	10353	
9553											602	0			0			11882	0	0	0	
9807											25527	0			0			342377	0	0	118032	
9955											1165	0			0			4052	0	0	0	
10157											551	0			0			3000	0	0	0	
10250											1072	0			0			6000	0	0	1200	
10849											1295	0			0			16911	0	0	0	
10858											1327	0			0			6767	0	0	16142	
11145											848	0			0			13377	0	0	0	
11640											2294	0			0			30057	0	0	0	
11837											931	0			0			6500	0	0	0	
12030											518	0			0			6000	0	0	0	
12058											370	0			0			3667	0	0	0	
12142											736	0			0			2000	0	0	0	
12245											340	0			0			3000	638	0	0	
12311	20007	879118	396576	406991	0	632881	564084	1154985	3750	4058438	83982	8787	0	31223663	8787	2438333	26759033	5016183	46	515360	1426766	
12647											162	0			0			0	0	0	0	
12656											29	0			0			0	0	0	0	
12937											713	0			0			3257	0	0	0	
12946											1614	0			0			6388	0	0	0	
12955											598	0			0			6500	0	0	0	
13037											41	0			0			0	0	0	0	
13103											2590	0			0			8225	37213	0	9795	
13251											141	0			0			0	0	0	0	
13457											3	0			0			0	32	0	0	
14052											272	0			0			0	1495	0	0	
14155											497	0			0			8880	0	0	0	
14258											4008	0			0			20000	0	0	0	
14409	4224	600000	12702	1254121	1852692	3716932	543024	167597	655	8151947	64058	8375	0	30411592	8375	232420	26661109	1409540	0	0	1991203	
14454											145	0			0			12	0	0	0	
14650											98	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											558	0			0			13194	0	0	0	
14940											0	0			0			0	0	0	2343	
15536											4527	0			0			0	0	0	0	
16337											903	0			0			17071	0	0	2363	
16458											647	0			0			7041	0	0	0	
16551											1375	0			0			23309	0	0	0	
16748											318	0			0			2000	0	0	0	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	0	2118	0	
17147											4760	0			0			63366	0	0	13937	
17259											280	0			0			1750	0	0	0	
17464											2409	0			0			38575	354	0	0	
17549											731	0			0			0	0	0	0	
17839											410	0			0			5000	0	0	3634	
17950											924	0			0			10270	0	0	0	
18050											1117	0			0			4422	0	0	0	
18135											1184	0			0			13323	0	0	4440	
18368											2053	0			0			43595	36	0	0	
18377											107	0			0			1075	0	0	0	
18827											529	0			0			3757	0	0	0	
18836											463	0			0			2443	32	0	0	
18854											124	0			0			0	0	0	0	
18957											355	0			0			4471	0	0	0	
19356											0	0			0			0	0	0	0	
19730											57924	0			0			48481	5878	0	9388	
19936											1109	0			0			2140	0	0	2672	
19972											157	0			0			0	0	0	0	
20053											792	0			0			7281	66	0	382	
20147											430	0			0			3252	0	0	0	
20259											38	0			0			0	8014	0	0	
20370											290	0			0			0	0	0	0	
20512											949	0			0			16151	0	0	0	
20633											500	0			0			2240	1000	0	0	
20754											0	0			0			0	0	0	0	
20839											450	0			0			9000	0	0	0	
20857											302	0			0			3559	0	0	0	
20866											583	0			0			0	0	0	0	
21256											49	0			0			604	0	0	0	
21359											107	0			0			387	0	0	0	
21630											593	0			0			6808	0	0	0	
21658											620	0			0			2700	0	0	0	
22048											730	0			0			6503	2091	0	1935	
22235											700	0			0			10000	0	0	0	
22356											815	0			0			478	10	0	4846	
22459											451	0			0			1901	0	0	3573	
22543											189	0			0			62	0	0	0	
22552											235	0			0			500	0	0	0	
22730											332	0			0			2159	0	0	2039	
22936											520	0			0			9428	0	0	0	
22954											462	0			0			5147	74	0	0	
23036											0	0			0			53	0	0	2901	
23045											217	0			0			0	0	0	0	
23241											32949	0			0			275361	15187	0	267249	
23456											442	0			0			2605	0	0	0	
23504											1979	0			0			0	0	0	0	
23540											646	0			0			0	0	0	0	
23643											535	0			0			498	0	0	0	
23755											501	0			0			1000	0	0	0	
23812											6432	0			0			60919	873	0	0	
24006											2455	0			0			0	7	0	0	
24266											7672	0			0			5843	0	0	0	
24453											130	0			0			0	0	0	0	
24659											0	0			0			0	0	0	0	
24668											446	0			0			458	0	0	5117	
24855											19	0			0			0	0	0	0	
24949											11762	0			0			25160	0	0	418	
25357											329	0			0			4217	0	0	0	
25647											0	0			0			0	0	4000	0	
25852											1623	0			0			17000	0	0	1319	
26149											0	0			0			0	0	0	2065	
26233											2312	0			0			727	4400	2348	0	
26242											2037	0			0			28815	0	0	17384	
26457											0	0			0			0	0	0	0	
26756											82	0			0			900	0	0	0	
26765											262	0			0			0	0	0	0	
26859											1769	0			0			21288	0	0	0	
26916											2184	0			0			4110	0	0	17418	
27548											5575	0			0			59470	0	0	20289	
27614											1282	0			0			3000	0	0	5532	
27838											2374	0			0			5200	88	0	0	
27847											760	0			0			7091	0	0	0	
28013											13885	0			0			37224	10813	0	242000	
28152											356	0			0			3810	0	0	0	
28255											985	0			0			7890	0	0	0	
28349											434	0			0			0	0	0	431	
28406											3051	0			0			0	34436	0	0	
28572											958	0			0			13984	1509	0	0	
28732											84	0			0			0	0	0	0	
29104											7029	0			0			100000	3206	0	118360	
29159											93	0			0			1049	0	0	0	
29252											971	0			0			7500	0	0	0	
29636											2963	0			0			44522	0	0	0	
29850											0	0			0			63	0	0	0	
