"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
37	20040930						
242	20040930						
279	20040930						
354	20040930						
439	20040930						
457	20040930						
505	20040930						
1146	20040930						
1155	20040930						
1351	20040930						
1454	20040930						
1557	20040930						
1632	20040930						
1669	20040930						
1829	20040930						
1856	20040930						
2040	20040930						
2161	20040930						
2376	20040930						
2451	20040930						
2554	20040930						
2732	20040930						
2750	20040930						
2938	20040930						
2956	20040930						
3252	20040930						
3458	20040930						
3506	20040930						
3579	20040930						
3720	20040930						
3953	20040930						
4138	20040930						
4147	20040930						
4156	20040930						
4231	20040930						
4437	20040930						
4839	20040930						
5005	20040930						
5050	20040930						
5069	20040930						
5135	20040930						
5210	20040930						
5247	20040930						
5274	20040930						
5331	20040930						
5461	20040930						
5751	20040930						
6039	20040930						
6057	20040930						
6141	20040930						
6329	20040930						
6972	20040930						
7009	20040930						
7045	20040930						
7157	20040930						
7166	20040930						
7456	20040930						
7634	20040930						
8033	20040930						
8417	20040930						
8462	20040930						
8547	20040930						
8631	20040930						
9357	20040930						
9553	20040930						
9807	20040930						
9955	20040930						
10157	20040930						
10250	20040930						
10849	20040930						
10858	20040930						
11145	20040930						
11640	20040930						
11837	20040930						
12030	20040930						
12058	20040930						
12142	20040930						
12245	20040930						
12311	20040930						
12647	20040930						
12656	20040930						
12937	20040930						
12946	20040930						
12955	20040930						
13037	20040930						
13103	20040930						
13251	20040930						
13457	20040930						
14052	20040930						
14155	20040930						
14258	20040930						
14409	20040930						
14454	20040930						
14650	20040930						
14753	20040930						
14865	20040930						
14940	20040930						
15536	20040930						
16337	20040930						
16458	20040930						
16551	20040930						
16748	20040930						
16944	20040930						
16953	20040930						
17110	20040930						
17147	20040930						
17259	20040930						
17464	20040930						
17549	20040930						
17839	20040930						
17950	20040930						
18050	20040930						
18135	20040930						
18368	20040930						
18377	20040930						
18827	20040930						
18836	20040930						
18854	20040930						
18957	20040930						
19356	20040930						
19730	20040930						
19936	20040930						
19972	20040930						
20053	20040930						
20147	20040930						
20259	20040930						
20370	20040930						
20512	20040930						
20633	20040930						
20754	20040930						
20839	20040930						
20857	20040930						
20866	20040930						
21256	20040930						
21359	20040930						
21630	20040930						
21658	20040930						
22048	20040930						
22235	20040930						
22356	20040930						
22459	20040930						
22543	20040930						
22552	20040930						
22730	20040930						
22936	20040930						
22954	20040930						
23036	20040930						
23045	20040930						
23241	20040930						
23456	20040930						
23504	20040930						
23540	20040930						
23643	20040930						
23755	20040930						
23812	20040930						
24006	20040930						
24266	20040930						
24453	20040930						
24659	20040930						
24668	20040930						
24855	20040930						
