"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	TEXT4087	
1351																								0	0	15	0	0	0	false	0	0	0	0	0	0	15	0	0	326	0	0	0	0	0	0	0	false	0	0		
1454																								102	0	0	0	0	0	true	0	0	0	102	0	0	0	0	0	32780	4	0	0	0	0	0	0	true	0	0		
1557																								0	0	0	0	0	5	false	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	false	0	5		
1632																								0	0	0	0	0	29000	true	0	0	0	0	0	0	0	0	0	18464	7	0	0	26000	3000	0	0	true	0	0		
1669																								1965	0	125	0	0	470	true	0	0	0	1965	0	0	0	0	125	1914	1	0	0	0	0	0	0	false	0	470		
1829																								0	0	620	2000	0	9000	false	0	0	0	0	0	0	67	0	553	2062	1	0	0	2000	5000	0	0	false	0	0		
1856																								0	0	0	79790	0	79790	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
2040																								0	0	0	3300	0	16505	true	0	0	0	0	0	0	0	0	0	710	0	0	0	8160	5000	0	0	false	0	45		
2161																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1846	0	0	0	0	0	0	0	false	0	0		
2376																								0	2882	601	5000	0	153718	true	0	2882	0	0	0	0	64	367	170	13446	2	0	0	20000	128718	0	0	false	0	0		
2451																								0	0	0	930	0	1209	true	0	0	0	0	0	0	0	0	0	460	1	0	0	0	279	0	0	false	0	0		
2554																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	79	2	0	0	0	0	0	0	false	0	0		
2732																								1324	0	0	0	0	349	true	0	0	0	1324	0	0	0	0	0	17104	7	0	0	0	0	0	0	true	0	349		
2750																								0	0	10	2900	0	4800	false	0	0	0	0	0	0	0	0	10	1079	2	0	0	0	1900	0	0	false	0	0		
2938																								0	0	266	0	0	40500	true	0	0	0	0	0	0	41	0	225	25927	7	0	0	40500	0	0	0	true	766	0		
2956																								0	0	323	0	0	0	false	0	0	0	0	0	0	213	0	110	0	0	0	0	0	0	0	0	false	0	0		
3252																								0	0	3	0	0	3234	false	0	0	0	0	0	0	0	0	3	485	0	0	0	1300	1833	0	0	false	0	101		
3458																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
3506																								4007	4	0	4000	117	44000	true	0	0	4	3786	0	0	0	0	0	8979	2	177	104	10000	0	20000	0	true	0	10000		
3579																								757	0	683	23835	0	47349	true	0	0	0	757	0	0	532	151	0	22346	8	0	0	13875	9017	0	622	false	0	0		
3720																								0	0	19	5000	0	9668	true	0	0	0	0	0	0	0	0	19	709	1	0	0	0	4000	0	0	true	0	668		
3953																								0	0	238	3870	0	4485	false	0	0	0	0	0	190	0	0	48	1253	2	0	0	179	436	0	0	false	0	0		
4138																								0	23	1320	0	0	3646	false	0	23	0	0	9	98	1213	0	0	3915	3	0	0	0	3646	0	0	true	0	0		
4147																								0	0	0	6500	0	8500	true	0	0	0	0	0	0	0	0	0	2600	4	0	0	500	1500	0	0	false	0	0		
4156																								0	0	125	10045	0	19545	true	0	0	0	0	0	0	125	0	0	868	1	0	0	3500	6000	0	0	false	0	0		
4231																								0	0	90	0	0	0	false	0	0	0	0	0	0	0	0	90	832	1	0	0	0	0	0	0	false	0	0		
4437																								0	0	437	7083	0	11365	false	0	0	0	0	0	0	66	0	371	7672	4	0	0	1500	2782	0	0	false	0	0		
4839																								0	135	0	13400	0	24900	true	0	0	135	0	0	0	0	0	0	13734	5	0	0	5000	6500	0	0	false	0	0		
5005																								0	0	0	500	0	22542	true	0	0	0	0	0	0	0	0	0	148	0	0	0	2974	19068	0	0	true	0	0		
5050																								0	0	280	5400	0	5400	true	0	0	0	0	0	280	0	0	0	4474	5	0	0	0	0	0	0	false	0	0		
5069																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	false	0	0		
5135																								0	0	343	4000	0	16000	false	0	0	0	0	0	0	252	0	91	9685	4	0	0	0	12000	0	0	false	0	0		
5210																								219	0	513	96300	0	171750	true	0	0	0	219	0	0	118	0	395	1397	0	0	0	55000	20000	0	0	false	0	450		
5247																								0	0	0	0	0	2589	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	false	0	589		
5274																								0	0	97	7500	0	8605	true	0	0	0	0	0	0	97	0	0	1857	1	0	0	0	955	0	150	false	0	0		
5331																								0	0	196	5000	0	30101	true	196	0	0	0	0	0	0	0	0	2781	2	0	0	10250	14750	0	0	false	0	101		
5461																								1190	827	0	0	0	421	true	0	827	0	1190	0	0	0	0	0	1186	1	0	0	0	0	0	0	false	0	421		
5751																								0	0	89	0	0	0	true	0	0	0	0	0	89	0	0	0	247	0	0	0	0	0	0	0	true	0	0		
6039																								0	0	20	0	0	8	false	0	0	0	0	0	0	20	0	0	280	0	0	0	0	0	0	0	true	0	8		
6057																								0	0	65	400	0	900	false	0	0	0	0	0	0	52	0	13	13	0	0	0	0	500	0	0	false	0	0		
6141																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	false	0	0		
6329																								0	0	132	0	0	0	true	0	0	0	0	0	0	92	0	40	3534	1	0	0	0	0	0	0	false	0	0		
6972																								0	6351	0	0	0	2853	true	0	0	6351	0	0	0	0	0	0	2258	1	0	0	0	0	0	2853	false	0	0		
7009																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	5210	1	0	0	0	0	0	0	false	0	0		
7045																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	false	0	0		
7157																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	false	0	0		
7166																								89	0	0	2000	0	3000	true	0	0	0	89	0	0	0	0	0	2697	2	0	0	1000	0	0	0	true	0	0		
7456																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	false	0	0		
7634																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	389	1	0	0	0	0	0	0	false	0	0		
8033																								0	0	0	5103	0	8851	false	0	0	0	0	0	0	0	0	0	1209	1	0	0	1500	2248	0	0	true	0	0		
8417																								69125	0	0	0	0	0	false	0	0	0	69125	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0		
8462																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	false	0	0		
8547																								2244	0	449	8000	382	31000	true	0	0	0	1862	0	0	78	0	371	378	0	517	0	2000	21000	0	0	true	0	0		
8631																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	664	2	0	0	0	0	0	0	false	0	0		
9357																								0	0	0	18400	0	18400	true	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	false	0	0		
9553																								0	0	0	9700	0	11882	false	0	0	0	0	0	0	0	0	0	614	0	0	0	138	2044	0	0	false	0	0		
9807																								0	30	768	25000	0	342377	true	0	0	30	0	0	0	0	0	768	53290	2	0	0	0	317377	0	0	true	0	0		
9955																								1824	0	0	2050	0	4052	true	0	0	0	1824	0	0	0	0	0	1390	2	0	0	1285	717	0	0	true	0	0		
10157																								0	0	40	0	0	3000	false	0	0	0	0	0	0	40	0	0	1114	1	0	0	0	3000	0	0	false	0	0		
10250																								0	0	0	6000	0	6000	true	0	0	0	0	0	0	0	0	0	711	0	0	0	0	0	0	0	false	0	0		
10849																								0	0	0	2911	0	16911	true	0	0	0	0	0	0	0	0	0	3808	1	0	0	5000	9000	0	0	true	0	0		
10858																								255	0	0	0	0	6767	true	0	0	0	255	0	0	0	0	0	2848	1	0	0	0	5971	0	0	true	0	796		
11145																								107	0	270	0	0	13377	false	0	0	0	107	0	0	220	0	50	1526	0	0	0	2475	10902	0	0	false	0	0		
11640																								0	0	0	11000	0	30057	true	0	0	0	0	0	0	0	0	0	7010	1	0	0	18592	465	0	0	false	0	0		
11837																								0	0	280	0	0	6500	false	0	0	0	0	280	0	0	0	0	35	0	0	0	0	6500	0	0	false	0	0		
12030																								0	0	0	2000	0	6000	false	0	0	0	0	0	0	0	0	0	3307	2	0	0	4000	0	0	0	false	0	0		
12058																								0	0	205	0	0	3667	false	0	0	0	0	0	0	194	0	11	457	0	0	0	0	3600	0	0	false	0	67		
12142																								0	0	0	2000	0	2000	true	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	false	0	0		
12245																								0	0	0	0	0	3000	true	0	0	0	0	0	0	0	0	0	1780	1	0	0	3000	0	0	0	false	0	0		
12311	100398	10102	12693	100454	76540	5016183	true	0	10094	8	0	159084	4	76540	23858	500000	670000	1366013	809621	true	3129579	1570095	0						5016183						70	0	8642	0	3981													
12647																								0	0	70	0	0	0	false	0	0	0	0	0	70	0	0	0	962	1	0	0	0	0	0	0	false	0	0		
12656																								0	0	33	0	0	0	true	0	0	0	0	0	0	33	0	0	216	1	0	0	0	0	0	0	false	0	0		
12937																								0	0	0	3100	0	3257	false	0	0	0	0	0	0	0	0	0	3608	5	0	0	0	0	0	0	false	0	157		
12946																								2166	959	260	0	0	6388	true	0	930	29	2166	0	0	260	0	0	3823	1	0	0	0	5888	0	0	false	0	500		
12955																								0	0	0	2000	0	6500	true	0	0	0	0	0	0	0	0	0	1855	1	0	0	2500	2000	0	0	false	0	0		
13037																								0	0	1337	0	0	0	true	0	0	0	0	0	0	562	0	775	5505	3	0	0	0	0	0	0	false	0	0		
13103																								0	0	0	5000	0	8225	true	0	0	0	0	0	0	0	0	0	1896	7	0	0	0	3225	0	0	false	0	0		
13251																								0	0	131	0	0	0	false	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	false	0	0		
13457																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	false	0	0		
14052																								0	0	65	0	0	0	false	0	0	0	0	0	0	0	0	65	3472	1	0	0	0	0	0	0	false	0	0		
14155																								0	0	24	5835	0	8880	false	0	0	0	0	0	0	24	0	0	375	0	0	0	2470	575	0	0	false	0	0		
14258																								0	0	0	7000	0	20000	true	0	0	0	0	0	0	0	0	0	34235	5	0	0	13000	0	0	0	true	0	0		
14409	132029	0	28905	1221794	536	1409540	true	28552	0	0	131493	24850	4	536	0	25000	162475	33	238	true	0	0	0						1409540						0	0	0	0	353													
14454																								0	0	0	0	0	12	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	12		
14650																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	false	0	0		
14753																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	588	0	0	0	0	0	0	0	false	0	0		
14865																								1863	0	0	8000	0	13194	true	0	0	0	1863	0	0	0	0	0	1323	1	0	0	0	0	0	0	true	0	5194		
14940																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1176	1	0	0	0	0	0	0	true	0	0		
15536																								0	0	163	0	0	0	true	0	0	0	0	0	0	0	0	163	1358	1	0	0	0	0	0	0	false	0	0		
16337																								0	0	591	0	0	17071	true	0	0	0	0	0	0	30	0	561	1285	1	0	0	0	17071	0	0	false	0	0		
16458																								0	0	0	0	0	7041	true	0	0	0	0	0	0	0	0	0	5337	2	0	0	3892	3149	0	0	true	0	0		
16551																								0	0	5	7000	0	23309	true	0	0	0	0	0	0	5	0	0	212	0	0	0	4000	12309	0	0	false	0	0		
16748																								297	0	195	0	297	2000	false	0	0	0	0	153	0	42	0	0	1349	2	350	0	0	2000	0	0	false	0	0		
16944																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	734	2	0	0	0	0	0	0	false	0	0		
16953																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	false	0	0		
17110																								577	0	0	0	0	0	false	0	0	0	577	0	0	0	0	0	2771	2	0	0	0	0	0	0	false	0	0		
17147																								538	0	15	7000	538	63366	true	0	0	0	0	0	0	15	0	0	18261	8	538	0	16000	40341	0	0	true	0	25		
17259																								0	0	23	0	0	1750	false	0	0	0	0	0	0	23	0	0	1268	1	0	0	1000	750	0	0	false	0	0		
17464																								5344	2398	0	4000	4748	38575	true	0	2398	0	596	0	0	0	0	0	1920	1	4748	0	7000	18718	0	0	true	0	8857		
17549																								0	0	2422	0	0	0	true	0	0	0	0	0	0	0	0	2422	0	0	0	0	0	0	0	0	false	0	0		
17839																								0	0	311	0	0	5000	true	0	0	0	0	296	0	0	0	15	8250	3	0	0	0	5000	0	0	true	38	0		
17950																								0	0	6	3812	0	10270	false	0	0	0	0	0	0	0	0	6	663	1	0	0	4250	2208	0	0	false	0	0		
18050																								1250	0	171	0	0	4422	true	0	0	0	1250	0	0	0	0	171	2440	2	0	0	383	4039	0	0	true	0	0		
18135																								0	0	0	6450	0	13323	false	0	0	0	0	0	0	0	0	0	481	0	0	0	6873	0	0	0	true	8223	0		
18368																								0	0	0	6034	0	43595	true	0	0	0	0	0	0	0	0	0	0	0	0	0	2077	35484	0	0	false	0	0		
18377																								0	0	0	1075	0	1075	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
18827																								0	0	221	3000	0	3757	false	0	0	0	0	0	0	101	120	0	2336	1	0	0	0	0	0	757	false	0	0		
18836																								0	0	110	0	0	2443	false	0	0	0	0	0	0	110	0	0	1449	1	0	0	0	2443	0	0	false	0	0		
18854																								0	0	10	0	0	0	false	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	false	0	0		
18957																								0	0	25	250	0	4471	false	0	0	0	0	0	0	0	0	25	547	1	0	0	663	3558	0	0	false	0	0		
19356																								0	0	698	0	0	0	false	0	0	0	0	0	0	0	0	698	2	0	0	0	0	0	0	0	false	0	0		
19730																								11049	0	455	35481	1222	48481	true	0	0	0	9827	0	0	58	0	397	49612	4	1222	0	13000	0	0	0	true	0	0		
19936																								0	0	2	2140	0	2140	false	0	0	0	0	0	0	2	0	0	2303	10	0	0	0	0	0	0	false	0	0		
19972																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
20053																								0	0	0	6100	0	7281	true	0	0	0	0	0	0	0	0	0	59	0	0	0	1000	181	0	0	false	0	0		
20147																								0	0	0	0	0	3252	false	0	0	0	0	0	0	0	0	0	601	6	0	0	0	452	0	2800	false	0	0		
20259																								0	0	348	0	0	0	false	0	0	0	0	0	0	253	0	95	231	0	0	0	0	0	0	0	false	0	0		
20370																								0	0	1112	0	0	0	true	0	0	0	0	40	0	641	0	431	0	0	0	0	0	0	0	0	false	0	0		
20512																								0	0	150	3651	0	16151	false	0	0	0	0	0	0	0	0	150	481	0	0	0	0	12500	0	0	false	0	0		
20633																								0	0	5	1000	0	2240	true	0	0	0	0	0	0	5	0	0	2511	2	0	0	1240	0	0	0	false	0	0		
20754																								0	0	25	0	0	0	false	0	0	0	0	0	0	25	0	0	82	0	0	0	0	0	0	0	false	0	0		
20839																								0	0	0	0	0	9000	true	0	0	0	0	0	0	0	0	0	901	0	0	0	0	9000	0	0	false	0	0		
20857																								0	0	0	243	0	3559	true	0	0	0	0	0	0	0	0	0	308	1	0	0	1339	1909	0	0	false	0	68		
20866																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	841	0	0	0	0	0	0	0	false	0	0		
21256																								0	0	132	604	0	604	false	0	0	0	0	0	0	132	0	0	46	0	0	0	0	0	0	0	false	0	0		
21359																								0	0	0	0	0	387	false	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	387	false	0	0		
21630																								0	0	110	0	0	6808	false	0	0	0	0	0	0	0	0	110	1644	2	0	0	0	6808	0	0	false	0	0		
21658																								0	0	344	2200	0	2700	false	0	0	0	0	0	0	180	0	164	1327	1	0	0	500	0	0	0	true	0	0		
22048																								0	338	355	0	0	6503	true	0	0	338	0	2	0	322	0	31	7509	4	0	0	0	5727	0	0	false	0	776		
22235																								518	0	1231	0	0	10000	true	0	0	0	518	0	527	0	0	704	1040	0	0	0	0	10000	0	0	false	0	0		
22356																								0	0	42	0	0	478	true	0	0	0	0	0	42	0	0	0	3748	3	0	0	0	0	0	0	true	0	478		
22459																								0	0	0	1000	0	1901	true	0	0	0	0	0	0	0	0	0	4155	3	0	0	500	0	0	0	false	0	401		
22543																								0	11	52	62	0	62	true	0	0	11	0	0	0	52	0	0	463	0	0	0	0	0	0	0	false	0	0		
22552																								0	0	0	0	0	500	false	0	0	0	0	0	0	0	0	0	317	1	0	0	500	0	0	0	true	0	0		
22730																								0	0	5	69	0	2159	false	0	0	0	0	0	0	5	0	0	475	0	0	0	151	1939	0	0	false	0	0		
22936																								0	0	0	0	0	9428	true	0	0	0	0	0	0	0	0	0	3075	1	0	0	9000	413	0	15	false	0	0		
22954																								0	0	176	0	0	5147	true	0	0	0	0	0	0	176	0	0	449	0	0	0	900	4247	0	0	false	0	0		
23036																								0	0	764	0	0	53	true	0	0	0	0	0	47	10	0	707	9876	6	0	0	0	0	0	0	true	0	53		
23045																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	false	0	0		
23241																								11936	16751	862	45075	2839	275361	true	0	0	16751	9097	0	0	315	0	547	3084	2	2839	0	217449	5054	0	7783	true	0	0		
23456																								0	0	146	2000	0	2605	true	0	0	0	0	0	26	120	0	0	376	0	0	0	0	576	0	29	true	0	0		
23504																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	2411	2	0	0	0	0	0	0	false	0	0		
23540																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	false	0	0		
23643																								0	0	952	47	0	498	false	0	0	0	0	323	0	185	0	444	804	1	0	0	103	348	0	0	false	0	0		
23755																								1043	0	91	1000	1043	1000	true	0	0	0	0	0	0	0	0	91	2334	2	1355	0	0	0	0	0	true	0	0		
23812																								0	0	0	4404	0	60919	true	0	0	0	0	0	0	0	0	0	11171	3	0	0	10688	45827	0	0	true	0	0		
24006																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
24266																								10359	0	0	0	2283	5843	true	0	0	0	8076	0	0	0	0	0	8753	4	2283	0	0	2000	0	0	false	0	3843		
24453																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	4581	2	0	0	0	0	0	0	false	0	0		
24659																								0	0	400	0	0	0	false	0	0	0	0	0	400	0	0	0	259	0	0	0	0	0	0	0	false	0	0		
24668																								657	0	106	0	143	458	true	0	0	0	514	0	0	106	0	0	640	0	143	0	0	458	0	0	false	0	0		
24855																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	275	2	0	0	0	0	0	0	false	0	0		
24949																								117	0	312	14160	0	25160	true	0	0	0	117	0	0	23	0	289	1558	2	0	0	11000	0	0	0	true	0	0		
25357																								0	0	0	1500	0	4217	false	0	0	0	0	0	0	0	0	0	75	0	0	0	2717	0	0	0	false	0	0		
25647																								0	0	704	0	0	0	false	0	0	0	0	0	0	704	0	0	617	0	0	0	0	0	0	0	false	0	0		
25852																								1580	0	1224	6000	1480	17000	true	0	0	0	100	106	0	0	0	1118	514	0	1480	0	11000	0	0	0	true	0	0		
26149																								0	915	0	0	0	0	true	0	0	915	0	0	0	0	0	0	859	1	0	0	0	0	0	0	false	0	0		
26233																								450	0	0	0	0	727	true	0	0	0	450	0	0	0	0	0	1865	2	0	0	0	0	0	0	true	0	727		
26242																								0	0	221	12166	0	28815	true	0	0	0	0	116	0	25	0	80	3678	1	0	0	950	15699	0	0	true	0	0		
26457																								0	0	285	0	0	0	false	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	false	0	0		
26756																								0	0	23	200	0	900	false	0	0	0	0	0	0	19	0	4	405	2	0	0	100	600	0	0	true	0	0		
26765																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	false	0	0		
26859																								0	0	1946	20000	0	21288	true	0	0	0	0	1561	0	145	0	240	406	0	0	0	0	1088	0	0	false	0	200		
26916																								2145	131	0	0	182	4110	true	0	131	0	1963	0	0	0	0	0	8969	3	182	0	0	4000	0	0	true	0	110		
27548																								2333	0	245	18261	35	59470	true	0	0	0	2298	45	0	0	0	200	5737	2	40	0	11959	29250	0	0	true	0	0		
27614																								0	0	152	3000	0	3000	true	0	0	0	0	0	0	152	0	0	795	0	0	0	0	0	0	0	true	0	0		
27838																								0	0	0	5000	0	5200	true	0	0	0	0	0	0	0	0	0	703	1	0	0	0	0	0	0	true	0	200		
27847																								48	0	40	0	0	7091	false	0	0	0	48	0	0	0	0	40	345	0	0	0	0	7091	0	0	false	0	0		
28013																								2378	0	0	9500	0	37224	true	0	0	0	2378	0	0	0	0	0	1487	0	0	0	5000	20000	0	2724	true	0	0		
28152																								0	0	0	1562	0	3810	false	0	0	0	0	0	0	0	0	0	0	0	0	0	969	1279	0	0	false	0	0		
28255																								0	0	84	7890	0	7890	true	0	0	0	0	0	0	0	0	84	629	0	0	0	0	0	0	0	true	0	0		
28349																								0	0	40	0	0	0	true	0	0	0	0	40	0	0	0	0	1591	0	0	0	0	0	0	0	false	0	0		
28406																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
28572																								118	0	473	5834	118	13984	false	0	0	0	0	0	0	467	0	6	40	0	118	0	622	7528	0	0	false	0	0		
28732																								143	0	0	0	0	0	false	0	0	0	143	0	0	0	0	0	1191	1	0	0	0	0	0	0	true	0	0		
29104																								2	0	0	60000	2	100000	true	0	0	0	0	0	0	0	0	0	4512	3	2	0	35000	5000	0	0	true	0	0		
29159																								0	0	71	750	0	1049	false	0	0	0	0	71	0	0	0	0	522	3	0	0	299	0	0	0	false	0	0		
29252																								0	0	0	0	0	7500	true	0	0	0	0	0	0	0	0	0	2507	2	0	0	0	7500	0	0	false	0	0		
29636																								2838	1701	745	1057	0	44522	true	0	0	1701	2838	48	104	324	0	269	745	0	0	0	10921	30900	62	1574	false	0	8		
29850																								0	0	0	0	0	63	false	0	0	0	0	0	0	0	0	0	623	1	0	0	0	0	0	0	false	0	63		
29944																								0	0	169	0	0	0	false	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	false	0	0		
29953																								0	0	0	500	0	7527	true	0	0	0	0	0	0	0	0	0	527	0	0	0	1821	5206	0	0	false	0	0		
30052																								0	0	0	0	0	300	false	0	0	0	0	0	0	0	0	0	1	0	0	0	0	300	0	0	false	0	0		
30146																								0	0	164	0	0	0	false	0	0	0	0	0	164	0	0	0	393	0	0	0	0	0	0	0	false	0	0		
30155																								0	0	659	721	0	18308	false	0	0	0	0	0	524	135	0	0	300	0	0	0	867	15820	0	0	false	0	900		
30258																								3068	0	0	0	3054	10852	true	0	0	0	14	0	0	0	0	0	1182	1	3054	0	2000	8000	0	0	true	0	852		
