"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
5210																																							932	25224	219	27192	410796	0	9691	513	0	38195	938891	655659	0	5664	872912	0	4170	0	171750	0	65979	4798	938891	0	0	57346	0	5455	604	77256	578403		0	429695	425525	-1620	0	0	0	39839	
5247																																							200	43452	0	0	197969	0	24254	0	0	62512	1062454	899901	0	3892	920100	0	3550	0	2589	0	142354	700	1062454	0	0	63690	0	77268	34	190310	709591		0	694183	690633	696	43400	0	0	13718	
5274																																							5603	2161	0	0	24715	0	2859	97	0	4866	113554	91121	0	1122	102197	0	737	0	8605	0	11357	1	113554	0	0	7705	0	3727	0	9885	81236		-142	73990	73253	66	0	0	0	1349	
5331																																							6	9849	0	0	181957	0	14300	196	0	8682	334591	195774	0	2645	310520	0	801	0	30101	0	24071	2580	334591	0	0	12708	0	8360	0	43237	152537		0	120402	119601	423	0	0	0	82000	
5461																																							999	15358	1190	0	129127	827	3807	0	0	5010	347151	319222	0	2446	322089	0	2076	0	421	0	25062	2059	347151	0	0	17216	0	4241	0	113496	205726		0	177409	175333	1546	15500	0	0	0	
5751																																							0	1197	0	0	48670	0	399	89	0	2902	98797	66425	0	231	76331	0	771	0	0	0	22466	600	98797	0	0	20641	0	700	0	5413	61012		0	46311	45540	525	0	0	9675	0	
6039																																							993	770	0	48	7879	0	2398	20	0	1429	76988	68246	0	334	68588	0	1046	0	8	0	8400	469	76988	0	0	3543	0	4400	0	12369	55877		0	60358	59312	-12	4139	0	0	0	
6057																																							15	302	0	109	2894	0	228	65	0	353	15281	12934	0	49	13883	0	170	0	900	0	1398	25	15281	0	0	1287	0	100	0	1090	11844		0	10915	10745	-14	570	0	0	0	
6141																																							0	3232	0	13296	0	0	373	0	0	366	33637	29781	0	131	29912	0	273	0	0	0	3725	400	33637	0	0	325	0	3000	0	7923	21858		0	14843	14570	0	1800	0	0	0	
6329																																							58	12012	0	1146	48214	0	8789	132	0	5531	246023	221122	0	2281	223403	0	2555	0	0	0	22620	2600	246023	0	0	11786	0	7700	0	51475	169647		0	169712	167157	534	2984	0	0	0	
6972																																							0	53391	0	234094	36514	6351	9299	0	0	9356	696792	589888	0	1925	599245	0	5363	0	2853	0	97547	2600	696792	0	0	71760	0	22400	22596	134025	455863		0	323519	318156	787	7035	0	0	4579	
7009																																							5000	3459	0	0	125746	0	589	0	0	10728	430174	372169	0	3997	376166	0	0	0	0	0	54008	500	430174	0	0	51715	0	542	0	38254	333915		0	270652	270652	1251	14000	0	0	0	
7045																																							0	3992	0	8129	27996	0	1644	0	0	1154	99870	88614	0	435	89049	0	685	0	0	0	10821	100	99870	0	0	8252	0	2325	0	11905	76709		0	50640	49955	144	7000	0	0	0	
7157																																							0	1613	0	0	9537	0	219	0	0	332	30426	26158	0	356	26514	0	252	0	0	0	3912	200	30426	0	0	3516	0	200	0	2769	23389		0	17845	17593	-4	1132	0	0	0	
7166																																							786	13799	89	3175	40449	0	7128	0	0	17591	526664	474193	0	3383	480576	0	5842	0	3000	0	46088	5220	526664	0	0	34003	0	6352	811	134147	340046		0	444508	438666	513	4170	0	0	0	
7456																																							0	865	0	1800	15957	0	341	0	0	597	38063	33813	0	119	33932	0	351	0	0	0	4131	400	38063	0	0	1384	0	2400	0	6379	27434		0	17067	16716	-53	1787	0	0	0	
7634																																							100	2483	0	789	11450	0	658	0	0	731	37609	32405	0	150	32555	0	583	0	0	0	5054	200	37609	0	0	1788	0	3000	0	5348	27057		0	21658	21075	66	323	0	0	0	
8033																																							796	1233	0	0	3291	0	530	0	0	1732	59858	42982	0	592	52425	0	634	0	8851	0	7433	774	59858	0	0	3172	0	3476	0	9584	33398		0	51435	50801	11	1475	0	0	0	
8417																																							0	50347	69125	0	0	0	4980	0	0	323314	1438724	341557	0	84598	426155	0	342	668000	0	0	1012569	800	1438724	0	0	-677	0	1012446	0	303501	38056		0	60695	60353	0	161707	100898	0	0	
8462																																							0	5982	0	545	26880	0	386	0	0	711	67460	58344	0	191	58535	0	325	0	0	0	8925	350	67460	0	0	7914	0	350	55	10654	47690		0	30126	29801	311	3100	0	0	0	
8547																																							694	10491	2244	232	33298	0	2596	449	0	12656	258550	189839	0	2052	222987	0	3397	5378	31000	0	35563	350	258550	0	0	13120	0	22321	0	21438	168401		0	189967	186570	-228	3942	0	0	96	
8631																																							90	2000	0	0	17387	0	927	0	0	431	47270	41038	0	74	41112	0	320	0	0	0	6158	500	47270	0	0	4981	0	800	0	7101	33937		0	25945	25625	-123	810	0	0	0	
9357																																							0	14545	0	0	30602	0	463	0	0	11777	334186	266497	0	408	295658	0	3600	0	18400	0	38528	500	334186	0	0	13485	0	24500	136030	104556	161941		0	144369	140769	43	0	0	0	10353	
9553																																							2618	773	0	0	3617	0	278	0	0	3124	69282	50109	0	624	62615	0	567	0	11882	0	6667	400	69282	0	0	5044	0	1200	0	6386	43723		0	57289	56722	23	2150	0	0	0	
9807																																							427	37671	0	350166	118246	30	9043	768	0	103576	2277876	1554902	0	20797	2052108	0	43331	0	342377	0	225768	20000	2277876	0	0	135353	0	63858	0	48899	1506003		0	1701280	1657949	6557	0	0	16000	118032	
9955																																							4864	2831	1824	0	25453	0	1672	0	0	2216	82690	68543	0	483	73078	0	422	0	4052	0	9612	110	82690	0	0	6079	0	3023	0	7697	60846		0	44252	43830	400	0	0	0	0	
10157																																							66	2352	0	4850	21681	0	897	40	0	1824	62153	53847	0	202	57049	0	1287	265	3000	0	5104	250	62153	0	0	2307	0	2560	0	8639	45208		0	31465	30178	-13	0	0	0	0	
10250																																							892	7544	0	0	49058	0	5592	0	0	3269	292334	260504	0	1270	268974	0	2539	0	6000	0	23360	1500	292334	0	0	4009	0	17000	0	13811	246693		0	221381	218842	851	7137	0	0	1200	
10849																																							19010	3312	0	39890	394	0	3822	0	0	3890	227068	187599	0	712	205222	0	2110	694	16911	0	21846	16	227068	0	0	11822	0	10006	1106	20698	166901		0	157060	154950	2	0	0	0	0	
10858																																							62	10545	255	55726	0	0	4729	0	0	6720	393167	332286	0	3341	361431	0	5987	2957	6767	0	31736	2500	393167	0	0	14481	0	14755	634	36222	296064		0	317526	311539	0	0	0	2895	16142	
11145																																							19	5087	107	1552	18736	0	4676	270	0	1767	138663	112157	0	325	125859	0	1492	449	13377	0	12804	1000	138663	0	0	7619	0	4000	0	17564	94593		0	104342	102850	185	3150	0	0	0	
11640																																							0	14972	0	0	76936	0	2335	0	0	9982	227919	171644	0	2284	207485	0	1429	0	30057	0	20434	650	227919	0	0	2520	0	16800	0	39189	132455		0	125123	123694	464	0	0	3500	0	
11837																																							0	1721	0	0	23393	0	1092	280	0	1881	89751	73832	0	794	81126	0	1040	0	6500	0	8625	314	89751	0	0	390	0	7686	0	6023	67809		0	57987	56947	235	4437	0	0	0	
12030																																							0	7493	0	656	6977	0	3228	0	0	4373	208762	178409	0	2218	187638	0	4838	0	6000	0	21124	300	208762	0	0	20523	0	300	0	18419	159990		0	190873	186035	1	0	0	1011	0	
12058																																							0	3055	0	1659	26645	0	1547	205	0	1393	101433	87556	0	555	91778	0	768	0	3667	0	9655	200	101433	0	0	7713	0	1650	74	10587	76969		0	65948	65180	92	1675	0	0	0	
12142																																							305	11149	0	4038	87928	0	4976	0	0	2507	181524	157466	0	354	159820	0	1584	0	2000	0	21704	1250	181524	0	0	6546	0	13250	0	26334	131132		0	70705	69121	658	1500	0	0	0	
12245																																							17	2343	0	0	32239	0	1282	0	0	1033	99528	84245	0	859	88104	0	736	0	3000	0	11424	1419	99528	0	0	5796	0	3581	0	17165	67080		0	59750	59014	628	3600	0	0	0	
12311	35709	889203	100398	2870	4038006	10102	356405	12693	8787	2237854	31223665	8787	925257	29197368	465556	274054	187717	5016183	981822	1560741	40000	31223665	155823	35696	1186788	0	345278	205913		0	22415879	22141825	-11325	515360	1426766	1000329	0	1000329									8787		31223663	19778529	8787		29197366				5016183											3707446	16071083						325000	515360	23999	1426766	
12647																																							17	3574	0	9538	0	0	1006	70	0	601	56522	49884	0	332	50216	0	471	0	0	0	6306	125	56522	0	0	556	0	5625	261	8290	41594		0	40626	40155	0	1300	0	0	0	
12656																																							5	318	0	703	0	0	203	33	0	180	8673	7812	0	40	7852	0	200	0	0	0	821	72	8673	0	0	361	0	388	0	1357	6455		0	6863	6663	0	568	0	0	0	
12937																																							1169	4796	0	0	13222	0	4151	0	0	1865	137157	119083	0	630	122970	0	949	0	3257	0	14187	750	137157	0	0	8167	0	5250	630	28681	90402		0	112273	111324	20	0	0	0	0	
12946																																							342	8398	2166	1411	143869	959	7810	260	0	13346	466303	411603	0	4240	422231	0	4076	5834	6388	0	44072	1	466303	0	0	38861	0	3749	0	41429	370174		0	276199	272123	1461	9785	0	0	0	
12955																																							39	2302	0	4223	9987	0	3657	0	0	1136	106127	88668	0	251	95419	0	854	0	6500	0	10708	1567	106127	0	0	3585	0	5433	849	16202	72466		0	79863	79009	123	4925	0	0	0	
13037																																							310	2601	0	0	16672	0	2606	1337	0	2754	110338	95362	0	532	95894	0	2454	0	0	0	14444	900	110338	0	0	13131	0	450	0	15525	79837		0	81616	79162	-37	4896	0	0	0	
13103																																							99	14574	0	6703	318700	0	10732	0	0	9282	837638	671538	0	17853	707411	47	5439	249	8225	0	130180	500	837638	0	0	76242	0	34018	0	32430	639108		0	464098	458659	19420	18640	0	0	9795	
13251																																							449	1491	0	0	8520	0	126	131	0	1178	33322	29606	0	120	29726	0	334	0	0	0	3596	25	33322	0	0	1742	0	1725	0	3590	26016		0	21439	21105	104	322	0	0	0	
13457																																							0	457	0	82	5488	0	54	0	0	1669	20175	14787	0	154	14941	0	173	0	0	0	5234	50	20175	0	0	5094	0	50	0	1405	13382		0	12258	12085	40	340	0	0	0	
14052																																							1392	1889	0	116	8246	0	839	65	0	781	62844	56352	0	322	57784	0	712	0	0	0	5060	1000	62844	0	0	2567	0	1500	0	12010	44342		0	50186	49474	-7	42	0	1110	0	
14155																																							3	1681	0	910	9677	0	1594	24	0	2402	88167	68187	0	605	78672	0	945	0	8880	0	9495	176	88167	0	0	9086	0	160	0	8684	59503		0	72821	71876	73	0	0	1000	0	
14258																																							0	22356	0	0	41334	0	4642	0	0	7417	667507	577469	0	1430	612599	0	6831	0	20000	0	54908	500	667507	0	0	39065	0	15088	1778	116830	460639		0	540286	533455	255	56525	0	13700	0	
14409	24702	269356	132029	0	8223527	0	149845	28905	8375	693272	30411592	8375	470039	26893529	147	286291	1862084	1409540	300000	3517916	0	30411592	0	0	994432	0	2482380	0		0	19305788	19019497	41104	0	1991203	232420	0	232420									8375		30411592	22376952	8375		26893529				1409540											3739333	18637619						0	0	105000	1991203	
14454																																							0	790	0	0	1729	0	143	0	0	385	43262	38114	0	132	38258	0	809	0	12	0	5004	75	43262	0	0	3078	0	1775	0	2417	35697		0	35849	35040	76	5175	0	0	0	
14650																																							1288	2909	0	1646	1497	0	371	0	0	1323	26473	23031	0	204	23235	0	359	125	0	0	3238	200	26473	0	0	2736	0	300	0	5710	17321		0	16873	16514	2	800	0	0	0	
14753																																							0	1733	0	20	11938	0	173	0	0	560	27790	24731	0	224	24955	0	525	0	0	0	2835	300	27790	0	0	321	977	1277	0	5072	19659		0	13891	13366	-40	0	0	0	0	
14865																																							29	4296	1863	0	67947	0	4400	0	0	3678	170632	144858	0	579	158631	0	1171	0	13194	0	12001	730	170632	0	0	4229	0	6870	0	20927	123931		0	89590	88419	172	0	0	0	0	
14940																																							0	6284	0	0	17922	0	3408	0	0	1285	154571	122095	0	787	142375	0	1488	0	0	0	12196	500	154571	0	0	5905	0	5658	0	17215	104880		0	127160	125672	133	0	0	17150	2343	
15536																																							1024	32698	0	60841	39678	0	24735	163	0	15567	1163991	987641	0	4880	992521	0	14649	4840	0	0	171470	356	1163991	0	0	53044	0	117073	0	109172	878469		0	988471	973822	997	10623	0	0	0	
16337																																							826	13844	0	0	52745	0	9848	591	0	8756	325228	275990	0	866	296290	0	2276	0	17071	0	28938	350	325228	0	0	19693	0	8500	0	60696	215294		0	234599	232323	395	6295	0	0	2363	
16458																																							1685	3659	0	28108	39751	0	11656	0	0	2115	190811	157821	0	704	165566	0	1914	0	7041	0	25245	941	190811	0	0	22366	0	2059	135	14358	143463		0	101939	100025	-121	3677	0	0	0	
16551																																							96	3123	0	0	6985	0	1902	5	0	3134	129699	94906	0	301	119049	0	1973	838	23309	0	10650	175	129699	0	0	6722	0	3746	11	11161	83745		0	115578	113605	7	0	0	533	0	
16748																																							25	2249	297	260	8509	0	1035	195	0	2264	45797	38536	0	406	40942	0	275	0	2000	0	4855	400	45797	0	0	1866	0	2600	255	7326	31210		0	27643	27368	-11	3340	0	0	0	
16944																																							0	2312	0	580	11642	0	235	0	0	282	29230	24433	0	132	24565	0	297	0	0	0	4665	1000	29230	0	0	2075	0	1500	0	4235	20197		0	13476	13179	90	1000	0	0	0	
16953																																							100	1376	0	540	13819	0	127	0	0	428	30599	25306	0	189	25495	0	136	0	0	0	5104	100	30599	0	0	3335	0	1650	0	4067	21239		0	11245	11109	19	3100	0	0	0	
17110																																							20755	3748	577	0	0	0	1360	0	0	3627	128691	108163	0	1217	111380	0	856	0	0	2000	17311	300	128691	0	0	10025	0	6986	0	0	108163		0	97362	96506	0	0	2118	0	0	
17147																																							3243	33081	538	275	128554	0	11053	15	0	23083	809289	660417	0	3964	745634	0	8112	0	63366	0	63655	2500	809289	0	0	51457	0	7740	0	158616	501801		0	565369	557257	1958	52190	0	3950	13937	
17259																																							4	868	0	208	23748	0	1055	23	0	1835	58589	48017	0	744	53096	0	130	0	1750	0	5493	769	58589	0	0	3576	0	769	0	4467	43550		0	30978	30848	379	0	0	2585	0	
17464																																							28016	29805	5344	659	36927	2398	21460	0	0	21281	969075	838058	0	11863	888496	0	9995	6352	38575	0	80579	750	969075	0	0	64808	0	14840	1463	212309	625749		0	799115	789120	181	26250	0	0	0	
17549																																							25	6807	0	4976	36213	0	7569	2422	0	4647	250457	215602	0	4762	220364	0	2054	0	0	0	30093	1200	250457	0	0	18885	0	8800	0	35424	180178		0	175252	173198	1208	14600	0	0	0	
17839																																							84	3808	0	0	28919	0	2319	311	0	2823	174544	138680	0	1440	160926	0	1809	0	5000	0	13618	800	174544	0	0	6034	0	6741	0	24231	114449		0	138089	136280	43	0	0	12172	3634	
