"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
	UNPOSTED DEBITS	UNPOSTED DEBITS FOR DEMAND DEPOSITS	UNPOSTED DEBITS FOR TIME&SAVING DEPS	DEMAND DEPS OF CONSOL SUBS	DEM DEP OF INSURED BR-PR,US TERR&POS	RES BALS PASSED THRU AS DEMAND DEPS	RES BALS PASSED THRU AS TIME&SVG DEP	TIME & SVG DEPS OF CONSOL SUBS	TIM&SAV DEP OF INS BR-PR,US TERR&POS	TOTAL DEPOSITS $100,000 OR LESS	TOTAL DEPOSITS > $100,000	TOT DEPS - NUM OF ACCTS > $100,000	UNPOSTED CREDITS	UNPOSTED CREDITS-DEMAND DEPOSITS	UNPOSTED CREDITS-TIME & SAVINGS DEPS	UNINVESTED TRUST FUNDS HELD	# OF DEP ACCTS OF $100,000 OR LESS	INT ACCRD&UNPD ON DEPS OF CNSLD SUBS	INT ACCRD&UNPD ON DEPS IN INSRD BRCH	UNAMORTZD PREMIUMS ON TIME&SVGS DEPS	UNAMORTZD DISCOUNT ON TIME&SVGS DEPS	ESTIMATE OF UNINSURED DEPOSITS	BENFT-RESPNSV DEPSTRY INSTN INVSTMT	AMT DEM DEP REDUC IF BALS REP NET BS	INCR IN DEM DEP IF RECIP BAL GROSS	DECR IN DEM DEP IF CIPC INCLUDED	AMT OF ASSETS NETTED AGST DMND DEPS	AMT OF ASSETS NETTED AGST SVGS DEPS	TOTL DEPS PURCHD/ACQRD FROM OTH FDIC	AMT OF PURCHD/ACQRD DPS RPTD IN A531	TOTL DEPS SOLD OR TRNSFRD DURING QTR	PB/PSA FDIC CERTIFICATE NUMBER	PB/PSA FDIC CERTIFICATE NUMBER	
192651	0	0	0	0		0	0	0		14376	3209	22	0	0	0	0		0		0	0	1009	0	0	0	0	0	0	0	0	0	0		
192857	0	0	0	0		0	0	0		36343	20330	95	0	0	0	0		0		0	0	3802	0	0	0	0	0	0	0	0	0	0		
193162	0	0	0	0		0	0	0		19792	16495	72	0	0	0	0		0		0	0	11664	0	0	0	0	0	0	0	0	0	0		
193247	0	0	0	0		0	0	0		18213	6326	28	0	0	0	0		0		0	0	3526	0	0	0	0	0	0	0	0	0	0		
193452	193	0	0	0		0	0	0		53714	26976	133	2	0	0	0		0		0	0	11676	0	0	0	0	0	0	0	0	0	0		
193461	0	0	0	0		0	0	0		67151	111557	398	0	0	0	0		0		0	0	73433	0	0	0	0	0	0	0	0	0	0		
193470	0	0	0	0		0	0	0		295466	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0		
193537	0	0	0	0		0	0	0		45773	24943	114	0	0	0	0		0		0	0	10614	0	0	0	0	0	0	0	0	0	0		
193649	0	0	0	0		0	0	0		62849	54877	193	0	0	0	0		0		0	0	11452	0	0	0	0	0	0	0	0	0	0		
193809	0	0	0	1		0	0	0		519374	236949	1295	0	0	0	0		0		0	0	106339	0	0	0	0	0	0	0	0	0	0		
194253	0	0	0	0		0	0	0		52987	21151	101	0	0	0	0		0		0	0	5173	0	0	0	0	0	0	0	0	0	0		
194440	0	0	0	0		0	0	0		47177	23682	106	0	0	0	0		0		0	0	13082	0	0	0	0	0	0	0	0	0	0		
194936	54	0	0	0		0	0	0		53404	87324	302	2	0	0	0		0		0	0	9441	0	0	0	0	0	0	0	0	0	0		
195072	0	0	0	0		0	0	0		263577	86860	370	0	0	0	0		0		0	0	20550	0	0	0	0	0	0	0	0	0	0		
195111	233	0	0	0		0	0	0		230719	97794	487	21	0	0	0		0		0	0	44247	0	0	0	0	0	0	0	0	0	0		
195157	0	0	0	0		0	0	0		27356	9864	39	0	0	0	0		0		0	0	5964	0	0	0	0	0	0	0	0	0	0		
195353	0	0	0	0		0	0	0		221601	611556	1612	0	0	0	0		0		0	0	275566	0	0	0	0	0	0	0	0	0	0		
195456	0	0	0	0		0	0	0		40452	12336	60	0	0	0	0		0		0	0	6336	0	0	0	0	0	0	0	0	0	0		
196257	0	0	0	0		0	0	0		8513	2920	20	0	0	0	0		0		0	0	920	0	0	0	0	0	0	0	0	0	0		
196350	0	0	0	0		0	0	0		21358	17223	80	0	0	0	0		0		0	0	3253	0	0	0	0	0	0	0	0	0	0		
196426	0			0		0	0	0		124642	58406	325	0			0		0		0	0	23315	0	0	0	0	0	0	0	0	0			
196743	0	7	0	6		0	0	14371		82713	48423	216	0	0	0	0		17		0	0	33255	0	0	0	0	0	0	0	0	0	0		
196752	0	0	0	0		0	0	0		2704	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0		
196800	0	0	0	0		0	0	1401		124898	113577	480	0	0	0	0		0		0	0	65577	0	0	0	0	0	0	0	0	0	0		
197142	0	0	0	0		0	0	0		97398	45319	231	0	0	0	0		0		0	0	45954	0	0	0	0	0	0	0	0	0	0		
197254	0	0	0	0		0	0	0		10444	3012	24	0	0	0	0		0		0	0	671	0	0	0	0	0	0	0	0	0	0		
197302	0	0	0	0		0	0	0		251350	128289	678	0	0	0	0		0		0	0	72637	0	0	0	0	0	0	0	0	0	0		
197357	9	0	0	0		0	0	0		13218	6465	32	0	0	0	0		0		0	0	2040	0	0	0	0	0	0	0	0	0	0		
197478	0			1873		0	0	400		1495764	2830192	7402	0			0		0		0	0	1665925	0	0	0	0	0	0	0	0	0			
197740	0	0	0	0		0	0	0		40601	16667	46	0	0	0	0		0		0	0	6460	0	0	0	0	0	0	0	0	0	0		
197759	0	0	0	0		0	0	0		66673	23463	106	0	0	0	0		0		0	0	12863	0	0	0	0	0	0	0	0	0	0		
198046	0	0	0	0		0	0	0		31558	14951	87	0	0	0	0		0		0	0	6251	0	0	0	0	0	0	0	0	0	0		
198103	0	0	0	0		0	0	0		34913	10186	60	0	0	0	0		0		0	0	8436	0	0	0	0	0	0	0	0	0	0		
198149	0	0	0	0		0	0	0		99613	56853	216	0	0	0	0		0		0	0	55700	0	0	0	0	0	0	0	0	0	0		
198251	0	0	0	0		0	0	0		38363	15606	83	0	0	0	0		0		0	0	9359	0	0	0	0	0	0	0	0	0	0		
198448	0	0	0	0		0	0	0		140149	115524	524	0	0	0	0		0		0	0	32365	0	0	0	0	0	0	0	0	0	0		
198831	0	0	0	0		0	0	0		172319	87520	420	0	0	0	0		0		0	0	14109	0	0	0	0	0	0	0	0	0	0		
198859	0	0	0	0		0	0	0		27393	19302	75	0	0	0	0		0		0	0	2503	0	0	0	0	0	0	0	0	0	0		
198961	65	0	0	0		0	0	0		49845	21956	128	0	0	0	0		0		0	0	9155	0	0	0	0	0	0	0	0	0	0		
199052	0	0	0	0		0	0	0		22555	8194	50	0	0	0	0		0		0	0	3194	0	0	0	0	0	0	0	0	0	0		
199137	0	0	0	0		0	0	0		44031	21010	78	0	0	0	0		0		0	0	10400	0	0	0	0	0	0	0	0	0	0		
199351	0	0	0	0		0	0	0		4990	1026	8	0	0	0	0		0		0	0	57	0	0	0	0	0	0	0	0	0	0		
199436	0	0	0	0		0	0	0		79644	31040	170	0	0	0	0		0		0	0	9155	0	0	0	0	0	0	0	0	0	0		
199454	2	0	0	0		0	0	0		12478	9970	34	0	0	0	0		0		0	0	6870	0	0	0	0	0	0	0	0	0	0		
199463	42			0		0	0	0		8387	9452	40	0			0		0		0	0	2400	0	0	0	0	0	0	0	0	0			
199940	0	0	0	0		0	0	0		105333	55737	346	0	0	0	0		0		0	0	12554	0	0	0	0	0	0	0	0	0	0		
200042	0	0	0	0		0	0	0		20087	6458	29	0	0	0	0		0		0	0	3553	0	0	0	0	0	0	0	0	0	0		
200435	0	0	0	0		0	0	0		212060	157678	608	0	0	0	0		0		0	134	96877	0	0	0	0	0	0	0	0	0	0		
200640	93	0	0	0		0	0	0		192465	330534	1074	1	0	0	0		0		0	0	219634	0	0	0	0	0	0	0	0	0	0		
201049	0	0	0	0		0	0	0		60969	28432	93	0	0	0	0		0		0	0	7944	0	0	0	0	0	0	0	0	0	0		
201124	58	0	0	0		0	0	0		35052	12245	54	1	0	0	0		0		0	0	4237	0	0	0	0	0	0	0	0	0	0		
201254	33	0	0	0		0	0	0		84040	38514	194	1	0	0	0		0		0	0	19114	0	0	0	0	0	0	0	0	0	0		
201441	0	0	0	0		0	0	0		22432	4889	29	0	0	0	0		0		0	0	8219	0	0	0	0	0	0	0	0	0	0		
201638	0	0	0	0		0	0	0		126867	93383	427	0	0	0	0		0		0	0	50683	0	0	0	0	0	0	0	0	0	0		
201647	0	0	0	0		0	0	0		43799	17240	62	0	0	0	0		0		0	0	11040	0	0	0	0	0	0	0	0	0	0		
201834	0	0	0	0		0	0	0		200344	292388	930	0	0	0	0		0		0	0	233786	0	0	0	0	0	0	0	0	0	0		
202251	97	0	0	0		0	0	0		43952	16012	96	14	0	0	0		0		0	0	6412	0	0	0	0	0	0	0	0	0	0		
202514	0	0	0	27		0	0	186		64295	45179	178	0	0	0	0		0		0	0	32281	0	0	0	0	0	0	0	0	0	0		
202541	11	0	0	0		0	0	0		64114	36018	124	0	0	0	0		0		0	0	25418	0	0	0	0	0	0	0	0	0	0		
202550	0	0	0	0		0	0	0		66405	20956	113	0	0	0	0		0		0	0	17693	0	0	0	0	0	0	0	0	0	0		
202907	0	0	0	0		0	0	0		2059528	876145	3122	0	0	0	0		0		0	0	773139	0	0	0	0	0	0	0	0	0	0		
203052	0	0	0	0		0	0	0		27234	7976	45	0	0	0	0		0		0	0	3476	0	0	0	0	0	0	0	0	0	0		
203333	0	0	0	0		0	0	0		279448	387211	1013	0	0	0	0		0		0	0	153272	0	0	0	0	0	0	0	0	0	0		
203418	0	0	0	0		0	0	0		155788	43454	190	0	0	0	0		0		0	0	31023	0	0	0	0	0	0	0	0	0	0		
203575	0	0	0	0		0	0	0		54964	11897	82	0	0	0	0		0		0	0	2974	0	0	0	0	0	0	0	0	0	0		
203753	0	0	0	0		0	0	0		52239	9558	74	0	0	0	0		0		0	0	8949	0	0	0	0	0	0	0	0	0	0		
203847	0	0	0	0		0	0	0		58111	58447	259	0	0	0	0		0		0	0	32847	0	0	0	0	0	0	0	0	0	0		
204004	0	0	0	5239		0	0	120731		2746005	1386313	5537	0	0	0	0		0		0	0	875543	0	0	0	0	0	0	1356061	1356061	0	0		
204237	0	0	0	0		0	0	0		118433	56169	252	0	0	0	0		0		0	0	27500	0	0	0	0	0	0	0	0	0	0		
204808	0	0	0	0		0	0	0		7156	419758	247	0	0	0	0		0		4337	7940	6223	0	0	0	0	0	0	0	0	0	0		
204826	0	0	0	110		0	0	991		87101	29143	116	0	0	0	0		0		0	0	17543	0	0	0	0	0	0	0	0	0	0		
205159	0	0	0	0		0	0	0		19944	8077	37	0	0	0	0		0		0	0	1243	0	0	0	0	0	0	0	0	0	0		
205243	0	0	0	0		0	0	0		71730	43732	166	0	0	0	0		0		0	0	23092	0	0	0	0	0	0	0	0	0	0		
205346	0	2	16	0		0	0	0		90799	35710	181	0	50	0	0		0		0	0	21452	0	0	0	0	0	0	0	0	0	0		
205430	0	0	0	0		0	0	0		24636	15470	59	0	0	0	0		0		0	0	9570	0	0	0	0	0	0	0	0	0	0		
205458	0	0	0	0		0	0	0		14481	12215	65	0	0	0	0		0		0	0	5715	0	0	0	0	0	0	0	0	0	0		
205542	0	0	0	0		0	0	0		89633	27052	109	0	0	0	0		0		0	0	27038	0	0	0	0	0	0	0	0	0	0		
205654	0	0	0	0		0	0	0		484812	385809	1332	0	0	0	0		0		0	0	176134	0	0	0	0	0	0	0	0	0	0		
206156	0	0	0	0		0	0	0		53471	53251	184	0	0	0	0		0		0	0	33111	0	0	0	0	0	0	0	0	0	0		
206174	0	0	0	0		0	0	0		149664	27770	203	0	0	0	0		0		0	0	7471	0	0	0	0	0	0	0	0	0	0		
206567	0	0	0	0		0	0	0		0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0		
206772	0	0	0	0		0	0	0		52650	22084	136	0	0	0	0		0		0	0	9318	0	0	0	0	0	0	0	0	0	0		
206950	10	0	0	0		0	0	0		12155	11134	44	0	0	0	0		0		0	23	629	0	0	0	0	0	0	0	0	0	0		
207041	0	0	0	0		0	0	0		13931	3587	19	0	0	0	0		0		0	0	2934	0	0	0	0	0	0	0	0	0	0		
207050	0	70	0	0		0	0	0		111113	74612	260	0	116	8	0		0		0	0	14816	0	0	0	0	0	0	0	0	0	0		
207452	0	0	0	0		0	0	0		45829	37777	155	0	0	0	0		0		0	0	14961	0	0	0	0	0	0	0	0	0	0		
207555	0	0	0	0		0	0	0		74778	24760	122	0	0	0	0		0		0	0	18015	0	0	0	0	0	0	0	0	0	0		
207564	0	0	0	0		0	0	0		39188	9123	55	0	0	0	0		0		0	0	3623	0	0	0	0	0	0	0	0	0	0		
207845	0	0	0	0		0	0	0		272329	183776	608	0	0	0	0		0		0	85	158318	0	0	0	0	0	0	0	0	0	0		
207872	0			34		0	0	0		50055	93132	240	0			0		0		0	0	54911	0	0	0	0	0	0	0	0	0			
207957	0	0	0	0		0	0	0		10020	3416	20	0	0	0	0		0		0	0	1616	0	0	0	0	0	0	0	0	0	0		
208057	0	0	0	0		0	0	0		143750	105885	394	0	69	0	0		0		0	0	99003	0	0	0	0	0	0	0	0	0	0		
208169	0	0	0	0		0	0	0		181342	473377	1310	0	0	0	0		0		0	0	342377	0	0	0	0	0	0	0	0	0	0		
208244	0	0	0	17545		0	0	29817		3672753	2755909	7406	0	0	0	0		0		0	3611	2357342	0	0	0	0	0	0	0	0	0	0		
208347	0	0	0	0		0	0	0		26730	5854	36	0	0	0	0		0		0	0	2254	0	0	0	0	0	0	0	0	0	0		
208440	0	0	0	0		0	0	0		36299	14718	79	0	0	0	0		0		0	0	6818	0	0	0	0	0	0	0	0	0	0		
208459	0	53	0	0		0	0	0		19284	17001	93	0	0	0	0		0		0	0	12050	0	0	0	0	0	0	0	0	0	0		
208655	0	0	0	0		0	0	0		102186	21262	113	0	0	0	0		0		0	0	29904	0	0	0	0	0	0	0	0	0	0		
208927	0	0	0	82776		0	0	0		1091274	2272073	3264	0	0	0	103674		0		0	0	2012545	0	0	0	0	0	0	0	0	0	0		
208972	0	0	0	0		0	0	0		47624	7676	53	0	0	0	0		0		0	0	7748	0	0	0	0	0	0	0	0	0	0		
209139	0			0		0	0	0		98023	20068	120	0			0		0		0	0	10868	0	0	0	0	0	0	0	0	0			
209148	0	0	0	0		0	0	0		138020	35222	211	0	0	0	0		0		0	0	33528	0	0	0	0	0	0	0	0	0	0		
209335	0	0	0	0		0	0	0		22577	20793	118	0	0	0	0		0		0	0	4640	0	0	0	0	0	0	0	0	0	0		
209362	0	0	0	0		0	0	0		11740	10931	60	0	0	0	0		0		0	0	4931	0	0	0	0	0	0	0	0	0	0		
209447	0	0	0	0		0	0	0		32745	15389	102	0	0	0	0		0		0	0	3500	0	0	0	0	0	0	0	0	0	0		
209559	0	0	0	0		0	0	0		28228	7653	30	0	0	0	0		0		0	0	6609	0	0	0	0	0	0	0	0	0	0		
209652	0	0	0	0		0	0	0		121866	46787	192	0	0	0	0		0		0	0	39625	0	0	0	0	0	0	0	0	0	0		
209830	0	0	0	0		0	0	0		39600	37454	75	0	0	0	0		0		0	0	29954	0	0	0	0	0	0	0	0	0	0		
209858	3	0	0	0		0	0	0		76101	64921	274	1	0	0	0		0		0	0	24210	0	0	0	0	0	0	0	0	0	0		
210238	0	0	0	0		0	0	0		192470	128946	407	0	0	0	0		0		0	0	88245	0	0	0	0	0	0	0	0	0	0		
210256	179	0	0	0		0	0	0		56241	19631	87	4	0	0	0		0		0	0	10931	0	0	0	0	0	0	0	0	0			
210434	0	0	0	89198	0	0	0	0	0	2205584	5638828	10262	0	602	0	0		0	0	0	0	4187128	0	0	0	125	0	0						
210443	0	0	0	0		0	0	0		29432	11281	48	0	0	0	0		0		0	0	6481	0	0	0	0	0	0	0	0	0	0		
210452	30	0	0	0		0	0	0		12126	2407	12	0	0	0	0		0		0	0	1207	0	0	0	0	0	0	0	0	0	0		
210555	0	0	0	15		0	0	557		60963	28487	139	0	0	0	0		0		0	0	8215	0	0	0	0	0	0	0	0	0	0		
211114	0	0	0	0		0	0	0		52523	30381	114	0	0	0	0		0		0	0	29327	0	0	0	0	0	0	0	0	0	0		
211338	0	0	0	0		0	0	0		42421	20128	97	0	0	0	0		0		0	0	13891	0	0	0	0	0	0	0	0	0	0		
211628	0	0	0	0		0	0	0		177481	85495	360	0	0	0	0		0		0	0	58543	0	0	0	0	0	0	0	0	0	0		
211851	0	0	0	0		0	0	0		31113	8519	48	0	0	0	0		0		0	0	2810	0	0	0	0	0	0	0	0	0	0		
211954	15	0	0	0		0	0	0		34498	9874	52	0	0	0	0		0		0	0	5115	0	0	0	0	0	0	0	0	0	0		
212018	0	0	0	0		0	0	0		146035	54635	327	0	0	0	0		0		0	0	16442	0	0	0	0	0	0	0	0	0	0		
212120	0	0	0	0		0	0	0		184240	102062	574	0	0	0	0		0		0	0	59926	0	0	0	0	0	0	0	0	0	0		
212335	40	0	0	0		0	0	0		30223	25797	94	0	0	0	0		0		0	0	17997	0	0	0	0	0	0	0	0	0	0		
212344	0	0	0	0		0	0	0		48207	5128	28	0	0	0	0		0		0	0	8019	0	0	0	0	0	0	0	0	0	0		
212456	0	0	0	0		0	0	0		28795	25579	127	0	0	0	0		0		0	0	9422	0	0	0	0	0	0	0	0	0	0		
212465	0	0	0	24730	0	0	0	0	0	10583954	26380970	43205	1470	0	0	0		0	0	0	0	15997532	0	0	0	0	0	0	162855	0	0	0		
212522	0	0	0	0		0	0	0		207992	106297	446	0	0	0	0		0		0	0	47921	0	0	0	0	0	0						
212979	0	0	0	85		0	0	170		376177	119974	537	0	0	0	0		0		170	0	47785	0	0	0	0	0	0	0	0	0	0		
213538	0	0	0	0		0	0	0		59501	38409	253	0	0	0	0		0		0	0	15580	0	0	0	0	0	0	0	0	0	0		
213912	0	0	0	0		0	0	0		51967	13680	62	0	0	0	0		0		0	0	20077	0	0	0	0	0	0						
213958	0	0	0	0		0	0	0		23475	14284	57	20	0	0	0		0		0	0	10214	0	0	0	0	0	0	0	0	0	0		
214106	0	0	0	0		0	0	0		185470	60982	313	0	0	0	0		0		0	0	29683	0	0	0	0	0	0	0	0	0	0		
214414	0	0	0	0		0	0	0		393546	185115	770	0	0	0	0		0		0	0	214891	0	0	0	0	0	0	0	0	0	0		
214571	0	5	0	100		0	0	0		68560	18688	87	0	0	0	0		0		0	0	10288	0	0	0	0	0	0	0	0	0	0		
214722	0			0		0	0	0		262851	38282	263	0			0		0		0	0	11982	0	0	0	0	0	0	0	0	0			
214807	0			147000	0	0	0	0	0	100000	7692000	2159	0			0		0	0	0	24000	7294000	0	0	0	0	0	0	0	0	0			
214843	0	0	0	0		0	0	0		105374	30146	140	0	0	0	0		0		0	0	18346	0	0	0	0	0	0	0	0	0	0		
215130	8	0	0	0		0	0	0		144523	279044	562	0	0	0	0		0		0	0	80619	0	0	0	0	0	0	0	0	0	0		
215251	0	0	0	0		0	0	0		24706	6837	45	0	0	0	0		0		0	0	2599	0	0	0	0	0	0	0	0	0	0		
215345	0	0	0	0		0	0	0		114565	31257	192	0	0	0	0		0		0	0	27784	0	0	0	0	0	0	0	0	0	0		
215354	0	0	0	0		0	0	0		68709	31551	153	0	0	0	0		0		0	0	23663	0	0	0	0	0	0	0	0	0	0		
215653	13	0	0	0		0	0	0		11749	3039	15	0	0	0	0		0		0	0	1636	0	0	0	0	0	0	0	0	0			
215662	0	0	0	0		0	0	0		219475	194796	836	0	0	0	0		0		0	0	116800	0	0	0	0	0	0	0	0	0	0		
215710	0	0	0	0		0	0	0		269326	66587	324	0	0	0	0		0		0	0	14332	0	0	0	0	0	0	0	0	0	0		
215756	0	0	0	0		0	0	0		182684	96892	362	0	0	0	0		0		0	0	91334	0	0	0	0	0	0	0	0	0	0		
215952	7	0	0	0		0	0	0		20936	12074	69	0	0	0	0		0		0	0	674	0	0	0	0	0	0	0	0	0	0		
216164	0	0	0	0		0	0	0		35960	20574	84	0	0	0	0		0		0	0	12174	0	0	0	0	0	0	0	0	0	0		
216230	0	0	0	0		0	0	0		43233	72986	294	0	0	0	0		0		0	0	58004	0	0	0	0	0	0	0	0	0	0		
216258	0	0	0	130		0	0	0		74391	25213	91	0	0	0	0		0		0	0	16239	0	0	0	0	0	0	0	0	0	0		
216445	0	0	0	0		0	0	0		56015	14206	92	0	0	0	0		0		0	0	4806	0	0	0	0	0	0	0	0	0	0		
216632	0	0	0	0		0	0	0		72694	60876	211	0	0	0	0		0		0	0	49228	0	0	0	0	0	0	0	0	0	0		
216922	0	0	0	0		0	0	0		850968	482731	2074	0	0	0	0		0		0	0	349514	0	0	0	0	0	0	0	0	0	0		
217059	0	0	0	0		0	0	0		55281	24745	142	0	0	0	0		0		0	0	12845	0	0	0	0	0	0	0	0	0	0		
217479	0	0	0	0		0	0	0		180396	209479	649	0	0	0	0		0		0	0	143579	0	0	0	0	0	0	0	0	0	0		
217620	0	0	0	0		0	0	0		184693	63134	278	0	0	0	0		0		0	0	35334	0	0	0	0	0	0	0	0	0	0		
218131	0	0	0	0		0	0	0		149226	44213	189	0	0	0	0		0		0	0	15424	0	0	0	0	0	0	0	0	0	0		
218261	0	0	0	0		0	0	0		26264	30534	139	0	0	0	0		0		0	0	8341	0	0	0	0	0	0	0	0	0	0		
218757	21	0	0	0		0	0	0		7437	2068	13	0	0	0	0		0		0	0	468	0	0	0	0	0	0	0	0	0	0		
218775	0	0	0	0		0	0	0		23359	5265	41	0	0	0	0		0		0	0	1165	0	0	0	0	0	0	0	0	0	0		
218832	0	0	0	0		0	0	0		76869	26603	120	0	0	0	0		0		0	0	14603	0	0	0	0	0	0	0	0	0	0		
218850	4	0	0	0		0	0	0		12101	4654	29	0	0	0	0		0		0	0	1754	0	0	0	0	0	0	0	0	0	0		
218878	0	0	0	0		0	0	0		122254	31669	156	0	0	0	0		0		0	0	15869	0	0	0	0	0	0	0	0	0	0		
219044	0	0	0	0		0	0	0		9337	2286	14	0	0	0	0		0		0	0	1516	0	0	0	0	0	0	0	0	0	0		
219138	0	0	0	0		0	0	0		21325	9508	59	0	0	0	0		0		0	0	3608	0	0	0	0	0	0	0	0	0	0		
219259	0	0	0	0		0	0	0		58171	45132	280	0	0	0	0		0		0	0	7477	0	0	0	0	0	0	0	0	0	0		
219343	0	0	0	0		0	0	0		476366	395565	1149	0	0	0	0		0		0	0	223890	0	0	0	0	0	0	0	0	0	0		
219651	0	0	0	0		0	0	0		82715	61642	265	0	0	0	0		0		0	0	34142	0	0	0	0	0	0	0	0	0	0		
219857	0	0	0	0		0	0	0		12343	6525	21	0	0	0	0		0		0	0	4425	0	0	0	0	0	0	0	0	0	0		
220040	0	0	0	0		0	0	0		56965	18200	86	0	0	0	0		0		0	0	11310	0	0	0	0	0	0	0	0	0	0		
220059	0	0	0	31		0	0	0		135056	56970	233	0	0	0	0		0		0	0	26936	0	0	0	0	0	0	0	0	0	0		
220527	0	0	0	129		0	0	0		291552	276899	1002	0	0	0	0		0		0	0	202487	0	0	0	0	0	0	0	0	0	0		
220545	0	0	0	25		0	0	0		255254	208792	628	0	0	0	0		0		0	0	145990	0	0	0	0	0	0	0	0	0	0		
220844	0	0	0	0		0	0	0		36393	7902	57	0	0	0	0		0		0	0	2202	0	0	0	0	0	0	0	0	0	0		
221476	21	0	0	0		0	0	0		113159	45578	219	1	0	0	0		0		54	0	28189	0	0	0	0	0	0	0	0	0	0		
221533	0	0	0	0		0	0	0		91532	26649	125	0	0	0	0		0		0	0	12466	0	0	0	0	0	0	0	0	0	0		
221654	0	0	0	0		0	0	0		64891	16499	78	0	0	0	0		0		0	0	11248	0	0	0	0	0	0	0	0	0	0		
222053	10	0	0	0		0	0	0		36147	32261	148	0	0	0	0		0		0	0	17461	0	0	0	0	0	0	0	0	0	0		
222147	0			0		0	0	37856		2265611	1582136	4826	0			0		0		0	0	1106036	0	0	0	0	0	0	0	0	0			
222156	0	0	0	0		0	0	0		73414	25924	124	0	0	0	0		0		0	0	10786	0	0	0	0	0	0	0	0	0	0		
222446	0	0	0	0		0	0	0		174393	92804	467	0	0	0	0		0		0	0	68924	0	0	0	0	0	0	0	0	0	0		
222558	0	0	0	0		0	0	0		24215	26505	60	0	0	0	0		0		0	0	15091	0	0	0	0	0	0	0	0	0	0		
222754	0	0	0	0		0	0	0		61861	76302	269	0	0	0	0		0		0	0	48504	0	0	0	0	0	0						
223005	0	0	0	0		0	0	0		129659	139780	378	0	0	0	0		0		0	0	108125	0	0	0	0	0	0	0	0	0	0		
223238	0	0	0	0		0	0	0		45400	28576	115	0	0	0	0		0		0	0	11984	0	0	0	0	0	0	0	0	0	0		
223322	861			0		0	0	0		348189	183445	936		78	0	0		0		0	0	88845	0	0	0	0	0	0	0	0	0			
223331	0	0	0	0		0	0	0		201291	253412	668	0	0	0	0		0		0	0	186312	0	0	0	0	0	0	0	0	0	0		
223452	0	0	0	0		0	0	0		36496	14291	79	0	0	0	0		0		0	0	13028	0	0	0	0	0	0	0	0	0	0		
223751	0			0		0	0	0		35996	9184	61	0			0		0		0	0	4956	0	0	0	0	0	0	0	0	0			
223845	0	0	0	0		0	0	0		44716	17991	73	0	0	0	0		0		0	0	10691	0	0	0	0	0	0	0	0	0	0		
224178	0	0	0	749		0	0	121		470213	106941	515	0	0	0	0		0		39	0	55441	0	0	0	0	0	0	0	0	0	0		
224552	0	0	0	0		0	0	0		8541	3069	17	0	0	0	0		0		0	0	2065	0	0	0	0	0	0	0	0	0	0		
224637	0	0	0	0		0	0	0		124187	85097	395	0	0	0	0		0		0	0	44284	0	0	0	0	0	0	0	0	0	0		
224655	0	0	0	0		0	0	0		91367	46198	208	0	0	0	0		0		0	0	19051	0	0	0	0	0	0	0	0	0	0		
224749	0	0	0	0		0	0	0		27259	19720	58	0	0	0	0		0		0	0	18556	0	0	0	0	0	0						
224954	1	0	0	0		0	0	0		30278	19156	114	0	0	0	0		0		0	0	7757	0	0	0	0	0	0	0	0	0	0		
225054	0	0	0	0		0	0	0		28077	16949	75	0	0	0	0		0		0	0	3784	0	0	0	0	0	0	0	0	0	0		
225157	0	0	0	0		0	0	0		27742	15336	62	0	0	0	0		0		0	0	3776	0	0	0	0	0	0	0	0	0	0		
225241	0	0	0	0		0	0	0		15058	6635	36	0	0	0	0		0		0	0	635	0	0	0	0	0	0	0	0	0	0		
225250	72	0	0	0		0	0	0		40442	14488	107	0	0	0	0		0		0	0	10548	0	0	0	0	0	0	0	0	0	0		
225335	0	0	0	0		0	0	0		320340	380269	1369	0	0	0	0		0		0	0	235520	0	0	0	0	0	0	0	0	0	0		
225559	0			0		0	0	0		219391	120633	424	0			0		0		0	0	99086	0	0	0	0	0	0	0	0	0			
225942	0	0	0	0		0	0	0		25141	5917	33	0	0	0	0		0		0	0	2669	0	0	0	0	0	0	0	0	0	0		
226051	0	0	0	0		0	0	0		32446	14901	70	0	0	0	0		0		0	0	8900	0	0	0	0	0	0	0	0	0	0		
226659	0	0	0	0		0	0	0		5823	2830	9	0	0	0	0		0		0	0	1930	0	0	0	0	0	0	0	0	0	0		
226734	0	0	0	0		0	0	0		12316	6830	51	0	0	0	0		0		0	0	1730	0	0	0	0	0	0	0	0	0	0		
226752	0	0	0	0		0	0	0		30067	12862	67	0	0	0	0		0		0	0	3301	0	0	0	0	0	0	0	0	0	0		
226949	0	0	0	0		0	0	0		9234	4022	15	0	0	0	0		0		0	0	2522	0	0	0	0	0	0	0	0	0	0		
