"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	267	240	1226	44	92	0	0	0	0	0	627	0	0	0				
242																0	154	0	366	15	21				0	0	191	0	0	0				
279																0	1866	0	2509	51	112	0	0	0	0	0	531	38	0	0				
354																0	5	0	110	0	35	29	0	0	0	0	70	0	0	0	FEDERAL INCOM TAX                                                                                                                                                                                			
439																0	351	445	3103	99	1135	206	799	0	0	0	1172	0	0	0	Investment - Midland Tax Credit                                                                                                                                                                  	BL Pass Through - Loan Participation                                                                                                                                                             		
457																0	40	0	859	0	466	0	0	0	0	0	353	435	0	0				
505																0	1933	215	6977	2038	3554	899	0	0	0	0	1275	0	0	0	SPLIT DOLLAR RECEIVABLE                                                                                                                                                                          			
1146																0	2382	0	11970	0	8827	5405	0	0	0	0	761	0	0	0	LTC-TITEL PLANT INVT                                                                                                                                                                             			
1155																0	528	360	5096	23	3119	33	0	0	0	0	1089	3021	0	0	Computer Software                                                                                                                                                                                			
1351																0	0	18	1023	83	83	0	0	0	0	0	922	0	0	0				
1454																0	1093	0	3585	436	557	0	0	0	0	0	1935	0	0	0				
1557																0	52	0	542	30	34	0	0	0	0	0	456	0	0	0				
1632																0	1450	2900	7789	0	1322	0	0	0	0	0	2117	1132	0	0				
1669																4	682	162	8351	142	5508	0	0	0	0	0	1999	5356	0	0				
1829																0	1379	0	4173	468	1233	0	0	0	0	0	1561	0	0	0				
1856																0	4197	0	5570	247	247	0	0	0	0	0	1126	0	0	0				
2040																0	1084	108	3360	260	1422	45	104	0	0	0	746	1013	0	0	Petroleum cleanup receivables                                                                                                                                                                    	Computer software                                                                                                                                                                                		
2161																0	230	51	3239	0	2580	0	0	0	0	0	378	2247	0	0				
2376																0	7686	945	12825	230	813	0	0	0	0	0	3381	0	0	0				
2451																0	258	0	626	0	139	47			0	0	229	0	0	0	DATA PROCESSING SYSTEMS                                                                                                                                                                          			
2554																0	0	0	105	8	8	0	0	0	0	0	97	0	0	0				
2732																0	181	227	3130	9	373	114	0	0	0	0	2349	228	0	0	leasehold purchase premium                                                                                                                                                                       			
2750																0	374	0	1894	0	721	0	0	0	0	0	799	601	0	0				
2938																32	2057	838	5170	53	85	0	0	0	0	0	2190	0	0	0				
2956																0	163	111	1158	30	36	0	0	0	0	0	848	0	0	0				
3252																0	273	120	2738	0	665	251	0	0	0	0	1680	0	0	0	leases                                                                                                                                                                                           			
3458																0	75	21	301	0	18	0	0	0	0	0	187	0	0	0				
3506																0	4258	2305	44421	0	31059	0	0	0	0	0	6799	22585	0	0				
3579																0	2954	0	5886	329	1446	679	0	0	0	0	1486	0	0	0	Prepaid pension contribution                                                                                                                                                                     			
3720																0	575	470	4244	0	2131	0	0	0	0	0	1068	1709	0	0				
3953																0	296	0	2189	122	591	0	0	0	0	0	1302	469	0	0				
4138																0	833	0	2039	0	218	0	0	0	0	0	988	0	0	0				
4147																0	3172	0	7680	0	3992	0	0	0	0	0	516	3548	0	0				
4156																36	977	0	4958	0	2761	0	0	0	0	0	1220	2654	0	0				
4231																0	0	254	1276	0	8	0	0	0	0	0	1014	0	0	0				
4437																0	930	477	2817	182	492	145	0	0	0	0	918	0	0	0	DUE FROM PARENT COMPANY                                                                                                                                                                          			
4839																0	1376	0	2954	145	460	255	0	0	0	0	1118	0	0	0	A/R-INTERFACE                                                                                                                                                                                    			
5005																0	2174	0	11203	0	7763	0	0	0	0	0	1266	6261	0	0				
5050																58	398	5	1164	60	124	0	0	0	0	0	637	0	0	0				
5069																0	0	259	3260	269	988	558	0	0	0	0	2013	0	0	0	Deferred Costs                                                                                                                                                                                   			
5135																0	830	237	5937	245	2594	0	0	0	0	0	2276	2095	0	0				
5210																0	10427	2724	38195	0	20353	0	0	0	0	0	4691	19034	0	0				
5247																0	0	59053	62512	213	226	0	0	0	0	0	3233	0	0	0				
5274																0	3851	245	4866	110	270	0	0	0	0	0	500	0	0	0				
5331																0	4364	0	8682	2053	3973	1644	0	0	0	0	345	0	0	0	ACCRUED INTEREST ON SECURITIES PURCHASED                                                                                                                                                         			
