RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
39,4,0,1916,1325,47,141,,0,25,,113,0,0,0,950,1670,148,117,298,1099,2620,0,674,22,,0,0,0,127,454,633,179,23,0,454,,,98,21,32,8,-10,0,0,,,,,,,,0,0,,283,607,false,0,519,,289,153,0,0,0,0,0,41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2006-06-30
56,0,0,794,526,59,19,86,0,86,,14,0,0,0,339,619,72,48,94,429,958,3,253,14,,10,57,0,82,260,262,2,0,0,260,,,9,32,0,0,0,0,0,,,,,,,,0,0,,49,135,true,0,123,,128,0,1,0,0,0,0,19,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2006-06-30
88,0,0,1642,1390,8,31,,0,70,,112,6,0,0,1715,1725,314,201,483,1619,3440,8,909,38,,0,623,0,227,310,420,110,6,0,310,,,112,22,0,34,0,0,0,,,,,,,,0,0,,315,667,false,0,174,,28,1579,4,0,0,0,0,109,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2006-06-30
14,0,0,136,79,9,4,24,0,24,,0,0,0,0,68,149,20,9,45,128,217,0,83,4,,3,0,0,0,41,41,0,0,0,41,,,0,0,0,0,0,0,0,,,,,,,,0,0,,11,40,false,0,24,,77,0,0,0,0,0,9,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2006-06-30
221,0,0,4559,3469,682,196,,0,148,,31,0,0,0,1540,3777,593,481,550,2393,5317,1,1291,59,,0,0,0,273,1198,1820,622,83,0,1198,,,31,78,0,5,0,0,0,,,,,,,,0,0,,767,474,false,0,260,,237,288,0,0,0,0,9,90,0,279,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2006-06-30
87,0,0,946,472,129,4,182,0,186,,10,0,0,0,341,640,96,75,106,399,981,0,237,9,,9,0,0,56,234,234,0,5,0,234,,,10,19,0,1,0,0,0,,,,,,,,0,0,,79,147,true,0,159,,19,1,0,0,0,0,0,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2006-06-30
687,3,0,6750,4850,590,0,0,0,124,,98,0,0,277,2956,5471,903,343,1531,4994,8427,4,2827,110,,0,780,0,634,951,1293,342,124,0,951,,,98,10,22,57,0,0,45,,,,,,,,0,0,0,538,941,false,0,1186,,408,1110,45,0,13,0,0,223,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2006-06-30
2099,0,0,13809,11156,1349,3,0,0,0,,8,0,0,457,5705,9830,15956,1084,5054,22535,15535,237,14303,530,,112,635,326,3177,1991,3251,1260,0,0,1991,,,3,294,0,43,0,83,96,,,,,,,,0,0,0,811,1428,false,941,363,,914,521,0,0,138,0,256,13776,0,1,0,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2006-06-30
87,0,0,4422,2520,1280,0,,0,238,,433,0,0,48,2156,3054,887,513,887,2413,5210,16,1245,53,,170,149,0,281,1046,1348,302,23,0,1046,,,433,138,0,16,0,0,74,,,,,,,,0,0,,752,860,false,44,340,,316,7,74,0,0,0,0,245,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2006-06-30
366,0,0,2476,1148,658,94,208,0,208,,187,4,0,0,1482,1775,291,216,241,896,3257,0,538,25,,0,0,0,117,1090,1090,0,4,0,1090,,,187,152,0,0,0,0,0,,,,,,,,0,0,,276,688,true,0,462,,487,9,0,0,0,0,0,58,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2006-06-30
932,3,0,6887,2949,1986,480,178,0,178,,576,2,0,712,2319,8132,2412,517,1815,6649,10451,8,3929,151,,5,0,0,895,3608,3608,0,2,0,3608,,,525,156,0,8,18,71,266,,,,,,,,0,0,0,529,697,true,52,1722,,1883,607,266,0,16,0,12,791,0,10,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2006-06-30
10,0,0,675,250,20,53,376,0,376,,26,0,0,0,333,643,55,42,135,426,976,2,228,9,,0,48,0,63,180,272,92,0,0,180,,,26,11,8,4,0,0,0,,,,,,,,0,0,,85,179,false,0,29,,216,0,0,0,0,0,0,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2006-06-30
2431,0,0,16899,13911,2230,24,218,0,328,,95,0,0,0,7602,10046,2097,956,2031,5635,17648,4,2942,107,,402,770,0,662,3480,5158,1678,2,0,3480,,,95,50,6,92,-3,0,2,,,,,,,,0,0,0,2442,1507,false,0,430,,523,11,3,0,15,0,0,1121,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2006-06-30
104,0,0,2401,1622,300,282,,0,75,,188,0,0,0,1916,3312,815,567,711,2292,5228,46,1217,65,,0,7,0,276,1216,1694,478,0,0,1216,,,188,343,17,10,0,0,0,,,,,,,,0,0,,445,1017,false,0,404,,2299,2,0,0,0,0,0,245,0,88,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2006-06-30
434,0,0,5493,4322,1046,0,0,0,1,,1120,651,0,0,2995,5843,588,350,1773,4346,8838,165,2120,87,,41,121,0,453,1629,1815,186,262,0,1629,,,1021,34,0,23,8,-17,0,,,,,,,,0,0,0,706,1659,false,29,95,,490,896,44,0,0,0,0,193,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2006-06-30
25,0,0,677,442,108,10,68,0,68,,23,0,0,0,4477,1589,99,91,241,493,6066,1,226,13,,154,2798,0,26,1165,1165,0,0,0,1165,,,23,15,0,125,0,0,0,,,,,,,,0,0,,927,558,true,0,59,,0,5230,0,0,0,0,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2006-06-30
344,0,0,4319,3055,963,15,,0,0,,440,0,0,6,1938,2987,423,214,489,1815,4925,3,1020,42,,29,406,0,306,622,745,123,0,0,622,,,426,17,0,27,7,81,0,,,,,,,,0,0,,602,540,false,30,271,,57,64,0,0,0,0,0,114,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2006-06-30
49,0,0,2103,1068,371,65,,0,130,,100,0,0,0,714,2030,456,288,633,1497,2744,92,745,32,,0,0,0,119,683,965,282,0,0,683,,,100,76,0,9,0,0,0,,,,,,,,0,0,,234,355,false,28,506,,175,200,0,0,0,0,0,155,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2006-06-30
1631,-35,0,18907,18733,160,24,0,0,0,,184,0,0,0,12480,13265,2987,355,1727,8968,25745,0,6173,143,,240,3331,0,985,3944,6549,2605,0,0,3944,,,0,101,0,242,0,0,0,,,,,,,,0,0,0,1443,5734,false,0,14,,316,6072,0,0,0,0,799,1833,0,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2006-06-30
44,0,0,1168,520,420,10,194,0,194,,11,0,0,0,445,760,113,45,121,515,1205,2,367,14,,0,127,0,27,229,355,126,0,0,229,,,0,8,0,14,0,57,0,,,,,,,,0,0,,61,205,false,0,34,,0,0,0,0,0,0,0,7,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2006-06-30
2,0,0,143,44,26,20,49,0,52,,1,0,0,0,56,176,11,9,41,105,232,0,55,4,,0,0,0,9,70,70,0,0,0,70,,,0,8,0,0,0,0,0,,,,,,,,0,0,,10,36,true,0,21,,68,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2006-06-30
1310,0,0,15198,10706,3229,495,0,0,0,,491,0,0,65,5434,11087,630,389,1213,6484,16521,0,4357,115,,0,5,0,864,3058,5083,2025,0,0,3058,,,447,191,0,0,0,0,57,,,,,,,,0,0,0,2845,1083,false,0,1263,,337,0,57,0,0,0,0,119,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2006-06-30
178,0,0,1271,494,93,19,606,0,606,,30,0,0,0,853,776,94,59,243,671,1629,19,392,12,,13,124,0,36,182,189,7,0,0,182,,,21,61,2,10,0,0,0,,,,,,,,0,0,,148,329,true,0,78,,171,109,0,0,0,0,0,33,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2006-06-30
1058,0,0,11434,8914,1965,0,174,0,232,,87,0,0,0,4528,7961,1331,1022,1524,3861,12489,34,1944,76,,594,418,0,393,2549,4051,1502,0,0,2549,,,87,40,0,75,0,0,1,,,,,,,,0,0,0,577,1841,false,0,323,,783,76,56,0,0,0,0,250,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2006-06-30
174,0,0,2155,698,194,0,978,0,991,,244,2,0,0,914,2256,278,220,317,1286,3170,97,855,38,,79,85,0,114,890,1248,358,2,0,890,,,208,85,12,6,12,0,0,,,,,,,,0,0,,206,285,false,0,272,,373,293,0,0,0,0,-4,40,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2006-06-30
30,0,0,501,332,88,35,56,0,57,,67,37,0,0,308,541,36,28,73,250,849,69,146,8,,39,0,0,31,231,327,96,1,0,231,,,27,53,0,8,0,0,0,,,,,,,,0,0,,72,114,false,0,24,,129,3,0,0,0,0,0,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2006-06-30
7538,89,0,37605,29604,7867,0,0,0,27,,1390,862,0,0,16982,28152,5150,1900,4815,19804,45134,0,10863,319,,1001,2405,0,3746,9555,13287,3732,117,0,9555,,,1324,388,32,258,0,755,277,,,,,,,,0,0,0,992,4658,false,40,67,,1920,3099,277,0,185,0,0,2033,0,380,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506,2006-06-30
255,0,0,3441,2792,234,147,,0,161,,264,0,0,0,1354,3255,901,558,833,2430,4609,0,1331,55,,62,93,0,266,1179,1692,513,45,0,1179,,,264,120,26,15,12,0,103,,,,,,,,0,0,,267,557,false,0,254,,561,181,103,0,0,0,0,210,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2006-06-30
488,0,0,3484,1591,894,106,779,0,779,,0,1,0,0,1040,2560,531,380,710,2155,3600,0,1077,38,,2,8,0,368,636,636,0,0,0,636,,,0,54,0,9,0,0,0,,,,,,,,0,0,,175,313,true,0,220,,0,0,0,0,0,0,0,136,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2006-06-30
