RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
63,4,0,2953,2014,74,164,,0,57,,155,0,0,0,1442,2532,224,178,506,1699,3974,0,1015,23,,0,0,0,178,665,926,261,55,0,665,,,148,31,48,12,-6,0,0,,,,,,,,0,0,,427,921,false,0,808,,465,225,0,0,0,0,0,52,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2006-09-30
92,0,0,1223,802,95,27,138,0,138,,24,0,0,0,523,955,106,72,128,644,1478,5,391,14,,15,87,0,125,415,417,2,0,0,415,,,17,47,0,0,0,0,1,,,,,,,,0,0,,77,205,true,0,188,,199,0,1,0,0,0,0,27,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2006-09-30
135,0,0,2591,2185,10,52,,0,108,,172,9,0,0,2673,2594,478,293,743,2420,5267,14,1342,37,,0,958,0,335,480,652,172,8,0,480,,,167,33,0,54,0,0,0,,,,,,,,0,0,,494,1053,false,0,288,,42,2333,6,0,0,0,0,179,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2006-09-30
21,-3,0,211,120,14,4,38,0,38,,0,0,0,0,111,218,31,14,69,197,329,0,127,4,,11,0,0,1,49,49,0,0,0,49,,,0,0,0,0,0,0,0,,,,,,,,0,0,,15,64,false,0,39,,114,0,0,0,0,0,14,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2006-09-30
369,0,0,7311,5540,1120,326,,0,232,,51,0,0,0,2606,5882,875,784,874,3779,8488,2,2063,56,,0,0,0,450,1816,2761,945,130,0,1816,,,51,119,0,9,-71,0,0,,,,,,,,0,0,,887,1231,false,0,419,,363,426,0,0,0,0,9,133,0,392,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2006-09-30
135,0,0,1443,712,189,7,294,0,300,,16,0,0,0,541,956,142,111,156,591,1497,0,353,9,,18,4,0,82,222,222,0,6,0,222,,,16,29,0,3,0,0,0,,,,,,,,0,0,,125,230,true,0,242,,27,1,0,0,0,0,0,31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2006-09-30
985,3,0,10423,7526,869,0,0,0,181,,145,0,0,422,4767,8135,1359,517,2237,7346,12902,6,4194,111,,0,1288,0,912,1451,2001,550,181,0,1451,,,145,13,35,98,0,1,64,,,,,,,,0,0,0,872,1609,false,0,1847,,601,1629,63,0,16,0,0,331,0,3,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2006-09-30
3305,0,0,21765,17673,2057,4,0,0,0,,9,0,0,692,9379,14918,23833,1665,7712,34043,24297,366,21533,515,,178,1169,489,4796,2700,4409,1709,0,0,2700,,,5,483,0,73,0,83,117,,,,,,,,0,0,0,1348,2407,false,1475,560,,1314,766,0,0,206,0,263,20700,0,2,0,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2006-09-30
128,0,0,6792,3854,1992,3,,0,366,,658,0,0,72,3333,4711,1325,749,1306,3627,8044,63,1918,55,,272,185,0,403,1629,2139,510,38,0,1629,,,658,212,0,24,0,88,119,,,,,,,,0,0,,1194,1342,false,68,512,,493,11,119,0,0,0,0,286,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2006-09-30
582,0,0,3808,1778,994,130,318,0,318,,277,6,0,0,2308,2678,456,338,366,1347,4986,0,808,24,,0,0,0,173,1632,1632,0,6,0,1632,,,277,235,0,0,0,0,0,,,,,,,,0,0,,418,1073,true,0,718,,750,15,0,0,0,0,0,91,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2006-09-30
1605,5,0,10618,4457,3123,675,301,0,301,,903,4,0,982,3830,12135,3471,770,2798,9999,15965,13,5814,149,,6,0,0,1372,5172,5172,0,4,0,5172,,,827,240,0,16,18,120,385,,,,,,,,0,0,0,854,1125,true,71,2666,,2851,885,385,0,25,0,12,1145,0,15,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2006-09-30
15,0,0,987,380,35,91,528,0,528,,44,0,0,0,527,950,75,59,198,643,1477,4,344,9,,0,72,0,101,252,382,130,0,0,252,,,44,16,12,3,0,0,0,,,,,,,,0,0,,141,283,false,0,44,,348,0,0,0,0,0,0,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2006-09-30
3952,0,0,26813,22182,3451,25,365,0,528,,140,0,0,0,12379,15544,2832,1512,3180,8753,27923,6,4533,108,,628,860,0,1040,5129,7773,2644,2,0,5129,,,140,73,6,111,-3,-5,6,,,,,,,,0,0,0,4196,2670,false,0,652,,812,16,123,0,0,0,22,1136,0,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2006-09-30
158,0,0,3672,2042,365,430,,0,106,,284,0,0,0,2941,4972,1243,875,1052,3437,7913,79,1829,62,,0,9,0,424,1844,2566,722,0,0,1844,,,284,507,26,16,0,0,0,,,,,,,,0,0,,694,1573,false,0,1159,,3429,3,0,0,0,0,0,363,0,132,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2006-09-30
651,-99,0,8542,6754,1596,0,0,0,1,,1632,1023,0,0,4727,8732,931,557,3089,6943,13459,176,3151,95,,148,196,0,703,1632,1901,269,428,0,1632,,,1486,42,0,40,8,-16,0,,,,,,,,0,0,0,1080,2610,false,42,149,,718,1328,60,0,0,0,0,287,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2006-09-30
35,0,0,1010,654,171,15,99,0,99,,37,0,0,0,6932,2064,179,130,360,754,8996,1,339,12,,380,4283,0,55,1444,1444,0,0,0,1444,,,37,24,0,195,4,0,0,,,,,,,,0,0,,1416,794,true,0,86,,264,7474,0,0,0,0,32,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2006-09-30
