RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
73,8,0,3105,2200,65,128,,0,29,,146,0,0,0,1584,2606,183,135,523,1807,4190,0,1096,25,,0,0,0,188,664,930,266,0,0,664,,,0,29,48,14,-10,0,0,,,,,,,,0,0,,467,1015,false,0,811,,603,194,,0,0,0,0,58,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2007-09-30
122,0,0,1248,808,105,69,149,0,149,,61,0,0,0,641,1008,106,73,128,669,1649,6,405,14,,45,58,0,136,442,445,3,0,0,442,,,56,46,0,0,0,0,0,,,,,,,,0,0,,98,272,true,0,186,,265,0,,0,0,0,0,25,0,0,0,7,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2007-09-30
160,0,2,3206,2615,135,95,,0,115,,189,11,0,0,3118,2577,596,401,902,2545,5695,17,1364,37,,0,956,0,279,445,591,146,11,0,445,,,182,37,0,58,0,0,0,,,,,,,,0,0,,636,1329,false,0,341,,34,2085,,0,0,0,0,181,0,0,0,0,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2007-09-30
20,0,0,229,113,26,0,42,0,42,,0,0,0,0,133,190,19,17,124,271,323,0,136,4,,16,0,0,11,-62,-62,0,0,0,-62,,,0,0,0,0,0,0,0,,,,,,,,0,0,,15,82,false,0,48,,94,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2007-09-30
177,0,0,1422,709,169,38,317,0,321,,16,0,0,0,626,886,119,87,167,608,1512,0,354,9,,1,0,0,87,290,290,0,4,0,290,,,16,28,0,4,2,0,0,,,,,,,,0,0,,94,326,true,0,223,,31,1,,0,0,0,0,30,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2007-09-30
1253,0,0,11540,8500,822,56,0,0,200,,206,0,0,516,5283,8377,1491,513,2101,7001,13660,9,4031,110,,0,1141,0,866,1803,2572,769,200,0,1803,,,143,13,39,90,0,0,88,,,,,,,,0,0,0,1074,1802,false,0,2018,,396,1363,,0,-10,0,-8,380,0,3,0,12,46,42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2007-09-30
201,0,0,7345,4389,2015,0,,0,411,,691,0,0,89,4077,4858,1434,734,1276,3777,8935,224,2083,53,,626,123,0,418,1549,2245,696,59,0,1549,,,691,276,0,27,0,130,163,,,,,,,,0,0,,1146,1705,true,80,450,,637,11,,0,0,0,0,308,0,0,0,11,16,82,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2007-09-30
670,0,0,4208,2103,949,151,379,0,379,,470,4,0,0,2876,2857,452,329,347,1376,5733,0,847,25,,0,0,0,182,1841,1841,0,4,0,1841,,,470,297,0,0,0,0,0,,,,,,,,0,0,,554,1355,true,0,777,,885,15,,0,0,0,0,90,0,0,0,33,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2007-09-30
1530,8,0,11643,6531,1913,1077,285,0,285,,1095,3,0,1191,4805,12518,3915,740,2820,10409,17323,15,6135,145,,0,0,0,1439,5672,5672,0,3,0,5672,,,1013,268,0,20,9,139,558,,,,,,,,0,0,0,1334,1673,true,0,2914,,2667,803,,0,23,0,-25,1268,0,15,0,12,558,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2007-09-30
14,0,0,1120,476,54,81,531,0,531,,65,0,0,0,590,1020,78,64,180,636,1610,4,378,9,,0,73,0,78,324,462,138,0,0,324,,,65,12,12,6,0,0,0,,,,,,,,0,0,,159,332,false,0,59,,334,0,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2007-09-30
