RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
60,2,0,2980,,81,125,,0,46,,141,0,0,0,1616,2430,195,135,523,1808,4046,0,1063,23,,0,0,0,222,508,684,176,41,0,508,1429,657,138,28,48,11,-4,0,0,,,,,,,,0,0,,477,1051,false,0,767,,532,257,,0,0,0,0,64,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2008-09-30
85,-109,0,1165,,101,59,96,0,96,,92,0,0,0,522,1041,83,73,141,645,1563,13,406,14,,3,111,0,98,368,370,2,2,0,368,441,324,86,48,0,0,-20,0,0,,,,,,,,0,0,,68,207,true,0,203,,234,0,,0,0,0,0,25,0,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2008-09-30
181,-193,0,3364,,81,34,,0,130,,209,10,0,0,3178,2766,862,484,899,2753,5944,10,1555,38,,0,958,0,299,464,611,147,10,0,464,2321,358,207,40,0,29,113,0,0,,,,,,,,0,0,,679,1320,false,0,474,,0,2288,,0,0,0,0,211,0,0,0,0,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2008-09-30
20,0,0,228,,19,10,35,0,35,,0,0,0,0,114,217,21,19,70,202,331,0,120,4,,0,0,0,12,36,36,0,0,0,36,84,45,0,0,0,0,0,0,0,,,,,,,,0,0,,9,85,false,0,45,,93,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2008-09-30
146,0,0,1602,,206,2,343,0,350,,16,0,0,0,585,1070,123,95,179,622,1655,0,339,9,,14,35,0,104,511,511,0,7,0,511,358,478,0,13,0,5,0,0,0,,,,,,,,0,0,,71,306,true,0,210,,30,0,,0,0,0,-2,30,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2008-09-30
1049,51,0,12216,,751,3,0,0,225,,534,0,0,498,4767,9899,1505,516,2053,7399,14666,5,4445,113,,0,1646,0,898,2230,3211,981,225,0,2230,7669,1777,231,11,42,148,0,0,145,,,,,,,,0,0,0,843,1218,false,0,1794,,398,1362,,0,4,0,-16,346,0,3,0,12,25,120,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2008-09-30
140,0,0,7202,,1787,0,,0,415,,592,0,0,99,3363,5261,1675,922,1358,3787,8624,98,2023,54,,470,91,0,406,2831,2879,48,54,0,2831,1230,3231,592,278,0,18,0,79,159,,,,,,,,0,0,,866,1518,true,38,501,,706,8,,0,0,0,0,404,0,0,0,12,13,76,70,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2008-09-30
462,0,0,4378,,1103,70,343,0,343,,544,3,0,0,2928,3349,498,360,476,1636,6277,0,946,26,,0,0,0,214,2121,2121,0,3,0,2121,820,1290,544,267,0,0,0,0,0,,,,,,,,0,0,,705,1494,true,0,822,,1256,26,,0,0,0,0,107,0,0,0,31,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2008-09-30
1178,80,0,11105,,1591,679,127,0,127,,1479,2,0,1278,3918,12951,4019,711,2910,10695,16869,107,6254,148,,0,0,0,1516,6242,6242,0,2,0,6242,3652,4042,1284,243,0,23,0,94,353,,,,,,,,0,0,0,1010,1487,true,0,1693,,2420,1054,,0,21,0,-3,1553,0,15,0,12,353,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2008-09-30
15,0,0,1182,,63,81,562,0,562,,93,0,0,0,550,1107,91,73,156,672,1657,3,391,11,,0,68,0,125,380,526,146,0,0,380,116,392,93,12,12,4,0,0,0,,,,,,,,0,0,,156,299,false,0,49,,294,0,,0,0,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2008-09-30
