RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
56,3,0,2703,,151,1,,0,44,,274,0,0,0,1458,2201,205,136,590,1770,3659,0,946,24,,0,0,0,234,425,504,79,37,0,425,1301,572,268,27,48,3,0,0,,,,,,,,,0,0,,421,954,false,0,635,,376,302,,0,0,0,0,69,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,425,,,,,,,,,,,,,,37,2009-09-30
21,-5,0,996,,59,3,107,0,107,,118,0,0,0,312,970,106,75,163,646,1282,26,388,13,,0,104,0,95,422,425,3,0,0,422,433,224,112,9,0,0,-1,0,,,,,,,,,0,0,,48,130,true,0,173,,139,0,,0,0,0,0,26,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,0,422,,,,,,,,,,,,,,242,2009-09-30
116,44,0,3575,,52,6,,0,144,,232,11,0,0,2655,3219,746,477,1055,3097,5874,0,1598,38,,0,913,0,444,620,812,192,11,0,620,2349,512,232,23,0,5,-18,0,,,,,,,,,0,0,,604,999,false,0,518,,115,1930,,0,0,0,0,242,0,0,0,0,45,0,0,0,0,,,,,,,,,,,,0,620,,,,,,,,,,,,,,279,2009-09-30
12,0,0,193,,14,1,35,0,35,,0,0,0,0,71,218,62,29,108,245,289,2,127,4,,0,0,0,10,48,35,-13,0,0,48,60,47,0,0,0,0,31,0,,,,,,,,,0,0,,9,50,false,0,37,,93,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,48,,,,,,,,,,,,,,354,2009-09-30
135,0,0,1581,,227,0,323,0,338,,16,0,0,0,501,1114,75,90,188,668,1615,0,379,9,,4,78,0,101,307,307,0,15,0,307,446,380,8,9,0,4,-47,0,,,,,,,,,0,0,,52,223,true,0,190,,14,0,,0,0,0,0,32,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,307,,,,,,,,,,,,,,457,2009-09-30
656,-15,0,11471,,578,6,0,0,251,,804,0,0,433,3596,10255,1526,473,2874,8488,13851,7,4824,106,,0,1429,0,787,1901,2603,702,251,0,1901,7036,2092,506,5,58,32,67,44,,,,,,,,,0,0,0,538,968,false,0,1514,,224,1307,,0,22,0,0,414,0,3,0,8,26,39,0,0,0,,,,,,,,,,,,0,1901,,,,,,,,,,,,,,505,2009-09-30
141,0,0,7015,,1718,0,,0,420,,471,0,0,80,2730,5453,1688,873,1746,4097,8183,10,1978,54,,167,6,0,373,2160,2219,59,102,0,2160,1252,3045,471,484,0,11,17,145,,,,,,,,,0,0,,747,1185,true,41,539,,670,6,,0,0,0,1,421,0,0,0,11,5,107,28,0,0,,,,,,,,,,,,0,2160,,,,,,,,,,,,,,1155,2009-09-30
282,0,0,4200,,1072,11,319,0,319,,679,1,0,0,2423,3521,439,267,560,1774,5944,0,1006,28,,0,0,0,208,2086,2086,0,1,0,2086,680,1322,679,205,0,0,14,0,,,,,,,,,0,0,,708,1228,true,0,807,,1038,15,,0,0,0,0,131,0,0,0,27,0,0,0,0,0,,,,,,,,,,,,0,2086,,,,,,,,,,,,,,1351,2009-09-30
339,5,0,10539,,1301,7,121,0,121,,1727,1,0,1158,1911,13992,3757,772,3368,11621,15903,93,6639,149,,0,0,0,1599,5683,5683,0,1,0,5683,4514,2979,1345,68,0,4,0,131,,,,,,,,,0,0,0,596,908,true,0,1624,,2617,915,,0,31,0,-38,1604,0,15,0,14,85,0,0,0,0,,,,,,,,,,,,0,5683,,,,,,,,,,,,,,1454,2009-09-30
10,0,0,1260,,60,1,613,0,613,,139,1,0,0,389,1241,94,76,202,739,1630,14,429,11,,0,56,0,108,441,596,155,0,0,441,87,458,139,8,12,1,0,0,,,,,,,,,0,0,,112,203,false,0,42,,214,0,,0,0,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,441,,,,,,,,,,,,,,1557,2009-09-30
