RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
47,0,5,1953,1334,62,28,0,0,40,,127,0,0,0,982,1494,148,135,320,1100,2476,0,663,27,,0,0,0,117,348,457,109,34,0,348,,,122,25,32,5,-14,0,0,0,0,0,0,,,,0,0,,268,642,false,0,517,,271,92,0,0,0,0,0,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2004-06-30
12,0,0,612,415,37,7,54,0,54,,10,0,0,0,180,531,63,39,99,380,711,0,227,14,,0,35,0,54,214,214,0,0,0,214,,,0,10,0,0,0,0,1,,,,,,,,,0,,25,98,true,0,106,,81,1,1,0,0,0,0,21,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2004-06-30
59,8,-6,1153,1002,12,8,0,0,55,,127,8,0,0,1381,1810,270,197,461,1312,3191,5,722,35,,0,605,0,129,541,763,222,8,0,541,,,127,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,202,495,false,0,84,,72,1802,6,0,0,0,0,67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2004-06-30
12,1,0,149,72,11,3,30,0,30,,0,0,0,0,43,182,9,7,65,177,225,0,86,4,,0,0,0,26,15,15,0,0,0,15,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,6,25,false,0,36,,73,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2004-06-30
123,2,0,4017,2880,668,28,0,0,111,,122,0,0,0,921,3748,594,488,668,2529,4669,0,1390,60,,0,0,0,332,1067,1605,538,57,0,1067,,,107,56,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,306,436,false,0,358,,308,188,0,0,0,0,-16,122,0,139,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2004-06-30
56,0,0,757,368,102,4,137,0,147,,11,0,0,0,210,585,81,62,76,285,795,0,170,8,,0,0,0,39,359,359,0,10,0,359,,,11,12,0,0,0,0,0,0,0,0,0,,,,0,0,,24,118,true,0,140,,20,3,0,0,0,0,0,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2004-06-30
460,39,0,4534,3055,554,6,0,0,65,,322,0,0,254,1441,5029,862,309,1629,5218,6470,1,2882,128,,0,230,0,699,565,712,147,65,0,565,,,322,37,0,24,0,10,17,0,0,0,0,0,0,0,0,0,,253,461,false,0,860,,527,1056,17,0,12,0,1,257,0,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2004-06-30
429,0,0,9533,7077,843,5,0,0,0,,7,0,0,417,1929,8404,15056,1212,4197,19049,10333,63,12464,444,,17,195,326,2386,2528,4174,1646,0,0,2528,,,1,156,0,23,0,0,188,,,,,0,0,0,0,0,0,367,439,false,1241,372,,500,202,0,0,91,0,8,12999,0,2,0,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2004-06-30
93,0,5,3417,1985,987,3,106,0,107,,404,0,0,34,1218,2934,688,406,779,2244,4152,0,1127,52,,121,58,0,338,874,1143,269,0,0,874,,,404,134,0,8,0,0,68,0,0,0,0,0,0,0,0,0,,224,588,false,39,299,,311,9,68,0,0,0,2,172,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2004-06-30
114,0,0,2047,925,507,16,182,0,182,,212,1,0,0,784,1897,247,188,234,867,2681,0,536,24,,0,0,0,97,672,1177,505,0,0,672,,,212,77,0,0,0,0,0,0,0,0,0,,,,0,0,,152,441,true,0,433,,372,33,0,0,0,0,0,47,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2004-06-30
232,82,0,4784,2009,816,113,156,0,156,,266,0,0,545,897,6745,1874,570,1651,6155,7642,5,3513,143,,1,0,0,981,2472,2476,4,0,0,2472,,,156,43,0,27,0,36,46,0,0,0,0,0,0,0,0,0,0,209,412,true,39,1764,,1547,900,46,0,18,0,0,651,0,10,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2004-06-30
