RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
137,0,17,3944,2610,122,54,0,0,147,,273,0,0,0,2033,2907,299,283,569,1990,4940,0,1252,26,,0,0,0,169,812,1053,241,133,0,812,,,263,75,64,11,-30,0,0,0,0,0,0,,,,0,0,,486,1335,false,0,1065,,503,155,0,0,0,0,0,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2003-12-31
39,0,0,1280,838,80,10,129,0,129,,30,0,0,0,403,1097,129,85,156,772,1500,3,500,14,,0,64,0,116,424,424,0,0,0,424,,,0,30,0,0,0,0,1,,,,,,,,,0,,46,224,true,0,233,,176,1,1,0,0,0,0,40,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2003-12-31
126,117,-3,2205,1867,31,28,0,0,150,,255,16,0,0,3287,3145,530,362,796,2379,6432,14,1328,32,,0,1365,0,255,971,1364,393,16,0,971,,,255,49,0,42,0,0,0,0,0,0,0,0,0,0,0,0,,492,1255,false,0,157,,431,3441,7,0,0,0,0,161,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2003-12-31
21,21,0,303,150,22,2,48,0,48,,0,0,0,0,104,364,15,10,107,294,468,0,163,4,,1,0,0,24,-53,-74,-21,0,0,-53,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,12,70,false,0,83,,163,0,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2003-12-31
236,37,0,8003,5650,1315,53,0,0,237,,225,0,0,0,2168,7119,1313,1029,1395,4974,9287,1,2667,62,,0,0,0,634,2004,3010,1006,135,0,2004,,,194,105,0,7,18,0,0,0,0,0,0,0,0,0,0,0,,669,1158,false,0,801,,575,423,0,0,0,0,15,251,0,278,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2003-12-31
108,0,0,1407,635,191,20,288,0,301,,22,0,0,0,462,1059,154,112,158,562,1521,0,329,8,,0,0,0,75,507,608,101,14,0,507,,,20,24,0,0,0,0,0,0,0,0,0,,,,0,0,,57,273,true,0,280,,61,11,0,0,0,0,-1,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2003-12-31
985,512,0,10326,6938,1402,111,0,0,100,,749,0,0,453,3373,10112,2084,667,3291,10317,13485,1,5628,118,,0,315,0,1304,1426,1941,515,100,0,1426,,,749,88,0,65,12,222,17,0,0,0,0,0,0,0,0,0,,706,1279,false,16,1870,,875,1358,17,0,112,0,23,553,77,17,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2003-12-31
1293,384,0,21552,16473,2066,16,0,0,0,,22,0,0,843,5068,18472,37029,1451,8957,43453,23540,172,30007,447,,33,509,653,4483,7151,11712,4561,0,0,7151,,,11,310,0,61,0,0,435,,,,,0,0,0,0,0,0,947,1323,false,2147,866,,1370,347,0,0,233,0,62,33956,0,6,0,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2003-12-31
164,0,2,7088,4044,2061,10,237,0,251,,768,0,0,46,2655,5910,1177,777,1426,4073,8565,0,2005,51,,207,41,0,642,2061,2776,715,0,0,2061,,,768,289,0,16,3,0,141,0,0,0,0,0,0,0,0,0,,487,1467,false,73,659,,657,26,141,0,0,0,0,195,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2003-12-31
241,0,0,4095,1648,1204,43,346,0,346,,460,5,0,0,1779,3718,436,338,320,1838,5497,0,1299,25,,0,0,0,219,1540,2211,671,5,0,1540,,,460,141,0,0,0,0,0,0,0,0,0,,,,0,0,,370,1027,false,0,897,,754,140,0,0,0,0,0,70,0,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2003-12-31
