RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
233,0,12,4249,2762,79,127,0,0,149,,305,0,0,0,2455,2972,316,264,570,1959,5427,0,1173,27,,0,0,0,216,892,1161,269,139,0,892,,,288,231,64,0,2,0,0,0,0,0,0,,,,0,0,,447,1544,false,0,1259,,619,127,0,0,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2001-12-31
80,36,0,1281,,,36,,,,,127,0,0,0,745,1012,99,68,184,756,1757,0,446,14,,0,68,0,126,282,391,109,0,0,282,,,75,91,0,0,0,0,2,,,,,,,,,0,,67,439,false,,,,308,5,3,0,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2001-12-31
254,128,3,1935,1641,66,101,0,0,74,,331,22,0,0,3808,2316,294,206,698,1997,6124,22,1117,31,,0,329,0,182,549,685,136,0,0,549,,,22,132,0,0,0,0,0,0,0,0,0,,,,0,0,,386,2707,false,0,154,,1176,2537,4,0,0,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2001-12-31
52,13,0,324,,,8,,,,,20,0,0,0,264,306,24,17,94,285,570,0,151,4,,3,0,0,40,51,58,7,0,0,51,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,44,165,false,,,,214,4,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2001-12-31
489,0,0,9711,6251,1757,469,0,0,471,,161,0,0,0,5106,6502,981,869,1338,4990,11608,0,2811,72,,0,0,0,554,1443,2093,650,204,0,1443,,,161,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1377,2966,false,0,1232,,920,347,0,0,0,0,-47,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2001-12-31
132,0,0,1116,,,44,,,,,42,0,0,0,632,819,127,90,131,494,1451,7,305,6,,0,0,0,58,284,442,158,3,0,284,,,40,32,0,0,0,0,0,0,0,0,0,,,,0,0,,39,429,false,,,,209,33,0,0,0,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2001-12-31
2005,66,0,13088,8686,2165,195,0,0,119,,855,0,0,546,6994,9865,1709,697,3102,9303,16859,2,4762,122,,38,191,0,1269,786,702,-84,119,0,786,,,847,201,0,93,-27,0,34,0,0,0,0,0,0,0,0,0,,1839,2720,false,29,2089,,1214,1412,34,0,0,0,-1,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2001-12-31
1486,0,0,23508,15234,2960,78,,0,0,,49,0,0,1105,9674,15985,24446,1262,6555,31854,25659,286,20687,280,,58,221,652,4490,4441,7267,2826,0,0,4441,,,11,296,0,89,48,0,15,,,,,0,0,0,0,0,,2205,4756,false,4072,1242,,1502,147,0,0,81,0,16,21919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2001-12-31
227,1,2,7731,4600,1981,104,357,0,401,,619,0,0,17,4906,4651,1047,776,1173,3289,9557,1,1713,49,,392,0,0,403,1646,2232,586,0,0,1646,,,619,554,0,35,0,0,85,0,0,0,0,0,0,0,0,0,,1031,2702,false,110,639,,979,88,85,0,0,0,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2001-12-31
368,0,0,4653,2012,1226,222,348,0,348,,247,18,0,0,3071,3287,336,278,315,1655,6358,0,1130,24,,0,0,0,210,1251,1813,562,18,0,1251,,,247,214,0,0,-45,0,0,0,0,0,0,,,,0,0,,687,1802,false,0,1067,,1218,0,0,0,0,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2001-12-31
2044,130,0,12288,5068,2094,885,479,0,479,,932,0,0,1185,6362,12587,3426,1091,2930,10956,18949,237,6269,142,,0,0,0,1737,5046,5053,7,0,0,5046,,,678,647,0,65,0,-24,216,0,0,0,0,0,0,0,0,0,,1091,2580,true,187,4460,,2674,1868,216,0,26,0,0,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2001-12-31
97,0,0,1627,653,105,167,707,0,772,,106,0,0,0,1182,1206,79,67,194,780,2388,0,491,11,,0,2,0,95,354,505,151,0,0,354,,,106,67,17,0,0,0,0,0,0,0,0,,,,0,0,,203,813,false,0,97,,488,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2001-12-31
1575,70,0,12898,8265,3098,0,786,0,852,,207,0,0,0,6005,9176,1731,1180,1864,5224,15181,0,2938,68,,476,252,0,422,3486,5382,1896,66,0,3486,,,174,497,29,0,0,0,93,0,0,0,0,0,0,0,0,0,,1430,1775,false,0,683,,1878,198,94,0,0,0,0,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2001-12-31
