RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
67,0,8,2916,1963,91,39,0,0,78,,188,0,0,0,1471,2243,222,200,485,1652,3714,0,987,26,,0,0,0,180,527,686,159,69,0,527,,,180,34,48,5,-12,0,0,0,0,0,0,,,,0,0,,403,967,false,0,784,,409,157,0,0,0,0,0,34,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2004-09-30
19,0,0,926,625,70,7,70,0,70,,16,0,0,0,271,804,93,61,144,577,1075,1,349,14,,2,51,0,84,320,320,0,0,0,320,,,0,17,0,0,0,0,1,,,,,,,,0,0,,36,146,true,0,161,,124,1,1,0,0,0,0,29,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2004-09-30
92,19,-6,1749,1531,17,14,0,0,74,,191,11,0,0,2049,2731,416,305,681,1963,4780,8,1087,35,,0,899,0,195,818,1155,337,11,0,818,,,191,29,0,23,0,0,0,0,0,0,0,0,0,0,0,0,,297,732,false,0,127,,93,2691,9,0,0,0,0,102,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2004-09-30
17,1,0,202,93,17,3,40,0,40,,0,0,0,0,62,239,25,10,102,270,301,0,128,4,,1,0,0,40,-220,-220,0,0,0,-220,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,9,35,false,0,52,,96,0,0,0,0,0,12,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2004-09-30
188,11,0,6087,4379,1011,38,0,0,168,,186,0,0,0,1374,5669,913,743,1029,3804,7043,0,2063,56,,0,0,0,504,1633,2474,841,80,0,1633,,,163,85,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,463,638,false,0,529,,438,285,0,0,0,0,-2,172,0,208,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2004-09-30
86,0,0,1152,562,156,5,216,0,228,,18,0,0,0,318,891,131,94,121,435,1209,0,256,8,,0,0,0,58,528,528,0,12,0,528,,,16,18,0,0,0,0,0,0,0,0,0,,,,0,0,,38,176,true,0,206,,29,5,0,0,0,0,0,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2004-09-30
671,33,0,6780,4554,830,6,0,0,105,,467,0,0,381,2167,7555,1255,451,2468,7810,9722,1,4322,121,,0,382,0,1009,773,1033,260,105,0,773,,,467,57,0,31,0,25,23,0,0,0,0,0,0,0,0,0,,389,668,false,0,1291,,775,1662,23,0,29,0,-52,380,0,11,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2004-09-30
633,0,0,14840,11102,1275,5,0,0,0,,9,0,0,620,2999,13023,22863,1034,6417,29032,16022,103,18997,444,,44,320,489,3616,3852,6367,2515,0,0,3852,,,8,235,0,37,0,0,324,,,,,0,0,0,0,0,0,570,708,false,1907,556,,728,300,0,0,141,0,11,20618,0,2,0,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2004-09-30
142,0,5,5169,3007,1486,4,170,0,170,,608,0,0,54,1844,4423,1069,647,1159,3375,6267,0,1713,53,,191,87,0,503,1421,1882,461,0,0,1421,,,608,208,0,13,0,0,94,0,0,0,0,0,0,0,0,0,,351,865,false,60,446,,461,12,94,0,0,0,3,261,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2004-09-30
189,0,0,3126,1407,795,27,277,0,277,,315,2,0,0,1192,2877,380,297,353,1260,4069,0,775,24,,0,0,0,132,-313,192,505,2,0,-313,,,315,114,0,0,0,0,0,0,0,0,0,,,,0,0,,229,660,true,0,647,,555,44,0,0,0,0,0,65,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2004-09-30
345,53,0,7446,3197,1295,169,241,0,241,,392,0,0,755,1358,10311,2871,874,2532,9371,11669,6,5344,147,,1,0,0,1480,3755,3759,4,0,0,3755,,,234,64,0,36,0,73,68,0,0,0,0,0,0,0,0,0,0,323,625,true,58,2655,,2303,1317,68,0,27,0,0,1060,0,15,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2004-09-30
16,0,0,906,412,29,29,395,0,423,,74,0,0,0,294,967,70,59,179,629,1261,1,399,9,,1,0,0,51,257,408,151,0,0,257,,,74,13,12,0,0,0,0,0,0,0,0,,,,0,0,,49,215,false,0,42,,251,0,0,0,0,0,0,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2004-09-30
433,0,0,10830,7434,2467,0,0,0,443,,164,0,0,0,2635,8968,1768,1289,2101,6087,11603,0,3467,85,,165,489,0,519,2471,3814,1343,39,0,2471,,,164,24,12,33,4,0,33,0,0,0,0,0,0,0,0,0,,560,964,false,0,486,,536,40,35,0,0,0,0,434,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2004-09-30
