RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4011,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4320,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD8761,RIAD8762,RIAD8763,RIAD9106,RIADA220,RIADA251,RIADA517,RIADA518,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB490,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33,IDRSSD,RCON9999
84,2,0,3938,,116,133,,0,72,,197,0,0,0,2139,3202,290,179,711,2317,5341,0,1301,23,,0,0,0,305,708,952,244,61,0,708,1842,916,190,37,64,12,13,0,0,,,,,,,,0,0,,625,1393,false,0,992,,701,360,,0,0,0,0,98,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2008-12-31
101,-114,0,1519,,131,59,132,0,132,,127,0,0,0,656,1382,121,100,189,902,2038,19,596,13,,3,146,0,117,485,487,2,3,0,485,579,410,118,56,0,0,-19,0,0,,,,,,,,0,0,,89,261,true,0,267,,314,0,,0,0,0,0,35,0,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2008-12-31
242,-193,0,4555,,100,40,,0,173,,279,14,0,0,4165,3792,1238,651,1219,3828,7957,13,2145,38,,0,1279,0,464,658,877,219,14,0,658,3124,506,277,53,0,36,113,0,0,,,,,,,,0,0,,879,1712,false,0,652,,0,3020,,0,0,0,121,279,0,0,0,0,74,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2008-12-31
25,0,0,300,,25,11,45,0,45,,0,0,0,0,142,293,28,21,108,306,435,0,167,4,,1,0,0,31,15,15,0,0,0,15,98,71,0,0,0,0,0,0,0,,,,,,,,0,0,,9,107,false,0,61,,124,0,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2008-12-31
192,0,0,2112,,279,2,457,0,469,,21,0,0,0,754,1425,164,129,279,884,2179,0,469,9,,16,51,0,136,480,480,0,12,0,480,493,594,21,17,0,6,0,0,0,,,,,,,,0,0,,89,389,true,0,277,,38,0,,0,0,0,-2,37,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2008-12-31
1436,-450,0,16406,,989,3,0,0,308,,822,0,0,631,6179,13594,1962,690,3108,10375,19773,6,6038,109,,0,2129,0,1224,2486,3461,975,308,0,2486,10312,2463,404,14,65,211,0,22,165,,,,,,,,0,0,0,1053,1547,false,0,2334,,507,1818,,0,12,0,-16,438,0,5,0,20,35,130,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2008-12-31
184,0,0,9670,,2435,0,,0,546,,770,0,0,131,4354,7153,2180,1225,1826,5216,11507,100,2851,53,,566,119,0,539,3632,3697,65,76,0,3632,1645,4303,770,424,0,22,0,95,178,,,,,,,,0,0,,1111,1950,true,51,690,,934,11,,0,0,0,0,533,0,0,0,18,15,85,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2008-12-31
604,0,0,5833,,1477,72,449,0,449,,740,3,0,0,3837,4486,673,480,541,2094,8323,0,1267,27,,0,0,0,286,2975,2975,0,3,0,2975,1052,1755,740,344,0,0,0,0,0,,,,,,,,0,0,,940,1949,true,0,1100,,1641,34,,0,0,0,0,145,0,0,0,48,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2008-12-31
1424,81,0,14707,,2076,730,163,0,163,,2003,3,0,1806,4871,17515,5427,972,3969,14250,22386,165,8235,148,,0,0,0,2026,8210,8210,0,3,0,8210,4930,5254,1723,288,0,25,0,155,417,,,,,,,,0,0,0,1269,1890,true,0,2284,,3361,1392,,0,30,0,-4,2036,0,20,0,15,417,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2008-12-31
20,0,0,1574,,82,90,743,0,743,,136,0,0,0,716,1478,117,95,212,915,2194,3,565,11,,0,88,0,138,496,680,184,0,0,496,149,534,136,16,16,6,0,0,0,,,,,,,,0,0,,207,385,false,0,66,,385,0,,0,0,0,0,22,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2008-12-31
4506,0,0,41227,,5356,24,435,0,994,,90,0,0,0,20343,23672,3763,2220,6224,15664,44015,3,7172,130,,750,1698,0,2268,2371,3564,1193,4,0,2371,9321,24153,90,152,0,141,-39,0,160,,,,,,,,0,0,0,6164,7073,false,0,1403,,1635,895,,0,0,0,-8,1198,0,0,0,4,331,57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2008-12-31
485,0,0,5426,,847,412,,0,169,,521,8,0,0,3912,7258,1926,1070,1544,4917,11170,68,2653,61,,0,6,0,544,2872,3919,1047,8,0,2872,2832,560,521,126,46,17,4,0,0,,,,,,,,0,0,,1278,2017,false,0,1018,,4581,137,,0,0,0,16,823,0,176,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2008-12-31
1271,-619,0,14608,,1583,0,0,0,2,,2057,1557,0,0,8085,12294,1932,1001,3953,10182,20379,64,5132,91,,382,1196,0,1097,3031,3155,124,1140,0,3031,8140,4642,1878,37,0,102,15,6,0,,,,,,,,0,0,0,1559,3640,false,60,181,,327,1664,,0,0,0,0,639,0,0,0,4,0,178,89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2008-12-31
65,0,0,969,,303,91,81,0,81,,51,0,0,0,7469,5896,160,126,825,1424,13365,1,467,12,,14,2140,0,132,4620,4620,0,0,0,4620,145,336,51,37,0,172,0,0,0,,,,,,,,0,0,,780,4433,true,0,104,,1754,10327,,0,0,0,0,34,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2008-12-31
559,63,0,10016,,847,46,,0,87,,775,0,0,0,5278,6702,1574,624,1713,4586,11980,5,2348,46,,106,1021,0,525,330,-257,-587,3,-2,328,2467,6115,732,268,0,15,275,137,0,,,,,,,,0,0,,441,2883,false,66,434,,93,1030,,0,23,0,-14,398,0,0,0,20,0,0,111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2008-12-31
294,0,0,4490,,822,71,,0,260,,354,0,0,0,1979,4286,1003,597,1432,3322,6265,45,1600,32,,0,0,0,290,1352,1943,591,0,0,1352,2159,321,354,232,0,12,0,0,0,,,,,,,,0,0,,862,591,false,43,885,,222,1071,,0,0,0,0,391,0,0,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2008-12-31
4459,-2048,0,62303,,797,47,0,0,0,,347,0,0,0,42261,35827,5719,695,5108,22458,78088,594,15620,163,,1287,18514,0,1730,4999,8315,3316,0,0,4999,19119,42368,0,163,0,915,1096,0,0,,,,,,,,0,0,0,4798,13040,false,0,19,,899,12983,,0,0,0,0,3928,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2008-12-31
103,-2,0,2370,,547,17,353,0,353,,19,0,0,0,1125,1380,583,79,465,2287,2505,61,987,20,,0,261,0,85,-1597,-2223,-626,0,0,-1597,693,677,0,6,0,38,0,471,0,,,,,,,,0,0,,179,576,false,0,100,,0,0,,0,0,0,0,26,750,0,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2008-12-31
8,0,0,299,,52,18,107,0,107,,2,0,0,0,149,340,40,31,73,216,489,43,125,4,,0,0,0,18,144,144,0,0,0,144,22,79,0,11,0,0,0,0,0,,,,,,,,20080101,0,,48,82,true,0,39,,127,0,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2008-12-31
1152,0,0,27033,,4853,216,0,0,0,,1520,0,0,124,9277,19885,1344,752,2706,10949,29162,10,6528,100,,0,4,0,1715,6583,9980,3397,0,0,6583,1303,20621,1466,231,0,0,0,0,181,,,,,,,,0,0,0,6076,1814,false,0,256,,383,0,,0,0,0,14,273,0,0,0,0,181,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2008-12-31
175,-78,0,2431,,162,16,1155,0,1155,,83,0,0,0,1489,1523,188,129,453,1216,3012,27,670,11,,7,318,0,93,254,264,10,0,0,254,227,696,55,76,11,18,0,9,0,,,,,,,,0,0,,308,605,true,0,191,,228,209,,0,0,0,0,47,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2008-12-31
2110,0,0,21010,,4036,52,36,0,168,,124,0,0,0,9686,13809,1687,1899,3811,9089,23495,8,4348,77,,500,871,0,930,1200,1648,448,0,0,1200,4966,11037,124,55,11,95,-1281,0,181,,,,,,,,0,0,0,2057,4093,false,0,803,,1217,989,,0,0,0,-39,698,0,0,0,4,229,181,-4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2008-12-31
298,-23,0,5300,,540,71,2133,0,2204,,459,3,0,0,2112,6249,586,494,785,2911,8361,63,1928,35,,31,92,0,198,3517,3571,54,3,0,3517,48,1806,409,373,40,9,0,0,0,,,,,,,,0,0,,577,741,true,0,702,,338,2118,,0,0,0,0,78,0,0,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2008-12-31
48,0,0,868,,307,34,62,0,62,,101,70,0,0,749,877,101,80,392,845,1626,156,357,10,,95,0,0,96,96,103,7,1,0,96,141,295,60,67,0,3,0,0,0,,,,,,,,0,0,,194,345,false,0,63,,380,14,,0,0,0,0,17,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2008-12-31
