"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					0	0	0	0	
242					0	0	0	0	
279					1	4	0.0875	0.0875	
354					0	0	0	0	
439					0	0	0	0	
457					1	8	0.06	0.06	
505					0	0	0	0	
1146					0	0	0	0	
1155					1	20	0.08	0.08	
1351					0	0	0	0	
1454					1	30	0.0825	0.0825	
1557					0	0	0	0	
1632					0	0	0	0	
1669					3	107	0.0675	0.0975	
1829					0	0	0	0	
1856					0	0	0	0	
2040					3	2	0.0675	0.1	
2161					5	87	0.075	0.079	
2376					0	0	0	0	
2451					0	0	0	0	
2554					0	0	0	0	
2732					0	0	0	0	
2750					4	338	0.0925	0.0925	
2938					0	0	0	0	
3252					0	0	0	0	
3458					0	0	0	0	
3506					0	0	0	0	
3720					0	0	0	0	
3953					0	0	0	0	
4138					3	172	0.0704	0.0925	
4147					2	320	0.0675	0.0825	
4156					0	0	0	0	
4231					2	70	0.0525	0.0525	
4437					1	10	0.0775	0.0775	
4839					0	0	0	0	
5005					0	0	0	0	
5050					0	0	0	0	
5069					0	0	0	0	
5135					0	0	0	0	
5210					0	0	0	0	
5247					0	0	0	0	
5274					2	711	0.07	0.07	
5331					0	0	0	0	
5461					0	0	0	0	
5751					0	0	0	0	
6039					2	85	0.05	0.0825	
6057					0	0	0	0	
6141					0	0	0	0	
6329					1	18	0.0575	0.0575	
6972					0	0	0	0	
7009					0	0	0	0	
7045					0	0	0	0	
7157					2	15	0.065	0.065	
7166					0	0	0	0	
7456					1	5	0.0725	0.0725	
7634					0	0	0	0	
8033					0	0	0	0	
8417					0	0	0	0	
8462					3	28	0.039	0.08	
8631					0	0	0	0	
9357					0	0	0	0	
9553					0	0	0	0	
9807					0	0	0	0	
9955					0	0	0	0	
10157					0	0	0	0	
10250					0	0	0	0	
10849					1	306	0.0575	0.0575	
10858					0	0	0	0	
11145					2	20	0.06	0.0775	
11640					0	0	0	0	
11837					0	0	0	0	
12030					0	0	0	0	
12058					0	0	0	0	
12142					0	0	0	0	
12245					0	0	0	0	
12311	0	0	0	0					
12647					0	0	0	0	
12656					0	0	0	0	
12937					0	0	0	0	
12946					1	7	0.06	0.06	
12955					1	928	0.075	0.075	
13037					0	0	0	0	
13103					0	0	0	0	
13251					0	0	0	0	
13457					0	0	0	0	
14052					2	81	0.0775	0.0775	
14155					0	0	0	0	
14258					5	151	0.0775	0.18	
14409	0	0	0	0					
14454					0	0	0	0	
14650					0	0	0	0	
14753					2	29	0.054	0.1	
14865					0	0	0	0	
15536					0	0	0	0	
16337					1	75	0.07	0.07	
16458					0	0	0	0	
