"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
1351																																							0	2470	0	33059	2897	0	1025	0	0	1149	100665	86224	0	507	86731	0	1120	0	0	0	13934	240	100665	0	0	13267	0	530	0	9804	76420		0	57481	56361	-103	3704	0	0	0	
1454																																							365	14381	77	0	149761	0	3304	43	0	4432	384483	355230	0	672	355902	0	1191	0	0	0	28581	1000	384483	0	0	28853	0	1214	513	101401	253829		0	191798	190607	-2486	21000	0	0	0	
1557																																							50	1376	0	1119	9565	0	184	0	0	635	33133	26120	0	256	28510	0	377	0	2134	0	4623	200	33133	0	0	3670	0	800	0	4065	22055		0	19392	19015	-47	1189	0	0	0	
1632																																							611	9986	0	0	29915	0	8533	40	0	8110	469617	368915	0	2911	429965	0	5734	0	34000	0	39652	1900	469617	0	0	13340	0	24608	0	58534	310381		0	418156	412422	-196	0	0	19164	4975	
1669																																							2491	8544	1745	70037	51631	0	1695	30	0	8815	220145	180671	0	624	181885	0	1400	0	590	0	38260	800	220145	0	0	37418	0	800	0	36358	144313		0	69846	68446	-758	6711	0	0	0	
1829																																							5127	5246	0	0	112345	0	2561	1480	0	4099	308791	258277	0	983	269345	0	3005	0	7000	0	39446	390	308791	0	0	35436	0	3100	0	54134	204143		0	180938	177933	520	0	0	0	3085	
1856																																							73	434	0	115062	93741	0	532	0	0	5989	230736	87186	0	672	216758	0	119	98	78800	0	13979	400	230737	0	0	2039	0	13882	0	1599	85587		0	14786	14667	-2342	140	0	100	50000	
2040																																							70	3611	0	0	26308	0	2289	0	0	3621	154588	116103	0	505	138757	0	1790	0	18468	0	15831	480	154588	0	0	11014	0	4270	289	11457	104646		0	120190	118400	67	0	0	3681	0	
2161																																							3000	3546	0	96	27490	0	1492	0	0	3386	98818	88477	0	626	89103	0	518	0	0	0	9715	1000	98818	0	0	7741	0	1253	0	18865	69612		0	56196	55678	-279	4130	0	0	0	
2376																																							78	8544	292	331974	31502	2811	8539	516	0	44142	1013504	707239	0	16175	893824	69	6172	0	165419	0	119611	500	1013504	0	0	119031	0	0	0	17799	689440		0	585478	579306	80	5800	0	4991	0	
2451																																							98	743	0	0	0	0	160	0	0	846	27057	18555	0	368	24210	0	192	750	5287	0	2847	50	27057	0	0	493	0	2304	0	1836	16719		0	23828	23636	0	824	0	0	0	
2554																																							0	1151	0	3	2377	0	90	0	0	134	8233	7508	0	33	7541	0	44	0	0	0	692	50	8233	0	0	164	0	550	0	2429	5079		0	3307	3263	-72	1215	0	0	0	
2732																																							0	15728	1312	0	59239	0	6646	0	0	4142	520154	454566	0	4819	459761	0	3458	0	376	0	60393	2320	520154	0	0	54961	0	3728	33820	87594	366972		0	380525	377067	-616	22200	0	0	0	
2750																																							1188	410	0	0	13347	0	524	0	0	1935	51841	39808	0	533	47148	0	541	0	6202	0	4693	90	51841	0	0	4817	0	93	0	1927	37881		0	34978	34437	-307	0	0	0	605	
2938																																							746	10475	0	0	45118	0	5922	58	0	5802	365008	252341	0	1509	336889	0	5257	0	40500	0	28119	1250	365008	0	0	15894	0	11310	0	58057	194284		0	302144	296887	-335	0	0	37095	5444	
3252																																							5836	4036	0	9645	39298	0	748	95	0	2769	106177	90758	0	351	94460	0	956	0	2551	0	11717	200	106177	0	0	11648	0	300	0	12468	78290		0	44706	43750	-431	0	0	800	0	
3458																																							3027	932	0	2782	7857	0	113	0	0	309	24464	19541	0	78	22044	0	384	0	0	0	2420	100	24464	0	0	1946	0	450	0	2593	16948		0	8709	8325	-76	1119	0	0	2425	
3506																																							4	42620	6091	35714	309945	8	17508	0	0	56347	1636972	1265341	0	10879	1436642	35	10646	68911	156483	0	200295	2879	1636972	0	0	119860	0	79866	0	265383	999958		0	1110470	1099824	-2310	0	0	0	3939	
3720																																							0	5294	0	13154	37716	0	1596	9	0	4592	154939	126064	0	1759	135867	0	1246	0	4631	0	19072	2400	154939	0	0	6538	0	10800	210	18632	107432		0	89713	88467	-666	3901	0	0	3413	
3953																																							15	4579	0	0	0	0	4704	233	0	2813	96349	88738	0	584	89735	0	1174	0	413	0	6614	500	96349	0	0	4434	0	1680	12200	23161	65577		0	72979	71805	0	0	0	0	0	
4138																																							0	4419	0	0	40917	23	5494	1040	0	2563	174449	152511	0	770	157492	0	1270	0	2711	0	16957	300	174449	0	0	16940	0	300	0	21131	131380		0	121263	119993	-583	0	0	1500	0	
4147																																							1096	1975	0	0	22945	0	3816	0	0	7939	113206	86504	0	1206	100210	0	722	0	12500	0	12996	1950	113206	0	0	8744	0	2230	0	15561	70942		0	73085	72363	72	3072	0	0	0	
4156																																							105	5603	0	0	38560	0	3852	116	0	5629	150486	111929	0	840	136269	0	1152	1783	23500	0	14217	1200	150486	0	0	7335	0	5981	624	16165	95764		0	95366	94214	-299	0	0	0	0	
4231																																							0	1437	0	0	57430	0	1101	208	0	1944	115000	103058	0	512	103570	0	664	0	0	0	11430	500	115000	0	0	2169	0	10100	0	13632	89426		0	51892	51228	-1339	1652	0	0	0	
4437																																							1242	2391	0	3919	31999	0	2677	0	0	3543	214390	180637	0	1300	196088	0	1940	0	7727	0	18302	963	214390	0	0	13917	0	3750	0	21712	158925		0	161350	159410	-328	9209	0	0	6424	
4839																																							211	6957	0	0	74650	85	7146	0	0	3164	275998	216972	0	1483	257124	0	1695	0	28900	0	18874	1875	275998	0	0	9497	0	8429	0	37560	179412		0	185080	183385	-927	400	0	0	9769	
5005																																							1342	5421	0	2250	77263	0	8013	0	0	11861	315071	252573	0	3837	281258	0	1863	2051	24848	0	33813	0	315071	0	0	2362	0	31305	0	31513	221060		0	207794	205931	146	939	0	0	0	
5050																																							184	2725	0	0	28359	0	1457	0	0	1262	87619	75043	0	424	80317	0	657	0	4850	0	7302	400	87619	0	0	5604	0	1400	0	11446	63597		0	54289	53632	-102	0	0	0	0	
5069																																							0	2118	0	0	21135	0	18499	0	0	2966	321918	247611	0	3796	251407	0	6684	0	0	0	70511	4500	321918	0	0	61873	0	4129	0	12429	235182		0	268884	262200	9	15000	0	0	0	
5135																																							101	8908	0	0	26957	0	3992	46	0	8005	240601	201103	0	1278	214381	0	2270	1042	12000	0	26220	651	240601	0	0	7423	0	18349	0	31489	169614		0	178135	175865	-203	15685	0	0	0	
5210																																							892	17142	127	19165	347990	0	14696	0	0	41777	930857	680286	0	6943	866536	0	4456	0	155415	0	64321	4798	930857	0	0	59350	0	5455	60	49229	631057		0	493464	489008	-5282	0	0	0	23892	
5247																																							200	40456	0	0	115505	0	21783	0	0	60979	1092380	926065	0	5888	946140	0	6303	0	3277	0	146240	700	1092380	0	0	69859	0	77268	0	204034	722031		0	811760	805457	-1587	48000	0	0	10910	
5274																																							4013	1997	0	0	18062	0	4828	185	0	5416	132214	103446	0	1407	120079	0	852	0	13455	0	12135	1	132214	0	0	8572	0	3847	0	14688	88758		0	98288	97436	-285	277	0	0	1771	
5331																																							7	5658	0	0	154465	0	14486	101	0	8971	345965	215565	0	3445	323349	0	893	0	22339	0	22616	2580	345965	0	0	14444	0	8360	0	43326	172239		0	163170	162277	-2768	0	0	0	82000	
5461																																							14	16208	996	0	108753	733	8070	0	0	7469	373446	339081	0	1559	344755	0	1944	0	4115	0	28691	2059	373446	0	0	23016	0	4241	0	31366	307715		0	233097	231153	-625	50	0	0	0	
5751																																							0	1259	0	0	46505	0	301	0	0	3353	101707	79772	0	148	79920	0	767	0	0	0	21787	600	101707	0	0	21149	0	700	0	6949	72823		0	44531	43764	-662	6525	0	0	0	
6039																																							2626	2206	0	0	9969	0	2251	0	0	1772	82519	73045	0	723	73768	0	825	0	0	0	8751	469	82519	0	0	3588	0	4800	0	11149	61896		0	54787	53962	-106	9733	0	0	0	
6057																																							22	471	0	71	2673	0	235	68	0	395	16171	14120	0	120	14740	0	186	0	500	0	1431	25	16171	0	0	1333	0	100	0	1714	12406		0	11443	11257	-27	979	0	0	0	
6141																																							0	3632	0	12348	0	0	339	0	0	372	35790	31668	0	151	31819	0	275	0	0	0	3971	400	35790	0	0	171	0	3400	0	9893	21775		0	16624	16349	0	2750	0	0	0	
6329																																							116	10020	0	1117	50432	0	11237	259	0	8801	293694	261053	0	1717	267913	0	2890	0	5000	0	25781	2600	293694	0	0	14208	0	9400	0	55140	205913		0	214602	211712	-427	0	0	143	0	
6972																																							182	38182	0	214044	27988	0	10645	0	0	17245	817988	659955	0	5084	720734	0	7418	4075	35509	0	97254	2600	817988	0	0	72627	0	22400	15953	171275	488680		0	497092	489674	-373	0	0	10000	10186	
7009																																							2000	19222	0	0	269932	0	497	0	0	7274	637281	578702	0	5740	584442	0	0	0	0	0	52839	500	637281	0	0	51148	0	548	0	39195	539507		0	233356	233356	643	105000	0	0	0	
7045																																							0	4383	0	7058	28629	0	1478	0	0	1348	106390	95165	0	342	95507	0	673	0	0	0	10883	100	106390	0	0	8690	0	2325	0	13249	81916		0	51817	51144	-232	12350	0	0	0	
7157																																							0	833	0	0	12461	0	179	62	0	353	32266	28423	0	135	28558	0	270	0	0	0	3708	200	32266	0	0	3405	0	200	0	4696	23727		0	17939	17669	-97	709	0	0	0	
7166																																							104	21110	43	2888	31252	0	7438	0	0	24910	605986	500689	0	3188	545877	0	7301	0	42000	0	60109	5220	605986	0	0	48230	0	6352	2582	151493	349196		0	501785	494484	307	21175	0	0	0	
7456																																							0	1382	0	285	18121	0	343	0	0	666	42436	35909	0	170	38545	0	301	0	0	0	3891	400	42436	0	0	1520	0	2400	0	6962	28948		0	21940	21639	-429	0	0	2466	0	
7634																																							100	2151	0	255	10183	0	747	5	0	1173	41808	35878	0	582	36861	0	581	0	0	0	4947	200	41808	0	0	1668	0	3200	0	5309	30569		0	27775	27194	-121	0	0	401	0	
8033																																							298	3796	0	0	3217	0	471	0	0	2592	80786	54788	0	568	72682	0	795	0	17326	0	8104	774	80786	0	0	3885	0	3476	0	15445	39343		0	61107	60312	-31	10100	0	0	0	
8417																																							0	321481	64750	0	0	0	10206	0	0	210974	3304701	281916	0	176251	2322072	0	1238	690600	1863905	0	982629	800	3304701	0	0	-28471	0	1010300	0	240772	41144		0	1806351	1805113	0	100000	101577	0	0	
8462																																							0	7705	0	339	32379	0	365	0	0	735	76916	67881	0	258	68139	0	304	0	0	0	8777	350	76916	0	0	8616	0	350	0	15388	52493		0	29697	29393	-539	6000	0	0	0	
8631																																							19	1614	0	0	14741	0	1741	361	0	2109	47695	41496	0	87	41666	0	296	0	0	0	6029	500	47695	0	0	4891	0	800	0	9057	32439		0	27406	27110	-162	0	0	83	0	
9357																																							11000	17292	5190	0	28595	0	529	0	0	16463	418363	349572	0	1807	360047	0	3601	23238	0	0	58316	500	418363	0	0	632	0	57141	146149	98761	250811		0	168508	164907	43	5000	0	0	8668	
9553																																							80	2669	0	0	2531	0	295	0	0	3408	62794	47955	0	537	56175	0	615	0	5983	0	6619	400	62794	0	0	5037	0	1200	0	7644	40311		0	54426	53811	-18	0	0	1700	0	
9807																																							12475	30014	0	361996	85225	10	8557	550	0	73301	2560055	1795043	0	16870	2349594	0	49273	0	407377	0	210461	20000	2560055	0	0	124572	0	63858	0	66140	1728903		0	2035200	1985927	2031	2000	0	0	130304	
9955																																							4871	3311	2100	0	31240	0	2204	0	0	1625	87188	75684	0	216	78118	0	411	0	2218	0	9070	110	87188	0	0	6289	0	3023	0	10193	65491		0	42248	41837	-352	0	0	0	0	
10157																																							29	1521	0	2412	20167	0	797	0	0	1491	55038	44650	0	158	50173	0	936	233	5365	0	4865	250	55038	0	0	2352	0	2560	0	8407	36243		0	29324	28388	-297	0	0	0	0	
10250																																							1386	11470	0	0	50274	0	7707	0	0	3821	350640	319533	0	1421	324154	0	2923	0	2000	0	26486	1500	350640	0	0	5413	0	20000	0	49132	270401		0	271976	269053	-427	6929	0	0	1200	
10849																																							4105	2642	0	58540	390	0	3536	0	0	5902	268700	203893	0	927	243296	0	2552	694	32256	0	25404	16	268700	0	0	14642	0	10746	0	20047	183846		0	195443	192891	0	0	0	6220	0	
10858																																							104	13099	163	61096	0	0	7969	0	0	6966	386181	323846	0	3168	351619	0	3273	2958	10048	0	34562	2500	386181	9057	0	17307	0	14755	11775	41957	281889		0	269547	266274	0	6720	0	0	14557	
11145																																							210	4798	70	488	17959	0	4373	485	0	2011	142298	113533	0	326	128524	0	1569	450	14665	0	13774	1000	142298	0	0	8826	0	4000	0	15285	98248		0	111423	109854	-52	1600	0	0	0	
11640																																							99	7394	0	0	68082	0	4356	0	0	10419	223293	177335	0	1845	203616	0	1401	0	15586	0	19677	650	223293	0	0	3009	0	16800	0	39992	137343		0	134344	132943	-782	0	0	8850	0	
11837																																							59	1102	0	0	23574	0	1037	0	0	2371	100137	80835	0	285	90592	0	1034	0	9000	0	9545	314	100137	0	0	1121	0	8186	0	7370	73465		0	73028	71994	-76	0	0	472	0	
12030																																							0	10517	0	1096	16639	0	4039	0	0	5554	281409	255841	0	3256	259097	0	4873	1061	0	0	22312	300	281409	0	0	21797	0	300	73	28899	226942		0	225886	221013	-85	21417	0	0	0	
12058																																							0	3799	0	863	18332	0	1442	208	0	1416	94444	81389	0	499	84944	0	728	0	3056	0	9500	200	94444	0	0	7785	0	1650	180	12390	68999		0	68732	68004	-135	200	0	0	0	
12142																																							128	7568	0	3345	70782	0	5280	0	0	3541	162304	142056	0	970	143026	0	1196	0	0	0	19278	1250	162304	0	0	5508	0	13250	0	29521	112535		0	65856	64660	-730	7000	0	0	0	
12245																																							27	3203	0	0	31571	0	1602	0	0	1159	103237	81954	0	789	91880	0	776	0	5000	0	11357	1419	103237	0	0	6284	0	3581	0	17384	64570		0	66451	65675	73	0	0	4137	0	
12311	48071	945284	102181	0	4420369	8094	360667	15240	4536	1845552	32414250	4536	1095129	30254037	465662	261026	190095	3579090	964292	1694551	39999	32414250	38215	20063	1329102	0	350241	294344		0	24328851	24067825	-24791	69277	938984	677774	0	677774									4536		32414250	22043072	4536		30254037				3579090											1082512	20960560						4500	69277	931097	938984	
12647																																							18	6015	0	13116	0	0	1201	290	0	698	66167	58983	0	279	59262	0	495	0	0	0	6905	125	66167	0	0	655	0	6125	285	11435	47548		0	43339	42844	0	1700	0	0	0	
12656																																							5	379	0	699	0	0	171	19	0	148	10644	9716	0	66	9782	0	191	0	0	0	862	72	10644	0	0	402	0	388	0	2086	7630		0	8479	8288	0	935	0	0	0	
12937																																							2417	9211	0	0	14834	0	4281	0	0	2066	163025	147125	0	804	148211	0	1000	0	282	0	14814	750	163025	0	0	9127	0	5250	424	26684	120441		0	130792	129792	-313	0	0	0	0	
12946																																							413	12021	3489	659	141983	1023	7624	277	0	13456	480696	421305	0	4915	435206	0	4294	3800	8896	0	45490	1	480696	0	0	42903	0	3749	0	50428	370877		0	300245	295951	-1163	0	0	90	0	
12955																																							33	2598	0	4849	11630	0	3518	0	0	1348	106154	86731	0	421	95652	0	927	0	8500	0	10502	1567	106154	0	0	2528	0	6433	1524	20299	66432		0	80381	79454	-26	1200	0	0	0	
13037																																							349	2548	0	0	33191	0	2459	729	0	3980	105837	94191	0	607	94798	0	3201	0	0	0	11039	900	105837	0	0	10204	0	450	0	17336	76854		0	59603	56402	-515	6179	0	0	0	
13103																																							68	15196	0	3719	307729	0	11855	0	0	16885	970937	693170	0	11298	831722	50	6148	247	113805	0	139165	500	970937	0	0	90650	0	34018	0	29005	664165		0	620894	614746	13997	492	0	0	13449	
13251																																							353	973	0	0	7867	0	96	100	0	761	33567	29613	0	170	29783	0	350	0	0	0	3785	25	33568	0	0	2137	0	1725	0	4841	24771		0	21423	21073	-102	2344	0	0	0	
13457																																							0	482	0	0	5662	0	30	0	0	1712	20309	13626	0	214	15100	0	142	0	0	0	5209	50	20309	0	0	5106	0	50	0	1866	11760		0	12565	12423	3	0	0	1260	0	
14052																																							499	3883	0	115	6143	0	793	0	0	667	62751	56954	0	416	57370	0	683	0	0	0	5381	1000	62751	0	0	2882	0	1500	0	12542	44412		0	49657	48974	-1	1677	0	0	0	
14155																																							0	2638	0	760	7851	0	1905	0	0	2842	94614	73756	0	738	84324	0	954	0	9830	0	10290	176	94614	0	0	9998	0	160	0	10402	63353		0	79572	78618	-44	0	0	0	0	
14258																																							0	19258	0	0	45756	0	4580	236	0	8612	806210	720746	0	2422	745868	0	7782	0	6000	0	60342	500	806210	0	0	45103	0	15088	3492	124299	596447		0	619058	611276	-349	113000	0	16700	0	
14409	21576	192864	106046	0	7504766	0	163580	29886	1613	737263	34500279	1613	293556	30510285	147	197371	1850701	3469430	260000	3989847	0	34500279	82052	58942	1523572	0	2532380	0		0	23472303	23274932	-66105	0	2042705	342971	0	342971									1613		34500279	24041068	1613		30510285				3469430											4468388	19572680						535000	0	0	2042705	
14454																																							0	625	0	0	1531	0	120	0	0	314	41777	35908	0	167	36097	0	288	0	22	0	5680	75	41777	0	0	3815	0	1775	0	3105	32803		0	28825	28537	15	10650	0	0	0	
14650																																							1089	2340	0	2679	452	0	383	30	0	1370	27501	23293	0	1183	24476	0	324	118	0	0	3025	200	27501	0	0	2527	0	300	0	5781	17512		0	16003	15679	-2	3361	0	0	0	
14753																																							0	1091	0	0	12852	0	144	0	0	558	29599	25856	0	155	26811	0	524	0	0	0	2788	300	29599	0	0	389	977	1277	0	5244	20612		0	15478	14954	-155	0	0	800	0	
14865																																							13	7674	1607	0	47847	0	4905	104	0	4277	174789	156410	0	1100	160201	0	1196	0	2691	0	14588	730	174789	0	0	4489	0	9946	0	27055	129355		0	109558	108362	-577	0	0	0	0	
15536																																							6338	21535	0	85484	52396	0	28213	2243	0	22803	1248926	1018094	0	8001	1081578	28	14043	4840	10000	0	167320	356	1248926	0	0	50578	0	117073	0	121635	896459		0	1039117	1025074	-687	0	0	45483	0	
16337																																							682	10031	0	0	45985	0	15016	0	0	13766	402673	338350	0	1213	370077	0	3196	0	29000	0	32596	350	402673	0	0	24109	0	8500	0	83878	254472		0	308010	304814	-363	12379	0	0	1514	
16458																																							0	6655	0	29916	35878	0	11121	0	0	2333	204904	172716	0	859	178999	0	1935	0	5424	0	25905	941	204904	0	0	23612	0	2059	432	20195	152521		0	114461	112526	-707	6043	0	0	0	
16551																																							0	1923	0	0	6432	0	2032	0	0	3778	136991	104130	0	318	124076	0	2300	776	19628	0	12915	175	136991	0	0	9034	0	3746	35	12353	91777		0	123709	121409	-40	606	0	0	0	
16748																																							127	1875	334	344	8811	0	916	153	0	2850	47107	39880	0	486	42511	0	314	0	2000	0	4596	400	47107	0	0	1776	0	2600	676	8191	31689		0	29560	29246	-180	1775	0	145	0	
16944																																							0	2338	0	200	10718	0	195	0	0	251	29417	25046	0	46	25092	0	240	0	0	0	4325	1000	29417	0	0	1906	0	1500	0	4911	20135		0	13955	13715	-81	2000	0	0	0	
16953																																							100	1614	0	355	11994	0	107	0	0	371	30297	25204	0	141	25345	0	137	0	0	0	4952	100	30297	0	0	3383	0	1775	0	4587	20617		0	12293	12156	-306	3600	0	0	0	
17110																																							19746	1860	414	0	19501	0	1169	0	0	3674	146843	127015	0	1653	130668	0	856	0	0	2000	16175	300	146843	0	0	8889	0	6986	0	0	127015		0	98826	97970	0	0	2509	0	0	
17147																																							1583	44345	474	6	130778	0	9936	799	0	22620	837971	596994	0	2256	775263	0	6141	0	71128	0	62708	2500	837971	0	0	53357	0	7740	0	122465	474529		0	535549	529408	-889	98022	0	50000	54885	
17259																																							1	1316	0	205	21979	0	1032	53	0	1885	59634	50036	0	835	54427	0	136	0	1750	0	5207	769	59634	0	0	3947	0	769	0	5556	44480		0	33299	33163	-278	0	0	1806	0	
17464																																							7242	36442	4810	3837	53337	2349	22688	0	0	29001	1268763	1067171	0	15502	1147024	0	11935	6352	64351	0	121739	750	1268763	0	0	86323	0	34840	2652	226441	840730		0	1047053	1035118	-174	64935	0	0	0	
17549																																							549	5581	0	4507	50289	0	6753	0	0	11386	272385	237691	0	2528	240219	0	2133	0	0	0	32166	1200	272385	0	0	22411	0	8800	0	44297	193394		0	189453	187320	-245	6000	0	0	0	
17839																																							46	4134	0	0	31831	0	2487	303	0	3766	204259	174783	0	2140	189728	0	1787	0	10000	0	14531	800	204259	0	0	6984	0	7117	0	33867	140916		0	142473	140686	-370	21006	0	0	2805	
17950																																							34	6795	0	345	40947	0	3524	65	0	3448	158300	128945	0	1133	143456	0	1023	1568	9878	0	14844	725	158300	0	0	4053	0	10550	0	21504	107441		0	102597	101574	-484	0	0	3500	0	
18050																																							275	14850	1128	18348	67547	0	12816	201	0	3808	278731	241952	0	2328	248528	0	2358	0	4248	0	30203	1214	278731	0	0	22534	0	7671	0	65027	176925		0	157241	154883	-1216	4875	0	0	0	
18135																																							207	7279	0	0	50911	0	9909	0	0	5830	176579	143221	0	359	161952	0	1036	0	13282	0	14627	456	176579	0	0	7892	0	6056	1873	40113	103108		0	97106	96070	223	4500	0	0	5090	
