"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1738										
242								1168										
279								1885										
354								276										
439								7401										
457								574										
505								6256										
1146								28118	6521	0	0	0	2598	4653	0	4653	14346	
1155								6850										
1351								2470										
1454								14746	1230	0	0	0	5578	791	0	791	7147	
1557								1426										
1632								10597	293	0	0	0	2425	7879	0	7879	0	
1669								11035										
1829								10374	0	0	0	0	1449	5127	0	5127	3798	
1856								507										
2040								3681										
2161								6546										
2376								8622	0	0	0	0	2659	5280	0	5280	683	
2451								841										
2554								1151										
2732								15728	3604	0	0	0	3780	3151	0	3151	5193	
2750								1598	1	0	0	0	129	1230	0	1230	238	
2938								11221	34	0	0	0	2044	9143	0	9143	0	
3252								9872										
3458								3959										
3506								42624	28964	147	0	147	11014	758	0	758	1741	
3720								5294										
3953								4594										
4138								4419										
4147								3071										
4156								5708										
4231								1437										
4437								3633	0	0	0	0	1319	2314	0	2314	0	
4839								7168										
5005								6763	0	0	0	0	1444	3124	0	3124	2195	
5050								2909										
5069								2118	0	63	0	63	110	1939	0	1939	6	
5135								9009										
5210								18034	9104	0	0	0	7705	1146	0	1146	79	
5247								40656	45	0	0	0	8385	28055	0	28055	4171	
5274								6010										
5331								5665	961	0	0	0	1778	926	0	926	2000	
5461								16222	11422	0	0	0	4476	142	0	142	182	
5751								1259										
6039								4832										
6057								493										
6141								3632										
6329								10136										
6972								38364	4919	0	0	0	5790	17771	0	17771	9884	
7009								21222	2	2000	2000	0	10	19185	0	19185	25	
7045								4383										
7157								833										
7166								21214	13354	0	0	0	3037	4771	0	4771	52	
7456								1382										
7634								2251	0	0	0	0	364	1887	0	1887	0	
8033								4094										
8417								321481	0	0	0	0	0	320587	0	320587	894	
8462								7705										
8631								1633										
9357								28292	12283	0	0	0	824	15041	0	15041	144	
9553								2749										
9807								42489	19973	0	0	0	5704	14439	0	14439	2373	
9955								8182										
10157								1550										
10250								12856										
10849								6747										
10858								13203	516	0	0	0	1916	10200	0	10200	571	
11145								5008										
11640								7493										
11837								1161										
12030								10517										
12058								3799										
12142								7696										
12245								3230	0	0	0	0	3230	0	0	0	0	
12311	993355	843931	0	405	0	106510	42509	993355	644117	405			199814	106510			42509	
12647								6033										
12656								384	0	0	0	0	150	223	0	223	11	
12937								11628										
12946								12434	7891	0	0	0	3805	592	0	592	146	
12955								2631										
13037								2897										
13103								15264	0	0	0	0	3250	9751	0	9751	2263	
13251								1326										
13457								482										
14052								4382										
14155								2638										
14258								19258	10421	0	0	0	3619	450	0	450	4768	
14409	214440	157535	0	0	0	37954	18951	214440	25783	0			131752	37954			18951	
14454								625										
14650								3429										
14753								1091										
14865								7687										
15536								27873	6818	0	0	0	7840	12190	0	12190	1025	
16337								10713	1	0	0	0	4592	6120	0	6120	0	
16458								6655										
16551								1923										
16748								2002										
16944								2338										
16953								1714										
17110								21606										
17147								45928	12028	0	0	0	9624	22676	0	22676	1600	
17259								1317										
17464								43684	25307	0	0	0	6466	7679	0	7679	4232	
17549								6130										
17839								4180										
17950								6829	88	0	0	0	1119	5622	0	5622	0	
18050								15125										
18135								7486										
18368								16888	13102	0	0	0	2068	700	0	700	1018	
18377								8064										
18827								6720										
18836								4222										
18854								739										
18957								1714										
19356								2695										
19730								77427	23111	0	0	0	42060	9882	0	9882	2374	
19936								10204										
19972								3058										
20053								3488	0	0	0	0	166	3322	0	3322	0	
20147								2373										
20259								3542										
20370								7964										
20512								4773										
20633								5780	750	0	0	0	1969	3035	0	3035	26	
20754								183										
20839								4594										
20857								16097										
20866								4726										
21256								594										
21359								1426										
21630								2059										
21658								3934										
22048								6259										
22235								8882	19	0	0	0	2672	6191	0	6191	0	
22356								11616										
22459								3205										
22543								3020										
22552								917										
22730								2161										
22936								4951										
22954								2090										
23036								9946	1	0	0	0	2282	7663	0	7663	0	
23045								811										
23241								62668	12154	0	0	0	25245	24135	0	24135	1134	
23456								1765										
23504								15675	8208	0	0	0	4804	1288	0	1288	1375	
23540								6106	0	0	0	0	6106	0	0	0	0	
23643								10544										
23755								3602										
23812								37943	0	0	0	0	5846	28660	0	28660	3437	
24006								29877	12494	0	0	0	4301	5835	0	5835	7247	
24266								109791	53799	0	0	0	32873	0	0	0	23119	
24453								1117										
24659								3099										
24668								16447										
24855								2326										
24949								21087	0	0	0	0	4764	16266	0	16266	57	
25357								5291										
25647								3307										
25852								17131	14	0	0	0	4472	2999	0	2999	9646	
26149								1076										
26233								17505	0	0	0	0	3539	3910	0	3910	10056	
26242								8949	0	0	0	0	2310	6213	0	6213	426	
26457								447										
26756								788										
26765								2972										
26859								49972	21	0	0	0	2936	42849	0	42849	4166	
26916								11368	0	0	0	0	2148	3359	0	3359	5861	
27548								20759	11386	0	0	0	4756	4115	0	4115	502	
27614								6748										
27838								5616										
27847								6496										
28013								38977	25	0	0	0	7125	30133	0	30133	1694	
28152								3515										
28255								11509										
28349								3407										
28406								6371	1069	0	0	0	1945	2606	0	2606	751	
28572								2198										
28732								1488										
29104								19343	11254	0	0	0	4191	3665	0	3665	233	
29159								1307										
29252								3796										
29636								27056	59	0	0	0	5756	21241	0	21241	0	
29850								2628										
29944								3795										
29953								4757										
30052								966										
30155								7196										
30258								9022	6683	0	0	0	1463	666	0	666	210	
30418								895	370	0	0	0	0	509	0	509	16	
30502								14587	8413	198	0	198	5032	761	0	761	183	
30650								5655										
30810								431485	349198	0	0	0	218	81501	0	81501	568	
30856								8952										
31134								6370										
31255								17100	4886	0	0	0	1311	10690	0	10690	213	
31657								2121										
31826								8198										
31835								3461										
32159								6867										
32234								4044										
32766								4552										
33147								18528										
33259								39323	36	0	0	0	1241	37430	0	37430	616	
33268								2968	29	0	0	0	949	1894	0	1894	96	
33549								1695										
33727								13630	4921	0	0	0	4866	3806	0	3806	37	
33754								2011										
33772								56143	29434	0	0	0	7802	18454	0	18454	453	
33839								3836										
33857								2510										
34153								30790	18008	0	0	0	9144	1513	0	1513	2125	
34359								415										
34425								5337	5	0	0	0	1322	3972	0	3972	38	
34434								12485										
34452								3502										
34537								44094	0	0	0	0	9437	28780	0	28780	5877	
34555								4886										
34742								9389										
34836								1648										
34863								1108										
35057								4320										
35244								15651	23	0	0	0	3570	11942	0	11942	116	
35301	13883057	181123	1237621	12270581	0	115684	78048	373824	179709	0			383	115684			78048	
35570								41925	0	0	0	0	9764	29350	0	29350	2811	
35646								4499	0	0	0	0	173	4326	0	4326	0	
35842								2986										
35936								764										
36054								30329	19223	0	0	0	3681	6769	0	6769	656	
36344								9367	8	0	0	0	1539	964	0	964	6856	
36456								4100										
36858								6032	4292	0	0	0	1364	71	0	71	305	
36933								3129										
37051								874										
37341								1261										
37350								1137										
37378								5653										
37435								35801	21	0	0	0	7969	20221	0	20221	7590	
37640								22612	3239	0	0	0	3747	14764	0	14764	862	
37659								1416										
37743								4008										
37949								4122										
38526								8742	6624	0	0	0	1546	293	0	293	279	
38535								17908	0	0	0	0	1908	11050	0	11050	4950	
38740								4102										
39327								25701	7566	0	0	0	4910	4629	0	4629	8596	
39420								23923	8578	0	0	0	7923	801	0	801	6621	
39475								51943	29115	0	0	0	4928	17514	0	17514	386	
39756								6024										
39934								9488										
40033								5071										
40305	90985	84491	0	3334	0	1165	1995	90985	56142	3334			28349	1165			1995	
40350								1265										
40707								39220										
40855								1850										
41245								861										
41553								3463										
41629								11906										
41647								28115	18053	0	0	0	5151	4094	0	4094	817	
41759								2964										
41825								5140										
41937								1874										
41955								914										
42037								2119										
42055								2168										
42354								3077										
42420								85094	51279	0	0	0	32613	1202	0	1202	0	
42448								11075	177	0	0	0	2583	8206	0	8206	109	
42457								1071										
42541	963544	810714	0	0	0	140373	12457	963544	559654	0			251060	140373			12457	
43052								5387										
43155								9569										
43173	124010	45441	1094	19180	0	39837	18458	106401	26995	2736			18375	39837			18458	
43324								2290										
43351								545										
43454								1119										
43511								14381	6899	0	0	0	7060	106	0	106	316	
43641								10172										
43744								7576										
43856								2568										
43959								2606										
44040								5699										
44134	53441	4143	0	0	48036	0	1262	53441	1	0			4142	48036			1262	
44433								7752	261	0	0	0	1361	2488	0	2488	3642	
44451								6786										
44602								639670	144800	354033	354033	0	90941	160	52	108	49736	
44741								9507										
44750								3407										
44929								5007										
45038								1491										
45047								2432										
45056								1739										
45430								5073										
45458								288										
45551								20763	270	0	0	0	2362	18087	0	18087	44	
45560								25294	14549	0	0	0	4793	5057	0	5057	895	
45627								123079	48565	0	0	0	33984	10163	0	10163	30367	
45775								10441										
46053								5761										
46941								3015										
47153								574										
47247								10231										
47256								1186										
47452								1462										
47500								9377										
48057								2272										
48150								428										
48374								8868	4725	0	0	0	3137	996	0	996	10	
48440								2627										
48552								6121										
48730								8691										
49054								3419										
49148								2992										
49241								17650										
49344								3930										
49643								1328										
49652								3527										
49821								20247	10109	0	0	0	5170	3589	0	3589	1379	
49858								10925										
49951								1258										
50144								2010										
50461								1820										
50546								1534										
50854								7843										
50957								3331										
51253								8740										
51356								2708										
51459								6024										
51730								1803										
51842								6532										
52410								2095										
52456								1088										
52719								1113458	0	5247	0	5247	0	1108063	0	1108063	148	
52951								3789										
53015								1807										
53033	49344	39331	0	218	0	1401	8394	49344	34706	218			4625	1401			8394	
53051								1762										
53239								3413										
53453								1295										
53752								1444										
54049								8980										
54058								9902										
54357								912										
54375								12570	0	0	0	0	2656	8451	0	8451	1463	
54441								4682										
54656								4634										
55176								12215										
55251								6397										
55336								17404	6145	0	0	0	5044	0	0	0	6215	
55635								1774										
55653								2205										
56230								3169										
56258								5634										
56351								17887	9083	0	0	0	6951	868	0	868	985	
56427								1439										
56548								3537										
56557								48696	40851	0	0	0	3275	4290	0	4290	280	
56717								5587	17	0	0	0	1425	445	0	445	3700	
56726								3188										
57040								3239										
57228								3578										
57255								3651										
57451								4611										
57572								1869										
57956								11602										
58074								3358										
58207								14493										
58225								5721										
58243	83445	49278	0	1085	0	29055	4027	83445	37249	1085			12029	29055			4027	
58355								971										
58551								2849										
58636								23278										
58757								989										
58971								122083	96754	79	0	79	13261	377	0	377	11612	
59259								5118										
59316								9817	4646	0	0	0	3870	209	0	209	1092	
59352								18227										
59679								794										
59754								764										
60143	1713238	1485744	0	63532	0	131869	32093	1666963	1210520	17257			275224	131869			32093	
60219								3588										
60330								19899	10418	0	0	0	6966	2207	0	2207	308	
60433								2724										
60545								3753	3150	0	0	0	444	104	0	104	55	
60554								1643										
60648								9175										
61122								29612	11124	0	0	0	7755	5875	0	5875	4858	
61355								14954	4731	0	0	0	1916	7745	0	7745	562	
61476								9918										
61533								27603	271	0	0	0	2123	12755	0	12755	12454	
61757								7755	2	0	0	0	2055	4424	0	4424	1274	
61832								8627										
61953								2466										
62044								1320										
62101								123617	222	0	0	0	78498	30644	0	30644	14253	
62147								2170										
63050								2145										
63069	408073	346704	0	18639	100	23216	19414	408073	308469	18639			38235	23316			19414	
63078								20589	218	0	0	0	2992	17348	0	17348	31	
63201								2870										
63359								6306										
63573								11817										
63733								10541	192	0	0	0	3033	7316	0	7316	0	
63742								5029										
63751								317										
64150								2152										
64543								10560	264	0	0	0	2284	7997	0	7997	15	
64552								3387										
64619	69689	31025	0	74	0	2510	36080	69615	27005	0			4020	2510			36080	
64730								7345										
64758								6191										
65205								6379	2530	0	0	0	1385	1241	0	1241	1223	
65241								3072										
65513	28406	503	18573	1784	0	2736	4810	28406	0	20357			503	2736			4810	
65559								6712										
65746								12009	22	0	0	0	4349	7638	0	7638	0	
65858								43398	18956	0	0	0	9608	10451	0	10451	4383	
66015	17653	2859	0	371	0	7839	6584	17653	2754	371			105	7839			6584	
66154								2716										
66172								5412	2969	0	0	0	2222	168	0	168	53	
66275								5103										
66837								1332										
66846								8372										
67142								2825										
67151								14018	2029	0	0	0	1793	9518	0	9518	678	
67209								8781	5621	0	0	0	1350	426	0	426	1384	
67254								417										
67311								225855	149854	0	0	0	59193	1171	0	1171	15637	
67414								3095										
68345								5283										
68448								3600										
68756								4420										
68831								3281										
68840								3903										
68859								11827	118	0	0	0	4326	6871	0	6871	512	
68943								2505										
69333								33117	12775	0	0	0	11149	4012	0	4012	5181	
69351								1331										
69650								2491										
69678								14109	503	0	0	0	1909	11171	0	11171	526	
69847								2408										
70049								12191	5936	0	0	0	2559	1048	0	1048	2648	
70058								2666										
70076								1092										
70151								24399										
70218								3199										
70254								473										
70414								4204										
70638								10612										
70955								594										
71318								14739	10871	0	0	0	2457	1142	0	1142	269	
71457								4887										
71859								399										
72258								5040										
72351								1088										
72454								3758										
72614								50056	21	0	0	0	11928	37757	0	37757	350	
72678								5558	9	0	0	0	996	4553	0	4553	0	
73031								7753										
73116								12242	1	0	0	0	1991	5523	0	5523	4727	
73152								2025										
73554								3620										
73956								1653										
74056								4830										
74140								20290	11618	0	0	0	5891	2569	0	2569	212	
74159								1621										
74337								4737										
74403								11177	8	0	0	0	2501	724	0	724	7944	
74449								443										
74458								1860										
75053								8628	336	0	0	0	1590	477	0	477	6225	
75259								509										
75446								4041	109	0	0	0	1042	2890	0	2890	0	
75455								1524										
75558								7365										
75633	2318788	1054605	0	1024576	0	54654	184953	2318788	945976	1024576			108629	54654			184953	
75651								842										
76050								7169										
76135								3023										
76153								630										
76443								1817										
76854								8131										
77150								1624										
77253								2944										
77347								4820										
77374								23673	124	0	0	0	3296	82	82	0	20171	
77422								12704										
77758								19026	325	0	0	0	2013	15765	0	15765	923	
77851								11796	7912	0	0	0	2817	777	0	777	290	
78036								7421										
78054								6717										
78157								2230										
78241								2537										
78559								4256										
78643								1377										
78858								1242										
79042								3710										
79127								2479										
79145								2827	0	0	0	0	0	2827	0	2827	0	
79257								380										
79855								3684										
80020								1278										
80150								17880										
80431								1792										
80552								793										
80936								10823										
81054								7314										
81429								2165										
82033								3223										
82257								1016										
82350								2576										
82659								2106										
83151								3174										
83236								2238										
83311								207056	21492	0	0	0	33458	147145	0	147145	4961	
83357								1351										
83450								42308	19873	0	0	0	4710	637	0	637	17088	
83638	121666	16169	0	317	20000	59459	25721	121666	12494	317			3675	79459			25721	
83834								6903										
83852								1074										
83955								2225										
84046								1641										
84055								2266										
84251								3057										
84345								4454										
84541								12392										
84804								1628										
85043								1485										
85052								480										
85258								3675										
85454								3390										
85856								638										
85931								8347										
86349								3844										
86358								1288										
86527								25870	7	0	0	0	5888	18832	0	18832	1143	
86554								8271										
87047								4889										
87159								2575										
87234								5694	3	0	0	0	2022	165	0	165	3504	
87476								4083										
87533								6428										
88240								643										
88259								1794										
88352								4328										
88455								2839										
88530								8670	3235	0	0	0	4175	1260	0	1260	0	
88950								842										
89032								2272										
89135								4292										
89162								5110	0	4262	4262	0	0	848	0	848	0	
89452								2291										
89751								18555	8527	0	0	0	2713	7193	0	7193	122	
89854								2488										
89957								953										
90047								297										
90234								5938	3238	0	0	0	1168	678	0	678	854	
90328								8333	0	0	0	0	3530	3996	0	3996	807	
90337								9513										
90403								42224	0	589	0	589	8799	1170	0	1170	31666	
90467								3703										
90645								5207										
90739								3721										
91147								3186										
91156								8606										
91259								3126										
91615								1909	84	0	0	0	677	1034	0	1034	114	
91651								7599										
91754								4067										
91866								28195	5	0	0	0	3108	24969	0	24969	113	
91950								1672										
91969								24745	1	0	0	0	2205	1321	0	1321	21218	
92050								1483										
92144								529										
92630								32027	0	0	0	0	8573	23345	0	23345	109	
92706								4607										
92854								902										
92902								1810										
93244								2432										
93329								2300										
93413								5054										
93543								5428										
93619								13681										
93628								27633	4942	0	0	0	2963	19537	0	19537	191	
93721								214507	4207	0	0	0	79559	118114	0	118114	12627	
93758								2579										
94139								25494	153	0	0	0	11660	1893	0	1893	11788	
94456								938										
94522								13527	0							13527		
94755								4717										
94858								6786										
95051								6300										
95659								1372										
95725								8891	9	0	0	0	4007	3233	0	3233	1642	
96254								5637										
96357								2203										
96553								1915										
97055								1396										
97279								3311										
97457								844										
97804								5017	10	0	0	0	1334	654	0	654	3019	
97943								4293										
98351								1789										
98454								3802										
98463								18684	10711	0	0	0	1885	3241	0	3241	2847	
98548								3721										
98557								5054										
98641								7450										
98717								4909										
99004								6534										
99059								9661										
99143								9548										
99255								1074										
99442								2647										
99536								9502	3	0	0	0	2621	684	0	684	6194	
99853								9575										
99974								3457										
100160								27985										
100236								5404										
100357								14968	5239	0	0	0	3046	1305	0	1305	5378	
100553								1253	408	0	0	0	114	731	0	731	0	
100562								90585	43876	0	0	0	20742	15104	0	15104	10863	
100843								10574	22	0	0	0	2630	6862	0	6862	1060	
101019	216750	19103	25000	9396	25000	67283	70968	101750	15661	9396			3442	2283			70968	
101037								39671	7815	0	0	0	9575	16345	0	16345	5936	
101233								93935	0	0	0	0	17708	76160	0	76160	67	
101345								2649										
101439								4220										
101671								14107	22	411	0	411	3588	334	0	334	9752	
101738								19203										
101952								2266										
102155								547										
102333								1945										
102342								4659										
102539								2323										
102557								848										
103134								1201										
103255								18315	12710	0	0	0	2333	2958	0	2958	314	
103536								9247	2	0	0	0	2444	6801	0	6801	0	
103554								332										
103563								1824										
103602								115										
104038								24274	5875	0	0	0	6812	11460	0	11460	127	
104056								3249										
104234								2834										
104430								5402										
104542								1115										
104663								15675										
105026								6523										
105044								1075										
105053								3792										
105071								6511										
105222								10396										
105530								3243										
105633								3221										
106359								23709	17002	0	0	0	5306	1296	0	1296	105	
106377								13020	10	0	0	0	3431	275	0	275	9304	
106452								10264	6346	0	0	0	3766	50	0	50	102	
106519								1624										
106546								3174										
106555								1175										
106658								9371										
107057								980										
107150								7069	288	0	0	0	600	5487	0	5487	694	
107226								1601										
107244								40586	363	0	0	0	11501	27997	0	27997	725	
107431								10111										
107459								1274										
107758								2882										
108269								1476										
108652								1281										
108746								1898	13	0	0	0	314	114	0	114	1457	
108951								3222										
109136								16834	13476	0	0	0	2902	456	0	456	0	
109154								1954										
109453								1849										
109574								2740										
109659								3003										
109855								901										
110057								3629										
110356								7832										
110404								13122	11842	0	0	0	700	166	0	166	414	
110413								6696										
110655								1014										
110758								4737										
110936								13392										
110945								4675										
111157								1270										
111205								10423	0	0	0	0	2135	3323	0	3323	4965	
111559								1917										
111661								2726										
111942								7894										
111979								23530	7444	0	0	0	2312	11463	0	11463	2311	
112163								34071	1046	0	0	0	4604	28411	0	28411	10	
112332								3877	6	0	0	0	315	3178	0	3178	378	
112444								8820										
112510								2627										
112556								2580										
112837	2222828	1138783	0	337	0	1026135	57573	2222828	868592	337			270191	1026135			57573	
112855								553977	484019	0	0	0	267	69691	0	69691	0	
113003								4204										
113030								3841										
113151								16562	10413	0	0	0	2646	2104	0	2104	1399	
113441								16712	8203	0	0	0	4719	2092	0	2092	1698	
113601								10609	5843	0	0	0	1169	1950	0	1950	1647	
113740								23819	2195	34	0	34	5118	14928	0	14928	1544	
113759								1935	0	0	0	0	344	1465	1465	0	126	
113937								7658										
114149								1560										
114158								5996										
114251								2116										
114260								73299	29820	237	0	237	22308	3507	0	3507	17427	
114457								7206										
114756								5810										
114774								9342										
114840								4402										
114859								1446										
115100								10214										
115146								2822										
115155								1349										
115221								12353										
115575								2782										
115641								41257	18977	0	0	0	9886	4225	0	4225	8169	
116077								3080										
116358								1809										
116554								587										
116639								2197										
116732								1288	2	0	0	0	268	1018	1018	0	0	
116741								3746										
117038								2121										
117458								5028	0	0	0	0	1031	174	0	174	3823	
117672								2406										
117841								3189										
118156								17323										
118174								4885										
118660								7622										
118736								7768										
119153								12177										
119274								9826										
119331								5724										
119528								10072										
119779								9028	4719	0	0	0	1440	1579	0	1579	1290	
120542								3011										
120609								11635	7	0	0	0	2747	1022	0	1022	7859	
120953								3226										
121576								3602										
121642								61939	0	0	0	0	17203	44733	0	44733	3	
121651								2409										
121857								2759										
121914								4715	4	0	0	0	2556	2155	0	2155	0	
122153								4116	6	0	0	0	570	3540	0	3540	0	
122546								2944	0	0	0	0	339	2511	0	2511	94	
122658								6578	3331	0	0	0	2808	387	0	387	52	
122751								1601										
122854								14868	6258	0	0	0	5055	1924	0	1924	1631	
123178								15404	6211	0	0	0	1793	4578	0	4578	2822	
123440								4739										
123646								26799	14256	0	0	0	3324	1568	0	1568	7651	
124344								39202	1	0	0	0	1596	37405	0	37405	200	
124353								504										
124773								3000										
124830								5128										
125154								23417										
125855								30430	7325	0	0	0	10371	9214	0	9214	3520	
125958								816										
126012								5897										
126049								2347										
126254								17431	2	0	0	0	5476	11953	0	11953	0	
126553								8362										
126740								21831	2	0	0	0	2551	8699	0	8699	10579	
126834								9860	35	0	0	0	2889	6936	0	6936	0	
127055								4966										
127224								6694										
127260								45870	4	0	0	0	3753	36944	0	36944	5169	
127701								3975										
128164								8926										
128258								1014										
128511	310622	1	0	10383	297710	2518	10	12922	0	10383			1	2528			10	
128904								165122	103467	0	0	0	38074	18539	0	18539	5042	
128959								4440	2642	0	0	0	1379	395	0	395	24	
129349								4595										
129358								525										
129394								13818	6984	0	0	0	2741	3904	0	3904	189	
129479								8421										
129732								14705	0	0	0	0	7329	6515	0	6515	861	
129853								7003										
129910								7749										
130345								15202										
130541								54985	4	0	0	0	4345	48216	0	48216	2420	
130635								14864	0	0	0	0	1238	13626	0	13626	0	
130813								3783										
130943	203304	12563	0	498	0	189956	287	202806	7062	0			5501	189956			287	
131034								5390										
131155								6102										
131173								20523	158	0	0	0	3021	10462	0	10462	6882	
131351								18399	3083	0	0	0	729	1070	0	1070	13517	
