"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											157	0			0			0	0	0	0	
242											163	0			0			2892	0	0	504	
279											1475	0			0			26901	0	0	0	
354											5	0			0			0	0	0	0	
439											340	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1751	0			0			16750	0	0	0	
1146											1802	0			0			20494	866	0	0	
1155											705	0			0			12425	0	0	19937	
1351											0	0			0			0	0	0	0	
1454											1096	0			0			0	5	0	0	
1557											129	0			0			2134	0	0	0	
1632											2232	0			0			34000	0	0	4975	
1669											425	0			0			590	0	0	0	
1829											1011	0			0			7000	2103	0	3085	
1856											4420	0			0			78800	0	0	50000	
2040											1149	0			0			18468	658	0	0	
2161											244	0			0			0	0	0	0	
2376											9203	0			0			165419	8464	0	0	
2451											409	0			0			5287	0	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			376	0	0	0	
2750											397	0			0			6202	0	0	605	
2938											2502	0			0			40500	0	0	5444	
3252											286	0			0			2551	0	0	0	
3458											75	0			0			0	0	0	2425	
3506											10807	0			0			156483	0	0	3939	
3720											567	0			0			4631	0	0	3413	
3953											937	0			0			413	0	0	0	
4138											901	0			0			2711	0	0	0	
4147											3332	0			0			12500	0	0	0	
4156											1303	0			0			23500	0	0	0	
4231											0	0			0			0	0	0	0	
4437											739	0			0			7727	0	0	6424	
4839											1509	0			0			28900	0	0	9769	
5005											2207	0			0			24848	17214	0	0	
5050											418	0			0			4850	0	0	0	
5069											0	0			0			0	0	0	0	
5135											995	0			0			12000	0	0	0	
5210											9054	0			0			155415	0	0	23892	
5247											0	0			0			3277	500	0	10910	
5274											4103	0			0			13455	0	0	1771	
5331											4659	0			0			22339	0	0	82000	
5461											0	0			0			4115	1585	0	0	
5751											251	0			0			0	0	0	0	
6039											277	0			0			0	51	0	0	
6057											143	0			0			500	0	0	0	
6141											0	0			0			0	0	0	0	
6329											995	0			0			5000	0	0	0	
6972											738	0			0			35509	0	0	10186	
7009											0	0			0			0	31574	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											2711	0			0			42000	0	0	0	
7456											186	0			0			0	0	0	0	
7634											496	0			0			0	0	0	0	
8033											1044	0			0			17326	0	0	0	
8417											29768	0			0			1863905	0	101577	0	
8462											21	0			0			0	0	0	0	
8631											0	0			0			0	0	0	0	
9357											789	0			0			0	970	0	8668	
9553											664	0			0			5983	0	0	0	
9807											27225	0			0			407377	0	0	130304	
9955											423	0			0			2218	0	0	0	
10157											599	0			0			5365	0	0	0	
10250											1025	0			0			2000	0	0	1200	
10849											1932	0			0			32256	0	0	0	
10858											1374	0			0			10048	0	0	14557	
11145											879	0			0			14665	0	0	0	
11640											1750	0			0			15586	0	0	0	
11837											1278	0			0			9000	0	0	0	
12030											720	0			0			0	0	0	0	
12058											348	0			0			3056	0	0	0	
12142											499	0			0			0	0	0	0	
12245											362	0			0			5000	104	0	0	
12311	20005	344529	544781	719571	0	590027	402959	1788693	4250	4473656	89661	4536	0	32414250	4536	677802	29576235	3579090	58841	69277	938984	
12647											180	0			0			0	0	0	0	
12656											29	0			0			0	0	0	0	
12937											760	0			0			282	0	0	0	
12946											1000	0			0			8896	10	0	0	
12955											686	0			0			8500	0	0	0	
13037											41	0			0			0	0	0	0	
13103											6438	0			0			113805	46962	0	13449	
13251											141	0			0			0	0	0	0	
13457											3	0			0			0	120	0	0	
14052											246	0			0			0	0	0	0	
14155											548	0			0			9830	0	0	0	
14258											4022	0			0			6000	0	0	0	
14409	3373	349995	20801	1353443	1522464	3704301	642078	37820	650	7636925	171033	1613	0	34500279	1613	342971	30167314	3469430	2000	0	2042705	
14454											149	0			0			22	0	0	0	
14650											102	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											560	0			0			2691	0	0	0	
15536											4984	0			0			10000	2179	0	0	
16337											2036	0			0			29000	0	0	1514	
16458											675	0			0			5424	0	0	0	
16551											1450	0			0			19628	0	0	0	
16748											376	0			0			2000	0	0	0	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	19501	2509	0	
17147											4761	0			0			71128	0	0	54885	
17259											292	0			0			1750	0	0	0	
17464											3241	0			0			64351	371	0	0	
17549											2756	0			0			0	0	0	0	
17839											804	0			0			10000	0	0	2805	
17950											932	0			0			9878	0	0	0	
18050											800	0			0			4248	0	0	0	
18135											1267	0			0			13282	0	0	5090	
18368											2648	0			0			56307	0	0	0	
18377											156	0			0			1900	0	0	0	
18827											372	0			0			757	0	0	0	
18836											625	0			0			7184	28	0	0	
18854											176	0			0			0	0	0	0	
18957											401	0			0			4675	0	0	0	
19356											0	0			0			0	0	0	0	
19730											46169	0			0			50845	5567	0	23253	
19936											949	0			0			0	0	0	4228	
19972											136	0			0			0	0	0	0	
20053											843	0			0			6674	72	0	356	
20147											460	0			0			4981	0	0	0	
20259											38	0			0			0	4784	0	0	
20370											363	0			0			8600	0	0	0	
20512											716	0			0			11000	0	0	0	
20633											434	0			0			1240	1000	0	0	
20754											0	0			0			0	0	0	200	
20839											779	0			0			12000	0	0	0	
20857											292	0			0			3300	0	0	0	
20866											693	0			0			4405	0	0	0	
21256											77	0			0			0	0	0	0	
21359											107	0			0			387	0	0	0	
21630											611	0			0			6406	0	0	0	
21658											660	0			0			2594	0	0	0	
22048											517	0			0			6562	2091	0	1412	
22235											1092	0			0			10000	0	0	0	
22356											818	0			0			353	10	0	10377	
22459											549	0			0			3192	0	0	2725	
22543											195	0			0			0	0	0	0	
22552											334	0			0			1800	0	0	0	
22730											271	0			0			1243	0	0	2558	
22936											1031	0			0			12403	0	0	0	
22954											555	0			0			7042	74	0	0	
23036											0	0			0			93	0	0	3995	
23045											218	0			0			0	0	0	0	
23241											33102	0			0			266663	17118	0	277263	
23456											403	0			0			3192	0	0	0	
23504											1377	0			0			14500	0	0	0	
23540											688	0			0			0	0	0	0	
23643											199	0			0			439	0	0	0	
23755											538	0			0			3000	0	0	0	
23812											5046	0			0			65897	807	0	0	
24006											984	0			0			0	6	0	0	
24266											38242	0			0			25903	0	0	0	
24453											498	0			0			0	0	0	0	
24659											0	0			0			0	0	0	0	
24668											1671	0			0			436	0	0	10399	
24855											19	0			0			0	0	0	0	
24949											2683	0			0			25800	0	0	95	
25357											423	0			0			4500	0	0	0	
25647											0	0			0			0	0	3000	0	
25852											1729	0			0			25000	0	0	1654	
26149											0	0			0			0	0	0	1676	
26233											2622	0			0			1000	4695	0	0	
26242											1845	0			0			7504	0	0	7866	
26457											0	0			0			0	0	0	0	
26756											82	0			0			700	0	0	0	
26765											267	0			0			0	0	0	0	
26859											1417	0			0			18394	0	0	0	
26916											3062	0			0			34000	0	0	8467	
27548											5969	0			0			43729	0	0	30802	
27614											1356	0			0			3000	0	0	0	
27838											2529	0			0			7100	89	0	0	
27847											790	0			0			9131	0	0	0	
28013											11929	0			0			27629	2272	0	206000	
28152											317	0			0			2521	0	0	0	
28255											364	0			0			0	0	0	0	
28349											521	0			0			3400	0	0	449	
28406											3255	0			0			0	35956	0	0	
28572											1018	0			0			13873	1051	0	0	
28732											234	0			0			2000	0	0	0	
29104											11024	0			0			178270	10390	0	75693	
29159											119	0			0			40	0	0	0	
29252											1009	0			0			7500	0	0	0	
29636											3747	0			0			61570	0	0	0	
29850											0	0			0			100	0	0	0	
29944											315	0			0			5800	0	0	0	
29953											712	0			0			9950	0	0	0	
30052											40	0			0			669	0	0	0	
30155											1175	0			0			17015	972	0	0	
30258											645	0			0			11797	515	0	2060	
30418											0	0			0			0	0	0	461576	
30502											5540	0			0			85000	2695	0	12907	
30650											818	0			0			8640	0	0	0	
30810											19436	0			0			4072809	2000	0	0	
30856											988	0			0			5426	0	0	3316	
31134											409	0			0			5000	0	0	0	
31255											497	0			0			1426	0	0	930	
31657											0	0			0			0	0	0	0	
31826											764	0			0			1000	100	0	0	
31835											740	0			0			15250	0	0	0	
32159											507	0			0			624	0	0	0	
32234											43	0			0			0	0	0	13094	
32766											24	0			0			0	0	0	0	
33147											1146	0			0			20000	0	0	0	
33259											1164	0			0			10000	0	0	2187	
33268											75	0			0			0	0	0	0	
33549											10	0			0			0	0	0	0	
33727											1101	0			0			181	0	0	0	
33754											0	0			0			0	0	0	0	
33772											14385	0			0			0	4000	0	11369	
33839											132	0			0			0	0	0	320	
33857											556	0			0			9460	0	0	0	
34153											5427	0			0			40455	2804	0	0	
34359											311	0			0			263	0	0	0	
