"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
1351	0	48	0	0		0	0	0		39893	46331	221	0	0	0	0		0		0	0	25131	0	0	0	0	0	0	0	0	0	0		
1454	0	0	0	0		0	0	0		196560	158670	472	0	0	0	0		0		0	0	97815	0	0	0	0	0	0	0	0	0	0		
1557	0	0	0	0		0	0	0		20153	5967	37	0	0	0	0		0		0	0	1890	0	0	0	0	0	0	0	0	0	0		
1632	7	0	0	0		0	0	0		177785	191130	673	13	0	0	0		0		52	0	145769	0	0	0	0	0	0	0	0	0	0		
1669	0	0	0	0		0	0	0		123590	57081	187	0	0	0	0		0		0	0	42338	0	0	0	0	0	0	0	0	0	0		
1829	0	0	0	0		0	0	0		181294	76983	405	0	0	0	0		0		0	0	43954	0	0	0	0	0	0	0	0	0	0		
1856	11	0	0	0		0	0	0		5261	81925	57	0	0	0	0		0		0	0	20872	0	0	0	0	0	0	0	0	0	0		
2040	6	0	0	0		0	0	0		64530	51573	180	1	0	0	0		0		0	0	23193	0	0	0	0	0	0	0	0	0	0		
2161	0	0	0	0		0	0	0		51461	37016	184	0	0	0	0		0		0	0	22406	0	0	0	0	0	0	0	0	0	0		
2376	0	0	0	3		0	0	3134		567372	139867	920	0	0	0	0		0		0	0	48000	0	0	0	0	0	0	0	0	0	0		
2451	0	0	0	0		0	0	0		15253	3302	18	0	0	0	0		0		0	0	1099	0	0	0	0	0	0	0	0	0	0		
2554	0	0	0	0		0	0	0		4261	3246	14	0	0	0	0		0		0	0	1946	0	0	0	0	0	0	0	0	0	0		
2732	0	0	0	0		0	0	0		158633	295933	582	0	0	0	0		0		0	0	239693	0	0	0	0	0	0	0	0	0	0		
2750	0	0	0	0		0	0	0		27104	12703	67	0	0	0	0		0		0	0	8447	0	0	0	0	0	0	0	0	0	0		
2938	0	0	0	0		0	0	0		95376	156965	360	0	0	0	0		0		0	0	16313	0	0	0	0	0	0	0	0	0	0		
3252	0	0	0	0		0	0	0		41460	49298	115	0	0	0	0		0		0	0	37798	0	0	0	0	0	0	0	0	0	0		
3458	0	0	0	0		0	0	0		11738	7803	39	0	0	0	0		0		0	0	5775	0	0	0	0	0	0	0	0	0	0		
3506	0	0	0	44690		0	0	17222		666259	599082	1965	0	0	0	0		0		0	0	392692	0	0	0	0	0	0	75990	0	0	0		
3720	0	0	0	0		0	0	0		90328	35736	177	0	0	0	0		0		0	0	25079	0	0	0	0	0	0	0	0	0	0		
3953	0	202	0	0		0	0	0		51720	37018	187	0	0	0	0		0		0	0	33782	0	0	0	0	0	0	0	0	0	0		
4138	0	10	6	0		0	0	0		108565	43946	250	0	10	0	0		0		0	0	18946	0	0	0	0	0	0	0	0	0	0		
4147	0	0	0	0		0	0	0		57054	29450	114	0	0	0	0		0		0	0	13973	0	0	0	0	0	0	0	0	0	0		
4156	0	0	0	0		0	0	0		68127	43803	154	0	0	0	0		0		0	0	28403	0	0	0	0	0	0	0	0	0	0		
4231	0	0	0	0		0	0	0		58665	44393	146	0	0	0	0		0		0	0	23427	0	0	0	0	0	0	0	0	0	0		
4437	0	0	0	0		0	0	0		97275	83362	300	0	0	0	0		0		0	0	53362	0	0	0	0	0	0	0	0	0	0		
4839	0	0	0	0		0	0	0		98644	118328	396	0	0	0	0		0		114	0	74828	0	0	0	0	0	0	0	0	0	0		
5005	0	0	0	147		0	0	194		175223	77350	423	0	0	0	0		0		0	0	35360	0	0	0	0	0	0	0	0	0	0		
5050	0	0	0	0		0	0	0		46087	28956	110	0	0	0	0		0		0	0	18910	0	0	0	0	0	0	0	0	0	0		
5069	0	0	0	637		0	0	0		119188	128423	492	0	0	0	0		0		0	0	62510	0	0	0	0	0	0	0	0	0	0		
5135	0	0	0	0		0	0	0		87268	113835	399	0	0	0	0		0		0	0	73935	0	0	0	0	0	0	0	0	0	0		
5210	0	0	0	0		0	0	0		502085	178201	793	0	0	0	0		0		0	0	124072	0	0	0	0	0	0	0	0	0	0		
5247	0	0	0	0		0	0	0		647008	279057	1205	0	0	0	0		0		0	0	164691	0	0	0	0	0	0	0	0	0	0		
5274	0	0	0	17		0	0	137		81376	22070	100	0	0	0	0		0		0	0	6907	0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	3096		0	0	60		144981	70584	329	0	0	0	0		0		0	0	51236	0	0	0	0	0	0	0	0	0	0		
5461	0	0	0	0		0	0	0		127003	212078	673	0	0	0	0		0		0	0	67300	0	0	0	0	0	0	0	0	0	0		
5751	0	71	0	0		0	0	0		33058	46714	134	0	0	0	0		0		0	0	42126	0	0	0	0	0	0	0	0	0	0		
6039	0	0	0	0		0	0	0		48109	24936	90	0	0	0	0		0		0	0	15936	0	0	0	0	0	0	0	0	0	0		
6057	0	0	0	0		0	0	0		12732	1388	9	0	0	0	0		0		0	0	488	0	0	0	0	0	0	0	0	0	0		
6141	0	0	0	0		0	0	0		19324	12344	45	0	0	0	0		0		0	0	11694	0	0	0	0	0	0	0	0	0	0		
6329	0	0	0	0		0	0	0		131085	129968	592	0	0	0	0		0		0	0	70768	0	0	0	0	0	0	0	0	0	0		
6972	0	0	0	0		0	0	0		338024	321931	1060	0	0	0	0		0		0	0	225041	0	0	0	0	0	0	0	0	0	0		
7009	0	0	0	0		0	0	954		63856	514846	817	0	0	0	0		2		0	0	433147	0	0	0	0	0	0	0	0	0	0		
7045	0	0	0	0		0	0	0		54234	40931	103	0	0	0	0		0		0	0	14331	0	0	0	0	0	0	0	0	0	0		
7157	0	0	0	0		0	0	0		21213	7210	30	0	0	0	0		0		0	0	5495	0	0	0	0	0	0	0	0	0	0		
7166	0	0	0	0		0	0	0		145485	355204	840	0	0	0	0		0		0	0	291006	0	0	0	0	0	0	0	0	0	0		
7456	0	0	0	0		0	0	0		26791	9119	32	0	0	0	0		0		0	0	7070	0	0	0	0	0	0	0	0	0	0	7	
7634	0	0	0	0		0	0	0		22984	12894	81	0	0	0	0		0		0	0	4794	0	0	0	0	0	0	0	0	0	0		
8033	0	0	0	0		0	0	0		37161	17627	72	0	0	0	0		0		0	0	7108	0	0	0	0	0	0	0	0	0	0		
8417	0	0	0	0		0	0	0		54133	227783	177	0	0	0	0		0		0	0	110083	0	0	0	0	0	0	0	0	0	0		
8462	2	0	0	0		0	0	0		29424	38457	149	7	0	0	0		0		0	0	23557	0	0	0	0	0	0	0	0	0	0		
8631	0	0	0	0		0	0	0		29017	12479	66	0	0	0	0		0		0	0	6785	0	0	0	0	0	0	0	0	0	0		
9357	0	20	2	0		0	0	0		47839	301734	430	0	180	78	0		0		0	0	263134	0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0		0	0	0		35192	12763	76	0	0	0	0		0		0	0	4615	0	0	0	0	0	0	0	0	0	0		
9807	59	0	0	0		0	0	0		865706	929337	2455	0	0	0	0		0		0	0	554264	0	0	0	0	0	0	0	0	0	0		
9955	0	0	0	0		0	0	0		45804	29880	76	0	0	0	0		0		0	0	5815	0	0	0	0	0	0	0	0	0	0		
10157	0	0	0	0		0	0	0		31913	12737	51	0	0	0	0		0		0	0	10854	0	0	0	0	0	0	0	0	0	0		
10250	0	0	0	0		0	0	0		190874	128659	513	0	0	0	0		0		0	0	55175	0	0	0	0	0	0	0	0	0	0		
10849	0	0	0	0		0	0	0		115446	88447	614	0	0	0	0		0		0	0	27016	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		212863	110983	461	0	0	0	0		0		0	0	113490	0	0	0	0	0	0	0	0	0	0		
11145	0	0	0	0		0	0	0		71453	42079	166	0	0	0	0		0		0	0	35070	0	0	0	0	0	0	0	0	0	0		
11640	113	0	0	0		0	0	0		80670	96665	247	7	0	0	0		0		0	0	85228	0	0	0	0	0	0	0	0	0	0		
11837	0	0	0	0		0	0	0		46263	34572	105	0	0	0	0		0		0	0	24072	0	0	0	0	0	0	0	0	0	0		
12030	0	0	0	0		0	0	0		170051	85790	609	0	0	0	0		0		0	0	9346	0	0	0	0	0	0	0	0	0	0		
12058	0	0	0	0		0	0	0		59501	21888	120	0	0	0	0		0		0	0	2404	0	0	0	0	0	0	0	0	0	0		
12142	0	0	0	0		0	0	0		73686	68370	223	0	0	0	0		0		0	0	31333	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		53261	28693	128	0	0	0	0		0		0	0	22805	0	0	0	0	0	0	0	0	0	0		
12311	0	0	0	3599727	0	0	0	0	0	10513202	11529870	42674	0	0	0	162989		314	0	19565	0	9435470	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		33564	25419	101	0	0	0	0		0		0	0	16580	0	0	0	0	0	0	0	0	0	0		
12656	0	0	0	0		0	0	0		5833	3883	20	0	0	0	0		0		0	0	1883	0	0	0	0	0	0	0	0	0	0		
12937	0	0	0	0		0	0	0		53630	93495	525	0	0	0	0		0		0	0	38995	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		249000	172305	621	0	0	0	0		0		0	0	99720	0	0	0	0	0	0	0	0	0	0		
12955	4	0	0	0		0	0	0		51027	35705	140	0	0	0	0		0		0	0	21705	0	0	0	0	0	0	0	0	0	0		
13037	0	0	0	0		0	0	0		75071	19120	102	0	0	0	0		0		0	0	8920	0	0	0	0	0	0	0	0	0	0		
13103	0	0	0	70		0	0	0		428878	264292	1198	0	0	0	0		0		0	0	170912	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		17462	12150	60	0	0	0	0		0		0	0	5100	0	0	0	0	0	0	0	0	0	0		
13457	0	0	0	0		0	0	0		10452	3174	23	0	0	0	0		0		0	0	1467	0	0	0	0	0	0	0	0	0	0		
14052	0	0	0	0		0	0	0		37645	19309	86	0	0	0	0		0		0	0	10709	0	0	0	0	0	0	0	0	0	0		
14155	0	3	0	0		0	0	0		51486	22270	105	0	0	0	0		0		0	0	3000	0	0	0	0	0	0	0	0	0	0		
14258	0	0	0	0		0	0	0		203129	517617	1222	49	0	0	0		0		0	0	395418	0	0	0	0	0	0	0	0	0	0		
14409	0	0	0	299203	0	0	0	47	0	10475697	13565371	37100	0	0	0	0		0	0	0	0	9855370	0	0	0	0	0	0	0	0	0	0		
14454	0	3	0	0		0	0	0		17678	18230	117	0	0	0	0		0		0	0	4253	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		17416	5877	21	0	0	0	0		0		0	0	3777	0	0	0	0	0	0	0	0	0	0		
14753	0	0	0	0		0	0	0		20522	5335	26	0	0	0	0		0		0	0	935	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		99626	56784	235	0	0	0	0		0		0	0	19525	0	0	0	0	0	0	0	0	0	0		
15536	0	0	0	0		0	0	0		673972	344122	1907	0	0	0	0		0		0	0	216139	0	0	0	0	0	0	0	0	0	0		
16337	0	0	0	0		0	0	0		204044	134306	483	0	0	0	0		0		0	0	86006	0	0	0	0	0	0	0	0	0	0		
16458	2844	0	0	0		0	0	0		104681	68035	257	3	0	0	0		0		0	0	38836	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		60918	43212	170	0	0	0	0		0		0	0	14379	0	0	0	0	0	0	0	0	0	0		
16748	0	0	0	0		0	0	0		33181	6699	42	0	0	0	0		0		0	0	4153	0	0	0	0	0	0	0	0	0	0		
16944	0	0	0	0		0	0	0		18923	6123	33	0	0	0	0		0		0	0	3907	0	0	0	0	0	0	0	0	0	0		
16953	51	0	0	0		0	0	0		20143	5061	20	0	0	0	0		0		0	0	3061	0	0	0	0	0	0	0	0	0	0		
17110	0	0	0	0		0	0	0		16669	110346	197	0	0	0	0		0		0	0	95833	0	0	0	0	0	0	0	0	0	0		
17147	0	0	0	0		0	0	0		271294	325700	733	0	0	0	0		0		0	0	189186	0	0	0	0	0	0	0	0	0	0		
17259	0	0	2	0		0	0	0		37222	12814	55	0	0	0	0		0		0	0	4888	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		522375	544796	1343	4	0	0	0		0		0	0	590897	0	0	0	0	0	0	0	0	0	0		
17549	0	0	0	0		0	0	0		124205	113485	479	0	0	0	0		0		0	0	81374	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		80604	94179	239	0	0	0	0		0		0	0	81031	0	0	0	0	0	0	0	0	0	0		
17950	0	0	0	0		0	0	0		68966	59979	227	0	17	1	0		0		0	0	37279	0	0	0	0	0	0	0	0	0	0		
18050	0	0	0	0		0	0	0		151017	90935	320	0	0	0	0		0		0	0	58935	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		72359	70862	295	0	0	0	0		0		0	0	40633	0	0	0	0	0	0	0	0	0	0		
18368	160	0	0	0		0	0	0		171154	254122	864	0	0	0	0		0		0	0	211147	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		18345	2052	13	0	0	0	0		0		0	0	753	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		93378	53746	180	0	0	0	0		0		0	0	24661	0	0	0	0	0	0	0	0	0	0		
18836	0	0	0	0		0	0	0		84136	27112	173	0	0	0	0		0		0	0	14089	0	0	0	0	0	0	0	0	0	0		
18854	0	0	0	0		0	0	0		16631	10561	56	0	0	0	0		0		0	0	8275	0	0	0	0	0	0	0	0	0	0		
18957	0	0	0	0		0	0	0		28935	17142	88	0	0	0	0		0		0	0	11183	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		47870	16831	77	0	0	0	0		0		0	0	7382	0	0	0	0	0	0	0	0	0	0		
19730	890	0	0	483		0	0	0		816363	679901	2198	0	0	0	0		0		0	0	371414	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		69990	82420	303	0	0	0	0		0		0	0	79679	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		30141	6247	45	0	0	0	0		0		0	0	1810	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	5813		17790	12261	44	0	0	0	0		0		0	0	6310	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		34580	6317	41	0	0	0	0		0		0	0	7029	0	0	0	0	0	0	0	0	0	0		
20259	0	20	0	0		0	0	0		28851	21337	85	0	0	0	0		0		0	0	12837	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		63052	39759	147	0	0	0	0		0		0	0	25059	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		51137	21973	92	0	0	0	0		0		0	0	12773	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		134685	60885	354	0	0	0	0		0		0	0	28796	0	0	0	0	0	0	0	0	0	0		
20754	0	0	0	0		0	0	0		9342	2207	18	0	0	0	0		0		0	0	2140	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		71760	74774	350	0	0	0	0		0		0	0	39774	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		17802	58649	61	0	0	0	0		0		0	0	55505	0	0	0	0	0	0	0	0	0	0		
20866	225	0	0	0		0	0	0		72876	74379	365	0	0	0	0		0		0	0	36879	0	0	0	0	0	0	0	0	0	0		
21256	0	0	0	0		0	0	0		5914	1176	8	0	0	0	0		0		0	0	2030	0	0	0	0	0	0	0	0	0	0		
21359	0	0	0	0		0	0	0		10828	4646	31	0	0	0	0		0		0	0	1546	0	0	0	0	0	0	0	0	0	0		
21630	0	0	0	0		0	0	0		27038	24019	78	0	0	0	0		0		0	0	20235	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		87400	17603	100	0	0	0	0		0		0	0	10512	0	0	0	0	0	0	0	0	0	0		
22048	0	0	0	0		0	0	0		87011	74749	403	0	0	0	0		0		0	0	34249	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	41		0	0	0		166436	127834	552	0	0	0	0		0		0	0	72634	0	0	0	0	0	0	0	0	0	0		
22356	3	0	0	0		0	0	0		108657	94289	277	19	0	0	0		0		0	0	87846	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		59841	20332	99	0	0	0	0		0		0	0	10505	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		40294	23528	105	0	0	0	0		0		0	0	14897	0	0	0	0	0	0	0	0	0	0		
22552	0	0	0	0		0	0	0		28329	10344	47	0	0	0	0		0		0	0	1320	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		54484	20275	102	0	0	0	0		0		0	0	10075	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		92536	68279	327	0	0	0	0		0		0	0	49793	0	0	0	0	0	0	0	0	0	0		
22954	0	1	1	0		0	0	0		36993	21970	104	0	1	4	0		0		0	0	10004	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		154751	206745	628	0	0	0	0		0		0	0	162276	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		12540	18275	39	0	0	0	0		0		0	0	12288	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	267		0	0	309098		1137250	677926	1960	0	0	0	0		0		0	0	1043891	0	0	0	0	0	0	0	0	0	0		
23456	0	0	0	0		0	0	0		51356	14319	72	0	0	0	0		0		0	0	14998	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	1060		0	0	12349		176484	291621	805	0	0	0	0		0		0	0	211121	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		83196	59064	195	0	0	0	0		0		0	0	47485	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		87991	60441	278	0	0	0	0		0		0	0	39046	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		56247	57221	210	0	0	0	0		0		0	0	34321	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		260994	437102	1104	0	0	0	0		0		0	0	109276	0	0	0	0	0	0	0	0	0	0		
24006	0	0	0	3987		0	0	2579		577829	219251	1266	0	3	18	0		0		0	0	136342	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	11544		0	0	14125		1132652	941899	3725	0	0	0	0		0		0	0	713630	0	0	0	0	0	0	0	0	0	0		
24453	0	24	0	0		0	0	0		17725	65064	105	0	0	0	0		0		0	0	54564	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		18864	6055	38	0	0	0	0		0		0	0	2255	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		87213	30053	194	0	0	0	0		0		0	0	22163	0	0	0	0	0	0	0	0	0	0		
24855	6	0	0	0		0	0	0		5468	2156	13	0	0	0	0		0		0	0	956	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		282776	178179	614	0	0	0	0		0		0	0	100591	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		28880	11510	63	0	0	0	0		0		0	0	5210	0	0	0	0	0	0	0	0	0	0		
25647	0	0	0	0		0	0	0		34573	48801	224	0	0	0	0		0		0	0	32802	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	2700		0	0	0		212449	120799	411	0	0	0	0		0		0	0	62492	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		29398	10741	75	0	0	0	0		0		0	0	5241	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		301578	144022	521	0	0	0	0		0		0	0	91921	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		182140	88813	354	0	0	0	0		0		0	0	16274	0	0	0	0	0	0	0	0	0	0		
26457	0	0	0	0		0	0	0		14919	4614	24	0	0	0	0		0		0	0	2214	0	0	0	0	0	0	0	0	0	0		
26756	0	0	0	0		0	0	0		9506	4380	24	0	0	0	0		0		0	0	13	0	0	0	0	0	0	0	0	0	0		
26765	0	0	0	0		0	0	0		19534	31056	61	0	0	0	0		0		0	0	30090	0	0	0	0	0	0	0	0	0	0		
26859	0	0	0	0		0	0	0		129922	139278	710	0	0	0	0		0		0	0	55988	0	0	0	0	0	0	0	0	0	0		
26916	0	0	0	0		0	0	0		164506	95356	414	0	0	0	0		0		0	0	57604	0	0	0	0	0	0	0	0	0	0		
27548	0	11	2	1282		0	0	307		172260	135021	462	0	74	1	0		0		5	0	84738	0	0	0	0	0	0	0	0	0	0		
27614	0	0	0	0		0	0	0		158441	70009	252	0	0	0	0		0		0	0	77530	0	0	0	0	0	0	0	0	0	0		
27838	0	0	0	0		0	0	0		118265	136302	451	0	0	0	0		0		0	0	88596	0	0	0	0	0	0	0	0	0	0		
27847	0	0	0	415		0	0	1187		114181	75093	442	0	0	0	0		1		0	0	71180	0	0	0	0	0	0	0	0	0	0		
28013	0	0	0	0		0	0	0		761591	250263	1559	0	0	0	0		0		0	35	94000	0	0	0	0	0	0	0	0	0	0		
28152	0	0	0	0		0	0	0		37166	18925	65	0	0	0	0		0		0	1	14172	0	0	0	0	0	0	0	0	0	0		
28255	0	0	0	0		0	0	0		63802	37743	136	0	0	0	0		0		0	0	32394	0	0	0	0	0	0	0	0	0	0		
28349	0	0	0	0		0	0	0		58114	41017	223	0	0	0	0		0		0	0	5203	0	0	0	0	0	0	0	0	0	0		
28406	0	0	0	0		0	0	0		486325	248169	1484	0	0	0	0		0		0	0	99679	0	0	0	0	0	0	0	0	0	0		
28572	0	0	0	0		0	0	0		34482	17417	132	0	0	0	0		0		0	0	5253	0	0	0	0	0	0	0	0	0	0		
28732	0	0	0	0		0	0	0		39122	17008	76	0	0	0	0		0		0	0	9408	0	0	0	0	0	0	0	0	0	0		
29104	0	0	0	7062		0	0	18225		330607	373324	1077	0	0	0	0		0		0	34	289351	0	0	0	0	0	0	0	0	0	0		
29159	0	0	0	0		0	0	0		19651	16385	49	0	0	0	0		0		0	0	11485	0	0	0	0	0	0	0	0	0	0		
29252	0	0	0	0		0	0	0		55869	37756	145	0	0	0	0		0		0	0	23256	0	0	0	0	0	0	0	0	0	0		
29636	0	0	0	0		0	0	0		252508	222818	769	0	0	0	0		0		0	0	156751	0	0	0	0	0	0	0	0	0	0		
29850	0	0	0	0		0	0	0		30866	20748	67	0	0	0	0		0		0	0	16447	0	0	0	0	0	0	0	0	0	0		
29944	0	0	0	0		0	0	0		34041	61052	159	0	0	0	0		0		0	0	32929	0	0	0	0	0	0	0	0	0	0		
29953	0	0	0	0		0	0	0		33071	22834	107	0	0	0	0		0		0	0	2934	0	0	0	0	0	0	0	0	0	0		
30052	0	0	0	0		0	0	0		8832	2032	16	0	0	0	0		0		0	0	432	0	0	0	0	0	0	0	0	0	0		
30155	0	0	0	0		0	0	0		41908	17616	90	0	0	0	0		0		0	77	10516	0	0	0	0	0	0	0	0	0	0		
30258	0	0	0	0		0	0	0		129602	99926	304	0	0	0	0		0		0	0	83678	0	0	0	0	0	0	0	0	0	0		
30418	0	0	0	0		0	0	0		245562	3168	14	0	0	0	0		0		3505	0	6129	0	0	0	0	0	0	0	0	0	0		
30502	0	0	0	0		0	0	0		333990	130798	593	0	0	0	0		0		0	0	139925	0	0	0	0	0	0	181340	0	0	0		
30650	0	0	0	0		0	0	0		57488	81829	181	0	0	0	0		0		0	0	28913	0	0	0	0	0	0	0	0	0	0		
30810	0	0	0	0		0	0	0		1855024	13417096	5425	0	0	0	0		0		0	31410	460234	0	0	0	0	0	0	0	0	0	0		
30856	0	0	0	0		0	0	0		51762	90289	308	0	0	0	0		0		0	14	77063	0	0	0	0	0	0	0	0	0	0		
31134	0	207	0	0		0	0	0		43906	22082	90	0	14	0	0		0		0	0	13082	0	0	0	0	0	0	0	0	0	0		
31255	134	0	0	0		0	0	0		133788	73666	435	14	0	0	0		0		0	0	30166	0	0	0	0	0	0	0	0	0	0		
31657	0	0	0	0		0	0	0		42215	24977	191	0	0	0	0		0		0	0	2411	0	0	0	0	0	0	0	0	0	0		
31826	0	0	0	0		0	0	0		108392	91540	467	0	0	0	0		0		0	0	54990	0	0	0	0	0	0	0	0	0	0		
31835	0	0	0	560		0	0	0		31142	31023	135	0	0	0	0		0		0	0	17523	0	0	0	0	0	0	0	0	0	0		
32159	0	0	0	0		0	0	0		48165	51108	268	0	0	0	0		0		0	0	32323	0	0	0	0	0	0	0	0	0	0		
