"IDRSSD"	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	
216258	117299	0	0	0	0	0	97028	0	0	0	26	26	26	0	0	0	0	0	0	0	0	0	0	0	0	544	51	0	0	0	0	0	0	-259	0	7514	0	0	0	0	0	0	0	0	26	0	4369	92633	0	0	0	0	0	8716	0	212	127	0	-1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048	0	0	0	1048	0	0	0	808	11242	4369	102058	0	2248	2185	102058	106491	0	3550	3550	11850	0	0	
216445	100379	0	0	0	0	0	71221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	3213	0	0	0	16931	2077	0	0	0	0	0	0	0	0	0	0	0	0	0	343	10861	60017	0	0	0	0	0	3041	0	0	300	282	-872	0	0	0	0	0	34	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	26748	13220	62510	0	5350	6610	62510	74470	0	5961	5961	7419	0	0	
216632	179858	0	0	0	0	0	138086	0	0	0	428	428	0	0	0	428	0	0	0	0	0	0	0	0	0	3699	109	0	0	0	15999	0	0	-421	7490	9834	0	0	0	0	0	0	0	0	0	64	15708	122314	0	0	0	0	0	5724	0	0	677	99	-1993	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2749	0	0	0	2749	0	0	0	11189	32380	15807	130452	0	6476	7904	130452	144832	0	5697	5697	14085	0	0	
216922	1707604	0	0	0	0	0	1483163	0	0	0	4283	4283	0	0	0	4283	0	0	49227	0	0	0	0	0	0	14556	59970	0	0	0	10754	628	317	-1100	5089	89403	0	13929	0	0	0	3347	0	0	0	12403	495017	975743	0	0	0	0	0	107055	49227	0	5930	0	32411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	50	0	0	0	0	0	0	0	62852	0	0	0	62852	0	0	0	19645	207343	499042	1109022	0	41469	249521	1109022	1400012	0	28883	28883	146798	0	0	
217059	120781	0	0	0	0	0	99616	76	950	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	4494	0	0	0	4662	379	0	-126	0	7763	260	0	0	0	0	0	0	0	0	1099	11843	86674	0	0	0	0	0	6049	0	0	808	0	-1070	387	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	18826	12482	93252	0	3765	6241	93252	103258	0	0	0	9729	0	0	
217620	298510	0	0	0	0	0	193441	0	0	0	364	364	0	0	0	364	0	0	5860	8	0	0	0	0	0	6164	4822	0	0	0	13852	3065	0	-561	5935	22802	552	31327	0	0	0	0	0	0	0	0	83983	109458	0	0	0	0	0	18485	5868	732	2255	0	3404	49	0	0	0	49	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9574	0	0	0	9574	0	0	0	12831	52511	87600	160410	0	10502	43800	160410	214712	0	8780	8780	27311	0	0	
218131	247012	0	0	0	0	0	179368	0	0	0	800	800	0	0	0	800	0	0	0	0	0	0	0	0	0	2839	11533	0	0	605	16749	2461	2999	-99	0	8495	0	0	0	0	0	0	0	0	0	177	18865	160326	0	0	0	0	0	8648	0	0	1114	0	-2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20445	0	0	0	20445	0	0	0	3444	59914	21326	192104	0	11983	10663	192104	214750	0	21846	21846	42133	0	0	
218261	76936	0	0	0	0	0	25163	0	0	0	234	234	0	0	0	234	0	0	0	0	0	0	0	0	0	1064	1512	0	0	0	0	0	0	-375	1394	30311	0	0	0	0	0	0	0	0	0	0	13309	11854	0	0	0	0	0	1912	0	31	0	0	-658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2489	50463	13309	13969	0	10093	6655	13969	30717	0	18640	18640	5650	0	0	
218757	10792	0	0	0	0	0	6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	1629	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	1002	5330	0	0	0	0	0	346	0	0	0	0	-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	3706	1002	5676	0	741	501	5676	6918	0	615	615	1226	0	0	
218775	42957	0	0	0	0	0	33080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	1332	0	0	0	0	0	0	-128	426	7147	0	0	0	0	0	0	0	0	0	74	24802	8204	0	0	0	0	0	1116	0	0	388	104	-370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	8941	24906	8828	0	1788	12453	8828	23069	0	0	0	3173	0	0	
218832	110897	0	0	0	0	0	18035	0	0	0	68	68	0	0	0	68	0	0	0	0	0	0	0	0	0	1855	2535	0	0	165	26750	707	3935	-477	0	53001	0	0	0	0	0	0	0	0	0	663	9999	7372	0	0	0	0	0	1745	0	60	0	0	-689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	126	0	0	0	2080	85814	10706	13186	0	17163	5353	13186	35702	0	2865	2865	8564	0	0	
218850	20751	0	0	0	0	0	14789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1567	0	0	0	0	0	0	-27	0	1954	8	2	0	0	0	0	0	0	0	0	2411	12378	0	0	0	0	0	895	0	0	0	0	-289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	5472	2524	13275	0	1094	1262	13275	15631	0	1951	1951	2277	0	0	
218878	178255	0	0	0	0	0	119827	146	73	73	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	2618	12843	0	0	0	0	0	0	-841	1726	29678	0	45	0	0	0	0	0	0	0	0	58288	61539	0	0	0	0	0	13051	48	0	2888	0	-1312	2187	0	0	0	2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3275	0	0	2846	429	0	0	0	4344	45409	61134	74388	0	9082	30567	74388	114037	0	0	0	19717	0	0	
219044	14752	0	0	0	0	0	12608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3993	8615	0	0	0	0	0	181	0	0	0	0	-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	2183	3993	8796	0	437	1997	8796	11230	0	1274	1274	2469	0	0	
219138	40669	0	0	0	0	0	29437	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	507	1148	0	0	0	7229	553	0	0	0	0	0	0	0	0	0	0	0	0	0	338	5365	23734	0	0	0	0	0	1749	353	0	166	27	-371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	9309	5945	24937	0	1862	2973	24937	29772	0	428	428	6768	0	0	
219259	131897	0	0	0	0	0	97291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7161	354	0	0	47	2188	0	0	-497	144	15001	0	0	0	0	0	0	0	0	0	0	0	97291	0	0	0	0	0	3795	0	108	144	0	-1617	720	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16310	18406	0	100834	0	3681	0	100834	104515	8850	0	8850	12872	0	0	
219343	1050857	0	0	0	0	0	582742	0	0	0	6980	6980	0	0	0	6980	0	0	2663	0	0	0	0	0	0	11438	20500	0	0	0	22016	0	0	-4434	25025	273017	69092	0	0	0	0	1016	0	0	0	0	149545	433197	0	0	0	0	0	73602	2663	0	4331	0	-10109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60575	0	0	0	60575	0	0	0	36463	319864	219653	567360	0	63973	109827	567360	741160	0	0	0	101390	0	0	
219651	187582	0	0	0	0	0	77644	0	0	0	1204	1204	0	0	0	1204	0	0	0	37	0	0	0	0	0	2435	10711	0	0	0	0	0	0	-1475	1903	85180	0	9769	0	0	0	66	0	0	0	393	28656	48595	0	0	0	0	0	3937	37	150	506	0	-2371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	0	0	0	3401	0	0	0	4488	101165	28722	66213	0	20233	14361	66213	100807	0	4375	4375	17637	0	0	
219857	20041	0	0	0	0	0	6098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	939	0	0	1	1385	0	199	-202	0	8435	0	0	0	0	0	0	0	0	0	0	1697	4401	0	0	0	0	0	907	0	0	108	0	-354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	12341	1697	5399	0	2468	849	5399	8716	0	1474	1474	2275	0	0	
220040	90242	0	0	0	0	0	64247	0	0	0	53	53	53	0	0	0	0	0	0	0	0	0	0	0	0	671	989	0	0	0	0	0	0	-138	0	11770	4742	1549	0	0	0	0	0	0	0	0	52437	11810	0	0	0	0	0	2902	0	0	117	199	-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724	16073	57378	15945	0	3215	28689	15945	47849	0	3197	3197	13611	0	0	
220059	260701	0	54	54	58	0	163289	0	0	0	413	413	0	0	0	413	0	0	0	91	0	0	0	0	0	3169	3180	0	0	0	0	0	0	-1045	167	68117	11231	404	0	0	0	733	1	0	0	0	34361	128928	0	0	0	0	0	12362	91	210	2350	0	-3691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	73647	46325	139457	0	14729	23163	139457	177349	0	0	0	26535	27	0	
220527	726765	0	0	0	0	0	566663	0	0	0	1526	1526	0	0	0	1526	0	0	0	23	0	0	0	0	0	6822	11647	0	0	0	0	0	0	-1508	68	92549	21748	1500	0	0	0	2248	0	0	0	743	95699	470221	0	0	0	0	0	32703	23	0	4591	0	-8910	583	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	1092	0	0	0	1092	0	0	0	0	0	0	44208	0	0	0	44208	0	0	526	6890	110877	120221	547219	0	22175	60111	547219	629505	0	1347	1347	65863	0	0	
220545	689136	0	0	0	0	0	524158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4182	22490	0	0	1	2052	300	0	-1921	0	108473	9759	0	0	0	0	1308	0	0	2949	0	156108	365101	0	0	0	0	0	37522	0	0	3136	177	-7506	5142	0	0	0	5142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3822	3822	0	0	0	3822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7132	143251	167652	408274	0	28650	83826	408274	520750	0	7100	7100	51758	0	0	
220844	66655	0	0	0	0	0	34247	0	0	0	0	0	0	0	0	0	0	0	1312	0	0	0	0	0	0	247	629	0	0	0	7494	0	0	54	0	20293	881	505	0	0	0	0	0	0	0	0	14620	19627	0	0	0	0	0	4069	1312	0	577	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	84	0	0	0	247	29134	15501	22396	0	5827	7751	22396	35974	0	141	141	5584	0	0	
221476	260797	0	0	0	0	0	159277	0	0	0	0	0	0	0	0	0	0	0	1305	0	0	0	0	0	0	2112	10961	0	0	0	3437	0	0	-1099	22126	54556	0	621	0	0	0	642	0	0	0	9909	43908	105460	0	0	0	0	0	23770	1305	119	6854	0	-2456	0	0	0	0	0	34	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1666	0	0	0	1666	0	0	0	24357	85717	44550	123273	0	17143	22275	123273	162691	0	0	0	29751	0	0	
222053	97431	0	0	0	0	0	70967	0	0	0	0	0	0	0	0	0	0	0	2157	0	0	0	0	0	0	1217	2691	0	0	0	2291	0	0	-330	295	8042	0	0	0	0	0	0	0	0	0	732	19553	50682	0	0	0	0	0	8234	2157	235	854	403	1098	0	0	0	0	0	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1747	21557	19956	55296	0	4311	9978	55296	69585	0	6947	6947	8157	0	0	
222147	7313904	0	0	0	0	0	5394382	0	0	0	44714	44714	0	0	0	44714	0	0	63844	0	0	0	0	0	0	55436	118386	0	0	0	59119	9126	0	1069	34065	1319841	34656	3	0	0	0	15612	0	0	0	58984	684278	4651120	0	0	0	0	1169	422428	62676	11621	90468	6232	-48054	5779	0	0	0	5779	44654	0	0	0	44654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18746	18746	0	0	18746	0	0	0	0	0	0	0	238095	0	0	368	237726	0	0	15971	101122	1646798	784989	5236596	0	329360	392495	5236596	5958451	0	0	0	629667	0	0	
222156	125675	0	0	0	0	0	66611	0	0	0	291	291	0	0	0	291	0	0	0	0	0	0	0	0	0	667	1874	0	0	0	0	0	0	-876	2370	28900	21310	0	0	0	0	0	132	0	0	0	12665	53946	0	0	0	0	0	4213	0	0	274	0	-1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3037	32232	33975	58308	0	6446	16988	58308	81742	0	1184	1184	16343	0	0	
222446	361589	0	0	0	0	0	290154	0	0	0	5451	5451	0	0	0	5451	0	0	1267	0	0	0	0	0	0	2469	8026	0	0	0	16661	21482	410	-136	0	11399	90	0	0	0	787	654	0	0	0	1503	76382	212269	0	0	0	0	0	18999	1267	0	6649	0	-4584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	540	0	0	0	2469	50165	98608	229753	0	10033	49304	229753	289090	0	5140	5140	33599	0	0	
222558	62540	0	0	0	0	0	33284	0	0	0	882	882	0	0	0	882	0	0	0	0	0	0	0	0	0	226	3040	0	0	0	560	1	0	-138	2	22585	0	0	0	0	0	0	0	0	0	171	3441	29672	0	0	0	0	0	771	0	0	0	0	-1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	581	0	0	0	228	28881	3442	31908	0	5776	1721	31908	39405	0	2525	2525	5455	0	0	
222754	180257	0	0	0	0	0	136110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1524	6114	0	0	0	0	0	0	-616	0	37678	200	1500	0	0	0	0	0	0	0	1159	14822	120129	0	0	0	0	0	5110	0	0	2223	0	-3204	0	0	0	0	0	95	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13359	0	8601	0	4758	0	0	0	1524	55775	15022	129369	0	11155	7511	129369	148035	0	0	0	15637	0	0	
223238	78213	0	0	0	0	0	36044	0	0	0	256	256	0	0	0	256	0	0	4525	0	0	0	0	0	0	960	5539	0	0	0	0	0	0	-924	0	31968	1078	2859	0	0	0	0	0	0	0	198	10264	25582	0	0	0	0	0	7012	4525	0	848	11	3047	7	0	0	0	7	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	67	0	0	0	0	4552	0	0	0	4552	0	0	0	960	38553	11353	34892	0	7711	5677	34892	48280	0	0	0	5959	0	0	
223322	762497	0	0	0	0	0	645196	0	0	0	253	253	0	0	0	253	0	0	2134	0	0	0	0	0	0	28022	5108	24	0	4991	6393	11500	0	-694	3216	34900	1832	381	0	0	0	494	0	0	9327	9040	153802	473027	0	0	0	0	0	42088	2134	402	3727	698	-4693	5333	0	0	5333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25683	0	0	4042	21641	0	0	0	45958	74463	177701	530453	0	14893	88851	530453	634197	0	15295	15295	59615	0	0	
223331	548510	0	0	0	0	0	352675	0	0	0	0	0	0	0	0	0	0	0	855	0	0	0	0	0	0	6097	15336	0	0	0	16667	2944	0	-1290	3388	109120	13550	1002	0	0	0	0	0	0	0	23154	41029	288492	0	0	0	0	0	27804	855	323	561	0	-4117	0	0	0	0	0	2979	0	48	0	2931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25073	0	0	0	25073	0	0	0	9808	176236	57523	343563	0	35247	28762	343563	407572	0	11350	11350	44515	0	0	
223452	61612	0	0	0	0	0	32941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	1112	0	0	0	0	0	0	-560	0	22174	675	0	0	0	0	0	0	0	0	1931	7267	23743	0	0	0	0	0	1472	0	0	290	0	-1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	0	1006	0	0	0	457	27023	7942	25931	0	5405	3971	25931	35307	0	1516	1516	6432	0	0	
223751	49342	0	0	0	0	0	33545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	818	0	0	0	0	0	0	-70	0	9959	100	0	0	0	0	0	0	0	0	45	5788	27712	0	0	0	0	0	1193	0	90	69	0	-439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1394	0	0	0	1394	0	0	0	1152	13411	5888	30140	0	2682	2944	30140	35766	0	2520	2520	6445	0	0	
223845	75232	0	0	0	0	0	34934	0	0	0	10	10	0	0	0	10	0	0	444	0	0	0	0	0	0	587	598	0	0	0	5843	8225	0	-311	0	21389	0	0	0	0	0	0	0	0	0	0	16649	18285	0	0	0	0	0	3000	0	0	0	0	-796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	28631	24874	21295	0	5726	12437	21295	39458	0	801	801	9008	0	0	
224178	1746906	0	0	0	0	0	545141	0	0	0	2694	2694	0	0	0	2694	0	451	43111	17	-647	0	0	0	647	7943	15600	0	0	0	0	0	0	-6874	27276	939101	22370	86858	0	0	0	0	0	0	0	4609	228351	312181	0	0	0	0	0	161042	44156	122	38024	1095	32418	2608	0	0	0	2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36622	0	0	0	36622	0	0	631	35341	997334	252447	518608	0	199467	126224	518608	844299	0	0	0	126118	0	0	
224552	12861	0	0	0	0	0	10632	0	0	0	105	105	0	0	0	105	0	0	21	0	0	0	0	0	0	40	692	0	0	0	747	14	0	0	0	0	0	0	0	0	0	0	0	0	0	854	1478	8300	0	0	0	0	0	700	21	0	0	0	-59	70	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	77	0	0	0	40	2424	1492	9231	0	485	746	9231	10462	0	131	131	922	0	0	
224637	381713	0	0	0	0	0	335316	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	1700	5074	0	0	0	15000	0	0	-231	0	15297	556	0	0	0	0	2212	0	0	0	445	57454	277417	0	0	0	0	0	22266	129	0	2216	634	-4255	2055	0	0	0	2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	14	32936	0	0	0	32937	0	0	0	1700	49557	60856	331710	0	9911	30428	331710	372049	0	11525	11525	34488	0	0	
224655	453981	0	0	0	0	0	301628	0	0	0	1952	1952	0	0	0	1952	0	0	0	0	0	0	0	0	0	1443	19820	0	0	0	29327	0	0	-1516	50533	49170	0	0	0	0	0	1135	0	0	1039	2669	26833	271086	0	0	0	0	0	11766	9	508	1865	0	-4837	0	0	0	0	0	290	6	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11372	0	0	0	11372	0	0	0	53529	102851	27968	294078	0	20570	13984	294078	328632	0	0	0	32538	0	0	
224749	52998	0	0	0	0	0	32979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	3686	0	0	0	0	70	0	-163	0	12499	0	0	0	0	0	0	0	0	0	895	18743	13341	0	0	0	0	0	2799	0	65	254	0	-472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	18311	18813	15821	0	3662	9407	15821	28890	0	977	977	4292	0	0	
224954	56007	0	0	0	0	0	39228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	1383	0	0	0	7242	6270	0	0	0	0	0	0	0	0	0	0	0	0	0	1438	17042	20748	0	0	0	0	0	1889	0	0	0	0	-431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	13063	23312	22637	0	2613	11656	22637	36906	0	3000	3000	6475	0	0	
225054	51087	0	0	0	0	0	33798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	1002	0	0	0	0	0	0	-82	506	5011	0	0	0	0	0	479	0	0	0	0	15889	17909	0	0	0	0	0	5254	0	0	0	1234	-363	0	0	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	0	0	0	787	0	0	0	1147	7385	17602	22732	0	1477	8801	22732	33010	0	1372	1372	4857	0	0	
225157	54715	0	0	0	0	0	47929	0	0	0	541	541	0	0	0	541	0	0	0	0	0	0	0	0	0	723	2618	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	8852	2993	36084	0	0	0	0	0	2882	0	0	115	0	-481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	12885	3133	39392	0	2577	1567	39392	43536	0	1300	1300	4381	0	0	
225241	26358	0	0	0	0	0	15986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	755	0	0	0	0	0	0	-43	0	1620	4683	0	0	0	0	0	0	0	0	0	3846	12140	0	0	0	0	0	654	0	0	0	0	-222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	276	0	0	0	522	4825	8529	13070	0	965	4265	13070	18300	0	2450	2450	2898	0	0	
225250	74645	0	0	0	0	0	72555	0	0	0	645	645	0	0	0	645	0	0	0	0	0	0	0	0	0	830	2208	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	543	5070	66942	0	0	0	0	0	3033	0	163	358	0	-728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2628	0	0	0	2628	0	0	0	993	3109	5545	72727	0	622	2773	72727	76122	0	0	0	7364	0	0	
225335	996023	0	0	0	0	0	772457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2082	18820	0	0	0	0	0	0	1406	304	142329	18933	9457	0	0	0	0	0	0	0	0	36865	735592	0	0	0	0	0	47639	0	0	7797	0	-8646	24121	0	0	0	24121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56281	0	0	0	56281	0	0	0	2386	168946	55798	865290	0	33789	27899	865290	926978	0	0	0	92674	0	0	
225559	442326	0	0	0	0	0	264820	0	0	0	979	979	0	410	0	569	0	0	0	0	0	0	0	0	0	3033	10514	0	0	0	422	0	0	1073	3755	129499	5773	0	0	0	3363	0	0	0	0	0	33404	231416	0	0	0	0	0	32137	0	657	1751	0	-1491	998	0	114	0	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17404	0	0	0	17404	0	0	0	7445	146073	39177	280002	0	29215	19589	280002	328806	0	0	0	34256	0	0	
225942	35238	0	0	0	0	0	18701	0	0	0	90	90	0	0	0	90	0	0	0	0	0	0	0	0	0	313	789	0	0	0	0	0	0	-234	1	12277	2485	0	0	0	0	0	0	0	0	277	5988	12436	0	0	0	0	0	696	0	0	43	0	-416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	124	0	0	0	124	0	0	0	0	0	0	0	0	314	14106	8473	13303	0	2821	4237	13303	20361	0	720	720	2926	0	0	
