"IDRSSD"	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	
1351	99529	0	0	0	0	0	57481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	0	1445	0	365	22393	10301	0	-103	0	3000	0	0	0	0	0	0	0	0	0	0	8470	49011	0	0	0	0	0	2174	0	0	0	0	-1223	345	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077	0	0	0	1077	0	0	0	1390	29097	18771	54052	0	5819	9386	54052	69257	0	3704	3704	14037	0	0	
1454	385812	0	0	0	0	0	191798	0	0	0	30738	30738	0	30738	0	0	0	0	77	0	0	0	0	0	0	12725	2021	0	0	0	0	0	0	-2486	5913	142697	3637	0	0	0	0	513	0	0	0	151	47473	144174	0	0	0	0	0	7856	77	66	854	0	-3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18704	197461	51623	151033	0	39492	25812	151033	216337	0	21000	21000	30990	0	0	
1557	33774	0	0	0	0	0	19392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	1249	0	0	0	1119	0	0	-72	0	9297	0	340	0	0	0	0	0	0	0	0	2366	17026	0	0	0	0	0	819	0	0	0	0	-449	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	333	0	0	0	177	12854	2366	18544	0	2571	1183	18544	22298	0	1189	1189	4670	0	0	
1632	456608	0	0	0	0	0	418156	0	0	0	5859	5859	0	65	0	5794	0	0	0	0	0	0	0	0	0	2425	8172	0	0	0	0	0	0	-318	8	27435	2790	0	0	0	0	0	0	0	0	5363	51945	360848	0	0	0	0	0	16683	0	0	2232	0	-6052	730	0	0	0	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24862	0	0	0	24862	0	0	0	2433	43267	54735	406685	0	8653	27368	406685	442706	0	0	0	39848	0	0	
1669	221866	0	0	0	0	0	69846	0	0	0	0	0	0	0	0	0	0	0	1745	0	0	0	0	0	0	8178	2857	0	0	60341	31	0	9665	-1148	52765	14	0	0	0	0	0	0	0	0	0	0	40155	29691	0	0	0	0	0	12285	1745	48	376	0	-803	0	0	0	0	0	134	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121332	9989	40155	49606	0	1998	20078	49606	71682	0	6711	6711	37273	0	0	
1829	313039	0	0	0	0	0	180938	0	0	0	22	22	0	0	0	22	0	0	0	0	0	0	0	0	0	5247	5127	0	0	0	0	0	0	140	2035	99466	7953	2751	0	0	0	0	0	0	0	62	71351	109525	0	0	0	0	0	8140	0	9	1940	256	-2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5899	0	0	0	5899	0	0	0	7291	106595	79560	124131	0	21319	39780	124131	185230	0	0	0	38926	0	0	
1856	231300	0	0	0	0	0	14786	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	170	337	0	0	0	113067	1995	0	-2341	0	96082	0	0	0	0	0	0	0	0	0	0	2444	12342	0	0	0	0	0	6619	98	0	4400	0	-2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	170	214026	4439	14465	0	42805	2220	14465	59490	0	140	140	16222	0	0	
2040	153306	0	0	0	0	0	120190	0	0	0	1097	1097	0	0	0	1097	0	0	0	0	0	0	0	0	0	783	2898	0	0	0	0	0	0	100	0	22653	2897	658	0	0	0	289	0	0	0	1395	34756	84039	0	0	0	0	0	5910	0	0	1050	0	-1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	27996	37942	90654	0	5599	18971	90654	115224	0	0	0	15764	0	0	
2161	98215	0	0	0	0	0	56196	0	0	0	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	1244	5302	0	0	96	0	0	0	-422	65	27847	0	0	0	0	0	0	0	0	0	0	37113	19083	0	0	0	0	0	4878	0	5	262	0	-940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1445	37541	37113	23694	0	7508	18557	23694	49759	0	4130	4130	9994	0	0	
2376	1023286	0	0	0	0	0	585478	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	3342	5280	0	0	16729	312238	3007	0	123	8515	20864	0	2000	0	0	0	0	0	0	0	96	367356	218026	0	0	0	0	0	56300	292	0	9203	0	-5757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28586	353481	370363	266831	0	70696	185182	266831	522709	0	5800	5800	119239	0	0	
2451	24668	0	0	0	0	0	23828	110	110	110	10	10	0	0	0	10	0	0	750	0	0	0	0	0	0	82	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	1791	5031	16913	0	0	0	0	0	1756	750	63	320	0	558	48	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	3694	5031	17704	0	739	2516	17704	20959	0	824	824	2097	0	0	
2554	7573	0	0	0	0	0	3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	0	0	2	1	0	0	-72	0	2399	50	0	0	0	0	0	0	0	0	0	179	3128	0	0	0	0	0	224	0	0	0	0	-116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4766	229	3352	0	953	115	3352	4420	0	1215	1215	764	0	0	
2732	506530	0	0	0	0	0	380525	0	0	0	6118	6118	0	0	0	6118	0	0	1312	0	0	0	0	0	0	8973	6755	0	0	0	0	0	0	-932	0	56051	1849	2271	0	33820	0	0	0	0	0	1125	95323	284077	0	0	0	0	0	12100	1312	181	0	0	-3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42974	86131	97172	303073	0	17226	48586	303073	368885	0	22200	22200	59697	0	0	
2750	51863	0	0	0	0	0	34978	0	0	0	8	8	0	0	0	8	0	0	0	0	0	0	0	0	0	305	1293	0	0	0	0	0	0	-307	3099	10304	251	0	0	0	0	0	0	0	0	946	3540	30492	0	0	0	0	0	2459	0	18	396	20	-848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3422	12939	3811	32525	0	2588	1906	32525	37019	0	0	0	5000	0	0	
2938	364342	0	0	0	0	0	302144	0	0	0	2543	2543	0	0	0	2543	0	0	0	0	0	0	0	0	0	2044	9177	0	0	0	0	0	0	-545	0	42764	2899	0	0	0	0	0	0	0	0	0	61366	240778	0	0	0	0	0	11782	0	0	2502	0	-5802	1028	0	0	0	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9720	0	0	0	9720	0	0	0	2044	54443	64265	263349	0	10889	32133	263349	306371	0	0	0	28454	0	0	
3252	107679	0	0	0	0	0	44706	0	0	0	130	130	0	0	0	130	0	0	0	0	0	0	0	0	0	1315	8557	0	0	0	9414	231	0	-652	5734	31863	1485	868	0	0	0	0	0	0	0	350	1009	43347	0	0	0	0	0	3612	0	35	623	14	-1608	178	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	347	0	0	0	7084	50807	2739	47810	0	10161	1370	47810	59341	0	0	0	12148	0	0	
3458	25027	0	0	0	0	0	8709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3959	0	0	0	0	2782	-116	1830	5842	0	301	0	0	0	0	0	0	0	0	1542	7167	0	0	0	0	0	422	0	0	0	0	-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1830	6961	1542	14631	0	1392	771	14631	16794	0	1119	1119	2496	0	0	
3506	1570324	0	0	0	0	0	1110470	117	978	978	277	277	0	0	0	277	0	35	72443	0	0	0	0	0	0	12755	29869	0	0	0	32423	3291	0	-3796	4875	306541	2325	0	0	0	0	0	0	0	0	639	215487	894344	0	0	0	0	0	148865	72443	1770	9021	0	58001	1570	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52957	0	0	52957	0	0	0	0	19400	378493	274060	962800	0	75699	137030	962800	1175529	0	0	0	130197	0	0	
3720	152133	0	0	0	0	0	89713	0	0	0	138	138	0	0	0	138	0	0	0	0	0	0	0	0	0	4592	702	0	0	0	12091	1063	0	-1025	285	38456	0	0	0	0	0	210	0	0	0	6401	28809	54503	0	0	0	0	0	6197	923	0	567	1190	-1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881	0	86	0	1795	0	0	0	4877	62204	31272	59953	0	12441	15636	59953	88030	0	3901	3901	18406	0	0	
3953	95560	0	0	0	0	0	72979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	4081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12200	0	0	15408	11936	45635	0	0	0	0	0	7750	0	0	937	0	-1174	538	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	20426	11936	65186	0	4085	5968	65186	75239	0	0	0	6614	0	0	
4138	174260	0	0	0	0	0	121263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1860	2559	0	0	0	0	0	0	-972	41889	0	0	0	0	0	0	0	0	0	0	0	55491	65772	0	0	0	0	0	9120	0	18	883	976	-2242	227	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43767	3669	56467	73015	0	734	28234	73015	101983	0	0	0	17540	0	0	
4147	114361	0	0	0	0	0	73085	0	0	0	61	61	0	0	0	61	0	0	0	0	0	0	0	0	0	105	2966	0	0	0	0	0	0	106	33	20261	895	1650	0	0	0	0	0	0	0	1118	22322	49645	0	0	0	0	0	11755	0	0	3332	0	-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	30749	23217	59779	0	6150	11609	59779	77538	0	3072	3072	12924	0	0	
4156	138644	0	0	0	0	0	95366	0	0	0	433	433	0	0	0	433	0	0	1783	0	0	0	0	0	0	754	4954	0	0	0	0	0	0	312	0	31048	6699	501	0	0	0	0	624	0	0	0	17306	78060	0	0	0	0	0	11380	0	0	1303	0	-840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361	0	0	0	1361	0	0	0	754	37305	24005	91058	0	7461	12003	91058	110522	0	0	0	12733	0	0	
4231	113333	0	0	0	0	0	51892	0	0	0	237	237	0	0	0	237	0	0	0	0	0	0	0	0	0	0	1437	0	0	0	0	0	0	-2028	0	49328	10130	0	0	0	0	0	0	0	0	0	11548	40344	0	0	0	0	0	3253	0	0	0	0	-2692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52417	21678	43834	0	10483	10839	43834	65156	0	1652	1652	12769	0	0	
4437	208232	0	0	0	0	0	161350	0	0	0	1310	1310	0	0	0	1310	0	0	0	0	0	0	0	0	0	1319	2314	0	0	0	3063	856	0	-548	0	30698	1849	0	0	0	0	0	0	0	0	0	46381	114969	0	0	0	0	0	6220	0	59	1007	34	-2488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	95	796	0	0	0	1378	46291	49215	122195	0	9258	24608	122195	156061	0	9209	9209	18630	0	0	
4839	270512	0	0	0	0	0	185080	0	0	0	1188	1188	0	0	0	1188	0	0	0	0	0	0	0	0	0	2168	5000	0	0	0	0	0	0	-927	8246	63640	1563	2128	0	0	0	0	0	0	0	0	12058	173022	0	0	0	0	0	10395	0	0	1508	0	-2622	113	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2395	0	0	0	2395	0	0	0	10414	70548	13621	187733	0	14110	6811	187733	208654	0	400	400	19801	0	0	
