"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	962	180	113	0	1019	350	0			0	0	
242	158	22	3	0	158	25	0			0	0	
279	454	20	177	0	433	176	0			0	0	
354	188	0	30	0	182	24	0			0	0	
439	1538	280	33	0	1696	471	0			0	0	
457	301	33	9	0	322	63	0			0	0	
505	2326	150	17	0	2214	55	0			0	0	
1146	4345	1783	77	0	3359	874	0			0	0	
1155	1892	300	21	0	1646	75	0			0	0	
1351	1120	775	20	0	720	395	0	0	0	0	0	
1454	1191	440	80	0	800	129	0			0	0	
1557	377	0	13	0	369	5	0	0	0	0	0	
1632	5734	2365	110	0	3961	702	0			0	0	
1669	1400	346	98	0	1200	244	0			0	0	
1829	3005	644	24	0	2940	603	0			0	0	
1856	118	13	10	0	104	9	0			0	0	
2040	1790	575	36	0	1684	505	0			0	0	
2161	519	55	30	0	520	86	0			0	0	
2376	6172	0	0	0	6172	0	0			0	0	
2451	192	6	0	0	187	1	0			0	0	
2554	44	0	0	0	44	0	0			0	0	
2732	3458	300	30	0	3163	35	0			0	0	
2750	541	-40	65	0	615	99	0	0	0	0	0	
2938	5257	2630	122	0	4997	2492	0			0	0	
3252	956	310	230	0	960	544	0			0	0	
3458	384	0	14	0	372	2	0			0	0	
3506	10646	925	109	0	9797	1203	1018			0	0	
3720	1246	118	2	0	1169	43	0			0	0	
3953	1175	400	110	0	1042	377	0			0	0	
4138	1270	458	117	0	1300	605	0			0	0	
4147	722	300	173	0	411	162	0			0	0	
4156	1152	192	85	0	1366	454	-37			0	0	
4231	664	84	31	0	647	98	0			0	0	
4437	1940	515	33	0	1427	35	0	0	0	0	0	
4839	1695	350	64	0	1506	225	0			0	0	
5005	1863	150	13	0	1714	14	0			0	0	
5050	657	-91	37	0	761	50	0			0	0	
5069	6684	0	0	0	6684	0	0			0	0	
5135	2270	575	38	0	1862	205	0			0	0	
5210	4456	516	89	0	3938	87	0			0	0	
5247	6303	2496	467	0	4368	1028	0			0	0	
5274	852	42	80	0	733	3	0			0	0	
5331	893	0	32	0	781	41	121			0	0	
5461	1944	0	20	0	2143	39	-180			0	0	
5751	767	0	0	0	772	5	0			0	0	
6039	825	340	56	0	1060	631	0			0	0	
6057	186	39	6	0	169	28	0			0	0	
6141	275	147	46	0	285	203	0			0	0	
6329	2890	1558	353	0	2469	1490	0			0	0	
6972	7418	2200	204	0	5268	254	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	673	125	29	0	655	136	0	0	0	0	0	
7157	270	47	3	0	258	38	0			0	0	
7166	7301	1045	350	0	6367	461	0			0	0	
7456	301	0	1	0	352	52	0	0	0	0	0	
7634	581	115	26	0	621	181	0			0	0	
8033	795	36	149	0	683	73	0			0	0	
8417	1238	603	44	0	767	176	0			0	0	
8462	304	20	41	0	320	77	0			0	0	
8631	296	123	17	0	297	141	0			0	0	
9357	3601	0	1	0	3623	0	-23	0	0	0	0	
9553	615	50	0	0	567	2	0			0	0	
9807	49273	6500	502	0	42762	491	0			0	0	
9955	411	0	16	0	414	19	0			0	0	
10157	936	15	22	0	1030	131	0			0	0	
10250	2923	585	49	0	2549	260	0			0	0	
10849	2552	599	2	0	2001	50	0			0	0	
10858	3273	3974	299	0	4241	5214	-27	0	0	0	0	
11145	1569	195	10	0	1546	182	0			0	0	
11640	1401	356	340	0	1245	540	0			0	0	
11837	1034	0	36	0	1044	46	0			0	0	
12030	4873	3000	2665	0	4602	5394	0			0	0	
12058	728	86	192	0	720	270	0	0	0	0	0	
12142	1196	165	121	0	1365	455	0			0	0	
12245	776	70	9	0	720	23	0	0	0	0	0	
12311	261026	74640	35580	0	266489	115348	-335			0	0	
12647	495	52	4	0	493	54	0			0	0	
12656	191	0	24	0	200	33	0			0	0	
12937	1000	72	13	0	962	47	0			0	0	
12946	4294	827	433	0	4088	1054	0			0	0	
12955	927	472	19	0	849	413	0			0	0	
13037	3201	5295	113	0	2069	4276	0			0	0	
13103	6148	686	157	0	5381	76	0			0	0	
13251	350	165	50	0	303	168	0			0	0	
13457	141	0	14	0	154	27	0			0	0	
14052	683	16	3	0	685	21	0			0	0	
14155	955	230	70	0	891	236	0			0	0	
14258	7782	840	42	0	7040	140	0			0	0	
14409	197371	28564	21153	0	247813	94772	-5387	0	1180	0	0	
14454	288	-164	13	0	839	400	0			0	0	
14650	324	0	30	0	364	70	0			0	0	
14753	524	0	7	0	521	4	0			0	0	
14865	1196	944	12	0	1212	972	0			0	0	
15536	14043	0	62	0	14673	692	0			0	0	
16337	3196	900	97	0	2408	209	0			0	0	
16458	1935	120	88	0	1926	199	0			0	0	
16551	2300	480	35	0	2049	264	0			0	0	
16748	314	173	26	0	304	189	0			0	0	
16944	240	0	17	0	294	71	0			0	0	
16953	137	0	4	0	137	4	0			0	0	
17110	856	0	0	0	856	0	0			0	0	
17147	6141	2260	895	0	5754	2768	0			0	0	
17259	136	30	34	0	129	57	0			0	0	
17464	11935	2374	492	0	10335	1266	0			0	0	
17549	2133	0	79	0	2062	8	0			0	0	
17839	1787	330	132	0	1858	533	0			0	0	
17950	1023	331	14	0	964	286	0	0	0	0	0	
18050	2358	120	38	0	2343	143	0			0	0	
18135	1036	132	52	0	884	32	0			0	0	
18368	7493	0	211	0	7670	388	0			0	0	
18377	102	0	0	0	102	0	0			0	0	
18827	1256	132	37	0	1149	63	1			0	0	
18836	1331	350	117	0	1187	323	0			0	0	
18854	194	23	6	0	174	9	0			0	0	
18957	485	205	16	0	471	207	0			0	0	
19356	920	-11	15	0	920	4	0			0	0	
19730	18423	2800	54	0	16728	1159	0			0	0	
19936	1665	288	78	0	1458	159	0			0	0	
19972	85	15	0	0	85	15	0	0	0	0	0	
20053	294	24	84	0	387	201	0			0	0	
20147	321	50	21	0	486	236	0			0	0	
20259	367	0	80	0	297	10	0			0	0	
20370	1521	254	398	0	1240	371	0	0	0	0	0	
20512	573	63	60	0	673	223	0			0	0	
20633	1970	300	75	0	1801	206	0	0	0	0	0	
20754	69	8	0	0	62	1	0			0	0	
20839	1338	591	14	0	1126	393	0			0	0	
20857	172	3	7	0	164	2	0			0	0	
20866	989	144	33	0	860	48	0			0	0	
21256	25	0	2	0	31	8	0			0	0	
21359	129	0	12	0	121	4	0			0	0	
21630	383	0	2	0	383	2	0			0	0	
21658	1399	16	117	0	1500	234	0			0	0	
22048	5644	11759	363	0	1693	8171	0			0	0	
22235	3372	1275	109	0	3213	1225	0			0	0	
22356	1779	250	139	0	1692	302	0			0	0	
22459	993	102	71	0	913	93	0			0	0	
22543	513	40	25	0	511	63	0			0	0	
22552	479	70	13	0	480	84	0			0	0	
22730	690	0	32	0	742	84	0			0	0	
22936	2621	500	164	0	2059	102	0			0	0	
22954	792	148	15	0	695	66	0	0	0	0	0	
23036	4811	681	57	3	4263	187	0			0	0	
23045	232	0	1	0	231	0	0			0	0	
23241	24392	5764	1452	0	23794	6618	0			0	0	
23456	726	200	36	0	548	58	0			0	0	
23504	2383	300	184	0	2188	289	0	0	0	0	0	
23540	400	30	1	0	376	7	0	0	0	0	0	
23643	1399	500	112	0	1494	707	0			0	0	
23755	677	120	5	0	738	186	0			0	0	
23812	8549	1382	437	0	7213	483	0			0	0	
24006	2715	240	5	0	2519	49	0			0	0	
24266	11896	0	1328	0	13799	3231	0			0	0	
24453	304	0	49	19	274	0	0			0	0	
24659	222	47	26	0	222	73	0			0	0	
24668	981	115	31	0	1252	417	0			0	0	
24855	25	0	0	0	28	3	0			0	0	
24949	6371	743	437	0	5044	968	1115			0	0	
25357	281	42	2	0	298	61	0			0	0	
25647	1464	0	20	0	1458	14	0			0	0	
25852	4317	0	99	0	4889	671	0			0	0	
26149	341	70	30	0	289	48	0			0	0	
26233	4066	1427	909	0	4226	2496	0			0	0	
26242	3301	0	290	0	3662	651	0			0	0	
26457	203	0	0	0	204	1	0			0	0	
26756	429	-150	100	0	538	59	0			0	0	
26765	141	-5	45	0	253	152	0			0	0	
26859	2990	1404	189	0	3252	1855	0			0	0	
26916	2316	200	84	0	2315	283	0			0	0	
