"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											260	0			0			0	0	0	0	
242											137	0			0			1212	0	0	0	
279											1866	0			0			36339	0	0	0	
354											4	0			0			0	0	0	0	
439											0	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1419	0			0			9000	0	0	0	
1146											2338	0			0			15000	182	0	0	
1155											463	0			0			0	0	0	9487	
1351											0	0			0			0	0	0	0	
1454											1106	0			0			0	5	0	0	
1557											23	0			0			105	0	0	0	
1632											1200	0			0			24000	0	0	2295	
1669											682	0			0			5532	0	0	0	
1829											881	0			0			5000	2266	0	101	
1856											29	0			0			1379	0	0	0	
2040											972	0			0			17556	343	0	0	
2161											198	0			0			0	0	0	0	
2376											4750	0			0			95000	60000	0	0	
2451											120	0			0			2400	3	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			383	0	0	0	
2750											196	0			0			3875	0	0	505	
2938											1775	0			0			35500	32	0	5015	
2956											0	0			0			0	0	0	0	
3252											267	0			0			5100	0	0	0	
3458											47	0			0			0	0	0	0	
3506											3937	0			0			10000	0	0	17390	
3579											1930	0			0			30311	0	0	4630	
3720											625	0			0			9411	0	0	1242	
3953											53	0			0			209	0	0	0	
4138											794	0			0			5391	2208	0	0	
4147											2778	0			0			6000	0	0	0	
4156											617	0			0			8144	0	0	0	
4231											0	0			0			0	0	0	0	
4437											361	0			0			1350	0	0	2535	
4745											0	0			0			0	0	0	0	
4839											1220	0			0			21900	0	0	3805	
5005											1909	0			0			25256	12232	0	0	
5050											388	0			0			3400	0	0	0	
5069											0	0			0			0	712	0	0	
5135											1034	0			0			12000	0	0	0	
5210											4290	0			0			40500	0	0	35945	
5247											0	0			0			4090	250	0	14628	
5274											3461	0			0			9166	0	0	284	
5331											2072	0			0			21461	0	0	0	
5461											0	0			0			448	1047	0	0	
5751											0	0			0			0	0	0	0	
5939											15261	0			0			173293	0	0	29860	
6039											299	0			0			16	54	0	0	
6057											115	0			0			1100	0	0	0	
6141											0	0			0			0	0	0	0	
6329											780	0			0			5000	0	0	0	
6972											0	0			0			2607	0	0	1982	
7009											0	0			0			0	106291	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											1534	0			0			10000	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											436	0			0			7003	0	0	0	
8154											132	0			0			0	0	0	0	
8417											2637	0			0			0	0	673265	0	
8462											21	0			0			0	0	0	0	
8547											2972	0			0			22200	0	0	0	
8631											88	0			0			0	0	0	0	
9115											1103	0			0			0	50	0	6162	
9160											574	0			0			7650	0	0	0	
9357											13065	0			0			209300	0	0	7064	
9553											538	0			0			6519	0	0	0	
9807											18300	0			0			295699	0	0	46693	
9955											894	0			0			2513	0	0	0	
10157											533	0			0			5375	4	0	0	
10250											892	0			0			0	0	0	0	
10849											1248	0			0			5982	0	0	0	
10858											1209	0			0			6645	0	0	20581	
11145											687	0			0			12460	0	0	0	
11640											2379	0			0			21489	0	0	0	
11837											926	0			0			0	0	0	0	
12030											623	0			0			10000	0	0	0	
12058											346	0			0			2213	0	0	0	
12142											511	0			0			0	0	0	0	
12245											301	0			0			3500	388	0	0	
12311	10877	776336	261949	1169644	0	583471	185202	178773	4250	3170546	78154	16745	0	27399276	16745	1367880	24118998	3130937	44	33185	1213886	
12357											4	0			0			0	0	0	0	
12647											150	0			0			0	0	0	0	
12656											23	0			0			0	0	0	0	
12937											632	0			0			950	0	0	0	
12946											1432	0			0			13859	0	0	0	
12955											324	0			0			4500	0	0	0	
13037											68	0			0			0	229	0	0	
13103											2533	0			0			3225	35486	0	9674	
13251											177	0			0			0	0	0	0	
13309											20570	0			0			337950	23308	0	35167	
13457											3	0			0			0	282	0	0	
14052											246	0			0			0	21	0	0	
14155											267	0			0			5340	0	0	0	
14258											3406	0			0			25000	0	0	0	
