"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
	REAL ESTATE LOANS, TOTAL	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	TOT LNS & LEASES RESTRUCTURED	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINCG RECS-U.S. ADDRESSEES	LEASE FINCG RECS-NON-US ADDRESSEES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-CONSTRUCTION & LAND DEV	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	R.E. LOANS NON-FARM. NON-RES. PROP	LOANS FOR PURCHASING SECURITIES	OTHER LOANS	ALL OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	TOT LNS & LEASES RESTRUCTURED	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LEASE FINCG RECS-U.S. ADDRESSEES	LEASE FINCG RECS-NON-US ADDRESSEES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	
37																														0	30	1390	0	5900		74		115	0			1173	0	9520	0	100	40263	0	0			0	21904	57	0	9491	893	1594	8371	5182	5799	65	1909	5095	6661	2939	1428	219								0	0		
242																														0	0	2035	0	3522		5		2114	0			1180	101	2629	0	0	18351	1	0			0	6646	120	0	4257	129	505	4323	1396	293	0	3955	4275	1879	1348	249	0								0	0		
279																														0	1003	84	109	3952		0		140	0			449	37	2470	0	0	28675	26	276			9	19599	582	643	2218	58	121	294	395	6136	12595	1271	1209	1166	991	3822	643								0	0		
354																														0	0	908	0	123		0		885	0			302	0	1067	0	0	4494	0	0			0	1183	26	1076	1040	1063	1	9	0	0	0	1102	756	634	554	108	0								0	0		
439																														0	2715	12476	43	32295		0		1451	0			18587	0	8809	0	4299	106299	0	0			0	24247	1377	698	37883	2043	3558	10722	5403	1962	27	23764	12699	30251	10359	2776	1399								0	0		
457																														0	658	1799	0	1419		33		3955	0			2453	0	3614	0	247	16790	0	0			0	2612	0	2351	8018	112	454	1612	399	35	0	2455	4997	3970	2419	331	0								0	0		
505																														0	2953	0	2817	33140		33		0	0			17960	9200	29457	0	2395	163928	5622	0			171	69196	1417	5246	20571	147	2184	1643	2323	32708	30157	26317	11289	15392	22185	15248	8112								351	631		
1146																														0	31854	79	2737	47138	0	1489	1489	0	0	33421	0	33421	5031	11460	0	0	262320	8	0	0	0	0	87148	7944	0	131822	60383	5295	9417	6570	883	4594	33364	32600	78621	27352	2919	0	0	0	0	0	0	0	0	33855	172	0	
1155																														0	6740	511	1121	17905		333		3129	0			28536	1364	6004	0	0	85837	0	0			0	15444	4180	411	28518	2324	1593	3514	5864	853	1243	28496	7774	11271	18132	4304	94								399	171		
1351																														0	0	7726	0	5496		75		3971	0			12997	0	8642	0	0	46723	0	119			0	7697	0	7232	39471	1973	5388	124	199	13	0	10777	21333	5465	1304	142	0								0	0		
1454																														0	2127	3153	1660	30770		61		3698	0			26155	1120	29053	0	0	133570	126	0			0	29985	3335	1650	20001	4744	1046	2681	3913	16701	900	28901	4531	20450	29562	19033	247								1397	1182		
1557																														0	33	3711	0	1812		12		9122	0			1417	0	873	0	0	20306	0	0			0	3326	0	0	8150	19	474	1007	1261	347	218	1460	6197	3481	4689	181	498								0	0		
1632																														0	6852	3713	7525	72256		2341		6108	0			47913	3559	10435	0	966	200472	0	0			0	35837	2967	5637	64254	8609	6904	14357	3699	585	1683	68384	22406	47055	18163	7912	683								0	0		
1669																														0	787	214	3	5729		115		2219	59			8812	0	11130	0	200	65324	0	0			0	34695	1420	19114	6950	1503	6338	4164	6703	15326	642	4425	7199	7801	5583	4711	167								0	0		
1829																														0	2818	0	4798	30388		34		0	0			24415	10131	2660	0	678	155174	271	16218			0	54986	6804	0	29697	138	139	810	9534	20527	23679	27494	1926	10907	29177	27589	1727								641	874		
1856																														0	0	837	0	246		194		360	0			657	1	575	0	0	4342	0	0			0	1472	0	1311	1521	1371	11	17	21	52	0	1569	639	483	151	28	0								0	0		
2040																														150	3498	1858	261	15870		39		5100	0			41279	0	6920	0	1336	110648	0	0			0	33551	403	3693	42736	4741	6844	20522	690	18	131	14698	16453	36390	6972	1450	0								383	0		
2161																														0	1254	801	0	6580		222		1334	0			4457	0	12381	0	0	50171	584	0			0	23265	0	17496	17091	480	7646	5987	4576	4284	291	4692	5515	7993	6591	2532	167								461	0		
2376																														0	1549	0	135181	23073	0	0	0	0	0	0	0	0	4597	881	0	0	383419	0	0	0	0	0	172362	45776	26526	21832	1483	3170	5643	10282	78137	73218	6244	18246	32982	63778	54035	35652	0	0	0	0	0	0	0	0	0	0	
2451																														0	14	1283	0	370		0		2919	0			1781	0	1450	0	315	12503	0	0			0	4326	45	916	5956	229	381	2804	555	220	104	2430	2916	1120	990	721	0								0	0		
2554																														0	0	563	0	0		1		2431	0			447	0	401	0	0	3925	0	0			0	82	0	0	1678	0	0	22	11	50	0	2602	332	163	250	494	0								0	0		
2732																														0	17256	0	53529	123702	0	161	161	0	0	82231	0	82231	6169	5749	0	0	297090	850	0	0	0	0	9143	0	4233	83812	1994	3782	2571	794	2	0	103516	23842	124450	33352	3268	296	0	0	0	0	0	0	0	0	0	0	
2750																														0	153	7540	0	1737		35		16995	0			2597	0	960	0	0	32630	0	0			0	2374	66	104	11612	316	110	899	1000	6	0	10353	9874	4584	3055	1773	30								0	173		
2938																														0	16637	4785	4475	61403		2668		1164	0			49085	3815	14226	0	0	202418	0	0			0	37157	7003	11245	96781	14681	3411	9811	7124	794	1231	86006	19541	39510	18063	1032	25								0	0		
2956																														0	819	19784	1698	3039		11		2625	141			2141	812	4013	0	135	62584	0	0			0	25492	2015	0	55942	6117	18762	168	97	0	0	10383	21532	3976	748	5	216								0	0		
3252																														0	276	10055	0	2494		3096		29544	0			8541	0	4303	0	0	59471	0	0			0	1162	0	818	0	169	651	24	21	231	66	23559	22885	3619	4461	1702	414								0	0		
3458																														0	0	3159	0	582		18		785	0			1197	0	683	0	0	8300	0	0			0	1876	0	0	2159	70	208	1420	166	0	0	2052	773	2705	733	3	33								0	0		
3506																														0	11359	0	10953	240578	0	522	522	0	0	42512	0	42512	30631	2685	0	0	615641	81	50214	50214	0	0	170524	55123	42443	17090	2017	4698	6214	13334	101118	42374	102136	27112	95379	138174	74732	4280	0	0	0	0	0	0	0	0	621	0	
3579																														0	4953	108	1093	24898		0		65	0			42096	2670	30787	0	0	182073	1	0			0	73895	1134	33494	29512	6630	13270	3903	11509	25885	12425	48477	5579	9434	22514	21289	806								0	375		
3720																														0	5514	4006	315	17518		0		1560	0			6865	2381	5437	0	1153	71178	0	0			0	25926	348	890	14482	1917	2149	8221	9301	4270	29	18832	3340	6775	10382	4271	1652								0	155		
3953																														0	1256	7560	2360	6673		252		21690	0			14471	0	3768	0	0	63868	0	0			0	5131	707	160	19929	797	558	2117	1462	41	12	30825	16302	7047	1739	1117	935								0	0		
4138																														0	9507	0	2005	14350		2759		0	258			7220	2701	12510	0	43	102620	579	0			0	51752	259	28254	14416	2686	7856	30056	3158	5711	2201	23279	10551	12199	3531	1429	191								0	93		
4147																														0	7427	249	3948	18917		177		25	0			7584	2554	4978	0	92	60330	0	0			0	13460	94	9461	11090	1427	2617	8586	254	114	462	1956	21031	15657	3789	1578	1500								733	92		
4156																														0	4512	6776	622	8588		371		14234	0			16996	517	4968	0	0	73378	0	243			0	15432	119	0	24524	307	703	3612	1650	7549	1312	11810	23016	10102	7825	4302	409								0	0		
4231																														0	573	6175	0	12589		0		1531	0			2532	0	6893	0	417	42518	0	0			0	11808	0	150	13396	962	1945	6298	2016	437	0	8280	6710	9442	4926	900	0								0	0		
4437																														0	1340	1079	810	30643		1853		79	0			15404	5864	9637	0	0	110189	35	76			0	38517	584	33620	34181	4713	7034	18897	3608	1855	2291	25691	11494	16290	10399	6637	882								0	4338		
4745																														0	0	506	0	673		0		394	0			729	0	1058	0	80	4987	0	0			0	1547	0	0	1390	26	0	223	163	1135	0	888	502	554	778	688	0								0	0		
4839																														0	5378	161	22867	78797		1096		0	0			6570	4774	5845	0	0	143986	0	0			0	14599	3792	0	47647	4861	1012	3695	4752	208	0	41720	8675	29043	40353	8240	191								0	107		
5005																														0	14827	0	16708	46470		64		0	0			10117	6395	481	0	0	177059	203	0			0	80704	1399	17565	22716	2021	7127	7237	4022	31389	28513	19505	12609	19369	25388	16295	395								0	97		
5050																														0	5093	0	27	6689		67		442	0			8655	115	10400	0	0	41651	0	0			0	9206	832	7192	11820	1287	5468	1889	242	89	231	6670	8483	11596	5296	240	0								125	0		
5069																														0	29596	0	2521	200348		0		0	0			1311	757	0	0	0	242251	3042	0			0	10760	0	224	107913	224	7756	2780	0	0	0	170817	12181	28470	16163	0	1133								0	0		
5135																														0	1192	10928	2892	21772		50		13871	187			24934	422	9586	0	1160	112992	0	8			0	24184	1437	14569	49568	5692	9249	6900	1036	751	351	52562	18956	13451	2144	286	179								556	0		
5210																														0	16096	8869	20144	82098	0	443	443	1568	0	14544	0	14544	7744	10653	0	4573	374850	0	0	0	0	0	182153	25172	690	11426	33964	44020	22353	26189	49832	5742	71936	10198	38028	53325	14759	3467	0	0	0	0	0	0	0	0	793	0	
5247																														0	78829	5631	8042	88436	0	326	326	552	0	83507	0	83507	42689	14553	0	1611	517095	547	0	0	0	0	139553	53248	85951	165611	69076	4291	15819	22139	9292	18936	234959	17846	40216	65956	19003	57	0	0	0	0	0	0	0	275	390	0	
5274																														0	761	0	0	22797		2		0	0			5236	1611	2778	0	240	68236	0	0			351	33804	765	213	9262	669	1503	2897	3365	15492	9074	12751	2176	11087	5480	2214	0								0	242		
5331																														1371	4123	0	34680	22732		2163		0	0			12196	12143	503	0	0	107495	275	0			1946	17684	42	3311	11996	477	1324	6088	6644	2344	807	23352	7161	17165	40266	1995	0								0	133		
5461																														0	3004	3990	2237	70512		10160		293	178			28997	1386	2204	0	0	132390	242	0			14444	6238	3235	675	35856	1021	495	2146	2555	21	0	40752	3138	9883	28551	41015	3041								0	376		
5751																														0	20	3226	102	2941		89		14949	572			8132	0	2454	0	59	41140	0	0			0	8902	239	4183	18793	588	1055	2953	397	2184	1725	19259	4096	3459	3887	1190	142								0	27		
5939																														30	131390	0	38750	455886	0	339	339	0	720	141599	0	141599	144660	17113	0	3665	1513285	0	0	0	0	22076	435723	143482	339094	101064	79011	140169	113756	55826	27381	9342	458790	172269	252798	129721	51369	648	0	0	0	30	0	0	0	0	648	5297	
6039																														0	3148	2510	0	21024		106		2258	0			14227	0	5999	0	1778	57072	24	0			0	5022	558	660	19468	904	597	1963	652	735	113	36361	4804	5941	2753	1966	0								402	64		
6057																														0	28	2793	0	999		0		1338	0			1072	0	1088	0	0	10977	0	0			0	3504	155	0	4002	175	438	2674	70	44	0	828	3467	2155	909	96	0								0	0		
6141																														0	0	1343	0	2098		16		1976	0			1248	0	2373	0	194	11987	6	0			0	2742	3	636	6150	399	369	391	1139	444	0	3769	1613	1253	1607	974	0								0	0		
6329																														0	6849	4586	449	40224		0		3126	0			25507	1436	31331	0	603	141877	1466	0			0	25138	2663	721	48867	3040	3947	7053	7536	2929	290	33584	19312	32125	22973	6368	555								671	760		
6972																														0	37475	471	11767	142445	0	468	468	410	99	24633	0	24633	14641	12280	0	9458	286293	0	0	0	0	569	24634	4109	6033	79685	4256	752	4156	2865	9516	3045	77972	21583	68784	61212	20049	5839	0	0	0	0	0	0	0	1923	1579	0	
7009																														0	0	0	0	0	0	14879	14879	0	0	0	0	0	0	302680	0	0	317559	0	0	0	0	0	0	0	0	314485	0	0	0	0	0	0	312735	1750	3074	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																														0	0	3453	0	4898		14		3654	0			2957	293	14630	0	227	47965	0	0			0	17376	0	603	7132	253	616	133	467	8729	7136	2098	4165	7555	8747	4666	3335								463	0		
7157																														0	0	1296	0	670		0		1783	0			1863	0	3539	0	0	16332	0	0			0	7181	0	94	4989	208	811	5713	201	248	0	1790	2203	4046	924	51	2								0	0		
7166																														0	110276	0	7830	128917	0	502	502	65	0	49463	0	49463	6317	1078	0	0	317758	1316	544	544	0	0	12483	662	1836	90428	0	1556	62	523	1405	8937	77164	55529	46872	37974	79158	9894	0	0	0	0	0	0	0	654	283	0	
7456																														0	175	1095	0	509		0		8344	0			5221	0	1893	0	0	17616	0	0			0	379	0	0	9949	0	0	20	334	25	0	3952	5997	2484	2548	2220	36								0	0		
7634																														0	324	767	0	3041		27		1774	0			7469	0	3914	0	0	21805	0	0			0	3935	554	0	8277	374	1205	1198	540	579	0	3242	3456	6050	3751	777	0								0	0		
8033																														0	3196	0	0	718		825		6027	0			19665	650	6337	0	0	43169	0	0			0	5480	271	2511	32324	2438	880	1350	706	62	44	26353	2653	3998	3870	523	13								0	0		
8154																														0	435	12617	11	3969		9		3222	0			3146	281	1669	0	20	31135	0	0			0	5718	0	5264	3710	549	1354	2813	782	195	0	6593	5957	8211	3617	972	46								0	38		
8417																														0	0	0	0	0	0	51834	51834	0	0	0	0	0	0	0	0	0	51834	0	0	0	0	0	0	0	0	51834	0	0	0	0	0	0	51834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																														0	562	1764	0	1680		0		8829	0			6798	0	6629	0	912	30445	4	0			0	2809	466	20	11468	10	28	24	161	1035	1551	15833	2651	3988	3089	1843	192								0	0		
8547																														0	3644	16663	2031	63412	0	0	0	5191	1705	31871	0	31871	7474	19765	0	331	245150	634	481	481	0	0	91900	2444	44946	44396	7406	8596	9708	4633	22149	38117	38579	18457	19411	27215	19257	27969	0	0	0	0	0	0	0	577	0	0	
8631																														0	475	74	0	4818		78		176	0			2422	0	9750	0	162	27217	0	0			0	9107	155	19	3863	482	79	198	522	4876	2950	3138	475	3998	5058	4242	956								0	0		
9115																														0	46256	1407	16830	274267	0	2734	2734	0	0	86358	0	86358	77160	28587	0	13679	715479	0	0	0	0	0	96378	67992	46393	193680	12999	2328	7859	13468	29620	29998	208946	35811	84679	188790	79411	20684	0	0	0	0	0	0	0	0	3831	0	
9160																														0	44975	0	0	16014		64		116	0			5942	3455	936	0	108	86684	559	0			0	15210	173	12919	32988	14288	630	0	292	0	0	70366	1524	121	0	22	0								0	250		
9357																														0	0	0	0	18726		548		0	0			96400	3554	2475	0	0	538280	0	0			0	415340	1043	0	107578	415289	0	0	51	0	0	98320	3722	7745	10319	2510	0								0	194		
9553																														0	433	14509	46	281		1002		20614	0			2650	0	1174	0	0	45138	0	0			0	4342	87	498	18594	940	331	901	1919	80	171	36745	666	795	1725	865	0								0	0		
9807																														0	410293	0	44862	346939	0	908	908	0	0	72268	0	72268	85487	662	0	0	1384819	5362	0	0	0	0	379797	48659	26813	374523	13571	19819	8582	26321	210517	94467	560509	26308	76778	140795	186004	1967	0	0	0	0	0	0	0	0	306	0	
9955																														0	758	6426	227	2883		127		11523	0			5428	120	4558	0	0	42575	0	1532			0	8006	956	3260	19663	304	530	863	615	5565	84	14272	4731	6727	4460	3231	1104								0	31		
10157																														0	0	5353	456	383		269		27126	0			3823	0	1781	0	965	43218	0	0			0	3062	0	774	22212	264	580	20	262	1546	390	13726	12495	2260	5050	2837	2057								0	0		
10250																														0	16361	889	4887	39901		320		98	0			32610	5584	35323	0	703	178802	0	0			0	24495	16629	13577	35921	2394	794	10314	10266	501	102	44571	12919	56533	29330	10068	0								256	746		
10849																														0	15369	5973	7340	41411		24		7231	0			4962	0	3035	0	2530	127253	0	0			0	37806	1065	22834	45728	3567	19888	7356	2697	1989	2309	45488	11269	17510	14528	420	0								507	0		
10858																														0	6853	12183	4042	34098	60	263	203	22734	0	24477	0	24477	4264	47757	0	1225	266695	0	72	72	0	0	12334	3959	489	164368	679	870	2276	2426	2523	3560	122302	41800	35438	42447	11796	273	0	0	0	0	0	0	0	92199	235	0	
11145																														0	2149	14	0	17053		126		88	0			6823	2702	3898	0	893	96222	0	0			0	61686	789	8067	7124	2417	6598	7894	5911	37460	1188	8132	2444	14236	6532	2931	50								1	0		
11640																														0	1052	12903	1555	17920		339		13890	0			25064	0	14972	0	132	103018	5	0			0	14042	1154	11330	39862	1795	6332	1081	972	2701	1139	32048	23681	10196	12916	7575	2540								0	0		
11837																														0	11975	220	0	104		928		345	0			21080	0	1473	0	1412	51284	40	0			0	12931	674	1334	23912	3688	3197	5771	260	14	0	13759	3268	15098	2812	2653	0								182	0		
12030																														0	5481	24175	147	40465		150		5285	0			38991	0	19630	0	2582	176796	1	0			0	38286	1605	1878	75349	6059	8466	18128	2616	2742	115	68270	25036	26339	11347	6487	827								0	0		
12058																														0	4336	4080	310	5224		153		4827	0			9284	0	9613	0	14	62179	0	0			0	23129	1209	3096	13860	1011	4080	5317	9058	1672	1917	6352	11166	8510	8182	3015	340								0	0		
12142																														0	2073	3286	932	19206		994		4670	0			4991	142	15920	0	0	70773	431	0			0	18042	787	18042	24263	1138	1795	9468	4305	766	545	14133	10130	20968	6591	1340	0								161	0		
12245																														0	2419	831	0	19724		24		177	0			1966	0	3768	0	1571	57008	0	0			0	26373	65	2721	20711	1558	4065	7941	1314	11254	0	10604	4482	8196	3109	3321	0								90	0		
12311	9967702	233749	42533	0	4025124	0	3557264	0	47360	19028440	15	1073318	0	240430	3965144	7078703	975357	1677681	3365134	3535187	137063	17280	0	148	0	0	0	63977	0	17428	1363289	79731	167201	3036885	23643	233749	210106	42533		4025124	0	4025124	2552284	3557264	0	47360	19028440	15	1073318				2141580	626732	1235399		171120	121088	391450	596927	286150	564526							17280			148	0			0	63977		
12357																														0	0	3470	0	110		34		3124	0			1140	0	892	0	0	10098	0	0			0	1328	0	0	4109	27	16	349	936	0	0	2179	1887	820	3293	591	0								0	0		
12647																														0	3749	2184	159	5373		8		2562	0			4634	599	1678	0	78	33099	0	0			0	11426	511	6061	17278	1632	4696	3845	1033	0	0	8752	8207	3772	847	95	0								91	47		
12656																														0	73	519	147	363		0		885	0			528	0	1140	0	0	7977	0	0			0	4322	0	2904	2461	603	2886	539	110	158	0	632	1061	746	721	489	0								0	0		
12937																														0	0	143	12066	24585		169		0	0			11549	9871	535	0	0	98156	64	0			0	34933	4369	397	28534	3181	5453	5313	14487	4547	1952	37152	5220	9230	9586	2099	0								0	0		
12946																														0	5362	9217	7980	60564	60	1138	1078	2823	34	26543	0	26543	448	20834	0	85	206792	0	0	0	0	0	66581	5141	1938	65974	3054	6620	11290	29398	14674	603	57976	31607	23045	23346	2336	165	0	0	0	0	0	0	0	0	76	400	
12955																														0	5162	345	405	21859		0		47	0			12836	185	5013	0	288	62078	0	1427			5162	12420	2091	778	16513	6494	390	5535	0	0	0	14052	4097	26741	4574	0	0								0	0		
13037																														0	5782	191	62	39547		230		5	168			17333	310	4601	0	0	102672	86	0			0	32849	1492	22314	33333	10542	18374	2857	497	159	349	27216	24379	12543	3870	472	45								356	0		
13103																														0	8624	0	16502	139380	0	0	0	0	705	50366	0	50366	9412	4414	0	3163	414337	0	0	0	0	0	176439	5914	32757	20733	4730	8118	13203	5997	45088	98726	41304	22992	40599	90635	37931	2709	0	0	0	0	0	0	0	0	123	0	
13251																														0	891	1062	0	4578		0		1898	0			2335	0	2497	0	244	18445	0	0			0	4565	375	0	9022	129	1354	2928	99	38	0	2586	5117	5217	583	304	0								0	0		
13309																														0	9630	468	13055	339588	90	246	156	1024	13792	248533	0	248533	46959	297635	0	3450	1353385	0	0	0	0	647	345866	43118	73159	208741	12697	27149	13480	22628	152374	116922	315819	54231	178778	207241	154619	47110	0	0	0	0	0	0	0	0	3813	0	
13457																														0	0	3916	0	485		5		6650	0			1056	3	730	0	0	13617	0	162			0	607	3	25	6188	25	108	405	61	8	0	10982	1298	308	144	271	0								0	0		
14052																														0	3141	2472	0	13252		0		1256	25			7418	85	4790	0	219	51023	0	0			0	16808	1582	0	35455	2758	10678	2990	134	0	192	8885	13134	5270	5689	677	0								0	0		
14155																														0	3588	4687	0	1320		163		9438	0			12458	0	8032	0	123	61420	1	0			3742	20947	665	266	18129	1283	2574	12740	3399	607	236	10838	5791	10996	8696	3308	728								0	0		
14258																														0	113066	7274	3143	97192	0	196	196	1038	0	76525	0	76525	11262	7510	0	640	420639	1652	0	0	0	5280	94629	8311	72085	207177	27832	17601	40113	3303	797	4663	252618	21710	32966	14147	5331	503	0	0	0	0	0	0	0	0	1505	0	
14409	5616039	77775	10123	0	4385224	1629	1316697	0	2745	12068054	0	623319	0	0	1643532	5281904	730533	1045133	1347338	1186785	563097	0	0	0	0	0	0	34503	0	0	97256	472	102960	1885661	45780	77775	31995	10123		4385224	1629	4386853	949909	1316697	0	2745	12068054	0	623319				1821574	758207	538662		45663	136733	143489	208888	428186	854450							0			0	0			0	34503		
14454																														0	1229	1280	1258	13083		2		2871	0			1729	0	517	0	0	25005	0	2307			0	729	0	0	6326	132	138	424	0	35	0	5886	5428	9258	2718	275	78								0	0		
14650																														0	93	355	0	2412		5		896	0			810	0	4679	0	74	14803	43	0			0	5411	111	1787	3064	510	506	2383	1807	204	0	981	1466	5047	1786	146	0								0	0		
14753																														0	135	2682	0	677		6		8600	144			1179	0	879	0	0	15426	0	0			22	1265	0	243	8185	3	366	849	10	37	0	3027	9756	514	304	0	0								0	3		
14865																														0	9983	8824	58	9909		405		11671	1477			7029	115	2364	0	3173	58958	162	0			0	3748	715	848	23412	90	231	324	369	1334	1400	13752	12279	7041	4110	6920	11192								395	731		
14931																														0	1346	657	362	3567		62		0	0			7054	1085	688	0	0	15320	45	0			0	544	0	514	2831	514	0	27	0	3	0	6292	241	1539	1740	5009	0								0	0		
14940																														0	2269	0	2632	23858		74		0	0			3878	18645	16688	0	0	108203	0	0			0	32631	6001	21391	9132	804	1437	5251	10606	13323	1210	28517	2393	9211	27821	7618	12								0	1527		
15536																														0	123846	1167	34681	474484	0	301	301	0	2820	62225	0	62225	4567	3381	0	6407	859931	0	126997	126373	624	0	16288	5221	0	376162	937	1853	3316	1574	3737	4843	301315	72058	210383	75840	152557	22843	0	0	0	0	0	0	0	0	366	0	
15732																														0	57226	685	0	129178		0		0	0			49327	1773	9882	0	0	273754	0	1190			0	18832	5590	534	91048	3473	4772	5587	4822	178	0	66543	41614	63078	69325	13827	0								0	71		
16337																														0	27110	990	5349	43910		361		118	45			19238	657	25737	0	794	157308	0	0			0	28916	3002	26025	29194	2719	8653	15025	890	1326	288	42384	39402	24237	12812	5547	3900								0	1126		
16355																														0	2690	483	4464	6968		10		348	0			6314	926	1190	0	0	27537	0	0			56	3682	375	3324	5497	308	946	2065	304	0	0	5205	4959	7931	5210	510	0								0	87		
16458																														0	7194	1490	10484	36688		48		997	0			14189	1406	4443	0	0	95907	12	319			940	16060	2469	615	27840	1579	1830	8353	356	218	3724	19882	9495	31714	10317	7536	155								0	132		
16551																														0	16021	1491	142	7887		275		909	0			7162	2401	6322	0	928	70501	0	316			1073	25889	714	3545	11191	713	1980	7402	3891	9209	2694	9072	7827	8578	8562	9441	955								0	44		
16748																														0	3866	1113	0	3609		195		518	0			1877	3132	2794	0	0	28719	35	0			236	10267	1383	2544	6446	756	1829	1455	1449	3732	965	5432	3816	2883	2653	3619	71								0	0		
16766																														0	68044	0	19706	85957	0	210	210	0	582	31720	0	31720	4929	604	0	0	217306	1025	0	0	0	0	5823	654	2975	89062	2976	849	278	1025	162	533	62760	50003	19103	35617	44749	0	0	0	0	0	0	0	0	0	684	0	
16944																														0	484	1242	0	1204		7		670	0			1030	141	1076	0	254	12784	4	0			0	6631	49	0	1815	49	56	243	1760	4519	0	1400	454	875	1102	1986	131								0	0		
16953																														0	0	564	0	784		3		3870	0			1381	0	1413	0	0	9321	0	0			0	1306	0	0	5037	160	13	187	947	0	0	3752	1112	1214	1524	412	0								0	0		
17110																														0	0	0	0	0		5908		0	0			1289	0	71063	0	0	78520	0	0			0	260	0	260	21950	260	0	0	0	0	0	78250	0	10	0	0	0								0	0		
