"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	TEXT4087	
	MICR9999REPORT DATE	LEGAL NAME	CERTIFICATE NUMBER	CITY NAME	STATE ABBREVIATION	ZIP CODE	PRIMARY INTERNET WEB ADDRESS	
101037	20021231							
101233	20021231							
101327	20021231							
101345	20021231							
101439	20021231							
101671	20021231							
101738	20021231							
101952	20021231							
102155	20021231							
102333	20021231							
102342	20021231							
102539	20021231							
102557	20021231							
103134	20021231							
103255	20021231							
103536	20021231							
103554	20021231							
103563	20021231							
103602	20021231							
104038	20021231							
104056	20021231							
104234	20021231							
104430	20021231							
104542	20021231							
104663	20021231							
105026	20021231							
105044	20021231							
105053	20021231							
105071	20021231							
105222	20021231							
105530	20021231							
105633	20021231							
106359	20021231							
106377	20021231							
106452	20021231							
106519	20021231							
106546	20021231							
106555	20021231							
106658	20021231							
107057	20021231							
107141	20021231							
107150	20021231							
107226	20021231							
107244	20021231							
107431	20021231							
107459	20021231							
107758	20021231							
108157	20021231							
108250	20021231							
108269	20021231							
108652	20021231							
108746	20021231							
108951	20021231							
109136	20021231							
109154	20021231							
109453	20021231							
109574	20021231							
109659	20021231							
109855	20021231							
110057	20021231							
110066	20021231							
110356	20021231							
110404	20021231							
110413	20021231							
110655	20021231							
110758	20021231							
110936	20021231							
110945	20021231							
111157	20021231							
111205	20021231							
111559	20021231							
111661	20021231							
111942	20021231							
111951	20021231							
111979	20021231							
112163	20021231							
112332	20021231							
112444	20021231							
112510	20021231							
112556	20021231							
112837	20021231							
112855	20021231							
112976	20021231							
113003	20021231							
113030	20021231							
113151	20021231							
113441	20021231							
113601	20021231							
113740	20021231							
113759	20021231							
113937	20021231							
114149	20021231							
114158	20021231							
114251	20021231							
114260	20021231							
114457	20021231							
114756	20021231							
114774	20021231							
114840	20021231							
114859	20021231							
115100	20021231							
115146	20021231							
115155	20021231							
115221	20021231							
115342	20021231							
115575	20021231							
115641	20021231							
116077	20021231							
116358	20021231							
116554	20021231							
116639	20021231							
116732	20021231							
116741	20021231							
117038	20021231							
117458	20021231							
117672	20021231							
117841	20021231							
118156	20021231							
118174	20021231							
118352	20021231							
118660	20021231							
118736	20021231							
119153	20021231							
119274	20021231							
119331	20021231							
119528	20021231							
119779	20021231							
120542	20021231							
120609	20021231							
120953	20021231							
121576	20021231							
121642	20021231							
121651	20021231							
121709	20021231							
121857	20021231							
121914	20021231							
122153	20021231							
122546	20021231							
122658	20021231							
122751	20021231							
122854	20021231							
123178	20021231							
123440	20021231							
123646	20021231							
124344	20021231							
124353	20021231							
124513	20021231							
124773	20021231							
124830	20021231							
125154	20021231							
125453	20021231							
125855	20021231							
125958	20021231							
126012	20021231							
126049	20021231							
126254	20021231							
126553	20021231							
126740	20021231							
126834	20021231							
126955	20021231							
127055	20021231							
127224	20021231							
127260	20021231							
127701	20021231							
128164	20021231							
128258	20021231							
128511	20021231							
128904	20021231							
128959	20021231							
129349	20021231							
129358	20021231							
129394	20021231							
129479	20021231							
129732	20021231							
129853	20021231							
129910	20021231							
130345	20021231							
130541	20021231							
130635	20021231							
130813	20021231							
130943	20021231							
131034	20021231							
131155	20021231							
131351	20021231							
131360	20021231							
131418	20021231							
131436	20021231							
131650	20021231							
131717	20021231							
131753	20021231							
131940	20021231							
132107	20021231							
132152	20021231							
132219	20021231							
132376	20021231							
132442	20021231							
132451	20021231							
132554	20021231							
132778	20021231							
132853	20021231							
132938	20021231							
133243	20021231							
133270	20021231							
133850	20021231							
133971	20021231							
134156	20021231							
134400	20021231							
134437	20021231							
134455	20021231							
134848	20021231							
135359	20021231							
135751	20021231							
135836	20021231							
135854	20021231							
136048	20021231							
136338	20021231							
136459	20021231							
136655	20021231							
137120	20021231							
137205	20021231							
137447	20021231							
137456	20021231							
137559	20021231							
137643	20021231							
137652	20021231							
137821	20021231							
137915	20021231							
138051	20021231							
138136	20021231							
138163	20021231							
138211	20021231							
138257	20021231							
138350	20021231							
138510	20021231							
138556	20021231							
138725	20021231							
138752	20021231							
138930	20021231							
139133	20021231							
139432	20021231							
139478	20021231							
139544	20021231							
139553	20021231							
139656	20021231							
139740	20021231							
139834	20021231							
139843	20021231							
139852	20021231							
139955	20021231							
140018	20021231							
140157	20021231							
140362	20021231							
140513	20021231							
140634	20021231							
141211	20021231							
141341	20021231							
141350	20021231							
141453	20021231							
141556	20021231							
141734	20021231							
141958	20021231							
142049	20021231							
142656	20021231							
142955	20021231							
143000	20021231							
143158	20021231							
143653	20021231							
143662	20021231							
143859	20021231							
143952	20021231							
144034	20021231							
144043	20021231							
144052	20021231							
144155	20021231							
144436	20021231							
144856	20021231							
144913	20021231							
144968	20021231							
145059	20021231							
145255	20021231							
145545	20021231							
145554	20021231							
145741	20021231							
145750	20021231							
145844	20021231							
145956	20021231							
146056	20021231							
146243	20021231							
146458	20021231							
146533	20021231							
146618	20021231							
146654	20021231							
146663	20021231							
146850	20021231							
147053	20021231							
147633	20021231							
147651	20021231							
147679	20021231							
147839	20021231							
147857	20021231							
147914	20021231							
147923	20021231							
148144	20021231							
148238	20021231							
148340	20021231							
148715	20021231							
148809	20021231							
148920	20021231							
149150	20021231							
149235	20021231							
149253	20021231							
149271	20021231							
149945	20021231							
150035	20021231							
150044	20021231							
150071	20021231							
150156	20021231							
150334	20021231							
150352	20021231							
150576	20021231							
150727	20021231							
150754	20021231							
151331	20021231							
151546	20021231							
151555	20021231							
151751	20021231							
151818	20021231							
151957	20021231							
152048	20021231							
152057	20021231							
152235	20021231							
152253	20021231							
152431	20021231							
152440	20021231							
152673	20021231							
152712	20021231							
152851	20021231							
153054	20021231							
153353	20021231							
153652	20021231							
154154	20021231							
154220	20021231							
154257	20021231							
154770	20021231							
155049	20021231							
155245	20021231							
155263	20021231							
155441	20021231							
155517	20021231							
155759	20021231							
156055	20021231							
156457	20021231							
156635	20021231							
156877	20021231							
156916	20021231							
156952	20021231							
157155	20021231							
157379	20021231							
157650	20021231							
157744	20021231							
157838	20021231							
157856	20021231							
157904	20021231							
158554	20021231							
158741	20021231							
158750	20021231							
158947	20021231							
158974	20021231							
159243	20021231							
159476	20021231							
159636	20021231							
159645	20021231							
159953	20021231							
160360	20021231							
160454	20021231							
160557	20021231							
160614	20021231							
160650	20021231							
160959	20021231							
161031	20021231							
161107	20021231							
161273	20021231							
161433	20021231							
161527	20021231							
161602	20021231							
162337	20021231							
162878	20021231							
163343	20021231							
163370	20021231							
163549	20021231							
163745	20021231							
163857	20021231							
164032	20021231							
164153	20021231							
164331	20021231							
164377	20021231							
164742	20021231							
164854	20021231							
164957	20021231							
164975	20021231							
165039	20021231							
165356	20021231							
165628	20021231							
165758	20021231							
165806	20021231							
166111	20021231							
166531	20021231							
166652	20021231							
166737	20021231							
166803	20021231							
166849	20021231							
167060	20021231							
167453	20021231							
167556	20021231							
167565	20021231							
167752	20021231							
167855	20021231							
167864	20021231							
168320	20021231							
168366	20021231							
168441	20021231							
168571	20021231							
168731	20021231							
168759	20021231							
169073	20021231							
169233	20021231							
169327	20021231							
169354	20021231							
169569	20021231							
169653	20021231							
169756	20021231							
169859	20021231							
169952	20021231							
170051	20021231							
170257	20021231							
170332	20021231							
170640	20021231							
170716	20021231							
170912	20021231							
170976	20021231							
171133	20021231							
171227	20021231							
171348	20021231							
171656	20021231							
171759	20021231							
171768	20021231							
171852	20021231							
172000	20021231							
172158	20021231							
172251	20021231							
172354	20021231							
172363	20021231							
172457	20021231							
172747	20021231							
172804	20021231							
172840	20021231							
172859	20021231							
173306	20021231							
173333	20021231							
173342	20021231							
173548	20021231							
173557	20021231							
173575	20021231							
173641	20021231							
173801	20021231							
173959	20021231							
174321	20021231							
174367	20021231							
174406	20021231							
174451	20021231							
174648	20021231							
175056	20021231							
175140	20021231							
175458	20021231							
175560	20021231							
175609	20021231							
175672	20021231							
176053	20021231							
176101	20021231							
176240	20021231							
176325	20021231							
176437	20021231							
176464	20021231							
176642	20021231							
177135	20021231							
177443	20021231							
177500	20021231							
177546	20021231							
177555	20021231							
177742	20021231							
177751	20021231							
177920	20021231							
177957	20021231							
178020	20021231							
178057	20021231							
178150	20021231							
178244	20021231							
178271	20021231							
178356	20021231							
178561	20021231							
178851	20021231							
179148	20021231							
179335	20021231							
179559	20021231							
179700	20021231							
179755	20021231							
180041	20021231							
180078	20021231							
180144	20021231							
180201	20021231							
180416	20021231							
180443	20021231							
180537	20021231							
180649	20021231							
180845	20021231							
181169	20021231							
181347	20021231							
181459	20021231							
181758	20021231							
181851	20021231							
181963	20021231							
182054	20021231							
182157	20021231							
182175	20021231							
182353	20021231							
182401	20021231							
182540	20021231							
182652	20021231							
182951	20021231							
183042	20021231							
183051	20021231							
183154	20021231							
183668	20021231							
183770	20021231							
183846	20021231							
183958	20021231							
184142	20021231							
184245	20021231							
184656	20021231							
184692	20021231							
184759	20021231							
184937	20021231							
185037	20021231							
185251	20021231							
185448	20021231							
185457	20021231							
185859	20021231							
186221	20021231							
186548	20021231							
186557	20021231							
186650	20021231							
186717	20021231							
186744	20021231							
186838	20021231							
186856	20021231							
187358	20021231							
187451	20021231							
187648	20021231							
187947	20021231							
188056	20021231							
188261	20021231							
188364	20021231							
188430	20021231							
188449	20021231							
188720	20021231							
188739	20021231							
188757	20021231							
188917	20021231							
188926	20021231							
189044	20021231							
189129	20021231							
189352	20021231							
189419	20021231							
189530	20021231							
189549	20021231							
189745	20021231							
189820	20021231							
189950	20021231							
190246	20021231							
190451	20021231							
190554	20021231							
190563	20021231							
190639	20021231							
190648	20021231							
190732	20021231							
190947	20021231							
190956	20021231							
191177	20021231							
191355	20021231							
191449	20021231							
191458	20021231							
191663	20021231							
191805	20021231							
191832	20021231							
191935	20021231							
191944	20021231							
192147	20021231							
192156	20021231							
192558	20021231							
192606	20021231							
192651	20021231							
192857	20021231							
193162	20021231							
193247	20021231							
193452	20021231							
193461	20021231							
193470	20021231							
193537	20021231							
193649	20021231							
193809	20021231							
194253	20021231							
194440	20021231							
194936	20021231							
195072	20021231							
195111	20021231							
195157	20021231							
195353	20021231							
195456	20021231							
196257	20021231							
196350	20021231							
196426	20021231							
196743	20021231							
196752	20021231							
196800	20021231							
197142	20021231							
197254	20021231							
197302	20021231							
197357	20021231							
197478	20021231							
197740	20021231							
197759	20021231							
198046	20021231							
198103	20021231							
198149	20021231							
198251	20021231							
198448	20021231							
198831	20021231							
198859	20021231							
198961	20021231							
199052	20021231							
199137	20021231							
199351	20021231							
199436	20021231							
199454	20021231							
199463	20021231							
199940	20021231							
200042	20021231							
200435	20021231							
200640	20021231							
201049	20021231							
201124	20021231							
201254	20021231							
201441	20021231							
201638	20021231							
201647	20021231							
201834	20021231							
202251	20021231							
202514	20021231							
202541	20021231							
202550	20021231							
202907	20021231							
203052	20021231							
203333	20021231							
203418	20021231							
203575	20021231							
203753	20021231							
203847	20021231							
204004	20021231							
204237	20021231							
204808	20021231							
204826	20021231							
205159	20021231							
205243	20021231							
205346	20021231							
205430	20021231							
205458	20021231							
205542	20021231							
205654	20021231							
206156	20021231							
206567	20021231							
206772	20021231							
206950	20021231							
207041	20021231							
207050	20021231							
207452	20021231							
207555	20021231							
207564	20021231							
207845	20021231							
207872	20021231							
207957	20021231							
208057	20021231							
208169	20021231							
208244	20021231							
208329	20021231							
208347	20021231							
208440	20021231							
208459	20021231							
208655	20021231							
208927	20021231							
208972	20021231							
209139	20021231							
209148	20021231							
209335	20021231							
209362	20021231							
209447	20021231							
209559	20021231							
209652	20021231							
209830	20021231							
209858	20021231							
210238	20021231							
210256	20021231							
210434	20021231							
210443	20021231							
210452	20021231							
210555	20021231							
211114	20021231							
211338	20021231							
211543	20021231							
211628	20021231							
211851	20021231							
211954	20021231							
212018	20021231							
212120	20021231							
212335	20021231							
212344	20021231							
212456	20021231							
212465	20021231							
212522	20021231							
213538	20021231							
213912	20021231							
213921	20021231							
213958	20021231							
214106	20021231							
214414	20021231							
214571	20021231							
214722	20021231							
214807	20021231							
214843	20021231							
215130	20021231							
215251	20021231							
215345	20021231							
215354	20021231							
215653	20021231							
215662	20021231							
215710	20021231							
215756	20021231							
215952	20021231							
216164	20021231							
216230	20021231							
216258	20021231							
216445	20021231							
216632	20021231							
216922	20021231							
217059	20021231							
217479	20021231							
217620	20021231							
218131	20021231							
218261	20021231							
218757	20021231							
218775	20021231							
218832	20021231							
218850	20021231							
218878	20021231							
219044	20021231							
219259	20021231							
219343	20021231							
219651	20021231							
219857	20021231							
220040	20021231							
220059	20021231							
220527	20021231							
220545	20021231							
220554	20021231							
220844	20021231							
221476	20021231							
221533	20021231							
221654	20021231							
222053	20021231							
222147	20021231							
222156	20021231							
222446	20021231							
222558	20021231							
222754	20021231							
223005	20021231							
223238	20021231							
223322	20021231							
223331	20021231							
223452	20021231							
223751	20021231							
223845	20021231							
224552	20021231							
224637	20021231							
224655	20021231							
224749	20021231							
224954	20021231							
225054	20021231							
225157	20021231							
225241	20021231							
225250	20021231							
225335	20021231							
225559	20021231							
225773	20021231							
225942	20021231							
226051	20021231							
226659	20021231							
226734	20021231							
226752	20021231							
226949	20021231							
227151	20021231							
227179	20021231							
227357	20021231							
227405	20021231							
227656	20021231							
228000	20021231							
228055	20021231							
228158	20021231							
228345	20021231							
228952	20021231							
229146	20021231							
229342	20021231							
229427	20021231							
229454	20021231							
229801	20021231							
229913	20021231							
229940	20021231							
229959	20021231							
230254	20021231							
230357	20021231							
230423	20021231							
230508	20021231							
230535	20021231							
230553	20021231							
230610	20021231							
230740	20021231							
230759	20021231							
231149	20021231							
231242	20021231							
231279	20021231							
231336	20021231							
231961	20021231							
232258	20021231							
232548	20021231							
232744	20021231							
232847	20021231							
232856	20021231							
233022	20021231							
233031	20021231							
233246	20021231							
233358	20021231							
233442	20021231							
233451	20021231							
233527	20021231							
233554	20021231							
234056	20021231							
234355	20021231							
234506	20021231							
234645	20021231							
234739	20021231							
234841	20021231							
235017	20021231							
235231	20021231							
235316	20021231							
235446	20021231							
235521	20021231							
235530	20021231							
235558	20021231							
235950	20021231							
236050	20021231							
236153	20021231							
236256	20021231							
236452	20021231							
236519	20021231							
236603	20021231							
236649	20021231							
236667	20021231							
236706	20021231							
236751	20021231							
236957	20021231							
237066	20021231							
237150	20021231							
237619	20021231							
237637	20021231							
237936	20021231							
237954	20021231							
238045	20021231							
238139	20021231							
238241	20021231							
238250	20021231							
238371	20021231							
238661	20021231							
238737	20021231							
238755	20021231							
238812	20021231							
239015	20021231							
239042	20021231							
239275	20021231							
239323	20021231							
239556	20021231							
239613	20021231							
239640	20021231							
239659	20021231							
239752	20021231							
240141	20021231							
240356	20021231							
240459	20021231							
240468	20021231							
240954	20021231							
241009	20021231							
241157	20021231							
241559	20021231							
241607	20021231							
242015	20021231							
242248	20021231							
242257	20021231							
242275	20021231							
242444	20021231							
242949	20021231							
242958	20021231							
243151	20021231							
243375	20021231							
243414	20021231							
243647	20021231							
243870	20021231							
243955	20021231							
244037	20021231							
244149	20021231							
244158	20021231							
244251	20021231							
244345	20021231							
244907	20021231							
245016	20021231							
245276	20021231							
245333	20021231							
245351	20021231							
245557	20021231							
245566	20021231							
245856	20021231							
246022	20021231							
246134	20021231							
246237	20021231							
246321	20021231							
246451	20021231							
246657	20021231							
246947	20021231							
246956	20021231							
247140	20021231							
247355	20021231							
247449	20021231							
247476	20021231							
247551	20021231							
247645	20021231							
247711	20021231							
247908	20021231							
248147	20021231							
248240	20021231							
248352	20021231							
248455	20021231							
248633	20021231							
248745	20021231							
248950	20021231							
248969	20021231							
249153	20021231							
249256	20021231							
249304	20021231							
249416	20021231							
249546	20021231							
249555	20021231							
249564	20021231							
249612	20021231							
249658	20021231							
249872	20021231							
249957	20021231							
250047	20021231							
250113	20021231							
250430	20021231							
250850	20021231							
251008	20021231							
251352	20021231							
251558	20021231							
251736	20021231							
251745	20021231							
251857	20021231							
251969	20021231							
252041	20021231							
252256	20021231							
252452	20021231							
252658	20021231							
252706	20021231							
252836	20021231							
253262	20021231							
253356	20021231							
253440	20021231							
253468	20021231							
253646	20021231							
253730	20021231							
253776	20021231							
254148	20021231							
254317	20021231							
254504	20021231							
254652	20021231							
254670	20021231							
254849	20021231							
254867	20021231							
255136	20021231							
255350	20021231							
255462	20021231							
255547	20021231							
