"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					0	0	0.0000	0.0000	
242					1	37	0.0475	0.0475	
279					2	24	0.0600	0.0600	
354					1	1	0.0425	0.0425	
439					1	28	0.0575	0.0575	
457					1	14	0.0750	0.0750	
505					0	0	0.0000	0.0000	
1146					0	0	0.0000	0.0000	
1155					0	0	0.0000	0.0000	
1351					0	0	0.0000	0.0000	
1454					0	0	0.0000	0.0000	
1557					3	30	0.0790	0.1150	
1632					0	0	0.0000	0.0000	
1669					1	10	0.0700	0.0700	
1829					0	0	0.0000	0.0000	
1856					0	0	0.0000	0.0000	
2040					2	166	0.0550	0.0650	
2161					1	11	0.0800	0.0800	
2376					0	0	0.0000	0.0000	
2451					1	70	0.0475	0.0475	
2554					0	0	0.0000	0.0000	
2732					0	0	0.0000	0.0000	
2750					1	7	0.0700	0.0700	
2938					0	0	0.0000	0.0000	
2956					0	0	0.0000	0.0000	
3252					2	220	0.0650	0.0775	
3458					0	0	0.0000	0.0000	
3506					0	0	0.0000	0.0000	
3579					1	16	0.0482	0.0482	
3720					0	0	0.0000	0.0000	
3953					0	0	0.0000	0.0000	
4138					3	64	0.0525	0.0525	
4147					0	0	0.0000	0.0000	
4156					0	0	0.0000	0.0000	
4231					0	0	0.0000	0.0000	
4437					4	632	0.0425	0.0600	
4745					0	0	0.0000	0.0000	
4839					0	0	0.0000	0.0000	
5005					1	125	0.0525	0.0525	
5050					0	0	0.0000	0.0000	
5069					0	0	0.0000	0.0000	
5135					0	0	0.0000	0.0000	
5210					0	0	0.0000	0.0000	
5247					0	0	0.0000	0.0000	
5274					2	30	0.0600	0.1800	
5331					0	0	0.0000	0.0000	
5461					0	0	0.0000	0.0000	
5751					0	0	0.0000	0.0000	
5939					0	0	0.0000	0.0000	
6039					4	81	0.0490	0.0525	
6057					0	0	0.0000	0.0000	
6141					0	0	0.0000	0.0000	
6329					0	0	0.0000	0.0000	
6972					1	25	0.0425	0.2500	
7009					0	0	0.0000	0.0000	
7045					0	0	0.0000	0.0000	
7157					0	0	0.0000	0.0000	
7166					0	0	0.0000	0.0000	
7456					2	12	0.0750	0.0775	
7634					1	36	0.0525	0.0525	
8033					0	0	0.0000	0.0000	
8154					0	0	0.0000	0.0000	
8417					0	0	0.0000	0.0000	
8462					8	143	0.0280	0.0775	
8547					0	0	0.0000	0.0000	
8631					0	0	0.0000	0.0000	
9115					0	0	0.0000	0.0000	
9160					1	255	0.0575	0.0575	
9357					0	0	0.0000	0.0000	
9553					0	0	0.0000	0.0000	
9807					0	0	0.0000	0.0000	
9955					0	0	0.0000	0.0000	
10157					0	0	0.0000	0.0000	
10250					0	0	0.0000	0.0000	
10849					2	362	0.0645	0.0725	
10858					0	0	0	0	
11145					1	76	0.0550	0.0550	
11640					0	0	0.0000	0.0000	
11837					0	0	0	0	
12030					0	0	0.0000	0.0000	
12058					2	49	0.0425	0.0900	
12142					0	0	0.0000	0.0000	
12245					0	0	0.0000	0.0000	
12311	3	1084	0.05	0.0575					
12357					1	30	0.0850	0.0850	
12647					3	375	0.0588	0.0600	
12656					0	0	0.0000	0.0000	
12937					0	0	0.0000	0.0000	
12946					5	175	0.0525	0.0650	
12955					0	0	0.0000	0.0000	
13037					3	63	0.0395	0.0775	
13103					0	0	0.0000	0.0000	
13251					0	0	0.0000	0.0000	
13309					0	0	0.0000	0.0000	
13457					1	11	0.0440	0.0440	
14052					10	761	0.0430	0.0690	
14155					0	0	0.0000	0.0000	
14258					2	115	0.0400	0.0425	
14409	1	1001	0.0470	0.0470					
14454					0	0	0.0000	0.0000	
14650					0	0	0.0000	0.0000	
14753					2	58	0.0525	0.0660	
14865					0	0	0.0000	0.0000	
14931					0	0	0.0000	0.0000	
14940					0	0	0.0000	0.0000	
15536					0	0	0.0000	0.0000	
15732					0	0	0.0000	0.0000	
16337					1	12	0.0700	0.0700	
16355					0	0	0.0000	0.0000	
16458					0	0	0.0000	0.0000	
16551					0	0	0.0000	0.0000	
16748					4	124	0.0575	0.1500	
16766					0	0	0.0000	0.0000	
16944					0	0	0.0000	0.0000	
16953					2	17	0.0775	0.0775	
17110					2	80	0.0325	0.0325	
17147					0	0	0.0000	0.0000	
17259					0	0	0.0000	0.0000	
17464					3	44	0.0575	0.1488	
17549					0	0	0.0000	0.0000	
17839					0	0	0.0000	0.0000	
17950					0	0	0.0000	0.0000	
18050					0	0	0.0000	0.0000	
18135					1	159	0.0575	0.0575	
18368					0	0	0.0000	0.0000	
18377					0	0	0.0000	0.0000	
18827					0	0	0.0000	0.0000	
18836					0	0	0.0000	0.0000	
18854					0	0	0.0000	0.0000	
18863					0	0	0.0000	0.0000	
18957					1	262	0.0650	0.0650	
19356					0	0	0.0000	0.0000	
19730					3	385	0.0425	0.0425	
19936					0	0	0.0000	0.0000	
19972					1	33	0.0500	0.0500	
20053					0	0	0.0000	0.0000	
20147					6	173	0.0410	0.0700	
20259					0	0	0.0000	0.0000	
20370					0	0	0.0000	0.0000	
20512					0	0	0.0000	0.0000	
20633					2	43	0.0499	0.0525	
20754					0	0	0.0000	0.0000	
20839					2	150	0.0425	0.0495	
20857					0	0	0.0000	0.0000	
20866					1	400	0.0700	0.0700	
21256					0	0	0.0000	0.0000	
21359					0	0	0.0000	0.0000	
21630					0	0	0.0000	0.0000	
21658					0	0	0.0000	0.0000	
22048					4	653	0.0650	0.0950	
22235					2	154	0.0425	0.0625	
22356					1	10	0.0425	0.0425	
22459					1	25	0.0425	0.0425	
22543					0	0	0.0000	0.0000	
22552					0	0	0.0000	0.0000	
22730					1	61	0.0575	0.0575	
22936					0	0	0.0000	0.0000	
22954					1	98	0.0700	0.0700	
23036					1	1	0.0630	0.0630	
23045					0	0	0.0000	0.0000	
23241					1	300	0.0450	0.0450	
23456					1	128	0.0675	0.0675	
23504					0	0	0.0000	0.0000	
23540					1	20	0.0500	0.0500	
23643					2	50	0.0700	0.0700	
23755					1	130	0.0590	0.0590	
23812					0	0	0.0000	0.0000	
24006					0	0	0.0000	0.0000	
24266					0	0	0.0000	0.0000	
24453					0	0	0.0000	0.0000	
24659					0	0	0.0000	0.0000	
24668					4	98	0.0432	0.1000	
24855					0	0	0.0000	0.0000	
24949					0	0	0.0000	0.0000	
25357					0	0	0.0000	0.0000	
25647					0	0	0.0000	0.0000	
25852					5	692	0.0425	0.0650	
26149					0	0	0.0000	0.0000	
26233					1	28	0.0625	0.0625	
26242					1	86	0.0588	0.0588	
26457					0	0	0.0000	0.0000	
26756					0	0	0.0000	0.0000	
26765					2	3	0.0425	0.0575	
26859					0	0	0.0000	0.0000	
26916					0	0	0.0000	0.0000	
27548					0	0	0.0000	0.0000	
27614					0	0	0.0000	0.0000	
27838					0	0	0.0000	0.0000	
27847					0	0	0.0000	0.0000	
28013					0	0	0.0000	0.0000	
28152					0	0	0.0000	0.0000	
28255					0	0	0.0000	0.0000	
28349					1	273	0.0425	0.0425	
28406					0	0	0.0000	0.0000	
28572					0	0	0.0000	0.0000	
28732					1	26	0.0549	0.0549	
29104					0	0	0.0000	0.0000	
29159					0	0	0.0000	0.0000	
29252					0	0	0.0000	0.0000	
29636					0	0	0.0000	0.0000	
29850					2	25	0.0800	0.0800	
29944					0	0	0.0000	0.0000	
29953					0	0	0.0000	0.0000	
30025					0	0	0.0000	0.0000	
30052					2	116	0.0525	0.0700	
30146					0	0	0.0000	0.0000	
30155					0	0	0.0000	0.0000	
30258					0	0	0.0000	0.0000	
30418					0	0	0.0000	0.0000	
30502					0	0	0.0000	0.0000	
30650					0	0	0.0000	0.0000	
30810					0	0	0.0000	0.0000	
30856					0	0	0.0000	0.0000	
31134					0	0	0.0000	0.0000	
31152					3	161	0.0575	0.0775	
31255					0	0	0.0000	0.0000	
31303					6	814	0.0375	0.0588	
31657					2	24	0.0550	0.0675	
31826					1	59	0.0400	0.0400	
31835					1	5	0.0525	0.0525	
32159					0	0	0.0000	0.0000	
32234					4	68	0.0700	0.0725	
32766					1	60	0.0600	0.0600	
33147					0	0	0.0000	0.0000	
33259					0	0	0.0000	0.0000	
33268					0	0	0.0000	0.0000	
33549					0	0	0.0000	0.0000	
33727					1	174	0.0625	0.0625	
33754					0	0	0.0000	0.0000	
33772					0	0	0.0000	0.0000	
33839					0	0	0.0000	0.0000	
33857					2	30	0.0670	0.0725	
34153					0	0	0.0000	0.0000	
34359					1	7	0.0600	0.0600	
34425					1	20	0.0475	0.0475	
34434					2	559	0.0600	0.0600	
34452					0	0	0.0000	0.0000	
34537					1	212	0.0625	0.0625	
34555					1	14	0.0475	0.0475	
34742					1	445	0.0556	0.0556	
34836					0	0	0.0000	0.0000	
34863					2	57	0.0475	0.0700	
35057					0	0	0.0000	0.0000	
35244					0	0	0.0000	0.0000	
35301	0	0	0.0000	0.0000					
35570					0	0	0.0000	0.0000	
35646					0	0	0.0000	0.0000	
35842					1	100	0.0512	0.0512	
35851					0	0	0.0000	0.0000	
35936					0	0	0.0000	0.0000	
36054					2	134	0.0525	0.0850	
36344					2	126	0.0600	0.0650	
36456					1	170	0.0550	0.0550	
36830					0	0	0.0000	0.0000	
36858					0	0	0.0000	0.0000	
36933					0	0	0.0000	0.0000	
37051					0	0	0.0000	0.0000	
37341					1	1	0.0825	0.0825	
37350					0	0	0.0000	0.0000	
37378					0	0	0.0000	0.0000	
37435					1	50	0.0600	0.0600	
37640					0	0	0.0000	0.0000	
37659					0	0	0.0000	0.0000	
37743					0	0	0.0000	0.0000	
37949					0	0	0.0000	0.0000	
38441					0	0	0.0000	0.0000	
38478					0	0	0.0000	0.0000	
38526					0	0	0.0000	0.0000	
38535					0	0	0.0000	0.0000	
38740					4	451	0.0474	0.0688	
39327					0	0	0.0000	0.0000	
39420					0	0	0.0000	0.0000	
39475					0	0	0.0000	0.0000	
39756					0	0	0.0000	0.0000	
39934					1	35	0.0425	0.0425	
40033					2	17	0.0380	0.0403	
40051					0	0	0.0000	0.0000	
40305					0	0	0.0000	0.0000	
40350					0	0	0.0000	0.0000	
40707					0	0	0.0000	0.0000	
40855					0	0	0.0000	0.0000	
41245					2	4	0.0700	0.0900	
41553					0	0	0.0000	0.0000	
41629					0	0	0.0000	0.0000	
41647					1	50	0.0475	0.0475	
41759					0	0	0.0000	0.0000	
41825					1	20	0.0575	0.0575	
41937					0	0	0.0000	0.0000	
41955					0	0	0.0000	0.0000	
42037					1	25	0.0625	0.0625	
42055					2	22	0.0530	0.1050	
42354					1	100	0.0600	0.0600	
42420					2	332	0.0525	0.0525	
42448					1	190	0.0625	0.0625	
42457					1	11	0.0700	0.0700	
42541	1	240	0.0538	0.0538					
43052					2	225	0.0650	0.0650	
43155					0	0	0.0000	0.0000	
43173	0	0	0.0000	0.0000					
43324					2	276	0.0525	0.0700	
43351					0	0	0.0000	0.0000	
43454					0	0	0.0000	0.0000	
43511					1	5	0.0624	0.0624	
43641					0	0	0.0000	0.0000	
43744					0	0	0.0000	0.0000	
43856					1	561	0.0599	0.0599	
43959					0	0	0.0000	0.0000	
44040					1	10	0.0550	0.0550	
44134	0	0	0.0000	0.0000					
44433					0	0	0.0000	0.0000	
44451					0	0	0.0000	0.0000	
44602	0	0	0.0000	0.0000					
44741					0	0	0.0000	0.0000	
44750					0	0	0.0000	0.0000	
44929					4	507	0.0525	0.0725	
45038					1	85	0.0650	0.0650	
45047					0	0	0.0000	0.0000	
45056					0	0	0.0000	0.0000	
45270					0	0	0.0000	0.0000	
45430					0	0	0.0000	0.0000	
45458					0	0	0.0000	0.0000	
45551					8	741	0.0500	0.0825	
45560					0	0	0.0000	0.0000	
45627					0	0	0.0000	0.0000	
45775					0	0	0.0000	0.0000	
46053					2	12	0.1275	0.1325	
