"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	
269058	725	48	38	0	704	65	0	
269478	314	0	0	0	314	0	0	
269656	278	8	402	0	285	417	0	
269759	594	0	20	0	605	31	0	
270036	4123	840	1	0	3904	622	0	
270148	587	310	22	0	504	249	0	
270335	3479	1446	172	0	3836	1752	-223	
270353	316	85	5	0	326	100	0	
270504	2156	326	119	0	2008	297	0	
270531	4776	7027	737	0	12394	15382	0	
270652	357	114	1	0	337	95	0	
271136	1800	400	508	0	1800	908	0	
271154	662	55	7	0	627	27	0	
271275	915	91	5	0	843	24	0	
271341	922	243	117	0	1079	517	0	
271529	1166	313	45	0	896	88	0	
271631	1065	240	144	0	1026	345	0	
271743	317	0	84	0	294	61	0	
271752	686	290	68	0	683	355	0	
271855	976	-48	15	0	1110	101	0	
272030	165	120	27	0	132	114	0	
272058	135	18	2	0	115	0	0	
272151	344	0	22	0	346	24	0	
272218	76138	19008	4472	0	73484	20826	0	
272245	113	8	2	0	112	9	0	
272254	116	10	24	0	116	34	0	
272272	1717	390	65	0	1441	179	0	
272302	1284	107	1	0	1203	27	0	
272357	293	25	37	0	231	0	0	
272870	544	0	13	0	531	0	0	
273149	1285	542	84	0	784	125	0	
273251	540	70	15	0	499	44	0	
273336	4944	2110	99	0	5472	2737	0	
273523	10694	2963	1113	0	9844	3226	0	
273550	1177	0	90	0	1143	56	0	
273653	590	80	107	0	606	203	0	
273662	2044	100	11	0	1987	54	0	
273840	178	12	1	0	166	1	0	
273859	58	84	1	0	32	59	0	
273907	2471	380	128	0	2217	148	-106	
274025	142	13	1	0	129	1	0	
274052	195	25	7	0	205	42	0	
274164	1172	425	64	0	1077	394	0	
274548	1373	0	4	0	1495	126	0	
274641	255	0	52	0	222	19	0	
274753	122	6	8	0	114	6	0	
274829	2715	780	218	0	2426	709	0	
274856	603	0	3	0	623	23	0	
275116	1632	310	51	0	1577	306	0	
275255	276	90	9	0	312	135	0	
275358	1926	0	44	0	2066	184	0	
275509	1644	120	0	0	1524	0	0	
275657	268	60	11	0	326	129	0	
275750	2693	481	67	0	2410	265	0	
275769	65	-25	28	0	65	3	0	
276159	519	270	82	0	605	438	0	
276355	318	0	85	0	336	103	0	
276449	464	0	89	0	392	17	0	
276551	897	0	2	0	916	21	0	
276579	95811	41300	8194	0	83196	46753	9874	
276645	666	120	15	0	592	61	0	
276654	176	-71	0	0	278	31	0	
276711	370	0	0	0	370	0	0	
276775	105	0	5	0	110	10	0	
276850	4828	3466	514	0	4838	3990	0	
276953	207	96	6	0	221	116	0	
277053	503	63	65	0	442	67	0	
277240	998	180	0	0	832	14	0	
277277	107	0	0	0	107	0	0	
277558	421	195	13	0	413	200	0	
277567	1437	66	159	0	1366	154	0	
277736	668	100	40	0	660	132	0	
277820	1293	192	234	0	1496	629	0	
277950	160	35	19	0	163	57	0	
278078	861	227	0	0	634	0	0	
278153	600	644	23	0	219	286	0	
278256	1166	475	11	0	774	94	0	
278555	2785	1038	203	0	2272	728	0	
278733	743	424	58	0	827	566	0	
278751	141	73	61	0	117	110	0	
278818	1935	180	55	0	1816	116	0	
278957	853	485	6	0	729	367	0	
279105	3992	0	123	0	3917	48	0	
279253	1779	299	86	0	1537	143	0	
279338	2146	759	53	0	1660	326	0	
279673	482	-89	216	0	357	2	0	
279842	1374	210	2	0	1207	45	0	
279954	1681	-1225	706	0	2511	311	0	
280044	11410	5700	773	0	7992	3055	0	
280110	1325029	440065	112137	41180	1578008	764001	0	
280138	840	96	80	0	799	135	0	
280352	155	12	0	0	143	0	0	
280558	90	0	8	0	87	5	0	
280624	4639	77	60	0	4666	164	0	
280950	1139	220	89	0	945	115	0	
281144	1384	240	2	0	1153	11	0	
281210	1002	615	282	0	951	846	0	
281416	6206	1460	455	0	6204	1913	0	
281751	80	30	2	0	104	56	0	
281845	514	300	7	0	270	63	0	
282048	615	122	80	0	555	142	0	
282141	42298	44284	1734	0	21008	24728	0	
282208	4212	225	164	0	5482	2398	739	
282226	1819	300	62	0	1648	191	0	
282329	6218	1460	167	0	3536	1127	2182	
282824	1073	489	20	0	743	179	0	
283054	2394	1218	33	0	2164	1021	0	
283157	599	160	98	0	628	287	0	
283438	1985	550	498	0	1751	814	0	
283652	436	288	45	0	616	513	0	
283737	2734	533	74	0	2581	454	0	
283858	383	25	5	0	354	1	0	
283867	1370	0	231	0	1728	589	0	
284154	398	55	110	0	411	178	0	
284239	992	821	560	0	940	1329	0	
284248	300	109	16	0	352	177	0	
284332	2132	860	130	0	1829	687	0	
284408	273	198	21	0	153	99	0	
284556	569	1084	32	0	448	995	0	
284743	373	50	7	0	431	115	0	
284819	10865	3400	902	0	9843	3280	0	
284958	388	0	45	0	468	125	0	
285151	801	46	57	0	831	133	0	
285348	916	172	10	0	789	55	0	
285544	2322	676	152	0	1983	489	0	
285553	144	11	0	0	144	11	0	
285740	3255	866	52	0	2661	324	0	
285759	388	101	8	0	310	31	0	
285777	35	5	0	0	35	5	0	
285852	941	390	20	0	774	243	0	
285928	1344	493	42	0	1001	192	0	
285937	1915	180	156	0	1838	259	0	
286251	177	35	67	0	164	89	0	
286457	166	48	9	0	139	30	0	
286466	2103	1010	72	0	1294	273	0	
286840	187	25	1	0	172	11	0	
286952	832	202	12	0	766	148	0	
287007	2148	900	25	0	1259	36	0	
287155	208	8	14	0	215	29	0	
287324	768	290	153	0	510	185	0	
287342	191	12	0	0	179	0	0	
287351	1110	58	63	0	1035	46	0	
287445	1956	436	82	0	1602	164	0	
287539	1720	593	0	0	1189	62	0	
287650	316	265	13	0	322	284	0	
287856	237	90	42	0	252	147	0	
287922	620	0	24	0	618	22	0	
287959	410	12	8	0	390	0	0	
288152	103	0	0	0	103	0	0	
288358	627	394	156	0	621	544	0	
288376	1322	575	117	0	1158	678	150	
288750	268	135	32	0	208	107	0	
288853	2311	166	219	0	2740	814	0	
289056	572	100	5	0	471	4	0	
289065	537	350	11	0	361	185	0	
289225	142	9	1	0	142	10	0	
289449	1241	0	117	0	1124	0	0	
289515	4305	1190	111	0	4051	1047	0	
289542	2663	575	8	0	2168	88	0	
289702	6632	600	677	0	6196	841	0	
289739	559	66	14	0	498	19	0	
289757	1805	1207	3	0	785	190	0	
290052	6654	1449	391	0	6783	1969	0	
290230	949	123	70	0	840	84	0	
290249	4107	775	131	0	3907	706	0	
290838	50	0	0	0	51	1	0	
290847	138	0	0	0	138	0	0	
290922	397	150	15	0	277	45	0	
291059	419	169	6	0	426	182	0	
291152	543	74	55	0	543	129	0	
291273	1259	0	0	0	1389	130	0	
291330	286	40	89	0	321	164	0	
291611	2173	570	147	0	2171	715	0	
291732	352	112	12	0	298	70	0	
291910	585	270	107	0	673	465	0	
292234	1059	1956	54	0	275	1725	499	
292467	210	18	12	0	195	15	0	
292524	2860	1248	161	0	2650	1199	0	
292850	323	77	15	0	278	47	0	
292908	2146	420	16	0	1786	76	0	
293026	1737	433	32	0	1494	222	0	
293053	1492	380	29	0	879	96	300	
293352	129	33	1	0	161	66	0	
293437	201	11	63	0	351	224	0	
293558	1091	4	73	0	1146	132	0	
293651	401	50	10	0	365	24	0	
293736	5431	1839	147	0	4211	766	0	
293754	398	64	3	0	412	81	0	
294023	688	135	210	0	762	419	0	
294153	364	0	9	0	390	35	0	
294256	2458	444	79	0	2412	477	0	
294331	1758	640	171	0	1129	182	0	
294359	272	38	30	0	250	46	0	
294564	622	417	2	0	360	157	0	
294751	2160	280	268	0	1837	225	0	
294779	3777	773	119	0	3352	467	0	
294827	487	120	5	0	394	32	0	
295011	2414	402	56	0	2090	134	0	
295057	391	350	209	0	520	688	0	
295356	216	29	8	0	186	7	0	
295552	1143	152	4	0	442	202	747	
295628	4472	270	159	0	4364	321	0	
295637	1047	110	43	0	993	99	0	
295646	59	20	0	0	59	20	0	
295758	310	60	0	0	399	149	0	
296102	1105	200	54	0	1035	184	0	
296438	855	297	4	0	414	13	153	
296456	1309	0	376	0	1471	538	0	
296559	1197	402	65	0	1533	803	0	
296755	457	238	57	0	496	334	0	
296858	221	456	9	0	185	429	0	
297042	1014	17	1	0	926	0	70	
297051	551	95	6	0	456	6	0	
297257	248	156	0	0	259	167	0	
297453	688	122	20	0	629	83	0	
297547	126	18	9	0	109	10	0	
297631	1722	180	56	0	1627	141	0	
297734	1595	230	54	0	1738	427	0	
297761	636	117	13	0	566	60	0	
298049	480	77	4	0	460	61	0	
298058	119	3	0	0	117	1	0	
298218	850	172	3	0	700	25	0	
298245	1094	410	72	0	919	307	0	
299046	9546	4815	485	0	9107	4861	0	
299251	165	13	9	0	155	12	0	
299644	839	0	102	0	485	126	378	
299653	263	25	25	0	241	28	0	
299868	3886	152	234	0	3908	408	0	
300009	3104	420	37	0	2891	340	96	
300036	2307	1240	166	0	2118	1217	0	
300063	2054	0	40	0	2092	78	0	
300157	353	0	2	0	366	15	0	
300250	375	157	35	0	275	92	0	
300353	1053	904	166	0	217	1036	802	
300371	1495	1554	40	0	1114	1213	0	
300456	165	0	16	0	197	48	0	
300531	4136	1235	109	0	3385	593	0	
300559	597	285	21	0	491	191	-9	
300933	3773	1268	210	0	3531	1236	0	
300942	472	70	0	0	496	94	0	
300960	1865	754	112	0	1470	471	0	
301640	207	61	1	0	188	43	0	
301668	4126	1230	345	0	3878	1042	-285	
301800	4106	260	49	0	3911	114	0	
302030	195	6	0	0	189	0	0	
302133	72	0	0	0	72	0	0	
302450	302	30	8	0	283	19	0	
302553	529	0	3	0	553	27	0	
302656	3087	462	162	0	2695	232	0	
302665	360	3	19	0	372	34	0	
303345	2717	124	334	0	2717	458	0	
303550	449	35	31	0	404	21	0	
303653	640	150	55	0	635	200	0	
303701	820	60	51	0	844	135	0	
303747	398	21	69	0	423	93	-22	
303952	1911	228	66	0	2496	879	0	
304034	4173	1538	296	0	3042	703	0	
304155	100	4	6	0	100	10	0	
304173	353	22	2	0	329	0	0	
304520	768	17	1	0	761	11	0	
304762	213	40	19	0	192	38	0	
304913	1883	-127	0	0	2100	90	0	
305059	492	2005	93	0	429	2035	0	
305152	467	147	26	0	408	114	0	
305237	863	264	105	0	799	305	0	
305433	168	346	57	0	244	479	0	
305442	2499	236	63	0	2301	101	0	
305648	406	25	47	0	356	22	0	
305750	413	402	142	0	437	568	0	
305835	1650	755	47	0	990	142	0	
306056	82	150	3	0	74	145	0	
306140	470	55	9	0	450	44	0	
306159	4688	5083	126	0	3883	4404	0	
306337	656	70	36	0	690	140	0	
306739	249	700	17	0	181	649	0	
306908	3068	900	215	0	2614	661	0	
307053	261	27	2	0	296	64	0	
307062	2147	100	43	0	2137	133	0	
307231	100	20	0	0	94	14	0	
307334	474	295	80	0	466	367	0	
307361	1311	185	80	0	1247	201	0	
307679	2473	954	42	0	2109	632	0	
307745	1223	290	5	0	982	54	0	
307932	208	111	22	0	142	67	0	
307950	615	120	3	0	506	14	0	
308247	445	140	94	0	256	45	0	
308256	217	0	8	0	211	2	0	
308340	803	235	6	0	709	147	0	
308443	2884	550	108	0	2530	304	0	
308649	6792	945	174	0	5413	1229	1489	
308836	380	4	0	0	377	1	0	
309150	639	127	5	0	515	8	0	
309347	587	110	2	0	549	74	0	
309570	6705	1495	42	0	5524	356	0	
309655	728	-120	92	0	805	49	0	
309664	1171	695	46	0	1150	720	0	
309758	1376	210	65	0	1301	200	0	
309851	409	75	5	0	389	60	0	
309936	1704	321	14	0	1551	182	0	
310053	922	112	17	0	921	128	0	
310437	1044	803	21	0	1129	909	0	
310727	56202	15509	3407	0	36675	18403	19014	
310754	227	44	0	0	195	12	0	
310875	1603	335	25	0	1326	83	0	
310950	508	0	0	0	794	286	0	
310978	2795	914	24	0	2322	465	0	
311050	1985	516	475	0	1757	991	228	
311144	155	12	1	0	147	5	0	
311256	529	262	43	0	414	190	0	
311265	512	90	27	0	494	99	0	
311331	3394	588	151	0	3921	845	-421	
311452	443	80	26	0	403	66	0	
311603	3802	0	35	0	4260	493	0	
311649	295	0	0	0	296	1	0	
311658	287	30	29	0	271	43	0	
311845	58204	20470	2595	0	12154	16400	39385	
311939	2109	2007	117	0	1013	1028	0	
312244	2462	400	30	0	2363	331	0	
312356	907	450	56	0	799	398	0	
312431	645	450	83	0	789	677	0	
312730	9167	2625	519	0	9093	3070	0	
312954	1264	300	27	0	1138	201	0	
313009	4578	4822	11	0	1707	1962	0	
313157	404	0	53	0	640	289	0	
313223	709	125	30	0	609	55	0	
313241	1888	90	307	0	2336	845	0	
313401	715	3499	130	0	509	3423	0	
313531	2032	851	63	0	1576	458	0	
313577	596	164	17	68	483	0	0	
314033	1023	888	380	0	1038	1283	0	
314257	1166	477	62	0	929	302	0	
314444	765	200	10	0	610	55	0	
315339	300	49	4	0	320	73	0	
315348	138	27	12	0	142	43	0	
315357	620	155	7	0	541	83	0	
315629	3215	308	56	0	3069	218	0	
315656	1296	317	8	0	1288	317	0	
315674	518	36	0	0	595	113	0	
315852	2221	475	117	0	1994	365	0	
315973	424	118	123	0	569	405	19	
316158	640	1575	49	1182	693	495	0	
316354	930	293	23	0	833	219	0	
316738	1283	509	55	0	1028	309	0	
316840	9862	3189	2379	0	8462	4168	0	
316859	580	220	51	0	471	162	0	
316916	0	0	0	0	0	0	0	
316934	156	0	0	0	160	4	0	
317100	3339	225	155	0	3082	123	0	
317258	1872	180	47	0	1877	232	0	
317342	11705	4500	206	0	10964	3965	0	
317650	225	0	3	0	222	0	0	
317735	579	35	136	0	548	140	0	
318125	175	75	0	0	100	0	0	
318639	248	125	59	0	242	178	0	
318835	793	525	1	0	1058	791	0	
319047	904	360	74	0	928	458	0	
319458	336	40	31	0	297	32	0	
319542	766	60	12	0	819	125	0	
319551	2723	1100	222	0	2771	1370	0	
320034	411	46	9	0	411	55	0	
320052	2449	1339	638	0	1846	1374	0	
320070	252	12	0	0	240	0	0	
320119	52163	944	1206	0	57131	7161	43	
320155	2042	905	106	0	2037	1006	0	
320856	227	145	1	0	111	30	0	
321152	90	12	0	0	86	8	0	
321255	378	-13	100	0	525	234	0	
321330	401	45	6	0	363	13	0	
321536	789	0	62	0	779	52	0	
321844	554	70	26	0	483	25	0	
321947	1244	670	57	0	1031	514	0	
322056	2306	1410	178	0	2034	1316	0	
322449	169	174	7	0	185	197	0	
322458	1120	173	4	0	954	11	0	
322476	151	0	49	0	145	43	0	
322551	179	24	1	0	171	17	0	
322757	441	193	28	0	297	77	0	
322850	644	245	127	0	841	569	0	
323035	2709	1175	0	0	1861	327	0	
323204	1224	573	53	0	1007	409	0	
323651	1233	862	37	0	1002	668	0	
323718	1062	55	15	0	1100	68	-40	
324153	1197	100	3	0	1128	34	0	
324229	140	90	12	0	158	120	0	
324256	204	36	10	0	211	53	0	
324274	374	48	0	0	326	0	0	
324340	2211	1270	185	46	2013	1164	-47	
324649	1599	285	3	0	1366	55	0	
324751	187	10	7	0	188	18	0	
324854	674	90	7	0	715	138	0	
324863	3883	1000	83	0	3080	280	0	
324902	319	-416	8	0	727	0	0	
324975	547	511	12	0	83	59	0	
325141	1317	299	95	0	1134	211	0	
325459	231	17	4	0	229	19	0	
325534	610	90	3	0	547	30	0	
325824	500	120	87	0	518	225	0	
326054	521	122	12	0	422	35	0	
326250	262	195	37	0	291	261	0	
326344	2161	435	132	0	1670	189	113	
326670	177	140	17	0	162	142	0	
326858	6716	2565	122	0	5332	1303	0	
326979	871	101	28	0	745	3	0	
327015	479	155	23	0	489	188	0	
327220	546	70	66	0	514	104	0	
327305	2300	600	39	0	2098	437	0	
327435	2527	480	46	9	2224	214	0	
327453	2862	1025	325	0	2153	641	0	
327556	423	60	22	0	449	108	0	
327855	956	370	120	0	844	378	0	
327949	1135	38	7	0	975	25	140	
328058	614	70	128	0	613	197	0	
328151	90	0	0	0	90	0	0	
328357	238	76	55	0	231	124	0	
328423	4010	2100	285	0	3810	2185	0	
328450	506	964	40	0	528	1026	0	
328553	1234	139	126	0	1180	211	0	
328656	403	36	0	0	367	0	0	
328777	6055	0	10	0	6236	191	0	
329149	541	242	10	0	450	161	0	
329345	286	135	22	0	396	267	0	
329550	3366	111	395	0	5517	2657	0	
329578	446	-529	479	0	501	5	0	
329756	406	235	21	0	363	213	0	
329952	860	161	104	0	730	135	0	
330239	1074	657	128	0	699	710	300	
330248	670	100	13	0	588	31	0	
330417	598	265	31	0	420	118	0	
330453	252	23	3	0	230	4	0	
330659	1433	918	36	0	556	77	0	
330855	2765	810	25	0	2059	119	-10	
330873	196	-35	11	0	230	10	0	
330949	1272	150	88	0	1293	259	0	
331106	1484	400	14	0	1683	613	0	
331375	465	22	7	0	445	9	0	
331544	535	23	3	0	660	151	0	
331553	513	435	3	0	208	133	0	
331656	144	10	7	0	136	9	0	
331713	1043	50	167	0	1050	224	0	
332055	382	90	4	0	313	25	0	
332224	2022	738	62	0	1505	283	0	
332345	64	2	1	0	62	1	0	
332402	1455	225	38	0	1217	25	0	
332644	56	16	1	0	63	24	0	
332756	242	116	3	0	123	0	0	
332907	114366	24760	7485	0	103364	21243	0	
332970	111	18	0	0	93	0	0	
333034	3495	1304	731	0	3364	1904	0	
333043	197	356	16	0	140	315	0	
333052	239	8	9	0	228	6	0	
333203	1804	156	57	0	1766	175	0	
333249	1221	459	104	0	1098	440	0	
333650	1462	1590	50	0	891	1069	0	
333856	369	195	19	0	265	110	0	
333940	263	0	1	0	268	6	0	
334059	1005	458	19	0	999	471	0	
334255	86	34	9	0	69	26	0	
334264	267	705	8	0	300	746	0	
334648	358	10	14	0	390	56	0	
334657	292	60	20	0	277	65	0	
334750	1114	510	97	0	910	403	0	
335346	1092	260	53	0	933	154	0	
335355	500	295	11	0	543	349	0	
335757	101	-14	8	0	134	27	0	
336071	179	0	0	0	184	5	0	
336147	714	0	16	0	749	51	0	
336361	469	195	10	0	421	157	0	
336576	1837	242	249	0	2465	1119	0	
336932	7727	2700	100	0	5195	268	0	
336950	107	6	0	0	101	0	0	
337247	310	90	2	0	256	38	0	
337340	693	0	0	0	699	6	0	
337658	427	48	55	0	392	68	0	
337733	1441	692	45	0	1166	462	0	
337966	75	63	2	0	73	63	0	
338178	475	0	7	0	481	13	0	
338646	1002	869	108	0	855	830	0	
338758	1940	388	33	0	1950	431	0	
338851	895	64	63	0	929	161	0	
338945	202	39	6	0	188	31	0	
339054	194	0	16	0	178	0	0	
339353	389	110	1	0	1032	3	-751	
339456	943	391	67	0	921	436	0	
339607	2685	0	71	0	2655	41	0	
339773	2874	341	33	0	2500	0	0	
339858	84132	23756	3506	0	76393	19523	0	
339951	7659	2887	493	0	6447	2168	0	
340135	4277	699	267	0	3810	499	0	
340144	3158	1110	65	0	2968	985	0	
340256	1084	430	10	0	927	622	339	
340443	376	10	1	0	387	22	0	
340555	248	24	5	0	349	130	0	
340649	648	120	13	0	562	47	0	
340742	11438	4784	156	0	9522	3024	0	
340751	1204	115	67	0	1116	94	0	
341310	708	325	5	0	417	39	0	
341851	378	23	0	0	378	23	0	
341918	1298	309	61	0	1028	100	0	
341954	109	0	2	0	156	49	0	
341972	125	12	4	0	124	15	0	
342054	1232	225	27	0	1215	235	0	
342175	3745	1173	93	0	3141	662	0	
342362	617	234	23	0	458	98	0	
342410	3734	720	11	0	3104	101	0	
342634	71625	14107	8851	0	71055	22388	0	
342643	1218	702	181	0	1109	774	0	
343051	315	60	40	0	353	138	0	
343248	163	25	15	0	139	16	0	
343257	236	0	3	0	254	21	0	
343314	559	84	5	0	487	17	0	
343341	1900	400	0	0	1500	0	0	
343556	862	135	4	0	746	23	0	
343770	106	24	0	0	82	0	0	
343903	1411	84	104	0	1338	115	0	
343958	170	22	25	0	158	35	0	
344236	701	60	5	0	642	6	0	
344423	60	0	1	0	66	7	0	
344647	2305	990	48	0	2312	1045	0	
344674	172	27	5	0	148	8	0	
344816	2966	3130	211	0	1584	1959	0	
344852	237	0	0	0	248	11	0	
345149	288	18	5	0	267	2	0	
345309	5036	40	127	0	5145	276	0	
345345	1207	237	51	0	1315	396	0	
345747	1537	99	6	0	1575	143	0	
345756	776	0	244	0	1224	692	0	
346566	201	2	8	0	202	11	0	
347022	1063	120	49	0	991	97	0	
347639	1727	252	77	0	2325	927	0	
347657	310	0	93	0	284	67	0	
347956	854	150	1	0	737	34	0	
348159	535	205	0	0	388	58	0	
348207	816	-149	64	0	901	0	0	
348458	1394	257	19	0	1277	159	0	
348542	818	50	15	0	838	85	0	
348551	3193	990	123	0	2910	830	0	
348720	3865	1077	36	0	3285	533	0	
348748	749	120	12	0	718	101	0	
349129	716	110	28	0	650	72	0	
349165	648	15	53	0	632	52	0	
349343	763	277	0	0	583	97	0	
349370	3201	3578	6	0	2509	2892	0	
350433	536	223	17	0	629	333	0	
350657	79	0	10	0	90	21	0	
350750	602	343	22	0	494	257	0	
351122	17595	6159	1325	0	16695	6584	0	
351131	267	-126	140	0	324	71	0	
351207	3633	140	59	0	2836	106	704	
351355	470	180	10	0	452	172	0	
351560	1569	86	49	0	1449	15	0	
351850	1597	679	41	0	1199	322	0	
352035	1574	803	51	0	1264	544	0	
352558	13163	1119	1596	0	13161	2713	0	
352651	50	4	0	0	46	0	0	
352745	450	83	27	0	450	110	0	
352772	26539	21000	325	0	17552	12798	460	
352820	469	60	7	0	444	42	0	
352857	3747	382	630	0	4375	1640	0	
353023	122	30	2	0	127	37	0	
353069	336	240	10	0	359	273	0	
353238	907	291	110	0	1098	592	0	
353322	150	24	1	0	147	22	0	
353359	505	119	6	0	511	131	0	
353546	332	48	13	0	326	55	0	
353555	12434	4100	1063	0	11626	4355	0	
353724	1068	240	34	0	1005	211	0	
353751	1128	120	9	0	1071	72	0	
353957	1001	77	5	0	1000	81	0	
354057	397	83	27	0	359	72	0	
354132	453	36	0	0	437	20	0	
354253	299	73	2	0	320	96	0	
354310	9678	1288	615	0	9386	1611	0	
354552	880	367	17	0	665	169	0	
354851	264	445	3	0	372	556	0	
354954	333	0	28	0	377	72	0	
355120	1720	450	10	0	1423	163	0	
355559	654	320	1	0	430	97	0	
355737	103	18	7	0	84	6	0	
355746	1559	511	63	0	885	147	247	
355821	1745	375	189	0	1277	96	0	
355858	20923	16351	3320	0	19528	18276	0	
356145	102	41	2	0	104	45	0	
356239	1030	160	14	0	913	57	0	
356350	1663	360	32	0	1678	407	0	
356659	809	161	113	0	682	147	0	
356752	430	125	41	0	430	166	0	
356930	828	94	50	0	747	63	0	
356949	580	360	96	0	518	394	0	
357049	1638	250	39	0	1540	191	0	
357151	791	0	117	0	756	82	0	
357375	7478	2365	1672	0	6500	3059	0	
357432	1316	762	78	0	1518	1042	0	
357526	1023	120	33	0	1020	150	0	
357553	947	0	52	0	943	48	0	
357740	1595	150	55	0	1419	29	0	
357777	681	120	25	0	673	137	0	
357834	370	517	1	0	370	518	0	
357937	1054	2065	55	0	1132	2198	0	
358112	650	180	40	0	632	202	0	
358149	110	3	0	0	110	3	0	
358233	1693	1130	43	0	792	272	0	
358448	974	80	43	0	913	62	0	
358635	27766	51852	407	0	12546	38098	1059	
358756	479	325	5	0	322	173	0	
359070	38	0	0	0	38	0	0	
359324	156	120	8	0	133	105	0	
359351	334	0	0	0	334	0	0	
359360	196	51	12	0	186	53	0	
359548	1101	210	66	0	1044	219	0	
359650	156	139	55	0	131	169	0	
359744	279	50	17	0	231	19	0	
359838	374	54	55	0	366	101	0	
359847	1070	585	59	0	671	245	0	
359856	200	0	8	0	221	29	0	
359959	288	30	44	0	239	25	0	
360777	101	0	0	0	101	0	0	
360834	644	40	20	0	641	57	0	
360843	393	63	23	0	317	10	0	
360852	9445	6600	1186	0	8445	6786	0	
360955	124	33	13	0	124	46	0	
361055	5163	1376	552	0	4648	1413	0	
361167	6124	2118	331	0	5814	2139	0	
361279	692	80	6	0	883	277	0	
361354	532	0	45	0	638	151	0	
361439	1984	1178	38	0	1790	1022	0	
361457	624	230	45	0	648	299	0	
361541	470	251	28	0	431	240	0	
361653	670	287	122	0	430	169	0	
362007	19321	0	2323	0	21735	4737	0	
362043	34	0	0	0	34	0	0	
362052	481	251	609	0	1025	1404	0	
362155	731	236	174	0	607	286	0	
362445	188826	85861	24978	0	200239	122252	0	
362463	1252	180	39	0	1552	495	-24	
362717	3689	730	245	0	3346	632	0	
362753	673	230	8	0	620	185	0	
362856	645	0	49	0	654	58	0	
362940	435	1	0	0	437	3	0	
363264	522	471	4	0	288	241	0	
363415	62528	23822	754	0	45079	7127	0	
363442	73	0	0	0	73	0	0	
363648	634	239	9	0	487	101	0	
363657	1553	300	69	0	1512	328	0	
363956	107000	93784	5985	0	96300	89069	0	
364056	163	60	22	0	150	69	0	
364131	945	480	75	0	845	455	0	
364337	428	31	7	0	427	37	0	
364430	744	215	43	0	683	197	0	
364449	12400	6101	1996	0	13000	8697	0	
364850	194	36	22	0	232	96	0	
364971	118	0	0	0	118	0	0	
365325	17928	0	401	0	18270	743	0	
365455	674	302	4	0	447	79	0	
365651	925	-238	37	0	1210	84	0	
365745	394	405	4	0	410	425	0	
365848	494	445	22	0	345	318	0	
365941	562	193	23	0	377	31	0	
365950	262	21	5	0	251	15	0	
366078	1920	1495	126	0	1300	1001	0	
366238	2323	450	530	0	2033	690	0	
366247	568	192	1	0	501	126	0	
366359	530	852	118	0	575	1015	0	
366658	580	228	42	0	607	297	0	
366854	155	0	0	0	155	0	0	
367150	397	23	2	0	395	23	0	
367208	4775	560	195	0	4151	289	158	
367244	744	0	3	0	757	16	0	
367431	1094	500	102	0	1012	520	0	
367543	1406	170	9	0	1324	97	0	
367552	102	-21	21	0	107	5	0	
367673	754	150	94	0	801	291	0	
367851	748	305	10	0	520	87	0	
367954	700	540	47	0	466	353	0	
368054	454	0	43	0	570	159	0	
368111	980	191	0	0	802	13	0	
368344	162	178	86	0	292	394	0	
368429	1498	39	20	0	1309	27	157	
368447	3413	515	22	0	3430	554	0	
368522	720	96	8	0	862	246	0	
368755	107	9	2	0	108	12	0	
368933	347	50	14	0	351	68	0	
368951	1039	0	74	0	1262	297	0	
369257	441	210	40	0	486	295	0	
369426	178	343	92	0	181	438	0	
369435	1247	239	39	0	1085	116	0	
369453	418	90	20	0	422	114	0	
369659	2085	300	36	0	1947	198	0	
370020	1028	120	90	0	960	142	0	
370150	254	61	45	0	280	132	0	
370338	1560	0	291	0	1364	95	0	
370347	316	84	9	0	296	73	0	
370646	438	195	6	0	483	246	0	
370721	1073	0	12	0	1321	260	0	
370730	544	99	16	0	513	84	0	
370758	186	0	2	0	184	0	0	
370833	163	78	28	0	159	102	0	
370954	186	56	15	0	167	52	0	
371223	554	140	19	0	485	90	0	
371232	602	139	30	0	559	126	0	
371353	1170	239	15	0	958	42	0	
371362	1013	302	107	0	877	273	0	
371559	299	25	8	0	301	35	0	
371755	446	60	40	0	536	190	0	
371849	395	156	44	0	319	124	0	
371858	578	525	286	0	337	570	0	
371915	1045	425	540	0	433	353	0	
371924	2041	435	165	0	1931	490	0	
371942	358	98	19	0	289	48	0	
372248	568	805	46	0	752	1035	0	
372257	84	10	3	0	76	5	0	
372444	579	70	204	0	488	183	0	
372538	3501	200	73	0	3573	345	0	
372556	377	158	5	0	329	115	0	
372640	451	72	9	0	401	31	0	
372855	1829	1840	44	0	445	500	0	
373058	436	36	2	0	407	9	0	
373115	3395	1204	134	0	3386	1329	0	
373553	366	0	1	0	365	0	0	
373601	629	0	0	0	629	0	0	
374130	925	60	21	0	899	55	0	
374149	100583	59751	7372	0	99558	67122	1024	
374354	216	0	0	0	216	0	0	
374653	4474	2989	246	0	3952	2713	0	
374774	816	188	0	0	764	136	0	
374934	1524	270	23	0	1391	160	0	
375034	13846	8125	260	0	12262	6801	0	
375043	3570	1754	296	0	3460	1940	0	
375155	337	0	49	0	305	17	0	
375409	7829	325	99	0	8085	541	-139	
375502	2002	0	137	0	1868	3	0	
