"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	
305835	0	0	0	0	0	0	0	0	0	0	0	0	47	2			0	3	142	45	0	10						0						0			0	0	2	2			0	0	75	40	0	0	6	4	
306056	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	145	144	0	0						0						0			0	0	0	0			0	0	1	3	0	0	0	0	
306140	0	0	0	0	0	0	0	0	0	0	26	5	9	0			0	0	44	0	0	0						0						0			0	0	0	0			0	0	18	4	0	0	0	0	
306159	30	0	0	0	0	0	170	32	4088	72	0	0	126	4			0	0	4404	0	0	0						0						0			0	0	40	0			0	0	64	18	0	0	12	0	
306337	0	0	0	0	0	0	0	0	0	0	0	0	36	19			0	0	140	14	0	0						0						0			0	0	0	0			0	0	89	11	6	0	37	0	
306739	0	0	0	0	0	0	0	0	0	0	0	0	17	13			0	0	649	604	0	0						0						0			0	0	0	0			0	0	39	4	0	0	6	0	
306908	0	0	0	0	0	0	0	0	0	0	0	0	215	17			0	0	661	404	0	0						0						0			0	0	0	0			28	5	145	96	97	0	84	0	
307053	0	0	0	0	0	0	36	0	0	0	0	0	2	0			0	0	64	15	0	0						0						0			0	0	0	0			0	0	2	1	1	0	11	0	
307062	0	0	2	5	0	0	0	0	0	0	0	0	43	28			0	0	133	73	0	0						0						0			0	0	0	0			12	2	31	8	0	0	15	0	
307231	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	14	0	0	10						10						0			0	0	0	0			0	0	4	0	0	0	0	0	
307334	0	0	0	0	0	0	0	0	0	0	0	0	80	0			0	0	367	69	0	0						0						0			0	0	0	0			0	0	298	76	4	0	0	0	
307361	0	0	0	0	0	0	0	0	0	0	0	0	80	8			0	0	201	0	0	0						0						0			0	0	0	0			0	2	201	70	0	0	0	0	
307679	80	0	0	0	0	0	329	0	0	0	0	0	42	11			0	28	632	131	0	0						0						0			0	0	0	0			16	2	24	1	0	0	52	0	
307745	0	0	6	3	0	0	0	0	0	0	0	0	5	0			0	0	54	0	0	0						0						0			0	0	0	0			2	0	10	2	0	0	36	0	
307932	0	0	0	0	0	0	0	0	0	0	0	0	22	16			0	0	67	0	0	0						0						0			0	0	0	0			0	0	67	6	0	0	0	0	
307950	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	14	0	0	0						0						0			0	0	0	0			0	0	14	1	2	0	0	0	
308247	0	0	0	0	0	0	0	0	0	0	0	0	94	87			0	0	45	8	0	0						0						0			0	0	0	0			0	0	27	7	0	0	10	0	
308256	0	0	0	0	0	0	0	0	0	0	0	0	8	7			0	0	2	0	0	0						0						0			0	0	0	0			0	0	2	1	0	0	0	0	
308340	26	0	0	0	0	0	0	0	0	0	0	0	6	0			0	4	147	73	0	6						6						4			0	0	0	0			0	0	42	2	0	0	0	0	
308443	25	0	0	0	0	0	0	16	0	0	0	0	108	17			0	0	304	142	0	28						0						0			0	0	0	0			0	0	83	59	16	0	26	0	
308649	0	27	6	27	67	0	159	0	0	0	0	0	174	37		0	0	0	1229	209	0	4		0	0		0	4		0	0		0	0		0	0	0	0	0			74	3	542	63	17	0	168	0	
308836	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0	
309150	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	8	0	0	0															0	0	0	0			0	0	8	5	0	0	0	0	
309347	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	74	0	0	0						0						0			0	0	0	0			0	0	74	2	0	0	0	0	
309570	200	9	0	0	0	0	0	0	0	0	0	0	42	0		0	0	0	356	65	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	91	33	0	0	0	0	
309655	0	0	0	0	0	0	1	0	0	0	0	0	92	2			0	78	49	3	0	0						0						78			0	0	0	0			8	2	19	10	0	0	18	0	
309664	0	0	0	0	0	0	0	0	0	0	0	0	46	36			0	0	720	716	0	0						0						0			0	0	0	0			2	0	2	10	0	0	0	0	
309758	21	1	0	2	0	0	0	0	0	0	0	0	65	2			0	52	200	29	0	0						0						52			0	0	0	0			0	0	5	4	0	4	0	145	
309851	12	0	0	0	0	0	0	0	0	0	0	0	5	1			0	0	60	35	0	12						12						0			0	0	0	0			0	0	0	3	1	0	1	0	
309936	0	0	0	0	0	0	0	0	0	0	0	0	14	0			0	0	182	0	0	0						0						0			0	0	0	0			0	0	182	14	0	0	0	0	
310053	0	0	0	0	0	0	0	0	36	2	0	0	17	3			0	3	128	47	0	3						0						0			0	0	15	0			0	0	27	9	0	0	0	0	
310437	0	0	0	0	0	0	46	0	0	0	0	0	21	20			0	0	909	664	0	0						0						0			0	0	0	0			0	0	199	1	0	0	0	0	
310727	2755	399	0	0	0	0	1791	128	30	105	0	0	3407	1633	1633	0	0	0	18403	5579	0	0	5579	0	0	0	0	0	30	0	0	0	0	0	105	0	0	0	1048	2	0	0	0	0	5059	1017	123	0	2141	0	
310754	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	12	0	0	0						0						0			0	0	0	0			0	0	12	0	0	0	0	0	
310875	0	0	0	0	0	0	0	0	0	0	0	0	25	0			0	0	83	0	0	0															0	0	0	0			0	0	83	25	0	0	0	0	
310950	0	0	248	0	0	0	0	0	0	0	0	0	0	0			0	0	286	0	0	33						33						0			0	0	0	0			0	0	0	0	0	0	5	0	
310978	1	0	0	0	220	0	15	0	0	0	0	0	24	0		0	0	0	465	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			15	0	0	0	24	0	214	0	
311050	0	0	0	0	0	1	0	0	0	0	0	0	475	54		0	0	0	991	71	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			36	8	489	187	225	0	395	0	
311144	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0						0						0			0	0	0	0			0	0	5	1	0	0	0	0	
311256	0	0	0	0	0	0	0	0	0	0	0	0	43	0			0	0	190	0	0	0						0						0			0	0	0	0			2	0	188	28	0	15	0	0	
311265	0	0	0	0	0	0	0	0	0	0	0	0	27	13			0	0	99	79	0	0						0						0			0	0	0	0			0	0	20	14	0	0	0	0	
311331	0	0	0	0	0	137	0	0	750	0	0	0	151	14		0	0	0	845	76	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	19	0	0	0	0	0	
311452	0	0	0	0	0	0	2	0	0	0	0	0	26	0			0	26	66	0	0	42						0						0			0	0	0	0			0	0	0	0	0	0	22	0	
311603	0	0	0	0	0	0	0	0	0	0	0	0	35	34		0	0	0	493	479	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	14	1	0	0	0	0	
311649	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0	
311658	0	0	0	0	0	0	0	0	0	0	0	0	29	0			0	0	43	0	0	0						0						0			0	0	0	0			0	0	43	29	0	0	0	0	
311845	107	27	305	6	0	0	2374	172	0	0	0	0	2595	609	609	0	0	0	16400	3841	0	6	3841	0	0	0	0	307	0	0	0	0	0	18	0	0	0	0	36	6	0	0	2476	258	5039	1070	224	205	1145	764	
311939	0	0	0	0	0	0	0	0	0	0	0	0	117	12			0	81	1028	30	0	978						978						81			0	0	0	0			0	4	0	4	16	0	20	0	
312244	0	0	0	0	0	0	0	10	0	0	0	0	30	2			0	0	331	229	0	0															0	0	0	0			0	0	102	18	0	0	0	0	
312356	0	0	0	0	0	0	3	1	0	0	0	0	56	0			0	4	398	25	0	9						9						4			0	0	0	0			0	0	345	51	0	0	16	0	
312431	3	0	0	0	0	0	471	18	0	0	0	0	83	5			0	10	677	16	0	7						7						10			0	0	0	0			0	0	116	37	13	0	64	0	
312730	0	0	0	0	0	0	99	175	0	0	0	0	519	161		0	0	4	3070	2661	0	10		0	0		0	0		0	0		0	0		0	0	0	0	151			1	0	227	17	11	0	72	0	
312954	0	0	0	0	0	0	0	0	0	0	0	0	27	7			0	0	201	65	0	2						0						0			0	0	0	0			0	0	134	16	4	0	0	0	
313009	0	0	266	0	93	0	130	3	2	2	0	0	11	1			0	0	1962	1457	0	0						0						0			0	0	3	0			0	0	0	5	0	0	11	0	
313157	0	0	0	0	0	0	0	0	0	0	0	0	53	30			0	13	289	138	0	0						0						13			0	0	0	0			0	0	12	7	3	0	139	0	
313223	0	0	0	0	0	0	0	0	0	0	0	0	30	5			0	5	55	17	0	3						0						0			0	0	0	0			1	2	8	12	6	0	26	0	
313241	64	4	0	0	0	0	59	117	0	0	0	0	307	99			0	0	845	469	0	0						0						0			0	0	0	0			41	1	73	71	13	2	125	14	
313401	0	0	0	0	0	0	0	0	0	0	0	0	130	0			0	0	3423	3325	0	0						0						0			0	0	0	0			3	0	5	1	129	0	90	0	
313531	15	0	91	0	0	0	0	15	0	0	0	0	63	22			0	3	458	233	0	28						28						3			0	0	0	0			0	0	56	22	1	0	35	0	
313577	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	68	0	0	0						0						0			0	0	0	0			0	0	68	17	0	0	0	0	
314033	0	0	42	0	0	0	0	0	0	0	0	0	380	0			0	0	1283	445	0	23						21						0			0	0	0	0			0	0	590	380	0	0	183	0	
314257	0	0	0	0	0	0	0	0	0	0	0	0	62	11			0	0	302	81	0	0						0						0			0	0	0	0			17	2	194	37	12	0	10	0	
314444	0	0	0	0	0	0	0	0	0	0	0	0	10	0			0	0	55	0	0	0						0						0			0	0	0	0			0	0	55	5	5	0	0	0	
315339	0	0	0	0	0	0	0	0	0	0	0	0	4	1			0	0	73	73	0	0						0						0			0	0	0	0			0	0	0	3	0	0	0	0	
315348	0	0	2	5	0	0	0	0	0	0	0	0	12	0			0	0	43	0	0	0						0						0			0	0	0	0			0	0	41	7	0	0	0	0	
315357	0	0	0	0	0	0	0	0	0	0	0	0	7	1			0	0	83	52	0	0						0						0			0	0	0	0			0	0	31	6	0	0	0	0	
315629	0	0	0	0	0	0	0	0	0	0	0	0	56	13		0	0	0	218	123	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	95	33	10	0	0	0	
315656	0	0	0	0	0	0	0	8	0	0	0	0	8	0			0	0	317	98	0	0						0						0			0	0	0	0			0	0	59	0	0	0	0	160	
315674	0	0	0	0	0	0	100	0	0	0	0	0	0	0			0	0	113	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	13	0	
315852	0	0	0	0	0	0	92	0	0	0	0	0	117	54			0	14	365	82	0	0						0						14			0	0	0	0			10	2	149	47	0	0	0	32	
315973	0	0	0	0	0	0	0	0	0	0	0	0	123	0			0	0	405	0	0	0						0						0			0	0	0	0			22	0	300	92	31	0	83	0	
316158	157	0	0	0	0	0	0	1	0	0	0	0	49	10			0	0	1677	46	0	0						0						0			0	0	15	0			0	0	323	38	0	0	1136	0	
316354	0	0	0	0	0	0	0	0	0	0	0	0	23	6			0	0	219	100	0	0						0						0			0	0	0	0			29	8	81	9	0	0	0	9	
316738	0	0	0	0	0	0	0	0	0	0	0	0	55	1			0	0	309	26	0	0						0						0			0	0	0	0			0	0	20	54	0	0	0	263	
316840	255	12	1	0	366	79	53	80	0	0	0	0	2379	271		0	0	117	4168	444	0	410		0	0		0	0		0	0		0	0		0	0	0	165	2			0	0	1768	1730	66	22	594	112	
316859	0	0	3	0	0	0	8	0	0	0	0	0	51	26			0	0	162	58	0	0						0						0			0	0	0	0			0	0	85	25	0	0	8	0	
316916	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0	
316934	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	4	0	0	0						0						0			0	0	0	0			0	0	4	0	0	0	0	0	
317100	0	0	0	0	0	0	0	150	0	0	0	0	155	2			0	0	123	115	0	0						0						0			0	0	0	0			0	0	8	3	0	0	0	0	
317258	0	0	0	0	0	0	0	0	0	0	0	0	47	1			0	5	232	71	0	0						0						5			0	0	0	0			0	0	124	17	24	0	37	0	
317342	2	0	0	0	0	0	400	0	0	0	0	0	206	37		0	0	0	3965	1736	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	1115	152	9	8	202	510	
317650	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	3	0	0	0	
317735	0	0	0	0	0	0	76	85	0	0	0	0	136	6			0	1	140	0	0	0						0						1			0	0	0	0			0	0	48	24	20	0	16	0	
318125	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
318639	0	0	0	0	0	0	0	0	0	0	0	0	59	0			0	45	178	46	0	0						0						45			0	0	0	0			0	0	109	14	0	0	23	0	
318835	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	791	695	0	0															0	0	0	0			0	0	96	1	0	0	0	0	
319047	0	0	0	0	0	0	31	0	0	0	0	0	74	0			0	10	458	5	0	25						0						0			0	0	0	0			51	8	287	56	0	0	59	0	
319458	0	0	0	0	0	0	0	0	0	0	0	0	31	12			0	0	32	0	0	2						2						0			0	0	0	0			0	0	30	19	0	0	0	0	
319542	0	0	0	0	0	0	50	8	0	0	0	0	12	2			0	0	125	52	0	0						0						0			0	0	0	0			4	1	19	1	0	0	0	0	
319551	0	0	0	0	0	0	0	0	0	0	0	0	222	27			0	183	1370	54	0	1297						1297						183			0	0	0	0			1	0	18	12	0	0	0	0	
320034	0	0	0	0	0	0	0	0	0	0	0	0	9	0			0	0	55	0	0	0						0						0			0	0	0	0			2	0	53	9	0	0	0	0	
320052	0	0	182	0	0	0	0	38	0	0	0	0	638	317			0	64	1374	160	0	600						600						45			0	0	0	0			0	0	265	141	78	0	167	0	
320070	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
320119	0	0	0	0	0	0	0	58	0	0	0	9	1206	733	548	185	0	259	7161	4284	0	0	1760	2524	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	2872	147	0	0	0	0	
320155	0	0	0	7	0	0	101	0	0	0	0	0	106	12			0	23	1006	412	0	196						196						23			0	0	0	0			0	0	297	64	0	0	0	0	
320856	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	30	0	0	0						0						0			0	0	0	0			0	0	30	1	0	0	0	0	
321152	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	8	0	0	0						0						0			0	0	0	0			0	0	8	0	0	0	0	0	
321255	0	0	0	0	0	0	0	0	0	0	0	0	100	62			0	16	234	70	0	90						0						0			0	0	0	0			0	0	60	22	0	0	14	0	
321330	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	13	0	0	0						0						0			0	0	0	0			0	0	10	5	1	0	3	0	
321536	0	0	0	30	0	0	0	3	0	0	0	0	62	1			0	0	52	7	0	3						0						0			0	0	0	0			9	1	10	11	16	0	23	0	
321844	0	0	0	0	0	0	0	0	0	0	0	0	26	18			0	5	25	2	0	11						0						0			0	0	0	0			2	0	10	2	1	0	0	0	
321947	0	0	0	0	0	0	0	0	0	0	0	0	57	2			0	0	514	50	0	0						0						0			0	0	0	0			0	0	279	55	0	0	166	19	
322056	0	0	0	0	0	0	126	0	0	0	0	0	178	41			0	3	1316	452	0	22						22						3			0	0	0	0			0	0	680	133	1	0	36	0	
322449	0	0	0	0	0	0	2	0	0	0	0	0	7	7			0	0	197	195	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
322458	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	11	11	0	0						0						0			0	0	0	0			0	0	0	4	0	0	0	0	
322476	0	0	0	0	0	0	0	0	0	0	0	0	49	0			0	0	43	0	0	0						0						0			0	0	0	0			0	0	29	46	3	0	14	0	
322551	0	0	0	1	0	0	0	0	0	0	0	0	1	0			0	0	17	0	0	6						0						0			0	0	0	0			0	0	11	0	0	0	0	0	
322757	0	0	0	0	0	0	0	0	0	0	0	0	28	9			0	0	77	0	0	0						0						0			0	0	0	0			0	0	68	19	0	0	9	0	
322850	0	0	0	9	0	0	152	0	0	0	0	0	127	89			0	0	569	351	0	0						0						0			0	0	0	0			0	0	20	24	5	0	46	0	
323035	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	327	319	0	0						0						0			0	0	0	0			0	0	8	0	0	0	0	0	
323204	0	0	0	0	0	0	0	0	0	0	0	0	53	21			0	0	409	328	0	0						0						0			0	0	0	0			0	2	73	29	1	0	8	0	
323651	0	0	0	0	0	0	0	0	0	0	0	0	37	3			0	0	668	128	0	15						15						0			0	0	0	0			0	0	524	34	0	0	1	0	
323718	0	0	0	0	0	0	0	0	0	0	0	0	15	11			0	0	68	14	0	0						0						0			0	0	0	0			8	0	46	4	0	0	0	0	
324153	0	0	0	0	0	0	0	1	0	0	0	0	3	0			0	0	34	28	0	0						0						0			0	0	0	0			0	0	6	2	0	0	0	0	
324229	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	0	120	98	0	0						0						0			0	0	0	0			0	0	22	12	0	0	0	0	
324256	0	0	0	0	0	0	0	0	0	0	0	0	10	0			0	7	53	0	0	50						50						7			0	0	0	0			0	0	3	3	0	0	0	0	
324274	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
324340	0	0	0	0	0	0	8	0	0	0	0	0	185	9			0	0	1210	399	0	0															0	0	26	0			79	14	514	155	6	1	6	178	
324649	0	0	0	0	0	0	10	0	0	0	0	0	3	2			0	0	55	10	0	0						0						0			0	0	0	0			0	0	35	1	0	0	0	0	
324751	0	0	0	0	0	0	0	0	0	0	0	0	7	6			0	0	18	18	0	0						0						0			0	0	0	0			0	0	0	1	0	0	0	0	
324854	0	0	7	0	0	0	0	0	0	0	0	0	7	0			0	0	138	106	0	0						0						0			0	0	0	0			0	0	15	7	0	0	10	0	
324863	0	0	0	4	0	0	36	1	0	0	0	0	83	20		0	0	12	280	55	0	0		0	0		0	0		0	0		0	12		0	0	0	0	0			0	0	139	15	31	0	15	35	
324902	0	0	0	0	0	0	0	0	0	0	0	0	8	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	8			0	0	0	0	0	0	0	0	
324975	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	0	59	0	0	0						0						0			0	0	0	0			0	0	59	12	0	0	0	0	
325141	0	0	0	0	0	0	0	0	0	0	0	0	95	0			0	0	211	0	0	0						0						0			0	0	0	0			0	0	158	44	51	0	53	0	
325459	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	2	19	0	0	0						0						2			0	0	0	0			0	0	19	2	0	0	0	0	
325534	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	30	9	0	0						0						0			0	0	0	0			2	0	19	3	0	0	0	0	
325824	0	0	0	0	0	0	0	0	0	0	0	0	87	0			0	0	225	0	0	0						0						0			0	0	0	0			20	9	170	78	0	0	35	0	
326054	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	1	35	25	0	1						0						0			0	0	0	0			0	0	9	11	0	0	0	0	
326250	0	0	0	0	0	0	0	0	0	0	0	0	37	1			0	0	261	81	0	28						28						0			0	0	0	0			24	1	111	35	0	0	13	4	
326344	0	0	5	0	0	0	0	94	0	0	0	0	132	6			0	12	189	130	0	0						0						12			0	0	0	0			34	5	20	10	5	0	0	0	
326670	0	0	0	0	0	0	0	0	0	0	0	0	17	1			0	1	142	85	0	2						0						0			0	0	0	0			0	0	23	9	6	0	32	0	
326858	0	0	0	0	0	0	0	0	0	0	0	0	122	54		0	0	7	1303	538	0	112		0	0		0	112		0	0		0	7		0	0	0	0	0			0	0	653	61	0	0	0	0	
326979	0	0	0	0	0	0	0	0	0	0	0	0	28	28			0	0	3	2	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0	
327015	0	0	0	0	0	0	0	0	0	0	0	0	23	2			0	0	188	34	0	0						0						0			0	0	0	0			0	0	67	13	8	0	87	0	
327220	0	0	0	0	0	0	0	0	0	0	0	0	66	15			0	0	104	0	0	0						0						0			0	0	0	0			0	0	104	51	0	0	0	0	
327305	0	0	0	0	0	0	170	0	0	0	0	0	39	14			0	4	437	116	0	0						0						0			0	0	0	0			5	1	137	20	0	0	9	0	
327435	0	0	0	0	0	0	0	0	0	0	0	0	46	1			0	0	223	73	0	0						0						0			0	0	0	0			0	0	124	44	1	0	26	0	
327453	0	0	0	0	0	0	11	2	0	0	0	0	325	272			0	3	641	371	0	23						0						0			0	0	0	0			0	0	173	39	1	8	43	20	
327556	0	4	0	0	0	0	0	1	0	0	0	0	22	0			0	15	108	0	0	86						86						7			0	0	0	0			0	0	22	2	0	0	0	0	
327855	35	4	0	0	0	0	0	0	0	0	0	0	120	76			0	0	378	134	0	0						0						0			0	0	0	0			0	0	209	40	0	0	0	0	
327949	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	25	0	0	0						0						0			0	0	0	0			0	0	23	7	0	0	0	2	
328058	0	0	0	25	0	0	5	14	0	0	0	0	128	69			0	12	197	0	0	175						167						8			0	0	0	0			0	0	17	8	0	0	0	0	
328151	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
328357	0	0	0	0	0	0	0	0	0	0	0	0	55	0			0	0	124	0	0	0						0						0			0	0	0	0			0	0	124	55	0	0	0	0	
328423	0	0	0	0	0	0	53	0	0	0	0	0	285	49		0	0	10	2185	486	0	62		0	0		0	53		0	0		0	10		0	0	0	41	3			0	0	1346	219	4	0	178	19	
328450	0	0	0	0	0	0	33	0	0	0	0	0	40	11			0	7	1026	19	0	711						711						7			12	12	0	0			0	0	208	22	0	0	55	0	
328553	0	0	0	0	0	0	0	0	0	0	0	0	126	0		0	0	65	211	6	0	139		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	66	24	0	37	0	0	
328656	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
328777	0	0	0	0	0	0	0	0	0	0	0	0	10	0		0	0	0	191	191	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	10	0	0	0	
329149	0	0	0	0	0	0	0	0	0	0	0	0	10	1			0	0	161	111	0	0						0						0			0	0	0	0			0	0	50	9	0	0	0	0	
329345	0	0	0	0	0	0	28	0	0	0	0	0	22	0			0	0	267	68	0	0						0						0			0	0	0	0			0	0	160	22	0	0	11	0	
329550	604	7	0	0	0	0	1094	25	0	0	0	0	395	60		0	0	7	2657	102	0	37		0	0		0	26		0	0		0	5		0	0	0	40	0			0	0	241	233	55	8	520	19	
329578	0	0	0	0	0	0	0	475	0	0	0	0	479	0			0	0	5	0	0	0						0						0			0	0	0	0			0	0	5	0	0	4	0	0	
329756	4	0	0	0	0	0	0	0	0	0	0	0	21	0			0	0	213	62	0	2						0						0			0	0	0	0			0	0	104	21	0	0	41	0	
329952	0	0	0	0	0	0	0	0	0	0	0	0	104	56			0	0	135	88	0	0						0						0			0	0	0	0			0	0	47	48	0	0	0	0	
330239	0	0	0	0	0	0	0	0	0	0	0	0	128	10			0	0	710	39	0	0						0						0			0	0	0	0			44	10	550	107	1	0	77	0	
330248	0	0	0	0	0	0	0	0	0	0	0	0	13	1			0	1	31	5	0	0						0						1			0	0	0	0			0	0	19	10	1	0	7	0	
330417	0	0	0	0	0	0	0	5	0	0	0	0	31	0			0	1	118	45	0	0						0						0			0	0	0	0			8	0	65	25	0	0	0	0	
330453	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	4	0	0	0						0						0			0	0	0	0			0	0	4	3	0	0	0	0	
330659	0	3	0	0	0	0	0	0	0	0	0	0	36	0			0	1	77	0	0	3															0	0	0	0			0	0	73	32	0	0	0	1	
330855	0	0	0	0	0	0	0	0	0	0	0	0	25	8			0	0	119	12	0	0						0						0			0	0	0	0			0	1	107	16	0	0	0	0	
330873	0	0	0	0	0	0	0	0	0	0	0	0	11	0			0	0	10	0	0	0						0						0			0	0	0	0			0	0	10	8	3	0	0	0	
330949	0	0	0	0	0	0	23	0	0	0	0	0	88	0			0	10	259	0	0	29						0						0			0	0	0	0			0	0	164	64	14	0	43	0	
331106	0	0	0	0	0	0	318	4	0	0	0	0	14	4			0	1	613	144	0	0						0						0			0	0	0	0			0	0	13	2	3	0	138	0	
331375	0	0	0	0	0	0	0	0	0	0	0	0	7	1			0	0	9	0	0	0						0						0			0	0	0	6			0	0	9	0	0	0	0	0	
331544	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	0	151	0	0	7						0						0			0	0	0	0			0	0	144	2	0	0	0	0	
331553	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	133	40	0	0						0						0			0	0	0	0			0	0	61	3	0	0	32	0	
331656	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	9	0	0	0						0						0			0	0	0	0			0	0	9	7	0	0	0	0	
331713	0	0	0	0	0	0	148	109	0	0	0	0	167	16			0	0	224	40	0	0						0						0			0	0	0	0			19	3	16	9	29	1	1	0	
332055	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	25	0	0	0						0						0			0	0	0	0			0	0	25	4	0	0	0	0	
332224	0	0	0	0	0	0	75	18	0	0	0	0	62	9			0	0	283	112	0	0						0						0			0	0	0	0			0	0	82	35	0	0	14	0	
332345	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	1	0	0	0	0	
332402	0	0	0	0	0	0	0	0	0	0	0	0	38	0			0	0	25	7	0	0						0						0			0	0	0	0			0	0	18	19	19	0	0	0	
332644	0	0	0	0	0	0	13	0	0	0	0	0	1	0			0	0	24	0	0	0						0						0			0	0	0	0			0	0	11	1	0	0	0	0	
332756	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	3	0	0	0	0	
332907	0	0	0	0	16	2	1022	153	0	0	0	0	7485	1005		0	0	0	21243	4894	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	14744	6292	32	1	567	0	
332970	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
333034	10	22	0	0	0	0	261	0	0	0	0	0	731	1			0	0	1904	253	0	275						0						0			0	0	1	0			0	0	842	703	5	0	213	49	
333043	0	0	0	0	0	0	0	0	0	0	0	0	16	16			0	0	315	302	0	0						0						0			0	0	0	0			0	0	13	0	0	0	0	0	
333052	0	0	0	0	0	0	0	0	0	0	0	0	9	6			0	0	6	0	0	0						0						0			0	0	0	0			0	0	6	3	0	0	0	0	
333203	0	0	0	0	0	0	25	6	0	0	0	0	57	22			0	0	175	56	0	0						0						0			0	0	0	0			18	3	70	26	0	0	6	0	
333249	1	0	0	0	0	0	150	0	0	0	0	0	104	0			0	0	440	170	0	0						0						0			0	0	0	0			14	22	105	82	0	0	0	0	
