RCFA2170,RCFA3128,RCFA3792,RCFA5310,RCFA5311,RCFA7204,RCFA7205,RCFA7206,RCFA8274,RCFAA223,RCFAA224,RCFAB530,RCFAB596,RCFAH015,RCFAH036,RCFAH311,RCFAH313,RCFAH314,RCFAJJ30,RCFAJJ31,RCFAJJ32,RCFAKW00,RCFAKW03,RCFAKX77,RCFAKX78,RCFAKX79,RCFAKX80,RCFAKX81,RCFAKX82,RCFAKX83,RCFALB58,RCFALB59,RCFALB60,RCFALB61,RCFAP742,RCFAP793,RCFAP839,RCFAP840,RCFAP841,RCFAP842,RCFAP843,RCFAP844,RCFAP846,RCFAP847,RCFAP848,RCFAP849,RCFAP850,RCFAP852,RCFAP857,RCFAP858,RCFAP859,RCFAP860,RCFAP861,RCFAP862,RCFAP863,RCFAP864,RCFAP865,RCFAP866,RCFAP867,RCFAP868,RCFAP870,RCFAP872,RCFAP875,RCFAQ258,RCFAS540,RCFW3792,RCFW5310,RCFW5311,RCFW7205,RCFW7206,RCFWA223,RCFWH312,RCFWP793,RCFWP851,RCFWP852,RCFWP853,RCFWP854,RCFWP855,RCFWP856,RCFWP857,RCFWP858,RCFWP859,RCFWP870,RCOA2170,RCOA3128,RCOA3792,RCOA5310,RCOA5311,RCOA7204,RCOA7205,RCOA7206,RCOA8274,RCOAA223,RCOAA224,RCOAB530,RCOAB596,RCOAH311,RCOAH313,RCOAH314,RCOAJJ29,RCOAJJ30,RCOAJJ31,RCOAJJ32,RCOAKW00,RCOAKX77,RCOAKX78,RCOAKX79,RCOAKX80,RCOAKX81,RCOAKX82,RCOAKX83,RCOALB58,RCOALB59,RCOALB60,RCOALB61,RCOALE74,RCOANC99,RCOAP742,RCOAP793,RCOAP838,RCOAP839,RCOAP840,RCOAP841,RCOAP842,RCOAP843,RCOAP844,RCOAP846,RCOAP847,RCOAP848,RCOAP849,RCOAP850,RCOAP852,RCOAP857,RCOAP858,RCOAP859,RCOAP860,RCOAP861,RCOAP862,RCOAP863,RCOAP864,RCOAP865,RCOAP866,RCOAP867,RCOAP868,RCOAP870,RCOAP872,RCOAP875,RCOAQ258,RCOAS540,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19709,553,553,21.82%,45.07%,43.81%,19156,43726,87800,697,0,,,,,,,,,,,,,,,,,,,,,,4700,43.81%,1,0,20156,0,0,0,1000,0,0,0,,0,19156,0,0,19156,0,0,0,0,0,0,0,0,0,553,0,0,0,,37,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5357,171,171,12.63%,20.35%,19.70%,5186,26330,41060,157,0,,,,,,,,,,,,,,,,,,,,,,240,19.70%,1,0,5343,0,0,0,157,0,0,0,,0,5186,0,0,5186,0,0,0,0,0,0,0,0,0,171,0,0,0,,242,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28424,893,893,13.72%,23.12%,22.40%,27531,122933,200596,127,0,,,,,,,,,,,,,,,,,,,,,,1,22.40%,1,0,27657,0,0,0,126,0,0,0,,0,27531,0,0,27531,0,0,0,0,0,0,0,0,0,893,0,0,0,,279,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052,46,46,10.42%,30.07%,28.76%,1006,3498,9654,-58,0,,,,,,,,,,,,,,,,,,,,,,525,28.76%,1,0,958,0,0,4,-58,0,0,0,,0,1012,6,6,1006,0,0,0,0,6,0,0,0,0,46,0,10,0,,354,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014,487,487,10.01%,12.85%,11.61%,4527,39006,45245,3,0,,,,,,,,,,,,,,,,,,,,,,4000,11.61%,1,0,4530,0,0,0,3,0,0,0,,0,4527,0,0,4527,0,0,0,0,0,0,0,0,0,487,0,0,0,,457,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39882,3478,3478,8.23%,14.38%,13.12%,36404,277431,442361,-2227,0,,,,,,,,,,,,,,,,,,,,,,17133,13.11%,1,0,35138,994,0,0,649,0,-2876,0,,0,36371,0,0,36371,0,0,33,33,0,33,0,0,0,3478,0,994,0,,505,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20895,2111,2111,8.91%,12.38%,11.13%,18784,168729,210807,214,0,,,,,,,,,,,,,,,,,,,,,,6500,11.13%,1,0,18998,0,0,0,214,0,0,0,,0,18784,0,0,18784,0,0,0,0,0,0,0,0,0,2111,0,0,0,,1155,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24459,1300,1300,15.00%,22.94%,21.72%,23159,106638,154349,-4,0,,,,,,,,,,,,,,,,,,,,,,770,21.72%,1,0,23155,0,0,0,-4,0,0,0,,0,23159,0,0,23159,0,0,0,0,0,0,0,0,0,1300,0,0,0,,1351,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77869,3147,3156,9.60%,26.31%,25.24%,74713,295995,778230,1120,0,,,,,,,,,,,,,,,,,,,,,,2214,25.24%,1,0,75833,0,0,0,1120,0,0,0,,0,74713,0,0,74713,0,0,0,0,0,0,0,0,0,3156,0,0,0,,1454,2015-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11281,675,675,13.78%,18.44%,17.34%,10606,61180,76940,-61,0,,,,,,,,,,,,,,,,,,,,,,9824,17.34%,1,0,10733,70,118,0,-61,0,0,0,,0,10606,0,0,10606,0,0,0,0,0,0,0,0,0,675,0,188,0,,1557,2015-12-31
